player_id,player_name,team_id,position,start_probability_pct,start_security,start_prob,start_prob_source,start_status,minutes_def_used,starts_def_used,nineties_def_used,min_pct_def_used,starts_per_ninety_used,base_start_score,start_reliability,minute_share_pf_used,starter_proxy_pf_used,merge_key,minute_share_pf,starter_proxy_pf,conditional_start_prob,availability_prob,availability_risk,availability_status
omar_rekik__tun,Omar Rekik,TUN,DEF,74,0.7422,0.7422,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.4013,,,,omar rekik||tun,,,0.4667,0.6,high_risk,high_risk
ali_maaloul__tun,Ali Maaloul,TUN,DEF,0,0.0,0.0,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
dylan_bronn__tun,Dylan Bronn,TUN,DEF,38,0.3759,0.3759,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.6829,,,,dylan bronn||tun,,,0.7941,0.6,high_risk,high_risk
yassine_meriah__tun,Yassine Meriah,TUN,DEF,0,0.0,0.0,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
yan_valery__tun,Yan Valery,TUN,DEF,79,0.7887,0.7887,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.5733,,,,yan valery||tun,,,0.6667,0.6,high_risk,high_risk
ali_abdi__tun,Ali Abdi,TUN,DEF,64,0.6355,0.6355,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.6291,,,,ali abdi||tun,,,0.7258,0.6195,high_risk,high_risk
montassar_talbi__tun,Montassar Talbi,TUN,DEF,90,0.9019,0.9019,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8218,,,,montassar talbi||tun,,,0.8732,0.8316,medium_risk,medium_risk
alaa_ghram__tun,Alaa Ghram,TUN,DEF,0,0.0,0.0,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
moutaz_neffati__tun,Moutaz Neffati,TUN,DEF,25,0.2517,0.2517,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.33,,,,moutaz neffati||tun,,,0.4,0.5,high_risk,high_risk
ali_majrashi__ksa,Ali Majrashi,KSA,DEF,12,0.1201,0.1201,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7167,,,,ali majrashi||ksa,,,0.8333,0.6,high_risk,high_risk
nawaf_bu_washl__ksa,Nawaf Bu Washl,KSA,DEF,25,0.25,0.25,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
moteb_al_harbi__ksa,Moteb Al-Harbi,KSA,DEF,34,0.3447,0.3447,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
mohammed_sulaiman__ksa,Mohammed Sulaiman,KSA,DEF,0,0.0,0.0,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.2808,,,,mohammed sulaiman||ksa,,,0.3077,0.75,medium_risk,medium_risk
jehad_thakri__ksa,Jehad Thakri,KSA,DEF,33,0.3271,0.3271,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
abdulelah_al_amri__ksa,Abdulelah Al-Amri,KSA,DEF,58,0.5781,0.5781,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.6689,,,,abdulelah al-amri||ksa,,,0.7778,0.6,high_risk,high_risk
hassan_al_tambakti__ksa,Hassan Al Tambakti,KSA,DEF,25,0.25,0.25,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
saud_abdulhamid__ksa,Saud Abdulhamid,KSA,DEF,79,0.7903,0.7903,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.586,,,,saud abdulhamid||ksa,,,0.6491,0.7222,medium_risk,medium_risk
ali_lajami__ksa,Ali Lajami,KSA,DEF,56,0.5582,0.5582,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
hassan_kadesh__ksa,Hassan Kadesh,KSA,DEF,55,0.5502,0.5502,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
mohammed_abu_al_shamat__ksa,Mohammed Abu Al-Shamat,KSA,DEF,48,0.4755,0.4755,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
al_hashmi_al_hussain__qat,Al-Hashmi Al-Hussain,QAT,DEF,35,0.3539,0.3539,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
seydinaissa_laye__qat,Seydinaissa Laye,QAT,DEF,63,0.6257,0.6257,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
lucas_mendes__qat,Lucas Mendes,QAT,DEF,40,0.3989,0.3989,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8649,,,,lucas mendes||qat,,,0.9545,0.7317,medium_risk,medium_risk
boualem_khoukhi__qat,Boualem Khoukhi,QAT,DEF,82,0.8243,0.8243,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8339,,,,boualem khoukhi||qat,,,0.9455,0.6629,medium_risk,medium_risk
pedro_ro_ro_miguel_correia__qat,Pedro 'Ro-Ro' Miguel Correia,QAT,DEF,85,0.8455,0.8455,transfermarkt_availability_split_2026_06_04,sandsynlig starter - Transfermarkt landshold,,,,,,0.8455,,,,pedro 'ro-ro' miguel correia||qat,,,0.949,0.6883,medium_risk,medium_risk
sultan_al_brake__qat,Sultan Al-Brake,QAT,DEF,26,0.2642,0.2642,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.2426,,,,sultan al-brake||qat,,,0.2821,0.6,high_risk,high_risk
tarek_salman__qat,Tarek Salman,QAT,DEF,0,0.0,0.0,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7434,,,,tarek salman||qat,,,0.7822,0.8583,low_risk,low_risk
homam_al_amin_ahmed__qat,Homam Al-Amin Ahmed,QAT,DEF,25,0.25,0.25,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
ayoub_al_oui__qat,Ayoub Al-Oui,QAT,DEF,93,0.9308,0.9308,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.794,,,,ayoub al-oui||qat,,,0.8571,0.7895,medium_risk,medium_risk
ross_mccrorie__sco,Ross McCrorie,SCO,DEF,0,0.0,0.0,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
john_souttar__sco,John Souttar,SCO,DEF,57,0.5702,0.5702,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.516,,,,john souttar||sco,,,0.6,0.6,high_risk,high_risk
jack_hendry__sco,Jack Hendry,SCO,DEF,37,0.3691,0.3691,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.5532,,,,jack hendry||sco,,,0.6271,0.6634,medium_risk,medium_risk
scott_mckenna__sco,Scott McKenna,SCO,DEF,36,0.3567,0.3567,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.6233,,,,scott mckenna||sco,,,0.6897,0.7253,medium_risk,medium_risk
nathan_patterson__sco,Nathan Patterson,SCO,DEF,10,0.095,0.095,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7525,,,,nathan patterson||sco,,,0.875,0.6,high_risk,high_risk
aaron_hickey__sco,Aaron Hickey,SCO,DEF,88,0.8813,0.8813,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.774,,,,aaron hickey||sco,,,0.9,0.6,high_risk,high_risk
andy_robertson__sco,Andy Robertson,SCO,DEF,87,0.8728,0.8728,transfermarkt_availability_split_2026_06_04,sikker starter - Transfermarkt landshold,,,,,,0.8728,,,,andy robertson||sco,,,0.9368,0.8047,medium_risk,medium_risk
grant_hanley__sco,Grant Hanley,SCO,DEF,42,0.4174,0.4174,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.6836,,,,grant hanley||sco,,,0.7949,0.6,high_risk,high_risk
anthony_ralston__sco,Anthony Ralston,SCO,DEF,12,0.1245,0.1245,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.6311,,,,anthony ralston||sco,,,0.72,0.6471,high_risk,high_risk
kieran_tierney__sco,Kieran Tierney,SCO,DEF,39,0.3855,0.3855,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8139,,,,kieran tierney||sco,,,0.9464,0.6,high_risk,high_risk
dominic_hyam__sco,Dominic Hyam,SCO,DEF,25,0.2527,0.2527,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.1931,,,,dominic hyam||sco,,,0.25,0.35,high_risk,high_risk
moise_bombito__can,Moïse Bombito,CAN,DEF,25,0.25,0.25,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
ralph_priso__can,Ralph Priso,CAN,DEF,0,0.0,0.0,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.873,,,,ralph priso||can,,,0.97,0.7143,unknown,unknown
alphonso_davies__can,Alphonso Davies,CAN,DEF,89,0.892,0.892,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8616,,,,alphonso davies||can,,,0.97,0.6809,medium_risk,medium_risk
alfie_jones__can,Alfie Jones,CAN,DEF,29,0.2904,0.2904,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
richie_laryea__can,Richie Laryea,CAN,DEF,94,0.9369,0.9369,transfermarkt_availability_split_2026_06_07,sikker starter - Transfermarkt landshold,,,,,,0.8983,,,,richie laryea||can,,,0.9286,0.907,low_risk,low_risk
derek_cornelius__can,Derek Cornelius,CAN,DEF,62,0.6199,0.6199,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.5919,,,,derek cornelius||can,,,0.6562,0.72,medium_risk,medium_risk
joel_waterman__can,Joel Waterman,CAN,DEF,30,0.3015,0.3015,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.2867,,,,joel waterman||can,,,0.3333,0.6,high_risk,high_risk
alistair_johnston__can,Alistair Johnston,CAN,DEF,91,0.9134,0.9134,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8759,,,,alistair johnston||can,,,0.97,0.7229,medium_risk,medium_risk
kamal_miller__can,Kamal Miller,CAN,DEF,0,0.0,0.0,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.6332,,,,kamal miller||can,,,0.6765,0.8172,medium_risk,medium_risk
luc_de_fougerolles__can,Luc De Fougerolles,CAN,DEF,68,0.68,0.68,manual_context_override_safe,sjældent startende - Transfermarkt landshold,,,,,,0.3375,,,,luc de fougerolles||can,,,0.381,0.6744,medium_risk,medium_risk
jahkeele_rutty__can,Jahkeele Rutty,CAN,DEF,0,0.0,0.0,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
abdukodir_khusanov__uzb,Abdukodir Khusanov,UZB,DEF,85,0.846,0.846,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8604,,,,abdukodir khusanov||uzb,,,0.9643,0.6923,medium_risk,medium_risk
umar_eshmurodov__uzb,Umar Eshmurodov,UZB,DEF,38,0.3846,0.3846,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7074,,,,umar eshmurodov||uzb,,,0.78,0.7342,medium_risk,medium_risk
rustam_ashurmatov__uzb,Rustam Ashurmatov,UZB,DEF,84,0.842,0.842,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.6628,,,,rustam ashurmatov||uzb,,,0.7619,0.6283,high_risk,high_risk
abdulla_abdullaev__uzb,Abdulla Abdullaev,UZB,DEF,25,0.25,0.25,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
farrukh_sayfiev__uzb,Farrukh Sayfiev,UZB,DEF,36,0.3624,0.3624,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.6101,,,,farrukh sayfiev||uzb,,,0.7,0.6331,high_risk,high_risk
khozhiakbar_alizhonov__uzb,Khozhiakbar Alizhonov,UZB,DEF,65,0.6477,0.6477,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7733,,,,khozhiakbar alizhonov||uzb,,,0.871,0.6796,medium_risk,medium_risk
sherzod_nasrullayev__uzb,Sherzod Nasrullaev,UZB,DEF,88,0.8798,0.8798,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8135,,,,sherzod nasrullaev||uzb,,,0.881,0.7812,medium_risk,medium_risk
dilshod_komilov__uzb,Dilshod Komilov,UZB,DEF,0,0.0,0.0,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.2795,,,,dilshod komilov||uzb,,,0.3333,0.5385,high_risk,high_risk
behruzjon_karimov__uzb,Behruzjon Karimov,UZB,DEF,25,0.25,0.25,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
avazbek_ulmasaliyev__uzb,Avazbek Ulmasaliyev,UZB,DEF,25,0.25,0.25,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
jakhongir_urozov__uzb,Jakhongir Urozov,UZB,DEF,54,0.5404,0.5404,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.4417,,,,jakhongir urozov||uzb,,,0.5,0.6667,medium_risk,medium_risk
mukhammadrasul_abdumazhidov__uzb,Mukhammadrasul Abdumazhidov,UZB,DEF,0,0.0,0.0,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.045,,,,mukhammadrasul abdumazhidov||uzb,,,0.05,0.7143,unknown,unknown
mukhammadkodir_khamraliev__uzb,Mukhammadkodir Khamraliev,UZB,DEF,0,0.0,0.0,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.3092,,,,mukhammadkodir khamraliev||uzb,,,0.35,0.6667,medium_risk,medium_risk
anas_badawi__jor,Anas Badawi,JOR,DEF,5,0.0456,0.0456,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
ehsan_haddad__jor,Ehsan Haddad,JOR,DEF,87,0.8689,0.8689,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
yazan_al_arab__jor,Yazan Al-Arab,JOR,DEF,87,0.8738,0.8738,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7457,,,,yazan al-arab||jor,,,0.8125,0.7652,medium_risk,medium_risk
abdallah_nasib__jor,Abdallah Nasib,JOR,DEF,91,0.9105,0.9105,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8045,,,,abdallah nasib||jor,,,0.9355,0.6,high_risk,high_risk
saed_al_rosan__jor,Saed Al-Rosan,JOR,DEF,25,0.25,0.25,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
yousef_abu_al_jazar__jor,Yousef Abu Al-Jazar,JOR,DEF,0,0.0,0.0,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.3784,,,,yousef abu al-jazar||jor,,,0.44,0.6,high_risk,high_risk
mohammad_abualnadi__jor,Mohammad Abualnadi,JOR,DEF,59,0.5929,0.5929,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.6453,,,,mohammad abualnadi||jor,,,0.7333,0.6571,medium_risk,medium_risk
saleem_obaid__jor,Saleem Obaid,JOR,DEF,8,0.0784,0.0784,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.4778,,,,saleem obaid||jor,,,0.5556,0.6,high_risk,high_risk
husam_abu_dahab__jor,Husam Abu Dahab,JOR,DEF,33,0.3324,0.3324,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.4523,,,,husam abu dahab||jor,,,0.5,0.7273,medium_risk,medium_risk
ahmad_assaf__jor,Ahmad Assaf,JOR,DEF,0,0.0,0.0,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.5422,,,,ahmad assaf||jor,,,0.6667,0.4667,high_risk,high_risk
diney_borges__cpv,Diney Borges,CPV,DEF,79,0.7912,0.7912,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.4927,,,,diney borges||cpv,,,0.5532,0.6875,medium_risk,medium_risk
roberto_lopes__cpv,Roberto Lopes,CPV,DEF,90,0.8954,0.8954,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8194,,,,roberto lopes||cpv,,,0.898,0.75,medium_risk,medium_risk
wagner_pina__cpv,Wagner Pina,CPV,DEF,59,0.5877,0.5877,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.5432,,,,wagner pina||cpv,,,0.5882,0.7812,medium_risk,medium_risk
steven_moreira__cpv,Steven Moreira,CPV,DEF,42,0.4171,0.4171,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8138,,,,steven moreira||cpv,,,0.9444,0.6047,high_risk,high_risk
sidny_lopes_cabral__cpv,Sidny Lopes Cabral,CPV,DEF,52,0.5168,0.5168,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.5278,,,,sidny lopes cabral||cpv,,,0.6667,0.4048,high_risk,high_risk
heri_tavares__cpv,Heri Tavares,CPV,DEF,0,0.0,0.0,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
joao_paulo__cpv,Joao Paulo,CPV,DEF,41,0.4119,0.4119,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
logan_costa__cpv,Logan Costa,CPV,DEF,65,0.6542,0.6542,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8139,,,,logan costa||cpv,,,0.8667,0.8261,medium_risk,medium_risk
stopira__cpv,Stopira,CPV,DEF,33,0.3309,0.3309,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.654,,,,stopira||cpv,,,0.7568,0.6119,high_risk,high_risk
kelvin_pires__cpv,Kelvin Pires,CPV,DEF,26,0.2557,0.2557,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.1811,,,,kelvin pires||cpv,,,0.2105,0.6,high_risk,high_risk
henrik_falchener__nor,Henrik Falchener,NOR,DEF,5,0.047,0.047,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.0446,,,,henrik falchener||nor,,,0.05,0.6923,unknown,unknown
sondre_langas__nor,Sondre Langås,NOR,DEF,5,0.0472,0.0472,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.1054,,,,sondre langas||nor,,,0.125,0.5517,high_risk,high_risk
kristoffer_ajer__nor,Kristoffer Ajer,NOR,DEF,91,0.9075,0.9075,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8028,,,,kristoffer ajer||nor,,,0.8947,0.7065,medium_risk,medium_risk
julian_ryerson__nor,Julian Ryerson,NOR,DEF,88,0.88,0.88,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7228,,,,julian ryerson||nor,,,0.75,0.8966,low_risk,low_risk
leo_ostigard__nor,Leo Østigård,NOR,DEF,41,0.4144,0.4144,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7689,,,,leo østigard||nor,,,0.85,0.7273,medium_risk,medium_risk
fredrik_andr_bj_rkan__nor,Fredrik Andre Bjørkan,NOR,DEF,28,0.2772,0.2772,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.4313,,,,fredrik andre bjørkan||nor,,,0.5,0.6071,high_risk,high_risk
marcus_holmgren_pedersen__nor,Marcus Holmgren Pedersen,NOR,DEF,35,0.3453,0.3453,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.6292,,,,marcus holmgren pedersen||nor,,,0.6667,0.8393,medium_risk,medium_risk
torbjorn_heggem__nor,Torbjørn Heggem,NOR,DEF,64,0.6376,0.6376,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7262,,,,torbjørn heggem||nor,,,0.7692,0.84,medium_risk,medium_risk
david_m_ller_wolfe__nor,David Møller Wolfe,NOR,DEF,69,0.6856,0.6856,transfermarkt_availability_split_2026_06_07,sikker starter - Transfermarkt landshold,,,,,,0.8444,,,,david møller wolfe||nor,,,0.9,0.8235,medium_risk,medium_risk
odin_bjortuft__nor,Odin Bjørtuft,NOR,DEF,0,0.0,0.0,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
shurandy_sambo__cuw,Shurandy Sambo,CUW,DEF,43,0.4342,0.4342,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7259,,,,shurandy sambo||cuw,,,0.7778,0.8095,medium_risk,medium_risk
armando_obispo__cuw,Armando Obispo,CUW,DEF,86,0.8574,0.8574,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8628,,,,armando obispo||cuw,,,0.97,0.6842,medium_risk,medium_risk
riechedly_bazoer__cuw,Riechedly Bazoer,CUW,DEF,62,0.6173,0.6173,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.5143,,,,riechedly bazoer||cuw,,,0.5714,0.7143,medium_risk,medium_risk
roshon_van_eijma__cuw,Roshon van Eijma,CUW,DEF,41,0.4064,0.4064,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.5747,,,,roshon van eijma||cuw,,,0.6552,0.6491,high_risk,high_risk
juri_n_gaari__cuw,Jurien Gaari,CUW,DEF,91,0.9148,0.9148,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8262,,,,jurien gaari||cuw,,,0.8958,0.7778,medium_risk,medium_risk
sherel_floranus__cuw,Sherel Floranus,CUW,DEF,92,0.9165,0.9165,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8872,,,,sherel floranus||cuw,,,0.97,0.7561,medium_risk,medium_risk
joshua_brenet__cuw,Joshua Brenet,CUW,DEF,39,0.3934,0.3934,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7129,,,,joshua brenet||cuw,,,0.7647,0.8065,medium_risk,medium_risk
livano_comenencia__cuw,Livano Comenencia,CUW,DEF,95,0.9477,0.9477,transfermarkt_availability_split_2026_06_07,sikker starter - Transfermarkt landshold,,,,,,0.9215,,,,livano comenencia||cuw,,,0.97,0.8571,low_risk,low_risk
deveron_fonville__cuw,Deveron Fonville,CUW,DEF,49,0.489,0.489,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.4344,,,,deveron fonville||cuw,,,0.5,0.625,high_risk,high_risk
keeto_thermoncy__hai,Keeto Thermoncy,HAI,DEF,5,0.0454,0.0454,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
wilguens_paugain__hai,Wilguens Paugain,HAI,DEF,5,0.0452,0.0452,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.2778,,,,wilguens paugain||hai,,,0.3333,0.5238,high_risk,high_risk
delentz_pierre__hai,Delentz Pierre,HAI,DEF,0,0.0,0.0,holdet_official_unmatched_default,,,,,,,,,,,,,,,,,
jean_kevin_duverne__hai,Jean-Kevin Duverne,HAI,DEF,69,0.6885,0.6885,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8502,,,,jean-kevin duverne||hai,,,0.97,0.6471,high_risk,high_risk
ricardo_ad__hai,Ricardo Ade,HAI,DEF,92,0.9239,0.9239,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7464,,,,ricardo ade||hai,,,0.8679,0.6,high_risk,high_risk
carlens_arcus__hai,Carlens Arcus,HAI,DEF,91,0.9094,0.9094,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.772,,,,carlens arcus||hai,,,0.8393,0.7711,medium_risk,medium_risk
martin_exp_rience__hai,Martin Experience,HAI,DEF,79,0.7871,0.7871,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.5324,,,,martin experience||hai,,,0.619,0.6,high_risk,high_risk
duke_lacroix__hai,Duke Lacroix,HAI,DEF,14,0.1367,0.1367,transfermarkt_availability_split_2026_06_07,rotation/usikker - Transfermarkt landshold,,,,,,0.5318,,,,duke lacroix||hai,,,0.5909,0.7143,medium_risk,medium_risk
rocky_bushiri__cod,Rocky Bushiri,COD,DEF,0,0.0,0.0,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.1959,,,,rocky bushiri||cod,,,0.2188,0.7018,medium_risk,medium_risk
hannes_delcroix__hai,Hannes Delcroix,HAI,DEF,63,0.6346,0.6346,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7341,,,,hannes delcroix||hai,,,0.8,0.7647,medium_risk,medium_risk
dylan_batubinsika__cod,Dylan Batubinsika,COD,DEF,9,0.0889,0.0889,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.4142,,,,dylan batubinsika||cod,,,0.4667,0.6786,medium_risk,medium_risk
jeremy_ngakia__cod,Jeremy Ngakia,COD,DEF,0,0.0,0.0,transfermarkt_availability_split_2026_06_07,sjældent startende - Transfermarkt landshold,,,,,,0.0446,,,,jeremy ngakia||cod,,,0.05,0.6923,unknown,unknown
axel_tuanzebe__cod,Axel Tuanzebe,COD,DEF,84,0.8415,0.8415,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.6757,,,,axel tuanzebe||cod,,,0.7857,0.6,high_risk,high_risk
chancel_mbemba__cod,Chancel Mbemba,COD,DEF,89,0.8938,0.8938,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.8316,,,,chancel mbemba||cod,,,0.9204,0.7246,medium_risk,medium_risk
arthur_masuaku__cod,Arthur Masuaku,COD,DEF,87,0.8657,0.8657,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.6914,,,,arthur masuaku||cod,,,0.8039,0.6,high_risk,high_risk
aaron_tshibola__cod,Aaron Tshibola,COD,DEF,6,0.0568,0.0568,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
aaron_wan_bissaka__cod,Aaron Wan-Bissaka,COD,DEF,66,0.655,0.655,transfermarkt_availability_split_2026_06_07,sandsynlig starter - Transfermarkt landshold,,,,,,0.7988,,,,aaron wan-bissaka||cod,,,0.8462,0.84,medium_risk,medium_risk
gedeon_kalulu__cod,Gedeon Kalulu,COD,DEF,55,0.5533,0.5533,transfermarkt_availability_split_2026_06_07,,,,,,,,,,,,,,,,,
