player_id,player_name,team_id,position,pool_start_prob,pool_start_prob_source,ev_start_prob,ev_start_prob_source,start_prob_diff,minute_share,suspected_issue,recommended_action
montassar_talbi__tun,Montassar Talbi,TUN,DEF,0.8218,transfermarkt_availability_split_2026_06_04,0.8218,transfermarkt_availability_split_2026_06_01,0.0,0.074709,ok,No action.
ramy_bensebaini__alg,Ramy Bensebaini,ALG,DEF,0.7952,transfermarkt_availability_split_2026_06_04,0.7952,transfermarkt_availability_split_2026_06_01,0.0,0.072291,ok,No action.
dan_burn__eng,Dan Burn,ENG,DEF,0.462,transfermarkt_availability_split_2026_06_04,0.462,transfermarkt_availability_split_2026_06_01,0.0,0.042,ok,No action.
abdulkerim_bardakci__tur,Abdulkerim Bardakci,TUR,DEF,0.7036,transfermarkt_availability_split_2026_06_04,0.7036,transfermarkt_availability_split_2026_06_01,0.0,0.063964,ok,No action.
zion_suzuki__jpn,Zion Suzuki,JPN,GK,0.6949,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.6949,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.0,0.063173,ok,No action.
raphinha__bra,Raphinha,BRA,FWD,0.8812,transfermarkt_availability_split_2026_06_04,0.8812,transfermarkt_availability_split_2026_06_01,0.0,0.080109,ok,No action.
nikola_kati__bih,Nikola Katic,BIH,DEF,0.7847,transfermarkt_availability_split_2026_06_04,0.7847,transfermarkt_availability_split_2026_06_01,0.0,0.071336,ok,No action.
isma_l_kon__can,Ismael Kone,CAN,MID,0.7892,transfermarkt_availability_split_2026_06_04,0.7892,transfermarkt_availability_split_2026_06_01,0.0,0.071745,ok,No action.
amadou_onana__bel,Amadou Onana,BEL,MID,0.8044,transfermarkt_availability_split_2026_06_04,0.8044,transfermarkt_availability_split_2026_06_01,0.0,0.073127,ok,No action.
baghdad_bounedjah__alg,Baghdad Bounedjah,ALG,FWD,0.7665,transfermarkt_availability_split_2026_06_04,0.7665,transfermarkt_availability_split_2026_06_01,0.0,0.069682,ok,No action.
nathan_saliba__can,Nathan Saliba,CAN,MID,0.5648,transfermarkt_availability_split_2026_06_04,0.5648,transfermarkt_availability_split_2026_06_01,0.0,0.051345,ok,No action.
rayan_a_t_nouri__alg,Rayan Ait-Nouri,ALG,DEF,0.775,transfermarkt_availability_split_2026_06_04,0.775,transfermarkt_availability_split_2026_06_01,0.0,0.070455,ok,No action.
duje_aleta_car__cro,Duje Caleta-Car,CRO,DEF,0.5612,transfermarkt_availability_split_2026_06_04,0.5612,transfermarkt_availability_split_2026_06_01,0.0,0.051018,ok,No action.
guillermo_varela__uru,Guillermo Varela,URU,DEF,0.5733,transfermarkt_availability_split_2026_06_04,0.5733,transfermarkt_availability_split_2026_06_01,0.0,0.052118,ok,No action.
ali_ahmed__can,Ali Ahmed,CAN,MID,0.717,transfermarkt_availability_split_2026_06_04,0.717,transfermarkt_availability_split_2026_06_01,0.0,0.065182,ok,No action.
danilo_luiz_da_silva__bra,Danilo Luiz da Silva,BRA,DEF,0.6378,transfermarkt_availability_split_2026_06_04,0.6378,transfermarkt_availability_split_2026_06_01,0.0,0.057982,ok,No action.
victor_lindel_f__swe,Victor Lindelöf,SWE,DEF,0.7669,transfermarkt_availability_split_2026_06_04,0.7669,transfermarkt_availability_split_2026_06_01,0.0,0.069718,ok,No action.
rami_rabia__egy,Rami Rabia,EGY,DEF,0.7193,transfermarkt_availability_split_2026_06_04,0.7193,transfermarkt_availability_split_2026_06_01,0.0,0.065391,ok,No action.
felix_feliz_torres__ecu,Felix 'Feliz' Torres,ECU,DEF,0.6165,transfermarkt_availability_split_2026_06_04,0.6165,transfermarkt_availability_split_2026_06_01,0.0,0.056045,ok,No action.
jhon_arias__col,Jhon Arias,COL,MID,0.8946,transfermarkt_availability_split_2026_06_04,0.8946,transfermarkt_availability_split_2026_06_01,0.0,0.081327,ok,No action.
agust_n_lvarez__uru,Agustin Alvarez,URU,FWD,0.602,transfermarkt_availability_split_2026_06_04,0.602,transfermarkt_availability_split_2026_06_01,0.0,0.054727,ok,No action.
omar_alderete__par,Omar Alderete,PAR,DEF,0.6182,transfermarkt_availability_split_2026_06_04,0.6182,transfermarkt_availability_split_2026_06_01,0.0,0.0562,ok,No action.
mois_s_caicedo__ecu,Moises Caicedo,ECU,MID,0.9079,transfermarkt_availability_split_2026_06_04,0.9079,transfermarkt_availability_split_2026_06_01,0.0,0.082536,ok,No action.
aleksandar_pavlovic__ger,Aleksandar Pavlovic,GER,MID,0.7126,transfermarkt_availability_split_2026_06_04,0.7126,transfermarkt_availability_split_2026_06_01,0.0,0.064782,ok,No action.
antoine_semenyo__gha,Antoine Semenyo,GHA,FWD,0.8635,transfermarkt_availability_split_2026_06_04,0.8635,transfermarkt_availability_split_2026_06_01,0.0,0.0785,ok,No action.
alireza_jahanbakhsh__irn,Alireza Jahanbakhsh,IRN,FWD,0.825,transfermarkt_availability_split_2026_06_04,0.825,transfermarkt_availability_split_2026_06_01,0.0,0.075,ok,No action.
ismael_d_az__pan,Ismael Diaz,PAN,FWD,0.6337,transfermarkt_availability_split_2026_06_04,0.6337,transfermarkt_availability_split_2026_06_01,0.0,0.057609,ok,No action.
caleb_yirenkyi__gha,Caleb Yirenkyi,GHA,DEF,0.8892,transfermarkt_availability_split_2026_06_04,0.8892,transfermarkt_availability_split_2026_06_01,0.0,0.080836,ok,No action.
orkun_k_k__tur,Orkun Kökcü,TUR,MID,0.7587,transfermarkt_availability_split_2026_06_04,0.7587,transfermarkt_availability_split_2026_06_01,0.0,0.068973,ok,No action.
issa_diop__mar,Issa Diop,MAR,DEF,0.8568,transfermarkt_availability_split_2026_06_04,0.8568,transfermarkt_availability_split_2026_06_01,0.0,0.077891,ok,No action.
nathan_ngoy__bel,Nathan Ngoy,BEL,DEF,0.8655,transfermarkt_availability_split_2026_06_04,0.8655,transfermarkt_availability_split_2026_06_01,0.0,0.078682,ok,No action.
j_nior_alonso__par,Junior Alonso,PAR,DEF,0.6931,transfermarkt_availability_split_2026_06_04,0.6931,transfermarkt_availability_split_2026_06_01,0.0,0.063009,ok,No action.
abdelhamid_ait_boudlal__mar,Abdelhamid Ait Boudlal,MAR,DEF,0.8488,transfermarkt_availability_split_2026_06_04,0.8488,transfermarkt_availability_split_2026_06_01,0.0,0.077164,ok,No action.
moussa_niakhate__sen,Moussa Niakhate,SEN,DEF,0.6809,transfermarkt_availability_split_2026_06_04,0.6809,transfermarkt_availability_split_2026_06_01,0.0,0.0619,ok,No action.
manuel_ugarte__uru,Manuel Ugarte,URU,MID,0.7396,transfermarkt_availability_split_2026_06_04,0.7396,transfermarkt_availability_split_2026_06_01,0.0,0.067236,ok,No action.
alex_sandro__bra,Alex Sandro,BRA,DEF,0.5519,transfermarkt_availability_split_2026_06_04,0.5519,transfermarkt_availability_split_2026_06_01,0.0,0.050173,ok,No action.
fernando_muslera__uru,Fernando Muslera,URU,GK,0.4844,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.4844,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.0,0.044036,ok,No action.
darwin_nunez__uru,Darwin Nunez,URU,FWD,0.7427,transfermarkt_availability_split_2026_06_04,0.7427,transfermarkt_availability_split_2026_06_01,0.0,0.067518,ok,No action.
viktor_gyokeres__swe,Viktor Gyökeres,SWE,FWD,0.818,transfermarkt_availability_split_2026_06_04,0.818,transfermarkt_availability_split_2026_06_01,0.0,0.074364,ok,No action.
neymar_jr__bra,Neymar Jr.,BRA,FWD,0.8919,transfermarkt_availability_split_2026_06_04,0.8919,transfermarkt_availability_split_2026_06_01,0.0,0.081082,ok,No action.
edouard_mendy__sen,Edouard Mendy,SEN,GK,0.848,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.848,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.0,0.077091,ok,No action.
gabriel_gudmundsson__swe,Gabriel Gudmundsson,SWE,DEF,0.6853,transfermarkt_availability_split_2026_06_04,0.6853,transfermarkt_availability_split_2026_06_01,0.0,0.0623,ok,No action.
mohamed_el_shenawy__egy,Mohamed El-Shennawy,EGY,GK,0.8557,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.8557,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.0,0.077791,ok,No action.
akram_afif__qat,Akram Afif,QAT,FWD,0.8984,transfermarkt_availability_split_2026_06_04,0.8984,transfermarkt_availability_split_2026_06_01,0.0,0.081673,ok,No action.
guela_doue__civ,Guela Doue,CIV,DEF,0.7506,transfermarkt_availability_split_2026_06_04,0.7506,transfermarkt_availability_split_2026_06_01,0.0,0.068236,ok,No action.
n_golo_kant__fra,N'Golo Kante,FRA,MID,0.7285,transfermarkt_availability_split_2026_06_04,0.7285,transfermarkt_availability_split_2026_06_01,0.0,0.066227,ok,No action.
alexander_djiku__gha,Alexander Djiku,GHA,DEF,0.8325,transfermarkt_availability_split_2026_06_04,0.8325,transfermarkt_availability_split_2026_06_01,0.0,0.075682,ok,No action.
idrissa_gana_gueye__sen,Idrissa Gana Gueye,SEN,MID,0.8656,transfermarkt_availability_split_2026_06_04,0.8656,transfermarkt_availability_split_2026_06_01,0.0,0.078691,ok,No action.
oh_hyeon_gyu__kor,Hyeon-Gyu Oh,KOR,FWD,0.5007,transfermarkt_availability_split_2026_06_04,0.5007,transfermarkt_availability_split_2026_06_01,0.0,0.045518,ok,No action.
vladimir_coufal__cze,Vladimir Coufal,CZE,DEF,0.7537,transfermarkt_availability_split_2026_06_04,0.7537,transfermarkt_availability_split_2026_06_01,0.0,0.068518,ok,No action.
valentino_livramento__eng,Valentino Livramento,ENG,DEF,0.4796,transfermarkt_availability_split_2026_06_04,0.4796,transfermarkt_availability_split_2026_06_01,0.0,0.0436,ok,No action.
sander_berge__nor,Sander Berge,NOR,MID,0.8794,transfermarkt_availability_split_2026_06_04,0.8794,transfermarkt_availability_split_2026_06_01,0.0,0.079945,ok,No action.
maxime_cr_peau__can,Maxime Crepeau,CAN,GK,0.6834,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.6834,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.0,0.062127,ok,No action.
kamal_miller__can,Kamal Miller,CAN,DEF,0.6332,transfermarkt_availability_split_2026_06_04,0.6332,transfermarkt_availability_split_2026_06_01,0.0,0.057564,ok,No action.
deiver_machado__col,Deiver Machado,COL,DEF,0.5106,transfermarkt_availability_split_2026_06_04,0.5106,transfermarkt_availability_split_2026_06_01,0.0,0.046418,ok,No action.
brenden_aaronson__usa,Brenden Aaronson,USA,MID,0.6836,transfermarkt_availability_split_2026_06_04,0.6836,transfermarkt_availability_split_2026_06_01,0.0,0.062145,ok,No action.
benjamin_tahirovic__bih,Benjamin Tahirovic,BIH,MID,0.8591,transfermarkt_availability_split_2026_06_04,0.8591,transfermarkt_availability_split_2026_06_01,0.0,0.0781,ok,No action.
leo_ostigard__nor,Leo Østigård,NOR,DEF,0.7689,transfermarkt_availability_split_2026_06_04,0.7689,transfermarkt_availability_split_2026_06_01,0.0,0.0699,ok,No action.
ali_abdi__tun,Ali Abdi,TUN,DEF,0.6291,transfermarkt_availability_split_2026_06_04,0.6291,transfermarkt_availability_split_2026_06_01,0.0,0.057191,ok,No action.
gregor_kobel__sui,Gregor Kobel,SUI,GK,0.5051,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.5051,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.0,0.045918,ok,No action.
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,0.8279,transfermarkt_availability_split_2026_06_04,0.8279,transfermarkt_availability_split_2026_06_01,0.0,0.075264,ok,No action.
haris_tabakovic__bih,Haris Tabakovic,BIH,FWD,0.5459,transfermarkt_availability_split_2026_06_04,0.5459,transfermarkt_availability_split_2026_06_01,0.0,0.049627,ok,No action.
juan_jose_caceres__par,Juan Jose Caceres,PAR,DEF,0.7023,transfermarkt_availability_split_2026_06_04,0.7023,transfermarkt_availability_split_2026_06_01,0.0,0.063845,ok,No action.
deniz_undav__ger,Deniz Undav,GER,FWD,0.3287,transfermarkt_availability_split_2026_06_04,0.3287,transfermarkt_availability_split_2026_06_01,0.0,0.029882,ok,No action.
ryan_gravenberch__ned,Ryan Gravenberch,NED,MID,0.5323,transfermarkt_availability_split_2026_06_04,0.5323,transfermarkt_availability_split_2026_06_01,0.0,0.048391,ok,No action.
phillipp_mwene__aut,Phillipp Mwene,AUT,DEF,0.6568,transfermarkt_availability_split_2026_06_04,0.6568,transfermarkt_availability_split_2026_06_01,0.0,0.059709,ok,No action.
dodi_lukebakio__bel,Dodi Lukebakio,BEL,FWD,0.5114,transfermarkt_availability_split_2026_06_04,0.5114,transfermarkt_availability_split_2026_06_01,0.0,0.046491,ok,No action.
zeki_elik__tur,Zeki Celik,TUR,DEF,0.7006,transfermarkt_availability_split_2026_06_04,0.7006,transfermarkt_availability_split_2026_06_01,0.0,0.063691,ok,No action.
jorge_sanchez__mex,Jorge Sanchez,MEX,DEF,0.6366,transfermarkt_availability_split_2026_06_04,0.6366,transfermarkt_availability_split_2026_06_01,0.0,0.057873,ok,No action.
koni_de_winter__bel,Koni de Winter,BEL,DEF,0.4627,transfermarkt_availability_split_2026_06_04,0.4627,transfermarkt_availability_split_2026_06_01,0.0,0.042064,ok,No action.
mohamed_abdelmonem__egy,Mohamed Abdelmonem,EGY,DEF,0.8455,transfermarkt_availability_split_2026_06_04,0.8455,transfermarkt_availability_split_2026_06_01,0.0,0.076864,ok,No action.
kevin_danso__aut,Kevin Danso,AUT,DEF,0.7136,transfermarkt_availability_split_2026_06_04,0.7136,transfermarkt_availability_split_2026_06_01,0.0,0.064873,ok,No action.
azzedine_ounahi__mar,Azzedine Ounahi,MAR,MID,0.8135,transfermarkt_availability_split_2026_06_04,0.8135,transfermarkt_availability_split_2026_06_01,0.0,0.073955,ok,No action.
willy_semedo__cpv,Willy Semedo,CPV,FWD,0.771,transfermarkt_availability_split_2026_06_04,0.771,transfermarkt_availability_split_2026_06_01,0.0,0.070091,ok,No action.
facundo_torres__uru,Facundo Torres,URU,FWD,0.4573,transfermarkt_availability_split_2026_06_04,0.4573,transfermarkt_availability_split_2026_06_01,0.0,0.041573,ok,No action.
ralph_priso__can,Ralph Priso,CAN,DEF,0.873,transfermarkt_availability_split_2026_06_04,0.873,transfermarkt_availability_split_2026_06_01,0.0,0.079364,ok,No action.
teboho_mokoena__rsa,Teboho Mokoena,RSA,MID,0.7948,transfermarkt_availability_split_2026_06_04,0.7948,transfermarkt_availability_split_2026_06_01,0.0,0.072255,ok,No action.
sherzod_nasrullayev__uzb,Sherzod Nasrullaev,UZB,DEF,0.8135,transfermarkt_availability_split_2026_06_04,0.8135,transfermarkt_availability_split_2026_06_01,0.0,0.073955,ok,No action.
derek_cornelius__can,Derek Cornelius,CAN,DEF,0.5919,transfermarkt_availability_split_2026_06_04,0.5919,transfermarkt_availability_split_2026_06_01,0.0,0.053809,ok,No action.
jurri_n_timber__ned,Jurrien Timber,NED,DEF,0.6497,transfermarkt_availability_split_2026_06_04,0.6497,transfermarkt_availability_split_2026_06_01,0.0,0.059064,ok,No action.
santiago_bueno__uru,Santiago Bueno,URU,DEF,0.3621,transfermarkt_availability_split_2026_06_04,0.3621,transfermarkt_availability_split_2026_06_01,0.0,0.032918,ok,No action.
i_aki_williams__gha,Iñaki Williams,GHA,FWD,0.8226,transfermarkt_availability_split_2026_06_04,0.8226,transfermarkt_availability_split_2026_06_01,0.0,0.074782,ok,No action.
livano_comenencia__cuw,Livano Comenencia,CUW,DEF,0.9215,transfermarkt_availability_split_2026_06_04,0.9215,transfermarkt_availability_split_2026_06_01,0.0,0.083773,ok,No action.
kalidou_koulibaly__sen,Kalidou Koulibaly,SEN,DEF,0.8707,transfermarkt_availability_split_2026_06_04,0.8707,transfermarkt_availability_split_2026_06_01,0.0,0.079155,ok,No action.
bremer__bra,Bremer,BRA,DEF,0.4009,transfermarkt_availability_split_2026_06_04,0.4009,transfermarkt_availability_split_2026_06_01,0.0,0.036445,ok,No action.
mohamed_hany__egy,Mohamed Hany,EGY,DEF,0.6987,transfermarkt_availability_split_2026_06_04,0.6987,transfermarkt_availability_split_2026_06_01,0.0,0.063518,ok,No action.
daniel_svensson__swe,Daniel Svensson,SWE,DEF,0.6394,transfermarkt_availability_split_2026_06_04,0.6394,transfermarkt_availability_split_2026_06_01,0.0,0.058127,ok,No action.
torbjorn_heggem__nor,Torbjørn Heggem,NOR,DEF,0.7262,transfermarkt_availability_split_2026_06_04,0.7262,transfermarkt_availability_split_2026_06_01,0.0,0.066018,ok,No action.
jordan_bos__aus,Jordan Bos,AUS,DEF,0.8285,transfermarkt_availability_split_2026_06_04,0.8285,transfermarkt_availability_split_2026_06_01,0.0,0.075318,ok,No action.
jorge_carrascal__col,Jorge Carrascal,COL,MID,0.5975,transfermarkt_availability_split_2026_06_04,0.5975,transfermarkt_availability_split_2026_06_01,0.0,0.054318,ok,No action.
shogo_taniguchi__jpn,Shogo Taniguchi,JPN,DEF,0.5529,transfermarkt_availability_split_2026_06_04,0.5529,transfermarkt_availability_split_2026_06_01,0.0,0.050264,ok,No action.
teun_koopmeiners__ned,Teun Koopmeiners,NED,MID,0.5958,transfermarkt_availability_split_2026_06_04,0.5958,transfermarkt_availability_split_2026_06_01,0.0,0.054164,ok,No action.
isak_hien__swe,Isak Hien,SWE,DEF,0.8197,transfermarkt_availability_split_2026_06_04,0.8197,transfermarkt_availability_split_2026_06_01,0.0,0.074518,ok,No action.
takefusa_kubo__jpn,Takefusa Kubo,JPN,MID,0.7208,transfermarkt_availability_split_2026_06_04,0.7208,transfermarkt_availability_split_2026_06_01,0.0,0.065527,ok,No action.
tim_ream__usa,Tim Ream,USA,DEF,0.5761,transfermarkt_availability_split_2026_06_04,0.5761,transfermarkt_availability_split_2026_06_01,0.0,0.052373,ok,No action.
rafik_belghali__alg,Rafik Belghali,ALG,DEF,0.8614,transfermarkt_availability_split_2026_06_04,0.8614,transfermarkt_availability_split_2026_06_01,0.0,0.078309,ok,No action.
cameron_burgess__aus,Cameron Burgess,AUS,DEF,0.7355,transfermarkt_availability_split_2026_06_04,0.7355,transfermarkt_availability_split_2026_06_01,0.0,0.066864,ok,No action.
tsuyoshi_watanabe__jpn,Tsuyoshi Watanabe,JPN,DEF,0.516,transfermarkt_availability_split_2026_06_04,0.516,transfermarkt_availability_split_2026_06_01,0.0,0.046909,ok,No action.
aaron_wan_bissaka__cod,Aaron Wan-Bissaka,COD,DEF,0.7988,transfermarkt_availability_split_2026_06_04,0.7988,transfermarkt_availability_split_2026_06_01,0.0,0.072618,ok,No action.
sergio_rochet__uru,Sergio Rochet,URU,GK,0.4263,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.4263,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.0,0.038755,ok,No action.
anthony_ralston__sco,Anthony Ralston,SCO,DEF,0.6311,transfermarkt_availability_split_2026_06_04,0.6311,transfermarkt_availability_split_2026_06_01,0.0,0.057373,ok,No action.
alexander_prass__aut,Alexander Prass,AUT,DEF,0.6185,transfermarkt_availability_split_2026_06_04,0.6185,transfermarkt_availability_split_2026_06_01,0.0,0.056227,ok,No action.
kristijan_jaki__cro,Kristijan Jakic,CRO,DEF,0.3298,transfermarkt_availability_split_2026_06_04,0.3298,transfermarkt_availability_split_2026_06_01,0.0,0.029982,ok,No action.
igor_matanovic__cro,Igor Matanovic,CRO,FWD,0.6651,transfermarkt_availability_split_2026_06_04,0.6651,transfermarkt_availability_split_2026_06_01,0.0,0.060464,ok,No action.
gideon_mensah__gha,Gideon Mensah,GHA,DEF,0.6819,transfermarkt_availability_split_2026_06_04,0.6819,transfermarkt_availability_split_2026_06_01,0.0,0.061991,ok,No action.
jos_s__por,Jose Sa,POR,GK,0.2869,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.2869,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.0,0.026082,ok,No action.
romelu_lukaku__bel,Romelu Lukaku,BEL,FWD,0.7965,transfermarkt_availability_split_2026_06_04,0.7965,transfermarkt_availability_split_2026_06_01,0.0,0.072409,ok,No action.
grant_hanley__sco,Grant Hanley,SCO,DEF,0.6836,transfermarkt_availability_split_2026_06_04,0.6836,transfermarkt_availability_split_2026_06_01,0.0,0.062145,ok,No action.
fiston_mayele__cod,Fiston Mayele,COD,FWD,0.6741,transfermarkt_availability_split_2026_06_04,0.6741,transfermarkt_availability_split_2026_06_01,0.0,0.061282,ok,No action.
alex_baena__esp,Alex Baena,ESP,MID,0.5347,transfermarkt_availability_split_2026_06_04,0.5347,transfermarkt_availability_split_2026_06_01,0.0,0.048609,ok,No action.
orbel_n_pineda__mex,Orbelin Pineda,MEX,MID,0.5947,transfermarkt_availability_split_2026_06_04,0.5947,transfermarkt_availability_split_2026_06_01,0.0,0.054064,ok,No action.
jorge_guti_rrez__pan,Jorge Gutierrez,PAN,DEF,0.914,name+team,0.914,name+team,0.0,0.085,ok,No action.
diego_g_mez__par,Diego Gomez,PAR,MID,0.7703,transfermarkt_availability_split_2026_06_04,0.7703,transfermarkt_availability_split_2026_06_01,0.0,0.070027,ok,No action.
kieran_tierney__sco,Kieran Tierney,SCO,DEF,0.8139,transfermarkt_availability_split_2026_06_04,0.8139,transfermarkt_availability_split_2026_06_01,0.0,0.073991,ok,No action.
amirhossein_hosseinzadeh__irn,Amirhossein Hosseinzadeh,IRN,FWD,0.5235,transfermarkt_availability_split_2026_06_04,0.5235,transfermarkt_availability_split_2026_06_01,0.0,0.047591,ok,No action.
junnosuke_suzuki__jpn,Junnosuke Suzuki,JPN,DEF,0.7446,transfermarkt_availability_split_2026_06_04,0.7446,transfermarkt_availability_split_2026_06_01,0.0,0.067691,ok,No action.
i_smail_y_ksek__tur,Ismail Yüksek,TUR,MID,0.7936,transfermarkt_availability_split_2026_06_04,0.7936,transfermarkt_availability_split_2026_06_01,0.0,0.072145,ok,No action.
manu_kon__fra,Manu Koné,FRA,MID,0.38,transfermarkt_availability_split_2026_06_04+context_override,0.38,start_vs_appearance_context_override_2026_06_04,0.0,0.052,ok,No action.
maximilian_w_ber__aut,Maximilian Wöber,AUT,DEF,0.6391,transfermarkt_availability_split_2026_06_04,0.6391,transfermarkt_availability_split_2026_06_01,0.0,0.0581,ok,No action.
edin_dzeko__bih,Edin Dzeko,BIH,FWD,0.9046,transfermarkt_availability_split_2026_06_04,0.9046,transfermarkt_availability_split_2026_06_01,0.0,0.082236,ok,No action.
jorrel_hato__ned,Jorrel Hato,NED,DEF,0.5733,transfermarkt_availability_split_2026_06_04,0.5733,transfermarkt_availability_split_2026_06_01,0.0,0.052118,ok,No action.
ryan_christie__sco,Ryan Christie,SCO,MID,0.8264,transfermarkt_availability_split_2026_06_04,0.8264,transfermarkt_availability_split_2026_06_01,0.0,0.075127,ok,No action.
daichi_kamada__jpn,Daichi Kamada,JPN,MID,0.7254,transfermarkt_availability_split_2026_06_04,0.7254,transfermarkt_availability_split_2026_06_01,0.0,0.065945,ok,No action.
aubrey_modiba__rsa,Aubrey Modiba,RSA,DEF,0.6318,transfermarkt_availability_split_2026_06_04,0.6318,transfermarkt_availability_split_2026_06_01,0.0,0.057436,ok,No action.
yahia_fofana__civ,Yahia Fofana,CIV,GK,0.7892,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.7892,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.0,0.071745,ok,No action.
dailon_livramento__cpv,Dailon Livramento,CPV,FWD,0.8309,transfermarkt_availability_split_2026_06_04,0.8309,transfermarkt_availability_split_2026_06_01,0.0,0.075536,ok,No action.
abdukodir_khusanov__uzb,Abdukodir Khusanov,UZB,DEF,0.8604,transfermarkt_availability_split_2026_06_04,0.8604,transfermarkt_availability_split_2026_06_01,0.0,0.078218,ok,No action.
shoja_khalilzadeh__irn,Shojae Khalilzadeh,IRN,DEF,0.7167,transfermarkt_availability_split_2026_06_04,0.7167,transfermarkt_availability_split_2026_06_01,0.0,0.065155,ok,No action.
ozan_kabak__tur,Ozan Kabak,TUR,DEF,0.699,transfermarkt_availability_split_2026_06_04,0.699,transfermarkt_availability_split_2026_06_01,0.0,0.063545,ok,No action.
nestory_irankunda__aus,Nestory Irankunda,AUS,FWD,0.5879,transfermarkt_availability_split_2026_06_04,0.5879,transfermarkt_availability_split_2026_06_01,0.0,0.053445,ok,No action.
hiroki_ito__jpn,Hiroki Ito,JPN,DEF,0.7462,transfermarkt_availability_split_2026_06_04,0.7462,transfermarkt_availability_split_2026_06_01,0.0,0.067836,ok,No action.
esmir_bajraktarevic__bih,Esmir Bajraktarevic,BIH,MID,0.8519,transfermarkt_availability_split_2026_06_04,0.8519,transfermarkt_availability_split_2026_06_01,0.0,0.077445,ok,No action.
luis_suarez_charris__col,Luis Suarez Charris,COL,FWD,0.6143,transfermarkt_availability_split_2026_06_04,0.6143,transfermarkt_availability_split_2026_06_01,0.0,0.055845,ok,No action.
aaron_hickey__sco,Aaron Hickey,SCO,DEF,0.774,transfermarkt_availability_split_2026_06_04,0.774,transfermarkt_availability_split_2026_06_01,0.0,0.070364,ok,No action.
axel_tuanzebe__cod,Axel Tuanzebe,COD,DEF,0.6757,transfermarkt_availability_split_2026_06_04,0.6757,transfermarkt_availability_split_2026_06_01,0.0,0.061427,ok,No action.
saman_ghoddos__irn,Saman Ghoddos,IRN,MID,0.8236,transfermarkt_availability_split_2026_06_04,0.8236,transfermarkt_availability_split_2026_06_01,0.0,0.074873,ok,No action.
robin_hranac__cze,Robin Hranac,CZE,DEF,0.6258,transfermarkt_availability_split_2026_06_04,0.8305,transfermarkt_availability_split_2026_06_01,-0.2047,0.0755,ok,No action.
sead_kolasinac__bih,Sead Kolasinac,BIH,DEF,0.8213,transfermarkt_availability_split_2026_06_04,0.8213,transfermarkt_availability_split_2026_06_01,0.0,0.074664,ok,No action.
mustafa_eskihella__tur,Mustafa Eskihellac,TUR,DEF,0.8002,transfermarkt_availability_split_2026_06_04,0.8002,transfermarkt_availability_split_2026_06_01,0.0,0.072745,ok,No action.
gustaf_lagerbielke__swe,Gustaf Lagerbielke,SWE,DEF,0.5292,transfermarkt_availability_split_2026_06_04,0.5292,transfermarkt_availability_split_2026_06_01,0.0,0.048109,ok,No action.
malick_thiaw__ger,Malick Thiaw,GER,DEF,0.3308,transfermarkt_availability_split_2026_06_04,0.3308,transfermarkt_availability_split_2026_06_01,0.0,0.030073,ok,No action.
tae_seok_lee__kor,Tae-Seok Lee,KOR,DEF,0.775,transfermarkt_availability_split_2026_06_04,0.775,transfermarkt_availability_split_2026_06_01,0.0,0.070455,ok,No action.
kevin_casta_o__col,Kevin Castano,COL,MID,0.6173,transfermarkt_availability_split_2026_06_04,0.6173,transfermarkt_availability_split_2026_06_01,0.0,0.056118,ok,No action.
djed_spence__eng,Djed Spence,ENG,DEF,0.5214,transfermarkt_availability_split_2026_06_04,0.5214,transfermarkt_availability_split_2026_06_01,0.0,0.0474,ok,No action.
matt_turner__usa,Matt Turner,USA,GK,0.5989,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.5989,transfermarkt_availability_split_2026_06_04+gk_hierarchy_normalized,0.0,0.054445,ok,No action.
ismaila_sarr__sen,Ismaila Sarr,SEN,MID,0.6015,transfermarkt_availability_split_2026_06_04+context_override,0.6015,start_vs_appearance_context_override_2026_06_04,0.0,0.037,ok,No action.
douglas_santos__bra,Douglas Santos,BRA,DEF,0.43,transfermarkt_availability_split_2026_06_04,0.43,transfermarkt_availability_split_2026_06_01,0.0,0.039091,ok,No action.
