player_id,player_name,team_id,position,component_weighted_sum,base_ev_before_price_quality,price_quality_ev,expected_final_ev,actual_final_ev,formula_diff,component_source,base_ev_source,repair_status
nathan_saliba__can,Nathan Saliba,CAN,MID,2.113125,2.113125,1.636336,1.89857,1.89857,0,complete_components,component_weighted_sum,component_base_rebuilt
leo_pereira__bra,Leo Pereira,BRA,DEF,1.987196,1.987196,1.779869,1.893899,1.893899,0,complete_components,component_weighted_sum,component_base_rebuilt
shoja_khalilzadeh__irn,Shojae Khalilzadeh,IRN,DEF,1.888568,1.888568,1.90022,1.893811,1.893811,-0,complete_components,component_weighted_sum,component_base_rebuilt
tim_ream__usa,Tim Ream,USA,DEF,2.12463,2.12463,1.588855,1.883531,1.883531,-0,complete_components,component_weighted_sum,component_base_rebuilt
luc_de_fougerolles__can,Luc De Fougerolles,CAN,DEF,2.617155,2.617155,0.973434,1.877481,1.87748,-0.000001,complete_components,component_weighted_sum,component_base_rebuilt
amadou_onana__bel,Amadou Onana,BEL,MID,1.834519,1.834519,1.908215,1.867682,1.867682,-0,complete_components,component_weighted_sum,component_base_rebuilt
robin_hranac__cze,Robin Hranac,CZE,DEF,1.832316,1.832316,1.90022,1.862873,1.862873,0,complete_components,component_weighted_sum,component_base_rebuilt
zineddine_belaid__alg,Zineddine Belaid,ALG,DEF,1.806966,1.806966,1.90022,1.84893,1.84893,-0,complete_components,component_weighted_sum,component_base_rebuilt
rodrigo_de_paul__arg,Rodrigo de Paul,ARG,MID,1.845868,1.845868,1.84511,1.845527,1.845527,0,complete_components,component_weighted_sum,component_base_rebuilt
david_raum__ger,David Raum,GER,DEF,1.779513,1.779513,1.923578,1.844342,1.844342,-0,complete_components,component_weighted_sum,component_base_rebuilt
junya_ito__jpn,Junya Ito,JPN,MID,1.69356,1.69356,2.016981,1.839099,1.8391,0.000001,complete_components,component_weighted_sum,component_base_rebuilt
jhon_arias__col,Jhon Arias,COL,MID,1.717287,1.717287,1.98734,1.838811,1.838811,0,complete_components,component_weighted_sum,component_base_rebuilt
diney_borges__cpv,Diney Borges,CPV,DEF,1.061047,1.061047,2.768685,1.829484,1.829484,-0,complete_components,component_weighted_sum,component_base_rebuilt
alejandro_alex_grimaldo__esp,Alejandro 'Alex' Grimaldo,ESP,DEF,1.794886,1.794886,1.865512,1.826668,1.826668,0,complete_components,component_weighted_sum,component_base_rebuilt
torbjorn_heggem__nor,Torbjørn Heggem,NOR,DEF,1.899664,1.899664,1.730829,1.823688,1.823688,-0,complete_components,component_weighted_sum,component_base_rebuilt
ismael_d_az__pan,Ismael Diaz,PAN,FWD,2.470876,2.470876,1.021914,1.818843,1.818843,-0,complete_components,component_weighted_sum,component_base_rebuilt
nathaniel_brown__ger,Nathaniel Brown,GER,DEF,2.081868,2.081868,1.484615,1.813104,1.813104,-0,complete_components,component_weighted_sum,component_base_rebuilt
hannibal_mejbri__tun,Hannibal Mejbri,TUN,MID,1.584118,1.584118,2.08223,1.808268,1.808269,0.000001,complete_components,component_weighted_sum,component_base_rebuilt
jhon_lucum__col,Jhon Lucumi,COL,DEF,1.837527,1.837527,1.772129,1.808098,1.808098,0,complete_components,component_weighted_sum,component_base_rebuilt
orkun_k_k__tur,Orkun Kökcü,TUR,MID,1.764171,1.764171,1.839204,1.797936,1.797936,0,complete_components,component_weighted_sum,component_base_rebuilt
arthur_masuaku__cod,Arthur Masuaku,COD,DEF,1.711869,1.711869,1.90022,1.796627,1.796627,0,complete_components,component_weighted_sum,component_base_rebuilt
ivan_unji__bih,Ivan Sunjic,BIH,MID,1.551455,1.551455,2.08223,1.790304,1.790304,0,complete_components,component_weighted_sum,component_base_rebuilt
ryan_gravenberch__ned,Ryan Gravenberch,NED,MID,1.557983,1.557983,2.044799,1.77705,1.77705,-0,complete_components,component_weighted_sum,component_base_rebuilt
tsuyoshi_watanabe__jpn,Tsuyoshi Watanabe,JPN,DEF,1.475665,1.475665,2.142171,1.775593,1.775593,0,complete_components,component_weighted_sum,component_base_rebuilt
yan_diomande__civ,Yan Diomande,CIV,FWD,1.467515,1.467515,2.129696,1.765496,1.765496,-0,complete_components,component_weighted_sum,component_base_rebuilt
diogo_dalot__por,Diogo Dalot,POR,DEF,1.717236,1.717236,1.819324,1.763176,1.763176,0,complete_components,component_weighted_sum,component_base_rebuilt
lukas_provod__cze,Lukas Provod,CZE,MID,1.501615,1.501615,2.08223,1.762892,1.762892,0,complete_components,component_weighted_sum,component_base_rebuilt
antonee_robinson__usa,Antonee Robinson,USA,DEF,2.374845,2.374845,1.002064,1.757094,1.757094,0,complete_components,component_weighted_sum,component_base_rebuilt
david_cabezas__ecu,David Cabezas,ECU,GK,2.542554,2.542554,0.786048,1.752126,1.752126,-0,complete_components,component_weighted_sum,component_base_rebuilt
pedro_vite__ecu,Pedro Vite,ECU,MID,2.169539,2.169539,1.24164,1.751984,1.751984,-0,complete_components,component_weighted_sum,component_base_rebuilt
esmir_bajraktarevic__bih,Esmir Bajraktarevic,BIH,MID,1.479258,1.479258,2.08223,1.750595,1.750596,0.000001,complete_components,component_weighted_sum,component_base_rebuilt
idrissa_gana_gueye__sen,Idrissa Gana Gueye,SEN,MID,1.589976,1.589976,1.941531,1.748176,1.748176,0,complete_components,component_weighted_sum,component_base_rebuilt
chancel_mbemba__cod,Chancel Mbemba,COD,DEF,1.621537,1.621537,1.90022,1.746944,1.746944,-0,complete_components,component_weighted_sum,component_base_rebuilt
alessandro_circati__aus,Alessandro Circati,AUS,DEF,1.59758,1.59758,1.90022,1.733768,1.733768,0,complete_components,component_weighted_sum,component_base_rebuilt
pau_cubars__esp,Pau Cubarsi,ESP,DEF,1.927386,1.927386,1.492604,1.731734,1.731734,-0,complete_components,component_weighted_sum,component_base_rebuilt
samuel_moutoussamy__cod,Samuel Moutoussamy,COD,MID,1.42931,1.42931,2.08223,1.723124,1.723124,0,complete_components,component_weighted_sum,component_base_rebuilt
thomas_meunier__bel,Thomas Meunier,BEL,DEF,1.671803,1.671803,1.761605,1.712214,1.712214,0,complete_components,component_weighted_sum,component_base_rebuilt
caleb_yirenkyi__gha,Caleb Yirenkyi,GHA,DEF,1.393751,1.393751,2.090626,1.707345,1.707345,0,complete_components,component_weighted_sum,component_base_rebuilt
j_rgen_strand_larsen__nor,Jørgen Strand Larsen,NOR,FWD,1.818956,1.818956,1.565935,1.705097,1.705097,0,complete_components,component_weighted_sum,component_base_rebuilt
yan_valery__tun,Yan Valery,TUN,DEF,1.543841,1.543841,1.90022,1.704212,1.704212,0,complete_components,component_weighted_sum,component_base_rebuilt
gon_alo_in_cio__por,Goncalo Inacio,POR,DEF,1.625306,1.625306,1.795987,1.702112,1.702113,0.000001,complete_components,component_weighted_sum,component_base_rebuilt
kenan_yildiz__tur,Kenan Yildiz,TUR,MID,0.870478,0.870478,2.715311,1.700653,1.700653,0,complete_components,component_weighted_sum,component_base_rebuilt
joel_waterman__can,Joel Waterman,CAN,DEF,1.9255,1.9255,1.41485,1.695708,1.695707,-0.000001,complete_components,component_weighted_sum,component_base_rebuilt
fernando_muslera__uru,Fernando Muslera,URU,GK,1.598342,1.598342,1.801465,1.689747,1.689747,-0,complete_components,component_weighted_sum,component_base_rebuilt
nathan_ngoy__bel,Nathan Ngoy,BEL,DEF,2.328242,2.328242,0.900999,1.685983,1.685982,-0.000001,complete_components,component_weighted_sum,component_base_rebuilt
hossein_abarghouei__irn,Hossein Abarghouei,IRN,DEF,2.238874,2.238874,1.002064,1.68231,1.682309,-0.000001,complete_components,component_weighted_sum,component_base_rebuilt
guela_doue__civ,Guela Doue,CIV,DEF,1.372706,1.372706,2.059059,1.681565,1.681565,0,complete_components,component_weighted_sum,component_base_rebuilt
john_souttar__sco,John Souttar,SCO,DEF,1.770057,1.770057,1.564153,1.6774,1.6774,-0,complete_components,component_weighted_sum,component_base_rebuilt
connor_metcalfe__aus,Connor Metcalfe,AUS,MID,1.345701,1.345701,2.08223,1.677139,1.677139,-0,complete_components,component_weighted_sum,component_base_rebuilt
saeid_ezatolahi__irn,Saeid Ezatolahi,IRN,MID,2.033247,2.033247,1.24164,1.677024,1.677024,0,complete_components,component_weighted_sum,component_base_rebuilt
abdoulaye_seck__sen,Abdoulaye Seck,SEN,DEF,1.368658,1.368658,2.052987,1.676606,1.676606,-0,complete_components,component_weighted_sum,component_base_rebuilt
alex_baena__esp,Alex Baena,ESP,MID,1.505341,1.505341,1.876085,1.672176,1.672176,0,complete_components,component_weighted_sum,component_base_rebuilt
danley_jean_jacques__hai,Danley Jean Jacques,HAI,MID,1.323574,1.323574,2.08223,1.664969,1.664969,-0,complete_components,component_weighted_sum,component_base_rebuilt
gon_alo_ramos__por,Goncalo Ramos,POR,FWD,1.574478,1.574478,1.771314,1.663054,1.663054,-0,complete_components,component_weighted_sum,component_base_rebuilt
juninho_bacuna__cuw,Juninho Bacuna,CUW,MID,1.30663,1.30663,2.08223,1.65565,1.65565,0,complete_components,component_weighted_sum,component_base_rebuilt
tyler_bindon__nzl,Tyler Bindon,NZL,DEF,1.454582,1.454582,1.90022,1.655119,1.655119,-0,complete_components,component_weighted_sum,component_base_rebuilt
hussein_ali__irq,Hussein Ali,IRQ,DEF,0.736589,0.736589,2.768685,1.651032,1.651032,-0,complete_components,component_weighted_sum,component_base_rebuilt
evan_n_dicka__civ,Evan N'Dicka,CIV,DEF,1.536721,1.536721,1.781049,1.646669,1.646669,0,complete_components,component_weighted_sum,component_base_rebuilt
luka_vuskovic__cro,Luka Vuskovic,CRO,DEF,2.172362,2.172362,1.002064,1.645728,1.645728,0,complete_components,component_weighted_sum,component_base_rebuilt
maximilian_w_ber__aut,Maximilian Wöber,AUT,DEF,1.74511,1.74511,1.523434,1.645356,1.645356,0,complete_components,component_weighted_sum,component_base_rebuilt
alexander_isak__swe,Alexander Isak,SWE,FWD,1.355593,1.355593,1.999054,1.64515,1.64515,-0,complete_components,component_weighted_sum,component_base_rebuilt
christian_pulisic__usa,Christian Pulisic,USA,FWD,0.440979,0.440979,3.112293,1.64307,1.64307,-0,complete_components,component_weighted_sum,component_base_rebuilt
amirhossein_hosseinzadeh__irn,Amirhossein Hosseinzadeh,IRN,FWD,1.639686,1.639686,1.639866,1.639767,1.639767,-0,complete_components,component_weighted_sum,component_base_rebuilt
andreas_schjelderup__nor,Andreas Schjelderup,NOR,MID,1.986762,1.986762,1.20412,1.634573,1.634573,-0,complete_components,component_weighted_sum,component_base_rebuilt
willer_ditta__col,Willer Ditta,COL,DEF,1.794558,1.794558,1.427065,1.629186,1.629186,-0,complete_components,component_weighted_sum,component_base_rebuilt
milad_mohammadi__irn,Milad Mohammadi,IRN,DEF,1.605824,1.605824,1.656449,1.628605,1.628605,-0,complete_components,component_weighted_sum,component_base_rebuilt
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,1.329321,1.329321,1.993981,1.628418,1.628418,0,complete_components,component_weighted_sum,component_base_rebuilt
sead_kolasinac__bih,Sead Kolasinac,BIH,DEF,1.522436,1.522436,1.750917,1.625252,1.625252,-0,complete_components,component_weighted_sum,component_base_rebuilt
tim_payne__nzl,Tim Payne,NZL,DEF,1.395627,1.395627,1.90022,1.622694,1.622694,0,complete_components,component_weighted_sum,component_base_rebuilt
david_alaba__aut,David Alaba,AUT,DEF,1.486609,1.486609,1.756533,1.608075,1.608075,0,complete_components,component_weighted_sum,component_base_rebuilt
federico_valverde__uru,Federico Valverde,URU,MID,0.488636,0.488636,2.968543,1.604594,1.604594,-0,complete_components,component_weighted_sum,component_base_rebuilt
tae_seok_lee__kor,Tae-Seok Lee,KOR,DEF,1.527176,1.527176,1.698525,1.604283,1.604283,-0,complete_components,component_weighted_sum,component_base_rebuilt
noni_madueke__eng,Noni Madueke,ENG,FWD,1.702994,1.702994,1.475388,1.600571,1.600571,-0,complete_components,component_weighted_sum,component_base_rebuilt
liberato_cacace__nzl,Liberato Cacace,NZL,DEF,1.353458,1.353458,1.90022,1.599501,1.599501,0,complete_components,component_weighted_sum,component_base_rebuilt
ayoub_el_kaabi__mar,Ayoub El Kaabi,MAR,FWD,1.806235,1.806235,1.337944,1.595504,1.595504,-0,complete_components,component_weighted_sum,component_base_rebuilt
ryan_christie__sco,Ryan Christie,SCO,MID,1.977031,1.977031,1.125635,1.593903,1.593903,0,complete_components,component_weighted_sum,component_base_rebuilt
rustam_ashurmatov__uzb,Rustam Ashurmatov,UZB,DEF,1.337717,1.337717,1.90022,1.590843,1.590843,-0,complete_components,component_weighted_sum,component_base_rebuilt
abdulelah_al_amri__ksa,Abdulelah Al-Amri,KSA,DEF,1.337365,1.337365,1.90022,1.59065,1.59065,0,complete_components,component_weighted_sum,component_base_rebuilt
chris_wood__nzl,Chris Wood,NZL,FWD,1.298045,1.298045,1.947068,1.590105,1.590105,-0,complete_components,component_weighted_sum,component_base_rebuilt
maxi_araujo__uru,Maxi Araujo,URU,MID,0.502828,0.502828,2.915786,1.588659,1.588659,-0,complete_components,component_weighted_sum,component_base_rebuilt
i_smail_y_ksek__tur,Ismail Yüksek,TUR,MID,1.986122,1.986122,1.095481,1.585334,1.585334,0,complete_components,component_weighted_sum,component_base_rebuilt
michael_amir_murillo__pan,Michael Amir Murillo,PAN,DEF,1.430403,1.430403,1.76639,1.581597,1.581597,-0,complete_components,component_weighted_sum,component_base_rebuilt
aubrey_modiba__rsa,Aubrey Modiba,RSA,DEF,1.289607,1.289607,1.93441,1.579768,1.579769,0.000001,complete_components,component_weighted_sum,component_base_rebuilt
yasser_ibrahim__egy,Yasser Ibrahim,EGY,DEF,1.711875,1.711875,1.417293,1.579313,1.579313,-0,complete_components,component_weighted_sum,component_base_rebuilt
scott_mckenna__sco,Scott McKenna,SCO,DEF,1.56665,1.56665,1.592656,1.578353,1.578353,0,complete_components,component_weighted_sum,component_base_rebuilt
mat_as_vi_a__uru,Matias Viña,URU,DEF,1.388334,1.388334,1.805225,1.575935,1.575935,0,complete_components,component_weighted_sum,component_base_rebuilt
lee_kang_in__kor,Kang-In Lee,KOR,MID,1.512424,1.512424,1.644087,1.571672,1.571672,-0,complete_components,component_weighted_sum,component_base_rebuilt
finn_surman__nzl,Finn Surman,NZL,DEF,2.035692,2.035692,1.002064,1.570559,1.570559,-0,complete_components,component_weighted_sum,component_base_rebuilt
anass_salah_eddine__mar,Anass Salah-Eddine,MAR,DEF,1.663006,1.663006,1.453125,1.56856,1.56856,0,complete_components,component_weighted_sum,component_base_rebuilt
ghislain_konan__civ,Ghislain Konan,CIV,DEF,1.453198,1.453198,1.708841,1.568237,1.568237,-0,complete_components,component_weighted_sum,component_base_rebuilt
nathan_ak__ned,Nathan Ake,NED,DEF,1.415995,1.415995,1.752911,1.567607,1.567607,-0,complete_components,component_weighted_sum,component_base_rebuilt
hossein_kanaani__irn,Hossein Kanaani,IRN,DEF,1.456267,1.456267,1.698525,1.565283,1.565283,-0,complete_components,component_weighted_sum,component_base_rebuilt
takehiro_tomiyasu__jpn,Takehiro Tomiyasu,JPN,DEF,2.018141,2.018141,1.002064,1.560906,1.560906,-0,complete_components,component_weighted_sum,component_base_rebuilt
charles_de_ketelaere__bel,Charles De Ketelaere,BEL,FWD,1.264255,1.264255,1.896382,1.548712,1.548712,-0,complete_components,component_weighted_sum,component_base_rebuilt
bruno_guimaraes__bra,Bruno Guimaraes,BRA,MID,0.496184,0.496184,2.834893,1.548603,1.548603,-0,complete_components,component_weighted_sum,component_base_rebuilt
ozan_kabak__tur,Ozan Kabak,TUR,DEF,1.567565,1.567565,1.519905,1.546118,1.546118,-0,complete_components,component_weighted_sum,component_base_rebuilt
jo_o_f_lix__por,João Felix,POR,FWD,1.493689,1.493689,1.608207,1.545222,1.545222,-0,complete_components,component_weighted_sum,component_base_rebuilt
lucas_digne__fra,Lucas Digne,FRA,DEF,1.622473,1.622473,1.449091,1.544451,1.544451,-0,complete_components,component_weighted_sum,component_base_rebuilt
fidel_escobar__pan,Fidel Escobar,PAN,DEF,1.326861,1.326861,1.800051,1.539797,1.539797,0.000001,complete_components,component_weighted_sum,component_base_rebuilt
marcus_rashford__eng,Marcus Rashford,ENG,FWD,1.484616,1.484616,1.603441,1.538087,1.538087,-0,complete_components,component_weighted_sum,component_base_rebuilt
thomas_partey__gha,Thomas Partey,GHA,MID,1.087909,1.087909,2.08223,1.535353,1.535354,0.000001,complete_components,component_weighted_sum,component_base_rebuilt
stepan_chaloupek__cze,Stepan Chaloupek,CZE,DEF,1.968047,1.968047,1.002064,1.533355,1.533355,0,complete_components,component_weighted_sum,component_base_rebuilt
ahmed_fatouh__egy,Ahmed Fatouh,EGY,DEF,1.50673,1.50673,1.547594,1.525119,1.525119,0,complete_components,component_weighted_sum,component_base_rebuilt
lucas_hern_ndez__fra,Lucas Hernandez,FRA,DEF,1.64991,1.64991,1.364962,1.521683,1.521683,-0,complete_components,component_weighted_sum,component_base_rebuilt
theo_bongonda__cod,Theo Bongonda,COD,MID,1.24795,1.24795,1.85021,1.518967,1.518967,0,complete_components,component_weighted_sum,component_base_rebuilt
teboho_mokoena__rsa,Teboho Mokoena,RSA,MID,1.234045,1.234045,1.851068,1.511705,1.511705,-0,complete_components,component_weighted_sum,component_base_rebuilt
han_beom_lee__kor,Han-beom Lee,KOR,DEF,1.924284,1.924284,1.002064,1.509285,1.509285,-0,complete_components,component_weighted_sum,component_base_rebuilt
nawaf_al_boushal__ksa,Nawaf Al-Boushal,KSA,DEF,1.185293,1.185293,1.90022,1.50701,1.50701,-0,complete_components,component_weighted_sum,component_base_rebuilt
emam_ashour__egy,Emam Ashour,EGY,MID,1.714025,1.714025,1.24164,1.501452,1.501452,0,complete_components,component_weighted_sum,component_base_rebuilt
martin_caceres__uru,Martin Caceres,URU,DEF,1.404752,1.404752,1.615726,1.49969,1.49969,-0,complete_components,component_weighted_sum,component_base_rebuilt
mohamed_el_shenawy__egy,Mohamed El-Shennawy,EGY,GK,1.612976,1.612976,1.358266,1.498357,1.498357,0,complete_components,component_weighted_sum,component_base_rebuilt
aaron_wan_bissaka__cod,Aaron Wan-Bissaka,COD,DEF,1.221946,1.221946,1.832919,1.496884,1.496884,0,complete_components,component_weighted_sum,component_base_rebuilt
aziz_g_aniyev__uzb,Aziz Ganiev,UZB,MID,1.702726,1.702726,1.24164,1.495237,1.495237,-0,complete_components,component_weighted_sum,component_base_rebuilt
ellyes_skhiri__tun,Ellyes Skhiri,TUN,MID,1.697794,1.697794,1.24164,1.492525,1.492525,0,complete_components,component_weighted_sum,component_base_rebuilt
tani_oluwaseyi__can,Tani Oluwaseyi,CAN,FWD,2.177556,2.177556,0.654868,1.492346,1.492346,-0,complete_components,component_weighted_sum,component_base_rebuilt
mart_n_zubimendi__esp,Martin Zubimendi,ESP,MID,1.699071,1.699071,1.22977,1.487886,1.487885,-0.000001,complete_components,component_weighted_sum,component_base_rebuilt
matt_freese__usa,Matt Freese,USA,GK,1.488968,1.488968,1.484249,1.486844,1.486844,-0,complete_components,component_weighted_sum,component_base_rebuilt
ismail_jakobs__sen,Ismail Jakobs,SEN,DEF,1.445926,1.445926,1.536735,1.48679,1.48679,-0,complete_components,component_weighted_sum,component_base_rebuilt
stefan_de_vrij__ned,Stefan de Vrij,NED,DEF,1.44458,1.44458,1.523172,1.479946,1.479947,0.000001,complete_components,component_weighted_sum,component_base_rebuilt
frantzdy_pierrot__hai,Frantzdy Pierrot,HAI,FWD,1.556619,1.556619,1.383085,1.478529,1.478529,0,complete_components,component_weighted_sum,component_base_rebuilt
santiago_arias__col,Santiago Arias,COL,DEF,1.448834,1.448834,1.51315,1.477776,1.477776,-0,complete_components,component_weighted_sum,component_base_rebuilt
wilfried_stephane_singo__civ,Wilfried Stephane Singo,CIV,DEF,1.356802,1.356802,1.614101,1.472587,1.472587,0,complete_components,component_weighted_sum,component_base_rebuilt
armin_gigovic__bih,Armin Gigovic,BIH,MID,1.681289,1.681289,1.215428,1.471652,1.471651,-0.000001,complete_components,component_weighted_sum,component_base_rebuilt
oswin_appollis__rsa,Oswin Appollis,RSA,FWD,1.373851,1.373851,1.555758,1.455709,1.455709,-0,complete_components,component_weighted_sum,component_base_rebuilt
hakan_calhanoglu__tur,Hakan Calhanoglu,TUR,MID,0.423511,0.423511,2.715311,1.454821,1.454821,0,complete_components,component_weighted_sum,component_base_rebuilt
denis_zakaria__sui,Denis Zakaria,SUI,MID,1.266267,1.266267,1.683037,1.453813,1.453814,0.000001,complete_components,component_weighted_sum,component_base_rebuilt
jude_bellingham__eng,Jude Bellingham,ENG,MID,1.216409,1.216409,1.737543,1.450919,1.450919,-0,complete_components,component_weighted_sum,component_base_rebuilt
che_adams__sco,Che Adams,SCO,FWD,1.604247,1.604247,1.254391,1.446812,1.446812,0,complete_components,component_weighted_sum,component_base_rebuilt
yu_min_cho__kor,Yu-Min Cho,KOR,DEF,1.380378,1.380378,1.519362,1.442921,1.442921,0,complete_components,component_weighted_sum,component_base_rebuilt
homam_al_amin__qat,Homam Al-Amin,QAT,DEF,1.067491,1.067491,1.90022,1.442219,1.442219,-0,complete_components,component_weighted_sum,component_base_rebuilt
abdelmouhib_chamakh__tun,Abdelmouhib Chamakh,TUN,GK,1.946918,1.946918,0.824814,1.441971,1.441971,-0,complete_components,component_weighted_sum,component_base_rebuilt
abdallah_nasib__jor,Abdallah Nasib,JOR,DEF,1.066379,1.066379,1.90022,1.441607,1.441607,-0,complete_components,component_weighted_sum,component_base_rebuilt
francisco_concei_o__por,Francisco Conceicao,POR,FWD,1.301899,1.301899,1.589224,1.431195,1.431195,-0,complete_components,component_weighted_sum,component_base_rebuilt
jordan_bos__aus,Jordan Bos,AUS,DEF,1.166851,1.166851,1.750276,1.429392,1.429392,-0,complete_components,component_weighted_sum,component_base_rebuilt
israel_reyes__mex,Israel Reyes,MEX,DEF,1.474957,1.474957,1.372872,1.429019,1.429019,0,complete_components,component_weighted_sum,component_base_rebuilt
boualem_khoukhi__qat,Boualem Khoukhi,QAT,DEF,1.034602,1.034602,1.90022,1.42413,1.42413,-0,complete_components,component_weighted_sum,component_base_rebuilt
ismaila_sarr__sen,Ismaila Sarr,SEN,MID,1.158406,1.158406,1.737609,1.419047,1.419047,-0,complete_components,component_weighted_sum,component_base_rebuilt
cristian_mart_nez__pan,Cristian Martinez,PAN,MID,1.554502,1.554502,1.24164,1.413714,1.413714,-0,complete_components,component_weighted_sum,component_base_rebuilt
yazan_al_arab__jor,Yazan Al-Arab,JOR,DEF,1.015595,1.015595,1.90022,1.413676,1.413676,-0,complete_components,component_weighted_sum,component_base_rebuilt
maxence_lacroix__fra,Maxence Lacroix,FRA,DEF,1.563481,1.563481,1.228901,1.41292,1.41292,-0,complete_components,component_weighted_sum,component_base_rebuilt
pedro_ro_ro_miguel_correia__qat,Pedro 'Ro-Ro' Miguel Correia,QAT,DEF,1.01153,1.01153,1.90022,1.411441,1.411441,0,complete_components,component_weighted_sum,component_base_rebuilt
dylan_bronn__tun,Dylan Bronn,TUN,DEF,1.264926,1.264926,1.586684,1.409717,1.409717,-0,complete_components,component_weighted_sum,component_base_rebuilt
malo_gusto__fra,Malo Gusto,FRA,DEF,1.420308,1.420308,1.391963,1.407553,1.407553,0,complete_components,component_weighted_sum,component_base_rebuilt
craig_gordon__sco,Craig Gordon,SCO,GK,1.914439,1.914439,0.782159,1.404913,1.404913,0,complete_components,component_weighted_sum,component_base_rebuilt
juri_n_gaari__cuw,Jurien Gaari,CUW,DEF,0.99481,0.99481,1.90022,1.402245,1.402245,0,complete_components,component_weighted_sum,component_base_rebuilt
kenny_mclean__sco,Kenny McLean,SCO,MID,1.728872,1.728872,0.997037,1.399546,1.399546,-0,complete_components,component_weighted_sum,component_base_rebuilt
lionel_mpasi_nzau__cod,Lionel Mpasi Nzau,COD,GK,1.86879,1.86879,0.824814,1.399001,1.399001,0,complete_components,component_weighted_sum,component_base_rebuilt
derek_cornelius__can,Derek Cornelius,CAN,DEF,1.653966,1.653966,1.086112,1.398432,1.398431,-0.000001,complete_components,component_weighted_sum,component_base_rebuilt
mario_pa_ali__cro,Mario Pasalic,CRO,MID,1.504611,1.504611,1.267342,1.39784,1.39784,0,complete_components,component_weighted_sum,component_base_rebuilt
ricardo_ad__hai,Ricardo Ade,HAI,DEF,0.985289,0.985289,1.90022,1.397008,1.397008,0,complete_components,component_weighted_sum,component_base_rebuilt
leroy_san__ger,Leroy Sane,GER,FWD,1.139945,1.139945,1.709917,1.396432,1.396433,0.000001,complete_components,component_weighted_sum,component_base_rebuilt
alan_ben_tez__par,Alan Benitez,PAR,DEF,1.368764,1.368764,1.427065,1.394999,1.395,0.000001,complete_components,component_weighted_sum,component_base_rebuilt
moussa_niakhate__sen,Moussa Niakhate,SEN,DEF,1.183065,1.183065,1.647368,1.392001,1.392001,-0,complete_components,component_weighted_sum,component_base_rebuilt
kye_rowles__aus,Kye Rowles,AUS,DEF,1.18429,1.18429,1.621702,1.381125,1.381125,-0,complete_components,component_weighted_sum,component_base_rebuilt
sarpreet_singh__nzl,Sarpreet Singh,NZL,MID,1.490943,1.490943,1.24164,1.378757,1.378757,0,complete_components,component_weighted_sum,component_base_rebuilt
orlando_gill__par,Orlando Gill,PAR,GK,1.349146,1.349146,1.404372,1.373998,1.373998,0,complete_components,component_weighted_sum,component_base_rebuilt
yoane_wissa__cod,Yoane Wissa,COD,FWD,0.273608,0.273608,2.71782,1.373503,1.373503,-0,complete_components,component_weighted_sum,component_base_rebuilt
sherel_floranus__cuw,Sherel Floranus,CUW,DEF,0.941502,0.941502,1.90022,1.372925,1.372925,-0,complete_components,component_weighted_sum,component_base_rebuilt
hazem_mastouri__tun,Hazem Mastouri,TUN,FWD,1.199123,1.199123,1.57983,1.370441,1.370441,-0,complete_components,component_weighted_sum,component_base_rebuilt
ahmad_assaf__jor,Ahmad Assaf,JOR,DEF,0.932347,0.932347,1.90022,1.36789,1.36789,0,complete_components,component_weighted_sum,component_base_rebuilt
duje_aleta_car__cro,Duje Caleta-Car,CRO,DEF,1.309025,1.309025,1.418358,1.358225,1.358225,0,complete_components,component_weighted_sum,component_base_rebuilt
lucas_herrington__aus,Lucas Herrington,AUS,DEF,1.63875,1.63875,1.002064,1.352241,1.352241,-0,complete_components,component_weighted_sum,component_base_rebuilt
aiden_o_neill__aus,Aiden O'Neill,AUS,MID,1.438475,1.438475,1.24164,1.349899,1.349899,-0,complete_components,component_weighted_sum,component_base_rebuilt
jean_kevin_duverne__hai,Jean-Kevin Duverne,HAI,DEF,0.897973,0.897973,1.90022,1.348984,1.348984,-0,complete_components,component_weighted_sum,component_base_rebuilt
leon_goretzka__ger,Leon Goretzka,GER,MID,1.209135,1.209135,1.507353,1.343333,1.343333,-0,complete_components,component_weighted_sum,component_base_rebuilt
otabek_shukurov__uzb,Otabek Shukurov,UZB,MID,1.421863,1.421863,1.24164,1.340763,1.340763,0,complete_components,component_weighted_sum,component_base_rebuilt
bilal_el_khannouss__mar,Bilal El Khannouss,MAR,MID,1.176014,1.176014,1.539661,1.339655,1.339655,-0,complete_components,component_weighted_sum,component_base_rebuilt
fabian_ruiz__esp,Fabian Ruiz,ESP,MID,1.092068,1.092068,1.638102,1.337783,1.337783,-0,complete_components,component_weighted_sum,component_base_rebuilt
juan_jose_caceres__par,Juan Jose Caceres,PAR,DEF,1.091637,1.091637,1.637455,1.337255,1.337255,-0,complete_components,component_weighted_sum,component_base_rebuilt
leandro_paredes__arg,Leandro Paredes,ARG,MID,1.251738,1.251738,1.437951,1.335534,1.335534,0,complete_components,component_weighted_sum,component_base_rebuilt
jos_cordoba__pan,Jose Cordoba,PAN,DEF,1.089948,1.089948,1.634922,1.335186,1.335186,-0,complete_components,component_weighted_sum,component_base_rebuilt
