player_id,player_name,team_id,position,price,start_prob,current_goal_share_norm,current_assist_share_norm,current_sot_share_norm,fallback_goal_share_norm_variant_a,fallback_assist_share_norm_variant_a,fallback_sot_share_norm_variant_a,fallback_goal_share_norm_variant_b,fallback_assist_share_norm_variant_b,fallback_sot_share_norm_variant_b,current_base_ev,fallback_base_ev_variant_a,fallback_base_ev_variant_b,current_optimizer_ev,fallback_optimizer_ev_variant_a_estimate,fallback_optimizer_ev_variant_b_estimate,reference_population_size,price_band,round_context_source,confidence,reason_flags
federico_valverde__uru,Federico Valverde,URU,MID,5500000,0.8894,,,,0.0490026916436159,0.058188835848631215,0.04037530680594269,0.02727127958095914,0.04518127391322949,0.017000595494706523,0.488631,2.778849878159723,1.8149703786444809,1.591349,2.8509696329878476,2.3208359082544643,40,premium,distributed_from_existing_optimizer_ev,high,high_priority_offensive_starter;legacy_aggregate_round_context;set_piece_role_available_not_used_as_direct_share;variant_a_goal_team_share_over_cap;variant_a_sot_team_share_over_cap
maxi_araujo__uru,Maxi Araujo,URU,MID,5000000,0.9094,,,,0.05430639018927359,0.06042917692507132,0.04669055879502994,0.030222926541572596,0.046920808006968906,0.019659721901587737,0.502822,3.062078886350994,1.975814258323664,1.575641,2.983232637493047,2.385787092078015,40,premium,distributed_from_existing_optimizer_ev,high,high_priority_offensive_starter;legacy_aggregate_round_context;variant_a_goal_team_share_over_cap;variant_a_sot_team_share_over_cap
ghislain_konan__civ,Ghislain Konan,CIV,DEF,2500000,0.6295,,,,0.011937978242911835,0.02070628422235234,0.007549594620157141,0.008422410369827358,0.01617449590291547,0.005005313194645601,1.453198,1.5788595377365657,1.4986403786783706,1.565474,1.6345881957551112,1.5904676582731039,40,lower_mid,distributed_from_existing_optimizer_ev,medium,legacy_aggregate_round_context;match_1_assist_position_rate;match_1_goal_position_rate;match_1_sot_position_rate;match_2_assist_position_rate;match_2_goal_position_rate;match_2_sot_position_rate;match_3_assist_position_rate;match_3_goal_position_rate;match_3_sot_position_rate;variant_a_assist_team_share_over_cap;variant_a_goal_team_share_over_cap;variant_a_sot_team_share_over_cap
hossein_kanaani__irn,Hossein Kanaani,IRN,DEF,2500000,0.6257,,,,0.011862782949106995,0.02048641042775359,0.0072552110634203455,0.003240480185531645,0.0057187334812910506,0.0038031629708982916,1.456262,1.6113206898932368,1.3517664212093203,1.562534,1.6478167294412804,1.5050618816651262,40,lower_mid,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context
takehiro_tomiyasu__jpn,Takehiro Tomiyasu,JPN,DEF,2000000,0.8016,,,,0.01757904399555496,0.020712340977953082,0.007619355025602832,0.02246478992514841,0.023019063450849267,0.009453845769844706,2.018134,2.0387060144796143,2.20022367528462,1.559614,1.5709287579637878,1.659763471406541,40,budget,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context
ozan_kabak__tur,Ozan Kabak,TUR,DEF,2500000,0.5599,,,,0.010774689572082205,0.018871587414960145,0.0055501365639633,0.004267315692876287,0.008351648446723054,0.002776327634137919,1.567559,1.6747613921304842,1.4575090060224711,1.543657,1.6026185656717664,1.483129753312359,40,lower_mid,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context;variant_a_assist_team_share_over_cap;variant_a_goal_team_share_over_cap;variant_a_sot_team_share_over_cap
stepan_chaloupek__cze,Stepan Chaloupek,CZE,DEF,2000000,0.8822,,,,0.019698939850908995,0.019780110738282737,0.007406734406318627,0.017863580419952122,0.017475904616858374,0.006998608781670668,1.968047,1.8357798226011008,1.7903709934900907,1.532066,1.4593193524306056,1.43434449641955,40,budget,distributed_from_existing_optimizer_ev,medium,legacy_aggregate_round_context;match_1_assist_position_rate;match_1_goal_position_rate;match_1_sot_position_rate;match_2_assist_position_rate;match_2_goal_position_rate;match_2_sot_position_rate;match_3_assist_position_rate;match_3_goal_position_rate;match_3_sot_position_rate
bruno_guimaraes__bra,Bruno Guimaraes,BRA,MID,4500000,0.8763,,,,0.04976362191817285,0.05883587300739392,0.039202960806076874,0.03136970936615502,0.04673246985386641,0.021440665886083447,0.484645,3.5419519424007793,2.476814967755758,1.52959,3.2111092683204285,2.625283932265667,40,premium,distributed_from_existing_optimizer_ev,high,high_priority_offensive_starter;legacy_aggregate_round_context;variant_a_goal_team_share_over_cap;variant_a_sot_team_share_over_cap
ahmed_fatouh__egy,Ahmed Fatouh,EGY,DEF,2500000,0.5701,,,,0.010875177346751037,0.020470106167271275,0.005541678134855069,0.0077646962614058785,0.013766720104646864,0.004200055164756981,1.506721,1.5945849033862187,1.4910499328888926,1.522612,1.5709365468624203,1.513992313088891,40,lower_mid,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context;variant_a_assist_team_share_over_cap;variant_a_goal_team_share_over_cap
han_beom_lee__kor,Han-beom Lee,KOR,DEF,2000000,0.8168,,,,0.018401179532149932,0.020341613991830442,0.0075810640579912535,0.01199939531496959,0.013771873895314169,0.0044642842828355464,1.924282,1.9307131945084397,1.7229413642113864,1.507995,1.5115327069796418,1.3972582003162626,40,budget,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context;variant_a_assist_team_share_over_cap
nawaf_al_boushal__ksa,Nawaf Al-Boushal,KSA,DEF,2500000,0.7982,,,,0.012724878273976524,0.021743735729514022,0.006796305606451354,0.014646927826387452,0.019946972087120728,0.00873900146789818,1.185288,1.5872609616206788,1.6146937144517974,1.503935,1.7250203788913736,1.7401083929484886,40,lower_mid,distributed_from_existing_optimizer_ev,medium,legacy_aggregate_round_context
martin_caceres__uru,Martin Caceres,URU,DEF,3000000,0.4085,,,,0.009444672966315218,0.014945774780288901,0.004828875609725618,0.00525620753423787,0.011604788690914403,0.0020332665539798817,1.404749,1.4295531355718447,1.3307130142640773,1.496889,1.5105314745645146,1.4561694078452425,40,upper_mid,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context;variant_a_goal_team_share_over_cap;variant_a_sot_team_share_over_cap
wilfried_stephane_singo__civ,Wilfried Stephane Singo,CIV,DEF,2500000,0.5946,,,,0.011067033276030187,0.01933353891044565,0.005786567899187125,0.007807946532538298,0.015102190356215173,0.003836442367406362,1.356802,1.4422563036554459,1.3752369588174178,1.469977,1.5169768670104953,1.4801162273495798,40,lower_mid,distributed_from_existing_optimizer_ev,medium,legacy_aggregate_round_context;match_1_assist_position_rate;match_1_goal_position_rate;match_1_sot_position_rate;match_2_assist_position_rate;match_2_goal_position_rate;match_2_sot_position_rate;match_3_assist_position_rate;match_3_goal_position_rate;match_3_sot_position_rate;variant_a_assist_team_share_over_cap;variant_a_goal_team_share_over_cap;variant_a_sot_team_share_over_cap
kenan_yildiz__tur,Kenan Yildiz,TUR,MID,4000000,0.8953,,,,0.05477443575429818,0.06117496781516755,0.04688314559456523,0.021693414710377636,0.027073070945100242,0.023452210804080602,0.444552,2.710242964906927,1.3018089040608576,1.454243,2.70037313069881,1.9257343972334717,40,premium,distributed_from_existing_optimizer_ev,high,high_priority_offensive_starter;legacy_aggregate_round_context;no_transfermarkt_usage_match;variant_a_assist_team_share_over_cap;variant_a_goal_team_share_over_cap;variant_a_sot_team_share_over_cap
hakan_calhanoglu__tur,Hakan Calhanoglu,TUR,MID,4000000,0.7024,,,,0.052873780583390845,0.06372559747607126,0.04170919929386487,0.020940660249722493,0.028201855809735714,0.020864063660918697,0.423506,2.156520087913027,1.0735244998041555,1.442668,2.395825548352165,1.8001779748922857,40,premium,distributed_from_existing_optimizer_ev,high,high_priority_offensive_starter;legacy_aggregate_round_context;set_piece_role_available_not_used_as_direct_share;variant_a_assist_team_share_over_cap;variant_a_goal_team_share_over_cap;variant_a_sot_team_share_over_cap
yu_min_cho__kor,Yu-Min Cho,KOR,DEF,2500000,0.5597,,,,0.010816164916742697,0.01992778060421534,0.00554585489453459,0.007053212996544078,0.013491696460515004,0.003265804463749318,1.380377,1.5246156036710343,1.425856016694613,1.440464,1.5197949320190691,1.4654771591820372,40,lower_mid,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context;variant_a_assist_team_share_over_cap
homam_al_amin__qat,Homam Al-Amin,QAT,DEF,2500000,0.8865,,,,0.014925429023757772,0.02510068613638786,0.009061122419681432,0.010883360923518432,0.017768520447751245,0.008001627059774842,1.067487,1.4512011390038828,1.3504180671007038,1.439145,1.6501874764521358,1.5947567869053874,40,lower_mid,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context
abdelmouhib_chamakh__tun,Abdelmouhib Chamakh,TUN,GK,2500000,0.8757,,,,0.0009807134832255189,0.0,0.0,0.0003106728636898114,0.00040948140248801607,0.00032687381037201004,1.94691,1.409655257337707,1.402899911906324,1.434093,1.1386034915357388,1.1348880515484783,40,budget,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context;variant_a_assist_team_share_over_cap;variant_a_goal_team_share_over_cap;variant_a_sot_team_share_over_cap
jordan_bos__aus,Jordan Bos,AUS,DEF,3000000,0.6111,,,,0.013652208226324777,0.022939870098986986,0.006358063986327854,0.009383513628992009,0.012005255588691015,0.005547623979224956,1.166846,1.6656003035897016,1.5661352830188575,1.429386,1.703701216974336,1.6489954556603719,40,upper_mid,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context;variant_a_assist_team_share_over_cap;variant_a_goal_team_share_over_cap
maxence_lacroix__fra,Maxence Lacroix,FRA,DEF,3000000,0.3107,,,,0.009168616375827382,0.015750903180117896,0.004741111904039886,0.010263293135883488,0.014786062681440143,0.005050357241516563,1.563477,1.370841449503787,1.3862069088820808,1.410788,1.3048388472270829,1.3132898498851446,40,upper_mid,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context
pedro_ro_ro_miguel_correia__qat,Pedro 'Ro-Ro' Miguel Correia,QAT,DEF,2500000,0.8455,,,,0.012893443539039543,0.021718488027148333,0.007193398153610576,0.009401672766592595,0.015374296802396489,0.006352291322390986,1.011524,1.4345473090531211,1.351746370504827,1.408365,1.641027869979217,1.595487353777655,40,lower_mid,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context;no_transfermarkt_usage_match
craig_gordon__sco,Craig Gordon,SCO,GK,2500000,0.6638,,,,0.0009361932687675053,0.0,0.0,0.0009198714749122849,0.0006741857010386302,0.0010371235994097157,1.914436,1.3955368397034513,1.4034793268612515,1.397445,1.1120508618368983,1.1164192297736883,40,budget,distributed_from_existing_optimizer_ev,high,legacy_aggregate_round_context;variant_a_assist_team_share_over_cap;variant_a_goal_team_share_over_cap;variant_a_sot_team_share_over_cap
