player_id,player_name,team_id,position,start_prob,minute_share,match_1_start_minutes_ev,match_1_goal_ev,match_1_assist_ev,match_1_shots_on_target_ev,match_1_weighted_match_ev,weighted_group_stage_ev,component_source,component_recomputed,suspected_issue
micky_van_de_ven__ned,Micky van de Ven,NED,DEF,0.5829,0.052991,43.364263,0.008789,0.012236,0.003344,0.611921,2.35088,existing_components,no,ok
vladimir_coufal__cze,Vladimir Coufal,CZE,DEF,0.9098,0.082709,,,,,0.752189,2.34395,existing_components,no,ok
ladislav_krejci__cze,Ladislav Krejci,CZE,DEF,0.9051,0.082282,,,,,0.748045,2.337765,existing_components,no,ok
nathan_ngoy__bel,Nathan Ngoy,BEL,DEF,0.6294,0.057218,,,,,0.738705,2.328241,existing_components,yes,ok
bukayo_saka__eng,Bukayo Saka,ENG,FWD,0.6461,0.058736,46.04367,0.100966,0.071542,0.03297,0.774024,2.327682,existing_components,yes,ok
abdelhamid_ait_boudlal__mar,Abdelhamid Ait Boudlal,MAR,DEF,0.8353,0.075936,,,,,0.406994,2.324763,existing_components,yes,ok
sherzod_nasrullayev__uzb,Sherzod Nasrullaev,UZB,DEF,0.878,0.079818,62.657592,0.037398,0.049097,0.049864,0.703325,2.314183,existing_components,yes,ok
isak_hien__swe,Isak Hien,SWE,DEF,0.9237,0.083973,69.823407,0.02672,0.023297,0.008751,1.189432,2.313793,existing_components,yes,ok
richard_r_os__col,Richard Rios,COL,MID,0.8948,0.081345,63.246254,0.09589,0.08221,0.043846,0.915558,2.296267,existing_components,yes,ok
petar_sucic__cro,Petar Sucic,CRO,MID,0.896,0.081455,63.433216,0.03584,0.053328,0.036251,0.376929,2.287788,existing_components,no,ok
ismael_saibari__mar,Ismael Saibari,MAR,MID,0.7891,0.071736,56.333849,0.037449,0.0366,0.051213,0.332571,2.287551,existing_components,yes,ok
jos_mar_a_gim_nez__uru,Jose Maria Gimenez,URU,DEF,0.6717,0.061064,49.98254,0.015753,0.013575,0.004417,0.982785,2.287246,existing_components,yes,ok
matej_kovar__cze,Matej Kovar,CZE,GK,0.9123,0.082936,,,,,0.92512,2.268875,existing_components,no,ok
amar_dedi__bih,Amar Dedic,BIH,DEF,0.8941,0.081282,67.261355,0.010106,0.012413,0.007054,0.594172,2.266203,existing_components,yes,ok
miguel_almir_n__par,Miguel Almiron,PAR,MID,0.9117,0.082882,65.078969,0.060779,0.062075,0.051982,0.56379,2.265623,existing_components,yes,ok
yahia_fofana__civ,Yahia Fofana,CIV,GK,0.892,0.081091,,,,,0.882983,2.2604,existing_components,no,ok
neil_el_aynaoui__mar,Neil El Aynaoui,MAR,MID,0.8465,0.076955,60.639874,0.033287,0.040659,0.046993,0.330971,2.25777,existing_components,yes,ok
gabriel_martinelli__bra,Gabriel Martinelli,BRA,FWD,0.5065,0.046045,33.61134,0.117503,0.041512,0.081048,0.785419,2.25549,existing_components,no,ok
josip_utalo__cro,Josip Sutalo,CRO,DEF,0.6634,0.060309,50.185547,0.006692,0.009336,0.006092,0.402576,2.255481,existing_components,yes,ok
hossein_abarghouei__irn,Hossein Abarghouei,IRN,DEF,0.8777,0.079791,65.668636,0.028432,0.025811,0.009002,1.179026,2.238867,existing_components,yes,ok
sebastian_berhalter__usa,Sebastian Berhalter,USA,MID,0.6315,0.057409,45.066366,0.081837,0.091836,0.052367,0.833906,2.234906,existing_components,yes,ok
jordan_ayew__gha,Jordan Ayew,GHA,FWD,0.8638,0.078527,57.791675,0.193208,0.054398,0.161617,1.224159,2.231602,existing_components,yes,ok
youri_tielemans__bel,Youri Tielemans,BEL,MID,0.6432,0.058473,45.611885,0.085925,0.063159,0.037539,0.762785,2.221386,existing_components,yes,ok
mohammad_mohebi__irn,Mohammad Mohebi,IRN,FWD,0.8301,0.075464,59.126363,0.184324,0.111548,0.066408,1.255737,2.203777,existing_components,yes,ok
noussair_mazraoui__mar,Noussair Mazraoui,MAR,DEF,0.6272,0.057018,47.341683,0.006293,0.012636,0.006581,0.350254,2.194214,existing_components,yes,ok
luka_modri__cro,Luka Modric,CRO,MID,0.6928,0.062982,49.537278,0.032872,0.037979,0.037683,0.339623,2.18864,existing_components,yes,ok
livano_comenencia__cuw,Livano Comenencia,CUW,DEF,0.9477,0.086155,67.850582,0.047265,0.050745,0.06509,0.484891,2.181968,existing_components,yes,ok
ousmane_demb_l__fra,Ousmane Dembele,FRA,FWD,0.3643,0.033118,24.388063,0.114588,0.037563,0.079054,0.816878,2.178283,existing_components,yes,ok
tani_oluwaseyi__can,Tani Oluwaseyi,CAN,FWD,0.3513,0.031936,23.557475,0.118888,0.049758,0.103837,0.828471,2.177549,existing_components,yes,ok
luka_vuskovic__cro,Luka Vuskovic,CRO,DEF,0.7872,0.071564,,,,,0.422888,2.172352,existing_components,yes,ok
julian_ryerson__nor,Julian Ryerson,NOR,DEF,0.6549,0.059536,48.998963,0.017806,0.016793,0.003908,1.098425,2.168473,existing_components,yes,ok
romano_schmid__aut,Romano Schmid,AUT,MID,0.6372,0.057927,45.482699,0.139885,0.133973,0.06085,1.335731,2.167899,existing_components,no,ok
renato_veiga__por,Renato Veiga,POR,DEF,0.5636,0.051236,42.00075,0.015149,0.015586,0.003325,0.869898,2.163706,existing_components,yes,ok
hiroki_ito__jpn,Hiroki Ito,JPN,DEF,0.8534,0.077582,,,,,0.501647,2.157758,existing_components,yes,ok
n_lson_semedo__por,Nelson Semedo,POR,DEF,0.507,0.046091,37.859211,0.01364,0.014618,0.002807,0.776663,2.152905,existing_components,no,ok
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,0.6704,0.060945,47.450242,0.07952,0.075277,0.033634,0.812319,2.152506,existing_components,yes,ok
john_mcginn__sco,John McGinn,SCO,MID,0.6947,0.063155,49.245199,0.141527,0.086904,0.047223,1.1636,2.148383,existing_components,yes,ok
jorge_sanchez__mex,Jorge Sanchez,MEX,DEF,0.5913,0.053755,,,,,0.88051,2.145645,existing_components,yes,ok
dani_olmo__esp,Dani Olmo,ESP,MID,0.5814,0.052855,40.982886,0.049126,0.058316,0.019698,0.607449,2.140815,existing_components,no,ok
tim_ream__usa,Tim Ream,USA,DEF,0.5853,0.053209,44.269751,0.019925,0.01769,0.006569,0.812286,2.124625,existing_components,yes,ok
timothy_castagne__bel,Timothy Castagne,BEL,DEF,0.4388,0.039891,33.050855,0.01236,0.028033,0.002914,0.689011,2.119568,existing_components,yes,ok
andy_robertson__sco,Andy Robertson,SCO,DEF,0.8728,0.079345,,,,,1.143728,2.118921,existing_components,yes,ok
matt_turner__usa,Matt Turner,USA,GK,0.6001,0.054555,,,,,0.812891,2.118116,existing_components,yes,ok
riyad_mahrez__alg,Riyad Mahrez,ALG,FWD,0.6319,0.057445,42.278533,0.055818,0.02158,0.096342,0.396103,2.115448,existing_components,yes,ok
billy_gilmour__sco,Billy Gilmour,SCO,MID,0.6729,0.061173,48.177621,0.137653,0.098703,0.054245,1.18987,2.114293,existing_components,no,ok
nathan_saliba__can,Nathan Saliba,CAN,MID,0.5501,0.050009,39.013092,0.103476,0.067898,0.048545,0.813451,2.113117,existing_components,yes,ok
aaron_hickey__sco,Aaron Hickey,SCO,DEF,0.8702,0.079109,,,,,1.140172,2.112184,existing_components,yes,ok
seol_young_woo__kor,Young-woo Seol,KOR,DEF,0.6682,0.060745,50.012097,0.010191,0.010983,0.004172,0.625258,2.108398,existing_components,no,ok
luca_zidane__alg,Luca Zidane,ALG,GK,0.8224,0.074764,66.063392,0.0,0.0,0.0,0.380516,2.108243,existing_components,yes,ok
mikel_merino__esp,Mikel Merino,ESP,MID,0.5559,0.050536,39.248208,0.058631,0.051702,0.020222,0.637985,2.103664,existing_components,no,ok
nikola_kati__bih,Nikola Katic,BIH,DEF,0.8684,0.078945,64.656722,0.006986,0.008079,0.005575,0.545422,2.098863,existing_components,yes,ok
sander_berge__nor,Sander Berge,NOR,MID,0.934,0.084909,66.144946,0.099039,0.095795,0.039015,0.97277,2.09841,existing_components,yes,ok
mois_s_caicedo__ecu,Moises Caicedo,ECU,MID,0.9009,0.0819,63.524643,0.061801,0.069787,0.037511,0.632311,2.091414,existing_components,yes,ok
ritsu_doan__jpn,Ritsu Doan,JPN,MID,0.5939,0.053991,39.832279,0.046783,0.019889,0.07296,0.423923,2.089593,existing_components,no,ok
gabriel_gudmundsson__swe,Gabriel Gudmundsson,SWE,DEF,0.8488,0.077164,63.853526,0.022688,0.020825,0.007224,1.075442,2.087029,existing_components,yes,ok
manuel_neuer__ger,Manuel Neuer,GER,GK,0.3702,0.033655,,,,,0.990382,2.086725,existing_components,yes,ok
vitinha__por,Vitinha,POR,MID,0.6325,0.0575,44.977708,0.075925,0.101395,0.028841,0.858895,2.079025,existing_components,yes,ok
son_heung_min__kor,Heung-Min Son,KOR,FWD,0.6517,0.059245,43.707564,0.121164,0.049359,0.122256,0.849891,2.076449,existing_components,yes,ok
felix_feliz_torres__ecu,Felix 'Feliz' Torres,ECU,DEF,0.6165,0.056045,,,,,0.662185,2.074844,existing_components,no,ok
nicolas_jackson__sen,Nicolas Jackson,SEN,FWD,0.6014,0.054673,40.26373,0.048847,0.025351,0.094457,0.367384,2.065823,existing_components,yes,ok
luiz_henrique__bra,Luiz Henrique,BRA,FWD,0.5371,0.048827,35.677942,0.11682,0.044355,0.087955,0.84529,2.065241,existing_components,no,ok
jefferson_lerma__col,Jefferson Lerma,COL,MID,0.6382,0.058018,45.245189,0.105345,0.061982,0.032868,0.890763,2.062799,existing_components,no,ok
benjamin_nygren__swe,Benjamin Nygren,SWE,FWD,0.6072,0.0552,40.800804,0.171883,0.049475,0.150998,1.098861,2.061762,existing_components,yes,ok
montassar_talbi__tun,Montassar Talbi,TUN,DEF,0.8989,0.081718,67.9892,0.025164,0.014123,0.015608,0.718998,2.055668,existing_components,yes,ok
elias_achouri__tun,Elias Achouri,TUN,MID,0.5943,0.054027,39.92448,0.075634,0.029555,0.114462,0.629866,2.05151,existing_components,no,ok
ricardo_rodr_guez__sui,Ricardo Rodriguez,SUI,DEF,0.4809,0.043718,36.170893,0.01211,0.011248,0.002769,0.897662,2.050332,existing_components,no,ok
michael_olise__fra,Michael Olise,FRA,FWD,0.6474,0.058855,45.775712,0.093995,0.070689,0.035288,0.767319,2.050024,existing_components,yes,ok
leonardo_balerdi__arg,Leonardo Balerdi,ARG,DEF,0.4789,0.043536,35.737913,0.014878,0.012756,0.004082,0.765728,2.04404,existing_components,yes,ok
axel_tuanzebe__cod,Axel Tuanzebe,COD,DEF,0.839,0.076273,62.780224,0.00799,0.009696,0.005681,0.221699,2.042768,existing_components,no,ok
finn_surman__nzl,Finn Surman,NZL,DEF,0.8782,0.079836,66.423535,0.04148,0.011226,0.007168,0.766974,2.035688,existing_components,yes,ok
saeid_ezatolahi__irn,Saeid Ezatolahi,IRN,MID,0.8138,0.073982,58.200535,0.123752,0.115641,0.069718,1.148254,2.033242,existing_components,yes,ok
adrien_rabiot__fra,Adrien Rabiot,FRA,MID,0.605,0.055,42.726915,0.085926,0.058378,0.032914,0.765318,2.030196,existing_components,yes,ok
benjamin_tahirovic__bih,Benjamin Tahirovic,BIH,MID,0.8969,0.081536,63.517561,0.049402,0.045292,0.043486,0.45352,2.027772,existing_components,yes,ok
rafael_le_o__por,Rafael Leão,POR,FWD,0.3852,0.035018,25.778354,0.105932,0.043101,0.066498,0.829737,2.026121,existing_components,yes,ok
daniel_svensson__swe,Daniel Svensson,SWE,DEF,0.8525,0.0775,63.54194,0.019926,0.018282,0.004833,1.051886,2.023134,existing_components,yes,ok
nicol_s_otamendi__arg,Nicolas Otamendi,ARG,DEF,0.4272,0.038836,31.766592,0.012253,0.010505,0.002881,0.761147,2.019348,existing_components,yes,ok
juli_n_qui_ones__mex,Julian Quinones,MEX,FWD,0.5348,0.048618,35.489328,0.14667,0.066683,0.09389,0.990546,2.018466,existing_components,no,ok
takehiro_tomiyasu__jpn,Takehiro Tomiyasu,JPN,DEF,0.8016,0.072873,,,,,0.468162,2.018134,existing_components,yes,ok
kalidou_koulibaly__sen,Kalidou Koulibaly,SEN,DEF,0.878,0.079818,65.21543,0.006961,0.008639,0.0045,0.355663,2.016659,existing_components,no,ok
alex_sandro__bra,Alex Sandro,BRA,DEF,0.5495,0.049955,40.885548,0.01401,0.01403,0.003616,0.801364,2.014841,existing_components,no,ok
william_saliba__fra,William Saliba,FRA,DEF,0.4132,0.037564,31.057352,0.013405,0.011492,0.002942,0.693434,2.012059,existing_components,yes,ok
andrej_kramari__cro,Andrej Kramaric,CRO,FWD,0.4241,0.038555,28.512667,0.038683,0.018748,0.080111,0.345655,2.00559,existing_components,yes,ok
mathew_ryan__aus,Mathew Ryan,AUS,GK,0.9463,0.086027,75.144737,0.0,0.0,0.0,0.62321,2.001803,existing_components,yes,ok
rayan_a_t_nouri__alg,Rayan Ait-Nouri,ALG,DEF,0.8409,0.076445,62.736845,0.00658,0.008735,0.0078,0.336919,1.993501,existing_components,yes,ok
reece_james__eng,Reece James,ENG,DEF,0.5367,0.048791,,,,,0.624123,1.987694,existing_components,yes,ok
i_smail_y_ksek__tur,Ismail Yüksek,TUR,MID,0.6176,0.056145,44.079965,0.077062,0.073661,0.045313,0.755372,1.986114,existing_components,yes,ok
mamadou_sarr__sen,Mamadou Sarr,SEN,DEF,0.8315,0.075591,61.599907,0.005527,0.007549,0.003931,0.324939,1.982669,existing_components,yes,ok
ryan_christie__sco,Ryan Christie,SCO,MID,0.6346,0.057691,45.362566,0.119527,0.086535,0.051739,1.056396,1.977025,existing_components,yes,ok
jan_paul_van_hecke__ned,Jan Paul van Hecke,NED,DEF,0.5768,0.052436,43.118107,0.011174,0.011409,0.003401,0.596972,1.972665,existing_components,yes,ok
mert_m_ld_r__tur,Mert Müldür,TUR,DEF,0.6172,0.056109,46.178287,0.016719,0.01677,0.005065,0.797851,1.96982,existing_components,yes,ok
elliot_anderson__eng,Elliot Anderson,ENG,MID,0.6712,0.061018,47.39813,0.059637,0.063146,0.02885,0.655387,1.969698,existing_components,yes,ok
jorge_guti_rrez__pan,Jorge Gutierrez,PAN,DEF,0.914,0.083091,69.066,0.017209,0.04899,0.025,0.807071,1.968446,existing_components,yes,ok
bremer__bra,Bremer,BRA,DEF,0.4947,0.044973,,,,,0.647607,1.965703,existing_components,no,ok
kim_seung_gyu__kor,Seung-Gyu Kim,KOR,GK,0.7028,0.063891,56.096793,0.0,0.0,0.0,0.693986,1.952809,existing_components,no,ok
kerim_alajbegovi__bih,Kerim Alajbegovic,BIH,MID,0.5874,0.0534,38.979864,0.047367,0.021289,0.096558,0.46836,1.950099,existing_components,yes,ok
benjamin_asare__gha,Benjamin Asare,GHA,GK,0.8194,0.074491,,,,,1.020741,1.948844,existing_components,yes,ok
abdelmouhib_chamakh__tun,Abdelmouhib Chamakh,TUN,GK,0.8757,0.079609,,,,,0.700278,1.94691,existing_components,yes,ok
diego_g_mez__par,Diego Gomez,PAR,MID,0.8953,0.081391,63.663888,0.05538,0.044419,0.048163,0.479321,1.945532,existing_components,yes,ok
aleksandar_pavlovic__ger,Aleksandar Pavlovic,GER,MID,0.8153,0.074118,57.375107,0.081746,0.064694,0.032778,0.830336,1.933128,existing_components,yes,ok
douglas_santos__bra,Douglas Santos,BRA,DEF,0.5331,0.048464,39.641316,0.011877,0.012143,0.003577,0.749927,1.931362,existing_components,no,ok
takefusa_kubo__jpn,Takefusa Kubo,JPN,MID,0.8055,0.073227,57.024567,0.023567,0.037342,0.024581,0.270716,1.929749,existing_components,no,ok
viktor_gyokeres__swe,Viktor Gyökeres,SWE,FWD,0.8141,0.074009,,,,,0.165233,1.924465,existing_components,no,ok
han_beom_lee__kor,Han-beom Lee,KOR,DEF,0.8168,0.074255,,,,,0.683464,1.924282,existing_components,yes,ok
nick_woltemade__ger,Nick Woltemade,GER,FWD,0.4494,0.040855,29.822184,0.096683,0.030287,0.069373,0.824965,1.914866,existing_components,yes,ok
josip_stani_i__cro,Josip Stanisic,CRO,DEF,0.6233,0.056664,46.412788,0.004453,0.006159,0.002552,0.330297,1.904676,existing_components,yes,ok
torbjorn_heggem__nor,Torbjørn Heggem,NOR,DEF,0.6376,0.057964,,,,,0.952672,1.899658,existing_components,yes,ok
shoja_khalilzadeh__irn,Shojae Khalilzadeh,IRN,DEF,0.7167,0.065155,54.208321,0.028963,0.026291,0.008494,1.004601,1.888564,existing_components,yes,ok
manuel_ugarte__uru,Manuel Ugarte,URU,MID,0.8533,0.077573,60.08256,0.076717,0.071854,0.033668,0.74697,1.885207,existing_components,yes,ok
julio_enciso__par,Julio Enciso,PAR,FWD,0.6375,0.057955,42.410962,0.057363,0.031211,0.112806,0.487403,1.874929,existing_components,yes,ok
lionel_mpasi_nzau__cod,Lionel Mpasi Nzau,COD,GK,0.9494,0.086309,,,,,0.297835,1.868782,existing_components,yes,ok
ronwen_williams__rsa,Ronwen Williams,RSA,GK,0.92,0.083636,74.18512,0.0,0.0,0.0,0.479169,1.863838,existing_components,yes,ok
tom_s_ara_jo__por,Tomas Araujo,POR,DEF,0.4964,0.045127,36.912304,0.012461,0.012464,0.002279,0.74391,1.851671,existing_components,yes,ok
robin_hranac__cze,Robin Hranac,CZE,DEF,0.8244,0.074945,,,,,0.678082,1.850414,existing_components,no,ok
mohamed_amoura__alg,Mohamed Amoura,ALG,FWD,0.5703,0.051845,38.355526,0.042104,0.025828,0.095029,0.348367,1.846758,existing_components,yes,ok
rodrigo_de_paul__arg,Rodrigo de Paul,ARG,MID,0.4556,0.041418,32.425052,0.064145,0.056163,0.029205,0.719357,1.845862,existing_components,yes,ok
kim_min_jae__kor,Min-jae Kim,KOR,DEF,0.6842,0.0622,51.692678,0.012461,0.013857,0.005041,0.674364,1.845741,existing_components,yes,ok
fabian_ruiz__esp,Fabian Ruiz,ESP,MID,0.8178,0.074345,,,,,0.2454,1.83795,existing_components,no,ok
edouard_mendy__sen,Edouard Mendy,SEN,GK,0.67,0.060909,54.03014,0.0,0.0,0.0,0.326403,1.835062,existing_components,yes,ok
gustaf_lagerbielke__swe,Gustaf Lagerbielke,SWE,DEF,0.7784,0.070764,57.881824,0.014855,0.013633,0.005406,0.929212,1.834571,existing_components,yes,ok
amadou_onana__bel,Amadou Onana,BEL,MID,0.6415,0.058318,45.430388,0.060824,0.060915,0.02717,0.636853,1.834515,existing_components,yes,ok
j_rgen_strand_larsen__nor,Jørgen Strand Larsen,NOR,FWD,0.5147,0.046791,34.264608,0.118679,0.041623,0.07696,0.824925,1.81895,existing_components,yes,ok
lee_jae_sung__kor,Jae-Sung Lee,KOR,MID,0.6458,0.058709,43.003822,0.085624,0.042598,0.106012,0.742008,1.812165,existing_components,yes,ok
alejandro_alex_grimaldo__esp,Alejandro 'Alex' Grimaldo,ESP,DEF,0.3837,0.034882,,,,,0.616183,1.812018,existing_components,no,ok
zineddine_belaid__alg,Zineddine Belaid,ALG,DEF,0.7139,0.0649,53.244804,0.010019,0.006218,0.006477,0.30102,1.806961,existing_components,yes,ok
ayoub_el_kaabi__mar,Ayoub El Kaabi,MAR,FWD,0.3446,0.031327,23.129552,0.036374,0.015454,0.065892,0.293339,1.80623,existing_components,yes,ok
nathaniel_brown__ger,Nathaniel Brown,GER,DEF,0.5469,0.049718,,,,,0.991773,1.803367,existing_components,no,ok
gustavo_g_mez__par,Gustavo Gomez,PAR,DEF,0.6774,0.061582,50.959447,0.007935,0.008788,0.005558,0.495682,1.803216,existing_components,yes,ok
yasin_ayari__swe,Yasin Ayari,SWE,MID,0.8753,0.079573,62.130172,0.113174,0.085756,0.058422,0.989432,1.799326,existing_components,yes,ok
hannibal_mejbri__tun,Hannibal Mejbri,TUN,MID,0.8059,0.073264,57.589614,0.038152,0.080961,0.053936,0.493808,1.798844,existing_components,no,ok
valentino_livramento__eng,Valentino Livramento,ENG,DEF,0.5128,0.046618,,,,,0.558171,1.794954,existing_components,yes,ok
willer_ditta__col,Willer Ditta,COL,DEF,0.5257,0.047791,,,,,0.733388,1.794549,existing_components,yes,ok
jhon_lucum__col,Jhon Lucumi,COL,DEF,0.3873,0.035209,29.214426,0.023321,0.011108,0.003317,0.751799,1.794358,existing_components,no,ok
martin_degaard__nor,Martin Ødegaard,NOR,MID,0.8841,0.080373,62.248597,0.079099,0.084768,0.032551,0.823323,1.78777,existing_components,yes,ok
tarik_muharemovic__bih,Tarik Muharemovic,BIH,DEF,0.5937,0.053973,44.42004,0.014659,0.00782,0.003598,0.454463,1.786687,existing_components,yes,ok
david_raum__ger,David Raum,GER,DEF,0.3799,0.034536,28.297231,0.008648,0.007415,0.002033,0.841602,1.779507,existing_components,yes,ok
ryan_gravenberch__ned,Ryan Gravenberch,NED,MID,0.566,0.051455,40.172982,0.048477,0.055187,0.028535,0.513883,1.767872,existing_components,no,ok
orkun_k_k__tur,Orkun Kökcü,TUR,MID,0.6183,0.056209,44.193735,0.069069,0.065723,0.040713,0.677992,1.764166,existing_components,yes,ok
antonio_sanabria__par,Antonio Sanabria,PAR,FWD,0.5404,0.049127,36.140331,0.061874,0.021321,0.104998,0.453228,1.760121,existing_components,yes,ok
diogo_dalot__por,Diogo Dalot,POR,DEF,0.3742,0.034018,27.971824,0.014968,0.010427,0.003594,0.697118,1.748886,existing_components,no,ok
guillermo_varela__uru,Guillermo Varela,URU,DEF,0.5316,0.048327,39.557419,0.012467,0.010744,0.003496,0.754746,1.748217,existing_components,yes,ok
pedro_vite__ecu,Pedro Vite,ECU,MID,0.8218,0.074709,58.711036,0.06551,0.074155,0.039238,0.65278,1.746183,existing_components,no,ok
maximilian_w_ber__aut,Maximilian Wöber,AUT,DEF,0.5612,0.051018,41.834654,0.022139,0.018981,0.004417,0.903613,1.745108,existing_components,yes,ok
j_nior_alonso__par,Junior Alonso,PAR,DEF,0.6518,0.059255,49.060334,0.008099,0.00828,0.005237,0.479814,1.744233,existing_components,yes,ok
kenny_mclean__sco,Kenny McLean,SCO,MID,0.5621,0.0511,40.162607,0.085776,0.107051,0.033958,0.918757,1.728868,existing_components,yes,ok
pau_cubars__esp,Pau Cubarsi,ESP,DEF,0.307,0.027909,22.82852,0.006226,0.006405,0.001366,0.625234,1.720013,existing_components,no,ok
jhon_arias__col,Jhon Arias,COL,MID,0.6681,0.060736,47.007516,0.06504,0.055761,0.02974,0.686971,1.717278,existing_components,yes,ok
lyndon_dykes__sco,Lyndon Dykes,SCO,FWD,0.3801,0.034555,25.450736,0.11888,0.041583,0.081927,0.867982,1.71236,existing_components,yes,ok
arthur_masuaku__cod,Arthur Masuaku,COD,DEF,0.8659,0.078718,64.58142,0.006841,0.028024,0.004866,0.276802,1.711861,existing_components,yes,ok
alexander_djiku__gha,Alexander Djiku,GHA,DEF,0.8457,0.076882,63.042707,0.015007,0.014004,0.004992,0.931981,1.704165,existing_components,yes,ok
noni_madueke__eng,Noni Madueke,ENG,FWD,0.38,0.034545,25.2168,0.073087,0.027811,0.059223,0.567172,1.702986,existing_components,yes,ok
aziz_g_aniyev__uzb,Aziz Ganiev,UZB,MID,0.7351,0.066827,49.171574,0.063931,0.031352,0.14109,0.553233,1.702721,existing_components,yes,ok
omar_alderete__par,Omar Alderete,PAR,DEF,0.6496,0.059055,48.571891,0.006922,0.007669,0.004851,0.467513,1.697346,existing_components,yes,ok
junya_ito__jpn,Junya Ito,JPN,MID,0.5583,0.050755,37.252009,0.03721,0.025902,0.062532,0.373712,1.693554,existing_components,yes,ok
yan_valery__tun,Yan Valery,TUN,DEF,0.7876,0.0716,59.538622,0.009433,0.012456,0.005669,0.539895,1.691749,existing_components,no,ok
anthony_elanga__swe,Anthony Elanga,SWE,FWD,0.5704,0.051855,38.086749,0.135267,0.04174,0.127298,0.897041,1.688212,existing_components,yes,ok
joel_waterman__can,Joel Waterman,CAN,DEF,0.5212,0.047382,39.082182,0.01707,0.016614,0.009893,0.690153,1.686427,existing_components,no,ok
ali_abdi__tun,Ali Abdi,TUN,DEF,0.6417,0.058336,48.535621,0.017964,0.0247,0.011142,0.575852,1.684067,existing_components,yes,ok
guela_doue__civ,Guela Doue,CIV,DEF,0.6,0.054545,,,,,0.49128,1.681565,existing_components,no,ok
armin_gigovic__bih,Armin Gigovic,BIH,MID,0.4086,0.037145,27.294071,0.03652,0.022672,0.076608,0.398924,1.681282,existing_components,yes,ok
thomas_meunier__bel,Thomas Meunier,BEL,DEF,0.385,0.035,28.6286,0.00836,0.008633,0.001752,0.542873,1.671801,existing_components,yes,ok
a_ssa_mandi__alg,Aissa Mandi,ALG,DEF,0.6614,0.060127,49.892709,0.005412,0.007577,0.0037,0.278554,1.668513,existing_components,yes,ok
john_souttar__sco,John Souttar,SCO,DEF,0.5762,0.052382,43.267434,0.020158,0.042126,0.004147,0.981744,1.667142,existing_components,no,ok
alex_baena__esp,Alex Baena,ESP,MID,0.5193,0.047209,36.537948,0.046266,0.04484,0.01766,0.482501,1.663758,existing_components,no,ok
anass_salah_eddine__mar,Anass Salah-Eddine,MAR,DEF,0.5353,0.048664,39.899121,0.00422,0.008229,0.003214,0.255259,1.662999,existing_components,yes,ok
kai_havertz__ger,Kai Havertz,GER,FWD,0.654,0.059455,46.135776,0.076366,0.058393,0.033975,0.719215,1.65541,existing_components,yes,ok
derek_cornelius__can,Derek Cornelius,CAN,DEF,0.4001,0.036373,29.875867,0.012757,0.01153,0.003177,0.593052,1.653957,existing_components,yes,ok
lucas_hern_ndez__fra,Lucas Hernandez,FRA,DEF,0.3451,0.031373,25.661636,0.008869,0.007604,0.002433,0.568289,1.649906,existing_components,yes,ok
juninho_bacuna__cuw,Juninho Bacuna,CUW,MID,0.9345,0.084955,66.434539,0.041746,0.044466,0.056847,0.31476,1.646226,existing_components,no,ok
nawaf_al_aqidi__ksa,Nawaf Al-Aqidi,KSA,GK,0.9447,0.085882,76.176829,0.0,0.0,0.0,0.479187,1.645728,existing_components,yes,ok
amirhossein_hosseinzadeh__irn,Amirhossein Hosseinzadeh,IRN,FWD,0.539,0.049,38.38219,0.157643,0.07155,0.043344,0.949263,1.63933,existing_components,no,ok
lucas_herrington__aus,Lucas Herrington,AUS,DEF,0.9119,0.0829,,,,,0.509081,1.638741,existing_components,yes,ok
duckens_nazon__hai,Duckens Nazon,HAI,FWD,0.644,0.058545,43.27036,0.078815,0.034799,0.190305,0.63509,1.637245,existing_components,yes,ok
evan_n_dicka__civ,Evan N'Dicka,CIV,DEF,0.6561,0.059645,,,,,0.551664,1.634991,existing_components,no,ok
patrik_schick__cze,Patrik Schick,CZE,FWD,0.8543,0.077664,,,,,0.11705,1.634718,existing_components,no,ok
andreas_schjelderup__nor,Andreas Schjelderup,NOR,MID,0.3333,0.0303,22.42809,0.090939,0.077388,0.060986,0.901869,1.629166,existing_components,no,ok
gon_alo_in_cio__por,Goncalo Inacio,POR,DEF,0.3694,0.033582,27.570908,0.00989,0.010175,0.002171,0.661253,1.625303,existing_components,yes,ok
ko_itakura__jpn,Ko Itakura,JPN,DEF,0.6152,0.055927,,,,,0.378211,1.622859,existing_components,yes,ok
chancel_mbemba__cod,Chancel Mbemba,COD,DEF,0.8936,0.081236,67.089132,0.009453,0.010756,0.006536,0.246748,1.621529,existing_components,yes,ok
milad_mohammadi__irn,Milad Mohammadi,IRN,DEF,0.6102,0.055473,45.654554,0.019766,0.017944,0.006259,0.845334,1.617741,existing_components,no,ok
mohamed_el_shenawy__egy,Mohamed El-Shennawy,EGY,GK,0.4746,0.043145,38.286048,0.0,0.0,0.0,0.282057,1.613791,existing_components,yes,ok
sead_kolasinac__bih,Sead Kolasinac,BIH,DEF,0.645,0.058636,,,,,0.423194,1.613768,existing_components,no,ok
ayase_ueda__jpn,Ayase Ueda,JPN,FWD,0.5688,0.051709,37.995271,0.045098,0.021163,0.065535,0.351419,1.600301,existing_components,yes,ok
