variant,strategy,formation,cap_level,ceiling_components_enabled,total_score,total_ev,total_price,avg_conditional_start_prob,high_risk_players,fwd_count,premium_fwd_count,one_fwd_low_ceiling_flag,player_names
ceiling_components_plus_fwd_price_value_cap_moderate,next_round,3-4-3,moderate,True,95.891217,44.664826,49500000,0.9109,0,3,0,no,Aymeric Laporte; Antonio Rüdiger; Ricardo Rodriguez; Lautaro Martinez; Marko Arnautovic; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Antonio Nusa; Marcel Sabitzer
ceiling_components_plus_fwd_price_value_cap_moderate,next_round,3-5-2,moderate,True,93.499467,42.723735,49500000,0.9082,0,2,0,no,Aymeric Laporte; Antonio Rüdiger; Ricardo Rodriguez; Lautaro Martinez; Marko Arnautovic; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Antonio Nusa; Marcel Sabitzer; Scott McTominay
ceiling_components_plus_fwd_price_value_cap_moderate,next_round,4-3-3,moderate,True,95.047694,44.858003,50000000,0.9151,0,3,0,no,Aymeric Laporte; Antonio Rüdiger; Nahuel Molina; Ricardo Rodriguez; Lautaro Martinez; Marko Arnautovic; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Marcel Sabitzer
ceiling_components_plus_fwd_price_value_cap_moderate,next_round,4-4-2,moderate,True,92.791307,43.375555,50000000,0.9079,0,2,0,no,Aymeric Laporte; Antonio Rüdiger; Nahuel Molina; Cristian Romero; Lautaro Martinez; Marko Arnautovic; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Antonio Nusa; Marcel Sabitzer
ceiling_components_plus_fwd_price_value_cap_moderate,next_round,4-5-1,moderate,True,90.384934,42.372189,50000000,0.9059,0,1,0,yes,Aymeric Laporte; Antonio Rüdiger; Nahuel Molina; Cristian Romero; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Antonio Nusa; Marcel Sabitzer; Scott McTominay
ceiling_components_plus_fwd_price_value_cap_moderate,next_round,5-3-2,moderate,True,91.795724,43.236583,50000000,0.9036,0,2,0,no,Aymeric Laporte; Antonio Rüdiger; Nahuel Molina; Nuno Mendes; Ricardo Rodriguez; Lautaro Martinez; Marko Arnautovic; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Marcel Sabitzer
ceiling_components_plus_fwd_price_value_cap_moderate,next_round,5-4-1,moderate,True,89.524714,42.691859,50000000,0.8971,0,1,0,yes,Aymeric Laporte; Antonio Rüdiger; Nahuel Molina; Nuno Mendes; Cristian Romero; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Antonio Nusa; Marcel Sabitzer
ceiling_components_plus_fwd_price_value_cap_moderate,round1_2,3-4-3,moderate,True,114.725574,45.762961,49500000,0.9264,0,3,0,no,Aymeric Laporte; Richie Laryea; Ricardo Rodriguez; Jonathan David; Cristiano Ronaldo; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Antonio Nusa
ceiling_components_plus_fwd_price_value_cap_moderate,round1_2,3-5-2,moderate,True,111.030277,44.00056,50000000,0.9158,0,2,0,no,Aymeric Laporte; Richie Laryea; Nuno Mendes; Jonathan David; Cristiano Ronaldo; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Antonio Nusa; Bruno Fernandes
ceiling_components_plus_fwd_price_value_cap_moderate,round1_2,4-3-3,moderate,True,113.847057,45.683889,50000000,0.923,0,3,0,no,Aymeric Laporte; Richie Laryea; Ricardo Rodriguez; Ruben Dias; Jonathan David; Cristiano Ronaldo; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan
ceiling_components_plus_fwd_price_value_cap_moderate,round1_2,4-4-2,moderate,True,110.317014,44.711991,49000000,0.9101,0,2,0,no,Aymeric Laporte; Richie Laryea; Nuno Mendes; Ruben Dias; Jonathan David; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Arda Güler
ceiling_components_plus_fwd_price_value_cap_moderate,round1_2,4-5-1,moderate,True,106.043818,42.589283,48500000,0.9073,0,1,0,yes,Aymeric Laporte; Richie Laryea; Nuno Mendes; Antonio Rüdiger; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Arda Güler; Bruno Fernandes
ceiling_components_plus_fwd_price_value_cap_moderate,round1_2,5-3-2,moderate,True,109.414158,44.303621,49000000,0.9052,0,2,0,no,Aymeric Laporte; Richie Laryea; Nuno Mendes; Ruben Dias; Antonio Rüdiger; Jonathan David; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan
ceiling_components_plus_fwd_price_value_cap_moderate,round1_2,5-4-1,moderate,True,104.74207,42.241926,49000000,0.8985,0,1,0,yes,Aymeric Laporte; Richie Laryea; Nuno Mendes; Antonio Rüdiger; Marquinhos; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Bruno Fernandes
ceiling_components_plus_fwd_price_value_cap_moderate,group_stage,3-4-3,moderate,True,129.230625,45.831717,50000000,0.9145,0,3,0,no,Nahuel Molina; Cristian Romero; Richie Laryea; Lautaro Martinez; Jonathan David; Lionel Messi; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Roberto Alvarado
ceiling_components_plus_fwd_price_value_cap_moderate,group_stage,3-5-2,moderate,True,125.835769,45.072573,49000000,0.9217,0,2,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Lautaro Martinez; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Arda Güler; Antonio Nusa
ceiling_components_plus_fwd_price_value_cap_moderate,group_stage,4-3-3,moderate,True,127.988534,45.956138,50000000,0.9307,0,3,0,no,Aymeric Laporte; Nahuel Molina; Richie Laryea; Ricardo Rodriguez; Lautaro Martinez; Jonathan David; Cristiano Ronaldo; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan
ceiling_components_plus_fwd_price_value_cap_moderate,group_stage,4-4-2,moderate,True,125.511073,45.285983,50000000,0.9175,0,2,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Nuno Mendes; Lautaro Martinez; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Arda Güler
ceiling_components_plus_fwd_price_value_cap_moderate,group_stage,4-5-1,moderate,True,120.081471,43.451152,49000000,0.9102,0,1,0,yes,Aymeric Laporte; Nahuel Molina; Cristian Romero; Nuno Mendes; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Arda Güler; Antonio Nusa
ceiling_components_plus_fwd_price_value_cap_moderate,group_stage,5-3-2,moderate,True,124.251405,44.870058,49500000,0.9138,0,2,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Richie Laryea; Nuno Mendes; Lautaro Martinez; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Arda Güler
ceiling_components_plus_fwd_price_value_cap_moderate,group_stage,5-4-1,moderate,True,119.813172,43.293281,48500000,0.9138,0,1,0,yes,Aymeric Laporte; Nahuel Molina; Cristian Romero; Richie Laryea; Nuno Mendes; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Arda Güler
ceiling_components_plus_fwd_price_value_cap_moderate,long_run,3-4-3,moderate,True,72.614609,39.273214,50000000,0.9153,0,3,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Cristiano Ronaldo; Nico Williams; Ferran Torres; Unai Simon; Rodrigo de Paul; Giovani Lo Celso; Elliot Anderson; Aurelien Tchouameni
ceiling_components_plus_fwd_price_value_cap_moderate,long_run,3-5-2,moderate,True,72.09046,37.803224,49500000,0.9144,0,2,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Nico Williams; Ferran Torres; Unai Simon; Morgan Rogers; Rodrigo de Paul; Declan Rice; Giovani Lo Celso; Elliot Anderson
ceiling_components_plus_fwd_price_value_cap_moderate,long_run,4-3-3,moderate,True,72.640207,39.627002,50000000,0.9026,0,3,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; John Stones; Cristiano Ronaldo; Nico Williams; Ferran Torres; Unai Simon; Rodrigo de Paul; Giovani Lo Celso; Aurelien Tchouameni
ceiling_components_plus_fwd_price_value_cap_moderate,long_run,4-4-2,moderate,True,72.270095,37.992313,50000000,0.9176,0,2,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Nicolas Otamendi; Nico Williams; Ferran Torres; Unai Simon; Morgan Rogers; Rodrigo de Paul; Declan Rice; Elliot Anderson
ceiling_components_plus_fwd_price_value_cap_moderate,long_run,4-5-1,moderate,True,71.079439,37.842055,50000000,0.9208,0,1,0,yes,Aymeric Laporte; Nahuel Molina; Cristian Romero; Nicolas Otamendi; Nico Williams; Unai Simon; Morgan Rogers; Rodrigo de Paul; Declan Rice; Joshua Kimmich; Elliot Anderson
ceiling_components_plus_fwd_price_value_cap_moderate,long_run,5-3-2,moderate,True,72.295693,38.346101,50000000,0.9049,0,2,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Nicolas Otamendi; John Stones; Nico Williams; Ferran Torres; Unai Simon; Morgan Rogers; Rodrigo de Paul; Declan Rice
ceiling_components_plus_fwd_price_value_cap_moderate,long_run,5-4-1,moderate,True,71.128813,37.649525,49500000,0.9026,0,1,0,yes,Aymeric Laporte; Nahuel Molina; Cristian Romero; Nicolas Otamendi; Marc Guehi; Nico Williams; Unai Simon; Morgan Rogers; Rodrigo de Paul; Declan Rice; Elliot Anderson
ceiling_components_plus_fwd_price_value_cap_strong,next_round,3-4-3,strong,True,95.891217,44.664826,49500000,0.9109,0,3,0,no,Aymeric Laporte; Antonio Rüdiger; Ricardo Rodriguez; Lautaro Martinez; Marko Arnautovic; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Antonio Nusa; Marcel Sabitzer
ceiling_components_plus_fwd_price_value_cap_strong,next_round,3-5-2,strong,True,93.499467,42.723735,49500000,0.9082,0,2,0,no,Aymeric Laporte; Antonio Rüdiger; Ricardo Rodriguez; Lautaro Martinez; Marko Arnautovic; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Antonio Nusa; Marcel Sabitzer; Scott McTominay
ceiling_components_plus_fwd_price_value_cap_strong,next_round,4-3-3,strong,True,95.047694,44.858003,50000000,0.9151,0,3,0,no,Aymeric Laporte; Antonio Rüdiger; Nahuel Molina; Ricardo Rodriguez; Lautaro Martinez; Marko Arnautovic; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Marcel Sabitzer
ceiling_components_plus_fwd_price_value_cap_strong,next_round,4-4-2,strong,True,92.791307,43.375555,50000000,0.9079,0,2,0,no,Aymeric Laporte; Antonio Rüdiger; Nahuel Molina; Cristian Romero; Lautaro Martinez; Marko Arnautovic; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Antonio Nusa; Marcel Sabitzer
ceiling_components_plus_fwd_price_value_cap_strong,next_round,4-5-1,strong,True,90.384934,42.372189,50000000,0.9059,0,1,0,yes,Aymeric Laporte; Antonio Rüdiger; Nahuel Molina; Cristian Romero; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Antonio Nusa; Marcel Sabitzer; Scott McTominay
ceiling_components_plus_fwd_price_value_cap_strong,next_round,5-3-2,strong,True,91.795724,43.236583,50000000,0.9036,0,2,0,no,Aymeric Laporte; Antonio Rüdiger; Nahuel Molina; Nuno Mendes; Ricardo Rodriguez; Lautaro Martinez; Marko Arnautovic; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Marcel Sabitzer
ceiling_components_plus_fwd_price_value_cap_strong,next_round,5-4-1,strong,True,89.524714,42.691859,50000000,0.8971,0,1,0,yes,Aymeric Laporte; Antonio Rüdiger; Nahuel Molina; Nuno Mendes; Cristian Romero; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Antonio Nusa; Marcel Sabitzer
ceiling_components_plus_fwd_price_value_cap_strong,round1_2,3-4-3,strong,True,114.725574,45.762961,49500000,0.9264,0,3,0,no,Aymeric Laporte; Richie Laryea; Ricardo Rodriguez; Jonathan David; Cristiano Ronaldo; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Antonio Nusa
ceiling_components_plus_fwd_price_value_cap_strong,round1_2,3-5-2,strong,True,111.030277,44.00056,50000000,0.9158,0,2,0,no,Aymeric Laporte; Richie Laryea; Nuno Mendes; Jonathan David; Cristiano Ronaldo; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Antonio Nusa; Bruno Fernandes
ceiling_components_plus_fwd_price_value_cap_strong,round1_2,4-3-3,strong,True,113.847057,45.683889,50000000,0.923,0,3,0,no,Aymeric Laporte; Richie Laryea; Ricardo Rodriguez; Ruben Dias; Jonathan David; Cristiano Ronaldo; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan
ceiling_components_plus_fwd_price_value_cap_strong,round1_2,4-4-2,strong,True,110.317014,44.711991,49000000,0.9101,0,2,0,no,Aymeric Laporte; Richie Laryea; Nuno Mendes; Ruben Dias; Jonathan David; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Arda Güler
ceiling_components_plus_fwd_price_value_cap_strong,round1_2,4-5-1,strong,True,106.043818,42.589283,48500000,0.9073,0,1,0,yes,Aymeric Laporte; Richie Laryea; Nuno Mendes; Antonio Rüdiger; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Arda Güler; Bruno Fernandes
ceiling_components_plus_fwd_price_value_cap_strong,round1_2,5-3-2,strong,True,109.414158,44.303621,49000000,0.9052,0,2,0,no,Aymeric Laporte; Richie Laryea; Nuno Mendes; Ruben Dias; Antonio Rüdiger; Jonathan David; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan
ceiling_components_plus_fwd_price_value_cap_strong,round1_2,5-4-1,strong,True,104.74207,42.241926,49000000,0.8985,0,1,0,yes,Aymeric Laporte; Richie Laryea; Nuno Mendes; Antonio Rüdiger; Marquinhos; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Bruno Fernandes
ceiling_components_plus_fwd_price_value_cap_strong,group_stage,3-4-3,strong,True,129.230625,45.831717,50000000,0.9145,0,3,0,no,Nahuel Molina; Cristian Romero; Richie Laryea; Lautaro Martinez; Jonathan David; Lionel Messi; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Roberto Alvarado
ceiling_components_plus_fwd_price_value_cap_strong,group_stage,3-5-2,strong,True,125.835769,45.072573,49000000,0.9217,0,2,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Lautaro Martinez; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Arda Güler; Antonio Nusa
ceiling_components_plus_fwd_price_value_cap_strong,group_stage,4-3-3,strong,True,127.988534,45.956138,50000000,0.9307,0,3,0,no,Aymeric Laporte; Nahuel Molina; Richie Laryea; Ricardo Rodriguez; Lautaro Martinez; Jonathan David; Cristiano Ronaldo; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan
ceiling_components_plus_fwd_price_value_cap_strong,group_stage,4-4-2,strong,True,125.511073,45.285983,50000000,0.9175,0,2,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Nuno Mendes; Lautaro Martinez; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Arda Güler
ceiling_components_plus_fwd_price_value_cap_strong,group_stage,4-5-1,strong,True,120.081471,43.451152,49000000,0.9102,0,1,0,yes,Aymeric Laporte; Nahuel Molina; Cristian Romero; Nuno Mendes; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Arda Güler; Antonio Nusa
ceiling_components_plus_fwd_price_value_cap_strong,group_stage,5-3-2,strong,True,124.251405,44.870058,49500000,0.9138,0,2,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Richie Laryea; Nuno Mendes; Lautaro Martinez; Jonathan David; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Arda Güler
ceiling_components_plus_fwd_price_value_cap_strong,group_stage,5-4-1,strong,True,119.813172,43.293281,48500000,0.9138,0,1,0,yes,Aymeric Laporte; Nahuel Molina; Cristian Romero; Richie Laryea; Nuno Mendes; Lautaro Martinez; Unai Simon; Kerem Akturkoglu; Oscar Bobb; Tajon Buchanan; Arda Güler
ceiling_components_plus_fwd_price_value_cap_strong,long_run,3-4-3,strong,True,72.414997,39.356148,50000000,0.9103,0,3,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Lautaro Martinez; Nico Williams; Luiz Henrique; Unai Simon; Morgan Rogers; Giovani Lo Celso; Elliot Anderson; Aurelien Tchouameni
ceiling_components_plus_fwd_price_value_cap_strong,long_run,3-5-2,strong,True,71.861856,37.626543,50000000,0.9088,0,2,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Mikel Oyarzabal; Nico Williams; Unai Simon; Rodrigo de Paul; Declan Rice; Giovani Lo Celso; Elliot Anderson; Aurelien Tchouameni
ceiling_components_plus_fwd_price_value_cap_strong,long_run,4-3-3,strong,True,72.497359,39.576003,50000000,0.8903,0,3,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; Marc Guehi; Lautaro Martinez; Nico Williams; Luiz Henrique; Unai Simon; Rodrigo de Paul; Declan Rice; Aurelien Tchouameni
ceiling_components_plus_fwd_price_value_cap_strong,long_run,4-4-2,strong,True,72.169919,38.906223,50000000,0.8941,0,2,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; John Stones; Lautaro Martinez; Nico Williams; Unai Simon; Declan Rice; Giovani Lo Celso; Elliot Anderson; Aurelien Tchouameni
ceiling_components_plus_fwd_price_value_cap_strong,long_run,4-5-1,strong,True,71.079439,37.842055,50000000,0.9208,0,1,0,yes,Aymeric Laporte; Nahuel Molina; Cristian Romero; Nicolas Otamendi; Nico Williams; Unai Simon; Morgan Rogers; Rodrigo de Paul; Declan Rice; Joshua Kimmich; Elliot Anderson
ceiling_components_plus_fwd_price_value_cap_strong,long_run,5-3-2,strong,True,72.047695,39.438181,50000000,0.8833,0,2,0,no,Aymeric Laporte; Nahuel Molina; Cristian Romero; John Stones; Ruben Dias; Lautaro Martinez; Nico Williams; Unai Simon; Declan Rice; Giovani Lo Celso; Aurelien Tchouameni
ceiling_components_plus_fwd_price_value_cap_strong,long_run,5-4-1,strong,True,71.128813,37.649525,49500000,0.9026,0,1,0,yes,Aymeric Laporte; Nahuel Molina; Cristian Romero; Nicolas Otamendi; Marc Guehi; Nico Williams; Unai Simon; Morgan Rogers; Rodrigo de Paul; Declan Rice; Elliot Anderson
