match_id,home,away,kickoff_dk,home_win_odds,draw_odds,away_win_odds,home_clean_sheet_odds,away_clean_sheet_odds,over_2_5_odds,under_2_5_odds,source,odds_fetched_at,odds_fetched_label,home_team_id,away_team_id
45,,,,1.28,6.25,13.0,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,POR,UZB
46,,,,1.36,5.1,10.0,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,ENG,GHA
47,,,,6.75,4.0,1.58,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,PAN,CRO
48,,,,1.49,4.3,8.0,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,COL,COD
50,,,,1.54,4.2,7.0,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,BIH,QAT
49,,,,2.2,3.45,3.65,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,SUI,CAN
52,,,,1.35,5.3,10.5,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,MAR,HAI
51,,,,7.0,4.9,1.44,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,SCO,BRA
54,,,,6.25,4.1,1.6,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,RSA,KOR
53,,,,5.0,3.65,1.8,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,CZE,MEX
55,,,,15.0,6.4,1.25,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,CUW,CIV
56,,,,5.0,3.85,1.76,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,ECU,GER
58,,,,2.15,3.5,3.75,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,JPN,SWE
57,,,,7.0,4.6,1.52,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,TUN,NED
60,,,,2.23,3.35,3.55,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,PAR,AUS
59,,,,2.8,3.75,2.55,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,TUR,USA
61,,,,4.4,3.75,1.87,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,NOR,FRA
62,,,,1.44,4.6,8.5,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,SEN,IRQ
63,,,,2.55,3.35,2.85,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,CPV,KSA
64,,,,5.4,3.95,1.65,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,URU,ESP
66,,,,2.28,3.15,3.7,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,EGY,IRN
65,,,,10.5,5.8,1.32,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,NZL,BEL
67,,,,1.67,3.8,5.6,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,CRO,GHA
68,,,,10.5,5.4,1.32,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,PAN,ENG
70,,,,3.6,3.35,2.16,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,COL,POR
69,,,,2.35,3.25,3.2,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,COD,UZB
71,,,,3.5,3.35,2.23,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,ALG,AUT
72,,,,15.0,7.0,1.21,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,JOR,ARG
