player_id,player_name,team_id,position,price_m,start_prob,cohort,base_ev,old_price_quality_ev,raw_price_quality_ev,appearance_scaled_price_quality_ev,base_capped_price_quality_ev,selected_price_quality_ev,old_optimizer_ev,raw_optimizer_ev,appearance_scaled_optimizer_ev,base_capped_optimizer_ev,selected_optimizer_ev,selected_method
anthony_elanga__swe,Anthony Elanga,SWE,FWD,3.5,0.5704,other,1.688212,2.215515,2.718483,2.215175,2.532318,2.215175,1.925498,2.151834,1.925345,2.06806,1.925345,appearance_scaled_then_base_capped
matt_turner__usa,Matt Turner,USA,GK,3,0.6001,other,2.118117,1.677623,1.956901,1.677623,1.956901,1.677623,2.118117,2.04557,1.919895,2.04557,1.919895,appearance_scaled_then_base_capped
victor_lindel_f__swe,Victor Lindelöf,SWE,DEF,3,0.6262,other,1.566996,2.350494,2.758026,2.467251,2.350494,2.350494,1.566996,2.102959,1.972111,1.91957,1.91957,appearance_scaled_then_base_capped
ronwen_williams__rsa,Ronwen Williams,RSA,GK,3,0.92,cheap_real_starter,1.863842,1.9569,1.956901,1.956901,1.956901,1.956901,1.863842,1.905719,1.905719,1.905719,1.905719,raw_for_likely_starter
guillermo_varela__uru,Guillermo Varela,URU,DEF,3,0.5316,other,1.748218,2.094523,2.758026,2.094524,2.622327,2.094524,1.748218,2.202632,1.904056,2.141567,1.904056,appearance_scaled_then_base_capped
jorge_sanchez__mex,Jorge Sanchez,MEX,DEF,2.5,0.5913,other,2.145646,1.599376,1.893394,1.599377,1.893394,1.599377,2.145646,2.032133,1.899825,2.032133,1.899825,appearance_scaled_then_base_capped
saman_ghoddos__irn,Saman Ghoddos,IRN,MID,2.5,0.861,cheap_real_starter,2.444712,1.231704,1.231704,1.231704,1.231704,1.231704,2.444712,1.898858,1.898858,1.898858,1.898858,raw_for_likely_starter
valentino_livramento__eng,Valentino Livramento,ENG,DEF,3,0.5128,other,1.794955,2.02045,2.758026,2.020451,2.692432,2.020451,1.794955,2.228337,1.896428,2.19882,1.896428,appearance_scaled_then_base_capped
kenan_yildiz__tur,Kenan Yildiz,TUR,MID,4,0.8953,likely_starter,1.242107,2.690405,2.690406,2.690406,1.863161,2.690406,1.242107,1.893842,1.893842,1.521581,1.893842,raw_for_likely_starter
nathan_saliba__can,Nathan Saliba,CAN,MID,3,0.5501,other,2.113118,1.621817,2.063756,1.621817,2.063756,1.621817,2.113118,2.090905,1.892033,2.090905,1.892033,appearance_scaled_then_base_capped
shoja_khalilzadeh__irn,Shojae Khalilzadeh,IRN,DEF,2.5,0.7167,cheap_real_starter,1.888564,1.893393,1.893394,1.893394,1.893394,1.893394,1.890737,1.890738,1.890738,1.890738,1.890738,raw_for_likely_starter
tim_ream__usa,Tim Ream,USA,DEF,2.5,0.5853,other,2.124626,1.583147,1.893394,1.583148,1.893394,1.583148,2.124626,2.020572,1.880961,2.020572,1.880961,appearance_scaled_then_base_capped
amadou_onana__bel,Amadou Onana,BEL,MID,3,0.6415,other,1.834515,1.891284,2.063756,1.891285,2.063756,1.891285,1.860061,1.937673,1.860062,1.937673,1.860062,appearance_scaled_then_base_capped
robin_hranac__cze,Robin Hranac,CZE,DEF,2.5,0.8244,cheap_real_starter,1.832316,1.893393,1.893394,1.893394,1.893394,1.893394,1.859801,1.859801,1.859801,1.859801,1.859801,raw_for_likely_starter
mahmoud_trezeguet__egy,Mahmoud Trezeguet,EGY,MID,3,0.92,cheap_real_starter,1.668434,2.063755,2.063756,2.063756,2.063756,2.063756,1.846329,1.846329,1.846329,1.846329,1.846329,raw_for_likely_starter
zineddine_belaid__alg,Zineddine Belaid,ALG,DEF,2.5,0.7139,cheap_real_starter,1.806961,1.893393,1.893394,1.893394,1.893394,1.893394,1.845855,1.845856,1.845856,1.845856,1.845856,raw_for_likely_starter
david_raum__ger,David Raum,GER,DEF,4.5,0.3799,other,1.779507,1.915934,3.530283,1.915935,2.669261,1.915935,1.840899,2.567356,1.8409,2.179896,1.8409,appearance_scaled_then_base_capped
rodrigo_de_paul__arg,Rodrigo de Paul,ARG,MID,4.5,0.4556,other,1.845862,1.82811,2.808773,1.82811,2.768793,1.82811,1.845862,2.279172,1.837874,2.261181,1.837874,appearance_scaled_then_base_capped
jhon_arias__col,Jhon Arias,COL,MID,3,0.6681,other,1.717277,1.969707,2.063756,1.969708,2.063756,1.969708,1.717277,1.873193,1.830871,1.873193,1.830871,appearance_scaled_then_base_capped
junya_ito__jpn,Junya Ito,JPN,MID,3.5,0.5583,other,1.693554,1.998628,2.505892,1.998628,2.505892,1.998628,1.830837,2.059106,1.830837,2.059106,1.830837,appearance_scaled_then_base_capped
diney_borges__cpv,Diney Borges,CPV,DEF,3,0.7912,cheap_real_starter,1.061043,2.758025,2.758026,2.758026,1.591565,2.758026,1.061043,1.824685,1.824685,1.299778,1.824685,raw_for_likely_starter
alejandro_alex_grimaldo__esp,Alejandro 'Alex' Grimaldo,ESP,DEF,4,0.3837,other,1.794886,1.858134,3.389873,1.858135,2.692329,1.858135,1.823348,2.51263,1.823348,2.198735,1.823348,appearance_scaled_then_base_capped
torbjorn_heggem__nor,Torbjørn Heggem,NOR,DEF,2.5,0.6376,other,1.899658,1.724611,1.893394,1.724611,1.893394,1.724611,1.820887,1.896839,1.820887,1.896839,1.820887,appearance_scaled_then_base_capped
ismael_d_az__pan,Ismael Diaz,PAN,FWD,2.5,0.5482,other,2.470871,1.024705,1.308276,1.024567,1.308276,1.024567,2.470871,1.947703,1.820034,1.947703,1.820034,appearance_scaled_then_base_capped
marwan_ateya__egy,Marwan Ateya,EGY,MID,3,0.8808,cheap_real_starter,1.611653,2.063755,2.063756,2.063756,2.063756,2.063756,1.815099,1.815099,1.815099,1.815099,1.815099,raw_for_likely_starter
nathaniel_brown__ger,Nathaniel Brown,GER,DEF,2.5,0.5469,other,2.081865,1.479281,1.893394,1.479281,1.893394,1.479281,2.081865,1.997053,1.810702,1.997053,1.810702,appearance_scaled_then_base_capped
jhon_lucum__col,Jhon Lucumi,COL,DEF,3.5,0.3873,other,1.837517,1.76517,3.190342,1.765171,2.756276,1.765171,1.837517,2.446288,1.804961,2.250959,1.804961,appearance_scaled_then_base_capped
hannibal_mejbri__tun,Hannibal Mejbri,TUN,MID,3,0.8059,cheap_real_starter,1.584112,2.063755,2.063756,2.063756,2.063756,2.063756,1.584112,1.799952,1.799952,1.799952,1.799952,raw_for_likely_starter
arthur_masuaku__cod,Arthur Masuaku,COD,DEF,2.5,0.8659,cheap_real_starter,1.711862,1.893393,1.893394,1.893394,1.893394,1.893394,1.711862,1.793551,1.793551,1.793551,1.793551,raw_for_likely_starter
orkun_k_k__tur,Orkun Kökcü,TUR,MID,3,0.6183,other,1.764166,1.822886,2.063756,1.822886,2.063756,1.822886,1.79059,1.898982,1.79059,1.898982,1.79059,appearance_scaled_then_base_capped
mohamed_toure__aus,Mohamed Toure,AUS,FWD,3,0.752,cheap_real_starter,1.507603,2.13181,2.131493,2.131493,2.131493,2.131493,1.788496,1.788353,1.788353,1.788353,1.788353,raw_for_likely_starter
zizo__egy,Ahmed Zizo,EGY,MID,3,0.7866,cheap_real_starter,1.557734,2.063755,2.063756,2.063756,2.063756,2.063756,1.785444,1.785444,1.785444,1.785444,1.785444,raw_for_likely_starter
ivan_unji__bih,Ivan Sunjic,BIH,MID,3,0.9043,cheap_real_starter,1.551447,2.063755,2.063756,2.063756,2.063756,2.063756,1.781986,1.781986,1.781986,1.781986,1.781986,raw_for_likely_starter
tsuyoshi_watanabe__jpn,Tsuyoshi Watanabe,JPN,DEF,3,0.5416,other,1.475661,2.133923,2.758026,2.133924,2.213491,2.133924,1.475661,2.052725,1.771879,1.807685,1.771879,appearance_scaled_then_base_capped
ryan_gravenberch__ned,Ryan Gravenberch,NED,MID,3.5,0.566,other,1.557977,2.026192,2.505892,2.026193,2.336965,2.026193,1.768674,1.984539,1.768674,1.908522,1.768674,appearance_scaled_then_base_capped
yan_diomande__civ,Yan Diomande,CIV,FWD,3,0.9123,cheap_real_starter,1.467515,2.13181,2.131493,2.131493,2.131493,2.131493,1.766448,1.766305,1.766305,1.766305,1.766305,raw_for_likely_starter
bruno_guimaraes__bra,Bruno Guimaraes,BRA,MID,4.5,0.8763,likely_starter,0.907478,2.808772,2.808773,2.808773,1.361217,2.808773,0.907478,1.763061,1.763061,1.111661,1.763061,raw_for_likely_starter
diogo_dalot__por,Diogo Dalot,POR,DEF,4,0.3742,other,1.71723,1.812129,3.389873,1.812129,2.575845,1.812129,1.71723,2.469919,1.759935,2.103607,1.759935,appearance_scaled_then_base_capped
antonee_robinson__usa,Antonee Robinson,USA,DEF,2,0.8279,cheap_real_starter,2.37484,0.999201,0.999201,0.999201,0.999201,0.999201,2.37484,1.755802,1.755802,1.755802,1.755802,raw_for_likely_starter
lukas_provod__cze,Lukas Provod,CZE,MID,3,0.8588,cheap_real_starter,1.501615,2.063755,2.063756,2.063756,2.063756,2.063756,1.754578,1.754578,1.754578,1.754578,1.754578,raw_for_likely_starter
pedro_vite__ecu,Pedro Vite,ECU,MID,2.5,0.8218,cheap_real_starter,2.169531,1.231704,1.231704,1.231704,1.231704,1.231704,2.169531,1.747509,1.747509,1.747509,1.747509,raw_for_likely_starter
david_cabezas__ecu,David Cabezas,ECU,GK,2.5,0.6671,other,2.542545,0.769374,0.807319,0.769375,0.807319,0.769375,2.542545,1.761693,1.744619,1.761693,1.744619,appearance_scaled_then_base_capped
chancel_mbemba__cod,Chancel Mbemba,COD,DEF,2.5,0.8936,cheap_real_starter,1.62153,1.893393,1.893394,1.893394,1.893394,1.893394,1.62153,1.743869,1.743869,1.743869,1.743869,raw_for_likely_starter
esmir_bajraktarevic__bih,Esmir Bajraktarevic,BIH,MID,3,0.7977,cheap_real_starter,1.479252,2.063755,2.063756,2.063756,2.063756,2.063756,1.479252,1.742279,1.742279,1.742279,1.742279,raw_for_likely_starter
idrissa_gana_gueye__sen,Idrissa Gana Gueye,SEN,MID,3,0.6527,other,1.589969,1.924305,2.063756,1.924305,2.063756,1.924305,1.589969,1.803173,1.74042,1.803173,1.74042,appearance_scaled_then_base_capped
alessandro_circati__aus,Alessandro Circati,AUS,DEF,2.5,0.8526,cheap_real_starter,1.597574,1.893393,1.893394,1.893394,1.893394,1.893394,1.597574,1.730693,1.730693,1.730693,1.730693,raw_for_likely_starter
pau_cubars__esp,Pau Cubarsi,ESP,DEF,4,0.307,other,1.927386,1.486701,3.389873,1.486701,2.891079,1.486701,1.729078,2.585505,1.729078,2.361048,1.729078,appearance_scaled_then_base_capped
samuel_moutoussamy__cod,Samuel Moutoussamy,COD,MID,3,0.8883,cheap_real_starter,1.429305,2.063755,2.063756,2.063756,2.063756,2.063756,1.429305,1.714808,1.714808,1.714808,1.714808,raw_for_likely_starter
thomas_meunier__bel,Thomas Meunier,BEL,DEF,3.5,0.385,other,1.671801,1.754688,3.190342,1.754688,2.507701,1.754688,1.7091,2.355144,1.7091,2.047956,1.7091,appearance_scaled_then_base_capped
caleb_yirenkyi__gha,Caleb Yirenkyi,GHA,DEF,3,0.6441,other,1.393739,2.090604,2.758026,2.537778,2.090609,2.090609,1.393739,2.007668,1.908557,1.707331,1.707331,appearance_scaled_then_base_capped
j_rgen_strand_larsen__nor,Jørgen Strand Larsen,NOR,FWD,3,0.5147,other,1.81895,1.567489,2.131493,1.567256,2.131493,1.567256,1.705793,1.959594,1.705688,1.959594,1.705688,appearance_scaled_then_base_capped
yan_valery__tun,Yan Valery,TUN,DEF,2.5,0.7876,cheap_real_starter,1.543835,1.893393,1.893394,1.893394,1.893394,1.893394,1.543835,1.701137,1.701137,1.701137,1.701137,raw_for_likely_starter
gon_alo_in_cio__por,Goncalo Inacio,POR,DEF,4,0.3694,other,1.625302,1.788884,3.389873,1.788884,2.437953,1.788884,1.625302,2.419359,1.698914,1.990995,1.698914,appearance_scaled_then_base_capped
joel_waterman__can,Joel Waterman,CAN,DEF,2.5,0.5212,other,1.925495,1.409766,1.893394,1.409767,1.893394,1.409767,1.925495,1.91105,1.693417,1.91105,1.693417,appearance_scaled_then_base_capped
nathan_ngoy__bel,Nathan Ngoy,BEL,DEF,2,0.6294,other,2.328241,0.898424,0.999201,0.898424,0.999201,0.898424,1.684823,1.730173,1.684823,1.730173,1.684823,appearance_scaled_then_base_capped
guela_doue__civ,Guela Doue,CIV,DEF,3,0.6,other,1.372706,2.059059,2.758026,2.364022,2.059059,2.059059,1.681565,1.9961,1.818798,1.681565,1.681565,appearance_scaled_then_base_capped
hossein_abarghouei__irn,Hossein Abarghouei,IRN,DEF,2,0.8777,cheap_real_starter,2.238867,0.999201,0.999201,0.999201,0.999201,0.999201,1.681017,1.681017,1.681017,1.681017,1.681017,raw_for_likely_starter
abdoulaye_seck__sen,Abdoulaye Seck,SEN,DEF,3,0.523,other,1.368654,2.052981,2.758026,2.060639,2.052981,2.052981,1.676601,1.993871,1.680047,1.676601,1.676601,appearance_scaled_then_base_capped
john_souttar__sco,John Souttar,SCO,DEF,2.5,0.5762,other,1.770054,1.558533,1.893394,1.558533,1.893394,1.558533,1.770054,1.825557,1.67487,1.825557,1.67487,appearance_scaled_then_base_capped
saeid_ezatolahi__irn,Saeid Ezatolahi,IRN,MID,2.5,0.8138,cheap_real_starter,2.033242,1.231704,1.231704,1.231704,1.231704,1.231704,2.033242,1.67255,1.67255,1.67255,1.67255,raw_for_likely_starter
fernando_muslera__uru,Fernando Muslera,URU,GK,4,0.3724,other,1.598336,1.757261,3.303122,1.757261,2.397504,1.757261,1.669852,2.36549,1.669852,1.957962,1.669852,appearance_scaled_then_base_capped
connor_metcalfe__aus,Connor Metcalfe,AUS,MID,3,0.8821,cheap_real_starter,1.345695,2.063755,2.063756,2.063756,2.018543,2.063756,1.345695,1.668822,1.668822,1.648477,1.668822,raw_for_likely_starter
alex_baena__esp,Alex Baena,ESP,MID,3.5,0.5193,other,1.505341,1.859014,2.505892,1.859014,2.258012,1.859014,1.664494,1.955589,1.664494,1.844043,1.664494,appearance_scaled_then_base_capped
danley_jean_jacques__hai,Danley Jean Jacques,HAI,MID,3,0.9122,cheap_real_starter,1.323567,2.063755,2.063756,2.063756,1.985351,2.063756,1.323567,1.656652,1.656652,1.62137,1.656652,raw_for_likely_starter
tyler_bindon__nzl,Tyler Bindon,NZL,DEF,2.5,0.8981,cheap_real_starter,1.454576,1.893393,1.893394,1.893394,1.893394,1.893394,1.652044,1.652044,1.652044,1.652044,1.652044,raw_for_likely_starter
juninho_bacuna__cuw,Juninho Bacuna,CUW,MID,3,0.9345,cheap_real_starter,1.306621,2.063755,2.063756,2.063756,1.959931,2.063756,1.306621,1.647332,1.647332,1.600611,1.647332,raw_for_likely_starter
hussein_ali__irq,Hussein Ali,IRQ,DEF,3,0.8275,cheap_real_starter,0.736583,2.758025,2.758026,2.758026,1.104874,2.758026,0.736583,1.646232,1.646232,0.902314,1.646232,raw_for_likely_starter
alexander_isak__swe,Alexander Isak,SWE,FWD,5,0.395,other,1.355586,1.998845,3.5417,1.998531,2.033379,1.998531,1.645053,2.339337,1.644911,1.660593,1.644911,appearance_scaled_then_base_capped
luka_vuskovic__cro,Luka Vuskovic,CRO,DEF,2,0.7872,cheap_real_starter,2.172353,0.999201,0.999201,0.999201,0.999201,0.999201,2.172353,1.644435,1.644435,1.644435,1.644435,raw_for_likely_starter
evan_n_dicka__civ,Evan N'Dicka,CIV,DEF,2.5,0.6561,other,1.536721,1.77465,1.893394,1.774651,1.893394,1.774651,1.643789,1.697224,1.64379,1.697224,1.64379,appearance_scaled_then_base_capped
maximilian_w_ber__aut,Maximilian Wöber,AUT,DEF,2.5,0.5612,other,1.745108,1.51796,1.893394,1.517961,1.893394,1.517961,1.642891,1.811837,1.642892,1.811837,1.642892,appearance_scaled_then_base_capped
amirhossein_hosseinzadeh__irn,Amirhossein Hosseinzadeh,IRN,FWD,3,0.539,other,1.639682,1.641494,2.131493,1.64125,2.131493,1.64125,1.639682,1.860997,1.640388,1.860997,1.640388,appearance_scaled_then_base_capped
andreas_schjelderup__nor,Andreas Schjelderup,NOR,MID,3.5,0.3333,other,1.986757,1.193162,2.505892,1.193163,2.505892,1.193163,1.986757,2.220368,1.62964,2.220368,1.62964,appearance_scaled_then_base_capped
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,3,0.652,other,1.329314,1.993965,2.758026,2.568904,1.993971,1.993971,1.329314,1.972234,1.887129,1.62841,1.62841,appearance_scaled_then_base_capped
willer_ditta__col,Willer Ditta,COL,DEF,2.5,0.5257,other,1.79455,1.421938,1.893394,1.421939,1.893394,1.421939,1.79455,1.83903,1.626875,1.83903,1.626875,appearance_scaled_then_base_capped
milad_mohammadi__irn,Milad Mohammadi,IRN,DEF,2.5,0.6102,other,1.60582,1.650498,1.893394,1.650498,1.893394,1.650498,1.60582,1.735228,1.625925,1.735228,1.625925,appearance_scaled_then_base_capped
sead_kolasinac__bih,Sead Kolasinac,BIH,DEF,2.5,0.645,other,1.522429,1.744626,1.893394,1.744627,1.893394,1.744627,1.622418,1.689363,1.622418,1.689363,1.622418,appearance_scaled_then_base_capped
tim_payne__nzl,Tim Payne,NZL,DEF,2.5,0.853,cheap_real_starter,1.395623,1.893393,1.893394,1.893394,1.893394,1.893394,1.395623,1.61962,1.61962,1.61962,1.61962,raw_for_likely_starter
ben_doak__sco,Ben Doak,SCO,MID,3,0.8408,cheap_real_starter,1.240509,2.063755,2.063756,2.063756,1.860763,2.063756,1.61097,1.61097,1.61097,1.519623,1.61097,raw_for_likely_starter
david_alaba__aut,David Alaba,AUT,DEF,3,0.4441,other,1.486607,1.74977,2.758026,1.749771,2.22991,1.749771,1.60503,2.058746,1.605031,1.821093,1.605031,appearance_scaled_then_base_capped
tae_seok_lee__kor,Tae-Seok Lee,KOR,DEF,2.5,0.6257,other,1.527174,1.692423,1.893394,1.692423,1.893394,1.692423,1.527174,1.691973,1.601536,1.691973,1.601536,appearance_scaled_then_base_capped
noni_madueke__eng,Noni Madueke,ENG,FWD,3.5,0.38,other,1.702986,1.475974,2.718483,1.475748,2.554479,1.475748,1.600831,2.15996,1.600729,2.086158,1.600729,appearance_scaled_then_base_capped
liberato_cacace__nzl,Liberato Cacace,NZL,DEF,2.5,0.8505,cheap_real_starter,1.353454,1.893393,1.893394,1.893394,1.893394,1.893394,1.353454,1.596427,1.596427,1.596427,1.596427,raw_for_likely_starter
ayoub_el_kaabi__mar,Ayoub El Kaabi,MAR,FWD,3.5,0.3446,other,1.80623,1.338475,2.718483,1.33827,2.709345,1.33827,1.80623,2.216744,1.595648,2.212632,1.595648,appearance_scaled_then_base_capped
federico_valverde__uru,Federico Valverde,URU,MID,5.5,0.8894,likely_starter,0.488633,2.941065,2.941066,2.941066,0.732949,2.941066,0.488633,1.592228,1.592228,0.598575,1.592228,raw_for_likely_starter
chris_wood__nzl,Chris Wood,NZL,FWD,3.5,0.6261,other,1.298039,1.947055,2.718483,2.431489,1.947058,1.947058,1.298039,1.937239,1.808092,1.590098,1.590098,appearance_scaled_then_base_capped
ryan_christie__sco,Ryan Christie,SCO,MID,2.5,0.6346,other,1.977027,1.116628,1.231704,1.116628,1.231704,1.116628,1.977027,1.641632,1.589847,1.641632,1.589847,appearance_scaled_then_base_capped
rustam_ashurmatov__uzb,Rustam Ashurmatov,UZB,DEF,2.5,0.8433,cheap_real_starter,1.337711,1.893393,1.893394,1.893394,1.893394,1.893394,1.587768,1.587768,1.587768,1.587768,1.587768,raw_for_likely_starter
abdulelah_al_amri__ksa,Abdulelah Al-Amri,KSA,DEF,2.5,0.789,cheap_real_starter,1.337361,1.893393,1.893394,1.893394,1.893394,1.893394,1.337361,1.587576,1.587576,1.587576,1.587576,raw_for_likely_starter
yoane_wissa__cod,Yoane Wissa,COD,FWD,3.5,0.8342,likely_starter,0.661491,2.7189,2.718483,2.718483,0.992237,2.718483,0.661491,1.587137,1.587137,0.810327,1.587137,raw_for_likely_starter
i_smail_y_ksek__tur,Ismail Yüksek,TUR,MID,2.5,0.6176,other,1.986115,1.086715,1.231704,1.086715,1.231704,1.086715,1.986115,1.64663,1.581385,1.64663,1.581385,appearance_scaled_then_base_capped
hakan_calhanoglu__tur,Hakan Calhanoglu,TUR,MID,4,0.7024,likely_starter,0.671146,2.690405,2.690406,2.690406,1.006719,2.690406,0.671146,1.579813,1.579813,0.822154,1.579813,raw_for_likely_starter
aubrey_modiba__rsa,Aubrey Modiba,RSA,DEF,3,0.6023,other,1.289602,1.934398,2.758026,2.373084,1.934403,1.934403,1.289602,1.950393,1.777169,1.579762,1.579762,appearance_scaled_then_base_capped
michael_amir_murillo__pan,Michael Amir Murillo,PAN,DEF,2.5,0.6507,other,1.430397,1.760044,1.893394,1.760045,1.893394,1.760045,1.430397,1.638746,1.578739,1.638746,1.578739,appearance_scaled_then_base_capped
yasser_ibrahim__egy,Yasser Ibrahim,EGY,DEF,2.5,0.5221,other,1.711866,1.412201,1.893394,1.412201,1.893394,1.412201,1.711866,1.793554,1.577017,1.793554,1.577017,appearance_scaled_then_base_capped
scott_mckenna__sco,Scott McKenna,SCO,DEF,2.5,0.5867,other,1.566647,1.586934,1.893394,1.586934,1.893394,1.586934,1.566647,1.713683,1.575776,1.713683,1.575776,appearance_scaled_then_base_capped
mat_as_vi_a__uru,Matias Viña,URU,DEF,4,0.3713,other,1.388329,1.798085,3.389873,1.798085,2.082493,1.798085,1.572719,2.289024,1.572719,1.700703,1.572719,appearance_scaled_then_base_capped
finn_surman__nzl,Finn Surman,NZL,DEF,2,0.8782,cheap_real_starter,2.035688,0.999201,0.999201,0.999201,0.999201,0.999201,2.035688,1.569269,1.569269,1.569269,1.569269,raw_for_likely_starter
anass_salah_eddine__mar,Anass Salah-Eddine,MAR,DEF,2.5,0.5353,other,1.663,1.447905,1.893394,1.447905,1.893394,1.447905,1.663,1.766677,1.566207,1.766677,1.566207,appearance_scaled_then_base_capped
ghislain_konan__civ,Ghislain Konan,CIV,DEF,2.5,0.6295,other,1.453198,1.702701,1.893394,1.702702,1.893394,1.702702,1.565474,1.651286,1.565475,1.651286,1.565475,appearance_scaled_then_base_capped
lee_kang_in__kor,Kang-In Lee,KOR,MID,5,0.3947,other,1.512423,1.628895,2.888845,1.628896,2.268635,1.628896,1.512423,2.131813,1.564836,1.852718,1.564836,appearance_scaled_then_base_capped
nathan_ak__ned,Nathan Ake,NED,DEF,3.5,0.3831,other,1.415991,1.746028,3.190342,1.746029,2.123986,1.746029,1.415991,2.214449,1.564508,1.734589,1.564508,appearance_scaled_then_base_capped
hossein_kanaani__irn,Hossein Kanaani,IRN,DEF,2.5,0.6257,other,1.456263,1.692423,1.893394,1.692423,1.893394,1.692423,1.456263,1.652972,1.562535,1.652972,1.562535,appearance_scaled_then_base_capped
takehiro_tomiyasu__jpn,Takehiro Tomiyasu,JPN,DEF,2,0.8016,cheap_real_starter,2.018135,0.999201,0.999201,0.999201,0.999201,0.999201,2.018135,1.559615,1.559615,1.559615,1.559615,raw_for_likely_starter
charles_de_ketelaere__bel,Charles De Ketelaere,BEL,FWD,6,0.5463,premium,1.264254,1.89638,3.806561,2.970749,1.896381,1.896381,1.264254,2.408292,2.032177,1.548711,1.548711,appearance_scaled_then_base_capped
jo_o_f_lix__por,João Felix,POR,FWD,4.5,0.334,other,1.493684,1.608175,3.369898,1.607923,2.240526,1.607923,1.493684,2.33798,1.545092,1.829763,1.545092,appearance_scaled_then_base_capped
ozan_kabak__tur,Ozan Kabak,TUR,DEF,2.5,0.5599,other,1.567559,1.514444,1.893394,1.514444,1.893394,1.514444,1.543657,1.714185,1.543657,1.714185,1.543657,appearance_scaled_then_base_capped
lucas_digne__fra,Lucas Digne,FRA,DEF,3.5,0.3167,other,1.62247,1.443401,3.190342,1.443402,2.433705,1.443402,1.62247,2.328012,1.541889,1.987526,1.541889,appearance_scaled_then_base_capped
marcus_rashford__eng,Marcus Rashford,ENG,FWD,5.5,0.3045,other,1.484611,1.603171,3.684868,1.602918,2.226916,1.602918,1.484611,2.474727,1.537849,1.818648,1.537849,appearance_scaled_then_base_capped
fidel_escobar__pan,Fidel Escobar,PAN,DEF,2.5,0.6631,other,1.326855,1.793584,1.893394,1.793585,1.893394,1.793585,1.326855,1.581798,1.536884,1.581798,1.536884,appearance_scaled_then_base_capped
stepan_chaloupek__cze,Stepan Chaloupek,CZE,DEF,2,0.8822,cheap_real_starter,1.968047,0.999201,0.999201,0.999201,0.999201,0.999201,1.532066,1.532066,1.532066,1.532066,1.532066,raw_for_likely_starter
thomas_partey__gha,Thomas Partey,GHA,MID,3,0.8558,cheap_real_starter,1.087897,2.063755,2.063756,2.063756,1.631845,2.063756,1.087897,1.527034,1.527034,1.332674,1.527034,raw_for_likely_starter
mohamed_kanno__ksa,Mohamed Kanno,KSA,MID,3,0.8439,cheap_real_starter,1.082841,2.063755,2.063756,2.063756,1.624261,2.063756,1.082841,1.524253,1.524253,1.32648,1.524253,raw_for_likely_starter
ahmed_fatouh__egy,Ahmed Fatouh,EGY,DEF,2.5,0.5701,other,1.506722,1.542033,1.893394,1.542034,1.893394,1.542034,1.506722,1.680724,1.522612,1.680724,1.522612,appearance_scaled_then_base_capped
lucas_hern_ndez__fra,Lucas Hernandez,FRA,DEF,3,0.3451,other,1.649906,1.359706,2.758026,1.359707,2.474859,1.359707,1.519316,2.14856,1.519316,2.021135,1.519316,appearance_scaled_then_base_capped
teboho_mokoena__rsa,Teboho Mokoena,RSA,MID,3.5,0.6667,other,1.234039,1.851052,2.505892,2.386684,1.851059,1.851059,1.234039,1.806373,1.752729,1.511698,1.511698,appearance_scaled_then_base_capped
theo_bongonda__cod,Theo Bongonda,COD,MID,3,0.622,other,1.247943,1.833794,2.063756,1.833795,1.871914,1.833795,1.247943,1.615059,1.511576,1.52873,1.511576,appearance_scaled_then_base_capped
han_beom_lee__kor,Han-beom Lee,KOR,DEF,2,0.8168,cheap_real_starter,1.924282,0.999201,0.999201,0.999201,0.999201,0.999201,1.507995,1.507996,1.507996,1.507996,1.507996,raw_for_likely_starter
nawaf_al_boushal__ksa,Nawaf Al-Boushal,KSA,DEF,2.5,0.7982,cheap_real_starter,1.185288,1.893393,1.893394,1.893394,1.777932,1.893394,1.503935,1.503936,1.503936,1.451978,1.503936,raw_for_likely_starter
ryan_mendes_da_graca__cpv,Ryan Mendes Da Graça,CPV,FWD,3,0.8829,cheap_real_starter,0.981199,2.13181,2.131493,2.131493,1.471798,2.131493,0.981199,1.498831,1.498831,1.201969,1.498831,raw_for_likely_starter
emam_ashour__egy,Emam Ashour,EGY,MID,2.5,0.784,cheap_real_starter,1.714016,1.231704,1.231704,1.231704,1.231704,1.231704,1.714016,1.496976,1.496976,1.496976,1.496976,raw_for_likely_starter
martin_caceres__uru,Martin Caceres,URU,DEF,3,0.4085,other,1.404749,1.609505,2.758026,1.609505,2.107124,1.609505,1.496889,2.013724,1.496889,1.720818,1.496889,appearance_scaled_then_base_capped
aaron_wan_bissaka__cod,Aaron Wan-Bissaka,COD,DEF,3,0.655,other,1.221941,1.83291,2.758026,2.580724,1.832911,1.832911,1.221941,1.913179,1.833393,1.496878,1.496878,appearance_scaled_then_base_capped
tani_oluwaseyi__can,Tani Oluwaseyi,CAN,FWD,2.5,0.3513,other,2.177549,0.656656,1.308276,0.656568,1.308276,0.656568,2.177549,1.786376,1.493108,1.786376,1.493108,appearance_scaled_then_base_capped
aziz_g_aniyev__uzb,Aziz Ganiev,UZB,MID,2.5,0.7351,cheap_real_starter,1.702721,1.231704,1.231704,1.231704,1.231704,1.231704,1.490763,1.490763,1.490763,1.490763,1.490763,raw_for_likely_starter
