player_id,player_name,team_id,position,start_security,start_probability_pct,start_status,minutes_def_used,starts_def_used,nineties_def_used,min_pct_def_used,starts_per_ninety_used,base_start_score,start_reliability,minute_share_pf_used,starter_proxy_pf_used,merge_key,minute_share_pf,starter_proxy_pf
,İrfan Kahveci,TURKEY,,0.4708,47,mest backup,76.0,1.0,0.8,42.2,1.0,0.5519,0.2044,,,i̇rfan kahveci||turkey,,
,Eren Elmalı,TURKEY,,0.4702,47,mest backup,75.0,1.0,0.8,41.7,1.0,0.5492,0.2033,,,eren elmalı||turkey,,
,Oğuz Aydın,TURKEY,,0.4617,46,mest backup,65.0,1.0,0.7,36.1,1.0,0.5159,0.1772,,,oğuz aydın||turkey,,
,Altay Bayındır,TURKEY,,0.45,45,mest backup,,0.0,,,,,0.0,,,altay bayındır||turkey,,
,Muhammed Şengezer,TURKEY,,0.45,45,mest backup,,0.0,,,,,0.0,,,muhammed şengezer||turkey,,
,Okay Yokuşlu,TURKEY,,0.45,45,mest backup,,0.0,,,,,0.0,,,okay yokuşlu||turkey,,
,Samet Akaydın,TURKEY,,0.45,45,mest backup,,0.0,,,,,0.0,,,samet akaydın||turkey,,
,Yasin Özcan,TURKEY,,0.45,45,mest backup,45.0,1.0,0.5,25.0,1.0,0.45,0.125,,,yasin özcan||turkey,,
,Ahmed Kutucu,TURKEY,,0.4407,44,mest backup,6.0,0.0,0.1,3.3,0.0,0.0208,0.0217,,,ahmed kutucu||turkey,,
,Can Uzun,TURKEY,,0.4403,44,mest backup,7.0,0.0,0.1,3.9,0.0,0.0241,0.0228,,,can uzun||turkey,,
,Demir Ege Tıknaz,TURKEY,,0.4317,43,mest backup,14.0,0.0,0.2,7.8,0.0,0.0481,0.0456,,,demir ege tıknaz||turkey,,
,Deniz Gül,TURKEY,,0.4317,43,mest backup,14.0,0.0,0.2,7.8,0.0,0.0481,0.0456,,,deniz gül||turkey,,
,Yusuf Akçiçek,TURKEY,,0.4314,43,mest backup,15.0,0.0,0.2,8.3,0.0,0.0508,0.0467,,,yusuf akçiçek||turkey,,
,Barış Alper Yılmaz,TURKEY,,0.4095,41,mest backup,54.0,0.0,0.6,30.0,0.0,0.18,0.15,,,barış alper yılmaz||turkey,,
,Mustafa Eskihellaç,TURKEY,,0.4072,41,mest backup,60.0,0.0,0.7,33.3,0.0,0.2008,0.1717,,,mustafa eskihellaç||turkey,,
,Rodrigo Zalazar,URUGUAY,,0.6297,63,rotation/usikker,225.0,3.0,2.5,62.5,1.0,0.7375,0.625,,,rodrigo zalazar||uruguay,,
,Emiliano Martínez,URUGUAY,,0.6239,62,rotation/usikker,249.0,2.0,2.8,69.2,0.714,0.6996,0.6967,,,emiliano martínez||uruguay,,
,Facundo Torres,URUGUAY,,0.5631,56,rotation/usikker,197.0,2.0,2.2,54.7,0.909,0.656,0.5489,,,facundo torres||uruguay,,
,Cristopher Fiermarin,URUGUAY,,0.55,55,rotation/usikker,180.0,2.0,2.0,50.0,1.0,0.65,0.5,,,cristopher fiermarin||uruguay,,
,Federico Viñas,URUGUAY,,0.55,55,rotation/usikker,180.0,2.0,2.0,50.0,1.0,0.65,0.5,,,federico viñas||uruguay,,
,Juan Manuel Sanabria,URUGUAY,,0.55,55,rotation/usikker,180.0,3.0,2.0,50.0,1.0,0.65,0.5,,,juan manuel sanabria||uruguay,,
,Marcelo Saracchi,URUGUAY,,0.55,55,rotation/usikker,180.0,2.0,2.0,50.0,1.0,0.65,0.5,,,marcelo saracchi||uruguay,,
,Mathías Olivera,URUGUAY,,0.55,55,rotation/usikker,180.0,2.0,2.0,50.0,1.0,0.65,0.5,,,mathías olivera||uruguay,,
,Rodrigo Bentancur,URUGUAY,,0.5127,51,mest backup,153.0,2.0,1.7,42.5,1.0,0.5975,0.425,,,rodrigo bentancur||uruguay,,
,José Luis Rodríguez Bebanz,URUGUAY,,0.4922,49,mest backup,135.0,2.0,1.5,37.5,1.0,0.5625,0.375,,,josé luis rodríguez bebanz||uruguay,,
,Nicolas Marichal,URUGUAY,,0.4922,49,mest backup,135.0,2.0,1.5,37.5,1.0,0.5625,0.375,,,nicolas marichal||uruguay,,
,Nicolas Fonseca,URUGUAY,,0.4575,46,mest backup,93.0,1.0,1.0,25.8,1.0,0.4797,0.2533,,,nicolas fonseca||uruguay,,
,Franco Israel,URUGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,franco israel||uruguay,,
,Guillermo Varela,URUGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,guillermo varela||uruguay,,
,José María Giménez,URUGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,josé maría giménez||uruguay,,
,Kevin Amaro,URUGUAY,,0.4562,46,mest backup,90.0,2.0,1.0,25.0,1.0,0.475,0.25,,,kevin amaro||uruguay,,
,Luciano Rodríguez,URUGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,luciano rodríguez||uruguay,,
,Manuel Ugarte,URUGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,manuel ugarte||uruguay,,
,Ronald Araújo,URUGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,ronald araújo||uruguay,,
,Santiago Mele,URUGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,santiago mele||uruguay,,
,Santiago Mouriño,URUGUAY,,0.4562,46,mest backup,90.0,1.0,1.0,25.0,1.0,0.475,0.25,,,santiago mouriño||uruguay,,
,Maximiliano Araújo,URUGUAY,,0.455,46,mest backup,87.0,1.0,1.0,24.2,1.0,0.4703,0.2467,,,maximiliano araújo||uruguay,,
,Ignacio Laquintana,URUGUAY,,0.4547,45,mest backup,135.0,1.0,1.5,37.5,0.667,0.4625,0.375,,,ignacio laquintana||uruguay,,
,Joaquín Piquerez,URUGUAY,,0.4547,45,mest backup,135.0,1.0,1.5,37.5,0.667,0.4625,0.375,,,joaquín piquerez||uruguay,,
,Nahitan Nández,URUGUAY,,0.4547,45,mest backup,135.0,1.0,1.5,37.5,0.667,0.4625,0.375,,,nahitan nández||uruguay,,
,Rodrigo Aguirre,URUGUAY,,0.4547,45,mest backup,135.0,1.0,1.5,37.5,0.667,0.4625,0.375,,,rodrigo aguirre||uruguay,,
,Santiago Bueno,URUGUAY,,0.4547,45,mest backup,135.0,1.0,1.5,37.5,0.667,0.4625,0.375,,,santiago bueno||uruguay,,
,Brian Rodríguez,URUGUAY,,0.4533,45,mest backup,118.0,1.0,1.3,32.8,0.769,0.46,0.3261,,,brian rodríguez||uruguay,,
,Brian Barboza,URUGUAY,,0.45,45,mest backup,,0.0,,,,,0.0,,,brian barboza||uruguay,,
,Facundo Martínez,URUGUAY,,0.45,45,mest backup,,0.0,,,,,0.0,,,facundo martínez||uruguay,,
,Kevin Martínez,URUGUAY,,0.45,45,mest backup,,0.0,,,,,0.0,,,kevin martínez||uruguay,,
,Luciano González,URUGUAY,,0.45,45,mest backup,,0.0,,,,,0.0,,,luciano gonzález||uruguay,,
,Nicolás Azambuja,URUGUAY,,0.45,45,mest backup,,0.0,,,,,0.0,,,nicolás azambuja||uruguay,,
,Pablo Alcoba,URUGUAY,,0.45,45,mest backup,,0.0,,,,,0.0,,,pablo alcoba||uruguay,,
,Paulo da Costa,URUGUAY,,0.45,45,mest backup,,0.0,,,,,0.0,,,paulo da costa||uruguay,,
,Santiago Homenchenko,URUGUAY,,0.45,45,mest backup,,0.0,,,,,0.0,,,santiago homenchenko||uruguay,,
,Júlio Daguer,URUGUAY,,0.4495,45,mest backup,1.0,0.0,0.0,0.3,,0.0025,0.0011,,,júlio daguer||uruguay,,
,Giorgian De Arrascaeta,URUGUAY,,0.4459,45,mest backup,66.0,1.0,0.7,18.3,1.0,0.4272,0.1783,,,giorgian de arrascaeta||uruguay,,
,Matías Viña,URUGUAY,,0.4422,44,mest backup,45.0,1.0,0.5,12.5,1.0,0.3875,0.125,,,matías viña||uruguay,,
,Agustín Álvarez,URUGUAY,,0.4049,40,mest backup,44.0,0.0,0.5,12.2,0.0,0.0858,0.1239,,,agustín álvarez||uruguay,,
,Alex Freeman,USA,,0.98,98,sikker starter,537.0,6.0,6.0,99.4,1.0,0.997,1.0,0.0904,0.0904,alex freeman||usa,0.0904,0.0904
,Chris Richards,USA,,0.98,98,sikker starter,536.0,6.0,6.0,99.3,1.0,0.9965,1.0,0.0902,0.0902,chris richards||usa,0.0902,0.0902
,Malik Tillman,USA,,0.98,98,sikker starter,540.0,6.0,6.0,100.0,1.0,1.0,1.0,0.0909,0.0909,malik tillman||usa,0.0909,0.0909
,Matt Freese,USA,,0.98,98,sikker starter,540.0,6.0,6.0,100.0,1.0,1.0,1.0,0.0909,0.0909,matt freese||usa,0.0909,0.0909
,Tim Ream,USA,,0.98,98,sikker starter,540.0,6.0,6.0,100.0,1.0,1.0,1.0,0.0909,0.0909,tim ream||usa,0.0909,0.0909
,Patrick Agyemang,USA,,0.9655,97,sikker starter,503.0,6.0,5.6,93.1,1.0,0.9655,1.0,0.0847,0.0847,patrick agyemang||usa,0.0847,0.0847
,Sebastian Berhalter,USA,,0.9165,92,sikker starter,450.0,5.0,5.0,83.3,1.0,0.9165,1.0,0.0758,0.0758,sebastian berhalter||usa,0.0758,0.0758
,Max Arfsten,USA,,0.9,90,sikker starter,432.0,5.0,4.8,80.0,1.0,0.9,1.0,0.0727,0.0727,max arfsten||usa,0.0727,0.0727
,Luca de la Torre,USA,,0.8935,89,sikker starter,425.0,6.0,4.7,78.7,1.0,0.8935,1.0,0.0715,0.0715,luca de la torre||usa,0.0715,0.0715
,Diego Luna,USA,,0.8815,88,sikker starter,412.0,5.0,4.6,76.3,1.0,0.8815,1.0,0.0694,0.0694,diego luna||usa,0.0694,0.0694
,Tyler Adams,USA,,0.836,84,sandsynlig starter,363.0,4.0,4.0,67.2,1.0,0.836,1.0,0.0611,0.0611,tyler adams||usa,0.0611,0.0611
,Jack McGlynn,USA,,0.5085,51,mest backup,186.0,2.0,2.1,34.4,0.952,0.562,0.5217,0.0313,0.0313,jack mcglynn||usa,0.0313,0.0313
,Chris Brady,USA,,0.45,45,mest backup,,0.0,,,,,0.0,,,chris brady||usa,,
,Matt Turner,USA,,0.45,45,mest backup,,0.0,,,,,0.0,,,matt turner||usa,,
,Nathan Harriel,USA,,0.45,45,mest backup,,0.0,,,,,0.0,,,nathan harriel||usa,,
,Quinn Sullivan,USA,,0.4408,44,mest backup,69.0,1.0,0.8,12.8,1.0,0.4033,0.1967,0.0116,0.0116,quinn sullivan||usa,0.0116,0.0116
,Walker Zimmerman,USA,,0.4405,44,mest backup,6.0,0.0,0.1,1.1,0.0,0.0098,0.0217,0.001,0.001,walker zimmerman||usa,0.001,0.001
,Miles Robinson,USA,,0.44,44,mest backup,7.0,0.0,0.1,1.3,0.0,0.0111,0.0228,0.0012,0.0012,miles robinson||usa,0.0012,0.0012
,Brian White,USA,,0.4386,44,mest backup,10.0,0.0,0.1,1.9,0.0,0.0147,0.0261,0.0017,0.0017,brian white||usa,0.0017,0.0017
,Paxten Aaronson,USA,,0.4382,44,mest backup,11.0,0.0,0.1,2.0,0.0,0.0154,0.0272,0.0019,0.0019,paxten aaronson||usa,0.0019,0.0019
,Johnny Cardoso,USA,,0.4373,44,mest backup,13.0,0.0,0.1,2.4,0.0,0.0179,0.0294,0.0022,0.0022,johnny cardoso||usa,0.0022,0.0022
,John Tolkin,USA,,0.4348,43,mest backup,116.0,1.0,1.3,21.5,0.769,0.403,0.3239,0.0195,0.0195,john tolkin||usa,0.0195,0.0195
,Brenden Aaronson,USA,,0.4327,43,mest backup,139.0,1.0,1.5,25.7,0.667,0.4044,0.3794,0.0234,0.0234,brenden aaronson||usa,0.0234,0.0234
,Mark McKenzie,USA,,0.4292,43,mest backup,17.0,0.0,0.2,3.1,0.0,0.0253,0.0489,0.0029,0.0029,mark mckenzie||usa,0.0029,0.0029
,Haji Wright,USA,,0.4288,43,mest backup,18.0,0.0,0.2,3.3,0.0,0.0265,0.05,0.003,0.003,haji wright||usa,0.003,0.003
,Damion Downs,USA,,0.3817,38,mest backup,70.0,0.0,0.8,13.0,0.0,0.1046,0.1978,0.0118,0.0118,damion downs||usa,0.0118,0.0118
,Abduvahid Neʻmatov,UZBEKISTAN,,0.675,68,rotation/usikker,180.0,2.0,2.0,100.0,1.0,0.9,0.5,,,abduvahid neʻmatov||uzbekistan,,
,Muhammadqodir Xamraliyev,UZBEKISTAN,,0.675,68,rotation/usikker,180.0,2.0,2.0,100.0,1.0,0.9,0.5,,,muhammadqodir xamraliyev||uzbekistan,,
,Rustam Ashurmatov,UZBEKISTAN,,0.675,68,rotation/usikker,180.0,2.0,2.0,100.0,1.0,0.9,0.5,,,rustam ashurmatov||uzbekistan,,
,Akmal Mozgovoy,UZBEKISTAN,,0.6571,66,rotation/usikker,175.0,2.0,1.9,97.2,1.0,0.8819,0.4794,,,akmal mozgovoy||uzbekistan,,
,Xojiakbar Alijonov,UZBEKISTAN,,0.642,64,rotation/usikker,167.0,2.0,1.9,92.8,1.0,0.8581,0.4706,,,xojiakbar alijonov||uzbekistan,,
,Xojimat Erkinov,UZBEKISTAN,,0.631,63,rotation/usikker,165.0,2.0,1.8,91.7,1.0,0.8492,0.4533,,,xojimat erkinov||uzbekistan,,
,Sherzod Nasrullayev,UZBEKISTAN,,0.5979,60,rotation/usikker,150.0,2.0,1.7,83.3,1.0,0.8008,0.4217,,,sherzod nasrullayev||uzbekistan,,
,Eldor Shomurodov,UZBEKISTAN,,0.5964,60,rotation/usikker,149.0,2.0,1.7,82.8,1.0,0.7981,0.4206,,,eldor shomurodov||uzbekistan,,
,Otabek Shukurov,UZBEKISTAN,,0.5459,55,mest backup,127.0,2.0,1.4,70.6,1.0,0.7232,0.3511,,,otabek shukurov||uzbekistan,,
,Umar Eshmurodov,UZBEKISTAN,,0.5023,50,mest backup,112.0,1.0,1.2,62.2,0.833,0.6219,0.3044,,,umar eshmurodov||uzbekistan,,
,Aziz Gʻaniyev,UZBEKISTAN,,0.4909,49,mest backup,98.0,1.0,1.1,54.4,0.909,0.5995,0.2739,,,aziz gʻaniyev||uzbekistan,,
,Alibek Davronov,UZBEKISTAN,,0.4653,47,mest backup,68.0,1.0,0.8,37.8,1.0,0.5281,0.1956,,,alibek davronov||uzbekistan,,
,Anvar Xojimirzayev,UZBEKISTAN,,0.45,45,mest backup,,0.0,,,,,0.0,,,anvar xojimirzayev||uzbekistan,,
,Botirali Ergashev,UZBEKISTAN,,0.45,45,mest backup,,0.0,,,,,0.0,,,botirali ergashev||uzbekistan,,
,Jahongir Oʻrozov,UZBEKISTAN,,0.45,45,mest backup,,0.0,,,,,0.0,,,jahongir oʻrozov||uzbekistan,,
,Jamshid Iskanderov,UZBEKISTAN,,0.45,45,mest backup,,0.0,,,,,0.0,,,jamshid iskanderov||uzbekistan,,
,Rustam Turdimurodov,UZBEKISTAN,,0.45,45,mest backup,,0.0,,,,,0.0,,,rustam turdimurodov||uzbekistan,,
,Vladimir Nazarov,UZBEKISTAN,,0.45,45,mest backup,,0.0,,,,,0.0,,,vladimir nazarov||uzbekistan,,
,Abbosbek Fayzullayev,UZBEKISTAN,,0.4456,45,mest backup,20.0,1.0,0.2,11.1,1.0,0.3659,0.0522,,,abbosbek fayzullayev||uzbekistan,,
,Oston Urunov,UZBEKISTAN,,0.4411,44,mest backup,5.0,0.0,0.1,2.8,0.0,0.0181,0.0206,,,oston urunov||uzbekistan,,
,Dilshod Saitov,UZBEKISTAN,,0.4399,44,mest backup,8.0,0.0,0.1,4.4,0.0,0.0268,0.0239,,,dilshod saitov||uzbekistan,,
,Xusain Norchayev,UZBEKISTAN,,0.4314,43,mest backup,15.0,0.0,0.2,8.3,0.0,0.0508,0.0467,,,xusain norchayev||uzbekistan,,
,Abdurauf Boʻriyev,UZBEKISTAN,,0.4299,43,mest backup,20.0,0.0,0.2,11.1,0.0,0.0659,0.0522,,,abdurauf boʻriyev||uzbekistan,,
,Ruslanbek Jiyanov,UZBEKISTAN,,0.4225,42,mest backup,30.0,0.0,0.3,16.7,0.0,0.0992,0.0783,,,ruslanbek jiyanov||uzbekistan,,
,Igor Sergeev,UZBEKISTAN,,0.4223,42,mest backup,31.0,0.0,0.3,17.2,0.0,0.1019,0.0794,,,igor sergeev||uzbekistan,,
,Aziz Turgʻunboyev,UZBEKISTAN,,0.4178,42,mest backup,100.0,0.0,1.1,55.6,0.0,0.3332,0.2761,,,aziz turgʻunboyev||uzbekistan,,
