player_id,player_name,team_id,position,price,start_prob,root_cause,reference_population_size,reference_method,estimated_goal_share,estimated_assist_share,estimated_shots_share,confidence,fantasy_relevance_score,identity_safe_for_generation,estimated_match_1_goal_ev,estimated_match_1_assist_ev,estimated_match_1_shots_on_target_ev,estimated_match_1_clean_sheet_ev,estimated_match_1_card_ev,estimated_match_1_result_ev,estimated_match_1_team_scores_ev,estimated_match_1_opponent_scores_ev,estimated_match_1_on_pitch_ev,estimated_match_1_total_ev_next_match,estimated_match_1_weighted_match_ev,estimated_match_2_goal_ev,estimated_match_2_assist_ev,estimated_match_2_shots_on_target_ev,estimated_match_2_clean_sheet_ev,estimated_match_2_card_ev,estimated_match_2_result_ev,estimated_match_2_team_scores_ev,estimated_match_2_opponent_scores_ev,estimated_match_2_on_pitch_ev,estimated_match_2_total_ev_next_match,estimated_match_2_weighted_match_ev,estimated_match_3_goal_ev,estimated_match_3_assist_ev,estimated_match_3_shots_on_target_ev,estimated_match_3_clean_sheet_ev,estimated_match_3_card_ev,estimated_match_3_result_ev,estimated_match_3_team_scores_ev,estimated_match_3_opponent_scores_ev,estimated_match_3_on_pitch_ev,estimated_match_3_total_ev_next_match,estimated_match_3_weighted_match_ev,estimated_base_ev,estimated_match_1_weighted_ev,estimated_match_2_weighted_ev,estimated_match_3_weighted_ev,warning_flags
neymar_jr__bra,Neymar Jr.,BRA,FWD,5500000,0.8919,ev_master_row_missing_player_stat_allocation,4,shrunk_team_position_median_plus_position_start_band,0.07997667150360278,0.0530662820354094,0.09707860125909018,high,0.869193,yes,0.2317532912828845,0.09162940411121842,0.16771428921596807,0.0,0.046609204621758264,0.12896874,0.056377592296367546,-0.03994408721844966,0.05702800000000001,1.525436707137321,1.525436707137321,0.28444216378560977,0.11027846564550188,0.1854078044892015,0.0,0.046609204621758264,0.20103871950000002,0.05854651172937813,-0.036168645913748555,0.05702800000000001,1.8878472372620179,1.7934548753989168,0.2240312944265782,0.08733631978902227,0.14518104741689025,0.0,0.046609204621758264,0.14899903020000002,0.053124411397243325,-0.04294208482919434,0.05702800000000001,1.4729153366365606,1.3256238029729046,4.644515385509142,1.525436707137321,1.7934548753989168,1.3256238029729046,
lucas_paqueta__bra,Lucas Paqueta,BRA,MID,5500000,0.7869,ev_master_row_missing_player_stat_allocation,1,limited_team_position_blend_plus_position_start_band,0.04357755787224262,0.06418788731469569,0.029737044670011363,medium,0.799843,yes,0.11141120069469607,0.09778509550852785,0.04532603630813911,0.0,0.06796392517778649,0.11378574,0.04974047244983925,-0.03524162151832945,0.044428,1.0004859920609264,1.0004859920609264,0.13674042262843392,0.1176870067013679,0.05010784064599416,0.0,0.06796392517778649,0.17737119450000002,0.05165405323449675,-0.03191064858115118,0.044428,1.2604496478678264,1.197427165474435,0.10769899045267786,0.09320360046832692,0.03923625981563118,0.0,0.06796392517778649,0.1314579402,0.04687027618397889,-0.03788667625528986,0.044428,0.9742476284349038,0.8768228655914134,3.074736023126775,1.0004859920609264,1.197427165474435,0.8768228655914134,small_team_position_reference
romelu_lukaku__bel,Romelu Lukaku,BEL,FWD,4500000,0.7965,ev_master_row_missing_player_stat_allocation,4,shrunk_team_position_median_plus_position_start_band,0.05745078548449204,0.05369583218485204,0.06708849895356805,high,0.764355,yes,0.14570623869858967,0.08476172427905065,0.10518957857274032,0.0,0.04162375992962267,0.11001496949999999,0.05807501056897255,-0.03991926830050293,0.045579999999999996,1.074426658043098,1.074426658043098,0.1681016000201336,0.09407711299072218,0.10522491751412064,0.0,0.04162375992962267,0.132564681,0.05807474521722881,-0.03963806708197534,0.045579999999999996,1.2148202557724523,1.1540792429838296,0.1526271664460327,0.08471452243071355,0.09608135635520273,0.0,0.04162375992962267,0.14661653400000002,0.0556193165829184,-0.0419691639572386,0.045579999999999996,1.1249565161275312,1.0124608645147781,3.240966765541706,1.074426658043098,1.1540792429838296,1.0124608645147781,
manuel_neuer__ger,Manuel Neuer,GER,GK,5000000,0.7293,ev_master_row_missing_player_stat_allocation,0,position_start_band_fallback,0.0012726321936642514,0.0,0.0,low,0.737338,yes,0.0036882352343620274,0.0,0.0,0.50183133,0.019191931237721022,0.1683486948,0.06175160826742276,-0.037892226408056694,0.03751599999999999,1.6377892808278167,1.6377892808278167,0.0032584580004651714,0.0,0.0,0.30820217999999994,0.019191931237721022,0.10883052180000001,0.06043824065733414,-0.040850780283831725,0.03751599999999999,1.0292589029385721,0.9777959577916435,0.002588107819315778,0.0,0.0,0.29974229999999996,0.019191931237721022,0.10198458269999999,0.05518266427267194,-0.04518976016411786,0.03751599999999999,0.9851086424867275,0.8865977782380547,3.502183016857515,1.6377892808278167,0.9777959577916435,0.8865977782380547,no_team_position_reference
mateo_kovacic__cro,Mateo Kovacic,CRO,MID,4000000,0.839,ev_master_row_missing_player_stat_allocation,7,shrunk_team_position_median_plus_position_start_band,0.049967961581236425,0.057735002241532246,0.03521058432667438,high,0.73433,yes,0.037520621673046844,0.03570974699501619,0.04426705759921453,0.0,0.07246376061019552,0.016928503,0.05790392816677997,-0.05229918762746431,0.050679999999999996,0.33974888987861745,0.33974888987861745,0.1236612293471691,0.0851969136762175,0.048156337953896816,0.0,0.07246376061019552,0.129586906,0.06008019398907103,-0.05019443970420933,0.050679999999999996,1.039742125393061,0.9877550191234079,0.12991729406208555,0.09291369114736406,0.05887151016765877,0.0,0.07246376061019552,0.11206522999999999,0.06663802449126599,-0.04449887988474698,0.050679999999999996,1.0996196679165022,0.9896577011248521,2.3171616101268775,0.33974888987861745,0.9877550191234079,0.9896577011248521,
bruno_guimaraes__bra,Bruno Guimaraes,BRA,MID,4500000,0.7749,ev_master_row_missing_player_stat_allocation,1,limited_team_position_blend_plus_position_start_band,0.043244008705896404,0.06369658359441588,0.029509432868350484,medium,0.734203,yes,0.10887245801022705,0.09555685279752188,0.04429318555008474,0.0,0.06692749475189573,0.11205053999999999,0.04898194446737887,-0.03470419686688714,0.042988000000000005,0.9777148268423816,0.9777148268423816,0.13362449940478568,0.11500525634361973,0.04896602624060815,0.0,0.06692749475189573,0.17466633450000002,0.05086634369222459,-0.03142402031456862,0.042988000000000005,1.232273455421156,1.1706597826500982,0.10524483842459141,0.09107975692854176,0.038342177650177944,0.0,0.06692749475189573,0.1294532442,0.04615551787389153,-0.03730891527541506,0.042988000000000005,0.952165992605341,0.8569493933448069,3.0053240028372867,0.9777148268423816,1.1706597826500982,0.8569493933448069,small_team_position_reference
bradley_barcola__fra,Bradley Barcola,FRA,MID,4000000,0.7583,ev_master_row_missing_player_stat_allocation,5,shrunk_team_position_median_plus_position_start_band,0.03347439834406283,0.04750410941473621,0.026090339885813676,high,0.696401,yes,0.0928749102024414,0.07771075035306675,0.03879236775847065,0.0,0.06549376599608017,0.12308422280000003,0.05588337318665376,-0.038542326019273536,0.040996,0.852226673801178,0.852226673801178,0.10020924536070891,0.08289467954905819,0.0411595607532754,0.0,0.06549376599608017,0.16098481509999998,0.05761857921031426,-0.03614441894303362,0.040996,0.9488510355751949,0.9014084837964351,0.06797184857514985,0.05970163914332848,0.03320082824522872,0.0,0.06549376599608017,0.1019481269,0.05198505798355691,-0.041889189028910305,0.040996,0.6397112184095299,0.5757400965685769,2.32937525416619,0.852226673801178,0.9014084837964351,0.5757400965685769,
ben_doak__sco,Ben Doak,SCO,MID,3000000,0.8529,ev_master_row_missing_player_stat_allocation,5,shrunk_team_position_median_plus_position_start_band,0.05792682157719225,0.07145537863343672,0.04255346128600535,high,0.680863,yes,0.1541198748739488,0.11300602080042915,0.06224995969123957,0.0,0.07366429252018565,0.13915575240000003,0.0659675035738766,-0.052881664215944806,0.052348,1.3027926957000173,1.3027926957000173,0.06688754678815166,0.0638328064121086,0.06704229038352183,0.0,0.07366429252018565,0.034621769700000006,0.06832065086847566,-0.05181574643788369,0.052348,0.6227888251710122,0.5916493839124616,0.05012133497717365,0.048102371397821725,0.06540169616198349,0.0,0.07366429252018565,-0.009559303200000008,0.06714356435072337,-0.05275769854464601,0.052348,0.44382575532720864,0.3994431797944878,2.293885259406967,1.3027926957000173,0.5916493839124616,0.3994431797944878,
in_beom_hwang__kor,In-beom Hwang,KOR,MID,2500000,0.897,ev_master_row_missing_player_stat_allocation,5,shrunk_team_position_median_plus_position_start_band,0.06394607844459424,0.049063164723761654,0.0716397880799399,high,0.67159,yes,0.1100799209454793,0.0585251311930619,0.11874976250642617,0.0,0.0774731743353342,0.06892368600000001,0.06015363308057672,-0.0436223516962472,0.057640000000000004,0.9103465538620038,0.9103465538620038,0.05176514003232734,0.032399483014604796,0.09485553591879183,0.0,0.0774731743353342,0.019609316999999998,0.05315982112932842,-0.04921391531879562,0.057640000000000004,0.4546017335994416,0.4318716469194695,0.11581369659669014,0.058222428708713636,0.10092751796727178,0.0,0.0774731743353342,0.092370369,0.055958386597107106,-0.04748024505961376,0.057640000000000004,0.9356786232790224,0.8421107609511201,2.1843289617325934,0.9103465538620038,0.4318716469194695,0.8421107609511201,
matthew_garbett__nzl,Matthew Garbett,NZL,MID,2500000,0.8803,ev_master_row_missing_player_stat_allocation,7,shrunk_team_position_median_plus_position_start_band,0.040107918019915804,0.05610110651383863,0.032736057698498265,high,0.663741,yes,0.03299990568740959,0.03710652824428218,0.04114638001420154,0.0,0.07603080865930288,0.025408979200000008,0.056838558945510195,-0.053950365582718006,0.05563599999999999,0.3253678570875853,0.3253678570875853,0.034358534183656336,0.04078012733618419,0.04898355116382551,0.0,0.07603080865930288,0.014971262099999995,0.06241022283089052,-0.04990494113777934,0.05563599999999999,0.3501983392244681,0.3326884222632447,0.033175508714809995,0.036756210789795005,0.047111237578566875,0.0,0.07603080865930288,-0.022657161400000004,0.06130012691349222,-0.05145242648146413,0.05563599999999999,0.29005314389472703,0.26104782950525435,0.9191041088560843,0.3253678570875853,0.3326884222632447,0.26104782950525435,
