match_no,team_id,opponent,component,players,min,max,spread,negative_count,high_start_players,high_start_min,high_start_max,high_start_spread,high_start_negative_count
2,MEX,KOR,match_2_opponent_scores_ev,26,-0.048032,-0.01164,0.036392,26,6,-0.048032,-0.04075,0.007282,6
3,POR,COL,match_3_team_scores_ev,27,0.003301,0.06327,0.059969,0,5,0.056008,0.06327,0.007262,0
1,AUT,JOR,match_1_team_scores_ev,25,0.004793,0.088637,0.083844,0,6,0.081437,0.088637,0.0072,0
3,SUI,CAN,match_3_team_scores_ev,26,0.020966,0.088793,0.067827,0,9,0.081599,0.088793,0.007194,0
3,HAI,MAR,match_3_result_ev,25,0.002885,0.059681,0.056796,0,7,0.052521,0.059681,0.00716,0
1,MEX,RSA,match_1_opponent_scores_ev,26,-0.047154,-0.011427,0.035727,26,6,-0.047154,-0.040005,0.007149,6
3,KOR,RSA,match_3_team_scores_ev,26,0.01072,0.056302,0.045582,0,3,0.043848,0.050961,0.007113,0
2,AUT,ARG,match_2_result_ev,25,0.004706,0.087023,0.082317,0,6,0.079954,0.087023,0.007069,0
2,SEN,NOR,match_2_opponent_scores_ev,28,-0.054816,-0.00264,0.052176,28,6,-0.054816,-0.047786,0.00703,6
1,MAR,BRA,match_1_opponent_scores_ev,29,-0.051441,-0.011611,0.03983,29,7,-0.051441,-0.044519,0.006922,7
2,URU,CPV,match_2_result_ev,26,0.041576,0.095745,0.054169,0,5,0.08886,0.095745,0.006885,0
2,HAI,BRA,match_2_opponent_scores_ev,25,-0.057109,-0.002761,0.054348,25,7,-0.057109,-0.050257,0.006852,7
1,GER,CUW,match_1_opponent_scores_ev,26,-0.04947,-0.017188,0.032282,26,5,-0.04947,-0.042627,0.006843,5
3,RSA,KOR,match_3_opponent_scores_ev,25,-0.04818,-0.006415,0.041765,25,5,-0.04818,-0.041351,0.006829,5
1,SUI,QAT,match_1_team_scores_ev,26,0.019899,0.084276,0.064377,0,9,0.077448,0.084276,0.006828,0
1,IRQ,NOR,match_1_opponent_scores_ev,26,-0.047543,-0.013319,0.034224,26,7,-0.045418,-0.038631,0.006787,7
3,HAI,MAR,match_3_opponent_scores_ev,25,-0.056433,-0.002728,0.053705,25,7,-0.056433,-0.049662,0.006771,7
2,KOR,MEX,match_2_team_scores_ev,26,0.010184,0.053484,0.0433,0,3,0.041654,0.048411,0.006757,0
3,BEL,NZL,match_3_opponent_scores_ev,26,-0.049918,-0.011481,0.038437,26,4,-0.049918,-0.043184,0.006734,4
1,CPV,ESP,match_1_opponent_scores_ev,26,-0.045491,-0.007834,0.037657,26,4,-0.045491,-0.038764,0.006727,4
3,HAI,MAR,match_3_team_scores_ev,25,0.002689,0.055619,0.05293,0,7,0.048946,0.055619,0.006673,0
2,HAI,BRA,match_2_result_ev,25,0.002689,0.055618,0.052929,0,7,0.048945,0.055618,0.006673,0
2,MAR,SCO,match_2_opponent_scores_ev,29,-0.049579,-0.011191,0.038388,29,7,-0.049579,-0.042907,0.006672,7
2,CPV,URU,match_2_team_scores_ev,26,0.007655,0.044453,0.036798,0,4,0.03788,0.044453,0.006573,0
1,ESP,CPV,match_1_opponent_scores_ev,26,-0.0736,-0.02,0.0536,26,4,-0.0736,-0.06704,0.00656,4
2,ESP,KSA,match_2_opponent_scores_ev,26,-0.0736,-0.02,0.0536,26,4,-0.0736,-0.06704,0.00656,4
3,ESP,URU,match_3_opponent_scores_ev,26,-0.0736,-0.02,0.0536,26,4,-0.0736,-0.06704,0.00656,4
2,CPV,URU,match_2_opponent_scores_ev,26,-0.044098,-0.007594,0.036504,26,4,-0.044098,-0.037577,0.006521,4
2,HAI,BRA,match_2_team_scores_ev,25,0.002623,0.054257,0.051634,0,7,0.047747,0.054257,0.00651,0
3,AUT,ALG,match_3_team_scores_ev,25,0.00427,0.078958,0.074688,0,6,0.072544,0.078958,0.006414,0
1,BEL,EGY,match_1_opponent_scores_ev,26,-0.047477,-0.010919,0.036558,26,4,-0.047477,-0.041073,0.006404,4
3,COD,UZB,match_3_opponent_scores_ev,27,-0.045406,-0.002152,0.043254,27,7,-0.045406,-0.039031,0.006375,7
2,BEL,IRN,match_2_opponent_scores_ev,26,-0.047142,-0.010842,0.0363,26,4,-0.047142,-0.040783,0.006359,4
1,CPV,ESP,match_1_team_scores_ev,26,0.00736,0.042738,0.035378,0,4,0.036419,0.042738,0.006319,0
2,KOR,MEX,match_2_opponent_scores_ev,26,-0.049513,-0.009428,0.040085,26,3,-0.044817,-0.038562,0.006255,3
1,JPN,NED,match_1_result_ev,26,0.019523,0.041532,0.022009,0,4,0.035293,0.041532,0.006239,0
2,AUT,ARG,match_2_team_scores_ev,25,0.004096,0.075743,0.071647,0,6,0.069591,0.075743,0.006152,0
3,SEN,IRQ,match_3_opponent_scores_ev,28,-0.047782,-0.002301,0.045481,28,6,-0.047782,-0.041653,0.006129,6
1,HAI,SCO,match_1_opponent_scores_ev,25,-0.050952,-0.002463,0.048489,25,7,-0.050952,-0.044839,0.006113,7
1,GHA,PAN,match_1_on_pitch_ev,25,-0.044432,0.05902,0.103452,4,5,0.048328,0.054424,0.006096,0
2,GHA,ENG,match_2_on_pitch_ev,25,-0.044432,0.05902,0.103452,4,5,0.048328,0.054424,0.006096,0
3,GHA,CRO,match_3_on_pitch_ev,25,-0.044432,0.05902,0.103452,4,5,0.048328,0.054424,0.006096,0
3,POR,COL,match_3_opponent_scores_ev,27,-0.052973,-0.002764,0.050209,27,5,-0.052973,-0.046893,0.00608,5
2,NZL,EGY,match_2_team_scores_ev,26,0.020328,0.06638,0.046052,0,7,0.060303,0.06638,0.006077,0
3,KOR,RSA,match_3_opponent_scores_ev,26,-0.047773,-0.009096,0.038677,26,3,-0.043241,-0.037206,0.006035,3
3,NZL,BEL,match_3_team_scores_ev,26,0.019966,0.0652,0.045234,0,7,0.059231,0.0652,0.005969,0
2,SCO,MAR,match_2_team_scores_ev,26,0.003488,0.069219,0.065731,0,4,0.063304,0.069219,0.005915,0
1,CUW,GER,match_1_result_ev,26,-0.063987,-0.003248,0.060739,26,7,-0.063987,-0.058144,0.005843,7
1,GHA,PAN,match_1_result_ev,25,0.005323,0.104217,0.098894,0,5,0.093996,0.099823,0.005827,0
3,SCO,BRA,match_3_team_scores_ev,26,0.003428,0.068029,0.064601,0,4,0.062215,0.068029,0.005814,0
2,CUW,ECU,match_2_result_ev,26,0.003232,0.063673,0.060441,0,7,0.057859,0.063673,0.005814,0
3,CUW,CIV,match_3_team_scores_ev,26,0.003232,0.063671,0.060439,0,7,0.057857,0.063671,0.005814,0
3,CPV,KSA,match_3_opponent_scores_ev,26,-0.039274,-0.006763,0.032511,26,4,-0.039274,-0.033466,0.005808,4
1,SCO,HAI,match_1_team_scores_ev,26,0.003368,0.066834,0.063466,0,4,0.061122,0.066834,0.005712,0
2,AUT,ARG,match_2_opponent_scores_ev,25,-0.069883,-0.003779,0.066104,25,6,-0.069883,-0.064207,0.005676,6
3,MAR,HAI,match_3_opponent_scores_ev,29,-0.042091,-0.009501,0.03259,29,7,-0.042091,-0.036427,0.005664,7
1,KOR,CZE,match_1_opponent_scores_ev,26,-0.043889,-0.008357,0.035532,26,3,-0.039726,-0.034182,0.005544,3
1,NZL,IRN,match_1_team_scores_ev,26,0.018513,0.060455,0.041942,0,7,0.054921,0.060455,0.005534,0
3,AUT,ALG,match_3_opponent_scores_ev,25,-0.067645,-0.003658,0.063987,25,6,-0.067645,-0.062151,0.005494,6
1,SUI,QAT,match_1_opponent_scores_ev,26,-0.067711,-0.015988,0.051723,26,9,-0.067711,-0.062225,0.005486,9
2,TUR,PAR,match_2_result_ev,27,0.016196,0.073533,0.057337,0,7,0.068103,0.073533,0.00543,0
3,URU,ESP,match_3_result_ev,26,0.032731,0.075375,0.042644,0,5,0.069954,0.075375,0.005421,0
1,POR,COD,match_1_opponent_scores_ev,27,-0.046435,-0.002423,0.044012,27,5,-0.046435,-0.041106,0.005329,5
1,NZL,IRN,match_1_opponent_scores_ev,26,-0.057382,-0.017572,0.03981,26,7,-0.057382,-0.05213,0.005252,7
1,CUW,GER,match_1_opponent_scores_ev,26,-0.057069,-0.002897,0.054172,26,7,-0.057069,-0.051858,0.005211,7
2,CUW,ECU,match_2_team_scores_ev,26,0.002888,0.0569,0.054012,0,7,0.051704,0.0569,0.005196,0
3,SUI,CAN,match_3_opponent_scores_ev,26,-0.06368,-0.015036,0.048644,26,9,-0.06368,-0.058522,0.005158,9
2,POR,UZB,match_2_opponent_scores_ev,27,-0.044808,-0.002338,0.04247,27,5,-0.044808,-0.039665,0.005143,5
3,TUR,USA,match_3_result_ev,27,0.01532,0.069555,0.054235,0,7,0.064418,0.069555,0.005137,0
2,CUW,ECU,match_2_opponent_scores_ev,26,-0.055467,-0.002815,0.052652,26,7,-0.055467,-0.050402,0.005065,7
2,SUI,BIH,match_2_opponent_scores_ev,26,-0.062113,-0.014666,0.047447,26,9,-0.062113,-0.057081,0.005032,9
3,NZL,BEL,match_3_opponent_scores_ev,26,-0.054727,-0.016759,0.037968,26,7,-0.054727,-0.049717,0.00501,7
1,CUW,GER,match_1_team_scores_ev,26,0.00275,0.054177,0.051427,0,7,0.04923,0.054177,0.004947,0
2,NZL,EGY,match_2_opponent_scores_ev,26,-0.053081,-0.016255,0.036826,26,7,-0.053081,-0.048221,0.00486,7
3,CUW,CIV,match_3_opponent_scores_ev,26,-0.051206,-0.002599,0.048607,26,7,-0.051206,-0.04653,0.004676,7
1,AUT,JOR,match_1_opponent_scores_ev,25,-0.057291,-0.003098,0.054193,25,6,-0.057291,-0.052638,0.004653,6
3,QAT,BIH,match_3_result_ev,22,0.005772,0.05774,0.051968,0,5,0.052042,0.056692,0.00465,0
1,SCO,HAI,match_1_opponent_scores_ev,26,-0.053577,-0.0027,0.050877,26,4,-0.053577,-0.048998,0.004579,4
3,SCO,BRA,match_3_opponent_scores_ev,26,-0.053459,-0.002694,0.050765,26,4,-0.053459,-0.048891,0.004568,4
2,URU,CPV,match_2_team_scores_ev,26,0.027116,0.062445,0.035329,0,5,0.057955,0.062445,0.00449,0
2,SCO,MAR,match_2_opponent_scores_ev,26,-0.052507,-0.002646,0.049861,26,4,-0.052507,-0.04802,0.004487,4
1,GHA,PAN,match_1_team_scores_ev,25,0.004089,0.080066,0.075977,0,5,0.072213,0.07669,0.004477,0
3,GHA,CRO,match_3_result_ev,25,0.00401,0.07852,0.07451,0,5,0.070819,0.07521,0.004391,0
2,QAT,CAN,match_2_result_ev,22,0.005329,0.053309,0.04798,0,5,0.048048,0.052342,0.004294,0
1,QAT,SUI,match_1_team_scores_ev,22,0.005329,0.053307,0.047978,0,5,0.048046,0.052339,0.004293,0
3,URU,ESP,match_3_team_scores_ev,26,0.025309,0.058284,0.032975,0,5,0.054092,0.058284,0.004192,0
2,GHA,ENG,match_2_result_ev,25,0.003774,0.073904,0.07013,0,5,0.066655,0.070788,0.004133,0
1,URU,KSA,match_1_team_scores_ev,26,0.024403,0.056198,0.031795,0,5,0.052156,0.056198,0.004042,0
3,GHA,CRO,match_3_team_scores_ev,25,0.003617,0.070825,0.067208,0,5,0.063878,0.067839,0.003961,0
2,QAT,CAN,match_2_team_scores_ev,22,0.004884,0.04886,0.043976,0,5,0.044038,0.047973,0.003935,0
3,QAT,BIH,match_3_team_scores_ev,22,0.004884,0.048858,0.043974,0,5,0.044037,0.047971,0.003934,0
2,GHA,ENG,match_2_team_scores_ev,25,0.003538,0.069289,0.065751,0,5,0.062493,0.066368,0.003875,0
2,TUR,PAR,match_2_team_scores_ev,27,0.011381,0.051673,0.040292,0,7,0.047857,0.051673,0.003816,0
3,TUR,USA,match_3_team_scores_ev,27,0.011381,0.051672,0.040291,0,7,0.047856,0.051672,0.003816,0
2,GHA,ENG,match_2_opponent_scores_ev,25,-0.068221,-0.003484,0.064737,25,5,-0.065345,-0.06153,0.003815,5
3,GHA,CRO,match_3_opponent_scores_ev,25,-0.067322,-0.003438,0.063884,25,5,-0.064484,-0.060719,0.003765,5
2,QAT,CAN,match_2_opponent_scores_ev,22,-0.044857,-0.004484,0.040373,22,5,-0.044043,-0.040431,0.003612,5
1,TUN,SWE,match_1_result_ev,26,0.001353,0.026244,0.024891,0,6,0.022666,0.026244,0.003578,0
1,AUS,TUR,match_1_result_ev,28,0.000854,0.017407,0.016553,0,7,0.013833,0.017407,0.003574,0
3,QAT,BIH,match_3_opponent_scores_ev,22,-0.044116,-0.00441,0.039706,22,5,-0.043315,-0.039762,0.003553,5
1,TUR,AUS,match_1_team_scores_ev,27,0.010505,0.047696,0.037191,0,7,0.044173,0.047696,0.003523,0
1,GHA,PAN,match_1_opponent_scores_ev,25,-0.060056,-0.003067,0.056989,25,5,-0.057524,-0.054166,0.003358,5
1,QAT,SUI,match_1_opponent_scores_ev,22,-0.041618,-0.00416,0.037458,22,5,-0.040863,-0.037511,0.003352,5
1,URU,KSA,match_1_opponent_scores_ev,26,-0.046473,-0.02018,0.026293,26,5,-0.046473,-0.04313,0.003343,5
3,URU,ESP,match_3_opponent_scores_ev,26,-0.045767,-0.019874,0.025893,26,5,-0.045767,-0.042475,0.003292,5
1,COD,POR,match_1_result_ev,27,-0.022873,-0.001084,0.021789,27,7,-0.022873,-0.019661,0.003212,7
1,TUR,AUS,match_1_opponent_scores_ev,27,-0.040593,-0.008941,0.031652,27,7,-0.040593,-0.037595,0.002998,7
2,URU,CPV,match_2_opponent_scores_ev,26,-0.040665,-0.017658,0.023007,26,5,-0.040665,-0.037741,0.002924,5
1,UZB,COL,match_1_result_ev,25,-0.013142,-0.000649,0.012493,25,8,-0.013142,-0.010288,0.002854,8
3,TUR,USA,match_3_opponent_scores_ev,27,-0.038337,-0.008444,0.029893,27,7,-0.038337,-0.035506,0.002831,7
1,CRO,ENG,match_1_result_ev,26,0.002021,0.016223,0.014202,0,5,0.013463,0.016223,0.00276,0
2,TUR,PAR,match_2_opponent_scores_ev,27,-0.037068,-0.008164,0.028904,27,7,-0.037068,-0.03433,0.002738,7
1,CIV,ECU,match_1_on_pitch_ev,26,-0.032708,0.059476,0.092184,4,2,0.05704,0.059476,0.002436,0
2,CIV,GER,match_2_on_pitch_ev,26,-0.032708,0.059476,0.092184,4,2,0.05704,0.059476,0.002436,0
3,CIV,CUW,match_3_on_pitch_ev,26,-0.032708,0.059476,0.092184,4,2,0.05704,0.059476,0.002436,0
1,EGY,BEL,match_1_result_ev,27,0.000556,0.011944,0.011388,0,8,0.009555,0.011944,0.002389,0
1,PAR,USA,match_1_on_pitch_ev,29,-0.044792,0.059404,0.104196,4,2,0.057436,0.059404,0.001968,0
2,PAR,TUR,match_2_on_pitch_ev,29,-0.044792,0.059404,0.104196,4,2,0.057436,0.059404,0.001968,0
3,PAR,AUS,match_3_on_pitch_ev,29,-0.044792,0.059404,0.104196,4,2,0.057436,0.059404,0.001968,0
1,ALG,ARG,match_1_result_ev,30,-0.012737,-0.000685,0.012052,30,5,-0.012254,-0.010404,0.00185,5
3,PAR,AUS,match_3_result_ev,29,0.004625,0.097165,0.09254,0,2,0.095417,0.097165,0.001748,0
1,IRQ,NOR,match_1_result_ev,26,-0.012236,-0.003428,0.008808,26,7,-0.011689,-0.009943,0.001746,7
1,JOR,AUT,match_1_result_ev,26,-0.010399,-0.00049,0.009909,26,7,-0.010399,-0.008706,0.001693,7
1,QAT,SUI,match_1_result_ev,22,-0.019411,-0.001941,0.01747,22,5,-0.019058,-0.017495,0.001563,5
2,PAR,TUR,match_2_result_ev,29,0.003434,0.072144,0.06871,0,2,0.070847,0.072144,0.001297,0
3,PAR,AUS,match_3_team_scores_ev,29,0.003293,0.069193,0.0659,0,2,0.067947,0.069193,0.001246,0
1,SEN,FRA,match_1_result_ev,28,-0.00904,-0.000435,0.008605,28,6,-0.00904,-0.007881,0.001159,6
1,KSA,URU,match_1_result_ev,19,0.001055,0.006007,0.004952,0,6,0.004861,0.006007,0.001146,0
2,PAR,TUR,match_2_team_scores_ev,29,0.002943,0.061834,0.058891,0,2,0.060722,0.061834,0.001112,0
1,USA,PAR,match_1_on_pitch_ev,25,-0.0449,0.059895,0.104795,2,4,0.048904,0.05,0.001096,0
2,USA,AUS,match_2_on_pitch_ev,25,-0.0449,0.059895,0.104795,2,4,0.048904,0.05,0.001096,0
3,USA,TUR,match_3_on_pitch_ev,25,-0.0449,0.059895,0.104795,2,4,0.048904,0.05,0.001096,0
2,USA,AUS,match_2_result_ev,25,0.005075,0.109371,0.104296,0,4,0.098433,0.099523,0.00109,0
1,PAR,USA,match_1_team_scores_ev,29,0.002873,0.060358,0.057485,0,2,0.059273,0.060358,0.001085,0
1,CIV,ECU,match_1_result_ev,26,0.007583,0.048009,0.040426,0,2,0.046941,0.048009,0.001068,0
1,PAR,USA,match_1_opponent_scores_ev,29,-0.056115,-0.002671,0.053444,29,2,-0.056115,-0.055106,0.001009,2
1,USA,PAR,match_1_result_ev,25,0.004676,0.100764,0.096088,0,4,0.090686,0.091691,0.001005,0
2,PAR,TUR,match_2_opponent_scores_ev,29,-0.055213,-0.002628,0.052585,29,2,-0.055213,-0.05422,0.000993,2
1,NZL,IRN,match_1_result_ev,26,0.003086,0.010078,0.006992,0,7,0.009156,0.010078,0.000922,0
3,PAR,AUS,match_3_opponent_scores_ev,29,-0.049585,-0.00236,0.047225,29,2,-0.049585,-0.048692,0.000893,2
3,USA,TUR,match_3_result_ev,25,0.003847,0.082901,0.079054,0,4,0.07461,0.075437,0.000827,0
1,HAI,SCO,match_1_result_ev,25,-0.00624,-0.000302,0.005938,25,7,-0.00624,-0.005491,0.000749,7
1,USA,PAR,match_1_team_scores_ev,25,0.003419,0.073683,0.070264,0,4,0.066313,0.067048,0.000735,0
2,USA,AUS,match_2_team_scores_ev,25,0.003419,0.073682,0.070263,0,4,0.066313,0.067048,0.000735,0
1,PAR,USA,match_1_result_ev,29,0.001793,0.037674,0.035881,0,2,0.036996,0.037674,0.000678,0
3,USA,TUR,match_3_team_scores_ev,25,0.003118,0.067193,0.064075,0,4,0.060472,0.061143,0.000671,0
3,USA,TUR,match_3_opponent_scores_ev,25,-0.056979,-0.002644,0.054335,25,4,-0.051848,-0.05128,0.000568,4
1,MAR,BRA,match_1_result_ev,29,0.000871,0.003857,0.002986,0,7,0.003338,0.003857,0.000519,0
1,USA,PAR,match_1_opponent_scores_ev,25,-0.051032,-0.002368,0.048664,25,4,-0.046437,-0.045928,0.000509,4
2,USA,AUS,match_2_opponent_scores_ev,25,-0.050732,-0.002354,0.048378,25,4,-0.046165,-0.045659,0.000506,4
1,RSA,MEX,match_1_result_ev,25,-0.002404,-0.00032,0.002084,25,5,-0.002404,-0.002063,0.000341,5
1,FRA,SEN,match_1_result_ev,26,0.016895,0.156895,0.14,0,1,0.156895,0.156895,0,0
2,FRA,IRQ,match_2_result_ev,26,0.015687,0.145677,0.12999,0,1,0.145677,0.145677,0,0
1,FRA,SEN,match_1_on_pitch_ev,26,-0.037724,0.064,0.101724,2,1,0.064,0.064,0,0
2,FRA,IRQ,match_2_on_pitch_ev,26,-0.037724,0.064,0.101724,2,1,0.064,0.064,0,0
3,FRA,NOR,match_3_on_pitch_ev,26,-0.037724,0.064,0.101724,2,1,0.064,0.064,0,0
3,FRA,NOR,match_3_result_ev,26,0.011595,0.107678,0.096083,0,1,0.107678,0.107678,0,0
2,FRA,IRQ,match_2_team_scores_ev,26,0.01008,0.093612,0.083532,0,1,0.093612,0.093612,0,0
1,FRA,SEN,match_1_team_scores_ev,26,0.009776,0.090787,0.081011,0,1,0.090787,0.090787,0,0
3,FRA,NOR,match_3_team_scores_ev,26,0.009095,0.08446,0.075365,0,1,0.08446,0.08446,0,0
3,FRA,NOR,match_3_opponent_scores_ev,26,-0.068055,-0.007328,0.060727,26,1,-0.068055,-0.068055,0,1
1,FRA,SEN,match_1_opponent_scores_ev,26,-0.062616,-0.006742,0.055874,26,1,-0.062616,-0.062616,0,1
2,FRA,IRQ,match_2_opponent_scores_ev,26,-0.058729,-0.006324,0.052405,26,1,-0.058729,-0.058729,0,1
1,CZE,KOR,match_1_team_scores_ev,24,0,0,0,0,9,0,0,0,0
1,CZE,KOR,match_1_opponent_scores_ev,24,-0,-0,0,0,9,-0,-0,0,0
1,CIV,ECU,match_1_team_scores_ev,26,0,0,0,0,2,0,0,0,0
1,CIV,ECU,match_1_opponent_scores_ev,26,-0,-0,0,0,2,-0,-0,0,0
2,CZE,RSA,match_2_result_ev,24,0,0,0,0,9,0,0,0,0
2,CZE,RSA,match_2_team_scores_ev,24,0,0,0,0,9,0,0,0,0
2,CZE,RSA,match_2_opponent_scores_ev,24,-0,-0,0,0,9,-0,-0,0,0
2,CIV,GER,match_2_result_ev,26,0,0,0,0,2,0,0,0,0
2,CIV,GER,match_2_team_scores_ev,26,0,0,0,0,2,0,0,0,0
2,CIV,GER,match_2_opponent_scores_ev,26,-0,-0,0,0,2,-0,-0,0,0
3,CZE,MEX,match_3_result_ev,24,0,0,0,0,9,0,0,0,0
3,CZE,MEX,match_3_team_scores_ev,24,0,0,0,0,9,0,0,0,0
3,CZE,MEX,match_3_opponent_scores_ev,24,-0,-0,0,0,9,-0,-0,0,0
3,CIV,CUW,match_3_result_ev,26,0,0,0,0,2,0,0,0,0
3,CIV,CUW,match_3_team_scores_ev,26,0,0,0,0,2,0,0,0,0
3,CIV,CUW,match_3_opponent_scores_ev,26,-0,-0,0,0,2,-0,-0,0,0
