match_id,home,away,kickoff_dk,home_win_odds,draw_odds,away_win_odds,home_clean_sheet_odds,away_clean_sheet_odds,over_2_5_odds,under_2_5_odds,source,odds_fetched_at,odds_fetched_label,home_team_id,away_team_id,stage,group,home_win_prob_fair,draw_prob_fair,away_win_prob_fair,home_win_pct_fair,draw_pct_fair,away_win_pct_fair,home_win_prob,draw_prob,away_win_prob,home_win_pct,draw_pct,away_win_pct
53,CZE,MEX,2026-06-25 03:00,5.00,3.65,1.80,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.194264,0.266115,0.539622,19.43,26.61,53.96,0.194264,0.266115,0.539622,19.43,26.61,53.96
54,RSA,KOR,2026-06-25 03:00,6.10,4.10,1.58,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.157516,0.234353,0.608131,15.75,23.44,60.81,0.157516,0.234353,0.608131,15.75,23.44,60.81
54,RSA,KOR,2026-06-25 03:00,6.10,4.10,1.58,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.157516,0.234353,0.608131,15.75,23.44,60.81,0.157516,0.234353,0.608131,15.75,23.44,60.81
55,CUW,CIV,2026-06-25 22:00,21.00,8.50,1.15,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.046016,0.113687,0.840297,4.60,11.37,84.03,0.046016,0.113687,0.840297,4.60,11.37,84.03
55,CUW,CIV,2026-06-25 22:00,21.00,8.50,1.15,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.046016,0.113687,0.840297,4.60,11.37,84.03,0.046016,0.113687,0.840297,4.60,11.37,84.03
56,ECU,GER,2026-06-25 22:00,5.00,3.85,1.76,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.194567,0.252685,0.552748,19.46,25.27,55.27,0.194567,0.252685,0.552748,19.46,25.27,55.27
56,ECU,GER,2026-06-25 22:00,5.00,3.85,1.76,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.194567,0.252685,0.552748,19.46,25.27,55.27,0.194567,0.252685,0.552748,19.46,25.27,55.27
57,TUN,NED,2026-06-26 01:00,9.00,5.00,1.37,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.106731,0.192116,0.701153,10.67,19.21,70.12,0.106731,0.192116,0.701153,10.67,19.21,70.12
57,TUN,NED,2026-06-26 01:00,9.00,5.00,1.37,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.106731,0.192116,0.701153,10.67,19.21,70.12,0.106731,0.192116,0.701153,10.67,19.21,70.12
58,JPN,SWE,2026-06-26 01:00,2.15,3.50,3.75,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.457118,0.280801,0.262081,45.71,28.08,26.21,0.457118,0.280801,0.262081,45.71,28.08,26.21
58,JPN,SWE,2026-06-26 01:00,2.15,3.50,3.75,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.457118,0.280801,0.262081,45.71,28.08,26.21,0.457118,0.280801,0.262081,45.71,28.08,26.21
59,TUR,USA,2026-06-26 04:00,2.75,3.50,2.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.346535,0.272277,0.381188,34.65,27.23,38.12,0.346535,0.272277,0.381188,34.65,27.23,38.12
59,TUR,USA,2026-06-26 04:00,2.75,3.50,2.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.346535,0.272277,0.381188,34.65,27.23,38.12,0.346535,0.272277,0.381188,34.65,27.23,38.12
60,PAR,AUS,2026-06-26 04:00,2.23,3.35,3.55,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.435950,0.290200,0.273850,43.60,29.02,27.39,0.435950,0.290200,0.273850,43.60,29.02,27.39
60,PAR,AUS,2026-06-26 04:00,2.23,3.35,3.55,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.435950,0.290200,0.273850,43.60,29.02,27.39,0.435950,0.290200,0.273850,43.60,29.02,27.39
61,NOR,FRA,2026-06-26 21:00,4.40,3.75,1.87,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.220932,0.259227,0.519841,22.09,25.92,51.98,0.220932,0.259227,0.519841,22.09,25.92,51.98
61,NOR,FRA,2026-06-26 21:00,4.40,3.75,1.87,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.220932,0.259227,0.519841,22.09,25.92,51.98,0.220932,0.259227,0.519841,22.09,25.92,51.98
62,SEN,IRQ,2026-06-26 21:00,1.44,4.60,8.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.674557,0.211166,0.114278,67.46,21.12,11.43,0.674557,0.211166,0.114278,67.46,21.12,11.43
62,SEN,IRQ,2026-06-26 21:00,1.44,4.60,8.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.674557,0.211166,0.114278,67.46,21.12,11.43,0.674557,0.211166,0.114278,67.46,21.12,11.43
63,CPV,KSA,2026-06-27 02:00,2.45,3.70,2.75,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.391685,0.259359,0.348956,39.17,25.94,34.90,0.391685,0.259359,0.348956,39.17,25.94,34.90
63,CPV,KSA,2026-06-27 02:00,2.45,3.70,2.75,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.391685,0.259359,0.348956,39.17,25.94,34.90,0.391685,0.259359,0.348956,39.17,25.94,34.90
64,URU,ESP,2026-06-27 02:00,5.40,3.95,1.65,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.177311,0.242400,0.580290,17.73,24.24,58.03,0.177311,0.242400,0.580290,17.73,24.24,58.03
64,URU,ESP,2026-06-27 02:00,5.40,3.95,1.65,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.177311,0.242400,0.580290,17.73,24.24,58.03,0.177311,0.242400,0.580290,17.73,24.24,58.03
65,NZL,BEL,2026-06-27 05:00,10.50,5.60,1.30,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.091308,0.171203,0.737489,9.13,17.12,73.75,0.091308,0.171203,0.737489,9.13,17.12,73.75
65,NZL,BEL,2026-06-27 05:00,10.50,5.60,1.30,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.091308,0.171203,0.737489,9.13,17.12,73.75,0.091308,0.171203,0.737489,9.13,17.12,73.75
66,EGY,IRN,2026-06-27 05:00,2.28,3.15,3.70,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.427346,0.309317,0.263337,42.73,30.93,26.33,0.427346,0.309317,0.263337,42.73,30.93,26.33
66,EGY,IRN,2026-06-27 05:00,2.28,3.15,3.70,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.427346,0.309317,0.263337,42.73,30.93,26.33,0.427346,0.309317,0.263337,42.73,30.93,26.33
67,CRO,GHA,2026-06-27 23:00,1.67,3.80,5.60,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.575477,0.252907,0.171616,57.55,25.29,17.16,0.575477,0.252907,0.171616,57.55,25.29,17.16
67,CRO,GHA,2026-06-27 23:00,1.67,3.80,5.60,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.575477,0.252907,0.171616,57.55,25.29,17.16,0.575477,0.252907,0.171616,57.55,25.29,17.16
68,PAN,ENG,2026-06-27 23:00,11.50,5.80,1.30,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.084539,0.167620,0.747842,8.45,16.76,74.78,0.084539,0.167620,0.747842,8.45,16.76,74.78
68,PAN,ENG,2026-06-27 23:00,11.50,5.80,1.30,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.084539,0.167620,0.747842,8.45,16.76,74.78,0.084539,0.167620,0.747842,8.45,16.76,74.78
69,COD,UZB,2026-06-28 01:30,2.35,3.25,3.20,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.406926,0.294238,0.298836,40.69,29.42,29.88,0.406926,0.294238,0.298836,40.69,29.42,29.88
69,COD,UZB,2026-06-28 01:30,2.35,3.25,3.20,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.406926,0.294238,0.298836,40.69,29.42,29.88,0.406926,0.294238,0.298836,40.69,29.42,29.88
70,COL,POR,2026-06-28 01:30,3.60,3.35,2.14,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.266179,0.286043,0.447778,26.62,28.60,44.78,0.266179,0.286043,0.447778,26.62,28.60,44.78
70,COL,POR,2026-06-28 01:30,3.60,3.35,2.14,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.266179,0.286043,0.447778,26.62,28.60,44.78,0.266179,0.286043,0.447778,26.62,28.60,44.78
71,ALG,AUT,2026-06-28 04:00,3.60,3.35,2.23,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.271078,0.291308,0.437615,27.11,29.13,43.76,0.271078,0.291308,0.437615,27.11,29.13,43.76
71,ALG,AUT,2026-06-28 04:00,3.60,3.35,2.23,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.271078,0.291308,0.437615,27.11,29.13,43.76,0.271078,0.291308,0.437615,27.11,29.13,43.76
72,JOR,ARG,2026-06-28 04:00,15.00,7.00,1.21,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.064352,0.137897,0.797751,6.44,13.79,79.78,0.064352,0.137897,0.797751,6.44,13.79,79.78
72,JOR,ARG,2026-06-28 04:00,15.00,7.00,1.21,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,,,,,0.064352,0.137897,0.797751,6.44,13.79,79.78,0.064352,0.137897,0.797751,6.44,13.79,79.78
1,MEX,RSA,2026-06-11 21:00,1.42,4.7,9,,,,,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12,,,,,0.684976,0.206950,0.108074,68.50,20.70,10.81,0.684976,0.206950,0.108074,68.50,20.70,10.81
2,KOR,CZE,2026-06-12 04:00,2.75,3.15,2.95,,,,,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12,,,,,0.356478,0.311211,0.332310,35.65,31.12,33.23,0.356478,0.311211,0.332310,35.65,31.12,33.23
3,CAN,BIH,2026-06-12 21:00,1.85,3.5,5,,,,,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12,,,,,0.526712,0.278405,0.194883,52.67,27.84,19.49,0.526712,0.278405,0.194883,52.67,27.84,19.49
4,USA,PAR,2026-06-13 03:00,1.95,3.4,4.5,,,,,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12,,,,,0.498290,0.285784,0.215926,49.83,28.58,21.59,0.498290,0.285784,0.215926,49.83,28.58,21.59
5,QAT,SUI,2026-06-13 21:00,16,7,1.23,,,,,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12,,,,,0.061373,0.140281,0.798346,6.14,14.03,79.83,0.061373,0.140281,0.798346,6.14,14.03,79.83
6,BRA,MAR,2026-06-14 00:00,1.65,3.9,6.1,,,,,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12,,,,,0.590469,0.249814,0.159717,59.05,24.98,15.97,0.590469,0.249814,0.159717,59.05,24.98,15.97
7,HAI,SCO,2026-06-14 03:00,6.4,4.35,1.58,,,,,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12,,,,,0.153330,0.225588,0.621082,15.33,22.56,62.11,0.153330,0.225588,0.621082,15.33,22.56,62.11
8,AUS,TUR,2026-06-14 06:00,5.6,3.85,1.7,,,,,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12,,,,,0.173953,0.253023,0.573023,17.40,25.30,57.30,0.173953,0.253023,0.573023,17.40,25.30,57.30
9,GER,CUW,2026-06-14 19:00,1.05,23.0,46.0,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,GER,CUW,,,0.935910,0.042726,0.021363,93.59,4.27,2.14,0.935910,0.042726,0.021363,93.59,4.27,2.14
10,NED,JPN,2026-06-14 22:00,2.08,3.6,3.85,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,NED,JPN,,,0.472135,0.272789,0.255076,47.21,27.28,25.51,0.472135,0.272789,0.255076,47.21,27.28,25.51
11,CIV,ECU,2026-06-15 01:00,3.4,2.85,2.63,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,CIV,ECU,,,0.286882,0.342245,0.370874,28.69,34.22,37.09,0.286882,0.342245,0.370874,28.69,34.22,37.09
12,SWE,TUN,2026-06-15 04:00,1.96,3.5,4.35,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,SWE,TUN,,,0.497370,0.278527,0.224102,49.74,27.85,22.41,0.497370,0.278527,0.224102,49.74,27.85,22.41
13,ESP,CPV,2026-06-15 18:00,1.1,13.0,26.0,,,,,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31,ESP,CPV,,,0.887372,0.075085,0.037543,88.74,7.51,3.75,0.887372,0.075085,0.037543,88.74,7.51,3.75
14,BEL,EGY,2026-06-15 21:00,1.57,4.20,6.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,BEL,EGY,GROUP,G,0.619062,0.231411,0.149527,61.91,23.14,14.95,0.619062,0.231411,0.149527,61.91,23.14,14.95
15,KSA,URU,2026-06-16 00:00,9.50,4.50,1.43,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,KSA,URU,GROUP,H,0.102517,0.216425,0.681058,10.25,21.64,68.11,0.102517,0.216425,0.681058,10.25,21.64,68.11
16,IRN,NZL,2026-06-16 03:00,1.80,3.50,5.40,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,IRN,NZL,GROUP,G,0.541237,0.278351,0.180412,54.12,27.84,18.04,0.541237,0.278351,0.180412,54.12,27.84,18.04
17,FRA,SEN,2026-06-16 21:00,1.45,4.60,8.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,FRA,SEN,GROUP,I,0.673036,0.212153,0.114812,67.30,21.22,11.48,0.673036,0.212153,0.114812,67.30,21.22,11.48
18,IRQ,NOR,2026-06-17 00:00,19.00,8.00,1.18,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,IRQ,NOR,GROUP,I,0.051343,0.121941,0.826716,5.13,12.19,82.67,0.051343,0.121941,0.826716,5.13,12.19,82.67
19,ARG,DZA,2026-06-17 03:00,1.37,5.00,10.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,ARG,ALG,GROUP,J,0.712009,0.195091,0.092900,71.20,19.51,9.29,0.712009,0.195091,0.092900,71.20,19.51,9.29
20,AUT,JOR,2026-06-17 06:00,1.32,5.80,10.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,AUT,JOR,GROUP,J,0.738934,0.168171,0.092895,73.89,16.82,9.29,0.738934,0.168171,0.092895,73.89,16.82,9.29
21,POR,COD,2026-06-17 19:00,1.30,5.80,12.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,POR,COD,GROUP,K,0.750485,0.168212,0.081303,75.05,16.82,8.13,0.750485,0.168212,0.081303,75.05,16.82,8.13
22,ENG,CRO,2026-06-17 22:00,1.73,3.75,5.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,ENG,CRO,GROUP,L,0.563101,0.259777,0.177121,56.31,25.98,17.71,0.563101,0.259777,0.177121,56.31,25.98,17.71
23,GHA,PAN,2026-06-18 01:00,2.20,3.45,3.65,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,GHA,PAN,GROUP,L,0.446345,0.284626,0.269030,44.63,28.46,26.90,0.446345,0.284626,0.269030,44.63,28.46,26.90
24,UZB,COL,2026-06-18 04:00,9.00,4.70,1.42,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,UZB,COL,GROUP,K,0.108074,0.206950,0.684976,10.81,20.70,68.50,0.108074,0.206950,0.684976,10.81,20.70,68.50
25,CZE,RSA,2026-06-18 18:00,1.76,3.85,4.90,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,CZE,RSA,GROUP,A,0.550562,0.251685,0.197753,55.06,25.17,19.78,0.550562,0.251685,0.197753,55.06,25.17,19.78
26,SUI,BIH,2026-06-18 21:00,1.56,4.20,6.75,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,SUI,BIH,GROUP,B,0.624010,0.231775,0.144216,62.40,23.18,14.42,0.624010,0.231775,0.144216,62.40,23.18,14.42
27,CAN,QAT,2026-06-19 00:00,1.26,6.25,14.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,CAN,QAT,GROUP,B,0.774234,0.156085,0.069681,77.42,15.61,6.97,0.774234,0.156085,0.069681,77.42,15.61,6.97
28,MEX,KOR,2026-06-19 03:00,2.02,3.35,4.25,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,MEX,KOR,GROUP,A,0.481167,0.290137,0.228696,48.12,29.01,22.87,0.481167,0.290137,0.228696,48.12,29.01,22.87
29,USA,AUS,2026-06-19 21:00,1.60,4.30,6.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,USA,AUS,GROUP,D,0.610218,0.227058,0.162725,61.02,22.71,16.27,0.610218,0.227058,0.162725,61.02,22.71,16.27
30,SCO,MAR,2026-06-20 00:00,5.50,3.65,1.75,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,SCO,MAR,GROUP,C,0.177000,0.266713,0.556287,17.70,26.67,55.63,0.177000,0.266713,0.556287,17.70,26.67,55.63
31,BRA,HAI,2026-06-20 03:00,1.12,11.50,26.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,BRA,HAI,GROUP,C,0.876833,0.085396,0.037771,87.68,8.54,3.78,0.876833,0.085396,0.037771,87.68,8.54,3.78
32,TUR,PAR,2026-06-20 06:00,2.06,3.40,4.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,TUR,PAR,GROUP,D,0.471502,0.285675,0.242823,47.15,28.57,24.28,0.471502,0.285675,0.242823,47.15,28.57,24.28
33,NED,SWE,2026-06-20 19:00,1.70,3.95,5.40,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,NED,SWE,GROUP,F,0.573002,0.246608,0.180390,57.30,24.66,18.04,0.573002,0.246608,0.180390,57.30,24.66,18.04
34,GER,CIV,2026-06-20 22:00,1.57,4.40,6.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,GER,CIV,GROUP,E,0.625643,0.223241,0.151117,62.56,22.32,15.11,0.625643,0.223241,0.151117,62.56,22.32,15.11
35,ECU,CUW,2026-06-21 02:00,1.13,11.00,23.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,ECU,CUW,GROUP,E,0.868163,0.089184,0.042653,86.82,8.92,4.27,0.868163,0.089184,0.042653,86.82,8.92,4.27
36,TUN,JPN,2026-06-21 06:00,7.50,4.20,1.53,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,TUN,JPN,GROUP,F,0.130078,0.232283,0.637639,13.01,23.23,63.76,0.130078,0.232283,0.637639,13.01,23.23,63.76
37,ESP,KSA,2026-06-21 18:00,1.12,10.00,30.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,ESP,KSA,GROUP,H,0.870070,0.097448,0.032483,87.01,9.74,3.25,0.870070,0.097448,0.032483,87.01,9.74,3.25
38,BEL,IRN,2026-06-21 21:00,1.38,5.30,9.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,BEL,IRN,GROUP,G,0.711419,0.185238,0.103343,71.14,18.52,10.33,0.711419,0.185238,0.103343,71.14,18.52,10.33
39,URU,CPV,2026-06-22 00:00,1.47,4.60,8.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,URU,CPV,GROUP,H,0.665196,0.212574,0.122230,66.52,21.26,12.22,0.665196,0.212574,0.122230,66.52,21.26,12.22
40,NZL,EGY,2026-06-22 03:00,5.40,3.70,1.75,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,NZL,EGY,GROUP,G,0.180337,0.263195,0.556468,18.03,26.32,55.65,0.180337,0.263195,0.556468,18.03,26.32,55.65
41,ARG,AUT,2026-06-22 19:00,1.64,4.00,5.80,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,ARG,AUT,GROUP,J,0.590752,0.242208,0.167040,59.08,24.22,16.70,0.590752,0.242208,0.167040,59.08,24.22,16.70
42,FRA,IRQ,2026-06-22 23:00,1.13,10.50,25.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,FRA,IRQ,GROUP,I,0.867439,0.093353,0.039208,86.74,9.34,3.92,0.867439,0.093353,0.039208,86.74,9.34,3.92
43,NOR,SEN,2026-06-23 02:00,2.18,3.55,3.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,NOR,SEN,GROUP,I,0.447039,0.274520,0.278441,44.70,27.45,27.84,0.447039,0.274520,0.278441,44.70,27.45,27.84
44,JOR,DZA,2026-06-23 05:00,7.00,4.50,1.52,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,JOR,ALG,GROUP,J,0.139649,0.217232,0.643120,13.96,21.72,64.31,0.139649,0.217232,0.643120,13.96,21.72,64.31
45,POR,UZB,2026-06-23 19:00,1.28,6.25,13.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,POR,UZB,GROUP,K,0.767306,0.157144,0.075550,76.73,15.71,7.56,0.767306,0.157144,0.075550,76.73,15.71,7.56
46,ENG,GHA,2026-06-23 22:00,1.36,5.10,10.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,ENG,GHA,GROUP,L,0.712928,0.190114,0.096958,71.29,19.01,9.70,0.712928,0.190114,0.096958,71.29,19.01,9.70
47,PAN,CRO,2026-06-24 01:00,6.75,4.00,1.58,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,PAN,CRO,GROUP,L,0.143685,0.242469,0.613846,14.37,24.25,61.38,0.143685,0.242469,0.613846,14.37,24.25,61.38
48,COL,COD,2026-06-24 04:00,1.49,4.30,8.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,COL,COD,GROUP,K,0.652417,0.226070,0.121513,65.24,22.61,12.15,0.652417,0.226070,0.121513,65.24,22.61,12.15
50,BIH,QAT,2026-06-24 21:00,1.54,4.20,7.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,BIH,QAT,GROUP,B,0.630252,0.231092,0.138655,63.03,23.11,13.87,0.630252,0.231092,0.138655,63.03,23.11,13.87
49,SUI,CAN,2026-06-24 21:00,2.20,3.45,3.65,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,SUI,CAN,GROUP,B,0.446345,0.284626,0.269030,44.63,28.46,26.90,0.446345,0.284626,0.269030,44.63,28.46,26.90
52,MAR,HAI,2026-06-25 00:00,1.30,5.75,10.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,MAR,HAI,GROUP,C,0.740798,0.167485,0.091718,74.08,16.75,9.17,0.740798,0.167485,0.091718,74.08,16.75,9.17
51,SCO,BRA,2026-06-25 00:00,7.00,4.90,1.44,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,SCO,BRA,GROUP,C,0.137180,0.195972,0.666848,13.72,19.60,66.68,0.137180,0.195972,0.666848,13.72,19.60,66.68
54,RSA,KOR,2026-06-25 03:00,6.10,4.10,1.58,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,RSA,KOR,GROUP,A,0.157516,0.234353,0.608131,15.75,23.44,60.81,0.157516,0.234353,0.608131,15.75,23.44,60.81
53,CZE,MEX,2026-06-25 03:00,5.00,3.65,1.80,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,CZE,MEX,GROUP,A,0.194264,0.266115,0.539622,19.43,26.61,53.96,0.194264,0.266115,0.539622,19.43,26.61,53.96
55,CUW,CIV,2026-06-25 22:00,21.00,8.50,1.15,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,CUW,CIV,GROUP,E,0.046016,0.113687,0.840297,4.60,11.37,84.03,0.046016,0.113687,0.840297,4.60,11.37,84.03
56,ECU,GER,2026-06-25 22:00,5.00,3.85,1.76,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,ECU,GER,GROUP,E,0.194567,0.252685,0.552748,19.46,25.27,55.27,0.194567,0.252685,0.552748,19.46,25.27,55.27
58,JPN,SWE,2026-06-26 01:00,2.15,3.50,3.75,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,JPN,SWE,GROUP,F,0.457118,0.280801,0.262081,45.71,28.08,26.21,0.457118,0.280801,0.262081,45.71,28.08,26.21
57,TUN,NED,2026-06-26 01:00,9.00,5.00,1.37,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,TUN,NED,GROUP,F,0.106731,0.192116,0.701153,10.67,19.21,70.12,0.106731,0.192116,0.701153,10.67,19.21,70.12
60,PAR,AUS,2026-06-26 04:00,2.23,3.35,3.55,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,PAR,AUS,GROUP,D,0.435950,0.290200,0.273850,43.60,29.02,27.39,0.435950,0.290200,0.273850,43.60,29.02,27.39
59,TUR,USA,2026-06-26 04:00,2.75,3.50,2.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,TUR,USA,GROUP,D,0.346535,0.272277,0.381188,34.65,27.23,38.12,0.346535,0.272277,0.381188,34.65,27.23,38.12
61,NOR,FRA,2026-06-26 21:00,4.40,3.75,1.87,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,NOR,FRA,GROUP,I,0.220932,0.259227,0.519841,22.09,25.92,51.98,0.220932,0.259227,0.519841,22.09,25.92,51.98
62,SEN,IRQ,2026-06-26 21:00,1.44,4.60,8.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,SEN,IRQ,GROUP,I,0.674557,0.211166,0.114278,67.46,21.12,11.43,0.674557,0.211166,0.114278,67.46,21.12,11.43
63,CPV,KSA,2026-06-27 02:00,2.45,3.70,2.75,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,CPV,KSA,GROUP,H,0.391685,0.259359,0.348956,39.17,25.94,34.90,0.391685,0.259359,0.348956,39.17,25.94,34.90
