player_id,player_name,team_id,team_name,position,price,price_estimate,start_prob,start_prob_source,minute_share,weighted_group_stage_ev,optimizer_ev,holdet_player_id,holdet_team_name,holdet_price,official_holdet_master,ev_rebased_to_holdet_master,ev_match_method,ev_match_score,goal_share_norm,assist_share_norm,sot_share_norm,match_1_opponent_team,match_1_kickoff,match_1_minutes_if_start,match_1_goal_ev,match_1_assist_ev,match_1_shots_on_target_ev,match_1_clean_sheet_ev,match_1_card_ev,match_1_result_ev,match_1_team_scores_ev,match_1_opponent_scores_ev,match_1_on_pitch_ev,match_1_start_minutes_ev,match_1_total_ev_next_match,match_1_weighted_match_ev,match_2_opponent_team,match_2_kickoff,match_2_minutes_if_start,match_2_goal_ev,match_2_assist_ev,match_2_shots_on_target_ev,match_2_clean_sheet_ev,match_2_card_ev,match_2_result_ev,match_2_team_scores_ev,match_2_opponent_scores_ev,match_2_on_pitch_ev,match_2_start_minutes_ev,match_2_total_ev_next_match,match_2_weighted_match_ev,match_3_opponent_team,match_3_kickoff,match_3_minutes_if_start,match_3_goal_ev,match_3_assist_ev,match_3_shots_on_target_ev,match_3_clean_sheet_ev,match_3_card_ev,match_3_result_ev,match_3_team_scores_ev,match_3_opponent_scores_ev,match_3_on_pitch_ev,match_3_start_minutes_ev,match_3_total_ev_next_match,match_3_weighted_match_ev,total_ev_group_stage,name_norm,team_norm,position_norm,key_name_team_pos,key_name_team,key_token_team,holdet_person_id,holdet_team_id,holdet_start_price,holdet_position,holdet_is_out,score
thalente_mbatha__rsa,Thalente Mbatha,RSA,South Africa,MID,3000000,3000000,0.132,team_minute_rank,0.02,0.097,0.097,49884,South Africa,3000000,True,True,name_team_position,1.0,0.037,0.057,0.028,MEX,2026-06-11 21:00,70.36,0.007,0.008,0.005,0.0,0.011,0.0,0.006,-0.0060698219673341,-0.034,9.271,0.021,0.021,CZE,2026-06-18 18:00,70.36,0.008,0.008,0.006,0.0,0.011,0.008,0.007,-0.00591707709087,-0.034,9.271,0.033,0.031,KOR,2026-06-25 03:00,70.36,0.009,0.01,0.007,0.0,0.011,0.01,0.007,-0.0054252635849897,-0.034,9.271,0.049,0.044,0.104,thalente mbatha,south africa,MID,thalente mbatha|south africa|MID,thalente mbatha|south africa,mbatha thalente|south africa,52244,782,3000000,MID,False,
themba_zwane__rsa,Themba Zwane,RSA,South Africa,MID,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49887,South Africa,2500000,True,True,unmatched,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49816,782,2500000,MID,False,
federico_valverde__uru,Federico Valverde,URU,Uruguay,MID,5500000,5500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49096,Uruguay,5500000,True,True,unmatched,0.7096774193548387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35528,783,5500000,MID,False,
joaqu_n_piquerez__uru,Joaquin Piquerez,URU,Uruguay,MID,2500000,2500000,0.455,name+team,0.034,0.246,0.246,49293,Uruguay,2500000,True,True,name_team,1.0,0.008,0.013,0.004,KSA,2026-06-16 00:00,74.617,0.006,0.007,0.003,0.0,0.038,0.063,0.025,-0.0209100849136088,0.005,33.929,0.095,0.095,CPV,2026-06-22 00:00,74.617,0.008,0.008,0.003,0.0,0.038,0.043,0.028,-0.0182951141185886,0.005,33.929,0.093,0.088,ESP,2026-06-27 02:00,74.617,0.007,0.007,0.003,0.0,0.038,0.034,0.026,-0.0205902253739097,0.005,33.929,0.07,0.063,0.258,joaquin piquerez,uruguay,DEF,joaquin piquerez|uruguay|DEF,joaquin piquerez|uruguay,joaquin piquerez|uruguay,52126,783,2500000,MID,False,
nicolas_fonseca__uru,Nicolas Fonseca,URU,Uruguay,MID,2500000,2500000,0.458,name+team,0.024,0.706,0.706,49645,Uruguay,2500000,True,True,name_team_position,1.0,0.03,0.046,0.024,KSA,2026-06-16 00:00,70.425,0.024,0.025,0.018,0.0,0.039,0.06,0.024,-0.0198567172045469,0.005,32.219,0.242,0.242,CPV,2026-06-22 00:00,70.425,0.029,0.031,0.022,0.0,0.039,0.04,0.027,-0.0173734783373019,0.005,32.219,0.273,0.259,ESP,2026-06-27 02:00,70.425,0.025,0.027,0.02,0.0,0.039,0.032,0.025,-0.019552970928469,0.005,32.219,0.228,0.205,0.743,nicolas fonseca,uruguay,MID,nicolas fonseca|uruguay|MID,nicolas fonseca|uruguay,fonseca nicolas|uruguay,49761,783,2500000,MID,False,
juan_manuel_sanabria__uru,Juan Manuel Sanabria,URU,Uruguay,MID,3000000,3000000,0.55,name+team,0.046,1.788,1.788,49348,Uruguay,3000000,True,True,name_team,1.0,0.095,0.046,0.107,KSA,2026-06-16 00:00,66.824,0.088,0.029,0.096,0.0,0.029,0.068,0.027,-0.0226510577601401,0.016,36.753,0.594,0.594,CPV,2026-06-22 00:00,66.824,0.107,0.035,0.116,0.0,0.029,0.046,0.03,-0.0198183645996961,0.016,36.753,0.692,0.658,ESP,2026-06-27 02:00,66.824,0.093,0.031,0.101,0.0,0.029,0.037,0.028,-0.0223045667277608,0.016,36.753,0.596,0.536,1.882,juan manuel sanabria,uruguay,FWD,juan manuel sanabria|uruguay|FWD,juan manuel sanabria|uruguay,juan manuel sanabria|uruguay,40033,783,3000000,MID,False,
manuel_ugarte__uru,Manuel Ugarte,URU,Uruguay,MID,3500000,3500000,0.456,name+team,0.023,0.702,0.702,49487,Uruguay,3500000,True,True,name_team_position,1.0,0.03,0.046,0.024,KSA,2026-06-16 00:00,70.412,0.023,0.025,0.018,0.0,0.039,0.06,0.024,-0.0197967511911951,0.005,32.122,0.24,0.24,CPV,2026-06-22 00:00,70.412,0.029,0.03,0.022,0.0,0.039,0.04,0.026,-0.0173210115461799,0.005,32.122,0.271,0.258,ESP,2026-06-27 02:00,70.412,0.025,0.027,0.019,0.0,0.039,0.032,0.025,-0.0194939222094041,0.005,32.122,0.226,0.204,0.738,manuel ugarte,uruguay,MID,manuel ugarte|uruguay|MID,manuel ugarte|uruguay,manuel ugarte|uruguay,41211,783,3500000,MID,False,
nicolas_de_la_cruz__uru,Nicolas de la Cruz,URU,Uruguay,MID,3000000,3000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49644,Uruguay,3000000,True,True,unmatched,0.5882352941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43385,783,3000000,MID,False,
maxi_araujo__uru,Maxi Araujo,URU,Uruguay,MID,5000000,5000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49538,Uruguay,5000000,True,True,unmatched,0.7586206896551724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46304,783,5000000,MID,False,
emiliano_martinez_toranza__uru,Emiliano Martinez Toranza,URU,Uruguay,MID,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49066,Uruguay,2500000,True,True,unmatched,0.8205128205128205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43101,783,2500000,MID,False,
cristian_roldan__usa,Cristian Roldan,USA,USA,MID,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48968,USA,2500000,True,True,unmatched,0.47058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43461,784,2500000,MID,False,
aidan_morris__usa,Aidan Morris,USA,USA,MID,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48750,USA,2500000,True,True,unmatched,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49804,784,2500000,MID,False,
sebastian_berhalter__usa,Sebastian Berhalter,USA,USA,MID,3000000,3000000,0.916,name+team,0.076,2.492,2.492,49833,USA,3000000,True,True,name_team_position,1.0,0.047,0.082,0.041,PAR,2026-06-13 03:00,71.364,0.089,0.108,0.076,0.154,0.08,0.092,0.053,-0.0366860902399045,0.06,65.405,0.934,0.934,AUS,2026-06-19 21:00,71.364,0.09,0.108,0.077,0.155,0.08,0.079,0.053,-0.0364704929739479,0.06,65.405,0.926,0.88,TUR,2026-06-26 04:00,71.364,0.075,0.09,0.064,0.123,0.08,0.059,0.048,-0.0409568752710321,0.06,65.405,0.753,0.678,2.614,sebastian berhalter,usa,MID,sebastian berhalter|usa|MID,sebastian berhalter|usa,berhalter sebastian|usa,49806,784,3000000,MID,False,
tyler_adams__usa,Tyler Adams,USA,USA,MID,3000000,3000000,0.836,name+team,0.061,1.968,1.968,49913,USA,3000000,True,True,name_team_position,1.0,0.044,0.062,0.036,PAR,2026-06-13 03:00,71.1,0.076,0.074,0.06,0.066,0.073,0.084,0.048,-0.0333397238614179,0.05,59.439,0.74,0.74,AUS,2026-06-19 21:00,71.1,0.077,0.074,0.061,0.066,0.073,0.071,0.048,-0.0331437925625179,0.05,59.439,0.732,0.695,TUR,2026-06-26 04:00,71.1,0.064,0.062,0.05,0.052,0.073,0.054,0.044,-0.0372209440371889,0.05,59.439,0.592,0.533,2.064,tyler adams,usa,MID,tyler adams|usa|MID,tyler adams|usa,adams tyler|usa,37299,784,3000000,MID,False,
tanner_tessmann__usa,Tanner Tessmann,USA,USA,MID,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49876,USA,2500000,True,True,unmatched,0.5161290322580645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41095,784,2500000,MID,False,
brenden_aaronson__usa,Brenden Aaronson,USA,USA,MID,3000000,3000000,0.433,name+team,0.023,0.913,0.913,48915,USA,3000000,True,True,name_team_position,1.0,0.044,0.059,0.033,PAR,2026-06-13 03:00,70.421,0.039,0.036,0.028,0.0,0.037,0.043,0.025,-0.0170914007903005,0.002,30.471,0.345,0.345,AUS,2026-06-19 21:00,70.421,0.039,0.036,0.028,0.0,0.037,0.037,0.025,-0.0169909578361002,0.002,30.471,0.341,0.324,TUR,2026-06-26 04:00,70.421,0.032,0.03,0.023,0.0,0.037,0.028,0.023,-0.0190810840238881,0.002,30.471,0.271,0.244,0.957,brenden aaronson,usa,MID,brenden aaronson|usa|MID,brenden aaronson|usa,aaronson brenden|usa,41333,784,3000000,MID,False,
malik_tillman__usa,Malik Tillman,USA,USA,MID,4000000,4000000,0.98,name+team,0.091,3.624,3.624,49481,USA,4000000,True,True,name_team_position,1.0,0.077,0.088,0.051,PAR,2026-06-13 03:00,71.636,0.157,0.124,0.101,0.224,0.086,0.099,0.057,-0.0393773021325278,0.068,70.203,1.353,1.353,AUS,2026-06-19 21:00,71.636,0.158,0.124,0.101,0.227,0.086,0.084,0.057,-0.0391458891194484,0.068,70.203,1.347,1.279,TUR,2026-06-26 04:00,71.636,0.131,0.103,0.084,0.18,0.086,0.064,0.052,-0.0439613826767899,0.068,70.203,1.101,0.991,3.801,malik tillman,usa,MID,malik tillman|usa|MID,malik tillman|usa,malik tillman|usa,40007,784,4000000,MID,False,
james_rodr_guez__col,James Rodriguez,COL,Colombia,MID,4000000,4000000,0.726,name+team,0.067,1.852,1.852,49248,Colombia,4000000,True,True,name_team_position,1.0,0.046,0.077,0.032,UZB,2026-06-18 04:00,71.213,0.061,0.07,0.041,0.0,0.063,0.111,0.039,-0.0313388099148749,0.037,51.736,0.647,0.647,COD,2026-06-24 04:00,71.213,0.069,0.079,0.046,0.0,0.063,0.061,0.042,-0.0290529718741602,0.037,51.736,0.677,0.643,POR,2026-06-28 01:30,71.213,0.064,0.074,0.043,0.0,0.063,0.054,0.04,-0.030801835042542,0.037,51.736,0.625,0.563,1.949,james rodriguez,colombia,MID,james rodriguez|colombia|MID,james rodriguez|colombia,james rodriguez|colombia,29264,879,4000000,MID,False,
jefferson_lerma__col,Jefferson Lerma,COL,Colombia,MID,3000000,3000000,0.563,name+team,0.05,1.282,1.282,49266,Colombia,3000000,True,True,name_team_position,1.0,0.05,0.051,0.03,UZB,2026-06-18 04:00,70.895,0.051,0.035,0.029,0.0,0.049,0.086,0.03,-0.0241816017227882,0.018,39.921,0.45,0.45,COD,2026-06-24 04:00,70.895,0.058,0.04,0.033,0.0,0.049,0.047,0.032,-0.0224178070779531,0.018,39.921,0.468,0.444,POR,2026-06-28 01:30,70.895,0.054,0.038,0.031,0.0,0.049,0.042,0.031,-0.0237672620419525,0.018,39.921,0.431,0.388,1.348,jefferson lerma,colombia,MID,jefferson lerma|colombia|MID,jefferson lerma|colombia,jefferson lerma|colombia,33746,879,3000000,MID,False,
juan_quintero__col,Juan Quintero,COL,Colombia,MID,2500000,2500000,0.452,name+team,0.02,0.76,0.76,49350,Colombia,2500000,True,True,name_team_position,1.0,0.031,0.054,0.026,UZB,2026-06-18 04:00,70.369,0.025,0.03,0.02,0.0,0.039,0.068,0.024,-0.0192538617938172,0.004,31.786,0.272,0.272,COD,2026-06-24 04:00,70.369,0.028,0.034,0.023,0.0,0.039,0.038,0.026,-0.0178494941793954,0.004,31.786,0.276,0.262,POR,2026-06-28 01:30,70.369,0.026,0.032,0.021,0.0,0.039,0.033,0.025,-0.0189239564781165,0.004,31.786,0.252,0.227,0.799,juan quintero,colombia,MID,juan quintero|colombia|MID,juan quintero|colombia,juan quintero|colombia,31337,879,2500000,MID,False,
weston_mckennie__usa,Weston McKennie,USA,USA,MID,3500000,3500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49942,USA,3500000,True,True,unmatched,0.38461538461538464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35296,784,3500000,MID,False,
giovanni_reyna__usa,Giovanni Reyna,USA,USA,MID,3000000,3000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49139,USA,3000000,True,True,unmatched,0.43478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39216,784,3000000,MID,False,
kendry_p_ez__ecu,Kendry Paez,ECU,Ecuador,MID,3000000,3000000,0.451,name+team,0.031,0.728,0.728,49382,Ecuador,3000000,True,True,name_team_position,1.0,0.032,0.055,0.024,CIV,2026-06-15 01:00,70.554,0.023,0.028,0.017,0.0,0.039,0.039,0.023,-0.0202212543136788,0.004,31.82,0.226,0.226,CUW,2026-06-21 02:00,70.554,0.03,0.036,0.022,0.0,0.039,0.04,0.026,-0.0172357717700394,0.004,31.82,0.293,0.278,GER,2026-06-25 22:00,70.554,0.027,0.031,0.02,0.0,0.039,0.032,0.025,-0.0192023057715992,0.004,31.82,0.249,0.224,0.768,kendry paez,ecuador,MID,kendry paez|ecuador|MID,kendry paez|ecuador,kendry paez|ecuador,48022,881,3000000,MID,False,
gustavo_puerta__col,Gustavo Puerta,COL,Colombia,MID,2500000,2500000,0.453,name+team,0.022,0.802,0.802,49160,Colombia,2500000,True,True,name_team_position,1.0,0.038,0.044,0.026,UZB,2026-06-18 04:00,70.387,0.03,0.025,0.02,0.0,0.039,0.068,0.024,-0.0193227411756582,0.004,31.899,0.285,0.285,COD,2026-06-24 04:00,70.387,0.035,0.028,0.023,0.0,0.039,0.038,0.026,-0.0179133495315537,0.004,31.899,0.291,0.277,POR,2026-06-28 01:30,70.387,0.032,0.026,0.022,0.0,0.039,0.033,0.025,-0.018991655646115,0.004,31.899,0.266,0.24,0.843,gustavo puerta,colombia,MID,gustavo puerta|colombia|MID,gustavo puerta|colombia,gustavo puerta|colombia,44719,879,2500000,MID,False,
richard_r_os__col,Richard Rios,COL,Colombia,MID,3500000,3500000,0.51,name+team,0.038,0.891,0.891,49771,Colombia,3500000,True,True,name_team_position,1.0,0.033,0.048,0.028,UZB,2026-06-18 04:00,70.682,0.03,0.03,0.025,0.0,0.044,0.077,0.027,-0.021844237662487,0.011,36.062,0.318,0.318,COD,2026-06-24 04:00,70.682,0.035,0.035,0.028,0.0,0.044,0.043,0.029,-0.020250929251767,0.011,36.062,0.323,0.307,POR,2026-06-28 01:30,70.682,0.032,0.032,0.026,0.0,0.044,0.038,0.028,-0.0214699475486669,0.011,36.062,0.296,0.266,0.937,richard rios,colombia,MID,richard rios|colombia|MID,richard rios|colombia,richard rios|colombia,48675,879,3500000,MID,False,
jhon_arias__col,Jhon Arias,COL,Colombia,MID,3000000,3000000,0.449,name+team,0.02,0.705,0.705,49279,Colombia,3000000,True,True,name_team_position,1.0,0.03,0.044,0.026,UZB,2026-06-18 04:00,70.36,0.024,0.024,0.02,0.0,0.039,0.068,0.024,-0.0191491115690264,0.004,31.613,0.253,0.253,COD,2026-06-24 04:00,70.36,0.028,0.028,0.023,0.0,0.039,0.037,0.026,-0.0177523843866839,0.004,31.613,0.255,0.242,POR,2026-06-28 01:30,70.36,0.026,0.026,0.021,0.0,0.039,0.033,0.025,-0.0188210010961655,0.004,31.613,0.233,0.209,0.741,jhon arias,colombia,MID,jhon arias|colombia|MID,jhon arias|colombia,arias jhon|colombia,48256,879,3000000,MID,False,
kevin_casta_o__col,Kevin Castano,COL,Colombia,MID,3000000,3000000,0.453,name+team,0.032,0.752,0.752,49388,Colombia,3000000,True,True,name_team_position,1.0,0.032,0.047,0.027,UZB,2026-06-18 04:00,70.569,0.026,0.026,0.021,0.0,0.039,0.068,0.024,-0.0193470013605024,0.004,31.939,0.269,0.269,COD,2026-06-24 04:00,70.569,0.03,0.03,0.024,0.0,0.039,0.038,0.026,-0.0179358401899372,0.004,31.939,0.273,0.259,POR,2026-06-28 01:30,70.569,0.028,0.028,0.023,0.0,0.039,0.034,0.025,-0.0190155001447958,0.004,31.939,0.249,0.224,0.79,kevin castano,colombia,MID,kevin castano|colombia|MID,kevin castano|colombia,castano kevin|colombia,49459,879,3000000,MID,False,
juan_portilla__col,Juan Portilla,COL,Colombia,MID,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49349,Colombia,2500000,True,True,unmatched,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49460,879,2500000,MID,False,
jaminton_campaz__col,Jaminton Campaz,COL,Colombia,MID,2500000,2500000,0.448,name+team,0.02,0.702,0.702,49250,Colombia,2500000,True,True,name_team_position,1.0,0.03,0.044,0.026,UZB,2026-06-18 04:00,70.36,0.024,0.024,0.02,0.0,0.039,0.067,0.024,-0.0190809197628603,0.004,31.5,0.252,0.252,COD,2026-06-24 04:00,70.36,0.028,0.028,0.023,0.0,0.039,0.037,0.025,-0.0176891664587545,0.004,31.5,0.254,0.241,POR,2026-06-28 01:30,70.36,0.026,0.026,0.021,0.0,0.039,0.033,0.025,-0.0187539777225758,0.004,31.5,0.232,0.208,0.738,jaminton campaz,colombia,MID,jaminton campaz|colombia|MID,jaminton campaz|colombia,campaz jaminton|colombia,49462,879,2500000,MID,False,
jorge_carrascal__col,Jorge Carrascal,COL,Colombia,MID,2500000,2500000,0.412,name+team,0.02,1.084,1.084,49320,Colombia,2500000,True,True,name_team,1.0,0.073,0.039,0.103,UZB,2026-06-18 04:00,66.36,0.052,0.019,0.071,0.0,0.021,0.059,0.021,-0.0165611302760799,-0.001,27.34,0.376,0.376,COD,2026-06-24 04:00,66.36,0.059,0.022,0.08,0.0,0.021,0.032,0.022,-0.0153531692308097,-0.001,27.34,0.398,0.378,POR,2026-06-28 01:30,66.36,0.055,0.02,0.075,0.0,0.021,0.029,0.021,-0.0162773635714781,-0.001,27.34,0.367,0.33,1.141,jorge carrascal,colombia,FWD,jorge carrascal|colombia|FWD,jorge carrascal|colombia,carrascal jorge|colombia,49463,879,2500000,MID,False,
alan_franco__ecu,Alan Franco,ECU,Ecuador,MID,2500000,2500000,0.81,name+team,0.076,1.1,1.1,48762,Ecuador,2500000,True,True,name_team,1.0,0.01,0.018,0.004,CIV,2026-06-15 01:00,75.368,0.013,0.015,0.005,0.069,0.068,0.075,0.044,-0.0387905409521587,0.047,61.041,0.343,0.343,CUW,2026-06-21 02:00,75.368,0.017,0.02,0.007,0.094,0.068,0.076,0.05,-0.033063473725045,0.047,61.041,0.447,0.425,GER,2026-06-25 22:00,75.368,0.015,0.017,0.006,0.078,0.068,0.062,0.047,-0.0368358864813456,0.047,61.041,0.37,0.333,1.16,alan franco,ecuador,DEF,alan franco|ecuador|DEF,alan franco|ecuador,alan franco|ecuador,43278,881,2500000,MID,False,
jordy_alcivar__ecu,Jordy Alcivar,ECU,Ecuador,MID,2000000,2000000,0.56,name+team,0.049,1.251,1.251,49318,Ecuador,2000000,True,True,name_team_position,1.0,0.05,0.059,0.026,CIV,2026-06-15 01:00,70.882,0.046,0.038,0.024,0.0,0.048,0.049,0.029,-0.0252160062541343,0.017,39.68,0.389,0.389,CUW,2026-06-21 02:00,70.882,0.059,0.048,0.03,0.0,0.048,0.049,0.033,-0.0214930944444007,0.017,39.68,0.499,0.474,GER,2026-06-25 22:00,70.882,0.052,0.043,0.027,0.0,0.048,0.04,0.031,-0.0239453722760858,0.017,39.68,0.431,0.388,1.319,jordy alcivar,ecuador,MID,jordy alcivar|ecuador|MID,jordy alcivar|ecuador,alcivar jordy|ecuador,52160,881,2000000,MID,False,
alan_minda__ecu,Alan Minda,ECU,Ecuador,MID,3000000,3000000,0.443,name+team,0.02,1.123,1.123,48763,Ecuador,3000000,True,True,name_team,1.0,0.072,0.046,0.092,CIV,2026-06-15 01:00,66.36,0.05,0.022,0.062,0.0,0.023,0.036,0.021,-0.0186901839348275,0.003,29.411,0.35,0.35,CUW,2026-06-21 02:00,66.36,0.064,0.028,0.079,0.0,0.023,0.037,0.024,-0.0159307498755321,0.003,29.411,0.447,0.425,GER,2026-06-25 22:00,66.36,0.057,0.025,0.07,0.0,0.023,0.03,0.023,-0.0177483859940979,0.003,29.411,0.388,0.349,1.185,alan minda,ecuador,FWD,alan minda|ecuador|FWD,alan minda|ecuador,alan minda|ecuador,52161,881,3000000,MID,False,
pedro_vite__ecu,Pedro Vite,ECU,Ecuador,MID,2500000,2500000,0.859,name+team,0.08,1.856,1.856,49730,Ecuador,2500000,True,True,name_team_position,1.0,0.039,0.068,0.03,CIV,2026-06-15 01:00,71.442,0.056,0.067,0.041,0.072,0.075,0.076,0.044,-0.0389853374224777,0.053,61.347,0.58,0.58,CUW,2026-06-21 02:00,71.442,0.072,0.085,0.053,0.099,0.075,0.076,0.05,-0.0332295102849906,0.053,61.347,0.737,0.701,GER,2026-06-25 22:00,71.442,0.063,0.075,0.047,0.082,0.075,0.062,0.047,-0.0370208671619834,0.053,61.347,0.639,0.575,1.956,pedro vite,ecuador,MID,pedro vite|ecuador|MID,pedro vite|ecuador,pedro vite|ecuador,52162,881,2500000,MID,False,
yaimar_medina__ecu,Yaimar Medina,ECU,Ecuador,MID,2000000,2000000,0.454,name+team,0.032,0.23,0.23,49955,Ecuador,2000000,True,True,name_team,1.0,0.009,0.014,0.004,CIV,2026-06-15 01:00,74.581,0.006,0.007,0.002,0.0,0.038,0.042,0.024,-0.021541297829826,0.005,33.897,0.072,0.072,CUW,2026-06-21 02:00,74.581,0.008,0.009,0.003,0.0,0.038,0.042,0.028,-0.0183609229806367,0.005,33.897,0.095,0.091,GER,2026-06-25 22:00,74.581,0.007,0.008,0.003,0.0,0.038,0.034,0.026,-0.0204558323251785,0.005,33.897,0.075,0.067,0.242,yaimar medina,ecuador,DEF,yaimar medina|ecuador|DEF,yaimar medina|ecuador,medina yaimar|ecuador,52163,881,2000000,MID,False,
ivan_unji__bih,Ivan Sunjic,BIH,Bosnia-Herzegovina,MID,3000000,3000000,0.153,team_minute_rank,0.023,0.14,0.14,49236,Bosnia-Herzegovina,3000000,True,True,name_team_position,1.0,0.035,0.057,0.028,CAN,2026-06-12 21:00,70.409,0.009,0.009,0.007,0.0,0.013,0.007,0.008,-0.0069259947215107,-0.032,10.747,0.04,0.04,SUI,2026-06-18 21:00,70.409,0.008,0.009,0.007,0.0,0.013,0.009,0.008,-0.0069780136804969,-0.032,10.747,0.041,0.039,QAT,2026-06-24 21:00,70.409,0.011,0.012,0.008,0.0,0.013,0.012,0.009,-0.0060840633395116,-0.032,10.747,0.068,0.061,0.149,ivan sunjic,bosnia and herzegovina,MID,ivan sunjic|bosnia and herzegovina|MID,ivan sunjic|bosnia and herzegovina,ivan sunjic|bosnia and herzegovina,37124,882,3000000,MID,False,
armin_gigovic__bih,Armin Gigovic,BIH,Bosnia-Herzegovina,MID,3000000,3000000,0.379,team_minute_rank,0.044,1.156,1.156,48862,Bosnia-Herzegovina,3000000,True,True,name_team,1.0,0.094,0.074,0.126,CAN,2026-06-12 21:00,66.799,0.054,0.029,0.071,0.0,0.02,0.016,0.018,-0.0163016558255489,-0.005,25.296,0.37,0.37,SUI,2026-06-18 21:00,66.799,0.054,0.029,0.07,0.0,0.02,0.02,0.018,-0.016424092414067,-0.005,25.296,0.368,0.349,QAT,2026-06-24 21:00,66.799,0.069,0.037,0.089,0.0,0.02,0.029,0.02,-0.0143200089762595,-0.005,25.296,0.485,0.437,1.223,armin gigovic,bosnia and herzegovina,FWD,armin gigovic|bosnia and herzegovina|FWD,armin gigovic|bosnia and herzegovina,armin gigovic|bosnia and herzegovina,38706,882,3000000,MID,False,
d_enis_burni__bih,Dzenis Burnic,BIH,Bosnia-Herzegovina,MID,2500000,2500000,0.786,team_minute_rank,0.05,0.776,0.776,49040,Bosnia-Herzegovina,2500000,True,True,name_team,1.0,0.011,0.017,0.005,CAN,2026-06-12 21:00,74.909,0.013,0.014,0.005,0.043,0.065,0.037,0.042,-0.0379441331355326,0.044,58.878,0.238,0.238,SUI,2026-06-18 21:00,74.909,0.013,0.014,0.005,0.042,0.065,0.047,0.041,-0.0382291195360006,0.044,58.878,0.243,0.231,QAT,2026-06-24 21:00,74.909,0.016,0.018,0.007,0.056,0.065,0.068,0.047,-0.0333316034218821,0.044,58.878,0.341,0.307,0.822,dzenis burnic,bosnia and herzegovina,DEF,dzenis burnic|bosnia and herzegovina|DEF,dzenis burnic|bosnia and herzegovina,burnic dzenis|bosnia and herzegovina,34982,882,2500000,MID,False,
mois_s_caicedo__ecu,Moises Caicedo,ECU,Ecuador,MID,3000000,3000000,0.55,name+team,0.046,0.984,0.984,49601,Ecuador,3000000,True,True,name_team_position,1.0,0.034,0.058,0.026,CIV,2026-06-15 01:00,70.819,0.031,0.037,0.023,0.0,0.048,0.048,0.028,-0.0247525488244674,0.016,38.95,0.306,0.306,CUW,2026-06-21 02:00,70.819,0.039,0.047,0.029,0.0,0.048,0.049,0.032,-0.0210980622491197,0.016,38.95,0.394,0.374,GER,2026-06-25 22:00,70.819,0.035,0.041,0.026,0.0,0.048,0.039,0.03,-0.023505268455693,0.016,38.95,0.338,0.304,1.038,moises caicedo,ecuador,MID,moises caicedo|ecuador|MID,moises caicedo|ecuador,caicedo moises|ecuador,40253,881,3000000,MID,False,
