player_id,player_name,team_id,team_name,position,price,price_estimate,start_prob,start_prob_source,minute_share,weighted_group_stage_ev,optimizer_ev,holdet_player_id,holdet_team_name,holdet_price,official_holdet_master,ev_rebased_to_holdet_master,ev_match_method,ev_match_score,goal_share_norm,assist_share_norm,sot_share_norm,match_1_opponent_team,match_1_kickoff,match_1_minutes_if_start,match_1_goal_ev,match_1_assist_ev,match_1_shots_on_target_ev,match_1_clean_sheet_ev,match_1_card_ev,match_1_result_ev,match_1_team_scores_ev,match_1_opponent_scores_ev,match_1_on_pitch_ev,match_1_start_minutes_ev,match_1_total_ev_next_match,match_1_weighted_match_ev,match_2_opponent_team,match_2_kickoff,match_2_minutes_if_start,match_2_goal_ev,match_2_assist_ev,match_2_shots_on_target_ev,match_2_clean_sheet_ev,match_2_card_ev,match_2_result_ev,match_2_team_scores_ev,match_2_opponent_scores_ev,match_2_on_pitch_ev,match_2_start_minutes_ev,match_2_total_ev_next_match,match_2_weighted_match_ev,match_3_opponent_team,match_3_kickoff,match_3_minutes_if_start,match_3_goal_ev,match_3_assist_ev,match_3_shots_on_target_ev,match_3_clean_sheet_ev,match_3_card_ev,match_3_result_ev,match_3_team_scores_ev,match_3_opponent_scores_ev,match_3_on_pitch_ev,match_3_start_minutes_ev,match_3_total_ev_next_match,match_3_weighted_match_ev,total_ev_group_stage,name_norm,team_norm,position_norm,key_name_team_pos,key_name_team,key_token_team,holdet_person_id,holdet_team_id,holdet_start_price,holdet_position,holdet_is_out,score
jackson_porozo__ecu,Jackson Porozo,ECU,Ecuador,DEF,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49240,Ecuador,2000000,True,True,unmatched,0.41379310344827586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43276,881,2000000,DEF,False,
jose_hurtado__ecu,Jose Hurtado,ECU,Ecuador,DEF,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49328,Ecuador,2500000,True,True,unmatched,0.6363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52159,881,2500000,DEF,False,
piero_hincapi__ecu,Piero Hincapie,ECU,Ecuador,DEF,3500000,3500000,0.55,name+team,0.046,0.324,0.324,49737,Ecuador,3500000,True,True,name_team_position,1.0,0.009,0.015,0.004,CIV,2026-06-15 01:00,74.819,0.008,0.009,0.003,0.0,0.046,0.051,0.03,-0.0261506227212729,0.016,41.15,0.102,0.102,CUW,2026-06-21 02:00,74.819,0.01,0.012,0.004,0.0,0.046,0.051,0.034,-0.0222897233710852,0.016,41.15,0.132,0.126,GER,2026-06-25 22:00,74.819,0.009,0.01,0.004,0.0,0.046,0.042,0.032,-0.0248328934408351,0.016,41.15,0.106,0.096,0.341,piero hincapie,ecuador,DEF,piero hincapie|ecuador|DEF,piero hincapie|ecuador,hincapie piero|ecuador,41183,881,3500000,DEF,False,
pervis_estupi_n__ecu,Pervis Estupinan,ECU,Ecuador,DEF,3500000,3500000,0.442,name+team,0.02,0.208,0.208,49731,Ecuador,3500000,True,True,name_team_position,1.0,0.008,0.014,0.003,CIV,2026-06-15 01:00,74.36,0.006,0.006,0.002,0.0,0.037,0.041,0.024,-0.0208819392989444,0.003,32.86,0.065,0.065,CUW,2026-06-21 02:00,74.36,0.007,0.008,0.003,0.0,0.037,0.041,0.027,-0.0177989126831244,0.003,32.86,0.087,0.082,GER,2026-06-25 22:00,74.36,0.006,0.007,0.003,0.0,0.037,0.033,0.025,-0.0198296988555778,0.003,32.86,0.067,0.06,0.219,pervis estupinan,ecuador,DEF,pervis estupinan|ecuador|DEF,pervis estupinan|ecuador,estupinan pervis|ecuador,34330,881,3500000,DEF,False,
dennis_hadzikadunic__bih,Dennis Hadzikadunic,BIH,Bosnia-Herzegovina,DEF,2500000,2500000,0.66,team_minute_rank,0.046,0.376,0.376,49011,Bosnia-Herzegovina,2500000,True,True,name_team_position,1.0,0.011,0.017,0.005,CAN,2026-06-12 21:00,74.819,0.01,0.012,0.004,0.0,0.055,0.031,0.035,-0.0318232056093114,0.029,49.381,0.111,0.111,SUI,2026-06-18 21:00,74.819,0.01,0.011,0.004,0.0,0.055,0.039,0.035,-0.0320622196562407,0.029,49.381,0.116,0.111,QAT,2026-06-24 21:00,74.819,0.013,0.015,0.006,0.0,0.055,0.057,0.04,-0.0279547424418368,0.029,49.381,0.171,0.154,0.398,dennis hadzikadunic,bosnia and herzegovina,DEF,dennis hadzikadunic|bosnia and herzegovina|DEF,dennis hadzikadunic|bosnia and herzegovina,dennis hadzikadunic|bosnia and herzegovina,34979,882,2500000,DEF,False,
amar_dedi__bih,Amar Dedic,BIH,Bosnia-Herzegovina,DEF,3000000,3000000,0.887,team_minute_rank,0.068,1.486,1.486,48816,Bosnia-Herzegovina,3000000,True,True,name_team_position,1.0,0.012,0.018,0.005,CAN,2026-06-12 21:00,75.228,0.016,0.017,0.007,0.129,0.074,0.042,0.047,-0.0430136611731553,0.056,66.745,0.465,0.465,SUI,2026-06-18 21:00,75.228,0.015,0.017,0.007,0.127,0.074,0.053,0.047,-0.043336723197656,0.056,66.745,0.467,0.443,QAT,2026-06-24 21:00,75.228,0.02,0.022,0.008,0.171,0.074,0.077,0.053,-0.0377848741681814,0.056,66.745,0.641,0.577,1.573,amar dedic,bosnia and herzegovina,DEF,amar dedic|bosnia and herzegovina|DEF,amar dedic|bosnia and herzegovina,amar dedic|bosnia and herzegovina,39935,882,3000000,DEF,False,
stjepan_radeljic__bih,Stjepan Radeljic,BIH,Bosnia-Herzegovina,DEF,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49865,Bosnia-Herzegovina,2500000,True,True,unmatched,0.5925925925925926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41308,882,2500000,DEF,False,
sead_kolasinac__bih,Sead Kolasinac,BIH,Bosnia-Herzegovina,DEF,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49832,Bosnia-Herzegovina,2500000,True,True,unmatched,0.5925925925925926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29729,882,2500000,DEF,False,
nihad_mujaki__bih,Nihad Mujakic,BIH,Bosnia-Herzegovina,DEF,2500000,2500000,0.174,team_minute_rank,0.04,-0.008,-0.008,49653,Bosnia-Herzegovina,2500000,True,True,name_team_position,1.0,0.01,0.016,0.005,CAN,2026-06-12 21:00,74.727,0.003,0.003,0.001,0.0,0.014,0.008,0.009,-0.0083736813661857,-0.029,12.994,-0.008,-0.008,SUI,2026-06-18 21:00,74.727,0.003,0.003,0.001,0.0,0.014,0.01,0.009,-0.0084365734423518,-0.029,12.994,-0.007,-0.006,QAT,2026-06-24 21:00,74.727,0.003,0.004,0.001,0.0,0.014,0.015,0.01,-0.007355767635591,-0.029,12.994,0.007,0.007,-0.008,nihad mujakic,bosnia and herzegovina,DEF,nihad mujakic|bosnia and herzegovina|DEF,nihad mujakic|bosnia and herzegovina,mujakic nihad|bosnia and herzegovina,52121,882,2500000,DEF,False,
nidal_celik__bih,Nidal Celik,BIH,Bosnia-Herzegovina,DEF,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49652,Bosnia-Herzegovina,2000000,True,True,unmatched,0.43478260869565216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52122,882,2000000,DEF,False,
tarik_muharemovic__bih,Tarik Muharemovic,BIH,Bosnia-Herzegovina,DEF,3000000,3000000,0.66,team_minute_rank,0.046,0.667,0.667,49879,Bosnia-Herzegovina,3000000,True,True,name_team_position,1.0,0.026,0.017,0.005,CAN,2026-06-12 21:00,74.819,0.026,0.012,0.004,0.0,0.055,0.031,0.035,-0.0318232056093114,0.029,49.381,0.206,0.206,SUI,2026-06-18 21:00,74.819,0.026,0.011,0.004,0.0,0.055,0.039,0.035,-0.0320622196562407,0.029,49.381,0.21,0.199,QAT,2026-06-24 21:00,74.819,0.033,0.015,0.006,0.0,0.055,0.057,0.04,-0.0279547424418368,0.029,49.381,0.291,0.262,0.706,tarik muharemovic,bosnia and herzegovina,DEF,tarik muharemovic|bosnia and herzegovina|DEF,tarik muharemovic|bosnia and herzegovina,muharemovic tarik|bosnia and herzegovina,48090,882,3000000,DEF,False,
nikola_kati__bih,Nikola Katic,BIH,Bosnia-Herzegovina,DEF,3000000,3000000,0.156,team_minute_rank,0.025,-0.027,-0.027,49655,Bosnia-Herzegovina,3000000,True,True,name_team_position,1.0,0.01,0.015,0.004,CAN,2026-06-12 21:00,74.455,0.002,0.002,0.001,0.0,0.013,0.007,0.008,-0.0074737786216061,-0.031,11.597,-0.014,-0.014,SUI,2026-06-18 21:00,74.455,0.002,0.002,0.001,0.0,0.013,0.009,0.008,-0.0075299118124649,-0.031,11.597,-0.013,-0.012,QAT,2026-06-24 21:00,74.455,0.003,0.003,0.001,0.0,0.013,0.013,0.009,-0.0065652580384037,-0.031,11.597,-0.001,-0.001,-0.028,nikola katic,bosnia and herzegovina,DEF,nikola katic|bosnia and herzegovina|DEF,nikola katic|bosnia and herzegovina,katic nikola|bosnia and herzegovina,43069,882,3000000,DEF,False,
abolfazl_jalali__irn,Abolfazl Jalali,IRN,Iran,DEF,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48731,Iran,2000000,True,True,unmatched,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43491,883,2000000,DEF,False,
hossein_kanaani__irn,Hossein Kanaani,IRN,Iran,DEF,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49190,Iran,2500000,True,True,unmatched,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43293,883,2500000,DEF,False,
shoja_khalilzadeh__irn,Shojae Khalilzadeh,IRN,Iran,DEF,2500000,2500000,0.675,name+team,0.091,0.541,0.541,49847,Iran,2500000,True,True,fuzzy_name_team,0.9714285714285714,0.014,0.02,0.006,NZL,2026-06-16 03:00,75.636,0.019,0.019,0.008,0.0,0.057,0.092,0.042,-0.0278833211791335,0.031,51.054,0.257,0.257,BEL,2026-06-21 21:00,75.636,0.014,0.014,0.006,0.0,0.057,0.04,0.036,-0.0333672785450884,0.031,51.054,0.147,0.14,EGY,2026-06-27 05:00,75.636,0.015,0.015,0.007,0.0,0.057,0.043,0.037,-0.0325218786659134,0.031,51.054,0.16,0.144,0.564,shoja khalilzadeh,iran,DEF,shoja khalilzadeh|iran|DEF,shoja khalilzadeh|iran,khalilzadeh shoja|iran,43295,883,2500000,DEF,False,0.9714285714285714
ali_nemati__irn,Ali Nemati,IRN,Iran,DEF,2500000,2500000,0.514,name+team,0.064,0.347,0.347,48801,Iran,2500000,True,True,name_team_position,1.0,0.013,0.018,0.006,NZL,2026-06-16 03:00,75.145,0.013,0.013,0.006,0.0,0.043,0.07,0.032,-0.0211152067841772,0.012,38.662,0.171,0.171,BEL,2026-06-21 21:00,75.145,0.01,0.01,0.004,0.0,0.043,0.03,0.027,-0.0252680439958506,0.012,38.662,0.091,0.086,EGY,2026-06-27 05:00,75.145,0.01,0.01,0.004,0.0,0.043,0.033,0.028,-0.0246278479033759,0.012,38.662,0.1,0.09,0.362,ali nemati,iran,DEF,ali nemati|iran|DEF,ali nemati|iran,ali nemati|iran,49519,883,2500000,DEF,False,
hossein_abarghouei__irn,Hossein Abarghouei,IRN,Iran,DEF,2000000,2000000,0.488,name+team,0.046,0.299,0.299,49189,Iran,2000000,True,True,name_team_position,1.0,0.012,0.017,0.005,NZL,2026-06-16 03:00,74.819,0.011,0.011,0.005,0.0,0.041,0.066,0.03,-0.0199203766736333,0.009,36.474,0.15,0.15,BEL,2026-06-21 21:00,74.819,0.008,0.008,0.004,0.0,0.041,0.028,0.025,-0.0238382204516448,0.009,36.474,0.077,0.073,EGY,2026-06-27 05:00,74.819,0.009,0.009,0.004,0.0,0.041,0.031,0.026,-0.0232342506474447,0.009,36.474,0.085,0.077,0.312,hossein abarghouei,iran,DEF,hossein abarghouei|iran|DEF,hossein abarghouei|iran,abarghouei hossein|iran,49520,883,2000000,DEF,False,
danial_esmaeilifar__irn,Danial Esmaeilifar,IRN,Iran,DEF,2500000,2500000,0.501,name+team,0.056,0.325,0.325,48980,Iran,2500000,True,True,name_team_position,1.0,0.012,0.018,0.005,NZL,2026-06-16 03:00,75.01,0.012,0.012,0.005,0.0,0.042,0.068,0.031,-0.0205365146346201,0.01,37.602,0.161,0.161,BEL,2026-06-21 21:00,75.01,0.009,0.009,0.004,0.0,0.042,0.029,0.026,-0.0245755374604177,0.01,37.602,0.084,0.08,EGY,2026-06-27 05:00,75.01,0.009,0.01,0.004,0.0,0.042,0.032,0.027,-0.0239528868486327,0.01,37.602,0.093,0.084,0.339,danial esmaeilifar,iran,DEF,danial esmaeilifar|iran|DEF,danial esmaeilifar|iran,danial esmaeilifar|iran,49521,883,2500000,DEF,False,
ehsan_hajsafi__irn,Ehsan Hajsafi,IRN,Iran,DEF,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49049,Iran,2000000,True,True,unmatched,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32226,883,2000000,DEF,False,
milad_mohammadi__irn,Milad Mohammadi,IRN,Iran,DEF,2500000,2500000,0.488,name+team,0.046,0.299,0.299,49565,Iran,2500000,True,True,name_team_position,1.0,0.012,0.017,0.005,NZL,2026-06-16 03:00,74.819,0.011,0.011,0.005,0.0,0.041,0.066,0.03,-0.0199203766736333,0.009,36.474,0.15,0.15,BEL,2026-06-21 21:00,74.819,0.008,0.008,0.004,0.0,0.041,0.028,0.025,-0.0238382204516448,0.009,36.474,0.077,0.073,EGY,2026-06-27 05:00,74.819,0.009,0.009,0.004,0.0,0.041,0.031,0.026,-0.0232342506474447,0.009,36.474,0.085,0.077,0.312,milad mohammadi,iran,DEF,milad mohammadi|iran|DEF,milad mohammadi|iran,milad mohammadi|iran,36412,883,2500000,DEF,False,
ramin_rezaeian__irn,Ramin Rezaeian,IRN,Iran,DEF,2500000,2500000,0.466,name+team,0.035,0.267,0.267,49746,Iran,2500000,True,True,name_team_position,1.0,0.011,0.016,0.005,NZL,2026-06-16 03:00,74.626,0.01,0.01,0.004,0.0,0.039,0.063,0.028,-0.0189887435386453,0.006,34.768,0.136,0.136,BEL,2026-06-21 21:00,74.626,0.008,0.008,0.003,0.0,0.039,0.027,0.024,-0.022723358196992,0.006,34.768,0.067,0.064,EGY,2026-06-27 05:00,74.626,0.008,0.008,0.003,0.0,0.039,0.03,0.025,-0.0221476347603854,0.006,34.768,0.075,0.068,0.278,ramin rezaeian,iran,DEF,ramin rezaeian|iran|DEF,ramin rezaeian|iran,ramin rezaeian|iran,36417,883,2500000,DEF,False,
thomas_meunier__bel,Thomas Meunier,BEL,Belgium,DEF,3500000,3500000,0.44,name+team,0.02,0.212,0.212,49892,Belgium,3500000,True,True,name_team_position,1.0,0.007,0.011,0.003,EGY,2026-06-15 21:00,74.36,0.006,0.007,0.002,0.0,0.036,0.058,0.027,-0.0183416902134773,0.003,32.681,0.09,0.09,IRN,2026-06-21 21:00,74.36,0.006,0.007,0.002,0.0,0.036,0.039,0.027,-0.0182124167263946,0.003,32.681,0.072,0.068,NZL,2026-06-27 05:00,74.36,0.005,0.006,0.002,0.0,0.036,0.034,0.025,-0.0192828931569258,0.003,32.681,0.059,0.053,0.221,thomas meunier,belgium,DEF,thomas meunier|belgium|DEF,thomas meunier|belgium,meunier thomas|belgium,34100,884,3500000,DEF,False,
brandon_mechele__bel,Brandon Mechele,BEL,Belgium,DEF,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48911,Belgium,2500000,True,True,unmatched,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34756,884,2500000,DEF,False,
timothy_castagne__bel,Timothy Castagne,BEL,Belgium,DEF,3500000,3500000,0.904,name+team,0.073,2.054,2.054,49897,Belgium,3500000,True,True,name_team_position,1.0,0.009,0.033,0.003,EGY,2026-06-15 21:00,75.321,0.016,0.041,0.006,0.193,0.076,0.122,0.055,-0.0381932381540776,0.058,68.053,0.767,0.767,IRN,2026-06-21 21:00,75.321,0.016,0.041,0.006,0.195,0.076,0.082,0.056,-0.0379240495993867,0.058,68.053,0.734,0.697,NZL,2026-06-27 05:00,75.321,0.014,0.037,0.005,0.176,0.076,0.072,0.053,-0.0401531223169906,0.058,68.053,0.656,0.59,2.156,timothy castagne,belgium,DEF,timothy castagne|belgium|DEF,timothy castagne|belgium,castagne timothy|belgium,38856,884,3500000,DEF,False,
arthur_theate__bel,Arthur Theate,BEL,Belgium,DEF,3000000,3000000,0.878,name+team,0.069,1.652,1.652,48864,Belgium,3000000,True,True,name_team_position,1.0,0.009,0.014,0.003,EGY,2026-06-15 21:00,75.24,0.015,0.017,0.006,0.164,0.073,0.118,0.054,-0.037096488397314,0.055,66.099,0.621,0.621,IRN,2026-06-21 21:00,75.24,0.015,0.017,0.006,0.166,0.073,0.08,0.054,-0.0368350298099196,0.055,66.099,0.589,0.559,NZL,2026-06-27 05:00,75.24,0.014,0.015,0.005,0.149,0.073,0.07,0.051,-0.039000092899668,0.055,66.099,0.524,0.472,1.734,arthur theate,belgium,DEF,arthur theate|belgium|DEF,arthur theate|belgium,arthur theate|belgium,41337,884,3000000,DEF,False,
maxim_de_cuyper__bel,Maxim De Cuyper,BEL,Belgium,DEF,4000000,4000000,0.609,name+team,0.043,0.599,0.599,49539,Belgium,4000000,True,True,name_team_position,1.0,0.018,0.012,0.005,EGY,2026-06-15 21:00,74.772,0.022,0.01,0.006,0.0,0.051,0.081,0.037,-0.0255731191663137,0.023,45.566,0.235,0.235,IRN,2026-06-21 21:00,74.772,0.022,0.01,0.006,0.0,0.051,0.055,0.037,-0.0253928780733865,0.023,45.566,0.21,0.199,NZL,2026-06-27 05:00,74.772,0.02,0.009,0.005,0.0,0.051,0.048,0.035,-0.0268854025356407,0.023,45.566,0.184,0.165,0.628,maxim de cuyper,belgium,DEF,maxim de cuyper|belgium|DEF,maxim de cuyper|belgium,cuyper de maxim|belgium,39015,884,4000000,DEF,False,
koni_de_winter__bel,Koni de Winter,BEL,Belgium,DEF,3000000,3000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49406,Belgium,3000000,True,True,unmatched,0.5517241379310345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40081,884,3000000,DEF,False,
nathan_ngoy__bel,Nathan Ngoy,BEL,Belgium,DEF,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49627,Belgium,2000000,True,True,unmatched,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50221,884,2000000,DEF,False,
zeno_debast__bel,Zeno Debast,BEL,Belgium,DEF,3500000,3500000,0.9,name+team,0.073,1.851,1.851,49992,Belgium,3500000,True,True,name_team_position,1.0,0.009,0.014,0.008,EGY,2026-06-15 21:00,75.309,0.015,0.017,0.013,0.188,0.075,0.121,0.055,-0.0380389199194402,0.058,67.778,0.693,0.693,IRN,2026-06-21 21:00,75.309,0.016,0.017,0.014,0.191,0.075,0.082,0.055,-0.0377708190102214,0.058,67.778,0.66,0.627,NZL,2026-06-27 05:00,75.309,0.014,0.016,0.012,0.172,0.075,0.071,0.053,-0.0399908852496296,0.058,67.778,0.589,0.53,1.943,zeno debast,belgium,DEF,zeno debast|belgium|DEF,zeno debast|belgium,debast zeno|belgium,43195,884,3500000,DEF,False,
joaquin_seys__bel,Joaquin Seys,BEL,Belgium,DEF,2500000,2500000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49294,Belgium,2500000,True,True,unmatched,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46080,884,2500000,DEF,False,
rebin_sulaka__irq,Rebin Sulaka,IRQ,Iraq,DEF,2000000,2000000,0.846,name+team,0.063,0.876,0.876,49760,Iraq,2000000,True,True,name_team_position,1.0,0.006,0.011,0.003,NOR,2026-06-17 00:00,75.141,0.009,0.012,0.004,0.114,0.071,-0.005,0.049,-0.0377907198751696,0.052,63.569,0.332,0.332,FRA,2026-06-22 23:00,75.141,0.007,0.009,0.003,0.084,0.071,0.044,0.042,-0.0425997700323405,0.052,63.569,0.283,0.269,SEN,2026-06-26 21:00,75.141,0.008,0.009,0.003,0.09,0.071,0.048,0.043,-0.0417250717941754,0.052,63.569,0.305,0.274,0.92,rebin sulaka,iraq,DEF,rebin sulaka|iraq|DEF,rebin sulaka|iraq,rebin sulaka|iraq,44618,947,2000000,DEF,False,
zaid_tahseen__irq,Zaid Tahseen,IRQ,Iraq,DEF,2500000,2500000,0.78,name+team,0.051,0.488,0.488,49989,Iraq,2500000,True,True,name_team_position,1.0,0.008,0.008,0.003,NOR,2026-06-17 00:00,74.925,0.01,0.008,0.003,0.046,0.065,-0.005,0.045,-0.0347646205651204,0.044,58.479,0.175,0.175,FRA,2026-06-22 23:00,74.925,0.008,0.006,0.003,0.034,0.065,0.04,0.039,-0.0391885850872286,0.044,58.479,0.162,0.154,SEN,2026-06-26 21:00,74.925,0.008,0.006,0.003,0.036,0.065,0.044,0.04,-0.0383839284821352,0.044,58.479,0.176,0.159,0.513,zaid tahseen,iraq,DEF,zaid tahseen|iraq|DEF,zaid tahseen|iraq,tahseen zaid|iraq,52079,947,2500000,DEF,False,
akam_hashem__irq,Akam Hashem,IRQ,Iraq,DEF,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48757,Iraq,2000000,True,True,unmatched,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52177,947,2000000,DEF,False,
manaf_younis__irq,Manaf Younis,IRQ,Iraq,DEF,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49484,Iraq,2000000,True,True,unmatched,0.782608695652174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52178,947,2000000,DEF,False,
ahmed_hasan_maknzi__irq,Ahmed Hasan Maknzi,IRQ,Iraq,DEF,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,48747,Iraq,2000000,True,True,unmatched,0.6206896551724138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52211,947,2000000,DEF,False,
merchas_doski__irq,Merchas Doski,IRQ,Iraq,DEF,2500000,2500000,0.875,name+team,0.069,1.033,1.033,49548,Iraq,2500000,True,True,name_team_position,1.0,0.006,0.009,0.003,NOR,2026-06-17 00:00,75.237,0.01,0.01,0.004,0.144,0.073,-0.005,0.051,-0.0391357705955323,0.055,65.832,0.396,0.396,FRA,2026-06-22 23:00,75.237,0.008,0.007,0.003,0.107,0.073,0.045,0.044,-0.044115984900926,0.055,65.832,0.332,0.316,SEN,2026-06-26 21:00,75.237,0.008,0.008,0.003,0.113,0.073,0.05,0.045,-0.0432101543239425,0.055,65.832,0.357,0.321,1.086,merchas doski,iraq,DEF,merchas doski|iraq|DEF,merchas doski|iraq,doski merchas|iraq,52212,947,2500000,DEF,False,
roderick_miller__pan,Roderick Miller,PAN,Panama,DEF,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727272727272728,0.0,0.0,49785,Panama,2000000,True,True,unmatched,0.5384615384615384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52201,971,2000000,DEF,False,
jorge_guti_rrez__pan,Jorge Gutierrez,PAN,Panama,DEF,2500000,2500000,0.914,name+team,0.085,2.29,2.29,49321,Panama,2500000,True,True,name_team_position,1.0,0.015,0.059,0.017,GHA,2026-06-18 01:00,75.523,0.023,0.06,0.025,0.167,0.077,0.037,0.05,-0.0431579044922328,0.06,69.066,0.735,0.735,CRO,2026-06-24 01:00,75.523,0.025,0.067,0.028,0.186,0.077,0.071,0.054,-0.0411392359540106,0.06,69.066,0.855,0.812,ENG,2026-06-27 23:00,75.523,0.025,0.065,0.027,0.179,0.077,0.068,0.053,-0.0419138762372474,0.06,69.066,0.825,0.742,2.415,jorge gutierrez,panama,DEF,jorge gutierrez|panama|DEF,jorge gutierrez|panama,gutierrez jorge|panama,52202,971,2500000,DEF,False,
erick_davis__pan,Eric Davis,PAN,Panama,DEF,3000000,3000000,0.421,name+team,0.02,0.272,0.272,49072,Panama,3000000,True,True,fuzzy_name_team,0.9523809523809523,0.012,0.031,0.005,GHA,2026-06-18 01:00,74.36,0.008,0.014,0.003,0.0,0.035,0.017,0.023,-0.0195530120996335,0.0,31.291,0.078,0.078,CRO,2026-06-24 01:00,74.36,0.009,0.016,0.004,0.0,0.035,0.032,0.024,-0.0186384391884276,0.0,31.291,0.107,0.102,ENG,2026-06-27 23:00,74.36,0.008,0.015,0.004,0.0,0.035,0.031,0.024,-0.0189893957746937,0.0,31.291,0.102,0.092,0.288,erick davis,panama,DEF,erick davis|panama|DEF,erick davis|panama,davis erick|panama,36448,971,3000000,DEF,False,0.9523809523809523
fidel_escobar__pan,Fidel Escobar,PAN,Panama,DEF,2500000,2500000,0.98,name+team,0.091,2.396,2.396,49106,Panama,2500000,True,True,name_team_position,1.0,0.016,0.021,0.013,GHA,2026-06-18 01:00,75.636,0.025,0.023,0.019,0.227,0.082,0.04,0.054,-0.0463184837321217,0.068,74.123,0.77,0.77,CRO,2026-06-24 01:00,75.636,0.028,0.026,0.022,0.252,0.082,0.077,0.057,-0.044151982208281,0.068,74.123,0.895,0.85,ENG,2026-06-27 23:00,75.636,0.027,0.025,0.021,0.243,0.082,0.073,0.057,-0.0449833516591265,0.068,74.123,0.862,0.776,2.527,fidel escobar,panama,DEF,fidel escobar|panama|DEF,fidel escobar|panama,escobar fidel|panama,36450,971,2500000,DEF,False,
michael_amir_murillo__pan,Michael Amir Murillo,PAN,Panama,DEF,2500000,2500000,0.731,name+team,0.068,0.884,0.884,49554,Panama,2500000,True,True,name_team_position,1.0,0.015,0.054,0.025,GHA,2026-06-18 01:00,75.228,0.017,0.044,0.029,0.0,0.061,0.029,0.04,-0.034372565336911,0.038,55.006,0.274,0.274,CRO,2026-06-24 01:00,75.228,0.019,0.049,0.032,0.0,0.061,0.057,0.043,-0.0327648223975823,0.038,55.006,0.336,0.319,ENG,2026-06-27 23:00,75.228,0.019,0.047,0.031,0.0,0.061,0.054,0.042,-0.033381774820584,0.038,55.006,0.324,0.292,0.933,michael amir murillo,panama,DEF,michael amir murillo|panama|DEF,michael amir murillo|panama,amir michael murillo|panama,36460,971,2500000,DEF,False,
