player_id,player_name,team_id,position,start_prob,conditional_start_prob,appearance_prob,availability_prob,availability_risk,round_specific_rotation_risk,start_prob_source,minute_share,weighted_group_stage_ev,total_ev_group_stage,team_ev_share,team_position_ev_share,team_position_rank,position_slot_target,inside_expected_slot_band,start_signal_raw,start_signal_rank_adjusted,start_signal_tier
jean_michael_seri__civ,Jean Michael Seri,CIV,MID,0.375,0.4056,0.0,0.7844,medium_risk,,transfermarkt_availability_split_2026_06_05,0.034091,0.183066,0.155259,0.011384327678792636,0.1686613119883251,3,4,1,0.35406876496191075,0.40406876496191074,Bænk/rotation
christ_inao_oulai__civ,Christ Inao Oulaï,CIV,MID,0.369,0.3807,0.0,0.9127,medium_risk,,transfermarkt_availability_split_2026_06_05,0.033545,0.218811,0.192313,0.013607202450068804,0.2015936893660068,4,4,1,0.3522694655120594,0.4022694655120594,Bænk/rotation
parfait_guiagon__civ,Parfait Guiagon,CIV,MID,0.2891,0.3322,0.0,0.6295,high_risk,,transfermarkt_availability_split_2026_06_05,0.026282,0.106047,0.072281,0.006594746142663972,0.0977026108202829,5,4,0,0.2694551983086196,0.2694551983086196,Langt fra start
ibrahim_sangare__civ,Ibrahim Sangare,CIV,MID,0.1733,0.1928,0.0,0.7111,medium_risk,,transfermarkt_availability_split_2026_06_05,0.015755,0.165567,0.140322,0.010296117142422187,0.15253923416675416,6,4,0,0.17172511573748636,0.09172511573748636,Langt fra start
chancel_mbemba__cod,Chancel Mbemba,COD,DEF,0.8936,0.97,0.0,0.7749,medium_risk,,transfermarkt_availability_split_2026_06_05,0.081236,1.743868,1.745394,0.07482010388167677,0.19223982410488447,1,4,1,0.7849609876045722,0.8349609876045723,Klar starter
arthur_masuaku__cod,Arthur Masuaku,COD,DEF,0.8659,0.9486,0.0,0.7509,medium_risk,,transfermarkt_availability_split_2026_06_05,0.078718,1.79355,1.841542,0.07695169434669447,0.1977166485785137,2,4,1,0.761995249575186,0.8119952495751861,Sandsynlig starter
axel_tuanzebe__cod,Axel Tuanzebe,COD,DEF,0.839,0.9395,0.0,0.6943,medium_risk,,transfermarkt_availability_split_2026_06_05,0.076273,2.058673,1.600514,0.08832671264017872,0.22694317196569627,3,4,1,0.7425496528285785,0.7925496528285786,Sandsynlig starter
aaron_wan_bissaka__cod,Aaron Wan-Bissaka,COD,DEF,0.655,0.6876,0.0,0.8645,medium_risk,,transfermarkt_availability_split_2026_06_05,0.059545,1.496877,1.315518,0.06422303330188563,0.1650121288920074,4,4,1,0.578247364554295,0.6282473645542951,Tvivlsom starter
joris_kayembe__cod,Joris Kayembe,COD,DEF,0.3127,0.338,0.0,0.786,medium_risk,,transfermarkt_availability_split_2026_06_05,0.028427,0.723409,0.671755,0.03103763388567249,0.07974687242147362,5,4,0,0.2761735689364309,0.2761735689364309,Langt fra start
rocky_bushiri__cod,Rocky Bushiri,COD,DEF,0.2758,0.3044,0.0,0.7318,medium_risk,,transfermarkt_availability_split_2026_06_05,0.025073,0.536548,0.703663,0.02302042189976874,0.05914776413342498,6,4,0,0.24224879750833098,0.162248797508331,Langt fra start
steve_kapuadi__cod,Steve Kapuadi,COD,DEF,0.2521,0.2767,0.0,0.7458,medium_risk,,transfermarkt_availability_split_2026_06_05,0.022918,0.409912,0.485776,0.017587144452645434,0.045187715342262944,7,4,0,0.22037012875685857,0.14037012875685856,Langt fra start
dylan_batubinsika__cod,Dylan Batubinsika,COD,DEF,0.0911,0.1031,0.0,0.6697,medium_risk,,transfermarkt_availability_split_2026_06_05,0.008282,0.308478,0.386566,0.013235150828624578,0.034005874561736635,8,4,0,0.0817463449976049,0.0017463449976048984,Langt fra start
jeremy_ngakia__cod,Jeremy Ngakia,COD,DEF,0.045,0.05,0.0,0.7126,unknown,,transfermarkt_availability_split_2026_06_05,0.004091,0.0,0.0,0.0,0.0,9,4,0,0.038373,0.0,Langt fra start
c_dric_bakambu__cod,Cedric Bakambu,COD,FWD,0.8161,0.9326,0.0,0.6429,high_risk,,transfermarkt_availability_split_2026_06_05,0.074191,2.566837,2.61319,0.11012932801526926,0.6024040428172895,1,2,1,0.799740764216617,0.849740764216617,Klar starter
yoane_wissa__cod,Yoane Wissa,COD,FWD,0.8342,0.97,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.075836,1.373289,0.294312,0.05892052932880471,0.322293486324419,2,2,1,0.7838453438538262,0.8338453438538262,Klar starter
simon_banza__cod,Simon Banza,COD,FWD,0.062,0.0721,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.005636,0.100477,0.096444,0.004310933842308728,0.023580675753915346,3,2,0,0.058213694980882316,0.058213694980882316,Langt fra start
fiston_mayele__cod,Fiston Mayele,COD,FWD,0.0451,0.05,0.0,0.7182,medium_risk,,transfermarkt_availability_split_2026_06_05,0.0041,0.220386,0.310318,0.009455591486320764,0.051721795104375995,4,2,0,0.046308107038991325,0.0,Langt fra start
lionel_mpasi_nzau__cod,Lionel Mpasi Nzau,COD,GK,0.9494,0.9494,0.0,0.7879,medium_risk,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,0.086309,1.391123,2.008083,0.05968569144693856,0.8863060932456833,1,1,1,0.9011938938969152,0.9511938938969152,Klar starter
matthieu_epolo__cod,Matthieu Epolo,COD,GK,0.0251,0.0251,0.0,0.8323,medium_risk,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,0.002282,0.110289,0.155255,0.00473191459273652,0.07026683673404376,2,1,0,0.0286672794030412,0.0286672794030412,Langt fra start
timothy_fayulu__cod,Timothy Fayulu,COD,GK,0.0255,0.0255,0.0,0.7807,medium_risk,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,0.002318,0.068162,0.109083,0.0029244690084242915,0.04342707002027302,3,1,0,0.026232930452448518,0.0,Langt fra start
samuel_moutoussamy__cod,Samuel Moutoussamy,COD,MID,0.8883,0.9616,0.0,0.7823,medium_risk,,transfermarkt_availability_split_2026_06_05,0.080755,1.7137,1.533165,0.07352575540237535,0.20387596318216863,1,4,1,0.8206200282927524,0.8706200282927524,Klar starter
theo_bongonda__cod,Theo Bongonda,COD,MID,0.622,0.6577,0.0,0.8447,medium_risk,,transfermarkt_availability_split_2026_06_05,0.056545,1.510592,1.338362,0.06481147103039328,0.17971255119056923,2,4,1,0.5791871701041054,0.6291871701041054,Tvivlsom starter
noah_sadiki__cod,Noah Sadiki,COD,MID,0.5863,0.6479,0.0,0.7284,medium_risk,,transfermarkt_availability_split_2026_06_05,0.0533,1.017318,1.081097,0.04364770638643501,0.12102858558239915,3,4,1,0.5399512060714398,0.5899512060714398,Tvivlsom starter
meschak_elia__cod,Meschack Elia,COD,MID,0.5631,0.6278,0.0,0.7057,medium_risk,,transfermarkt_availability_split_2026_06_05,0.051191,1.154065,1.011076,0.04951479308422845,0.13729714270282395,4,4,1,0.5211952766207186,0.5711952766207187,Tvivlsom starter
ngal_ayel_mukau__cod,Ngal'ayel Mukau,COD,MID,0.5581,0.6398,0.0,0.6351,high_risk,,transfermarkt_availability_split_2026_06_05,0.050736,0.949868,0.993453,0.04075378551236708,0.11300417424048559,5,4,0,0.5137063120346503,0.5137063120346503,Bænk/rotation
edo_kayembe__cod,Edo Kayembe,COD,MID,0.3458,0.3759,0.0,0.7714,medium_risk,,transfermarkt_availability_split_2026_06_05,0.031436,0.586295,0.611777,0.025154801169186936,0.06975051516244941,6,4,0,0.31826003115343954,0.23826003115343952,Langt fra start
nathanael_mbuku__cod,Nathanael Mbuku,COD,MID,0.3424,0.3775,0.0,0.735,medium_risk,,transfermarkt_availability_split_2026_06_05,0.031127,0.710613,0.858905,0.03048862556091974,0.0845404153730352,7,4,0,0.31704904645611687,0.23704904645611685,Langt fra start
gael_kakuta__cod,Gaël Kakuta,COD,MID,0.3289,0.3825,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.0299,0.241065,0.212292,0.010342817427830784,0.02867909147721858,8,4,0,0.2980394025200691,0.2180394025200691,Langt fra start
charles_pickel__cod,Charles Pickel,COD,MID,0.1538,0.164,0.0,0.8219,medium_risk,,transfermarkt_availability_split_2026_06_05,0.013982,0.3422,0.431349,0.014681982551609293,0.04071094975838134,9,4,0,0.14275295380858952,0.06275295380858951,Langt fra start
brian_cipenga__cod,Brian Cipenga,COD,MID,0.0474,0.05,0.0,0.8501,medium_risk,,transfermarkt_availability_split_2026_06_05,0.004309,0.142791,0.250383,0.00612640260235781,0.016987601481440767,10,4,0,0.04454528429217506,0.0,Langt fra start
grady_diangana__cod,Grady Diangana,COD,MID,0.0448,0.05,0.0,0.7055,medium_risk,,transfermarkt_availability_split_2026_06_05,0.004073,0.037094,0.005473,0.0015915063143465667,0.0044130098490280465,11,4,0,0.04066007011565114,0.0,Langt fra start
davinson_s_nchez__col,Davinson Sanchez,COL,DEF,0.8947,0.939,0.0,0.8652,low_risk,,transfermarkt_availability_split_2026_06_05,0.081336,3.275075,3.484629,0.09041675815114636,0.20798669677694684,1,4,1,0.788253507585252,0.8382535075852521,Klar starter
johan_mojica__col,Johan Mojica,COL,DEF,0.8098,0.9186,0.0,0.6616,medium_risk,,transfermarkt_availability_split_2026_06_05,0.073618,3.092326,3.13828,0.08537150815370695,0.19638105084539098,2,4,1,0.7144446804922244,0.7644446804922245,Sandsynlig starter
daniel_mu_oz__col,Daniel Muñoz,COL,DEF,0.6489,0.7006,0.0,0.7889,medium_risk,,transfermarkt_availability_split_2026_06_05,0.058991,2.764359,2.559131,0.0763171466747921,0.17555320019102583,3,4,1,0.5747061773528421,0.6247061773528422,Tvivlsom starter
willer_ditta__col,Willer Ditta,COL,DEF,0.5257,0.6113,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.047791,1.626874,1.871271,0.044913986092040045,0.10331615286132335,4,4,1,0.46085631459073434,0.5108563145907343,Bænk/rotation
jhon_lucum__col,Jhon Lucumi,COL,DEF,0.3873,0.417,0.0,0.7967,medium_risk,,transfermarkt_availability_split_2026_06_05,0.035209,1.804961,1.915479,0.04983052974641841,0.11462573412859697,5,4,0,0.3442150999001806,0.3442150999001806,Langt fra start
yerry_mina__col,Yerry Mina,COL,DEF,0.3384,0.3713,0.0,0.7468,medium_risk,,transfermarkt_availability_split_2026_06_05,0.030764,1.294814,1.317611,0.035746626959296625,0.08222837241911883,6,4,0,0.2985741685898767,0.21857416858987666,Langt fra start
santiago_arias__col,Santiago Arias,COL,DEF,0.3307,0.3707,0.0,0.6916,medium_risk,,transfermarkt_availability_split_2026_06_05,0.030064,1.475097,1.510229,0.0407237967675493,0.09367741271744433,7,4,0,0.29340193111012186,0.21340193111012185,Langt fra start
deiver_machado__col,Deiver Machado,COL,DEF,0.0855,0.0995,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.007773,0.413054,0.496025,0.011403404081238935,0.02623138006015282,8,4,0,0.07610230821007723,0.0,Langt fra start
luis_d_az__col,Luis Diaz,COL,FWD,0.9324,0.97,0.0,0.8893,low_risk,,transfermarkt_availability_split_2026_06_05,0.084764,3.273767,3.060797,0.09038064749118842,0.6926197530425392,1,2,1,0.9123082580627541,0.9623082580627541,Klar starter
juan_cucho_hernandez__col,Juan 'Cucho' Hernandez,COL,FWD,0.5405,0.6285,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.049136,0.451208,0.385195,0.012456742093497841,0.09546054240598614,2,2,1,0.49462023591253723,0.5446202359125373,Tvivlsom starter
luis_suarez_charris__col,Luis Suarez Charris,COL,FWD,0.5148,0.5986,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.0468,0.393506,0.335843,0.010863731924620047,0.08325272645877287,3,2,0,0.47024508220421374,0.47024508220421374,Bænk/rotation
jhon_c_rdoba__col,Jhon Cordoba,COL,FWD,0.1309,0.1434,0.0,0.7514,medium_risk,,transfermarkt_availability_split_2026_06_05,0.0119,0.608163,0.81472,0.016789883250757805,0.1286669780927017,4,2,0,0.13159460157039846,0.051594601570398455,Langt fra start
camilo_vargas__col,Camilo Vargas,COL,GK,0.7895,0.7895,0.0,0.8272,medium_risk,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,0.071773,3.205693,3.258472,0.0885012919361611,0.7580604846423662,1,1,1,0.7534601130610448,0.8034601130610448,Sandsynlig starter
david_ospina__col,David Ospina,COL,GK,0.1217,0.1217,0.0,0.8869,medium_risk,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,0.011064,0.660572,0.846307,0.01823676671997406,0.15620757522981057,2,1,0,0.12031059585897975,0.12031059585897975,Langt fra start
alvaro_montero__col,Alvaro Montero,COL,GK,0.0888,0.0888,0.0,0.7412,medium_risk,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,0.008073,0.362544,0.32896,0.010008947327053335,0.08573194012782322,3,1,0,0.084796641379135,0.0047966413791349916,Langt fra start
richard_r_os__col,Richard Rios,COL,MID,0.8948,0.9189,0.0,0.9249,low_risk,,transfermarkt_availability_split_2026_06_05,0.081345,2.389607,2.394714,0.06597116652146481,0.20743155933110288,1,4,1,0.8264137499721428,0.8764137499721428,Klar starter
james_rodr_guez__col,James Rodriguez,COL,MID,0.6752,0.7174,0.0,0.8321,medium_risk,,transfermarkt_availability_split_2026_06_05,0.061382,2.563894,2.648684,0.07078280153070547,0.22256066808460917,2,4,1,0.631635067229246,0.681635067229246,Sandsynlig starter
jhon_arias__col,Jhon Arias,COL,MID,0.6681,0.7082,0.0,0.838,medium_risk,,transfermarkt_availability_split_2026_06_05,0.060736,1.829815,1.791606,0.05051668750069536,0.15883841097613208,3,4,1,0.6175214592462804,0.6675214592462805,Tvivlsom starter
jefferson_lerma__col,Jefferson Lerma,COL,MID,0.6382,0.6935,0.0,0.7721,medium_risk,,transfermarkt_availability_split_2026_06_05,0.058018,2.062799,2.307298,0.05694880217931698,0.17906275515456713,4,4,1,0.5932119014056437,0.6432119014056438,Tvivlsom starter
gustavo_puerta__col,Gustavo Puerta,COL,MID,0.2706,0.3146,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.0246,0.626742,0.782563,0.01730280370286658,0.05440479139803913,5,4,0,0.24890630029119462,0.24890630029119462,Langt fra start
juan_portilla__col,Juan Portilla,COL,MID,0.2666,0.31,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.024236,0.223076,0.190083,0.0061585791901941555,0.01936427309149375,6,4,0,0.24105937408209202,0.16105937408209203,Langt fra start
jorge_carrascal__col,Jorge Carrascal,COL,MID,0.2581,0.2855,0.0,0.725,medium_risk,,transfermarkt_availability_split_2026_06_05,0.023464,0.911762,1.342924,0.025171504238958038,0.07914615809162136,7,4,0,0.24072635057216557,0.16072635057216555,Langt fra start
carlos_andres_gomez__col,Carlos Andres Gomez,COL,MID,0.2535,0.2948,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.023045,0.185479,0.199336,0.00512061857670938,0.016100638386635807,8,4,0,0.228932649505874,0.14893264950587398,Langt fra start
kevin_casta_o__col,Kevin Castano,COL,MID,0.0759,0.0794,0.0,0.8735,medium_risk,,transfermarkt_availability_split_2026_06_05,0.0069,0.358335,0.489458,0.009892747198794235,0.03110552815291835,9,4,0,0.07174354968399313,0.0,Langt fra start
jaminton_campaz__col,Jaminton Campaz,COL,MID,0.043,0.05,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.003909,0.189944,0.295971,0.005243886234746179,0.01648822593237591,11,4,0,0.040506917750223644,0.0,Langt fra start
juan_quintero__col,Juan Quintero,COL,MID,0.0444,0.05,0.0,0.6774,unknown,,transfermarkt_availability_split_2026_06_05,0.004036,0.178525,0.272024,0.004928635756107387,0.015496991400504409,10,4,0,0.041638937474248607,0.0,Langt fra start
roberto_lopes__cpv,Roberto Lopes,CPV,DEF,0.8954,0.97,0.0,0.7803,medium_risk,,transfermarkt_availability_split_2026_06_05,0.0814,1.12039,1.320425,0.065247522330762,0.13675437138200047,1,4,1,0.7804698132547381,0.8304698132547381,Klar starter
diney_borges__cpv,Diney Borges,CPV,DEF,0.7912,0.868,0.0,0.7472,medium_risk,,transfermarkt_availability_split_2026_06_05,0.071927,1.824684,1.149309,0.10626309591890692,0.2227202254489902,2,4,1,0.7022621773408443,0.7522621773408443,Sandsynlig starter
logan_costa__cpv,Logan Costa,CPV,DEF,0.6542,0.6998,0.0,0.814,medium_risk,,transfermarkt_availability_split_2026_06_05,0.059473,1.1252,0.994932,0.06552763959565276,0.13734147812728328,3,4,1,0.5748655297925109,0.624865529792511,Tvivlsom starter
wagner_pina__cpv,Wagner Pina,CPV,DEF,0.5877,0.6084,0.0,0.9024,medium_risk,,transfermarkt_availability_split_2026_06_05,0.053427,0.970835,0.861111,0.056537971904413044,0.11849974574982321,4,4,1,0.515823873170203,0.565823873170203,Tvivlsom starter
sidny_lopes_cabral__cpv,Sidny Lopes Cabral,CPV,DEF,0.5168,0.601,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.046982,0.794014,0.703554,0.04624054677026541,0.09691704267130885,5,4,0,0.4526937316056442,0.4526937316056442,Bænk/rotation
steven_moreira__cpv,Steven Moreira,CPV,DEF,0.4171,0.4704,0.0,0.6759,medium_risk,,transfermarkt_availability_split_2026_06_05,0.037918,0.638869,0.731953,0.037205454657692046,0.07798010379461372,6,4,0,0.36533028311234594,0.28533028311234593,Langt fra start
joao_paulo__cpv,Joao Paulo,CPV,DEF,0.4119,0.4414,0.0,0.8086,medium_risk,,transfermarkt_availability_split_2026_06_05,0.037445,0.737524,0.652863,0.042950770409833104,0.09002189505363177,7,4,0,0.3623867280258548,0.2823867280258548,Langt fra start
stopira__cpv,Stopira,CPV,DEF,0.3309,0.3847,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.030082,0.609333,0.539743,0.03548538323652496,0.07437495102357973,8,4,0,0.29137976426418427,0.21137976426418426,Langt fra start
kelvin_pires__cpv,Kelvin Pires,CPV,DEF,0.2557,0.2973,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.023245,0.371869,0.410323,0.02165632581656221,0.04539018674876885,9,4,0,0.22366283496570497,0.14366283496570498,Langt fra start
ryan_mendes_da_graca__cpv,Ryan Mendes Da Graça,CPV,FWD,0.8829,0.97,0.0,0.7436,medium_risk,,transfermarkt_availability_split_2026_06_04,0.080264,1.079765,0.240331,0.06288166705296838,0.21923427946068816,1,2,1,0.8168385868636531,0.8668385868636531,Klar starter
jovane_cabral__cpv,Jovane Cabral,CPV,FWD,0.5853,0.6752,0.0,0.6196,high_risk,,transfermarkt_availability_split_2026_06_05,0.053209,1.065734,1.121029,0.06206455159690136,0.2163854408938584,2,2,1,0.5500349102526925,0.6000349102526925,Tvivlsom starter
dailon_livramento__cpv,Dailon Livramento,CPV,FWD,0.3874,0.3999,0.0,0.9104,medium_risk,,transfermarkt_availability_split_2026_06_05,0.035218,0.981509,0.879849,0.05715958763943259,0.19928449097644443,3,2,0,0.37078904990359696,0.37078904990359696,Bænk/rotation
willy_semedo__cpv,Willy Semedo,CPV,FWD,0.3479,0.3807,0.0,0.7538,medium_risk,,transfermarkt_availability_split_2026_06_05,0.031627,0.796446,0.697608,0.04638217778652619,0.1617095061789808,4,2,0,0.33091071248258563,0.2509107124825856,Langt fra start
garry_mendes_rodrigues__cpv,Garry Mendes Rodrigues,CPV,FWD,0.3371,0.3739,0.0,0.7186,medium_risk,,transfermarkt_availability_split_2026_06_05,0.030645,0.204283,0.181399,0.011896714183717325,0.04147739212797947,5,2,0,0.30680535366808304,0.22680535366808302,Langt fra start
h_lio_varela__cpv,Helio Varela,CPV,FWD,0.2659,0.2992,0.0,0.6819,medium_risk,,transfermarkt_availability_split_2026_06_05,0.024173,0.623418,0.781263,0.03630564346022277,0.1265780943379562,6,2,0,0.2532747961871471,0.17327479618714708,Langt fra start
nuno_da_costa__cpv,Nuno da Costa,CPV,FWD,0.2764,0.3215,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.025127,0.076759,0.02074,0.004470170714293202,0.015585061617225006,7,2,0,0.24934876543230902,0.16934876543230903,Langt fra start
gilson_benchimol_tavares__cpv,Gilson Benchimol Tavares,CPV,FWD,0.063,0.0732,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.005727,0.097251,0.089398,0.005663551793740515,0.01974573440686759,8,2,0,0.05877768858189247,0.0,Langt fra start
vozinha__cpv,Vozinha,CPV,GK,0.9285,0.9285,0.0,0.8701,low_risk,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,0.084409,1.216136,1.678682,0.07082342828590364,1.0,1,1,1,0.8952981714142952,0.9452981714142953,Klar starter
marcio_rosa__cpv,Marcio Rosa,CPV,GK,0.0464,0.0464,0.0,0.7641,medium_risk,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,0.004218,0.0,0.0,0.0,0.0,2,1,0,0.039566,0.039566,Langt fra start
cj_dos_santos__cpv,CJ Dos Santos,CPV,GK,0.0251,0.0251,0.0,0.75,unknown,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,0.002282,0.0,0.0,0.0,0.0,3,1,0,0.021404,0.0,Langt fra start
kevin_lenini__cpv,Kevin Lenini Pina,CPV,MID,0.6738,0.7275,0.0,0.7889,medium_risk,,transfermarkt_availability_split_2026_06_05,0.061255,0.245927,0.217827,0.014321912391432722,0.08667455427772497,1,4,1,0.6131501785997112,0.6631501785997113,Tvivlsom starter
jamiro_monteiro__cpv,Jamiro Monteiro,CPV,MID,0.6323,0.6869,0.0,0.7731,medium_risk,,transfermarkt_availability_split_2026_06_05,0.057482,0.832085,0.730831,0.048457666186410175,0.2932601808511501,2,4,1,0.5994753464641573,0.6494753464641574,Tvivlsom starter
telmo_arcanjo__cpv,Telmo Arcanjo,CPV,MID,0.5432,0.6118,0.0,0.6799,medium_risk,,transfermarkt_availability_split_2026_06_05,0.049382,0.626439,0.551235,0.0364815757382342,0.22078226915785476,3,4,1,0.5114595209878321,0.5614595209878321,Tvivlsom starter
deroy_duarte__cpv,Deroy Duarte,CPV,MID,0.3704,0.3934,0.0,0.8327,medium_risk,,transfermarkt_availability_split_2026_06_05,0.033673,0.525655,0.462671,0.03061227461042735,0.18526193882272998,4,4,1,0.3527031979934341,0.40270319799343407,Bænk/rotation
yannick_semedo__cpv,Yannick Semedo,CPV,MID,0.3444,0.4004,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.031309,0.181541,0.161505,0.01057230111965375,0.0639823413376021,5,4,0,0.31563614164923004,0.31563614164923004,Langt fra start
laros_duarte__cpv,Laros Duarte,CPV,MID,0.294,0.3156,0.0,0.8048,medium_risk,,transfermarkt_availability_split_2026_06_05,0.026727,0.425714,0.3797,0.024792066799523393,0.1500387155529381,6,4,0,0.2802916986400335,0.2002916986400335,Langt fra start
jo_ko_gvardiol__cro,Josko Gvardiol,CRO,DEF,0.9082,0.9604,0.0,0.8449,medium_risk,,transfermarkt_availability_split_2026_06_05,0.082564,3.282209,3.581813,0.0957398424657746,0.2450674908135409,1,4,1,0.8037417412046428,0.8537417412046429,Klar starter
luka_vuskovic__cro,Luka Vuskovic,CRO,DEF,0.7872,0.8899,0.0,0.6702,medium_risk,,transfermarkt_availability_split_2026_06_05,0.071564,1.644434,2.313015,0.047967040522210375,0.12278234389963415,2,4,1,0.6859445864160739,0.735944586416074,Sandsynlig starter
josip_utalo__cro,Josip Sutalo,CRO,DEF,0.6634,0.6829,0.0,0.9185,medium_risk,,transfermarkt_availability_split_2026_06_05,0.060309,2.416733,2.405245,0.0704944860920919,0.18044636775911624,3,4,1,0.5872683610805162,0.6372683610805162,Tvivlsom starter
josip_stani_i__cro,Josip Stanisic,CRO,DEF,0.6233,0.6526,0.0,0.8716,medium_risk,,transfermarkt_availability_split_2026_06_05,0.056664,2.325919,2.031631,0.0678455024186918,0.17366570293529152,4,4,1,0.5522648454144637,0.6022648454144638,Tvivlsom starter
duje_aleta_car__cro,Duje Caleta-Car,CRO,DEF,0.3586,0.4058,0.0,0.6677,medium_risk,,transfermarkt_availability_split_2026_06_05,0.0326,1.355762,1.396329,0.03954667125130774,0.10122852977380412,5,4,0,0.3178881865399458,0.3178881865399458,Langt fra start
marin_pongra_i__cro,Marin Pongracic,CRO,DEF,0.3077,0.3428,0.0,0.7076,medium_risk,,transfermarkt_availability_split_2026_06_05,0.027973,0.913996,1.046737,0.02666065233942998,0.06824388889726801,6,4,0,0.27054242150669827,0.19054242150669826,Langt fra start
martin_erlic__cro,Martin Erlic,CRO,DEF,0.2914,0.319,0.0,0.7522,medium_risk,,transfermarkt_availability_split_2026_06_05,0.026491,1.11768,1.165627,0.0326019784624157,0.08345203889590164,7,4,0,0.25846030281271093,0.1784603028127109,Langt fra start
kristijan_jaki__cro,Kristijan Jakic,CRO,DEF,0.0729,0.0779,0.0,0.8173,medium_risk,,transfermarkt_availability_split_2026_06_05,0.006627,0.336349,0.363366,0.009811075490171657,0.025113637025443437,8,4,0,0.06516491747705293,0.0,Langt fra start
ivan_peri_i__cro,Ivan Perisic,CRO,FWD,0.91,0.935,0.0,0.9235,low_risk,,transfermarkt_availability_split_2026_06_05,0.082727,2.162127,1.256499,0.06306779926902822,0.3144897361932279,1,2,1,0.8511125317619128,0.9011125317619129,Klar starter
andrej_kramari__cro,Andrej Kramaric,CRO,FWD,0.4241,0.4351,0.0,0.9279,medium_risk,,transfermarkt_availability_split_2026_06_05,0.038555,2.108257,2.142831,0.06149644737960519,0.3066541363007474,2,2,1,0.41515239779900776,0.46515239779900774,Bænk/rotation
igor_matanovic__cro,Igor Matanovic,CRO,FWD,0.3436,0.3825,0.0,0.7094,medium_risk,,transfermarkt_availability_split_2026_06_05,0.031236,1.04136,1.464683,0.030375775080185036,0.1514698404312882,3,2,0,0.325144861436995,0.325144861436995,Langt fra start
ante_budimir__cro,Ante Budimir,CRO,FWD,0.3238,0.3532,0.0,0.7623,medium_risk,,transfermarkt_availability_split_2026_06_05,0.029436,1.218201,1.26879,0.035534108836959837,0.17719204797883123,4,2,0,0.31038830575171766,0.23038830575171765,Langt fra start
petar_musa__cro,Petar Musa,CRO,FWD,0.2925,0.3401,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05,0.026591,0.268856,0.234917,0.007842349797340236,0.03910614525139665,5,2,0,0.266412018615757,0.18641201861575696,Langt fra start
marco_pasalic__cro,Marco Pasalic,CRO,FWD,0.2672,0.2826,0.0,0.8447,medium_risk,,transfermarkt_availability_split_2026_06_05,0.024291,0.076231,0.018414,0.0022236073117246537,0.01108809384450865,6,2,0,0.24052243923753897,0.16052243923753895,Langt fra start
dominik_livakovi__cro,Dominik Livakovic,CRO,GK,0.9486,0.9486,0.0,0.9474,low_risk,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,0.086236,3.23606,3.387353,0.09439370698508065,0.9558345290889081,1,1,1,0.9091991382581449,0.959199138258145,Klar starter
dominik_kotarski__cro,Dominik Kotarski,CRO,GK,0.0263,0.0263,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,0.002391,0.135091,0.198836,0.003940514165473301,0.03990180724991183,2,1,0,0.02661420643326485,0.02661420643326485,Langt fra start
ivor_pandur__cro,Ivor Pandur,CRO,GK,0.0251,0.0251,0.0,0.8611,medium_risk,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,0.002282,0.014435,0.004315,0.0004210593006092715,0.004263663661180073,3,1,0,0.02185141933114847,0.0,Langt fra start
