player_id,player_name,team_id,position,start_prob,conditional_start_prob,appearance_prob,availability_prob,availability_risk,round_specific_rotation_risk,start_prob_source,minute_share,weighted_group_stage_ev,total_ev_group_stage,team_ev_share,team_position_ev_share,team_position_rank,position_slot_target,inside_expected_slot_band,start_signal_raw,start_signal_rank_adjusted,start_signal_tier
thiago_almada__arg,Thiago Almada,ARG,MID,0.765,0.8895,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_07,0.069545,3.032293,2.811222,0.05323766157767663,0.19763148001768605,1,4,1,0.708498032634685,0.7584980326346851,Sandsynlig starter
enzo_fern_ndez__arg,Enzo Fernandez,ARG,MID,0.6606,0.7021,0.0,0.8311,medium_risk,,transfermarkt_availability_split_2026_06_07,0.060055,2.835655,2.650175,0.049785308095572106,0.18481548269562062,2,4,1,0.6134980043580576,0.6634980043580576,Tvivlsom starter
alexis_mac_allister__arg,Alexis Mac Allister,ARG,MID,0.6336,0.6814,0.0,0.7996,medium_risk,,transfermarkt_availability_split_2026_06_07,0.0576,3.337239,3.793313,0.0585915676637528,0.21750651495180134,3,4,1,0.5932166413722862,0.6432166413722863,Tvivlsom starter
giovani_lo_celso__arg,Giovani Lo Celso,ARG,MID,0.55,0.65,0.85,0.85,medium_risk,high,manual_context_override_safe,0.05,2.708144,3.029828,0.04754661036239423,0.17650487826242922,4,4,1,0.5134792092615809,0.5634792092615809,Tvivlsom starter
leandro_paredes__arg,Leandro Paredes,ARG,MID,0.3664,0.3881,0.0,0.8406,medium_risk,,transfermarkt_availability_split_2026_06_07,0.033309,1.568288,1.567368,0.027534273831826713,0.10221409294351726,5,4,0,0.34023897913524015,0.34023897913524015,Langt fra start
nico_paz__arg,Nico Paz,ARG,MID,0.2902,0.3055,0.0,0.8567,medium_risk,,transfermarkt_availability_split_2026_06_07,0.026382,0.226496,0.192766,0.003976567368884684,0.01476201003599778,6,4,0,0.2615938808406462,0.1815938808406462,Langt fra start
exequiel_palacios__arg,Exequiel Palacios,ARG,MID,0.2648,0.2789,0.0,0.8552,medium_risk,,transfermarkt_availability_split_2026_06_07,0.024073,0.325909,0.277729,0.00572195135731244,0.02124131079057467,7,4,0,0.23962389007926924,0.15962389007926925,Langt fra start
valentin_barco__arg,Valentin Barco,ARG,MID,0.2405,0.2796,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_07,0.021864,0.08852,0.039202,0.0015541366889202115,0.0057693430717828285,8,4,0,0.21602347319870552,0.1360234731987055,Langt fra start
rodrigo_de_paul__arg,Rodrigo de Paul,ARG,MID,0.2199,0.2258,0.0,0.9261,medium_risk,,transfermarkt_availability_split_2026_06_07,0.019991,1.220624,1.433943,0.021430372139364485,0.07955488723059018,9,4,0,0.20636910769652858,0.1263691076965286,Langt fra start
franco_mastantuono__arg,Franco Mastantuono,ARG,MID,0.0,0.0,0.0,0.7736,out,,transfermarkt_availability_split_2026_06_07,0.0,0.0,0.0,0.0,0.0,10,4,0,0.0,0.0,Langt fra start
alan_varela__arg,Alan Varela,ARG,MID,0.0,0.0,0.0,0.7283,out,,transfermarkt_availability_split_2026_06_07,0.0,0.0,0.0,0.0,0.0,11,4,0,0.0,0.0,Langt fra start
harry_souttar__aus,Harry Souttar,AUS,DEF,0.9494,0.97,0.0,0.9395,low_risk,,transfermarkt_availability_split_2026_06_07,0.086309,1.830288,1.811324,0.10319301634936417,0.18526077435276997,1,4,1,0.8332647282527451,0.8832647282527452,Klar starter
lucas_herrington__aus,Lucas Herrington,AUS,DEF,0.9204,0.97,0.0,0.8538,low_risk,,transfermarkt_availability_split_2026_06_07,0.083673,1.361049,1.751414,0.07673696801229411,0.13776465325241885,2,4,1,0.8024643137258566,0.8524643137258566,Klar starter
alessandro_circati__aus,Alessandro Circati,AUS,DEF,0.8608,0.9284,0.0,0.7921,medium_risk,,transfermarkt_availability_split_2026_06_07,0.078255,1.752536,1.662201,0.09880930001226546,0.17739075841676616,3,4,1,0.75670854084229,0.80670854084229,Sandsynlig starter
kai_trewin__aus,Kai Trewin,AUS,DEF,0.5807,0.6011,0.0,0.9031,medium_risk,,transfermarkt_availability_split_2026_06_07,0.052791,0.931176,1.072743,0.05250040441293148,0.0942531376585078,4,4,1,0.5072293339864974,0.5572293339864974,Tvivlsom starter
aziz_behich__aus,Aziz Behich,AUS,DEF,0.4,0.5,0.0,0.7469,medium_risk,high,manual_context_override_safe,0.0557,0.8812175616125347,1.166069,0.04968371001876706,0.08919637119272922,5,4,0,0.4105038226202113,0.4105038226202113,Bænk/rotation
jacob_italiano__aus,Jacob Italiano,AUS,DEF,0.4045,0.4226,0.0,0.878,medium_risk,,transfermarkt_availability_split_2026_06_07,0.036773,0.756087,0.954192,0.04262875468371191,0.07653072254096775,6,4,0,0.3547135099882824,0.27471350998828237,Langt fra start
jordan_bos__aus,Jordan Bos,AUS,DEF,0.3743,0.386,0.0,0.9138,medium_risk,,transfermarkt_availability_split_2026_06_07,0.034027,1.01712,0.878883,0.05734599188175046,0.1029523434616243,7,4,0,0.33233753394024995,0.25233753394024994,Langt fra start
cameron_burgess__aus,Cameron Burgess,AUS,DEF,0.1661,0.169,0.0,0.9525,medium_risk,,transfermarkt_availability_split_2026_06_07,0.0151,0.5966,0.554845,0.0336367574687867,0.06038753353508441,8,4,0,0.14935859122694778,0.06935859122694778,Langt fra start
milo_degenek__aus,Milos Degenek,AUS,DEF,0.1367,0.1464,0.0,0.8115,medium_risk,,transfermarkt_availability_split_2026_06_07,0.012427,0.408768,0.453142,0.02304664779919712,0.04137527875975425,9,4,0,0.12185686026593527,0.04185686026593527,Langt fra start
jason_geria__aus,Jason Geria,AUS,DEF,0.1245,0.1448,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_07,0.011318,0.344681,0.359687,0.01943337445708828,0.034888426829377185,10,4,0,0.11062451140579213,0.03062451140579213,Langt fra start
kye_rowles__aus,Kye Rowles,AUS,DEF,0.0,0.0,0.0,0.8188,out,,transfermarkt_availability_split_2026_06_07,0.0,0.0,0.0,0.0,0.0,11,4,0,0.0,0.0,Langt fra start
callum_elder__aus,Callum Elder,AUS,DEF,0.0,0.0,0.0,0.35,out,,transfermarkt_availability_split_2026_06_07,0.0,0.0,0.0,0.0,0.0,12,4,0,0.0,0.0,Langt fra start
tete_yengi__aus,Tete Yengi,AUS,FWD,0.8851,0.97,0.0,0.75,unknown,,transfermarkt_availability_split_2026_06_07,0.080464,0.424195,0.34815,0.0239164336816493,0.24455425109710566,1,2,1,0.8194213091334828,0.8694213091334828,Klar starter
mohamed_toure__aus,Mohamed Toure,AUS,FWD,0.531,0.6175,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_07,0.048273,0.315576,0.273238,0.017792412629852216,0.18193390385134248,2,2,1,0.49547611156745824,0.5454761115674582,Tvivlsom starter
nestory_irankunda__aus,Nestory Irankunda,AUS,FWD,0.3241,0.3533,0.0,0.7639,medium_risk,,transfermarkt_availability_split_2026_06_07,0.029464,0.645558,0.557334,0.03639704639295173,0.3721730648162881,3,2,0,0.3311775167413402,0.3311775167413402,Langt fra start
awer_mabil__aus,Awer Mabil,AUS,FWD,0.2868,0.3335,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_07,0.026073,0.227313,0.245999,0.012816078193936155,0.13104907054452877,4,2,0,0.27122414651235716,0.19122414651235714,Langt fra start
nishan_velupillay__aus,Nishan Velupillay,AUS,FWD,0.0461,0.05,0.0,0.7774,medium_risk,,transfermarkt_availability_split_2026_06_07,0.004191,0.121922,0.154091,0.006874054214062038,0.07028970969073496,5,2,0,0.04901785736376543,0.0,Langt fra start
martin_boyle__aus,Martin Boyle,AUS,FWD,0.0,0.0,0.0,0.8503,out,,transfermarkt_availability_split_2026_06_07,0.0,0.0,0.0,0.0,0.0,6,2,0,0.0,0.0,Langt fra start
deni_juric__aus,Deni Juric,AUS,FWD,0.0,0.0,0.0,0.6575,out,,transfermarkt_availability_split_2026_06_07,0.0,0.0,0.0,0.0,0.0,7,2,0,0.0,0.0,Langt fra start
ante_suto__aus,Ante Suto,AUS,FWD,0.0,0.0,0.0,0.7934,out,,transfermarkt_availability_split_2026_06_07,0.0,0.0,0.0,0.0,0.0,8,2,0,0.0,0.0,Langt fra start
mathew_ryan__aus,Mathew Ryan,AUS,GK,0.8931,0.8931,0.0,0.8325,medium_risk,,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.081191,1.927421,2.020581,0.10866944806779472,0.8788252121691845,1,1,1,0.8548869936203082,0.9048869936203082,Klar starter
patrick_beach__aus,Patrick Beach,AUS,GK,0.0801,0.0801,0.0,0.878,medium_risk,,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.007282,0.168396,0.24314,0.009494293346821664,0.07678169451741056,2,1,0,0.07645688411908215,0.07645688411908215,Langt fra start
paul_izzo__aus,Paul Izzo,AUS,GK,0.0268,0.0268,0.0,0.9408,medium_risk,,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.002436,0.097362,0.160732,0.005489342910955432,0.04439309331340488,3,1,0,0.027565776476888258,0.0,Langt fra start
aiden_o_neill__aus,Aiden O'Neill,AUS,MID,0.8832,0.9065,0.0,0.9266,low_risk,,transfermarkt_availability_split_2026_06_07,0.080291,1.324131,1.324277,0.07465550335887026,0.3369904439755116,1,4,1,0.8300888605437693,0.8800888605437693,Klar starter
connor_metcalfe__aus,Connor Metcalfe,AUS,MID,0.6532,0.7024,0.0,0.7997,medium_risk,,transfermarkt_availability_split_2026_06_07,0.059382,1.166362,1.006162,0.06576036827825844,0.29683834017643695,2,4,1,0.6194725450531345,0.6694725450531346,Tvivlsom starter
mathew_leckie__aus,Mathew Leckie,AUS,MID,0.5896,0.6856,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_07,0.0536,0.209727,0.181837,0.011824566264928307,0.05337537965930268,3,4,1,0.5341316045931356,0.5841316045931356,Tvivlsom starter
cristian_volpato__aus,Cristian Volpato,AUS,MID,0.35,0.45,0.0,0.75,medium_risk,high,manual_context_override_safe,0.080464,0.322379222686702,0.34815,0.018175983450366365,0.0820452941451201,4,4,1,0.4761805950163818,0.5261805950163818,Tvivlsom starter
jackson_irvine__aus,Jackson Irvine,AUS,MID,0.45,0.55,0.0,0.8305,medium_risk,high,manual_context_override_safe,0.059245,0.1727663035138867,0.216789,0.00974069435145055,0.04396890740051601,5,4,0,0.4657998717305054,0.4657998717305054,Bænk/rotation
paul_okon_engstler__aus,Paul Okon-Engstler,AUS,MID,0.3162,0.3303,0.0,0.878,medium_risk,,transfermarkt_availability_split_2026_06_07,0.028745,0.406282,0.57912,0.02290648524628494,0.10339849422697513,6,4,0,0.2951719823692623,0.21517198236926227,Langt fra start
ajdin_hrustic__aus,Ajdin Hrustic,AUS,MID,0.3022,0.3514,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_07,0.027473,0.327636,0.43683,0.018472364515661078,0.0833831404161376,7,4,0,0.2803047788807667,0.2003047788807667,Langt fra start
cameron_devlin__aus,Cameron Devlin,AUS,MID,0.043,0.05,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_07,0.003909,0.0,0.0,0.0,0.0,8,4,0,0.03850035,0.0,Langt fra start
riley_mcgree__aus,Riley McGree,AUS,MID,0.0,0.0,0.0,0.7565,out,,transfermarkt_availability_split_2026_06_07,0.0,0.0,0.0,0.0,0.0,9,4,0,0.0,0.0,Langt fra start
patrick_yazbek__aus,Patrick Yazbek,AUS,MID,0.0,0.0,0.0,0.6261,out,,transfermarkt_availability_split_2026_06_07,0.0,0.0,0.0,0.0,0.0,10,4,0,0.0,0.0,Langt fra start
alexander_alex_robertson__aus,Alexander 'Alex' Robertson,AUS,MID,0.0,0.0,0.0,0.35,out,,transfermarkt_availability_split_2026_06_07,0.0,0.0,0.0,0.0,0.0,11,4,0,0.0,0.0,Langt fra start
philipp_lienhart__aut,Philipp Lienhart,AUT,DEF,0.84,0.9,0.0,0.86,low_risk,low,transfermarkt_availability_split_2026_06_07,0.076364,3.196748,3.588738,0.08571541144307014,0.24760863010047568,1,4,1,0.7453386335822011,0.7953386335822011,Sandsynlig starter
stefan_posch__aut,Stefan Posch,AUT,DEF,0.84,0.9,0.0,0.8932,low_risk,low,transfermarkt_availability_split_2026_06_07,0.076364,3.12944,3.462324,0.08391066082981875,0.24239519392258405,2,4,1,0.7447270524337494,0.7947270524337494,Sandsynlig starter
phillipp_mwene__aut,Phillipp Mwene,AUT,DEF,0.76,0.82,0.95,0.93,medium_risk,medium,manual_context_override_safe,0.069091,2.395723,2.856026,0.06423727570913514,0.18556410769012818,3,4,1,0.6698412745544696,0.7198412745544697,Sandsynlig starter
marco_friedl__aut,Marco Friedl,AUT,DEF,0.4784,0.5562,0.0,0.6,high_risk,,transfermarkt_availability_split_2026_06_07,0.043491,0.9922,1.299974,0.02660417124959934,0.07685225197159487,4,4,1,0.4169604337596394,0.4669604337596394,Bænk/rotation
