team_id,position,team_position_start_rank,player_name,price_m,start_prob,conditional_start_prob,availability_risk,round_specific_rotation_risk,match_1_opponent_team,weighted_group_stage_ev,optimizer_ev,start_prob_source,source_note
SWE,FWD,2,Benjamin Nygren,3.0,0.6072,0.6237,medium_risk,,TUN,2.080071,2.080071,transfermarkt_availability_split_2026_06_07,
SWE,MID,1,Yasin Ayari,3.5,0.8753,0.9519,medium_risk,,TUN,2.327649,2.327649,transfermarkt_availability_split_2026_06_07,
TUN,DEF,1,Montassar Talbi,3.0,0.9019,0.97,medium_risk,,SWE,2.3731,2.3731,transfermarkt_availability_split_2026_06_07,
TUN,DEF,2,Yan Valery,2.5,0.7887,0.9145,high_risk,,SWE,1.710431,1.710431,transfermarkt_availability_split_2026_06_07,
TUN,DEF,3,Omar Rekik,2.0,0.7422,0.8631,high_risk,,SWE,1.192771,1.192771,transfermarkt_availability_split_2026_06_07,
TUN,DEF,4,Ali Abdi,3.0,0.6355,0.6829,medium_risk,,SWE,1.931925,1.931925,transfermarkt_availability_split_2026_06_07,
TUN,GK,1,Abdelmouhib Chamakh,2.5,0.924,0.924,low_risk,,SWE,1.505493,1.505493,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
TUN,MID,1,Ellyes Skhiri,2.5,0.8734,0.97,medium_risk,,SWE,1.433694,1.433694,transfermarkt_availability_split_2026_06_07,
TUN,MID,2,Rani Khedira,3.0,0.6533,0.6885,medium_risk,,SWE,0.531096,0.531096,transfermarkt_availability_split_2026_06_07,
TUN,MID,3,Ismael Gharbi,2.5,0.6165,0.6483,medium_risk,,SWE,1.083682,1.083682,transfermarkt_availability_split_2026_06_07,
TUN,MID,4,Elias Achouri,3.5,0.6026,0.6934,high_risk,,SWE,2.099498,2.099498,transfermarkt_availability_split_2026_06_07,
TUR,DEF,1,Ferdi Kadioglu,3.5,0.918,0.9439,low_risk,,AUS,2.882754,2.882754,transfermarkt_availability_split_2026_06_07,
TUR,DEF,2,Abdulkerim Bardakci,3.0,0.8864,0.97,medium_risk,,AUS,2.63152,2.63152,transfermarkt_availability_split_2026_06_07,
TUR,DEF,3,Zeki Celik,2.5,0.8552,0.8738,low_risk,,AUS,2.402619,2.402619,transfermarkt_availability_split_2026_06_07,
TUR,DEF,4,Ozan Kabak,2.5,0.7852,0.8597,medium_risk,,AUS,2.058964,2.058964,transfermarkt_availability_split_2026_06_07,
TUR,DEF,5,Caglar Soyuncu,2.5,0.6135,0.6504,medium_risk,,,1.676105,1.676105,transfermarkt_availability_split_2026_06_07,
TUR,GK,1,Ugurcan Cakir,4.0,0.9123,0.9123,low_risk,,AUS,3.192848,3.192848,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
TUR,MID,1,Kenan Yildiz,4.0,0.8953,0.9333,low_risk,,AUS,1.671242,1.671242,transfermarkt_availability_split_2026_06_04,
TUR,MID,2,Arda Güler,4.5,0.88,0.93,low_risk,low,AUS,3.999848,3.999848,transfermarkt_availability_split_2026_06_07,Manual review: should be treated as secure Turkey starter after Transfermarkt usage review.
TUR,MID,3,Orkun Kökcü,3.0,0.85,0.8838,low_risk,,AUS,2.480047,2.480047,transfermarkt_availability_split_2026_06_07,
TUR,MID,4,Kerem Akturkoglu,4.5,0.6674,0.6806,medium_risk,,AUS,4.408286,4.408286,transfermarkt_availability_split_2026_06_07,
TUR,MID,5,Ismail Yüksek,2.5,0.6264,0.648,medium_risk,,AUS,1.764163,1.764163,transfermarkt_availability_split_2026_06_07,
URU,DEF,1,Mathias Olivera,4.0,0.8746,0.964,medium_risk,,KSA,3.27525,3.27525,transfermarkt_availability_split_2026_06_07,
URU,DEF,2,Ronald Araujo,4.5,0.8422,0.9152,medium_risk,,KSA,3.239667,3.239667,transfermarkt_availability_split_2026_06_07,
URU,DEF,3,Jose Maria Gimenez,4.5,0.6709,0.7099,medium_risk,,KSA,2.894405,2.894405,transfermarkt_availability_split_2026_06_07,
URU,MID,1,Maxi Araujo,5.0,0.9087,0.97,medium_risk,,KSA,1.809777,1.809777,transfermarkt_availability_split_2026_06_07,
URU,MID,2,Federico Valverde,5.5,0.8894,0.97,medium_risk,,KSA,1.828126,1.828126,transfermarkt_availability_split_2026_06_07,
URU,MID,3,Rodrigo Bentancur,3.0,0.8642,0.9419,medium_risk,,,1.345637,1.345637,transfermarkt_availability_split_2026_06_07,
URU,MID,4,Manuel Ugarte,3.5,0.852,0.9267,medium_risk,,KSA,2.560887,2.560887,transfermarkt_availability_split_2026_06_07,
URU,MID,5,Giorgian De Arrascaeta,4.0,0.7878,0.8568,medium_risk,,,1.655831,1.655831,transfermarkt_availability_split_2026_06_07,
URU,MID,6,Rodrigo Zalazar,3.5,0.7115,0.8273,high_risk,,,1.525167,1.525167,transfermarkt_availability_split_2026_06_07,
USA,DEF,1,Alex Freeman,2.5,0.8986,0.9183,low_risk,,PAR,2.689602,2.689602,transfermarkt_availability_split_2026_06_07,
USA,DEF,2,Antonee Robinson,2.0,0.8297,0.9648,high_risk,,PAR,1.75978,1.75978,transfermarkt_availability_split_2026_06_07,
USA,DEF,3,Sergino Dest,3.0,0.8263,0.9608,high_risk,,,2.603549,2.603549,transfermarkt_availability_split_2026_06_07,
USA,DEF,4,Chris Richards,3.0,0.8175,0.9312,high_risk,,PAR,3.3737,3.3737,transfermarkt_availability_split_2026_06_07,
USA,FWD,1,Christian Pulisic,4.0,0.8318,0.9606,high_risk,,PAR,1.847388,1.847388,transfermarkt_availability_split_2026_06_07,
USA,GK,1,Matt Freese,3.5,0.7629,0.7629,medium_risk,,PAR,2.678282,2.678282,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
USA,MID,1,Tyler Adams,3.0,0.8123,0.9446,high_risk,,PAR,2.579448,2.579448,transfermarkt_availability_split_2026_06_07,
USA,MID,2,Weston McKennie,3.5,0.6257,0.7275,high_risk,,PAR,0.535449,0.535449,transfermarkt_availability_split_2026_06_07,
USA,MID,3,Sebastian Berhalter,3.0,0.6178,0.6507,medium_risk,,PAR,2.303174,2.303174,transfermarkt_availability_split_2026_06_07,
UZB,DEF,1,Sherzod Nasrullaev,2.5,0.8798,0.9314,medium_risk,,COL,2.0743,2.0743,transfermarkt_availability_split_2026_06_07,
UZB,DEF,2,Abdukodir Khusanov,3.0,0.846,0.9576,medium_risk,,COL,1.986673,1.986673,transfermarkt_availability_split_2026_06_07,
UZB,DEF,3,Rustam Ashurmatov,2.5,0.842,0.9115,medium_risk,,COL,1.601041,1.601041,transfermarkt_availability_split_2026_06_07,
UZB,DEF,4,Khozhiakbar Alizhonov,2.5,0.6477,0.6863,medium_risk,,COL,1.196121,1.196121,transfermarkt_availability_split_2026_06_07,
UZB,FWD,1,Eldor Shomurodov,3.0,0.9205,0.97,low_risk,,COL,2.256538,2.256538,transfermarkt_availability_split_2026_06_07,
UZB,MID,1,Odildzhon Khamrobekov,2.5,0.9386,0.9678,low_risk,,COL,0.799894,0.799894,transfermarkt_availability_split_2026_06_07,
UZB,MID,2,Otabek Shukurov,2.5,0.9103,0.9666,medium_risk,,COL,1.321251,1.321251,transfermarkt_availability_split_2026_06_07,
UZB,MID,3,Jaloliddin Masharipov,2.5,0.8891,0.9625,medium_risk,,,0.786945,0.786945,transfermarkt_availability_split_2026_06_07,
UZB,MID,4,Oston Urunov,2.5,0.8296,0.8848,medium_risk,,COL,1.04995,1.04995,transfermarkt_availability_split_2026_06_07,
UZB,MID,5,Abbosbek Fayzullaev,2.5,0.8248,0.8912,medium_risk,,,0.770261,0.770261,transfermarkt_availability_split_2026_06_07,
UZB,MID,6,Aziz Ganiev,2.5,0.7351,0.8547,high_risk,,COL,1.467985,1.467985,transfermarkt_availability_split_2026_06_07,
