player_id,player_name,team_id,team_name,flag_code,position,advance_pct,avg_points,nt_ev_score,blended_ev_score,display_score,price_estimate,value_score,display_value,price,price_source,position_source,holdet_game_id,holdet_player_id,holdet_person_id,holdet_team_id,holdet_team_name,holdet_position_id,holdet_position,holdet_start_price,holdet_price,holdet_is_out,has_holdet_vm_match,official_holdet_master,copied_from_old_player_pool,old_player_id,old_match_method,old_match_score,start_prob,start_prob_source,weighted_group_stage_ev,optimizer_ev,holdet_appearance,player_visual_source,display_score_source,start_probability_pct,start_security,start_status,transfermarkt_competitive_rows,transfermarkt_competitive_starts,transfermarkt_competition_weight_sum,transfermarkt_recent_rows_since_2025,transfermarkt_recent_starts_since_2025,transfermarkt_latest_match_date,transfermarkt_signal_confidence,transfermarkt_start_score,transfermarkt_recency_start_score,transfermarkt_recent_start_rate_since_2025,conditional_start_prob,availability_prob,availability_risk,availability_status,transfermarkt_available_rows,transfermarkt_absence_rows,transfermarkt_available_weight,transfermarkt_absence_weight,transfermarkt_start_weight,transfermarkt_recent_3_available_start_score,transfermarkt_history_available_start_score,weighted_group_stage_ev_before_price_quality,price_quality_ev,model_ev_before_price_quality,optimizer_ev_before_price_quality,price_quality_raw_ev,price_quality_appearance_scaled_ev,price_quality_base_capped_ev,price_quality_weight,price_quality_spread_multiplier,price_quality_applied,price_quality_method,base_ev_source,match_1_opponent_team,match_1_weighted_match_ev,match_2_opponent_team,match_2_weighted_match_ev,match_3_opponent_team,match_3_weighted_match_ev,round1_ev,round2_ev,round3_ev,appearance_prob,round_specific_rotation_risk,start_signal_context_note,total_ev_group_stage,price_quality_repair_source,transfermarkt_national_team,tm_recency_weighted_competitive_start_score,tm_weighted_competitive_start_score,source_note,gk_start_prob_raw_before_normalization,gk_start_prob_normalized,gk_start_prob_normalized_at,gk_hierarchy_raw_score,gk_team_rank,manual_start_note,manual_data_note,tm_watch_flag,tm_watch_reason,source,start_price,_key
everardo_lopez__mex,Everardo Lopez,MEX,Mexico,mx,DEF,,,,,0.0,2500000,,,2500000,holdet_vm_2026_official,holdet_vm_2026_official,616,49082,52194.0,775.0,Mexico,293.0,DEF,2500000,2500000,False,True,True,True,everardo_lopez__mex,exact_name_team,1.0,0.7841,transfermarkt_availability_split_2026_06_07,2.366261,2.366261,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,78.0,0.7841,sandsynlig starter - Transfermarkt landshold,30.0,10.0,6.146400000000001,,,,1.0,0.3333,0.8204,,0.8965,0.6419,high_risk,high_risk,18.0,12.0,9.04,5.16,5.92,1.0,0.6549,2.73213,1.919087,2.73213,2.73213,1.919087,1.919087,1.919087,0.45,1.35,True,raw_for_likely_starter,component_weighted_sum,RSA,1.122046,KOR,0.867762,CZE,0.75166,1.122046,0.867762,0.75166,,,,,,,,,,,,,,,,,,,,,everardo lopez__mexico__DEF
richard_ledezma__mex,Richard Ledezma,MEX,Mexico,mx,DEF,,,,,0.0,2000000,,,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49770,45437.0,775.0,Mexico,293.0,DEF,2000000,2000000,False,True,True,True,richard_ledezma__mex,exact_name_team,1.0,0.3597,transfermarkt_availability_split_2026_06_07,0.975442,0.975442,"{'skinColor': '#E9A58D', 'hairColor': '#000000'}",holdet_api_appearance,start_neutral_blended_nt_team_absolute,36.0,0.3597,sjældent startende - Transfermarkt landshold,4.0,2.0,1.8044,,,,1.0,0.5,0.3741,,0.3803,0.8454,medium_risk,medium_risk,4.0,0.0,3.47,0.0,1.7,0.3333,0.4899,1.354339,0.512346,1.354339,1.354339,0.99706,0.512346,0.99706,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,RSA,0.559198,KOR,0.428434,CZE,0.366704,0.559198,0.428434,0.366704,,,,,,,,,,,,,,,,,,,,,richard ledezma__mexico__DEF
alexis_duarte__par,Alexis Duarte,PAR,Paraguay,py,DEF,0.592,3.68,0.0025,0.176,27.0,2000000,0.0484,5.0,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,48788,49603.0,778.0,Paraguay,293.0,DEF,2000000,2000000,False,True,True,True,alexis_duarte__par,exact_name_team,1.0,0.2675,transfermarkt_availability_split_2026_06_07,0.669914,0.669914,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,27.0,0.2675,sjældent startende - Transfermarkt landshold,7.0,1.0,2.8184000000000005,,,,1.0,0.1429,0.271,,0.281,0.8626,medium_risk,medium_risk,7.0,0.0,4.28,0.0,0.68,0.3333,0.1589,0.906282,0.381019,0.906282,0.906282,0.99706,0.381019,0.99706,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,USA,0.245686,TUR,0.284529,AUS,0.376064,0.245686,0.284529,0.376064,,,,,,,,,,,,,,,,,,,,,alexis duarte__paraguay__DEF
gonzalo_agustin_sandez__par,Gonzalo Agustin Sandez,PAR,Paraguay,py,DEF,,,,,0.0,2000000,,,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49144,49605.0,778.0,Paraguay,293.0,DEF,2000000,2000000,False,True,True,True,gonzalo_agustin_sandez__par,exact_name_team,1.0,0.5259,transfermarkt_availability_split_2026_06_07,1.017171,1.017171,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,53.0,0.5259,rotation/usikker - Transfermarkt landshold,14.0,4.0,6.274400000000003,,,,1.0,0.2857,0.3208,,0.5775,0.7446,medium_risk,medium_risk,11.0,3.0,6.28,1.84,2.32,0.6667,0.3694,1.23652,0.749077,1.23652,1.23652,0.99706,0.749077,0.99706,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,USA,0.350119,TUR,0.387656,AUS,0.494626,0.350119,0.387656,0.494626,,,,,,,,,,,,,,,,,,,,,gonzalo agustin sandez__paraguay__DEF
alan_ben_tez__par,Alan Benitez,PAR,Paraguay,py,DEF,0.592,3.68,0.0049,0.268,29.0,2500000,0.0714,7.0,2500000,holdet_vm_2026_official,holdet_vm_2026_official,616,48761,49607.0,778.0,Paraguay,293.0,DEF,2500000,2500000,False,True,True,True,alan_ben_tez__par,exact_name_team,1.0,0.5257,transfermarkt_availability_split_2026_06_07,1.401378,1.401378,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,53.0,0.5257,rotation/usikker - Transfermarkt landshold,84.0,6.0,18.288400000000003,,,,1.0,0.0714,0.4673,,0.6113,0.6,high_risk,high_risk,12.0,72.0,5.56,18.38,2.68,0.6667,0.482,1.368768,1.441234,1.368768,1.368768,1.919087,1.441234,1.919087,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,USA,0.374069,TUR,0.423273,AUS,0.571422,0.374069,0.423273,0.571422,,,,,,,,,,,,,,,,,,,,,alan benitez__paraguay__DEF
blas_riveros__par,Blas Riveros,PAR,Paraguay,py,DEF,0.592,3.68,0.0025,0.176,27.0,2000000,0.0484,5.0,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,48903,34714.0,778.0,Paraguay,293.0,DEF,2000000,2000000,False,True,True,True,blas_riveros__par,exact_name_team,1.0,0.3023,transfermarkt_availability_split_2026_06_07,0.639878,0.639878,"{'skinColor': '#E9A58D', 'hairColor': '#000000', 'hairStyle': 'Short'}",holdet_api_appearance,start_neutral_blended_nt_team_absolute,30.0,0.3023,sjældent startende - Transfermarkt landshold,96.0,12.0,16.413600000000002,,,,1.0,0.1446,0.2602,,0.3515,0.6,high_risk,high_risk,24.0,59.0,5.84,15.36,2.3,0.3333,0.3938,0.811115,0.430587,0.811115,0.811115,0.99706,0.430587,0.99706,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,USA,0.218479,TUR,0.250139,AUS,0.342493,0.218479,0.250139,0.342493,,,,,,,,,,,,,,,,,,,,,blas riveros__paraguay__DEF
martin_caceres__uru,Martin Caceres,URU,Uruguay,uy,DEF,,,,,0.0,3000000,,,3000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49511,23250.0,783.0,Uruguay,293.0,DEF,3000000,3000000,False,True,True,True,martin_caceres__uru,exact_name_team,1.0,0.4085,transfermarkt_availability_split_2026_06_07,1.510708,1.510708,"{'skinColor': '#E9A58D', 'hairColor': '#000000', 'hairStyle': 'Long'}",holdet_api_appearance,start_neutral_blended_nt_team_absolute,41.0,0.4085,sjældent startende - Transfermarkt landshold,188.0,104.0,15.396,0.0,0.0,2022-12-02,1.0,0.6265,0.3995,,0.4346,0.8288,medium_risk,medium_risk,140.0,26.0,16.4,2.8,11.0,0.3333,0.6707,1.404756,1.640206,1.404756,1.404756,2.810634,1.640206,2.107134,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,KSA,0.600338,CPV,0.560987,ESP,0.243427,0.600338,0.560987,0.243427,,,,,,,,,,,,,,,,,,,,,martin caceres__uruguay__DEF
jos_luis_rodr_guez_bebanz__uru,Jose Luis Rodriguez Bebanz,URU,Uruguay,uy,DEF,0.865,5.027,0.0037,0.278,36.0,3000000,0.0735,7.0,3000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49330,43470.0,783.0,Uruguay,293.0,DEF,3000000,3000000,False,True,True,True,jos_luis_rodr_guez_bebanz__uru,exact_name_team,1.0,0.0459,transfermarkt_availability_split_2026_06_07,0.314843,0.314843,"{'skinColor': '#DAA07A', 'hairColor': '#000000'}",holdet_api_appearance,start_neutral_blended_nt_team_absolute,5.0,0.0459,sjældent startende - Transfermarkt landshold,41.0,4.0,14.676,12.0,2.0,2026-03-31,1.0,0.0976,0.02,0.1667,0.0534,0.6,high_risk,high_risk,22.0,19.0,10.56,8.4,1.88,0.0,0.178,0.421654,0.184297,0.421654,0.421654,2.810634,0.184297,0.632481,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,KSA,0.175607,CPV,0.153405,ESP,0.090424,0.175607,0.153405,0.090424,,,,,,,,,,,,,,,,,,,,,jose luis rodriguez bebanz__uruguay__DEF
jose_hurtado__ecu,Jose Hurtado,ECU,Ecuador,ec,DEF,,,,,0.0,2500000,,,2500000,holdet_vm_2026_official,holdet_vm_2026_official,616,49328,52159.0,881.0,Ecuador,293.0,DEF,2500000,2500000,False,True,True,True,jose_hurtado__ecu,exact_name_team,1.0,0.25,holdet_official_unmatched_default,0.665639,0.665639,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,,,,,,,,,,,,,,,,,,,,,,,,,0.649481,0.685388,0.649481,0.649481,1.919087,0.685388,0.974221,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,CIV,0.238802,CUW,0.313653,GER,0.097027,0.238802,0.313653,0.097027,,,,,,,,,,,,,,,,,,,,,jose hurtado__ecuador__DEF
hossein_abarghouei__irn,Hossein Abarghouei,IRN,Iran,ir,DEF,0.764,4.403,0.0049,0.299,34.0,2000000,0.0784,8.0,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49189,49520.0,883.0,Iran,293.0,DEF,2000000,2000000,False,True,True,True,hossein_abarghouei__irn,exact_name_team,1.0,0.8777,transfermarkt_availability_split_2026_06_07,1.68006,1.68006,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,88.0,0.8777,sandsynlig starter - Transfermarkt landshold,1.0,1.0,0.3536,,,,1.0,1.0,1.0,,0.97,0.7283,unknown,unknown,1.0,0.0,0.68,0.0,0.68,1.0,1.0,2.238879,0.99706,2.238879,2.238879,0.99706,0.99706,0.99706,0.45,1.35,True,raw_for_likely_starter,component_weighted_sum,NZL,1.179026,BEL,0.389232,EGY,0.670616,1.179026,0.389232,0.670616,,,,,,,,,,,,,,,,,,,,,hossein abarghouei__iran__DEF
danial_esmaeilifar__irn,Danial Esmaeilifar,IRN,Iran,ir,DEF,0.764,4.403,0.0061,0.325,35.0,2500000,0.0847,8.0,2500000,holdet_vm_2026_official,holdet_vm_2026_official,616,48980,49521.0,883.0,Iran,293.0,DEF,2500000,2500000,False,True,True,True,danial_esmaeilifar__irn,exact_name_team,1.0,0.3084,transfermarkt_availability_split_2026_06_07,0.839269,0.839269,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,31.0,0.3084,sjældent startende - Transfermarkt landshold,63.0,3.0,18.9108,,,,1.0,0.0476,0.2744,,0.3586,0.6,high_risk,high_risk,11.0,52.0,5.46,17.92,2.28,0.3333,0.4176,0.834175,0.845495,0.834175,0.834175,1.919087,0.845495,1.251262,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,NZL,0.445264,BEL,0.145226,EGY,0.243682,0.445264,0.145226,0.243682,,,,,,,,,,,,,,,,,,,,,danial esmaeilifar__iran__DEF
abolfazl_jalali__irn,Abolfazl Jalali,IRN,Iran,,DEF,,,,,0.0,2000000,,,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,48731,43491.0,883.0,Iran,293.0,DEF,2000000,2000000,False,True,True,True,abolfazl_jalali__irn,exact_name_team,1.0,0.043,transfermarkt_availability_split_2026_06_07,0.126222,0.126222,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,4.0,0.043,sjældent startende - Transfermarkt landshold,58.0,3.0,15.2956,,,,1.0,0.0545,0.0126,,0.05,0.6,high_risk,high_risk,18.0,37.0,6.3,11.18,0.88,0.0,0.1397,0.179383,0.061248,0.179383,0.179383,0.99706,0.061248,0.269074,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,NZL,0.096979,BEL,0.034161,EGY,0.048241,0.096979,0.034161,0.048241,,,,,,,,,,,,,,,,,,,,,abolfazl jalali__iran__DEF
ahmed_hasan_maknzi__irq,Ahmed Hasan Maknzi,IRQ,Irak,iq,DEF,,,,,0.0,2000000,,,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,48747,52211.0,947.0,Irak,293.0,DEF,2000000,2000000,False,True,True,True,ahmed_hasan_maknzi__irq,exact_name_team,1.0,0.5379,transfermarkt_availability_split_2026_06_07,0.629793,0.629793,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,54.0,0.5379,rotation/usikker - Transfermarkt landshold,21.0,5.0,11.945200000000003,,,,1.0,0.2381,0.3589,,0.6255,0.6,high_risk,high_risk,10.0,11.0,6.63,7.12,3.51,0.6667,0.5294,0.518213,0.766169,0.518213,0.518213,0.99706,0.766169,0.77732,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,NOR,0.144536,FRA,0.137752,SEN,0.233685,0.144536,0.137752,0.233685,,,,,,,,,,,,,,,,,,,,,ahmed hasan maknzi__irak__DEF
martin_krug__pan,Martin Krug,PAN,Panama,,DEF,,,,,0.0,2000000,,,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49515,48574.0,971.0,Panama,293.0,DEF,2000000,2000000,False,True,True,True,martin_krug__pan,exact_name_team,1.0,0.273,transfermarkt_availability_split_2026_06_07,0.444549,0.444549,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,27.0,0.273,sjældent startende - Transfermarkt landshold,28.0,1.0,14.199200000000003,,,,1.0,0.0357,0.2495,,0.3175,0.6,high_risk,high_risk,5.0,23.0,3.28,14.18,0.92,0.3333,0.2805,0.490118,0.388853,0.490118,0.490118,0.99706,0.388853,0.735177,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,GHA,0.186616,CRO,0.176027,ENG,0.127473,0.186616,0.176027,0.127473,,,,,,,,,,,,,,,,,,,,,martin krug__panama__DEF
abdelhamid_ait_boudlal__mar,Abdelhamid Ait Boudlal,MAR,Marokko,,DEF,,,,,0.0,2500000,,,2500000,holdet_vm_2026_official,holdet_vm_2026_official,616,48718,52208.0,974.0,Marokko,293.0,DEF,2500000,2500000,False,True,True,True,abdelhamid_ait_boudlal__mar,exact_name_team,1.0,0.8353,transfermarkt_availability_split_2026_06_07,2.142213,2.142213,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,84.0,0.8353,sandsynlig starter - Transfermarkt landshold,2.0,1.0,0.9568000000000001,,,,1.0,0.5,0.5,,0.97,0.6033,unknown,unknown,1.0,1.0,0.92,0.92,0.92,1.0,1.0,2.324771,1.919087,2.324771,2.324771,1.919087,1.919087,1.919087,0.45,1.35,True,raw_for_likely_starter,component_weighted_sum,BRA,0.406994,SCO,0.840525,HAI,1.077249,0.406994,0.840525,1.077249,,,,,,,,,,,,,,,,,,,,,abdelhamid ait boudlal__marokko__DEF
jawad_el_yamiq__mar,Jawad El Yamiq,MAR,Marokko,ma,DEF,0.932,5.69,0.0496,0.16,37.0,2500000,0.0442,4.0,2500000,holdet_vm_2026_official,holdet_vm_2026_official,616,49260,39817.0,974.0,Marokko,293.0,DEF,2500000,2500000,False,True,True,True,jawad_el_yamiq__mar,exact_name_team,1.0,0.135,transfermarkt_availability_split_2026_06_07,0.503842,0.503842,"{'skinColor': '#E9A58D', 'hairColor': '#000000'}",holdet_api_appearance,start_neutral_blended_nt_team_absolute,14.0,0.135,sjældent startende - Transfermarkt landshold,162.0,33.0,37.86240000000001,,,,1.0,0.2129,0.062,,0.157,0.6,high_risk,high_risk,61.0,94.0,19.53,24.23,10.22,0.0,0.5233,0.61326,0.37011,0.61326,0.61326,1.919087,0.37011,0.91989,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,BRA,0.097298,SCO,0.220536,HAI,0.295423,0.097298,0.220536,0.295423,,,,,,,,,,,,,,,,,,,,,jawad el yamiq__marokko__DEF
souffian_el_karouani__mar,Souffian El Karouani,MAR,Marokko,,DEF,,,,,0.0,2000000,,,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49859,49577.0,974.0,Marokko,293.0,DEF,2000000,2000000,False,True,True,True,souffian_el_karouani__mar,exact_name_team,1.0,0.2534,transfermarkt_availability_split_2026_06_07,0.51173,0.51173,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,25.0,0.2534,sjældent startende - Transfermarkt landshold,86.0,3.0,33.5752,,,,1.0,0.0349,0.0087,,0.2947,0.6,high_risk,high_risk,12.0,74.0,5.28,33.32,1.08,0.3333,0.2045,0.635107,0.360936,0.635107,0.635107,0.99706,0.360936,0.95266,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,BRA,0.095368,SCO,0.23224,HAI,0.307498,0.095368,0.23224,0.307498,,,,,,,,,,,,,,,,,,,,,souffian el karouani__marokko__DEF
ilay_camara__sen,Ilay Camara,SEN,Senegal,sn,DEF,,,,,0.0,2000000,,,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49215,49638.0,975.0,Senegal,293.0,DEF,2000000,2000000,False,True,True,True,ilay_camara__sen,exact_name_team,1.0,0.2646,transfermarkt_availability_split_2026_06_07,0.504581,0.504581,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,26.0,0.2646,sjældent startende - Transfermarkt landshold,26.0,2.0,5.659200000000001,,,,1.0,0.1667,0.0416,,0.3077,0.6,high_risk,high_risk,7.0,5.0,4.68,3.88,1.16,0.3333,0.2479,0.609056,0.376889,0.609056,0.609056,0.99706,0.376889,0.913584,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,FRA,0.097942,NOR,0.180209,IRQ,0.330903,0.097942,0.180209,0.330903,,,,,,,,,,,,,,,,,,,,,ilay camara__senegal__DEF
mohammed_sulaiman__ksa,Mohammed Sulaiman,KSA,Saudi-Arabien,sa,DEF,0.498,3.105,0.001,0.146,23.0,2000000,0.0404,4.0,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49595,49632.0,977.0,Saudi-Arabien,293.0,DEF,2000000,2000000,False,True,True,True,mohammed_sulaiman__ksa,exact_name_team,1.0,0.3038,transfermarkt_availability_split_2026_06_07,0.514573,0.514573,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,30.0,0.3038,sjældent startende - Transfermarkt landshold,16.0,4.0,10.288400000000001,,,,1.0,0.25,0.3035,,0.3164,0.8859,medium_risk,medium_risk,15.0,1.0,11.05,0.68,3.06,0.3333,0.2769,0.581541,0.432724,0.581541,0.581541,0.99706,0.432724,0.872311,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,URU,0.15636,ESP,0.120246,CPV,0.304934,0.15636,0.120246,0.304934,,,,,,,,,,,,,,,,,,,,,mohammed sulaiman__saudi arabien__DEF
tarek_salman__qat,Tarek Salman,QAT,Qatar,qa,DEF,0.423,2.747,0.0086,0.345,27.0,2500000,0.0891,9.0,2500000,holdet_vm_2026_official,holdet_vm_2026_official,616,49878,38398.0,1009.0,Qatar,293.0,DEF,2500000,2500000,False,True,True,True,tarek_salman__qat,exact_name_team,1.0,0.4011,transfermarkt_availability_split_2026_06_07,0.742631,0.742631,{'skinColor': '#DAA07A'},holdet_api_appearance,start_neutral_blended_nt_team_absolute,40.0,0.4011,sjældent startende - Transfermarkt landshold,129.0,77.0,25.942400000000003,12.0,5.0,2025-12-07,1.0,0.5969,0.3772,0.4167,0.4167,0.8933,medium_risk,medium_risk,118.0,11.0,28.63,2.66,17.5,0.3333,0.6112,0.606229,0.909344,0.606229,0.606229,1.919087,1.099637,0.909344,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,SUI,0.147739,CAN,0.214826,BIH,0.245118,0.147739,0.214826,0.245118,,,,,,"{'source': 'transfermarkt_national_team_output', 'transfermarkt_player_id': '311730.0', 'transfermarkt_national_url': 'https://www.transfermarkt.com/tarek-salman/nationalmannschaft/spieler/311730/verein_id/14162', 'tm_competition_rows': 164, 'tm_competition_starts': 114, 'tm_recency_weighted_competitive_start_score': 0.7548}",,,,,,,,,,,,,,,tarek salman__qatar__DEF
ralph_priso__can,Ralph Priso,CAN,Canada,,DEF,,,,,0.0,2000000,,,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49744,52131.0,1059.0,Canada,293.0,DEF,2000000,2000000,False,True,True,True,ralph_priso__can,exact_name_team,1.0,0.3308,transfermarkt_availability_split_2026_06_07,0.956129,0.956129,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,33.0,0.3308,sjældent startende - Transfermarkt landshold,5.0,2.0,2.4388000000000005,,,,1.0,0.4,0.3338,,0.3466,0.87,medium_risk,medium_risk,5.0,0.0,4.69,0.0,1.77,0.3333,0.3774,1.352904,0.471182,1.352904,1.352904,0.99706,0.471182,0.99706,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,BIH,0.500222,QAT,0.617969,SUI,0.304974,0.500222,0.617969,0.304974,,,,,,,,,,,,,,,,,,,,,ralph priso__canada__DEF
jahkeele_rutty__can,Jahkeele Rutty,CAN,Canada,,DEF,,,,,0.0,2000000,,,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49244,49447.0,1059.0,Canada,293.0,DEF,2000000,2000000,False,True,True,True,jahkeele_rutty__can,exact_name_team,1.0,0.25,holdet_official_unmatched_default,0.542121,0.542121,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,,,,,,,,,,,,,,,,,,,,,,,,,0.694325,0.356093,0.694325,0.694325,0.99706,0.356093,0.99706,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,BIH,0.244815,QAT,0.321216,SUI,0.128295,0.244815,0.321216,0.128295,,,,,,,,,,,,,,,,,,,,,jahkeele rutty__canada__DEF
kamal_miller__can,Kamal Miller,CAN,Canada,ca,DEF,0.831,5.014,0.0033,0.27,36.0,2500000,0.0718,7.0,2500000,holdet_vm_2026_official,holdet_vm_2026_official,616,49371,43147.0,1059.0,Canada,293.0,DEF,2500000,2500000,False,True,True,True,kamal_miller__can,exact_name_team,1.0,0.8008,transfermarkt_availability_split_2026_06_07,2.45779,2.45779,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,80.0,0.8008,sandsynlig starter - Transfermarkt landshold,88.0,44.0,22.872000000000007,,,,1.0,0.5,0.8332,,0.8598,0.804,medium_risk,medium_risk,75.0,13.0,24.09,5.36,12.83,1.0,0.5326,2.898547,1.919087,2.898547,2.898547,1.919087,1.919087,1.919087,0.45,1.35,True,raw_for_likely_starter,component_weighted_sum,BIH,1.043497,QAT,1.320352,SUI,0.534698,1.043497,1.320352,0.534698,,,,,,,,,,,,,,,,,,,,,kamal miller__canada__DEF
dilshod_komilov__uzb,Dilshod Komilov,UZB,Usbekistan,uz,DEF,,,,,0.0,2000000,,,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49022,49786.0,1122.0,Usbekistan,293.0,DEF,2000000,2000000,False,True,True,True,dilshod_komilov__uzb,exact_name_team,1.0,0.5473,transfermarkt_availability_split_2026_06_07,0.85437,0.85437,"{'skinColor': '#EFC6B6', 'hairColor': '#5D491C', 'hairStyle': 'Short'}",holdet_api_appearance,start_neutral_blended_nt_team_absolute,55.0,0.5473,rotation/usikker - Transfermarkt landshold,6.0,2.0,3.584,,,,1.0,0.3333,0.5805,,0.5775,0.8503,medium_risk,medium_risk,6.0,0.0,3.68,0.0,1.36,0.6667,0.3696,0.915579,0.779558,0.915579,0.915579,0.99706,0.779558,0.99706,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,COL,0.245733,POR,0.217652,COD,0.452192,0.245733,0.217652,0.452192,,,,,,,,,,,,,,,,,,,,,dilshod komilov__usbekistan__DEF
mukhammadkodir_khamraliev__uzb,Mukhammadkodir Khamraliev,UZB,Usbekistan,uz,DEF,,,,,0.0,2500000,,,2500000,holdet_vm_2026_official,holdet_vm_2026_official,616,49615,52116.0,1122.0,Usbekistan,293.0,DEF,2500000,2500000,False,True,True,True,mukhammadkodir_khamraliev__uzb,exact_name_team,1.0,0.2992,transfermarkt_availability_split_2026_06_07,0.687821,0.687821,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,30.0,0.2992,sjældent startende - Transfermarkt landshold,30.0,6.0,12.797600000000003,,,,1.0,0.2,0.0683,,0.3374,0.6766,medium_risk,medium_risk,20.0,10.0,10.72,5.08,3.72,0.3333,0.347,0.579452,0.820273,0.579452,0.579452,1.919087,0.820273,0.869178,0.45,1.35,True,appearance_scaled_then_base_capped,component_weighted_sum,COL,0.147657,POR,0.150263,COD,0.280599,0.147657,0.150263,0.280599,,,,,,,,,,,,,,,,,,,,,mukhammadkodir khamraliev__usbekistan__DEF
mukhammadrasul_abdumazhidov__uzb,Mukhammadrasul Abdumazhidov,UZB,Usbekistan,uz,DEF,,,,,0.0,2000000,,,2000000,holdet_vm_2026_official,holdet_vm_2026_official,616,49616,52113.0,1122.0,Usbekistan,293.0,DEF,2000000,2000000,False,True,True,True,mukhammadrasul_abdumazhidov__uzb,exact_name_team,1.0,0.0464,transfermarkt_availability_split_2026_06_07,0.0,0.0,{},holdet_api_appearance,start_neutral_blended_nt_team_absolute,5.0,0.0464,sjældent startende - Transfermarkt landshold,2.0,0.0,0.9568000000000001,,,,1.0,0.0,0.0,,0.05,0.7934,unknown,unknown,2.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.35,False,not_applied,no_ev_source,COL,-0.028411,POR,-0.030112,COD,-0.008065,-0.028411,-0.030112,-0.008065,,,,,,,,,,,,,,,,,,,,,mukhammadrasul abdumazhidov__usbekistan__DEF
