player_id,player_name,team_id,position,price,old_ev,new_ev,ev_diff,ev_diff_pct,main_reason
johan_v_squez__mex,Johan Vasquez,MEX,DEF,3000000,8.236526,10.092083,1.855557,0.225284,match_1_goal_multiplier=1.350
gonzalo_montiel__arg,Gonzalo Montiel,ARG,DEF,3500000,8.139642,10.488936,2.349294,0.288624,match_1_goal_multiplier=1.350
marcel_sabitzer__aut,Marcel Sabitzer,AUT,MID,4500000,8.127959,10.252967,2.125008,0.261444,match_1_goal_multiplier=1.350
donyell_malen__ned,Donyell Malen,NED,FWD,4500000,8.032834,10.019071,1.986237,0.247265,match_3_goal_multiplier=1.350
john_stones__eng,John Stones,ENG,DEF,4000000,8.029301,9.985194,1.955893,0.243594,match_2_goal_multiplier=1.350
timothy_castagne__bel,Timothy Castagne,BEL,DEF,3500000,7.954379,9.839508,1.885129,0.236993,match_2_goal_multiplier=1.350
thiago_almada__arg,Thiago Almada,ARG,MID,5500000,7.909085,10.239088,2.330003,0.294598,match_1_goal_multiplier=1.350
math_as_olivera__uru,Mathias Olivera,URU,DEF,4000000,7.907048,9.791312,1.884264,0.238302,match_1_goal_multiplier=1.350
john_yeboah__ecu,John Yeboah,ECU,MID,3000000,7.906389,9.900188,1.993799,0.252176,match_2_goal_multiplier=1.350
marcus_thuram__fra,Marcus Thuram,FRA,FWD,5000000,7.894051,10.171794,2.277743,0.288539,match_2_clean_sheet_multiplier=1.450
ruben_vargas__sui,Ruben Vargas,SUI,FWD,3500000,7.884939,9.957994,2.073055,0.262913,match_1_goal_multiplier=1.350
denzel_dumfries__ned,Denzel Dumfries,NED,DEF,5000000,7.87903,9.398101,1.519071,0.192799,match_3_goal_multiplier=1.350
alphonso_davies__can,Alphonso Davies,CAN,DEF,4000000,7.856081,9.88222,2.026139,0.257907,match_2_goal_multiplier=1.350
piero_hincapi__ecu,Piero Hincapie,ECU,DEF,3500000,7.83021,9.797007,1.966797,0.251181,match_2_goal_multiplier=1.350
ronald_ara_jo__uru,Ronald Araujo,URU,DEF,4500000,7.794436,9.633113,1.838677,0.235896,match_1_goal_multiplier=1.350
morgan_rogers__eng,Morgan Rogers,ENG,MID,5500000,7.792032,10.043878,2.251846,0.288993,match_2_goal_multiplier=1.350
achraf_hakimi__mar,Achraf Hakimi,MAR,DEF,4000000,7.674875,9.648114,1.973239,0.257104,match_3_goal_multiplier=1.350
alejandro_alex_grimaldo__esp,Alejandro 'Alex' Grimaldo,ESP,DEF,4000000,7.636222,10.557234,2.921012,0.382521,match_2_clean_sheet_multiplier=1.450
rjan_nyland__nor,Ørjan Nyland,NOR,GK,4000000,7.628986,9.52045,1.891464,0.247931,match_1_goal_multiplier=1.350
willian_pacho__ecu,Willian Pacho,ECU,DEF,3000000,7.569061,9.470224,1.901163,0.251175,match_2_goal_multiplier=1.350
antonio_nusa__nor,Antonio Nusa,NOR,MID,3500000,7.564451,9.469171,1.90472,0.251799,match_1_goal_multiplier=1.350
ezri_konsa__eng,Ezri Konsa,ENG,DEF,4500000,7.546502,9.368289,1.821787,0.241408,match_2_goal_multiplier=1.350
jo_ko_gvardiol__cro,Josko Gvardiol,CRO,DEF,3500000,7.477382,9.119507,1.642125,0.219612,match_2_goal_multiplier=1.329
douglas_santos__bra,Douglas Santos,BRA,DEF,2500000,7.465877,9.977781,2.511904,0.336451,match_2_clean_sheet_multiplier=1.437
maxime_cr_peau__can,Maxime Crepeau,CAN,GK,3000000,7.378376,9.329998,1.951622,0.264506,match_2_goal_multiplier=1.350
francisco_concei_o__por,Francisco Conceicao,POR,FWD,5500000,7.333227,9.470432,2.137205,0.291441,match_1_goal_multiplier=1.350
gonzalo_plata__ecu,Gonzalo Plata,ECU,MID,3500000,7.313023,9.123776,1.810753,0.247607,match_2_goal_multiplier=1.350
ferr_n_torres__esp,Ferran Torres,ESP,FWD,5000000,7.302123,9.245032,1.942909,0.266074,match_2_clean_sheet_multiplier=1.450
daniel_mu_oz__col,Daniel Muñoz,COL,DEF,4000000,7.283119,9.114689,1.83157,0.251482,match_1_goal_multiplier=1.350
marcus_rashford__eng,Marcus Rashford,ENG,FWD,5500000,7.265911,9.344246,2.078335,0.286039,match_2_goal_multiplier=1.350
zeno_debast__bel,Zeno Debast,BEL,DEF,3500000,7.233449,8.945007,1.711558,0.236617,match_2_goal_multiplier=1.350
jo_o_cancelo__por,João Cancelo,POR,DEF,5000000,7.219528,8.834867,1.615339,0.223746,match_1_goal_multiplier=1.350
yassine_bono_bounou__mar,Yassine 'Bono' Bounou,MAR,GK,3500000,7.189729,8.946041,1.756312,0.244281,match_3_goal_multiplier=1.350
kerem_akt_rko_lu__tur,Kerem Akturkoglu,TUR,MID,4500000,7.176618,8.445792,1.269174,0.176849,match_1_goal_multiplier=1.279
enzo_fern_ndez__arg,Enzo Fernandez,ARG,MID,5000000,7.114556,9.158957,2.044401,0.287355,match_1_goal_multiplier=1.350
julian_ryerson__nor,Julian Ryerson,NOR,DEF,3500000,7.091764,8.879069,1.787305,0.252025,match_1_goal_multiplier=1.350
federico_vi_as__uru,Federico Vinas,URU,FWD,4000000,7.073344,9.133137,2.059793,0.291205,match_1_goal_multiplier=1.350
diogo_costa__por,Diogo Costa,POR,GK,5000000,7.0631,8.480255,1.417155,0.200642,match_1_goal_multiplier=1.350
granit_xhaka__sui,Granit Xhaka,SUI,MID,4000000,7.032424,8.848658,1.816234,0.258266,match_1_goal_multiplier=1.350
giovani_lo_celso__arg,Giovani Lo Celso,ARG,MID,4000000,7.031308,9.10973,2.078422,0.295595,match_1_goal_multiplier=1.350
nayef_aguerd__mar,Nayef Aguerd,MAR,DEF,3000000,7.017253,8.832023,1.81477,0.258615,match_3_goal_multiplier=1.350
richard_r_os__col,Richard Rios,COL,MID,3500000,6.930023,8.945584,2.015561,0.290845,match_1_goal_multiplier=1.350
scott_mctominay__sco,Scott McTominay,SCO,MID,4500000,6.853896,8.560357,1.706461,0.248977,match_1_goal_multiplier=1.327
tijjani_reijnders__ned,Tijjani Reijnders,NED,MID,6000000,6.83187,8.518043,1.686173,0.24681,match_3_goal_multiplier=1.350
jos_mar_a_gim_nez__uru,Jose Maria Gimenez,URU,DEF,4500000,6.822895,8.408664,1.585769,0.232419,match_1_goal_multiplier=1.350
hern_n_gal_ndez__ecu,Hernan Galindez,ECU,GK,3500000,6.810829,8.495284,1.684455,0.24732,match_2_goal_multiplier=1.350
alexander_s_rloth__nor,Alexander Sørloth,NOR,FWD,4500000,6.81046,8.425898,1.615438,0.2372,match_1_goal_multiplier=1.350
virgil_van_dijk__ned,Virgil van Dijk,NED,DEF,5000000,6.800155,7.953521,1.153366,0.169609,match_3_goal_multiplier=1.350
pervis_estupi_n__ecu,Pervis Estupinan,ECU,DEF,3500000,6.788343,8.464758,1.676415,0.246955,match_2_goal_multiplier=1.350
william_saliba__fra,William Saliba,FRA,DEF,4500000,6.771335,9.031946,2.260611,0.33385,match_2_clean_sheet_multiplier=1.450
kristoffer_ajer__nor,Kristoffer Ajer,NOR,DEF,3000000,6.75322,8.455021,1.701801,0.251998,match_1_goal_multiplier=1.350
ousmane_demb_l__fra,Ousmane Dembele,FRA,FWD,5500000,6.739873,8.632402,1.892529,0.280796,match_2_clean_sheet_multiplier=1.450
vitinha__por,Vitinha,POR,MID,5500000,6.735221,8.590014,1.854793,0.275387,match_1_goal_multiplier=1.350
ollie_watkins__eng,Ollie Watkins,ENG,FWD,4000000,6.724968,8.717835,1.992867,0.296338,match_2_goal_multiplier=1.350
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3500000,6.708098,8.565875,1.857777,0.276945,match_2_clean_sheet_multiplier=1.450
pedri__esp,Pedri,ESP,MID,6000000,6.65627,8.362933,1.706663,0.256399,match_2_clean_sheet_multiplier=1.450
arda_g_ler__tur,Arda Güler,TUR,MID,4500000,6.649793,7.854364,1.204571,0.181144,match_1_goal_multiplier=1.279
adrien_rabiot__fra,Adrien Rabiot,FRA,MID,4000000,6.642788,8.538639,1.895851,0.2854,match_2_clean_sheet_multiplier=1.450
jes_s_gallardo__mex,Jesus Gallardo,MEX,DEF,3000000,6.613363,8.092297,1.478934,0.223628,match_1_goal_multiplier=1.350
konrad_laimer__aut,Konrad Laimer,AUT,MID,3000000,6.477312,8.166479,1.689167,0.260782,match_1_goal_multiplier=1.350
gabriel_magalh_es__bra,Gabriel Magalhaes,BRA,DEF,4500000,6.462045,8.561508,2.099463,0.324891,match_2_clean_sheet_multiplier=1.437
philipp_lienhart__aut,Philipp Lienhart,AUT,DEF,3000000,6.40758,7.81616,1.40858,0.21983,match_1_goal_multiplier=1.350
luka_modri__cro,Luka Modric,CRO,MID,4000000,6.404462,8.070521,1.666059,0.26014,match_2_goal_multiplier=1.329
manuel_ugarte__uru,Manuel Ugarte,URU,MID,3500000,6.403999,8.303391,1.899392,0.296595,match_1_goal_multiplier=1.350
leo_pereira__bra,Leo Pereira,BRA,DEF,3000000,6.397645,8.478553,2.080908,0.325262,match_2_clean_sheet_multiplier=1.437
luiz_henrique__bra,Luiz Henrique,BRA,FWD,3000000,6.353485,8.225185,1.8717,0.294594,match_2_clean_sheet_multiplier=1.437
omar_marmoush__egy,Omar Marmoush,EGY,FWD,5000000,6.345785,7.451645,1.10586,0.174267,match_2_goal_multiplier=1.263
alexis_vega__mex,Alexis Vega,MEX,FWD,2500000,6.326859,7.890386,1.563527,0.247125,match_1_goal_multiplier=1.350
iliman_ndiaye__sen,Iliman Ndiaye,SEN,MID,3000000,6.325111,8.109726,1.784615,0.282148,match_3_goal_multiplier=1.350
dominik_livakovi__cro,Dominik Livakovic,CRO,GK,4000000,6.323406,7.418713,1.095307,0.173215,match_2_goal_multiplier=1.329
ismael_saibari__mar,Ismael Saibari,MAR,MID,3500000,6.276486,8.057314,1.780828,0.28373,match_3_goal_multiplier=1.350
martin_baturina__cro,Martin Baturina,CRO,MID,3000000,6.242385,7.921655,1.67927,0.269011,match_2_goal_multiplier=1.329
pau_cubars__esp,Pau Cubarsi,ESP,DEF,4000000,6.173934,8.38062,2.206686,0.35742,match_2_clean_sheet_multiplier=1.450
roger_ibanez__bra,Roger Ibanez,BRA,DEF,2500000,6.165977,8.259861,2.093884,0.339587,match_2_clean_sheet_multiplier=1.437
petar_sucic__cro,Petar Sucic,CRO,MID,3000000,6.153447,7.757872,1.604425,0.260736,match_2_goal_multiplier=1.329
bart_verbruggen__ned,Bart Verbruggen,NED,GK,4500000,6.144163,6.948376,0.804213,0.130891,match_3_goal_multiplier=1.350
jefferson_lerma__col,Jefferson Lerma,COL,MID,3000000,6.13967,7.970734,1.831064,0.298235,match_1_goal_multiplier=1.350
stefan_posch__aut,Stefan Posch,AUT,DEF,3000000,6.123309,7.415078,1.291769,0.210959,match_1_goal_multiplier=1.350
renato_veiga__por,Renato Veiga,POR,DEF,3500000,6.12317,7.514634,1.391464,0.227246,match_1_goal_multiplier=1.350
noussair_mazraoui__mar,Noussair Mazraoui,MAR,DEF,3500000,6.111149,7.663822,1.552673,0.254072,match_3_goal_multiplier=1.350
joel_ord_ez__ecu,Joel Ordonez,ECU,DEF,2500000,6.099445,7.626572,1.527127,0.250372,match_2_goal_multiplier=1.350
michael_gregoritsch__aut,Michael Gregoritsch,AUT,FWD,3500000,6.071916,7.656591,1.584675,0.260984,match_1_goal_multiplier=1.350
rodrigo_aguirre__uru,Rodrigo Aguirre,URU,FWD,3000000,6.06022,7.867484,1.807264,0.298218,match_1_goal_multiplier=1.350
oscar_bobb__nor,Oscar Bobb,NOR,MID,3000000,6.020824,7.483497,1.462673,0.242936,match_1_goal_multiplier=1.350
nico_o_reilly__eng,Nico O'Reilly,ENG,DEF,4000000,6.019362,7.328223,1.308861,0.217442,match_2_goal_multiplier=1.350
mohamed_salah__egy,Mohamed Salah,EGY,FWD,5000000,5.879838,6.902301,1.022463,0.173893,match_2_goal_multiplier=1.263
brahim_d_az__mar,Brahim Diaz,MAR,FWD,4500000,5.861565,7.503739,1.642174,0.28016,match_3_goal_multiplier=1.350
david_m_ller_wolfe__nor,David Møller Wolfe,NOR,DEF,3000000,5.830414,7.270783,1.440369,0.247044,match_1_goal_multiplier=1.350
rayan_cherki__fra,Rayan Cherki,FRA,FWD,4000000,5.826949,7.422824,1.595875,0.273878,match_2_clean_sheet_multiplier=1.450
amadou_onana__bel,Amadou Onana,BEL,MID,3000000,5.822872,7.522179,1.699307,0.291833,match_2_goal_multiplier=1.350
anthony_gordon__eng,Anthony Gordon,ENG,FWD,4000000,5.78796,7.348202,1.560242,0.269567,match_2_goal_multiplier=1.350
isma_l_kon__can,Ismael Kone,CAN,MID,3000000,5.771086,7.241618,1.470532,0.25481,match_2_goal_multiplier=1.350
roberto_alvarado__mex,Roberto Alvarado,MEX,MID,2500000,5.760864,7.21409,1.453226,0.252258,match_1_goal_multiplier=1.350
aleksandar_pavlovic__ger,Aleksandar Pavlovic,GER,MID,3500000,5.7576,7.290342,1.532742,0.266212,match_1_clean_sheet_multiplier=1.450
john_mcginn__sco,John McGinn,SCO,MID,3500000,5.686299,7.111988,1.425689,0.250724,match_1_goal_multiplier=1.327
nicolas_jackson__sen,Nicolas Jackson,SEN,FWD,4500000,5.679964,7.228878,1.548914,0.272698,match_3_goal_multiplier=1.350
sergio_rochet__uru,Sergio Rochet,URU,GK,4000000,5.638492,6.822548,1.184056,0.209995,match_1_goal_multiplier=1.350
n_lson_semedo__por,Nelson Semedo,POR,DEF,4000000,5.63338,6.917445,1.284065,0.227939,match_1_goal_multiplier=1.350
chris_richards__usa,Chris Richards,USA,DEF,3000000,5.579541,6.462355,0.882814,0.158223,match_2_goal_multiplier=1.308
neil_el_aynaoui__mar,Neil El Aynaoui,MAR,MID,3000000,5.537177,7.06926,1.532083,0.27669,match_3_goal_multiplier=1.350
mikel_merino__esp,Mikel Merino,ESP,MID,4500000,5.480903,6.902827,1.421924,0.259432,match_2_clean_sheet_multiplier=1.450
juli_n_qui_ones__mex,Julian Quinones,MEX,FWD,3000000,5.446358,6.786913,1.340555,0.246138,match_1_goal_multiplier=1.350
dani_olmo__esp,Dani Olmo,ESP,MID,5000000,5.433655,6.801333,1.367678,0.251705,match_2_clean_sheet_multiplier=1.450
nick_woltemade__ger,Nick Woltemade,GER,FWD,6000000,5.355067,6.732883,1.377816,0.257292,match_1_clean_sheet_multiplier=1.450
derek_cornelius__can,Derek Cornelius,CAN,DEF,2500000,5.352265,6.771225,1.41896,0.265114,match_2_goal_multiplier=1.350
romano_schmid__aut,Romano Schmid,AUT,MID,3000000,5.310519,6.65507,1.344551,0.253186,match_1_goal_multiplier=1.350
andrej_kramari__cro,Andrej Kramaric,CRO,FWD,5500000,5.301493,6.651055,1.349562,0.254563,match_2_goal_multiplier=1.329
abde_ezzalzouli__mar,Abde Ezzalzouli,MAR,FWD,3000000,5.283795,6.728603,1.444808,0.273441,match_3_goal_multiplier=1.350
ivan_peri_i__cro,Ivan Perisic,CRO,FWD,4500000,5.259744,6.515362,1.255618,0.238722,match_2_goal_multiplier=1.329
pedro_neto__por,Pedro Neto,POR,FWD,5000000,5.217401,6.680993,1.463592,0.280521,match_1_goal_multiplier=1.350
issa_diop__mar,Issa Diop,MAR,DEF,2500000,5.185909,6.437997,1.252088,0.24144,match_3_goal_multiplier=1.350
josip_utalo__cro,Josip Sutalo,CRO,DEF,3000000,5.13015,6.150898,1.020748,0.19897,match_2_goal_multiplier=1.329
felix_feliz_torres__ecu,Felix 'Feliz' Torres,ECU,DEF,3000000,5.129763,6.375338,1.245575,0.242813,match_2_goal_multiplier=1.350
ricardo_rodr_guez__sui,Ricardo Rodriguez,SUI,DEF,3000000,5.067577,6.255198,1.187621,0.234357,match_1_goal_multiplier=1.350
malik_tillman__usa,Malik Tillman,USA,MID,4000000,5.06118,6.077399,1.016219,0.200787,match_2_goal_multiplier=1.308
martin_degaard__nor,Martin Ødegaard,NOR,MID,4500000,5.039177,6.193875,1.154698,0.229144,match_1_goal_multiplier=1.350
nathan_ngoy__bel,Nathan Ngoy,BEL,DEF,2000000,5.035243,6.077564,1.042321,0.207005,match_2_goal_multiplier=1.350
lucas_digne__fra,Lucas Digne,FRA,DEF,3500000,5.006066,6.650859,1.644793,0.32856,match_2_clean_sheet_multiplier=1.450
jhon_arias__col,Jhon Arias,COL,MID,3000000,5.005716,6.412417,1.406701,0.281019,match_1_goal_multiplier=1.350
lucas_hern_ndez__fra,Lucas Hernandez,FRA,DEF,3000000,4.996971,6.665413,1.668442,0.333891,match_2_clean_sheet_multiplier=1.450
josip_stani_i__cro,Josip Stanisic,CRO,DEF,3500000,4.989926,5.984643,0.994717,0.199345,match_2_goal_multiplier=1.329
kerim_alajbegovi__bih,Kerim Alajbegovic,BIH,MID,3500000,4.989494,6.279823,1.290329,0.258609,match_3_goal_multiplier=1.344
manuel_neuer__ger,Manuel Neuer,GER,GK,5000000,4.972134,6.613654,1.64152,0.330144,match_1_clean_sheet_multiplier=1.450
charles_de_ketelaere__bel,Charles De Ketelaere,BEL,FWD,6000000,4.959076,6.391098,1.432022,0.288768,match_2_goal_multiplier=1.350
alexander_schlager__aut,Alexander Schlager,AUT,GK,3500000,4.892009,5.632324,0.740315,0.151332,match_1_goal_multiplier=1.350
luc_de_fougerolles__can,Luc De Fougerolles,CAN,DEF,2000000,4.872509,6.164395,1.291886,0.265138,match_2_goal_multiplier=1.350
mois_s_caicedo__ecu,Moises Caicedo,ECU,MID,3000000,4.850122,6.012398,1.162276,0.239638,match_2_goal_multiplier=1.350
djed_spence__eng,Djed Spence,ENG,DEF,2500000,4.817777,5.889868,1.072091,0.222528,match_2_goal_multiplier=1.350
jordan_henderson__eng,Jordan Henderson,ENG,MID,3500000,4.809031,6.142192,1.333161,0.27722,match_2_goal_multiplier=1.350
guillermo_varela__uru,Guillermo Varela,URU,DEF,3000000,4.751896,5.87218,1.120284,0.235755,match_1_goal_multiplier=1.350
jhon_lucum__col,Jhon Lucumi,COL,DEF,3500000,4.720992,5.94129,1.220298,0.258483,match_1_goal_multiplier=1.350
nicolas_seiwald__aut,Nicolas Seiwald,AUT,MID,2500000,4.719853,5.902014,1.182161,0.250466,match_1_goal_multiplier=1.350
sander_berge__nor,Sander Berge,NOR,MID,3000000,4.709172,5.809717,1.100545,0.233702,match_1_goal_multiplier=1.350
mehdi_taremi__irn,Mehdi Taremi,IRN,FWD,3500000,4.652071,5.308406,0.656335,0.141085,match_2_goal_multiplier=0.750
riyad_mahrez__alg,Riyad Mahrez,ALG,FWD,4000000,4.616587,5.766566,1.149979,0.249097,match_2_goal_multiplier=1.350
gon_alo_ramos__por,Goncalo Ramos,POR,FWD,5000000,4.57549,5.837783,1.262293,0.275882,match_1_goal_multiplier=1.350
noni_madueke__eng,Noni Madueke,ENG,FWD,3500000,4.561668,5.842315,1.280647,0.280741,match_2_goal_multiplier=1.350
alex_sandro__bra,Alex Sandro,BRA,DEF,2500000,4.546017,6.026886,1.480869,0.325751,match_2_clean_sheet_multiplier=1.437
alex_baena__esp,Alex Baena,ESP,MID,3500000,4.537978,5.749379,1.211401,0.266947,match_2_clean_sheet_multiplier=1.450
malo_gusto__fra,Malo Gusto,FRA,DEF,4000000,4.523871,6.018039,1.494168,0.330285,match_2_clean_sheet_multiplier=1.450
danilo_luiz_da_silva__bra,Danilo Luiz da Silva,BRA,DEF,2500000,4.516063,5.995818,1.479755,0.327665,match_2_clean_sheet_multiplier=1.437
micky_van_de_ven__ned,Micky van de Ven,NED,DEF,4000000,4.507208,5.220975,0.713767,0.158361,match_3_goal_multiplier=1.350
ryan_gravenberch__ned,Ryan Gravenberch,NED,MID,3500000,4.457593,5.534083,1.07649,0.241496,match_3_goal_multiplier=1.350
jorge_sanchez__mex,Jorge Sanchez,MEX,DEF,2500000,4.443045,5.361721,0.918676,0.206767,match_1_goal_multiplier=1.350
tyler_adams__usa,Tyler Adams,USA,MID,3000000,4.408428,5.275517,0.867089,0.196689,match_2_goal_multiplier=1.308
phillipp_mwene__aut,Phillipp Mwene,AUT,DEF,2500000,4.386724,5.214061,0.827337,0.1886,match_1_goal_multiplier=1.350
michel_aebischer__sui,Michel Aebischer,SUI,MID,2500000,4.313199,5.424208,1.111009,0.257583,match_1_goal_multiplier=1.350
zion_suzuki__jpn,Zion Suzuki,JPN,GK,4000000,4.310623,4.727281,0.416658,0.096658,match_2_goal_multiplier=1.274
thomas_meunier__bel,Thomas Meunier,BEL,DEF,3500000,4.269511,5.224754,0.955243,0.223736,match_2_goal_multiplier=1.350
ugurcan_cakir__tur,Ugurcan Cakir,TUR,GK,4000000,4.24735,4.547585,0.300235,0.070688,match_1_goal_multiplier=1.279
alex_freeman__usa,Alex Freeman,USA,DEF,2500000,4.233988,4.792566,0.558578,0.131927,match_2_goal_multiplier=1.308
yahia_fofana__civ,Yahia Fofana,CIV,GK,3000000,4.216658,5.03514,0.818482,0.194107,match_3_goal_multiplier=1.350
jo_o_f_lix__por,João Felix,POR,FWD,4500000,4.209846,5.371638,1.161792,0.27597,match_1_goal_multiplier=1.350
lisandro_martinez__arg,Lisandro Martinez,ARG,DEF,3000000,4.204515,5.346134,1.141619,0.271522,match_1_goal_multiplier=1.350
che_adams__sco,Che Adams,SCO,FWD,3000000,4.181951,5.152401,0.97045,0.232057,match_1_goal_multiplier=1.327
diogo_dalot__por,Diogo Dalot,POR,DEF,4000000,4.171366,5.098515,0.927149,0.222265,match_1_goal_multiplier=1.350
gabriel_martinelli__bra,Gabriel Martinelli,BRA,FWD,4000000,4.155074,5.365035,1.209961,0.291201,match_2_clean_sheet_multiplier=1.437
ryan_christie__sco,Ryan Christie,SCO,MID,2500000,4.140214,5.15567,1.015456,0.245266,match_1_goal_multiplier=1.327
jan_paul_van_hecke__ned,Jan Paul van Hecke,NED,DEF,3000000,4.128545,4.814605,0.68606,0.166175,match_3_goal_multiplier=1.350
pedro_vite__ecu,Pedro Vite,ECU,MID,2500000,4.109613,5.111372,1.001759,0.24376,match_2_goal_multiplier=1.350
benjamin_tahirovic__bih,Benjamin Tahirovic,BIH,MID,3000000,4.089342,5.177869,1.088527,0.266186,match_3_goal_multiplier=1.344
elliot_anderson__eng,Elliot Anderson,ENG,MID,4000000,4.074408,5.146652,1.072244,0.263165,match_2_goal_multiplier=1.350
maxence_lacroix__fra,Maxence Lacroix,FRA,DEF,3000000,4.066256,5.359916,1.29366,0.318145,match_2_clean_sheet_multiplier=1.450
torbjorn_heggem__nor,Torbjørn Heggem,NOR,DEF,2500000,4.051319,5.021721,0.970402,0.239527,match_1_goal_multiplier=1.350
jarell_quansah__eng,Jarell Quansah,ENG,DEF,2500000,4.041923,4.924758,0.882835,0.218419,match_2_goal_multiplier=1.350
willer_ditta__col,Willer Ditta,COL,DEF,2500000,4.00201,4.934185,0.932175,0.232927,match_1_goal_multiplier=1.350
matt_freese__usa,Matt Freese,USA,GK,3500000,3.996118,4.387009,0.390891,0.097818,match_2_goal_multiplier=1.308
anass_salah_eddine__mar,Anass Salah-Eddine,MAR,DEF,2500000,3.975939,5.006579,1.03064,0.259219,match_3_goal_multiplier=1.350
mohamed_hany__egy,Mohamed Hany,EGY,DEF,2500000,3.973496,4.580299,0.606803,0.152713,match_2_goal_multiplier=1.263
bremer__bra,Bremer,BRA,DEF,3000000,3.95651,5.22732,1.27081,0.321195,match_2_clean_sheet_multiplier=1.437
jude_bellingham__eng,Jude Bellingham,ENG,MID,6000000,3.952197,5.014587,1.06239,0.26881,match_2_goal_multiplier=1.350
orkun_k_k__tur,Orkun Kökcü,TUR,MID,3000000,3.939492,4.595044,0.655552,0.166405,match_1_goal_multiplier=1.279
andy_robertson__sco,Andy Robertson,SCO,DEF,3000000,3.923222,4.535387,0.612165,0.156036,match_1_goal_multiplier=1.327
idrissa_gana_gueye__sen,Idrissa Gana Gueye,SEN,MID,3000000,3.911909,4.923665,1.011756,0.258635,match_3_goal_multiplier=1.350
ayoub_el_kaabi__mar,Ayoub El Kaabi,MAR,FWD,3500000,3.882713,4.948205,1.065492,0.274419,match_3_goal_multiplier=1.350
gon_alo_in_cio__por,Goncalo Inacio,POR,DEF,4000000,3.873538,4.700981,0.827443,0.213614,match_1_goal_multiplier=1.350
sebastian_berhalter__usa,Sebastian Berhalter,USA,MID,3000000,3.870294,4.609306,0.739012,0.190945,match_2_goal_multiplier=1.308
manu_kon__fra,Manu Koné,FRA,MID,3500000,3.841938,4.936806,1.094868,0.284978,match_2_clean_sheet_multiplier=1.450
fabian_rieder__sui,Fabian Rieder,SUI,MID,3000000,3.836709,4.820691,0.983982,0.256465,match_1_goal_multiplier=1.350
amar_dedi__bih,Amar Dedic,BIH,DEF,3000000,3.830446,4.472909,0.642463,0.167725,match_3_goal_multiplier=1.344
kalidou_koulibaly__sen,Kalidou Koulibaly,SEN,DEF,2500000,3.817035,4.63226,0.815225,0.213575,match_3_goal_multiplier=1.350
sergino_dest__usa,Sergino Dest,USA,DEF,3000000,3.812477,4.171065,0.358588,0.094056,match_2_goal_multiplier=1.308
ferdi_kadioglu__tur,Ferdi Kadioglu,TUR,DEF,3500000,3.798178,4.058816,0.260638,0.068622,match_1_goal_multiplier=1.279
ritsu_doan__jpn,Ritsu Doan,JPN,MID,4000000,3.791088,4.415367,0.624279,0.16467,match_2_goal_multiplier=1.274
denis_zakaria__sui,Denis Zakaria,SUI,MID,3000000,3.781456,4.741737,0.960281,0.253945,match_1_goal_multiplier=1.350
jos_s__por,Jose Sa,POR,GK,4500000,3.764092,4.500301,0.736209,0.195587,match_1_goal_multiplier=1.350
felix_nmecha__ger,Felix Nmecha,GER,MID,3000000,3.720745,4.749502,1.028757,0.276492,match_1_clean_sheet_multiplier=1.450
leandro_paredes__arg,Leandro Paredes,ARG,MID,4000000,3.719936,4.747658,1.027722,0.276274,match_1_goal_multiplier=1.350
santiago_arias__col,Santiago Arias,COL,DEF,3500000,3.71375,4.625204,0.911454,0.245427,match_1_goal_multiplier=1.350
j_rgen_strand_larsen__nor,Jørgen Strand Larsen,NOR,FWD,3000000,3.692227,4.552425,0.860198,0.232975,match_1_goal_multiplier=1.350
nikola_kati__bih,Nikola Katic,BIH,DEF,3000000,3.686613,4.290729,0.604116,0.163868,match_3_goal_multiplier=1.344
mat_as_vi_a__uru,Matias Viña,URU,DEF,4000000,3.679149,4.503595,0.824446,0.224086,match_1_goal_multiplier=1.350
mohamed_amoura__alg,Mohamed Amoura,ALG,FWD,3500000,3.678987,4.552988,0.874001,0.237566,match_2_goal_multiplier=1.350
edouard_mendy__sen,Edouard Mendy,SEN,GK,3500000,3.658982,4.317495,0.658513,0.179972,match_3_goal_multiplier=1.350
mamadou_sarr__sen,Mamadou Sarr,SEN,DEF,2500000,3.655397,4.432587,0.77719,0.212614,match_3_goal_multiplier=1.350
mario_pa_ali__cro,Mario Pasalic,CRO,MID,3500000,3.630149,4.575782,0.945633,0.260494,match_2_goal_multiplier=1.329
tani_oluwaseyi__can,Tani Oluwaseyi,CAN,FWD,2500000,3.603128,4.51685,0.913722,0.253591,match_2_goal_multiplier=1.350
mart_n_zubimendi__esp,Martin Zubimendi,ESP,MID,3500000,3.56942,4.445781,0.876361,0.245519,match_2_clean_sheet_multiplier=1.450
andreas_schjelderup__nor,Andreas Schjelderup,NOR,MID,3500000,3.561,4.373154,0.812154,0.228069,match_1_goal_multiplier=1.350
takefusa_kubo__jpn,Takefusa Kubo,JPN,MID,4000000,3.513561,4.071741,0.55818,0.158864,match_2_goal_multiplier=1.274
fernando_muslera__uru,Fernando Muslera,URU,GK,4000000,3.510109,4.193249,0.68314,0.194621,match_1_goal_multiplier=1.350
israel_reyes__mex,Israel Reyes,MEX,DEF,3000000,3.497718,4.260764,0.763046,0.218155,match_1_goal_multiplier=1.350
