player_id,player_name,team_id,team_name,position,price,price_estimate,start_prob,start_prob_source,minute_share,weighted_group_stage_ev,optimizer_ev,holdet_player_id,holdet_team_name,holdet_price,official_holdet_master,ev_rebased_to_holdet_master,ev_match_method,ev_match_score,goal_share_norm,assist_share_norm,sot_share_norm,match_1_opponent_team,match_1_kickoff,match_1_minutes_if_start,match_1_goal_ev,match_1_assist_ev,match_1_shots_on_target_ev,match_1_clean_sheet_ev,match_1_card_ev,match_1_result_ev,match_1_team_scores_ev,match_1_opponent_scores_ev,match_1_on_pitch_ev,match_1_start_minutes_ev,match_1_total_ev_next_match,match_1_weighted_match_ev,match_2_opponent_team,match_2_kickoff,match_2_minutes_if_start,match_2_goal_ev,match_2_assist_ev,match_2_shots_on_target_ev,match_2_clean_sheet_ev,match_2_card_ev,match_2_result_ev,match_2_team_scores_ev,match_2_opponent_scores_ev,match_2_on_pitch_ev,match_2_start_minutes_ev,match_2_total_ev_next_match,match_2_weighted_match_ev,match_3_opponent_team,match_3_kickoff,match_3_minutes_if_start,match_3_goal_ev,match_3_assist_ev,match_3_shots_on_target_ev,match_3_clean_sheet_ev,match_3_card_ev,match_3_result_ev,match_3_team_scores_ev,match_3_opponent_scores_ev,match_3_on_pitch_ev,match_3_start_minutes_ev,match_3_total_ev_next_match,match_3_weighted_match_ev,total_ev_group_stage,holdet_person_id,holdet_team_id,holdet_start_price,holdet_position,holdet_is_out,score,price_m,model_ev_before_price_quality,price_rank_pct_position,price_quality_ev,weighted_group_stage_ev_before_price_quality,optimizer_ev_before_price_quality,price_quality_weight,price_quality_applied,price_quality_spread_multiplier,round_context_source,price_quality_repair_source,match_1_win_prob,match_1_clean_sheet_prob,match_1_goal_multiplier,match_1_assist_multiplier,match_1_clean_sheet_multiplier,match_2_win_prob,match_2_clean_sheet_prob,match_2_goal_multiplier,match_2_assist_multiplier,match_2_clean_sheet_multiplier,match_3_win_prob,match_3_clean_sheet_prob,match_3_goal_multiplier,match_3_assist_multiplier,match_3_clean_sheet_multiplier,component_source,base_ev_source,repair_status,conditional_start_prob,appearance_prob,availability_prob,availability_risk,availability_status,round_specific_rotation_risk,start_security,start_probability_pct,start_status,price_quality_raw_ev,price_quality_appearance_scaled_ev,price_quality_base_capped_ev,price_quality_method,offensive_fallback_applied,offensive_fallback_source,offensive_fallback_variant_a_base_ev,offensive_fallback_variant_b_base_ev,offensive_fallback_hybrid_base_ev,offensive_fallback_base_ev_lift,offensive_fallback_cap_reason,offensive_fallback_confidence,offensive_fallback_reason_flags,name_norm,team_norm,position_norm,key_name_team_pos,key_name_team,key_token_team
miro_muheim__sui,Miro Muheim,SUI,Schweiz,DEF,2500000,2500000,0.0488,transfermarkt_availability_split_2026_06_07,0.004436,0.267984,0.267984,49569,Schweiz,2500000,True,True,name_team_position,1.0,0.006,0.01,0.003,QAT,2026-06-13 21:00,74.36,0.000995,0.000853,0.000218,0.027255,0.004041,0.078572,0.037833,-0.030397,0.002791,3.621332,0.153466,0.153466,BIH,2026-06-18 21:00,74.36,0.001112,0.000969,0.000218,0.022565,0.004041,0.05945,0.040536,-0.027884,0.002791,3.621332,0.130292,0.123777,CAN,2026-06-24 21:00,74.36,0.00071,0.000793,0.000218,0.017309,0.004041,0.056749,0.039861,-0.028588,0.002791,3.621332,0.111709,0.100538,0.395467,48186,583,2500000,DEF,False,,2.5,0.377781,0.4202,0.133788,0.377781,0.377781,0.45,True,1.35,,,,0.5585,,,1.3195,,0.4624,,,1.1897,,0.3547,,,1.0443,complete_components,component_weighted_sum,component_base_rebuilt,0.05,,0.9296,medium_risk,medium_risk,,0.0488,5,sjældent startende - Transfermarkt landshold,1.919087,0.133788,0.566671,appearance_scaled_then_base_capped,,,,,,,,,,miro muheim,switzerland,DEF,miro muheim|switzerland|DEF,miro muheim|switzerland,miro muheim|switzerland
adrian_bajrami__sui,Adrian Bajrami,SUI,Schweiz,DEF,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727,0.0,0.0,48739,Schweiz,2000000,True,True,unmatched,0.5185185185185185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45580,583,2000000,DEF,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lucas_blondel__sui,Lucas Blondel,SUI,Schweiz,DEF,2000000,2000000,0.25,holdet_official_unmatched_default,0.022727,0.0,0.0,49453,Schweiz,2000000,True,True,unmatched,0.4615384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52191,583,2000000,DEF,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robin_hranac__cze,Robin Hranac,CZE,Tjekkiet,DEF,2500000,2500000,0.8244,transfermarkt_availability_split_2026_06_07,0.074945,1.871363,1.871363,49780,Tjekkiet,2500000,True,True,name_team_position,1.0,,,,KOR,2026-06-12 04:00,,,,,0.25713,,0.062736,0.0,-0.0,0.04966,,0.678082,0.678082,RSA,2026-06-18 18:00,,,,,0.338828,,0.0,0.0,-0.0,0.04966,,0.795082,0.755328,MEX,2026-06-25 03:00,,,,,0.178895,,0.0,0.0,-0.0,0.04966,,0.443229,0.398906,1.916393,45615,584,2500000,DEF,False,,2.5,1.832316,0.4202,1.919087,1.832316,1.832316,0.45,True,1.35,distributed_from_existing_optimizer_ev,price_quality_ev_diagnostics,0.3474,0.3119,0.9912,0.9937,0.9866,0.4884,0.411,1.1822,1.1301,1.1204,0.2384,0.217,0.828,0.8771,0.8585,complete_components,component_weighted_sum,component_base_rebuilt,0.9066,,0.7411,medium_risk,medium_risk,,0.8244,82,sandsynlig starter - Transfermarkt landshold,1.919087,1.919087,1.919087,raw_for_likely_starter,,,,,,,,,,robin hranac,czechia,DEF,robin hranac|czechia|DEF,robin hranac|czechia,hranac robin|czechia
ladislav_krejci__cze,Ladislav Krejci,CZE,Tjekkiet,DEF,3000000,3000000,0.9051,transfermarkt_availability_split_2026_06_07,0.082282,2.377345,2.377345,49419,Tjekkiet,3000000,True,True,name_team_position,1.0,,,,KOR,2026-06-12 04:00,,,,,0.282301,,0.068371,0.0,-0.0,0.058612,,0.748045,0.748045,RSA,2026-06-18 18:00,,,,,0.371996,,0.0,0.0,-0.0,0.058612,,0.877003,0.833153,MEX,2026-06-25 03:00,,,,,0.196407,,0.0,0.0,-0.0,0.058612,,0.490707,0.441637,2.115755,45617,584,3000000,DEF,False,,3.0,2.022835,0.71197,2.810634,2.022835,2.022835,0.45,True,1.35,distributed_from_existing_optimizer_ev,price_quality_ev_diagnostics,0.3474,0.3119,0.9912,0.9937,0.9866,0.4884,0.411,1.1822,1.1301,1.1204,0.2384,0.217,0.828,0.8771,0.8585,complete_components,component_weighted_sum,component_base_rebuilt,0.97,,0.8087,medium_risk,medium_risk,,0.9051,91,sikker starter - Transfermarkt landshold,2.810634,2.810634,2.810634,raw_for_likely_starter,,,,,,,,,,ladislav krejci,czechia,DEF,ladislav krejci|czechia|DEF,ladislav krejci|czechia,krejci ladislav|czechia
stepan_chaloupek__cze,Stepan Chaloupek,CZE,Tjekkiet,DEF,2000000,2000000,0.8822,transfermarkt_availability_split_2026_06_07,0.0802,1.531103,1.531103,49863,Tjekkiet,2000000,True,True,name_team_position,1.0,,,,KOR,2026-06-12 04:00,,,,,0.275158,,0.066641,0.0,-0.0,0.055864,,0.727853,0.727853,RSA,2026-06-18 18:00,,,,,0.362584,,0.0,0.0,-0.0,0.055864,,0.853549,0.810871,MEX,2026-06-25 03:00,,,,,0.191437,,0.0,0.0,-0.0,0.055864,,0.477025,0.429323,2.058427,48246,584,2000000,DEF,False,,2.0,1.968047,0.118454,0.99706,1.968047,1.968047,0.45,True,1.35,distributed_from_existing_optimizer_ev,price_quality_ev_diagnostics,0.3474,0.3119,0.9912,0.9937,0.9866,0.4884,0.411,1.1822,1.1301,1.1204,0.2384,0.217,0.828,0.8771,0.8585,complete_components,component_weighted_sum,component_base_rebuilt,0.9215,,0.878,low_risk,low_risk,,0.8822,88,sikker starter - Transfermarkt landshold,0.99706,0.99706,0.99706,raw_for_likely_starter,,,,,,,,,,stepan chaloupek,czechia,DEF,stepan chaloupek|czechia|DEF,stepan chaloupek|czechia,chaloupek stepan|czechia
martin_vitik__cze,Martin Vitik,CZE,Tjekkiet,DEF,2500000,2500000,0.3287,transfermarkt_availability_split_2026_06_07,0.029882,0.875733,0.875733,49517,Tjekkiet,2500000,True,True,name_team_position,1.0,,,,KOR,2026-06-12 04:00,,,,,0.102522,,0.063015,0.0,-0.0,0.050104,,0.338667,0.338667,RSA,2026-06-18 18:00,,,,,0.135096,,0.0,0.0,-0.0,0.050104,,0.347315,0.329949,MEX,2026-06-25 03:00,,,,,0.071328,,0.0,0.0,-0.0,0.050104,,0.207026,0.186323,0.893008,45767,584,2500000,DEF,True,,2.5,0.854939,0.4202,0.901148,0.854939,0.854939,0.45,True,1.35,distributed_from_existing_optimizer_ev,price_quality_ev_diagnostics,0.3474,0.3119,0.9912,0.9937,0.9866,0.4884,0.411,1.1822,1.1301,1.1204,0.2384,0.217,0.828,0.8771,0.8585,complete_components,component_weighted_sum,component_base_rebuilt,0.3582,,0.7648,medium_risk,medium_risk,,0.3287,33,sjældent startende - Transfermarkt landshold,1.919087,0.901148,1.282409,appearance_scaled_then_base_capped,,,,,,,,,,martin vitik,czechia,DEF,martin vitik|czechia|DEF,martin vitik|czechia,martin vitik|czechia
david_jurasek__cze,David Jurasek,CZE,Tjekkiet,DEF,2000000,2000000,0.3556,transfermarkt_availability_split_2026_06_07,0.032327,0.688023,0.688023,48993,Tjekkiet,2000000,True,True,name_team_position,1.0,,,,KOR,2026-06-12 04:00,,,,,0.110912,,0.050075,0.0,-0.0,0.029548,,0.323629,0.323629,RSA,2026-06-18 18:00,,,,,0.146152,,0.0,0.0,-0.0,0.029548,,0.351082,0.333528,MEX,2026-06-25 03:00,,,,,0.077165,,0.0,0.0,-0.0,0.029548,,0.199311,0.17938,0.874022,44830,584,2000000,DEF,False,,2.0,0.836537,0.118454,0.506506,0.836537,0.836537,0.45,True,1.35,distributed_from_existing_optimizer_ev,price_quality_ev_diagnostics,0.3474,0.3119,0.9912,0.9937,0.9866,0.4884,0.411,1.1822,1.1301,1.1204,0.2384,0.217,0.828,0.8771,0.8585,complete_components,component_weighted_sum,component_base_rebuilt,0.3859,,0.7758,medium_risk,medium_risk,,0.3556,36,sjældent startende - Transfermarkt landshold,0.99706,0.506506,0.99706,appearance_scaled_then_base_capped,,,,,,,,,,david jurasek,czechia,DEF,david jurasek|czechia|DEF,david jurasek|czechia,david jurasek|czechia
david_zima__cze,David Zima,CZE,Tjekkiet,DEF,2000000,2000000,0.1206,transfermarkt_availability_split_2026_06_07,0.010964,0.0,0.0,50292,Tjekkiet,2000000,True,True,unmatched,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40387,584,2000000,DEF,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.131,,0.7739,medium_risk,medium_risk,,0.1206,12,sjældent startende - Transfermarkt landshold,,,,,,,,,,,,,,,,,,,
jaroslav_zeleny__cze,Jaroslav Zeleny,CZE,Tjekkiet,DEF,2500000,2500000,0.3657,transfermarkt_availability_split_2026_06_07,0.033245,0.928636,0.928636,49256,Tjekkiet,2500000,True,True,name_team_position,1.0,,,,KOR,2026-06-12 04:00,,,,,0.114062,,0.052183,0.0,-0.0,0.032896,,0.336015,0.336015,RSA,2026-06-18 18:00,,,,,0.150303,,0.0,0.0,-0.0,0.032896,,0.363563,0.345384,MEX,2026-06-25 03:00,,,,,0.079357,,0.0,0.0,-0.0,0.032896,,0.207481,0.186733,0.907059,39052,584,2500000,DEF,False,,2.5,0.868132,0.4202,1.002586,0.868132,0.868132,0.45,True,1.35,distributed_from_existing_optimizer_ev,price_quality_ev_diagnostics,0.3474,0.3119,0.9912,0.9937,0.9866,0.4884,0.411,1.1822,1.1301,1.1204,0.2384,0.217,0.828,0.8771,0.8585,complete_components,component_weighted_sum,component_base_rebuilt,0.4186,,0.6386,high_risk,high_risk,,0.3657,37,sjældent startende - Transfermarkt landshold,1.919087,1.002586,1.302198,appearance_scaled_then_base_capped,,,,,,,,,,jaroslav zeleny,czechia,DEF,jaroslav zeleny|czechia|DEF,jaroslav zeleny|czechia,jaroslav zeleny|czechia
tomas_holes__cze,Tomas Holes,CZE,Tjekkiet,DEF,2000000,2000000,0.187,transfermarkt_availability_split_2026_06_07,0.017,0.423882,0.423882,49902,Tjekkiet,2000000,True,True,name_team_position,1.0,,,,KOR,2026-06-12 04:00,,,,,0.058325,,0.058974,0.0,-0.0,0.043684,,0.230973,0.230973,RSA,2026-06-18 18:00,,,,,0.076857,,0.0,0.0,-0.0,0.043684,,0.212769,0.202131,MEX,2026-06-25 03:00,,,,,0.040579,,0.0,0.0,-0.0,0.043684,,0.132958,0.119662,0.5767,39060,584,2000000,DEF,False,,2.0,0.552766,0.118454,0.266357,0.552766,0.552766,0.45,True,1.35,distributed_from_existing_optimizer_ev,price_quality_ev_diagnostics,0.3474,0.3119,0.9912,0.9937,0.9866,0.4884,0.411,1.1822,1.1301,1.1204,0.2384,0.217,0.828,0.8771,0.8585,complete_components,component_weighted_sum,component_base_rebuilt,0.2006,,0.8065,medium_risk,medium_risk,,0.187,19,sjældent startende - Transfermarkt landshold,0.99706,0.266357,0.829149,appearance_scaled_then_base_capped,,,,,,,,,,tomas holes,czechia,DEF,tomas holes|czechia|DEF,tomas holes|czechia,holes tomas|czechia
vladimir_coufal__cze,Vladimir Coufal,CZE,Tjekkiet,DEF,3000000,3000000,0.9096,transfermarkt_availability_split_2026_06_07,0.082691,2.383311,2.383311,49933,Tjekkiet,3000000,True,True,name_team_position,1.0,,,,KOR,2026-06-12 04:00,,,,,0.283704,,0.068726,0.0,-0.0,0.059176,,0.752051,0.752051,RSA,2026-06-18 18:00,,,,,0.373846,,0.0,0.0,-0.0,0.059176,,0.881637,0.837555,MEX,2026-06-25 03:00,,,,,0.197383,,0.0,0.0,-0.0,0.059176,,0.493419,0.444077,2.127107,39062,584,3000000,DEF,False,,3.0,2.033683,0.71197,2.810634,2.033683,2.033683,0.45,True,1.35,distributed_from_existing_optimizer_ev,price_quality_ev_diagnostics,0.3474,0.3119,0.9912,0.9937,0.9866,0.4884,0.411,1.1822,1.1301,1.1204,0.2384,0.217,0.828,0.8771,0.8585,complete_components,component_weighted_sum,component_base_rebuilt,0.97,,0.8222,medium_risk,medium_risk,,0.9096,91,sikker starter - Transfermarkt landshold,2.810634,2.810634,2.810634,raw_for_likely_starter,,,,,,,,,,vladimir coufal,czechia,DEF,vladimir coufal|czechia|DEF,vladimir coufal|czechia,coufal vladimir|czechia
