player_id,player_name,team_id,team_name,position,price,price_estimate,start_prob,start_prob_source,minute_share,weighted_group_stage_ev,optimizer_ev,holdet_player_id,holdet_team_name,holdet_price,official_holdet_master,ev_rebased_to_holdet_master,ev_match_method,ev_match_score,goal_share_norm,assist_share_norm,sot_share_norm,match_1_opponent_team,match_1_kickoff,match_1_minutes_if_start,match_1_goal_ev,match_1_assist_ev,match_1_shots_on_target_ev,match_1_clean_sheet_ev,match_1_card_ev,match_1_result_ev,match_1_team_scores_ev,match_1_opponent_scores_ev,match_1_on_pitch_ev,match_1_start_minutes_ev,match_1_total_ev_next_match,match_1_weighted_match_ev,match_2_opponent_team,match_2_kickoff,match_2_minutes_if_start,match_2_goal_ev,match_2_assist_ev,match_2_shots_on_target_ev,match_2_clean_sheet_ev,match_2_card_ev,match_2_result_ev,match_2_team_scores_ev,match_2_opponent_scores_ev,match_2_on_pitch_ev,match_2_start_minutes_ev,match_2_total_ev_next_match,match_2_weighted_match_ev,match_3_opponent_team,match_3_kickoff,match_3_minutes_if_start,match_3_goal_ev,match_3_assist_ev,match_3_shots_on_target_ev,match_3_clean_sheet_ev,match_3_card_ev,match_3_result_ev,match_3_team_scores_ev,match_3_opponent_scores_ev,match_3_on_pitch_ev,match_3_start_minutes_ev,match_3_total_ev_next_match,match_3_weighted_match_ev,total_ev_group_stage,holdet_person_id,holdet_team_id,holdet_start_price,holdet_position,holdet_is_out,score,price_m,model_ev_before_price_quality,price_rank_pct_position,price_quality_ev,weighted_group_stage_ev_before_price_quality,optimizer_ev_before_price_quality,price_quality_weight,price_quality_applied,price_quality_spread_multiplier,round_context_source,price_quality_repair_source,match_1_win_prob,match_1_clean_sheet_prob,match_1_goal_multiplier,match_1_assist_multiplier,match_1_clean_sheet_multiplier,match_2_win_prob,match_2_clean_sheet_prob,match_2_goal_multiplier,match_2_assist_multiplier,match_2_clean_sheet_multiplier,match_3_win_prob,match_3_clean_sheet_prob,match_3_goal_multiplier,match_3_assist_multiplier,match_3_clean_sheet_multiplier,component_source,base_ev_source,repair_status,conditional_start_prob,appearance_prob,availability_prob,availability_risk,availability_status,round_specific_rotation_risk,start_security,start_probability_pct,start_status,price_quality_raw_ev,price_quality_appearance_scaled_ev,price_quality_base_capped_ev,price_quality_method,offensive_fallback_applied,offensive_fallback_source,offensive_fallback_variant_a_base_ev,offensive_fallback_variant_b_base_ev,offensive_fallback_hybrid_base_ev,offensive_fallback_base_ev_lift,offensive_fallback_cap_reason,offensive_fallback_confidence,offensive_fallback_reason_flags,name_norm,team_norm,position_norm,key_name_team_pos,key_name_team,key_token_team
alexis_duarte__par,Alexis Duarte,PAR,Paraguay,DEF,2000000,2000000,0.2675,transfermarkt_availability_split_2026_06_07,0.024318,0.669914,0.669914,48788,Paraguay,2000000,True,True,name_team_position,1.0,0.009,0.013,0.004,USA,2026-06-13 03:00,74.409,0.00251,0.002782,0.001759,0.066875,0.022282,0.036269,0.058109,-0.054024,0.055324,19.904408,0.245686,0.245686,TUR,2026-06-20 06:00,74.409,0.002837,0.003024,0.001759,0.073991,0.022282,0.069456,0.05953,-0.053156,0.055324,19.904408,0.299505,0.28453,AUS,2026-06-26 04:00,74.409,0.005825,0.004802,0.002346,0.100312,0.022282,0.093544,0.066614,-0.047737,0.055324,19.904408,0.417851,0.376066,0.963042,49603,778,2000000,DEF,True,,2.0,0.906282,0.118454,0.381019,0.906282,0.906282,0.45,True,1.35,,,,0.25,,,0.903,,0.2766,,,0.9389,,0.375,,,1.0718,complete_components,component_weighted_sum,component_base_rebuilt,0.281,,0.8626,medium_risk,medium_risk,,0.2675,27,sjældent startende - Transfermarkt landshold,0.99706,0.381019,0.99706,appearance_scaled_then_base_capped,,,,,,,,,,alexis duarte,paraguay,DEF,alexis duarte|paraguay|DEF,alexis duarte|paraguay,alexis duarte|paraguay
gustavo_vel_squez__par,Gustavo Velazquez,PAR,Paraguay,DEF,2500000,2500000,0.0932,transfermarkt_availability_split_2026_06_07,0.008473,0.360977,0.360977,49161,Paraguay,2500000,True,True,name_team_position,1.0,0.009,0.013,0.004,USA,2026-06-13 03:00,74.409,0.000875,0.000969,0.000613,0.0233,0.007763,0.028476,0.045623,-0.042416,0.032692,6.934919,0.116642,0.116642,TUR,2026-06-20 06:00,74.409,0.000988,0.001054,0.000613,0.025779,0.007763,0.054531,0.046738,-0.041733,0.032692,6.934919,0.150882,0.143338,AUS,2026-06-26 04:00,74.409,0.002029,0.001674,0.000817,0.03495,0.007763,0.073443,0.0523,-0.037479,0.032692,6.934919,0.208096,0.187286,0.47562,49604,778,2500000,DEF,False,0.9411764705882352,2.5,0.447266,0.4202,0.255513,0.447266,0.447266,0.45,True,1.35,,,,0.25,,,0.903,,0.2766,,,0.9389,,0.375,,,1.0718,complete_components,component_weighted_sum,component_base_rebuilt,0.095,,0.9441,medium_risk,medium_risk,,0.0932,9,sjældent startende - Transfermarkt landshold,1.919087,0.255513,0.670899,appearance_scaled_then_base_capped,,,,,,,,,,gustavo velazquez,paraguay,DEF,gustavo velazquez|paraguay|DEF,gustavo velazquez|paraguay,gustavo velazquez|paraguay
gonzalo_agustin_sandez__par,Gonzalo Agustin Sandez,PAR,Paraguay,DEF,2000000,2000000,0.5259,transfermarkt_availability_split_2026_06_07,0.047809,1.017171,1.017171,49144,Paraguay,2000000,True,True,name_team_position,1.0,,,,USA,2026-06-13 03:00,,,,,0.131475,,0.027905,0.044709,-0.041566,0.031036,,0.351329,0.351329,TUR,2026-06-20 06:00,,,,,0.145464,,0.053439,0.045802,-0.040898,0.031036,,0.4094,0.38893,AUS,2026-06-26 04:00,,,,,0.197213,,0.071972,0.051253,-0.036729,0.031036,,0.551401,0.496261,1.31213,49605,778,2000000,DEF,True,,2.0,1.23652,0.118454,0.749077,1.23652,1.23652,0.45,True,1.35,distributed_from_existing_optimizer_ev,,0.2544,0.25,0.8448,0.8891,0.903,0.2759,0.2766,0.898,0.9272,0.9389,0.4351,0.375,1.1143,1.0817,1.0718,complete_components,component_weighted_sum,component_base_rebuilt,0.5775,,0.7446,medium_risk,medium_risk,,0.5259,53,rotation/usikker - Transfermarkt landshold,0.99706,0.749077,0.99706,appearance_scaled_then_base_capped,,,,,,,,,,gonzalo agustin sandez,paraguay,DEF,gonzalo agustin sandez|paraguay|DEF,gonzalo agustin sandez|paraguay,agustin gonzalo sandez|paraguay
juan_jose_caceres__par,Juan Jose Caceres,PAR,Paraguay,DEF,3000000,3000000,0.6453,transfermarkt_availability_split_2026_06_07,0.058664,1.863841,1.863841,49347,Paraguay,3000000,True,True,name_team_position,1.0,,,,USA,2026-06-13 03:00,,,,,0.161325,,0.032257,0.051681,-0.048048,0.043672,,0.434477,0.434477,TUR,2026-06-20 06:00,,,,,0.17849,,0.061772,0.052944,-0.047275,0.043672,,0.503791,0.478601,AUS,2026-06-26 04:00,,,,,0.241987,,0.083195,0.059245,-0.042456,0.043672,,0.676027,0.608425,1.614295,49606,778,3000000,DEF,False,,3.0,1.521503,0.71197,2.282255,1.521503,1.521503,0.45,True,1.35,distributed_from_existing_optimizer_ev,,0.2544,0.25,0.8448,0.8891,0.903,0.2759,0.2766,0.898,0.9272,0.9389,0.4351,0.375,1.1143,1.0817,1.0718,complete_components,component_weighted_sum,component_base_rebuilt,0.6757,,0.8717,medium_risk,medium_risk,,0.6453,65,rotation/usikker - Transfermarkt landshold,2.810634,2.591003,2.282255,appearance_scaled_then_base_capped,,,,,,,,,,juan jose caceres,paraguay,DEF,juan jose caceres|paraguay|DEF,juan jose caceres|paraguay,caceres jose juan|paraguay
alan_ben_tez__par,Alan Benitez,PAR,Paraguay,DEF,2500000,2500000,0.5257,transfermarkt_availability_split_2026_06_07,0.047791,1.401378,1.401378,48761,Paraguay,2500000,True,True,name_team_position,1.0,0.01,0.014,0.005,USA,2026-06-13 03:00,74.819,0.005457,0.006045,0.003824,0.131425,0.043968,0.030922,0.049542,-0.046059,0.039796,39.332348,0.374069,0.374069,TUR,2026-06-20 06:00,74.819,0.006938,0.006574,0.003824,0.145409,0.043968,0.059217,0.050754,-0.045319,0.039796,39.332348,0.445554,0.423276,AUS,2026-06-26 04:00,74.819,0.011868,0.011184,0.004779,0.197137,0.043968,0.079752,0.056793,-0.040699,0.039796,39.332348,0.634914,0.571423,1.454537,49607,778,2500000,DEF,True,,2.5,1.368768,0.4202,1.441234,1.368768,1.368768,0.45,True,1.35,,,,0.25,,,0.903,,0.2766,,,0.9389,,0.375,,,1.0718,complete_components,component_weighted_sum,component_base_rebuilt,0.6113,,0.6,high_risk,high_risk,,0.5257,53,rotation/usikker - Transfermarkt landshold,1.919087,1.441234,1.919087,appearance_scaled_then_base_capped,,,,,,,,,,alan benitez,paraguay,DEF,alan benitez|paraguay|DEF,alan benitez|paraguay,alan benitez|paraguay
alexandro_maidana__par,Alexandro Maidana,PAR,Paraguay,DEF,2000000,2000000,0.047,transfermarkt_availability_split_2026_06_07,0.004273,0.0,0.0,50423,Paraguay,2000000,True,True,unmatched,0.5454545454545454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52372,778,2000000,DEF,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,0.8288,medium_risk,medium_risk,,0.047,5,sjældent startende - Transfermarkt landshold,,,,,,,,,,,,,,,,,,,
gustavo_g_mez__par,Gustavo Gomez,PAR,Paraguay,DEF,3000000,3000000,0.9027,transfermarkt_availability_split_2026_06_07,0.082064,2.515658,2.515658,49159,Paraguay,3000000,True,True,name_team_position,1.0,0.011,0.016,0.005,USA,2026-06-13 03:00,75.228,0.010574,0.011711,0.007407,0.225675,0.075309,0.037368,0.059871,-0.055662,0.058516,67.908316,0.627253,0.627253,TUR,2026-06-20 06:00,75.228,0.012942,0.012737,0.007407,0.249687,0.075309,0.071561,0.061334,-0.054767,0.058516,67.908316,0.733916,0.697221,AUS,2026-06-26 04:00,75.228,0.022995,0.021668,0.008642,0.338512,0.075309,0.096379,0.068633,-0.049184,0.058516,67.908316,1.055377,0.94984,2.416546,38262,778,3000000,DEF,False,,3.0,2.274314,0.71197,2.810634,2.274314,2.274314,0.45,True,1.35,,,,0.25,,,0.903,,0.2766,,,0.9389,,0.375,,,1.0718,complete_components,component_weighted_sum,component_base_rebuilt,0.9457,,0.87,low_risk,low_risk,,0.9027,90,sikker starter - Transfermarkt landshold,2.810634,2.810634,2.810634,raw_for_likely_starter,,,,,,,,,,gustavo gomez,paraguay,DEF,gustavo gomez|paraguay|DEF,gustavo gomez|paraguay,gomez gustavo|paraguay
khuliso_mudau__rsa,Khuliso Mudau,RSA,Sydafrika,DEF,3000000,3000000,0.652,transfermarkt_availability_split_2026_06_07,0.059273,1.628423,1.628423,49399,Sydafrika,3000000,True,True,name_team_position,1.0,0.013,0.02,0.01,MEX,2026-06-11 21:00,75.636,0.007289,0.008753,0.009358,0.111948,0.05471,-0.002263,0.053925,-0.050738,0.053931,49.314672,0.325782,0.325782,CZE,2026-06-18 18:00,75.636,0.009147,0.010895,0.010078,0.163,0.05471,0.064715,0.055013,-0.049472,0.053931,49.314672,0.525722,0.499436,KOR,2026-06-25 03:00,75.636,0.012293,0.013862,0.012238,0.152372,0.05471,0.08305,0.060406,-0.045359,0.053931,49.314672,0.560118,0.504107,1.411622,49652,782,3000000,DEF,False,,3.0,1.329325,0.71197,1.993987,1.329325,1.329325,0.45,True,1.35,,,,0.1717,,,0.7973,,0.25,,,0.903,,0.2337,,,0.881,complete_components,component_weighted_sum,component_base_rebuilt,0.7365,,0.6723,medium_risk,medium_risk,,0.652,65,rotation/usikker - Transfermarkt landshold,2.810634,2.617905,1.993987,appearance_scaled_then_base_capped,,,,,,,,,,khuliso mudau,south africa,DEF,khuliso mudau|south africa|DEF,khuliso mudau|south africa,khuliso mudau|south africa
samukele_kabini__rsa,Samukele Kabini,RSA,Sydafrika,DEF,2000000,2000000,0.313,transfermarkt_availability_split_2026_06_07,0.028455,0.741368,0.741368,49821,Sydafrika,2000000,True,True,name_team_position,1.0,0.037,0.057,0.031,MEX,2026-06-11 21:00,70.36,0.010397,0.011829,0.013862,0.053742,0.027725,-0.001852,0.044126,-0.041518,0.035044,22.02268,0.238038,0.238038,CZE,2026-06-18 18:00,70.36,0.012361,0.015734,0.016172,0.07825,0.027725,0.052954,0.045016,-0.040481,0.035044,22.02268,0.374498,0.355773,KOR,2026-06-25 03:00,70.36,0.017933,0.019343,0.018483,0.073148,0.027725,0.067957,0.049429,-0.037116,0.035044,22.02268,0.432625,0.389362,1.045161,49653,782,2000000,DEF,False,,2.0,0.983173,0.118454,0.445828,0.983173,0.983173,0.45,True,1.35,,,,0.1717,,,0.7973,,0.25,,,0.903,,0.2337,,,0.881,complete_components,component_weighted_sum,component_base_rebuilt,0.3394,,0.7775,medium_risk,medium_risk,,0.313,31,sjældent startende - Transfermarkt landshold,0.99706,0.445828,0.99706,appearance_scaled_then_base_capped,,,,,,,,,,samukele kabini,south africa,DEF,samukele kabini|south africa|DEF,samukele kabini|south africa,kabini samukele|south africa
mbekezeli_mbokazi__rsa,Mbekezeli Mbokazi,RSA,Sydafrika,DEF,2500000,2500000,0.4156,transfermarkt_availability_split_2026_06_07,0.037782,1.039227,1.039227,49543,Sydafrika,2500000,True,True,name_team_position,1.0,0.013,0.02,0.01,MEX,2026-06-11 21:00,75.636,0.00443,0.0056,0.006124,0.071359,0.034998,-0.002258,0.053808,-0.050628,0.053704,31.434322,0.226122,0.226122,CZE,2026-06-18 18:00,75.636,0.005852,0.006952,0.006562,0.1039,0.034998,0.064573,0.054893,-0.049364,0.053704,31.434322,0.379918,0.360922,KOR,2026-06-25 03:00,75.636,0.00781,0.00879,0.007874,0.097126,0.034998,0.082868,0.060274,-0.04526,0.053704,31.434322,0.411369,0.370232,1.017409,49654,782,2500000,DEF,False,,2.5,0.957276,0.4202,1.139389,0.957276,0.957276,0.45,True,1.35,,,,0.1717,,,0.7973,,0.25,,,0.903,,0.2337,,,0.881,complete_components,component_weighted_sum,component_base_rebuilt,0.4578,,0.7368,medium_risk,medium_risk,,0.4156,42,sjældent startende - Transfermarkt landshold,1.919087,1.139389,1.435914,appearance_scaled_then_base_capped,,,,,,,,,,mbekezeli mbokazi,south africa,DEF,mbekezeli mbokazi|south africa|DEF,mbekezeli mbokazi|south africa,mbekezeli mbokazi|south africa
nkosinathi_sibisi__rsa,Nkosinathi Sibisi,RSA,Sydafrika,DEF,2500000,2500000,0.0863,transfermarkt_availability_split_2026_06_07,0.007845,0.271711,0.271711,49662,Sydafrika,2500000,True,True,name_team_position,1.0,0.01,0.015,0.004,MEX,2026-06-11 21:00,74.373,0.000711,0.000809,0.000505,0.014818,0.007076,-0.001602,0.038167,-0.035911,0.02356,6.41839,0.056936,0.056936,CZE,2026-06-18 18:00,74.373,0.000845,0.000956,0.000505,0.021575,0.007076,0.045803,0.038937,-0.035014,0.02356,6.41839,0.122118,0.116012,KOR,2026-06-25 03:00,74.373,0.001177,0.001269,0.000505,0.020168,0.007076,0.058781,0.042754,-0.032104,0.02356,6.41839,0.141659,0.127493,0.320713,49656,782,2500000,DEF,False,,2.5,0.300441,0.4202,0.236596,0.300441,0.300441,0.45,True,1.35,,,,0.1717,,,0.7973,,0.25,,,0.903,,0.2337,,,0.881,complete_components,component_weighted_sum,component_base_rebuilt,0.0945,,0.7534,medium_risk,medium_risk,,0.0863,9,sjældent startende - Transfermarkt landshold,1.919087,0.236596,0.450662,appearance_scaled_then_base_capped,,,,,,,,,,nkosinathi sibisi,south africa,DEF,nkosinathi sibisi|south africa|DEF,nkosinathi sibisi|south africa,nkosinathi sibisi|south africa
aubrey_modiba__rsa,Aubrey Modiba,RSA,Sydafrika,DEF,3000000,3000000,0.6023,transfermarkt_availability_split_2026_06_07,0.054755,1.579773,1.579773,48867,Sydafrika,3000000,True,True,name_team_position,1.0,0.013,0.045,0.009,MEX,2026-06-11 21:00,75.355,0.00641,0.017394,0.007891,0.103415,0.05085,-0.001991,0.04745,-0.044646,0.041452,45.386316,0.317461,0.317461,CZE,2026-06-18 18:00,75.355,0.007622,0.021893,0.008767,0.150575,0.05085,0.056944,0.048408,-0.043532,0.041452,45.386316,0.503865,0.478672,KOR,2026-06-25 03:00,75.355,0.010887,0.028626,0.010521,0.140758,0.05085,0.073078,0.053153,-0.039913,0.041452,45.386316,0.548309,0.493478,1.369635,34639,782,3000000,DEF,False,,3.0,1.289611,0.71197,1.934417,1.289611,1.289611,0.45,True,1.35,,,,0.1717,,,0.7973,,0.25,,,0.903,,0.2337,,,0.881,complete_components,component_weighted_sum,component_base_rebuilt,0.6751,,0.6917,medium_risk,medium_risk,,0.6023,60,rotation/usikker - Transfermarkt landshold,2.810634,2.41835,1.934417,appearance_scaled_then_base_capped,,,,,,,,,,aubrey modiba,south africa,DEF,aubrey modiba|south africa|DEF,aubrey modiba|south africa,aubrey modiba|south africa
olwethu_makhanya__rsa,Olwethu Makhanya,RSA,Sydafrika,DEF,2000000,2000000,0.8851,transfermarkt_availability_split_2026_06_07,0.080464,0.0,0.0,50280,Sydafrika,2000000,True,True,unmatched,0.4666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52332,782,2000000,DEF,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.97,,0.75,unknown,unknown,,0.8851,89,sandsynlig starter - Transfermarkt landshold,,,,,,,,,,,,,,,,,,,
bradley_cross__rsa,Bradley Cross,RSA,Sydafrika,DEF,2000000,2000000,0.0462,transfermarkt_availability_split_2026_06_07,0.0042,0.0,0.0,50277,Sydafrika,2000000,True,True,unmatched,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52333,782,2000000,DEF,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,0.7845,medium_risk,medium_risk,,0.0462,5,sjældent startende - Transfermarkt landshold,,,,,,,,,,,,,,,,,,,
kamogelo_sebelebele__rsa,Kamogelo Sebelebele,RSA,Sydafrika,DEF,2000000,2000000,0.2784,transfermarkt_availability_split_2026_06_07,0.025309,0.0,0.0,50279,Sydafrika,2000000,True,True,unmatched,0.5263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52334,782,2000000,DEF,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3605,,0.35,high_risk,high_risk,,0.2784,28,sjældent startende - Transfermarkt landshold,,,,,,,,,,,,,,,,,,,
ime_okon__rsa,Ime Okon,RSA,Sydafrika,DEF,2000000,2000000,0.9119,transfermarkt_availability_split_2026_06_07,0.0829,1.31573,1.31573,49217,Sydafrika,2000000,True,True,name_team_position,1.0,,,,MEX,2026-06-11 21:00,,,,,0.156573,,-0.002383,0.056778,-0.053422,0.059428,,0.404862,0.404862,CZE,2026-06-18 18:00,,,,,0.227975,,0.068137,0.057923,-0.052088,0.059428,,0.634945,0.603198,KOR,2026-06-25 03:00,,,,,0.213111,,0.087442,0.063601,-0.047758,0.059428,,0.631557,0.568401,1.671364,52241,782,2000000,DEF,False,,2.0,1.576461,0.118454,0.99706,1.576461,1.576461,0.45,True,1.35,distributed_from_existing_optimizer_ev,,0.1379,0.1717,0.75,0.8,0.7973,0.2281,0.25,0.8178,0.8699,0.903,0.2711,0.2337,0.881,0.915,0.881,complete_components,component_weighted_sum,component_base_rebuilt,0.97,,0.8288,medium_risk,medium_risk,,0.9119,91,sikker starter - Transfermarkt landshold,0.99706,0.99706,0.99706,raw_for_likely_starter,,,,,,,,,,ime okon,south africa,DEF,ime okon|south africa|DEF,ime okon|south africa,ime okon|south africa
khulumani_ndamane__rsa,Khulumani Ndamane,RSA,Sydafrika,DEF,2000000,2000000,0.2725,transfermarkt_availability_split_2026_06_07,0.024773,0.455387,0.455387,49400,Sydafrika,2000000,True,True,name_team_position,1.0,,,,MEX,2026-06-11 21:00,,,,,0.046788,,-0.001409,0.033572,-0.031588,0.014704,,0.118213,0.118213,CZE,2026-06-18 18:00,,,,,0.068125,,0.040289,0.03425,-0.030799,0.014704,,0.208319,0.197903,KOR,2026-06-25 03:00,,,,,0.063683,,0.051704,0.037607,-0.028239,0.014704,,0.215879,0.194291,0.542411,52242,782,2000000,DEF,False,,2.0,0.510407,0.118454,0.388141,0.510407,0.510407,0.45,True,1.35,distributed_from_existing_optimizer_ev,,0.1379,0.1717,0.75,0.8,0.7973,0.2281,0.25,0.8178,0.8699,0.903,0.2711,0.2337,0.881,0.915,0.881,complete_components,component_weighted_sum,component_base_rebuilt,0.2955,,0.7775,medium_risk,medium_risk,,0.2725,27,sjældent startende - Transfermarkt landshold,0.99706,0.388141,0.76561,appearance_scaled_then_base_capped,,,,,,,,,,khulumani ndamane,south africa,DEF,khulumani ndamane|south africa|DEF,khulumani ndamane|south africa,khulumani ndamane|south africa
thabang_matuludi__rsa,Thabang Matuludi,RSA,Sydafrika,DEF,2000000,2000000,0.2612,transfermarkt_availability_split_2026_06_07,0.023745,0.388391,0.388391,49883,Sydafrika,2000000,True,True,name_team_position,1.0,,,,MEX,2026-06-11 21:00,,,,,0.044848,,-0.000942,0.022452,-0.021125,-0.006728,,0.092323,0.092323,CZE,2026-06-18 18:00,,,,,0.0653,,0.026944,0.022905,-0.020597,-0.006728,,0.166184,0.157875,KOR,2026-06-25 03:00,,,,,0.061042,,0.034578,0.02515,-0.018885,-0.006728,,0.168407,0.151567,0.426914,49650,782,2000000,DEF,False,,2.0,0.401765,0.118454,0.372046,0.401765,0.401765,0.45,True,1.35,distributed_from_existing_optimizer_ev,,0.1379,0.1717,0.75,0.8,0.7973,0.2281,0.25,0.8178,0.8699,0.903,0.2711,0.2337,0.881,0.915,0.881,complete_components,component_weighted_sum,component_base_rebuilt,0.2696,,0.9113,medium_risk,medium_risk,,0.2612,26,sjældent startende - Transfermarkt landshold,0.99706,0.372046,0.602648,appearance_scaled_then_base_capped,,,,,,,,,,thabang matuludi,south africa,DEF,thabang matuludi|south africa|DEF,thabang matuludi|south africa,matuludi thabang|south africa
math_as_olivera__uru,Mathias Olivera,URU,Uruguay,DEF,4000000,4000000,0.8746,transfermarkt_availability_split_2026_06_07,0.079509,3.171743,3.171743,49527,Uruguay,4000000,True,True,name_team_position,1.0,0.009,0.013,0.004,KSA,2026-06-16 00:00,74.824,0.022717,0.019575,0.004776,0.425493,0.073249,0.128891,0.054123,-0.044757,0.055096,65.530859,1.255992,1.255992,CPV,2026-06-22 00:00,74.824,0.029021,0.02488,0.00637,0.4373,0.073249,0.09221,0.06014,-0.039165,0.055096,65.530859,1.312228,1.246617,ESP,2026-06-27 02:00,74.824,0.008062,0.00929,0.00637,0.150169,0.073249,0.072592,0.056132,-0.044078,0.055096,65.530859,0.479477,0.431529,3.047697,35783,783,4000000,DEF,False,,4.0,2.934138,0.925187,3.462149,2.934138,2.934138,0.45,True,1.35,,,,0.4865,,,1.2223,,0.5,,,1.2405,,0.1717,,,0.7973,complete_components,component_weighted_sum,component_base_rebuilt,0.964,,0.7351,medium_risk,medium_risk,,0.8746,87,sandsynlig starter - Transfermarkt landshold,3.462149,3.462149,3.462149,raw_for_likely_starter,,,,,,,,,,mathias olivera,uruguay,DEF,mathias olivera|uruguay|DEF,mathias olivera|uruguay,mathias olivera|uruguay
jos_mar_a_gim_nez__uru,Jose Maria Gimenez,URU,Uruguay,DEF,4500000,4500000,0.6709,transfermarkt_availability_split_2026_06_07,0.060991,2.799483,2.799483,49332,Uruguay,4500000,True,True,name_team_position,1.0,0.008,0.012,0.003,KSA,2026-06-16 00:00,74.412,0.015753,0.013575,0.004417,0.326393,0.05595,0.121901,0.051187,-0.042329,0.049396,49.98254,0.98193,0.98193,CPV,2026-06-22 00:00,74.412,0.018784,0.018404,0.004417,0.33545,0.05595,0.087209,0.056879,-0.037041,0.049396,49.98254,1.010816,0.960275,ESP,2026-06-27 02:00,74.412,0.00497,0.006681,0.004417,0.115194,0.05595,0.068655,0.053088,-0.041688,0.049396,49.98254,0.381208,0.343087,2.373954,31235,783,4500000,DEF,False,,4.5,2.285292,0.972569,3.427938,2.285292,2.285292,0.45,True,1.35,,,,0.4865,,,1.2223,,0.5,,,1.2405,,0.1717,,,0.7973,complete_components,component_weighted_sum,component_base_rebuilt,0.7099,,0.8432,medium_risk,medium_risk,,0.6709,67,rotation/usikker - Transfermarkt landshold,3.60693,3.456985,3.427938,appearance_scaled_then_base_capped,,,,,,,,,,jose maria gimenez,uruguay,DEF,jose maria gimenez|uruguay|DEF,jose maria gimenez|uruguay,gimenez jose maria|uruguay
martin_caceres__uru,Martin Caceres,URU,Uruguay,DEF,3000000,3000000,0.4085,transfermarkt_availability_split_2026_06_07,0.037136,1.510708,1.510708,49511,Uruguay,3000000,True,True,name_team_position,1.0,,,,KSA,2026-06-16 00:00,,,,,0.198735,,0.112879,0.047399,-0.039197,0.04204,,0.600338,0.600338,CPV,2026-06-22 00:00,,,,,0.20425,,0.080755,0.052669,-0.034299,0.04204,,0.590515,0.560989,ESP,2026-06-27 02:00,,,,,0.070139,,0.063574,0.049159,-0.038602,0.04204,,0.270477,0.243429,1.46133,23250,783,3000000,DEF,True,,3.0,1.404756,0.71197,1.640206,1.404756,1.404756,0.45,True,1.35,distributed_from_existing_optimizer_ev,,0.6308,0.4865,1.3354,1.2396,1.2223,0.654,0.5,1.35,1.25,1.2405,0.1868,0.1717,0.75,0.8051,0.7973,complete_components,component_weighted_sum,component_base_rebuilt,0.4346,,0.8288,medium_risk,medium_risk,,0.4085,41,sjældent startende - Transfermarkt landshold,2.810634,1.640206,2.107134,appearance_scaled_then_base_capped,,,,,,,,,,martin caceres,uruguay,DEF,martin caceres|uruguay|DEF,martin caceres|uruguay,caceres martin|uruguay
guillermo_varela__uru,Guillermo Varela,URU,Uruguay,DEF,3000000,3000000,0.5293,transfermarkt_availability_split_2026_06_07,0.048118,1.914775,1.914775,49156,Uruguay,3000000,True,True,name_team_position,1.0,0.008,0.012,0.003,KSA,2026-06-16 00:00,74.412,0.012467,0.010744,0.003496,0.257504,0.04428,0.089788,0.037703,-0.031178,0.023212,39.557419,0.752284,0.752284,CPV,2026-06-22 00:00,74.412,0.014867,0.014565,0.003496,0.26465,0.04428,0.064235,0.041895,-0.027283,0.023212,39.557419,0.776402,0.737582,ESP,2026-06-27 02:00,74.412,0.003932,0.005288,0.003496,0.090881,0.04428,0.050569,0.039103,-0.030706,0.023212,39.557419,0.280788,0.252709,1.809474,31157,783,3000000,DEF,False,,3.0,1.742575,0.71197,2.125241,1.742575,1.742575,0.45,True,1.35,,,,0.4865,,,1.2223,,0.5,,,1.2405,,0.1717,,,0.7973,complete_components,component_weighted_sum,component_base_rebuilt,0.6152,,0.6007,high_risk,high_risk,,0.5293,53,rotation/usikker - Transfermarkt landshold,2.810634,2.125241,2.613862,appearance_scaled_then_base_capped,,,,,,,,,,guillermo varela,uruguay,DEF,guillermo varela|uruguay|DEF,guillermo varela|uruguay,guillermo varela|uruguay
