team_id,team_name,gk_count,sum_start_prob,max_start_prob,over_100_flag,multiple_high_gk_flag,player_name,player_id,start_prob,conditional_start_prob,start_prob_source,optimizer_ev,price
PAR,Paraguay,5,1.0,0.4555,FALSE,FALSE,Carlos Miguel Coronel,carlos_miguel_coronel__par,0.0,0.0,transfermarkt_availability_split_2026_06_07,0.0,2500000
POR,Portugal,5,1.0,0.6212,FALSE,FALSE,Diogo Costa,diogo_costa__por,0.6212,0.6212,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,8.480255,5019000
POR,Portugal,5,1.0,0.6212,FALSE,FALSE,Jose Sa,jos_s__por,0.3446,0.3446,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,4.500301,4495000
POR,Portugal,5,1.0,0.6212,FALSE,FALSE,Rui Silva,rui_silva__por,0.0342,0.0342,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,1.113419,3995000
POR,Portugal,5,1.0,0.6212,FALSE,FALSE,Joao Carvalho,joao_carvalho__por,0.0,0.0,holdet_official_unmatched_default,0.0,3500000
POR,Portugal,5,1.0,0.6212,FALSE,FALSE,Ricardo Velho,ricardo_velho__por,0.0,0.0,transfermarkt_availability_split_2026_06_07,0.0,4000000
QAT,Qatar,4,1.0,0.5918,FALSE,TRUE,Meshaal Barsham,meshaal_barsham__qat,0.5918,0.5918,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.329837,2495000
QAT,Qatar,4,1.0,0.5918,FALSE,TRUE,Mahmoud Abunada,mahmoud_abunada__qat,0.3826,0.3826,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.126652,2552000
QAT,Qatar,4,1.0,0.5918,FALSE,TRUE,Salah Zakaria,salah_zakaria__qat,0.0256,0.0256,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.0,2495000
QAT,Qatar,4,1.0,0.5918,FALSE,TRUE,Shehab Ellethy,shehab_ellethy__qat,0.0,0.0,transfermarkt_availability_split_2026_06_07,0.0,2500000
RSA,Sydafrika,3,0.9999,0.92,FALSE,FALSE,Ronwen Williams,ronwen_williams__rsa,0.92,0.92,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.986527,2993000
RSA,Sydafrika,3,0.9999,0.92,FALSE,FALSE,Ricardo Goss,ricardo_goss__rsa,0.0547,0.0547,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.0,2495000
RSA,Sydafrika,3,0.9999,0.92,FALSE,FALSE,Sipho Chaine,sipho_chaine__rsa,0.0252,0.0252,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.0,2495000
SCO,Skotland,4,0.9999,0.4868,FALSE,FALSE,Craig Gordon,craig_gordon__sco,0.4868,0.4868,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,1.991663,2495000
SCO,Skotland,4,0.9999,0.4868,FALSE,FALSE,Angus Gunn,angus_gunn__sco,0.2623,0.2623,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,1.707063,3627000
SCO,Skotland,4,0.9999,0.4868,FALSE,FALSE,Liam Kelly,liam_kelly__sco,0.2508,0.2508,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,1.363233,2995000
SCO,Skotland,4,0.9999,0.4868,FALSE,FALSE,Scott Bain,scott_bain__sco,0.0,0.0,holdet_official_unmatched_default,0.0,2500000
SEN,Senegal,3,1.0,0.6706,FALSE,FALSE,Edouard Mendy,edouard_mendy__sen,0.6706,0.6706,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,4.317495,3510000
SEN,Senegal,3,1.0,0.6706,FALSE,FALSE,Mory Diaw,mory_diaw__sen,0.2679,0.2679,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,1.453502,2995000
SEN,Senegal,3,1.0,0.6706,FALSE,FALSE,Yehvann Diouf,yehvann_diouf__sen,0.0615,0.0615,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.334446,2995000
SUI,Schweiz,4,1.0056,0.92,FALSE,FALSE,Gregor Kobel,gregor_kobel__sui,0.92,0.96,manual_context_override_safe,11.539518,4029000
SUI,Schweiz,4,1.0056,0.92,FALSE,FALSE,Yvon Mvogo,yvon_mvogo__sui,0.0605,0.0605,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.735596,2995000
SUI,Schweiz,4,1.0056,0.92,FALSE,FALSE,Marvin Keller,marvin_keller__sui,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.28808,2995000
SUI,Schweiz,4,1.0056,0.92,FALSE,FALSE,Pascal Loretz,pascal_loretz__sui,0.0,0.0,transfermarkt_availability_split_2026_06_07,0.0,3000000
SWE,Sverige,6,0.9999,0.4727,FALSE,TRUE,Kristoffer Nordfeldt,kristoffer_nordfeldt__swe,0.4727,0.4727,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,1.801111,4079000
SWE,Sverige,6,0.9999,0.4727,FALSE,TRUE,Jacob Widell Zetterström,jacob_widell_zetterstrom__swe,0.3576,0.3576,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,1.320045,3495000
SWE,Sverige,6,0.9999,0.4727,FALSE,TRUE,Viktor Johansson,viktor_johansson__swe,0.1696,0.1696,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.71159,3495000
SWE,Sverige,6,0.9999,0.4727,FALSE,TRUE,Melker Ellborg,melker_ellborg__swe,0.0,0.0,transfermarkt_availability_split_2026_06_07,0.0,3500000
SWE,Sverige,6,0.9999,0.4727,FALSE,TRUE,Noel Törnqvist,noel_tornqvist__swe,0.0,0.0,transfermarkt_availability_split_2026_06_07,0.0,3500000
SWE,Sverige,6,0.9999,0.4727,FALSE,TRUE,Robin Olsen,robin_olsen__swe,0.0,0.0,transfermarkt_availability_split_2026_06_07,0.0,4000000
TUN,Tunesien,5,1.0,0.924,FALSE,FALSE,Abdelmouhib Chamakh,abdelmouhib_chamakh__tun,0.924,0.924,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.849804,2474000
TUN,Tunesien,5,1.0,0.924,FALSE,FALSE,Aymen Dahmen,aymen_dahmen__tun,0.0499,0.0499,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.239802,2995000
TUN,Tunesien,5,1.0,0.924,FALSE,FALSE,Sabri Ben Hessen,sabri_ben_hessen__tun,0.0261,0.0261,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.0,2495000
TUN,Tunesien,5,1.0,0.924,FALSE,FALSE,Noureddine Farhati,noureddine_farhati__tun,0.0,0.0,holdet_official_unmatched_default,0.0,2500000
TUN,Tunesien,5,1.0,0.924,FALSE,FALSE,Bechir Ben Said,bechir_ben_said__tun,0.0,0.0,transfermarkt_availability_split_2026_06_07,0.0,3000000
TUR,Tyrkiet,4,1.0,0.9123,FALSE,FALSE,Ugurcan Cakir,ugurcan_cakir__tur,0.9123,0.9123,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,4.547585,3993000
TUR,Tyrkiet,4,1.0,0.9123,FALSE,FALSE,Altay Bayindir,altay_bayindir__tur,0.0584,0.0584,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.243606,2995000
TUR,Tyrkiet,4,1.0,0.9123,FALSE,FALSE,Mert Günok,mert_gunok__tur,0.0293,0.0293,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.203676,3495000
TUR,Tyrkiet,4,1.0,0.9123,FALSE,FALSE,Muhammed Sengezer,muhammed_sengezer__tur,0.0,0.0,transfermarkt_availability_split_2026_06_07,0.0,3000000
URU,Uruguay,3,1.0,0.5955,FALSE,TRUE,Sergio Rochet,sergio_rochet__uru,0.5955,0.5955,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,6.822548,3995000
URU,Uruguay,3,1.0,0.5955,FALSE,TRUE,Fernando Muslera,fernando_muslera__uru,0.3731,0.3731,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,4.193249,4024000
URU,Uruguay,3,1.0,0.5955,FALSE,TRUE,Santiago Mele,santiago_mele__uru,0.0314,0.0314,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.352285,3495000
USA,USA,4,1.0,0.7629,FALSE,FALSE,Matt Freese,matt_freese__usa,0.7629,0.7629,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,4.387009,3564000
USA,USA,4,1.0,0.7629,FALSE,FALSE,Matt Turner,matt_turner__usa,0.212,0.212,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,1.180815,2995000
USA,USA,4,1.0,0.7629,FALSE,FALSE,Chris Brady,chris_brady__usa,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.0,2495000
USA,USA,4,1.0,0.7629,FALSE,FALSE,Patrick Schulte,patrick_schulte__usa,0.0,0.0,transfermarkt_availability_split_2026_06_07,0.0,2500000
UZB,Usbekistan,3,0.9999,0.4928,FALSE,TRUE,Utkir Yusupov,utkir_yusupov__uzb,0.4928,0.4928,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.497236,2490000
UZB,Usbekistan,3,0.9999,0.4928,FALSE,TRUE,Abduvokhid Nematov,abduvokhid_nematov__uzb,0.482,0.482,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.430308,2495000
UZB,Usbekistan,3,0.9999,0.4928,FALSE,TRUE,Botirali Ergashev,botirali_ergashev__uzb,0.0251,0.0251,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,0.0,2495000
