player_id,player_name,team_id,position,start_prob,minute_share,component_rounds_present,component_weighted_sum,old_base_ev,price_quality_ev_num,current_final_ev,formula_expected_ev,formula_diff,component_vs_old_base_diff,repair_status
brahim_d_az__mar,Brahim Diaz,MAR,FWD,0.8254,0.075036,3,4.418499,4.1,2.871702580645162,3.822827,3.547266161290323,0.2755608387096773,0.3184990000000001,component_rows_need_new_base
alex_arce__par,Alex Arce,PAR,FWD,0.601,0.054636,3,1.559082,1.258,1.0193922580645165,1.426011,1.1506265161290326,0.27538448387096737,0.30108200000000007,component_rows_need_new_base
ibrahima_konat__fra,Ibrahima Konate,FRA,DEF,0.5889,0.053536,3,1.412519,1.165,1.452374786729859,1.569314,1.2943186540284366,0.2749953459715635,0.24751900000000004,component_rows_need_new_base
paik_seung_ho__kor,Seung-Ho Paik,KOR,MID,0.5235,0.047591,3,0.304875,0.134,0.30366,0.478578,0.210347,0.268231,0.170875,component_rows_need_new_base
iliman_ndiaye__sen,Iliman Ndiaye,SEN,MID,0.7625,0.069318,3,2.822242,2.523,1.9220676923076925,2.519749,2.2525804615384617,0.2671685384615383,0.299242,component_rows_need_new_base
roberto_alvarado__mex,Roberto Alvarado,MEX,MID,0.6394,0.058127,3,4.1320250000000005,3.745,1.1045215384615383,2.821768,2.5567846923076925,0.2649833076923076,0.3870250000000004,component_rows_need_new_base
luka_su_i__cro,Luka Sucic,CRO,MID,0.597,0.054273,3,1.125816,0.764,0.30366,0.82056,0.556847,0.263713,0.3618159999999999,component_rows_need_new_base
zeki_elik__tur,Zeki Celik,TUR,DEF,0.7006,0.063691,3,0.49298000000000003,0.341,0.8961978199052141,0.854169,0.5908390189573464,0.2633299810426536,0.15198,component_rows_need_new_base
alexander_bernhardsson__swe,Alexander Bernhardsson,SWE,MID,0.6928,0.062982,3,0.885013,0.556,0.30366,0.704266,0.44244700000000003,0.2618189999999999,0.329013,component_rows_need_new_base
gon_alo_in_cio__por,Goncalo Inacio,POR,DEF,0.5955,0.054136,3,0.5615049999999999,0.454,1.8968306161137456,1.364523,1.1032737772511856,0.26124922274881435,0.1075049999999999,component_rows_need_new_base
derek_cornelius__can,Derek Cornelius,CAN,DEF,0.5919,0.053809,3,0.469268,0.325,0.8961978199052141,0.840408,0.5820390189573463,0.2583689810426537,0.144268,component_rows_need_new_base
nico_schlotterbeck__ger,Nico Schlotterbeck,GER,DEF,0.6026,0.054782,3,0.7669839999999999,0.632,1.8968306161137456,1.455421,1.2011737772511855,0.2542472227488146,0.13498399999999988,component_rows_need_new_base
c_sar_montes__mex,Cesar Montes,MEX,DEF,0.6417,0.058336,3,3.069471,2.746,1.452374786729859,2.417886,2.1638686540284366,0.25401734597156356,0.32347100000000006,component_rows_need_new_base
alex_freeman__usa,Alex Freeman,USA,DEF,0.8632,0.078473,3,2.968099,2.608,0.8961978199052141,2.090626,1.8376890189573465,0.2529369810426534,0.36009899999999995,component_rows_need_new_base
konrad_laimer__aut,Konrad Laimer,AUT,MID,0.8698,0.079073,3,2.9288160000000003,2.642,1.9220676923076925,2.569675,2.318030461538462,0.2516445384615382,0.2868160000000004,component_rows_need_new_base
jo_o_neves__por,João Neves,POR,MID,0.6325,0.0575,3,0.554906,0.476,2.749624615384616,1.747641,1.4991310769230772,0.24850992307692277,0.07890600000000003,component_rows_need_new_base
marcel_sabitzer__aut,Marcel Sabitzer,AUT,MID,0.8181,0.074373,3,3.1163540000000003,2.861,2.662864615384616,3.019234,2.7718390769230776,0.24739492307692235,0.2553540000000001,component_rows_need_new_base
douglas_santos__bra,Douglas Santos,BRA,DEF,0.43,0.039091,3,0.350111,0.239,0.8961978199052141,0.780076,0.5347390189573464,0.24533698104265356,0.11111100000000002,component_rows_need_new_base
himad_abdelli__alg,Himad Abdelli,ALG,MID,0.6008,0.054618,3,0.777577,0.601,1.1045215384615383,1.070735,0.8275846923076923,0.24315030769230772,0.17657699999999998,component_rows_need_new_base
kosta_barbarouses__nzl,Kosta Barbarouses,NZL,FWD,0.8303,0.075482,3,1.42042,1.162,1.0193922580645165,1.34082,1.0978265161290324,0.24299348387096753,0.2584200000000001,component_rows_need_new_base
emil_holm__swe,Emil Holm,SWE,DEF,0.7883,0.071664,3,1.55613,1.297,0.8961978199052141,1.340767,1.1166390189573465,0.22412798104265352,0.2591300000000001,component_rows_need_new_base
jonathan_tah__ger,Jonathan Tah,GER,DEF,0.5671,0.051555,3,1.877353,1.672,1.9939794312796224,2.040039,1.8168907440758302,0.22314825592416998,0.20535300000000012,component_rows_need_new_base
ngel_romero__par,Angel Romero,PAR,FWD,0.6098,0.055436,3,1.405065,1.087,0.2983587096774194,0.946333,0.7321114193548387,0.21422158064516128,0.31806500000000004,component_rows_need_new_base
kristoffer_ajer__nor,Kristoffer Ajer,NOR,DEF,0.8028,0.072982,3,1.043061,0.878,1.452374786729859,1.350122,1.1364686540284366,0.2136533459715635,0.165061,component_rows_need_new_base
diogo_dalot__por,Diogo Dalot,POR,DEF,0.577,0.052455,3,0.698199,0.593,1.8968306161137456,1.389008,1.1797237772511855,0.20928422274881453,0.10519900000000004,component_rows_need_new_base
maximilian_w_ber__aut,Maximilian Wöber,AUT,DEF,0.6391,0.0581,3,0.428703,0.315,0.8961978199052141,0.784647,0.5765390189573464,0.2081079810426536,0.113703,component_rows_need_new_base
renato_veiga__por,Renato Veiga,POR,DEF,0.5625,0.051136,3,0.541465,0.453,1.7486786729857835,1.238383,1.0360554028436026,0.20232759715639737,0.08846499999999996,component_rows_need_new_base
romano_schmid__aut,Romano Schmid,AUT,MID,0.8195,0.0745,3,2.888152,2.659,1.9220676923076925,2.527953,2.3273804615384615,0.20057253846153866,0.22915200000000002,component_rows_need_new_base
jan_paul_van_hecke__ned,Jan Paul van Hecke,NED,DEF,0.6122,0.055655,3,0.501728,0.409,1.452374786729859,1.075068,0.8785186540284365,0.19654934597156337,0.09272799999999998,component_rows_need_new_base
pape_matar_sarr__sen,Pape Matar Sarr,SEN,MID,0.5274,0.047945,3,0.716877,0.579,1.1045215384615383,1.009677,0.8154846923076923,0.19419230769230766,0.13787700000000003,component_rows_need_new_base
isma_l_bennacer__alg,Ismael Bennacer,ALG,MID,0.7025,0.063864,3,0.998625,0.83,1.1045215384615383,1.147259,0.9535346923076923,0.19372430769230775,0.16862500000000002,component_rows_need_new_base
jordan_ayew__gha,Jordan Ayew,GHA,FWD,0.8417,0.076518,3,2.021508,1.824,1.759073225806452,1.988037,1.7947829516129037,0.19325404838709637,0.1975079999999998,component_rows_need_new_base
mahmoud_al_mardi__jor,Mahmoud Al-Mardi,JOR,MID,0.731,0.066455,3,1.1335,0.862,0.30366,0.803111,0.610747,0.19236399999999998,0.27149999999999996,component_rows_need_new_base
david_m_ller_wolfe__nor,David Møller Wolfe,NOR,DEF,0.8444,0.076764,3,2.083612,1.871,1.452374786729859,1.873824,1.6826186540284365,0.19120534597156347,0.21261200000000002,component_rows_need_new_base
dodi_lukebakio__bel,Dodi Lukebakio,BEL,FWD,0.5114,0.046491,3,1.240541,1.113,2.2812009677419365,1.826471,1.6386904354838716,0.18778056451612835,0.1275409999999999,component_rows_need_new_base
telmo_arcanjo__cpv,Telmo Arcanjo,CPV,MID,0.7304,0.0664,3,0.484247,0.383,1.1045215384615383,0.892432,0.7076846923076923,0.18474730769230774,0.10124699999999998,component_rows_need_new_base
mustafa_eskihella__tur,Mustafa Eskihellac,TUR,DEF,0.8002,0.072745,3,0.418902,0.245,0.2744454028436021,0.441556,0.25825043127962094,0.18330556872037906,0.173902,component_rows_need_new_base
path_ciss__sen,Pathe Ciss,SEN,MID,0.4717,0.042882,3,0.624002,0.505,1.1045215384615383,0.957361,0.7747846923076923,0.1825763076923077,0.11900199999999994,component_rows_need_new_base
ayoub_el_kaabi__mar,Ayoub El Kaabi,MAR,FWD,0.7445,0.067682,3,3.5189139999999997,3.311,2.2812009677419365,3.026405,2.8475904354838715,0.17881456451612854,0.2079139999999997,component_rows_need_new_base
julian_ryerson__nor,Julian Ryerson,NOR,DEF,0.7228,0.065709,3,0.518521,0.442,1.7486786729857835,1.208324,1.0300054028436025,0.17831859715639742,0.076521,component_rows_need_new_base
mahmoud_saber__egy,Mahmoud Saber,EGY,MID,0.4889,0.044445,3,0.724804,0.597,1.1045215384615383,1.002081,0.8253846923076923,0.1766963076923077,0.12780400000000003,component_rows_need_new_base
pedro_porro__esp,Pedro Porro,ESP,DEF,0.5375,0.048864,3,0.6583,0.576,1.9939794312796224,1.387563,1.2140907440758302,0.17347225592416993,0.08230000000000004,component_rows_need_new_base
ibrahim_maza__alg,Ibrahim Maza,ALG,MID,0.7371,0.067009,3,2.7922710000000004,2.605,1.9220676923076925,2.463803,2.297680461538462,0.16612253846153813,0.1872710000000004,component_rows_need_new_base
neil_el_aynaoui__mar,Neil El Aynaoui,MAR,MID,0.8671,0.078827,3,2.283204,2.12,1.9220676923076925,2.187277,2.030930461538462,0.15634653846153812,0.1632039999999999,component_rows_need_new_base
abde_ezzalzouli__mar,Abde Ezzalzouli,MAR,FWD,0.7489,0.068082,3,3.119572,2.93,1.759073225806452,2.558563,2.4030829516129035,0.1554800483870964,0.18957199999999963,component_rows_need_new_base
deniz_undav__ger,Deniz Undav,GER,FWD,0.3287,0.029882,3,1.2330290000000002,1.13,2.2812009677419365,1.798302,1.6480404354838714,0.1502615645161287,0.10302900000000026,component_rows_need_new_base
johan_v_squez__mex,Johan Vasquez,MEX,DEF,0.6207,0.056427,3,2.2247459999999997,2.052,1.452374786729859,1.931258,1.7821686540284367,0.1490893459715632,0.17274599999999962,component_rows_need_new_base
egil_selvik__nor,Egil Selvik,NOR,GK,0.1538,0.013982,3,0.12439,0.101,1.2103171874999996,0.739188,0.6001927343749999,0.1389952656250001,0.023389999999999994,component_rows_need_new_base
santiago_bueno__uru,Santiago Bueno,URU,DEF,0.3621,0.032918,3,0.282601,0.246,1.7486786729857835,1.059416,0.9222054028436025,0.13721059715639738,0.036600999999999995,component_rows_need_new_base
paul_okon_engstler__aus,Paul Okon-Engstler,AUS,MID,0.873,0.079364,3,0.85408,0.673,0.30366,0.643158,0.506797,0.13636099999999995,0.1810799999999999,component_rows_need_new_base
daniel_jebbison__can,Daniel Jebbison,CAN,FWD,0.3358,0.030527,3,1.363588,1.219,1.0193922580645165,1.26311,1.1291765161290326,0.13393348387096737,0.14458799999999994,component_rows_need_new_base
ramin_rezaeian__irn,Ramin Rezaeian,IRN,DEF,0.7,0.063636,3,0.33248099999999997,0.267,0.8961978199052141,0.682503,0.5501390189573464,0.13236398104265357,0.06548099999999996,component_rows_need_new_base
daizen_maeda__jpn,Daizen Maeda,JPN,FWD,0.5912,0.053745,3,0.616285,0.524,1.0193922580645165,0.878473,0.7469265161290324,0.13154648387096757,0.09228499999999995,component_rows_need_new_base
diego_g_mez__par,Diego Gomez,PAR,MID,0.7703,0.070027,3,1.5718429999999999,1.46,1.9220676923076925,1.795701,1.6679304615384618,0.12777053846153819,0.11184299999999991,component_rows_need_new_base
junnosuke_suzuki__jpn,Junnosuke Suzuki,JPN,DEF,0.7446,0.067691,3,0.316075,0.26,0.8961978199052141,0.664109,0.5462890189573464,0.11781998104265357,0.056074999999999986,component_rows_need_new_base
jorrel_hato__ned,Jorrel Hato,NED,DEF,0.5733,0.052118,3,0.46687,0.393,0.8961978199052141,0.735872,0.6194390189573464,0.11643298104265354,0.07386999999999999,component_rows_need_new_base
brian_cipenga__cod,Brian Cipenga,COD,MID,0.6555,0.059591,3,0.11411600000000001,0.069,0.30366,0.288757,0.174597,0.11415999999999998,0.045116,component_rows_need_new_base
dominik_kotarski__cro,Dominik Kotarski,CRO,GK,0.1323,0.012027,3,0.086802,0.069,0.8897765624999998,0.551443,0.4383494531249999,0.11309354687500012,0.017802,component_rows_need_new_base
youcef_atal__alg,Youcef Atal,ALG,DEF,0.7066,0.064236,3,0.13925200000000001,0.111,0.8961978199052141,0.577324,0.46433901895734636,0.11298498104265359,0.028252000000000013,component_rows_need_new_base
kalidou_koulibaly__sen,Kalidou Koulibaly,SEN,DEF,0.8707,0.079155,3,0.740033,0.644,0.8961978199052141,0.870446,0.7574890189573464,0.11295698104265361,0.09603300000000004,component_rows_need_new_base
marin_pongra_i__cro,Marin Pongracic,CRO,DEF,0.4152,0.037745,3,0.202127,0.164,0.8961978199052141,0.60453,0.49348901895734637,0.11104098104265364,0.038126999999999994,component_rows_need_new_base
milad_mohammadi__irn,Milad Mohammadi,IRN,DEF,0.6793,0.061755,3,0.358348,0.299,0.8961978199052141,0.678161,0.5677390189573464,0.11042198104265366,0.05934800000000001,component_rows_need_new_base
arthur_masuaku__cod,Arthur Masuaku,COD,DEF,0.6914,0.062855,3,0.266786,0.222,0.8961978199052141,0.634236,0.5253890189573464,0.10884698104265367,0.04478600000000002,component_rows_need_new_base
o_uz_ayd_n__tur,Oguz Aydin,TUR,MID,0.462,0.033,3,1.113073,0.958,0.30366,0.770956,0.663547,0.10740899999999998,0.15507300000000002,component_rows_need_new_base
tarik_muharemovic__bih,Tarik Muharemovic,BIH,DEF,0.7755,0.0705,3,0.736234,0.667,1.452374786729859,1.126337,1.0204186540284366,0.10591834597156335,0.06923400000000002,component_rows_need_new_base
alexis_vega__mex,Alexis Vega,MEX,FWD,0.6639,0.060355,3,3.986804,3.83,1.0193922580645165,2.67025,2.5652265161290324,0.10502348387096738,0.15680399999999972,component_rows_need_new_base
ismail_jakobs__sen,Ismail Jakobs,SEN,DEF,0.6515,0.059227,3,0.34863900000000003,0.296,0.8961978199052141,0.66676,0.5660890189573464,0.1006709810426536,0.05263900000000005,component_rows_need_new_base
patrick_wimmer__aut,Patrick Wimmer,AUT,MID,0.5787,0.04,3,0.49617,0.457,1.9220676923076925,1.211958,1.1162804615384616,0.09567753846153848,0.03916999999999998,component_rows_need_new_base
ronaldo_mart_nez__par,Ronaldo Martinez,PAR,FWD,0.5337,0.048518,3,1.2535759999999998,1.114,0.2983587096774194,0.84055,0.7469614193548388,0.09358858064516118,0.1395759999999997,component_rows_need_new_base
miro_muheim__sui,Miro Muheim,SUI,DEF,0.3111,0.028282,3,0.25431699999999996,0.216,0.8961978199052141,0.614703,0.5220890189573464,0.09261398104265361,0.03831699999999996,component_rows_need_new_base
anass_salah_eddine__mar,Anass Salah-Eddine,MAR,DEF,0.4835,0.043955,3,0.316346,0.271,0.8961978199052141,0.644761,0.5523390189573464,0.09242198104265364,0.045346,component_rows_need_new_base
hossein_abarghouei__irn,Hossein Abarghouei,IRN,DEF,0.7913,0.071936,3,0.395306,0.299,0.2744454028436021,0.379428,0.28795043127962094,0.09147756872037904,0.096306,component_rows_need_new_base
thalente_mbatha__rsa,Thalente Mbatha,RSA,MID,0.5547,0.050427,3,0.105289,0.097,1.9220676923076925,1.007133,0.9182804615384617,0.0888525384615384,0.00828899999999999,component_rows_need_new_base
miles_robinson__usa,Miles Robinson,USA,DEF,0.5132,0.046655,3,0.32710900000000004,0.244,0.2744454028436021,0.345475,0.25770043127962095,0.08777456872037903,0.08310900000000004,component_rows_need_new_base
yuto_nagatomo__jpn,Yuto Nagatomo,JPN,DEF,0.7557,0.0687,3,0.172145,0.119,0.2744454028436021,0.273334,0.18895043127962097,0.08438356872037905,0.053145,component_rows_need_new_base
martin_zlomisli__bih,Martin Zlomislic,BIH,GK,0.1855,0.016864,3,0.062661,0.042,0.3481734374999999,0.261979,0.17977804687499996,0.08220095312500006,0.020660999999999992,component_rows_need_new_base
mohanad_lasheen__egy,Mohanad Lasheen,EGY,MID,0.4745,0.043136,3,0.736828,0.674,1.1045215384615383,0.948623,0.8677346923076923,0.0808883076923077,0.062828,component_rows_need_new_base
ismaila_sarr__sen,Ismaila Sarr,SEN,MID,0.6015,0.037,3,1.038565,0.99,2.3658784615384616,1.686379,1.6091453076923077,0.07723369230769239,0.04856499999999997,component_rows_need_new_base
mohamed_el_shenawy__egy,Mohamed El-Shennawy,EGY,GK,0.7849,0.071355,3,1.631183,1.537,0.8897765624999998,1.322085,1.245749453125,0.076335546875,0.09418300000000013,component_rows_need_new_base
mart_n_zubimendi__esp,Martin Zubimendi,ESP,MID,0.5578,0.050709,3,1.780492,1.717,2.3658784615384616,2.083284,2.0089953076923077,0.0742886923076922,0.06349199999999988,component_rows_need_new_base
aurele_amenda__sui,Aurele Amenda,SUI,DEF,0.2809,0.025536,3,0.245662,0.216,0.8961978199052141,0.593784,0.5220890189573464,0.0716949810426536,0.029661999999999994,component_rows_need_new_base
scott_mckenna__sco,Scott McKenna,SCO,DEF,0.6233,0.056664,3,0.39034,0.35,0.8961978199052141,0.666362,0.5957890189573464,0.07057298104265364,0.04034000000000004,component_rows_need_new_base
joe_bell__nzl,Joe Bell,NZL,MID,0.8244,0.074945,3,0.6971130000000001,0.644,1.1045215384615383,0.92144,0.8512346923076923,0.0702053076923077,0.05311300000000008,component_rows_need_new_base
noussair_mazraoui__mar,Noussair Mazraoui,MAR,DEF,0.7704,0.070036,3,2.2462109999999997,2.171,1.7486786729857835,2.050527,1.9809554028436027,0.06957159715639749,0.07521099999999992,component_rows_need_new_base
ger_nimo_rulli__arg,Geronimo Rulli,ARG,GK,0.0987,0.008973,3,0.177643,0.164,1.6192828124999996,0.886999,0.8188772656249999,0.06812173437500013,0.013642999999999988,component_rows_need_new_base
martin_baturina__cro,Martin Baturina,CRO,MID,0.5703,0.051845,3,2.7257230000000003,2.653,1.9220676923076925,2.387787,2.324080461538462,0.06370653846153784,0.07272300000000032,component_rows_need_new_base
gustavo_puerta__col,Gustavo Puerta,COL,MID,0.3363,0.030573,3,0.856219,0.802,1.1045215384615383,1.001558,0.9381346923076923,0.06342330769230764,0.054218999999999906,component_rows_need_new_base
pedro_vite__ecu,Pedro Vite,ECU,MID,0.7525,0.068409,3,1.933306,1.856,1.1045215384615383,1.581056,1.5178346923076924,0.0632213076923076,0.07730599999999987,component_rows_need_new_base
mamadou_sarr__sen,Mamadou Sarr,SEN,DEF,0.4682,0.042564,3,0.157941,0.139,0.8961978199052141,0.541217,0.4797390189573464,0.06147798104265356,0.018940999999999986,component_rows_need_new_base
patrick_berg__nor,Patrick Berg,NOR,MID,0.698,0.063455,3,1.503737,1.438,1.1045215384615383,1.346812,1.2879346923076924,0.05887730769230748,0.06573700000000016,component_rows_need_new_base
isma_l_gharbi__tun,Ismael Gharbi,TUN,MID,0.8814,0.080127,3,1.14621,1.093,1.1045215384615383,1.152703,1.0981846923076923,0.0545183076923077,0.05320999999999998,component_rows_need_new_base
dean_henderson__eng,Dean Henderson,ENG,GK,0.08,0.007273,3,0.171686,0.161,1.6192828124999996,0.871469,0.8172272656249998,0.05424173437500024,0.010686000000000001,component_rows_need_new_base
samukele_kabini__rsa,Samukele Kabini,RSA,DEF,0.3475,0.031591,3,0.136302,0.106,0.2744454028436021,0.23377,0.18180043127962095,0.051969568720379056,0.03030200000000001,component_rows_need_new_base
santiago_mele__uru,Santiago Mele,URU,GK,0.2221,0.020191,3,0.153415,0.142,1.2103171874999996,0.672803,0.6227427343749998,0.05006026562500021,0.011415000000000008,component_rows_need_new_base
alexander_n_bel__ger,Alexander Nübel,GER,GK,0.143,0.013,3,0.20720599999999997,0.196,1.6192828124999996,0.884302,0.8364772656249998,0.04782473437500023,0.011205999999999966,component_rows_need_new_base
mark_mckenzie__usa,Mark McKenzie,USA,DEF,0.3942,0.035836,3,0.279259,0.235,0.2744454028436021,0.300352,0.25275043127962094,0.04760156872037907,0.04425899999999999,component_rows_need_new_base
lucas_digne__fra,Lucas Digne,FRA,DEF,0.4613,0.041936,3,0.7352019999999999,0.706,1.7486786729857835,1.222083,1.1752054028436025,0.0468775971563975,0.02920199999999995,component_rows_need_new_base
alexander_djiku__gha,Alexander Djiku,GHA,DEF,0.8325,0.075682,3,0.203341,0.192,1.452374786729859,0.804012,0.7591686540284366,0.044843345971563364,0.01134099999999999,component_rows_need_new_base
leandro_bacuna__cuw,Leandro Bacuna,CUW,MID,0.9141,0.0831,3,1.164812,1.12,1.1045215384615383,1.157568,1.1130346923076924,0.04453330769230757,0.04481199999999985,component_rows_need_new_base
keisuke_sako__jpn,Keisuke Osako,JPN,GK,0.3581,0.032555,3,0.082679,0.077,1.2103171874999996,0.630285,0.5869927343749999,0.043292265625000104,0.0056790000000000035,component_rows_need_new_base
nicolas_fonseca__uru,Nicolas Fonseca,URU,MID,0.344,0.031273,3,0.738164,0.706,1.1045215384615383,0.92567,0.8853346923076924,0.04033530769230764,0.03216400000000008,component_rows_need_new_base
patrick_agyemang__usa,Patrick Agyemang,USA,FWD,0.7929,0.072082,3,4.745022,4.691,1.759073225806452,3.410461,3.3716329516129036,0.038828048387096636,0.05402199999999979,component_rows_need_new_base
camilo_vargas__col,Camilo Vargas,COL,GK,0.2844,0.025855,3,0.15968100000000002,0.152,1.4534859374999995,0.774945,0.7376686718749998,0.03727632812500015,0.007681000000000021,component_rows_need_new_base
yvon_mvogo__sui,Yvon Mvogo,SUI,GK,0.2232,0.020291,3,0.164494,0.153,0.8897765624999998,0.52095,0.4845494531249999,0.036400546875000106,0.011494000000000004,component_rows_need_new_base
shoja_khalilzadeh__irn,Shojae Khalilzadeh,IRN,DEF,0.7167,0.065155,3,0.56848,0.541,0.8961978199052141,0.736437,0.7008390189573463,0.03559798104265366,0.02747999999999995,component_rows_need_new_base
willian_pacho__ecu,Willian Pacho,ECU,DEF,0.7838,0.071255,3,2.4106520000000002,2.369,1.452374786729859,1.991759,1.9565186540284367,0.035240345971563336,0.04165200000000002,component_rows_need_new_base
tomoki_hayakawa__jpn,Tomoki Hayakawa,JPN,GK,0.2561,0.023282,3,0.112847,0.108,1.2103171874999996,0.637051,0.6040427343749999,0.033008265625000144,0.004847000000000004,component_rows_need_new_base
mohamed_salah__egy,Mohamed Salah,EGY,FWD,0.8489,0.077173,3,3.8351610000000003,3.801,3.020881935483872,3.480953,3.449946870967743,0.031006129032256968,0.03416100000000011,component_rows_need_new_base
patrick_beach__aus,Patrick Beach,AUS,GK,0.2281,0.020736,3,0.066268,0.056,0.3481734374999999,0.217962,0.18747804687499994,0.030483953125000046,0.010267999999999992,component_rows_need_new_base
shogo_taniguchi__jpn,Shogo Taniguchi,JPN,DEF,0.5529,0.050264,3,0.269685,0.26,1.452374786729859,0.826241,0.7965686540284366,0.02967234597156343,0.009685,component_rows_need_new_base
omar_alderete__par,Omar Alderete,PAR,DEF,0.6182,0.0562,3,0.26165099999999997,0.254,1.7486786729857835,0.954517,0.9266054028436026,0.02791159715639735,0.007650999999999963,component_rows_need_new_base
eray_c_mert__sui,Eray Cömert,SUI,DEF,0.3067,0.027882,3,0.29894,0.276,0.2744454028436021,0.299265,0.27530043127962095,0.023964568720379054,0.02293999999999996,component_rows_need_new_base
martin_erlic__cro,Martin Erlic,CRO,DEF,0.2946,0.026782,3,0.17030800000000001,0.165,1.452374786729859,0.768263,0.7443186540284366,0.023944345971563474,0.005308000000000007,component_rows_need_new_base
jovane_cabral__cpv,Jovane Cabral,CPV,FWD,0.7525,0.068409,3,1.238698,1.213,1.0193922580645165,1.149729,1.1258765161290325,0.0238524838709675,0.025698,component_rows_need_new_base
unai_sim_n__esp,Unai Simon,ESP,GK,0.8011,0.072827,3,0.347605,0.34,1.7187609374999997,0.981924,0.960442421875,0.021481578125000067,0.007604999999999973,component_rows_need_new_base
el_hadji_malick_diouf__sen,El Hadji Malick Diouf,SEN,DEF,0.7414,0.0674,3,0.680141,0.667,1.7486786729857835,1.174725,1.1537554028436026,0.020969597156397457,0.013140999999999958,component_rows_need_new_base
jeremie_frimpong__ned,Jeremie Frimpong,NED,DEF,0.4459,0.040536,3,0.45023599999999997,0.443,1.8968306161137456,1.117669,1.0972237772511857,0.02044522274881433,0.007235999999999965,component_rows_need_new_base
zion_suzuki__jpn,Zion Suzuki,JPN,GK,0.7731,0.070282,3,0.176456,0.172,1.4534859374999995,0.768065,0.7486686718749999,0.01939632812500014,0.0044560000000000155,component_rows_need_new_base
son_heung_min__kor,Heung-Min Son,KOR,FWD,0.8464,0.076945,3,2.5453650000000003,2.53,3.250866774193549,2.87286,2.854390048387097,0.018469951612903213,0.015365000000000517,component_rows_need_new_base
alexander_schlager__aut,Alexander Schlager,AUT,GK,0.4304,0.039127,3,0.164123,0.16,1.2103171874999996,0.648946,0.6326427343749998,0.016303265625000174,0.004122999999999988,component_rows_need_new_base
phillipp_mwene__aut,Phillipp Mwene,AUT,DEF,0.6568,0.059709,3,1.2421579999999999,1.224,0.8961978199052141,1.092459,1.0764890189573464,0.01596998104265368,0.018157999999999896,component_rows_need_new_base
payam_niazmand__irn,Payam Niazmand,IRN,GK,0.1498,0.013618,3,0.139828,0.131,0.3481734374999999,0.244142,0.22872804687499995,0.015413953125000046,0.008828000000000003,component_rows_need_new_base
ajdin_hrustic__aus,Ajdin Hrustic,AUS,MID,0.645,0.058636,3,0.615842,0.597,0.30366,0.479673,0.464997,0.014676000000000022,0.018842000000000025,component_rows_need_new_base
leopold_querfeld__aut,Leopold Querfeld,AUT,DEF,0.3116,0.028327,3,0.22604900000000003,0.217,0.2744454028436021,0.252977,0.24285043127962097,0.010126568720379037,0.00904900000000003,component_rows_need_new_base
elias_saad__tun,Elias Saad,TUN,MID,0.5733,0.052118,3,1.256433,1.246,1.1045215384615383,1.192236,1.1823346923076923,0.009901307692307793,0.010432999999999915,component_rows_need_new_base
brandley_kuwas__cuw,Brandley Kuwas,CUW,FWD,0.6808,0.061891,3,1.3185669999999998,1.304,0.2983587096774194,0.860312,0.8514614193548388,0.008850580645161199,0.014566999999999775,component_rows_need_new_base
ali_nemati__irn,Ali Nemati,IRN,DEF,0.514,0.064,3,0.35045899999999996,0.347,0.8961978199052141,0.600062,0.5941390189573463,0.005922981042653652,0.00345899999999999,component_rows_need_new_base
callum_mccowatt__nzl,Callum McCowatt,NZL,MID,0.7572,0.068836,3,0.649849,0.648,1.1045215384615383,0.857193,0.8534346923076923,0.003758307692307672,0.0018489999999999895,component_rows_need_new_base
emiliano_mart_nez__arg,Emiliano Martinez,ARG,GK,0.7354,0.066855,3,0.227814,0.227,1.7187609374999997,0.901514,0.8982924218749999,0.003221578125000124,0.0008139999999999814,component_rows_need_new_base
zineddine_belaid__alg,Zineddine Belaid,ALG,DEF,0.4472,0.040655,3,0.259427,0.258,0.8961978199052141,0.548205,0.5451890189573464,0.0030159810426536593,0.0014270000000000116,component_rows_need_new_base
ryan_thomas__nzl,Ryan Thomas,NZL,MID,0.8342,0.075836,3,0.7989729999999999,0.797,1.1045215384615383,0.937701,0.9353846923076923,0.0023163076923077286,0.0019729999999998915,component_rows_need_new_base
maxime_cr_peau__can,Maxime Crepeau,CAN,GK,0.4522,0.041109,3,0.11633399999999999,0.116,0.8897765624999998,0.465536,0.46419945312499994,0.0013365468750000664,0.0003339999999999871,component_rows_need_new_base
blas_riveros__par,Blas Riveros,PAR,DEF,0.5235,0.047591,3,0.176817,0.176,0.2744454028436021,0.221323,0.22030043127962096,0.0010225687203790357,0.0008170000000000122,component_rows_need_new_base
gustavo_g_mez__par,Gustavo Gomez,PAR,DEF,0.7834,0.071218,3,0.438246,0.438,1.452374786729859,0.894971,0.8944686540284366,0.0005023459715634004,0.000246000000000024,component_rows_need_new_base
simon_adingra__civ,Simon Adingra,CIV,FWD,0.7629,0.069355,3,0.458728,0.0,1.0193922580645165,0.458727,0.4587265161290324,4.838709675714092e-07,0.458728,component_rows_need_new_base
nicolas_pepe__civ,Nicolas Pepe,CIV,FWD,0.6409,0.058264,3,0.458728,0.0,1.0193922580645165,0.458727,0.4587265161290324,4.838709675714092e-07,0.458728,component_rows_need_new_base
