match_id,home,away,kickoff_dk,home_clean_sheet_odds,away_clean_sheet_odds,home_team_under_0_5_odds,away_team_under_0_5_odds,source,scraped_at,oddset_url,status,note
25,CZE,RSA,2026-06-18 18:00,2.3,3.5,3.5,2.3,Oddset team total under 0.5,2026-06-02T21:33:21,https://danskespil.dk/oddset/sports/event/9658315/fodbold/verden/vm/tjekkiet-sydafrika,ok,
