strategy,display_name_da,formation,total_score,total_ev,total_price,avg_start_prob,avg_conditional_start_prob,high_risk_players,teams_summary,player_names,recommended_captain,captain_expected_growth,captain_round,captain_score,captain_reason
next_round,Næste runde (runde 1),3-4-3,106.136365,48.171636,50000000,0.8644,0.9124,0,ARG:2; AUT:3; CAN:1; ESP:1; MEX:1; NOR:1; SCO:1; SUI:1,Silvan Widmer; Philipp Lienhart; Cesar Montes; Lautaro Martinez; Lionel Messi; Jonathan David; Unai Simon; Marcel Sabitzer; Scott McTominay; Antonio Nusa; Konrad Laimer,Jonathan David,2.666279,1,3.732849,kaptajnscore baseret paa runde 1-vaekst 2.666; ingen registreret straffe-/doedboldsrolle; hoej startsikkerhed; maalprofil-proxy: angriber
round1_2,1. + 2. runde,3-4-3,127.243364,49.730038,49500000,0.886,0.9235,0,ARG:1; CAN:2; ECU:1; ESP:1; NOR:1; POR:3; SUI:2,Silvan Widmer; Nuno Mendes; Ruben Dias; Jonathan David; Lautaro Martinez; Cristiano Ronaldo; Unai Simon; Tajon Buchanan; John Yeboah; Antonio Nusa; Remo Freuler,Cristiano Ronaldo,2.699723,1,4.124654,kaptajnscore baseret paa runde 1-vaekst 2.7; ingen registreret straffe-/doedboldsrolle; hoej startsikkerhed; maalprofil-proxy: angriber
group_stage,Gruppespil,3-4-3,142.885636,50.638167,50000000,0.8525,0.8916,0,ARG:2; CAN:3; ECU:1; ESP:1; MEX:1; SUI:1; TUR:2,Silvan Widmer; Cesar Montes; Richie Laryea; Lautaro Martinez; Lionel Messi; Jonathan David; Unai Simon; Kerem Akturkoglu; John Yeboah; Arda Güler; Tajon Buchanan,Jonathan David,2.666279,1,3.732849,kaptajnscore baseret paa runde 1-vaekst 2.666; ingen registreret straffe-/doedboldsrolle; hoej startsikkerhed; maalprofil-proxy: angriber
practical_start,1. + 2. runde,3-4-3,139.125673,49.786379,50000000,0.8669,0.9117,0,ARG:1; CAN:2; ECU:1; ESP:1; GER:1; MEX:1; NOR:1; POR:2; SUI:1,Silvan Widmer; Nuno Mendes; Cesar Montes; Lautaro Martinez; Jonathan David; Cristiano Ronaldo; Unai Simon; Tajon Buchanan; John Yeboah; Joshua Kimmich; Antonio Nusa,Cristiano Ronaldo,2.699723,1,4.124654,kaptajnscore baseret paa runde 1-vaekst 2.7; ingen registreret straffe-/doedboldsrolle; hoej startsikkerhed; maalprofil-proxy: angriber
long_run,Lang sigt,5-3-2,75.17701,44.145509,50000000,0.8734,0.9163,0,ARG:1; BEL:1; BRA:1; ENG:1; ESP:3; GER:1; NOR:1; POR:2,Nuno Mendes; Marquinhos; Ruben Dias; Nicolas Tagliafico; Nico Schlotterbeck; Mikel Oyarzabal; Nico Williams; Unai Simon; Declan Rice; Antonio Nusa; Youri Tielemans,Mikel Oyarzabal,1.852901,1,3.066126,kaptajnscore baseret paa runde 1-vaekst 1.853; ingen registreret straffe-/doedboldsrolle; hoej startsikkerhed; maalprofil-proxy: angriber
