match_id,home_team_id,away_team_id,home_win_odds,draw_odds,away_win_odds,home_win_prob,draw_prob,away_win_prob,source,odds_fetched_at,odds_fetched_label
52,,,1.33,5.0,8.0,0.6982021295164951,0.18572176645138772,0.11607610403211731,bet365,,
52,,,1.35,5.0,8.5,0.699876492383697,0.1889666529435982,0.11115685467270482,Betinia,,
53,,,3.8,3.3,1.9,0.2408759124087591,0.2773722627737226,0.4817518248175182,bet365,,
53,,,4.0,3.4,1.94,0.23594219487766485,0.27757905279725276,0.4864787523250822,Betinia,,
54,,,3.4,3.25,2.1,0.2728362982210673,0.2854287427543474,0.44173495902458515,bet365,,
54,,,3.5,3.25,2.14,0.26936483346243223,0.29008520526723475,0.4405499612703331,Betinia,,
55,,,8.0,4.75,1.33,0.11495246326707001,0.19360414866032843,0.6914433880726015,bet365,,
55,,,9.0,5.0,1.33,0.10452687834014461,0.1881483810122603,0.7073247406475951,Betinia,,
56,,,5.0,3.75,1.65,0.1864406779661017,0.2485875706214689,0.5649717514124294,bet365,,
56,,,5.0,4.0,1.63,0.18805884049610616,0.2350735506201327,0.5768676088837612,Betinia,,
57,,,5.75,4.1,1.53,0.16232161571204926,0.2276461683766545,0.6100322159112963,bet365,,
57,,,5.66,4.2,1.55,0.1666880040967866,0.22463192933043147,0.6086800665727821,Betinia,,
58,,,2.05,3.4,3.5,0.4569015166058744,0.2754847379535419,0.26761374544058353,bet365,,
58,,,2.0,3.4,3.75,0.47134935304990755,0.27726432532347506,0.2513863216266174,Betinia,,
59,,,2.62,3.4,2.5,0.35478754487018943,0.2733951081058519,0.3718173470239586,bet365,,
59,,,2.62,3.5,2.54,0.35970349749947395,0.2692637609853205,0.37103274151520543,Betinia,,
60,,,2.15,3.2,3.4,0.43398484244116475,0.29158356601515756,0.2744315915436777,bet365,,
60,,,2.16,3.2,3.5,0.43627298223745714,0.2944842630102836,0.2692427547522593,Betinia,,
61,,,4.75,3.6,1.7,0.19555839590988974,0.25802843904777123,0.546413165042339,bet365,,
61,,,4.75,3.8,1.7,0.19825072886297374,0.24781341107871718,0.5539358600583091,Betinia,,
62,,,1.48,4.2,6.0,0.6253722453841571,0.22036926742108395,0.15425848719475876,bet365,,
62,,,1.47,4.33,6.66,0.6409382772025044,0.2175933643158618,0.14146835848163386,Betinia,,
63,,,2.62,3.3,2.6,0.3569348531491805,0.28338464098510696,0.35968050586571265,bet365,,
63,,,2.9,3.6,2.28,0.3249406175771971,0.26175771971496437,0.4133016627078384,Betinia,,
64,,,5.0,3.9,1.61,0.18560997960329895,0.23796151231192175,0.5764285080847793,bet365,,
64,,,5.0,4.0,1.63,0.18805884049610616,0.2350735506201327,0.5768676088837612,Betinia,,
65,,,9.0,5.75,1.27,0.10360727840244033,0.16216791402121095,0.7342248075763488,bet365,,
65,,,10.0,5.5,1.28,0.09406734366648851,0.17103153393907003,0.7349011223944415,Betinia,,
66,,,2.25,2.9,3.6,0.41651705565529623,0.32315978456014366,0.26032315978456017,bet365,,
66,,,2.37,3.1,3.14,0.39693672826920257,0.3034645309671,0.29959874076369747,Betinia,,
67,,,1.72,3.6,4.5,0.5376344086021505,0.25686977299880526,0.20549581839904416,bet365,,
67,,,1.7,3.66,5.0,0.5541760038762038,0.25740415480588696,0.1884198413179093,Betinia,,
68,,,10.0,6.25,1.25,0.09433962264150944,0.1509433962264151,0.7547169811320755,bet365,,
68,,,13.0,6.0,1.22,0.07234631350069183,0.15675034591816564,0.7709033405811425,Betinia,,
69,,,2.45,3.3,2.8,0.3820549927641099,0.28364688856729375,0.3342981186685962,bet365,,
69,,,2.54,3.25,2.8,0.3719295377447173,0.29067723872971757,0.33739322352556506,Betinia,,
70,,,3.4,3.25,2.15,0.27566821185521256,0.2883913600946839,0.4359404280501035,bet365,,
70,,,3.5,3.2,2.16,0.2692427547522593,0.2944842630102836,0.43627298223745714,Betinia,,
71,,,3.5,3.2,2.15,0.2686975200156219,0.2938879125170865,0.4374145674672915,bet365,,
71,,,3.5,3.25,2.14,0.26936483346243223,0.29008520526723475,0.4405499612703331,Betinia,,
72,,,12.0,7.0,1.16,0.07657487740475291,0.13127121840814784,0.7921539041870992,bet365,,
72,,,17.0,7.0,1.16,0.05529828384636338,0.13429583219831107,0.8104058839553255,Betinia,,
1,,,1.42,4.7,9.0,0.6849758720082909,0.20695015707484535,0.10807397091686367,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
2,,,2.75,3.15,2.95,0.35647837345353417,0.3112112784118155,0.33231034813465044,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
3,,,1.85,3.5,5.0,0.526711813393529,0.27840481565086533,0.19488337095560576,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
4,,,1.95,3.4,4.5,0.49829018075232057,0.28578407425500735,0.21592574499267222,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
5,,,16.0,7.0,1.23,0.06137287048257182,0.14028084681730701,0.7983462827001212,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
6,,,1.65,3.9,6.1,0.5904690990320178,0.24981384959046912,0.15971705137751305,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
7,,,6.4,4.35,1.58,0.15332961517010596,0.22558839933073066,0.6210819854991634,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
8,,,5.6,3.85,1.7,0.173953488372093,0.25302325581395346,0.5730232558139535,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
9,,,1.04,25.0,51.0,0.9416265398363416,0.039171664057191816,0.019201796106466575,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
10,,,2.1,3.7,3.55,0.4631523272214386,0.26287023977433,0.27397743300423133,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
11,,,3.75,2.8,2.45,0.2584047462096242,0.34607778510217535,0.39551746868820037,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
12,,,1.93,3.5,4.5,0.504969541519718,0.2784546328951587,0.21657582558512342,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
13,,,1.11,12.5,26.0,0.883788597767414,0.07848042748174638,0.037730974750839606,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
14,,,1.62,4.0,6.1,0.5985967322506255,0.24243167656150336,0.15897159118787108,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
15,,,8.0,4.7,1.47,0.12278519255718069,0.20899607243775437,0.668218735005065,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
16,,,1.87,3.55,4.7,0.5195796029583495,0.2736940443752433,0.20672635266640715,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
17,,,1.45,4.6,8.0,0.6682404212820047,0.2106410023606319,0.12111857635736334,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
18,,,17.0,7.5,1.21,0.05774921251073848,0.13089821502434057,0.8113525724649209,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
19,,,1.4,4.9,10.0,0.7014028056112225,0.2004008016032064,0.09819639278557114,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
20,,,1.32,5.75,11.0,0.740979381443299,0.17010309278350513,0.08891752577319588,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
21,,,1.29,6.0,12.0,0.7561436672967865,0.1625708884688091,0.08128544423440455,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
22,,,1.74,3.8,5.2,0.5578769057029926,0.25544889892715983,0.18667419536984756,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
23,,,2.12,3.5,3.8,0.46219071448429244,0.27995551848762856,0.25785376702807894,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
24,,,9.5,4.8,1.42,0.10342002245622553,0.20468546111127972,0.6918945164324949,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
25,,,2.02,3.4,4.35,0.48579405485301363,0.2886188208244375,0.22558712432254888,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
26,,,1.61,4.0,6.4,0.6045720763272247,0.24334026072170795,0.15208766295106746,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
27,,,1.32,5.3,12.0,0.7358045258919895,0.18325697625989174,0.08093849784811885,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
28,,,1.83,3.6,4.9,0.5314053321283326,0.27013104383190245,0.19846362403976503,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
29,,,1.81,3.8,4.7,0.5372236426530305,0.2558881034742066,0.2068882538727628,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
30,,,4.3,3.4,2.02,0.22761317690727115,0.2878637237356665,0.48452309935706234,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
31,,,1.09,13.0,34.0,0.8961336496157979,0.07513735985240153,0.028728990531800582,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
32,,,2.28,3.3,3.55,0.42860278783887606,0.29612556250685984,0.2752716496542641,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
33,,,1.68,4.1,5.6,0.5848787446504994,0.23965763195435097,0.17546362339514981,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
34,,,1.61,4.3,6.1,0.6103690603620794,0.22853353190301112,0.1610974077349095,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
35,,,1.22,6.75,17.0,0.7983997216907288,0.14430335710558356,0.057296921203687595,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
36,,,5.3,3.7,1.76,0.18369534555712272,0.2631311706629055,0.5531734837799718,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
37,,,1.12,10.0,30.0,0.8700696055684455,0.0974477958236659,0.03248259860788864,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
38,,,1.41,4.9,9.0,0.6923185607309378,0.19921819808788205,0.10846324118118024,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
39,,,1.47,4.5,8.0,0.6620689655172414,0.2162758620689655,0.1216551724137931,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
40,,,5.4,3.7,1.75,0.1803370004177691,0.2631945411502576,0.5564684584319732,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
41,,,1.71,3.85,5.5,0.5697794879384342,0.2530708894479799,0.17714962261358594,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
42,,,1.14,10.0,23.0,0.8594275465211867,0.09797474030341528,0.04259771317539795,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
43,,,2.18,3.55,3.5,0.4470389292653091,0.2745196805065842,0.2784413902281068,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
44,,,6.5,4.25,1.56,0.14934114202049784,0.22840409956076138,0.6222547584187409,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
45,,,1.27,6.25,12.0,0.7639224873316187,0.15522904942578494,0.08084846324259631,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
46,,,1.36,5.1,10.0,0.7129277566539922,0.19011406844106465,0.09695817490494296,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
47,,,7.0,4.2,1.54,0.13865546218487396,0.2310924369747899,0.6302521008403361,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
48,,,1.53,4.2,7.5,0.6376389141920205,0.23228274731280743,0.13007833849517217,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
50,,,1.65,3.85,6.25,0.5908170155300473,0.25320729237002026,0.1559756920999325,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
49,,,2.2,3.45,3.65,0.44634470536109877,0.2846256092157732,0.26902968542312805,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
52,,,1.35,5.3,10.5,0.7229150428682776,0.1841387373343726,0.09294621979734997,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
51,,,8.0,4.5,1.49,0.12274599542334096,0.21821510297482835,0.6590389016018307,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
54,,,4.25,3.5,1.98,0.22931833223031103,0.27845797485109197,0.49222369291859697,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
53,,,5.0,3.65,1.84,0.19656968916466666,0.2692735468009132,0.5341567640344203,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
55,,,15.0,6.4,1.25,0.06517311608961303,0.15274949083503053,0.7820773930753564,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
56,,,5.0,3.85,1.76,0.1945672773215414,0.2526847757422615,0.5527479469361971,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
58,,,2.1,3.5,3.75,0.46296296296296297,0.2777777777777778,0.2592592592592593,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
57,,,7.0,4.6,1.52,0.14031144646010593,0.2135174185262482,0.6461711350136459,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
60,,,2.23,3.35,3.55,0.43595007239868766,0.2901996004325592,0.2738503271687531,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
59,,,2.75,3.5,2.63,0.35318944844124694,0.2775059952038369,0.36930455635491605,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
61,,,4.4,3.75,1.87,0.22093224744411716,0.2592271703344308,0.519840582221452,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
62,,,1.46,4.5,8.0,0.663594470046083,0.2152995391705069,0.12110599078341014,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
63,,,2.7,3.4,2.8,0.3625285605483625,0.2878903274942879,0.3495811119573496,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
64,,,5.8,4.0,1.68,0.16942315449778136,0.245663574021783,0.5849132714804357,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
66,,,2.28,3.15,3.7,0.4273457265427346,0.3093169068309317,0.2633373666263337,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
65,,,10.5,5.8,1.32,0.09289458357600465,0.16817122888759464,0.7389341875364007,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
67,,,1.68,3.9,6.0,0.5845323741007193,0.2517985611510791,0.1636690647482014,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
68,,,11.0,5.75,1.3,0.08791531902381652,0.16818582769773596,0.7438988532784475,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
70,,,3.7,3.4,2.15,0.26252469024959596,0.2856886335069133,0.4517866762434908,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
69,,,2.38,3.3,3.3,0.40942928039702237,0.29528535980148884,0.29528535980148884,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
71,,,3.6,3.35,2.2,0.2694698354661792,0.28957952468007314,0.4409506398537477,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
72,,,18.0,7.0,1.22,0.054568690095846646,0.14031948881789136,0.805111821086262,Unibet,2026-06-11T19:12:00+02:00,11.06 kl. 19:12
9,GER,CUW,1.05,23.0,46.0,0.935910478128179,0.042726347914547304,0.021363173957273652,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
10,NED,JPN,2.08,3.6,3.85,0.47213516827905705,0.27278920833901077,0.2550756233819321,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
11,CIV,ECU,3.4,2.85,2.63,0.28688163812075396,0.3422447612668643,0.37087360061238156,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
12,SWE,TUN,1.96,3.5,4.35,0.4973702263892065,0.27852732677795566,0.2241024468328379,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
13,ESP,CPV,1.1,13.0,26.0,0.887372013651877,0.0750853242320819,0.03754266211604095,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
14,BEL,EGY,1.62,4.0,6.25,0.6008893161879582,0.24336017305612306,0.15575051075591875,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
15,KSA,URU,8.5,4.6,1.46,0.11534366090749837,0.21313502558994266,0.671521313502559,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
16,IRN,NZL,1.86,3.5,4.9,0.523280649295173,0.2780862879111491,0.19863306279367793,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
17,FRA,SEN,1.48,4.6,8.0,0.6636848939546962,0.2135334006636849,0.12278170538161881,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
18,IRQ,NOR,17.0,7.5,1.2,0.05736137667304016,0.13001912045889102,0.8126195028680689,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
19,ARG,ALG,1.38,5.0,10.0,0.7072135785007072,0.19519094766619519,0.09759547383309759,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
20,AUT,JOR,1.3,6.1,10.0,0.7445380202611985,0.15867203710484562,0.09678994263395582,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
21,POR,COD,1.29,5.8,12.0,0.7519284371556363,0.1672392558501329,0.0808323069942309,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
22,ENG,CRO,1.7,3.15,5.5,0.5408991570402748,0.29191383078364036,0.16718701217608492,Unibet,2026-06-14T12:31:07+02:00,14.06 kl. 12:31
