match_id,home_team_id,away_team_id,home_win_odds,draw_odds,away_win_odds,home_win_prob,draw_prob,away_win_prob,source,odds_fetched_at,odds_fetched_label
1,,,1.45,4.33,7.0,0.6485017704889973,0.2171657199097104,0.13433250960129228,bet365,,
1,,,1.47,4.33,6.66,0.6409382772025044,0.2175933643158618,0.14146835848163386,Betinia,,
2,,,2.62,3.1,2.75,0.357412376320644,0.3020711051484153,0.3405165185309409,bet365,,
2,,,2.6,3.33,2.66,0.3625520837596902,0.28307369903159,0.35437421720871976,Betinia,,
3,,,1.8,3.75,4.2,0.5239520958083832,0.25149700598802394,0.2245508982035928,bet365,,
3,,,1.81,3.66,4.2,0.5193488881230869,0.256836471995297,0.223814639881616,Betinia,,
4,,,2.0,3.4,3.75,0.47134935304990755,0.27726432532347506,0.2513863216266174,bet365,,
4,,,1.96,3.6,3.66,0.4807776512829494,0.26175672125405025,0.2574656274630002,Betinia,,
5,,,10.0,5.75,1.27,0.0942227670075159,0.16386568175220156,0.7419115512402826,bet365,,
5,,,8.5,5.75,1.3,0.11090504451038577,0.16394658753709201,0.7251483679525222,Betinia,,
6,,,1.57,4.0,5.25,0.5911746076430431,0.2320360334998944,0.1767893588570624,bet365,,
6,,,1.62,3.8,5.5,0.5811043763554468,0.24773397097258518,0.17116165267196795,Betinia,,
7,,,6.25,4.75,1.42,0.1488715996247862,0.1958836837168239,0.6552447166583899,bet365,,
7,,,6.5,5.0,1.41,0.14471928564097303,0.18813507133326493,0.6671456430257621,Betinia,,
8,,,4.5,3.5,1.8,0.208955223880597,0.26865671641791045,0.5223880597014926,bet365,,
8,,,4.2,3.6,1.83,0.2241273729332517,0.2614819350887937,0.5143906919779547,Betinia,,
9,,,1.03,17.0,41.0,0.9210561090995586,0.05580516425720855,0.023138726643232813,bet365,,
9,,,1.03,14.0,51.0,0.9142710800947564,0.06726422946411423,0.018464690441129396,Betinia,,
10,,,2.0,3.75,3.4,0.47134935304990755,0.2513863216266174,0.27726432532347506,bet365,,
10,,,1.94,3.75,3.6,0.4863287582405706,0.25159407759645513,0.2620771641629741,Betinia,,
11,,,3.5,3.0,2.25,0.26865671641791045,0.3134328358208955,0.417910447761194,bet365,,
11,,,3.66,2.83,2.3,0.2574273872049611,0.3329272922862748,0.40964532050876423,Betinia,,
12,,,1.95,3.3,4.0,0.4811372334609076,0.2843083652268999,0.23455440131219243,bet365,,
12,,,1.96,3.33,4.0,0.4810956845861566,0.2831674299666267,0.23573688544721672,Betinia,,
13,,,1.083,11.0,21.0,0.8695455777396333,0.08561071460836571,0.04484370765200108,bet365,,
13,,,1.08,9.5,31.0,0.8706835383159885,0.0989829706717124,0.030333491012298958,Betinia,,
14,,,1.66,3.8,5.0,0.5653415853368245,0.24696500833134966,0.18769340633182577,bet365,,
14,,,1.66,4.0,4.75,0.5667412378821775,0.23519761372110362,0.19806114839671882,Betinia,,
15,,,6.5,4.5,1.48,0.14627717988139688,0.21128925982868438,0.6424335602899187,bet365,,
15,,,6.0,4.2,1.52,0.15683962264150944,0.2240566037735849,0.6191037735849058,Betinia,,
16,,,1.85,3.5,4.2,0.5078597339782346,0.26844014510278114,0.22370012091898428,bet365,,
16,,,1.86,3.5,4.2,0.5065123010130246,0.26917510853835025,0.2243125904486252,Betinia,,
17,,,1.44,4.5,6.5,0.6487025948103793,0.20758483033932135,0.14371257485029942,bet365,,
17,,,1.44,4.5,7.0,0.6554307116104868,0.2097378277153558,0.1348314606741573,Betinia,,
18,,,12.0,6.25,1.22,0.07839407803423636,0.1505166298257338,0.7710892921400297,bet365,,
18,,,9.5,6.0,1.26,0.09878479027832222,0.15640925127401017,0.7448059584476675,Betinia,,
19,,,1.42,4.5,7.0,0.6585824796153043,0.20781936023416264,0.13359816015053314,bet365,,
19,,,1.44,4.25,7.5,0.6532431601598524,0.2213341530894559,0.12542268675069168,Betinia,,
20,,,1.33,5.5,8.0,0.7101928819304333,0.17173755144863206,0.11806956662093454,bet365,,
20,,,1.33,5.33,8.0,0.7063239515710904,0.1762496914802158,0.11742635694869379,Betinia,,
21,,,1.27,6.0,9.5,0.7433005150942166,0.1573319423616092,0.09936754254417422,bet365,,
21,,,1.3,5.33,9.5,0.724246931944961,0.17664559315730757,0.09910747489773152,Betinia,,
22,,,1.72,3.7,4.75,0.5473543243327416,0.2544457940141393,0.19819988165311905,bet365,,
22,,,1.75,3.75,4.5,0.5389221556886228,0.251497005988024,0.20958083832335334,Betinia,,
23,,,2.0,3.5,3.6,0.4701492537313433,0.26865671641791045,0.2611940298507463,bet365,,
23,,,2.05,3.66,3.33,0.4596169293253838,0.2574357117806111,0.282947358894005,Betinia,,
24,,,7.5,4.5,1.4,0.12462908011869436,0.20771513353115725,0.6676557863501484,bet365,,
24,,,8.0,4.25,1.42,0.11742387391769628,0.22103317443331064,0.6615429516489931,Betinia,,
25,,,1.95,3.2,4.0,0.4769001490312966,0.2906110283159464,0.23248882265275708,bet365,,
25,,,1.88,3.4,4.2,0.4998599831979837,0.27639316718006157,0.2237468496219546,Betinia,,
26,,,1.55,3.9,5.25,0.5907812161869724,0.23479766284354037,0.17442112096948711,bet365,,
26,,,1.54,4.2,5.75,0.6118106047171484,0.22433055506295443,0.16385884021989716,Betinia,,
27,,,1.33,4.75,9.0,0.7003891050583657,0.1961089494163424,0.10350194552529182,bet365,,
27,,,1.47,4.5,6.33,0.6414803704979833,0.20955025436267455,0.1489693751393421,Betinia,,
28,,,1.8,3.4,4.5,0.5182926829268292,0.274390243902439,0.20731707317073167,bet365,,
28,,,1.75,3.6,4.75,0.5392195506503745,0.2621206148994876,0.19865983445013796,Betinia,,
29,,,1.7,3.5,4.75,0.5424143556280587,0.2634584013050571,0.19412724306688417,bet365,,
29,,,1.72,4.0,4.33,0.5472768867149485,0.2353290612874278,0.21739405199762382,Betinia,,
30,,,3.75,3.1,2.0,0.244817374136229,0.29615004935834155,0.4590325765054294,bet365,,
30,,,3.75,3.14,2.1,0.251257430269776,0.3000685871056241,0.4486739826245999,Betinia,,
31,,,1.056,17.0,26.0,0.9068378032367134,0.05633063060105702,0.036831566162229594,bet365,,
31,,,1.06,11.0,36.0,0.8882508635772285,0.08559508321744204,0.026154053205329507,Betinia,,
32,,,2.2,3.1,3.4,0.4243156199677939,0.30112721417069244,0.2745571658615137,bet365,,
32,,,2.25,3.1,3.4,0.41883568448241604,0.3039936419630439,0.27717067355454006,Betinia,,
33,,,1.65,3.9,4.5,0.5587392550143266,0.2363896848137536,0.20487106017191975,bet365,,
33,,,1.61,4.2,5.0,0.5863956215793589,0.2247849882720876,0.1888193901485536,Betinia,,
34,,,1.53,4.1,5.5,0.6055642086041141,0.22597883882055966,0.16845695257532628,bet365,,
34,,,1.55,4.25,5.5,0.6073400454693082,0.22150048717115947,0.17115946735953233,Betinia,,
35,,,1.3,5.0,10.0,0.7194244604316546,0.18705035971223022,0.09352517985611511,bet365,,
35,,,1.25,5.66,12.0,0.7547085949219401,0.16667592644035778,0.07861547863770209,Betinia,,
36,,,4.33,3.3,1.83,0.21375553502596287,0.2804731717158846,0.5057712932581525,bet365,,
36,,,4.75,3.33,1.81,0.1979909533773729,0.28241952809084725,0.5195895185317798,Betinia,,
37,,,1.1,9.0,26.0,0.8587155963302752,0.10495412844036697,0.0363302752293578,bet365,,
37,,,1.12,8.0,21.0,0.8379888268156424,0.11731843575418995,0.04469273743016759,Betinia,,
38,,,1.38,4.5,7.0,0.6649778340721976,0.20392653578214057,0.13109563014566178,bet365,,
38,,,1.41,4.5,7.5,0.6660746003552398,0.20870337477797513,0.12522202486678508,Betinia,,
39,,,1.45,4.33,6.5,0.6418691631412705,0.2149446389272153,0.1431861979315142,bet365,,
39,,,1.41,4.5,7.5,0.6660746003552398,0.20870337477797513,0.12522202486678508,Betinia,,
40,,,5.0,3.5,1.7,0.1862284820031299,0.26604068857589985,0.5477308294209703,bet365,,
40,,,4.75,3.8,1.71,0.1988950276243094,0.24861878453038674,0.5524861878453039,Betinia,,
41,,,1.61,3.75,5.25,0.576036866359447,0.24731182795698925,0.17665130568356374,bet365,,
41,,,1.66,3.66,5.33,0.5665733404586538,0.2569704221752364,0.1764562373661098,Betinia,,
42,,,1.11,9.0,19.0,0.8461995249406176,0.1043646080760095,0.04943586698337293,bet365,,
42,,,1.12,8.0,21.0,0.8379888268156424,0.11731843575418995,0.04469273743016759,Betinia,,
43,,,2.1,3.3,3.4,0.4436536180308422,0.2823250296559905,0.27402135231316727,bet365,,
43,,,2.0,3.4,3.75,0.47134935304990755,0.27726432532347506,0.2513863216266174,Betinia,,
44,,,5.0,3.7,1.65,0.18581646629127987,0.25110333282605385,0.5630802008826663,bet365,,
44,,,4.75,3.75,1.71,0.19823788546255508,0.2511013215859031,0.5506607929515419,Betinia,,
45,,,1.27,5.75,8.5,0.7297771473365934,0.16118556123782152,0.10903729142558514,bet365,,
45,,,1.25,6.0,11.0,0.7564469914040115,0.15759312320916904,0.08595988538681948,Betinia,,
46,,,1.3,5.0,9.0,0.7120253164556962,0.18512658227848103,0.10284810126582279,bet365,,
46,,,1.33,5.33,8.0,0.7063239515710904,0.1762496914802158,0.11742635694869379,Betinia,,
47,,,6.0,3.8,1.5,0.15199999999999997,0.23999999999999996,0.6079999999999999,bet365,,
47,,,6.5,4.2,1.5,0.1453287197231834,0.22491349480968856,0.629757785467128,Betinia,,
48,,,1.48,3.9,6.5,0.6222080408423739,0.2361199744735163,0.14167198468410977,bet365,,
48,,,1.47,4.2,7.0,0.6410256410256411,0.22435897435897437,0.13461538461538464,Betinia,,
49,,,2.0,3.3,3.6,0.4626168224299065,0.2803738317757009,0.2570093457943925,bet365,,
49,,,2.08,3.25,3.66,0.45283579134910423,0.2898149064634267,0.25734930218746904,Betinia,,
50,,,1.61,3.6,5.25,0.5701615457713018,0.2549889135254989,0.17484954070319925,bet365,,
50,,,1.68,3.75,5.0,0.5605381165919282,0.25112107623318386,0.1883408071748879,Betinia,,
51,,,7.5,4.5,1.38,0.12343470483005364,0.2057245080500894,0.6708407871198568,bet365,,
51,,,7.0,4.75,1.41,0.13444070858634014,0.19812314949565912,0.6674361419180007,Betinia,,
