player_id,player_name,team_id,position,recent_available_observations,recent_available_start_rate,historical_weighted_start_rate,neutral_injury_or_suspension_rows,old_conditional_start_prob,new_conditional_start_prob,old_start_prob,new_start_prob,old_start_prob_source,new_start_prob_source,context_override
rodrigo_de_paul__arg,Rodrigo de Paul,ARG,MID,2026-06-07:played:start=0; 2026-03-31:played:start=0; 2026-03-27:played:start=0,0,0.7526,0,0.4678,0.2258,0.4553,0.2199,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
patrick_pentz__aut,Patrick Pentz,AUT,GK,2026-06-01:in squad:start=0; 2026-03-31:played:start=1; 2026-03-27:in squad:start=0,0.3333,0.4127,0,0.0538,0.0538,0.0538,0.0538,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
cesar_samudio__pan,Cesar Samudio,PAN,GK,2026-06-06:in squad:start=0; 2026-06-04:played:start=1; 2026-05-31:in squad:start=0,0.3333,0.0685,0,0.0491,0.0476,0.0491,0.0476,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
paul_okon_engstler__aus,Paul Okon-Engstler,AUS,MID,2026-06-06:played:start=1; 2026-05-31:played:start=0; 2026-03-31:played:start=0,0.3333,0.3231,0,0.05,0.3303,0.0476,0.3162,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
exequiel_palacios__arg,Exequiel Palacios,ARG,MID,2026-06-07:played:start=1; 2026-03-31:in squad:start=0; 2026-03-27:played:start=0,0.3333,0.152,19,0.05,0.2789,0.0474,0.2648,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
haissem_hassan__egy,Haissem Hassan,EGY,MID,2026-06-06:played:start=1; 2026-05-28:played:start=0; 2026-03-31:played:start=0,0.3333,0.2604,0,0.05,0.3115,0.047,0.2955,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
igor_thiago__bra,Igor Thiago,BRA,FWD,2026-06-06:played:start=1; 2026-05-31:played:start=0; 2026-04-01:played:start=0,0.3333,0.2604,0,0.05,0.3115,0.047,0.2955,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
marcio_rosa__cpv,Marcio Rosa,CPV,GK,2026-05-31:in squad:start=0; 2026-03-30:played:start=1; 2026-03-27:in squad:start=0,0.3333,0.1121,1,0.0464,0.0464,0.0464,0.0464,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
gonzalo_valle__ecu,Gonzalo Valle,ECU,GK,2026-05-31:in squad:start=0; 2026-03-31:played:start=1; 2026-03-27:in squad:start=0,0.3333,0.2353,2,0.0457,0.0457,0.0457,0.0457,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
moises_ramirez__ecu,Moises Ramirez,ECU,GK,2026-05-31:played:start=1; 2026-03-27:in squad:start=0; 2025-11-19:in squad:start=0,0.3333,0.1262,0,0.0356,0.0356,0.0356,0.0356,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
brice_samba__fra,Brice Samba,FRA,GK,2026-06-04:in squad:start=0; 2026-03-29:played:start=1; 2026-03-26:in squad:start=0,0.3333,0.0971,0,0.0343,0.0343,0.0343,0.0343,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
sabri_ben_hessen__tun,Sabri Ben Hessen,TUN,GK,2026-06-06:in squad:start=0; 2026-06-01:in squad:start=0; 2026-03-29:played:start=1,0.3333,0.1359,0,0.0323,0.0161,0.0323,0.0161,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
patrick_beach__aus,Patrick Beach,AUS,GK,2026-06-06:played:start=1; 2026-05-31:in squad:start=0; 2026-03-31:in squad:start=0,0.3333,0.3231,0,0.0266,0.0801,0.0266,0.0801,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
dominik_kotarski__cro,Dominik Kotarski,CRO,GK,2026-06-02:played:start=0; 2025-10-12:played:start=1; 2025-10-09:in squad:start=0,0.3333,0.1349,0,0.0263,0.0263,0.0263,0.0263,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
rui_silva__por,Rui Silva,POR,GK,2026-06-06:played:start=0; 2026-03-31:in squad:start=0; 2026-03-29:played:start=1,0.3333,0.0751,0,0.0236,0.0243,0.0236,0.0243,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
el_mehdi_benabid__mar,El Mehdi Benabid,MAR,GK,2026-03-31:in squad:start=0; 2026-03-27:in squad:start=0; 2025-12-18:played:start=1,0.3333,0.3267,0,0.0226,0.0226,0.0226,0.0226,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
juan_musso__arg,Juan Musso,ARG,GK,2026-06-07:played:start=1; 2026-03-31:played:start=0; 2026-03-27:in squad:start=0,0.3333,0.1354,3,0.0151,0.0269,0.0151,0.0269,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
deveron_fonville__cuw,Deveron Fonville,CUW,DEF,2026-05-30:played:start=1; 2025-11-19:in squad:start=0,0.5,0.5952,0,0.5286,0.5286,0.489,0.489,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
dominique_simon__hai,Dominique Simon,HAI,MID,2026-06-06:played:start=0; 2026-06-03:played:start=1,0.5,0.5,0,0.5,0.5,0.465,0.465,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
kees_smit__ned,Kees Smit,NED,MID,2026-03-31:in squad:start=0; 2026-03-27:played:start=1,0.5,0.5,0,0.5,0.5,0.4638,0.4638,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
marcelo_flores__can,Marcelo Flores,CAN,MID,2026-03-31:played:start=1; 2026-03-28:played:start=0,0.5,0.5,1,0.5,0.5,0.4638,0.4638,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
martial_godo__civ,Martial Godo,CIV,FWD,2026-03-31:in squad:start=0; 2026-03-28:played:start=1,0.5,0.5,0,0.5,0.5,0.4638,0.4638,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
tommy_smith__nzl,Tommy Smith,NZL,DEF,1971-05-18:played:start=1; 1971-05-11:in squad:start=0,0.5,0.5,0,0.5,0.5,0.4417,0.4417,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
liam_kelly__sco,Liam Kelly,SCO,GK,2014-11-17:in squad:start=0; 2014-11-15:played:start=1,0.5,0.5,0,0.1706,0.2508,0.1706,0.2508,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
mostafa_ziko__egy,Mostafa Ziko,EGY,MID,2026-06-06:played:start=1; 2026-05-28:played:start=0,0.5,0.5,0,0.05,0.5,0.0456,0.465,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
joan_garcia__esp,Joan Garcia,ESP,GK,2026-06-04:played:start=1; 2026-03-31:played:start=0,0.5,0.5208,0,0.0404,0.0404,0.0404,0.0404,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
alireza_beiranvand__irn,Alireza Beiranvand,IRN,GK,2026-06-04:played:start=1; 2026-05-29:played:start=1; 2026-03-31:in squad:start=0,0.6667,0.7712,2,0.9438,0.9438,0.9438,0.9438,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
mike_maignan__fra,Mike Maignan,FRA,GK,2026-06-04:played:start=1; 2026-03-29:in squad:start=0; 2026-03-26:played:start=1,0.6667,0.708,10,0.9407,0.9407,0.9407,0.9407,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
vozinha__cpv,Vozinha,CPV,GK,2026-05-31:played:start=1; 2026-03-30:in squad:start=0; 2026-03-27:played:start=1,0.6667,0.8108,1,0.9285,0.9285,0.9285,0.9285,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
alexander_schlager__aut,Alexander Schlager,AUT,GK,2026-06-01:played:start=1; 2026-03-31:in squad:start=0; 2026-03-27:played:start=1,0.6667,0.5805,15,0.9212,0.9212,0.9212,0.9212,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
ronwen_williams__rsa,Ronwen Williams,RSA,GK,2026-05-29:in squad:start=0; 2026-03-31:played:start=1; 2026-03-27:played:start=1,0.6667,0.8702,3,0.92,0.92,0.92,0.92,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
nikola_vasilj__bih,Nikola Vasilj,BIH,GK,2026-06-06:played:start=1; 2026-05-29:in squad:start=0; 2026-03-31:played:start=1,0.6667,0.625,0,0.9142,0.9097,0.9142,0.9097,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
matej_kovar__cze,Matej Kovar,CZE,GK,2026-06-05:played:start=1; 2026-05-31:in squad:start=0; 2026-03-31:played:start=1,0.6667,0.6553,0,0.9123,0.9123,0.9123,0.9123,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
rani_khedira__tun,Rani Khedira,TUN,MID,2026-06-06:in squad:start=0; 2026-06-01:played:start=1; 2026-03-31:played:start=1,0.6667,0.7396,0,0.97,0.6885,0.9119,0.6533,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
bart_verbruggen__ned,Bart Verbruggen,NED,GK,2026-06-03:played:start=1; 2026-03-31:in squad:start=0; 2026-03-27:played:start=1,0.6667,0.8525,0,0.9051,0.9051,0.9051,0.9051,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
ivan_unji__bih,Ivan Sunjic,BIH,MID,2026-06-06:in squad:start=0; 2026-03-31:played:start=1; 2026-03-26:played:start=1,0.6667,0.81,1,0.97,0.7097,0.9043,0.6652,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
salem_al_dawsari__ksa,Salem Al-Dawsari,KSA,MID,2026-06-05:played:start=0; 2026-05-31:played:start=1; 2025-12-18:played:start=1,0.6667,0.854,22,0.9651,0.7229,0.9023,0.677,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
tyler_bindon__nzl,Tyler Bindon,NZL,DEF,2026-06-06:played:start=0; 2026-06-03:played:start=1; 2026-03-30:played:start=1,0.6667,0.7,1,0.924,0.6767,0.8981,0.6587,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
jean_kevin_duverne__hai,Jean-Kevin Duverne,HAI,DEF,2026-06-06:played:start=0; 2026-06-03:played:start=1; 2026-03-31:played:start=1,0.6667,0.9117,4,0.97,0.7402,0.8979,0.6885,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
josue_casimir__hai,Josue Casimir,HAI,FWD,2026-06-06:played:start=0; 2026-06-03:played:start=1; 2026-03-29:played:start=1,0.6667,0.8227,0,0.97,0.7135,0.8939,0.6633,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
yahia_fofana__civ,Yahia Fofana,CIV,GK,2026-06-04:played:start=1; 2026-03-31:in squad:start=0; 2026-03-28:played:start=1,0.6667,0.7941,0,0.892,0.892,0.892,0.892,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
enzo_fern_ndez__arg,Enzo Fernandez,ARG,MID,2026-06-07:played:start=0; 2026-03-31:played:start=1; 2026-03-27:played:start=1,0.6667,0.7849,2,0.9498,0.7021,0.8911,0.6606,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
connor_metcalfe__aus,Connor Metcalfe,AUS,MID,2026-06-06:played:start=0; 2026-05-31:played:start=1; 2026-03-31:played:start=1,0.6667,0.7859,5,0.9505,0.7024,0.8809,0.6532,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
meshaal_barsham__qat,Meshaal Barsham,QAT,GK,2026-06-06:in squad:start=0; 2025-12-07:played:start=1; 2025-12-04:played:start=1,0.6667,0.6785,0,0.8806,0.5921,0.8806,0.5921,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
nuno_mendes__por,Nuno Mendes,POR,DEF,2026-03-31:played:start=0; 2026-03-29:played:start=1; 2025-10-14:played:start=1,0.6667,0.7727,15,0.93,0.6985,0.88,0.6728,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
julian_ryerson__nor,Julian Ryerson,NOR,DEF,2026-06-01:played:start=1; 2026-03-31:played:start=0; 2026-03-27:played:start=1,0.6667,0.6972,0,0.93,0.6758,0.88,0.6549,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
arda_g_ler__tur,Arda Güler,TUR,MID,2026-06-06:played:start=1; 2026-06-01:played:start=0; 2026-03-31:played:start=1,0.6667,0.7682,6,0.93,0.6971,0.88,0.6766,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
jordan_pickford__eng,Jordan Pickford,ENG,GK,2026-06-06:played:start=1; 2026-03-31:played:start=1; 2026-03-27:in squad:start=0,0.6667,0.7794,2,0.8646,0.9287,0.8646,0.9287,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
konrad_laimer__aut,Konrad Laimer,AUT,MID,2026-06-01:played:start=1; 2026-03-31:played:start=1; 2026-03-27:in squad:start=0,0.6667,0.8719,19,0.91,0.7282,0.86,0.7107,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
mohamed_salah__egy,Mohamed Salah,EGY,FWD,2026-06-06:played:start=0; 2026-01-17:played:start=1; 2026-01-14:played:start=1,0.6667,0.8978,14,0.97,0.736,0.8587,0.6536,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
orlando_mosquera__pan,Orlando Mosquera,PAN,GK,2026-06-06:played:start=1; 2026-06-04:in squad:start=0; 2026-05-31:played:start=1,0.6667,0.6468,1,0.8506,0.8542,0.8506,0.8542,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
stefan_posch__aut,Stefan Posch,AUT,DEF,2026-06-01:played:start=1; 2026-03-31:played:start=0; 2026-03-27:played:start=1,0.6667,0.6435,7,0.9,0.6597,0.84,0.6351,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
philipp_lienhart__aut,Philipp Lienhart,AUT,DEF,2026-06-01:played:start=1; 2026-03-31:played:start=1; 2026-03-27:played:start=0,0.6667,0.7549,13,0.9,0.6932,0.84,0.6592,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
luca_zidane__alg,Luca Zidane,ALG,GK,2026-06-03:played:start=1; 2026-03-31:played:start=1; 2026-03-27:in squad:start=0,0.6667,0.7101,1,0.8226,0.8226,0.8226,0.8226,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
james_rodr_guez__col,James Rodriguez,COL,MID,2026-06-01:played:start=0; 2026-03-29:played:start=1; 2026-03-26:played:start=1,0.6667,0.8358,17,0.9,0.9,0.82,0.82,transfermarkt_availability_split_2026_06_07+context_override,transfermarkt_availability_split_2026_06_07+context_override,yes
antonio_nusa__nor,Antonio Nusa,NOR,MID,2026-06-01:played:start=1; 2026-03-31:played:start=1; 2026-03-27:played:start=0,0.6667,0.6781,4,0.88,0.88,0.82,0.82,transfermarkt_availability_split_2026_06_07+context_override,transfermarkt_availability_split_2026_06_07+context_override,yes
mikel_oyarzabal__esp,Mikel Oyarzabal,ESP,FWD,2026-03-31:in squad:start=0; 2026-03-27:played:start=1; 2025-11-18:played:start=1,0.6667,0.5526,18,0.9,0.9,0.82,0.82,transfermarkt_availability_split_2026_06_07+context_override,transfermarkt_availability_split_2026_06_07+context_override,yes
marko_arnautovi__aut,Marko Arnautovic,AUT,FWD,2026-06-01:played:start=1; 2026-03-31:played:start=1; 2026-03-27:played:start=0,0.6667,0.6928,13,0.88,0.6745,0.82,0.6502,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
benjamin_asare__gha,Benjamin Asare,GHA,GK,2026-06-02:played:start=0; 2026-05-23:played:start=1; 2026-03-30:played:start=1,0.6667,0.687,0,0.8194,0.8194,0.8194,0.8194,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
hannibal_mejbri__tun,Hannibal Mejbri,TUN,MID,2026-06-06:in squad:start=0; 2026-06-01:played:start=1; 2026-01-03:played:start=1,0.6667,0.6781,2,0.9134,0.6701,0.8075,0.5947,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
abdulelah_al_amri__ksa,Abdulelah Al-Amri,KSA,DEF,2026-06-05:played:start=0; 2026-05-31:played:start=1; 2026-03-27:played:start=1,0.6667,0.6139,9,0.8938,0.6508,0.7908,0.5781,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
camilo_vargas__col,Camilo Vargas,COL,GK,2026-06-01:played:start=1; 2026-03-29:in squad:start=0; 2026-03-26:played:start=1,0.6667,0.5112,0,0.7899,0.7899,0.7899,0.7899,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
emam_ashour__egy,Emam Ashour,EGY,MID,2026-06-06:played:start=0; 2026-05-28:played:start=1; 2026-03-31:played:start=1,0.6667,0.625,12,0.8991,0.6542,0.784,0.5732,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
phillipp_mwene__aut,Phillipp Mwene,AUT,DEF,2026-06-01:played:start=0; 2026-03-31:played:start=1; 2026-03-27:played:start=1,0.6667,0.6896,8,0.82,0.82,0.76,0.76,transfermarkt_availability_split_2026_06_07+context_override,transfermarkt_availability_split_2026_06_07+context_override,yes
matheus_cunha__bra,Matheus Cunha,BRA,FWD,2026-06-06:played:start=0; 2026-05-31:played:start=1; 2026-04-01:played:start=1,0.6667,0.5461,11,0.8785,0.6305,0.7555,0.5422,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
mohamed_toure__aus,Mohamed Toure,AUS,FWD,2026-06-06:played:start=0; 2026-05-31:played:start=1; 2025-11-19:played:start=1,0.6667,0.5027,2,0.8744,0.6175,0.752,0.531,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
nicolas_seiwald__aut,Nicolas Seiwald,AUT,MID,2026-06-01:played:start=1; 2026-03-31:played:start=0; 2026-03-27:played:start=1,0.6667,0.936,0,0.7475,0.7475,0.7343,0.7343,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
pervis_estupi_n__ecu,Pervis Estupinan,ECU,DEF,2026-05-31:played:start=1; 2026-03-31:played:start=1; 2026-03-27:played:start=0,0.6667,0.9276,14,0.7449,0.7449,0.706,0.706,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
kim_seung_gyu__kor,Seung-Gyu Kim,KOR,GK,2026-06-04:played:start=1; 2026-05-31:in squad:start=0; 2026-03-31:played:start=1,0.6667,0.6142,18,0.7029,0.7029,0.7029,0.7029,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_07+gk_hierarchy_normalized,
jean_ricner_bellegarde__hai,Jean-Ricner Bellegarde,HAI,MID,2026-06-06:played:start=1; 2026-06-03:played:start=0; 2026-03-31:played:start=1,0.6667,0.8737,0,0.7233,0.7288,0.6978,0.7054,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
luka_modri__cro,Luka Modric,CRO,MID,2026-06-02:played:start=1; 2026-04-01:played:start=1; 2026-03-26:played:start=0,0.6667,0.8257,12,0.7144,0.7144,0.6936,0.6936,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
franck_kessie__civ,Franck Kessie,CIV,MID,2026-06-04:played:start=1; 2026-03-31:played:start=1; 2026-03-28:in squad:start=0,0.6667,0.8611,4,0.725,0.725,0.6903,0.6903,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
david_m_ller_wolfe__nor,David Møller Wolfe,NOR,DEF,2026-06-01:played:start=1; 2026-03-31:played:start=0; 2026-03-27:played:start=1,0.6667,0.8239,0,0.7138,0.7138,0.6856,0.6856,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
in_beom_hwang__kor,In-beom Hwang,KOR,MID,2026-06-04:played:start=1; 2026-05-31:played:start=0; 2025-10-14:played:start=1,0.6667,0.896,11,0.7355,0.7355,0.6856,0.6856,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
kim_min_jae__kor,Min-jae Kim,KOR,DEF,2026-06-04:played:start=1; 2026-05-31:played:start=0; 2026-03-31:played:start=1,0.6667,0.9008,18,0.7369,0.7369,0.6839,0.6839,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
jules_kounde__fra,Jules Kounde,FRA,DEF,2026-06-04:played:start=1; 2025-11-16:in squad:start=0; 2025-11-13:played:start=1,0.6667,0.7698,7,0.6976,0.6976,0.6814,0.6814,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
cristian_romero__arg,Cristian Romero,ARG,DEF,2026-06-07:played:start=0; 2026-03-31:played:start=1; 2026-03-27:played:start=1,0.6667,0.8548,8,0.7231,0.7231,0.6811,0.6811,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
tijjani_reijnders__ned,Tijjani Reijnders,NED,MID,2026-06-03:played:start=1; 2026-03-31:in squad:start=0; 2026-03-27:played:start=1,0.6667,0.7561,0,0.6935,0.6935,0.6768,0.6768,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
kylian_mbapp__fra,Kylian Mbappe,FRA,FWD,2026-06-04:played:start=1; 2026-03-29:played:start=0; 2026-03-26:played:start=1,0.6667,0.8084,9,0.7092,0.7092,0.6759,0.6759,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
kevin_lenini__cpv,Kevin Lenini Pina,CPV,MID,2026-05-31:played:start=1; 2026-03-30:played:start=0; 2026-03-27:played:start=1,0.6667,0.8696,1,0.7275,0.7275,0.6738,0.6738,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,2026-06-04:played:start=1; 2026-03-29:in squad:start=0; 2026-03-26:played:start=1,0.6667,0.7706,8,0.6978,0.6978,0.6726,0.6726,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
billy_gilmour__sco,Billy Gilmour,SCO,MID,2026-05-30:played:start=1; 2026-03-31:played:start=1; 2026-03-28:played:start=0,0.6667,0.7188,3,0.6823,0.6823,0.6722,0.6722,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
jos_mar_a_gim_nez__uru,Jose Maria Gimenez,URU,DEF,2026-03-31:played:start=1; 2026-03-27:played:start=1; 2025-11-19:in squad:start=0,0.6667,0.8107,30,0.7099,0.7099,0.6709,0.6709,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
ermedin_demirovic__bih,Ermedin Demirovic,BIH,FWD,2026-06-06:played:start=1; 2026-05-29:played:start=0; 2026-03-31:played:start=1,0.6667,0.8084,6,0.7054,0.7092,0.6703,0.6756,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
kwasi_sibo__gha,Kwasi Sibo,GHA,MID,2026-06-02:played:start=0; 2026-03-30:played:start=1; 2026-03-27:played:start=1,0.6667,0.8397,0,0.7186,0.7186,0.6695,0.6695,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
brian_gutierrez__mex,Brian Gutierrez,MEX,MID,2026-06-05:played:start=1; 2026-05-31:in squad:start=0; 2026-05-23:played:start=1,0.6667,0.7497,0,0.6916,0.6916,0.6683,0.6683,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
jhon_arias__col,Jhon Arias,COL,MID,2026-06-01:played:start=0; 2026-03-29:played:start=1; 2026-03-26:played:start=1,0.6667,0.8053,0,0.7082,0.7082,0.6681,0.6681,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
kerem_akt_rko_lu__tur,Kerem Akturkoglu,TUR,MID,2026-06-06:played:start=0; 2026-03-31:played:start=1; 2026-03-26:played:start=1,0.6667,0.7131,3,0.6806,0.6806,0.6674,0.6674,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
seol_young_woo__kor,Young-woo Seol,KOR,DEF,2026-06-04:played:start=1; 2026-05-31:played:start=0; 2026-03-31:played:start=1,0.6667,0.7737,2,0.6988,0.6988,0.6673,0.6673,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
memphis_depay__ned,Memphis Depay,NED,FWD,2026-06-03:played:start=0; 2025-11-17:played:start=1; 2025-11-14:played:start=1,0.6667,0.795,12,0.7052,0.7052,0.6669,0.6669,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
teboho_mokoena__rsa,Teboho Mokoena,RSA,MID,2026-05-29:in squad:start=0; 2026-03-31:played:start=1; 2026-03-27:played:start=1,0.6667,0.8847,0,0.7321,0.7321,0.6667,0.6667,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
josip_utalo__cro,Josip Sutalo,CRO,DEF,2026-06-02:played:start=1; 2026-04-01:played:start=1; 2026-03-26:in squad:start=0,0.6667,0.7269,2,0.6847,0.6847,0.6651,0.6651,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
nahuel_molina__arg,Nahuel Molina,ARG,DEF,2026-03-31:played:start=1; 2026-03-27:played:start=1; 2025-10-15:played:start=0,0.6667,0.7641,2,0.6959,0.6959,0.6643,0.6568,transfermarkt_availability_split_2026_06_07,transfermarkt_availability_split_2026_06_07,
