holdet_player_id,holdet_player_name,holdet_team_id,holdet_position,pool_player_id,pool_player_name,pool_team_id,pool_position,match_type,source_file
49868,Tae-Hyeon Kim,KOR,DEF,tae_hyeon_kim__kor,Tae-Hyeon Kim,KOR,DEF,name_team_position,data\holdet_players_game_616_flat.csv
49973,Young-woo Seol,KOR,DEF,seol_young_woo__kor,Young-woo Seol,KOR,DEF,name_team_position,data\holdet_players_game_616_flat.csv
50030,Gi-hyuk Lee,KOR,DEF,gi_hyuk_lee__kor,Gi-hyuk Lee,KOR,DEF,name_team_position,data\holdet_players_game_616_flat.csv
49276,Jesus Angulo,MEX,DEF,jesus_angulo__mex,Jesus Angulo,MEX,DEF,name_team_position,data\holdet_players_game_616_flat.csv
49082,Everardo Lopez,MEX,DEF,everardo_lopez__mex,Everardo Lopez,MEX,DEF,name_team_position,data\holdet_players_game_616_flat.csv
48944,Cesar Montes,MEX,DEF,c_sar_montes__mex,Cesar Montes,MEX,DEF,name_team_position,data\holdet_players_game_616_flat.csv
49277,Jesus Gallardo,MEX,DEF,jes_s_gallardo__mex,Jesus Gallardo,MEX,DEF,name_team_position,data\holdet_players_game_616_flat.csv
49231,Israel Reyes,MEX,DEF,israel_reyes__mex,Israel Reyes,MEX,DEF,name_team_position,data\holdet_players_game_616_flat.csv
49770,Richard Ledezma,MEX,DEF,richard_ledezma__mex,Richard Ledezma,MEX,DEF,name_team_position,data\holdet_players_game_616_flat.csv
49322,Jorge Sanchez,MEX,DEF,jorge_sanchez__mex,Jorge Sanchez,MEX,DEF,name_team_position,data\holdet_players_game_616_flat.csv
49303,Johan Vasquez,MEX,DEF,johan_v_squez__mex,Johan Vasquez,MEX,DEF,name_team_position,data\holdet_players_game_616_flat.csv
