player_id,player_name,team_id,team_name,position,price,price_estimate,start_prob,start_prob_source,minute_share,weighted_group_stage_ev,optimizer_ev,holdet_player_id,holdet_team_name,holdet_price,official_holdet_master,ev_rebased_to_holdet_master,ev_match_method,ev_match_score,goal_share_norm,assist_share_norm,sot_share_norm,match_1_opponent_team,match_1_kickoff,match_1_minutes_if_start,match_1_goal_ev,match_1_assist_ev,match_1_shots_on_target_ev,match_1_clean_sheet_ev,match_1_card_ev,match_1_result_ev,match_1_team_scores_ev,match_1_opponent_scores_ev,match_1_on_pitch_ev,match_1_start_minutes_ev,match_1_total_ev_next_match,match_1_weighted_match_ev,match_2_opponent_team,match_2_kickoff,match_2_minutes_if_start,match_2_goal_ev,match_2_assist_ev,match_2_shots_on_target_ev,match_2_clean_sheet_ev,match_2_card_ev,match_2_result_ev,match_2_team_scores_ev,match_2_opponent_scores_ev,match_2_on_pitch_ev,match_2_start_minutes_ev,match_2_total_ev_next_match,match_2_weighted_match_ev,match_3_opponent_team,match_3_kickoff,match_3_minutes_if_start,match_3_goal_ev,match_3_assist_ev,match_3_shots_on_target_ev,match_3_clean_sheet_ev,match_3_card_ev,match_3_result_ev,match_3_team_scores_ev,match_3_opponent_scores_ev,match_3_on_pitch_ev,match_3_start_minutes_ev,match_3_total_ev_next_match,match_3_weighted_match_ev,total_ev_group_stage,holdet_person_id,holdet_team_id,holdet_start_price,holdet_position,holdet_is_out,score,price_m,model_ev_before_price_quality,price_rank_pct_position,price_quality_ev,weighted_group_stage_ev_before_price_quality,optimizer_ev_before_price_quality,price_quality_weight,price_quality_applied,price_quality_spread_multiplier,name_norm,team_norm,position_norm,key_name_team_pos,key_name_team,key_token_team,round_context_source,price_quality_repair_source,match_1_win_prob,match_1_clean_sheet_prob,match_1_goal_multiplier,match_1_assist_multiplier,match_1_clean_sheet_multiplier,match_2_win_prob,match_2_clean_sheet_prob,match_2_goal_multiplier,match_2_assist_multiplier,match_2_clean_sheet_multiplier,match_3_win_prob,match_3_clean_sheet_prob,match_3_goal_multiplier,match_3_assist_multiplier,match_3_clean_sheet_multiplier,component_source,base_ev_source,repair_status
lautaro_mart_nez__arg,Lautaro Martinez,ARG,Argentina,FWD,8000000,8000000,0.8498,transfermarkt_availability_split_2026_06_01,0.077255,5.292868,5.292868,49423,Argentina,8000000,True,True,name_team_position,1.0,0.117,0.069,0.126,ALG,2026-06-17 03:00,67.224,0.366854,0.128374,0.210876,0.0,0.043818,0.144519,0.059673,-0.041118,0.051976,57.126955,2.234646,2.234646,AUT,2026-06-22 19:00,67.224,0.32343,0.115835,0.206768,0.0,0.043818,0.087519,0.059673,-0.041803,0.051976,57.126955,1.96154,1.863463,JOR,2026-06-28 04:00,67.224,0.336906,0.117677,0.193075,0.0,0.043818,0.079568,0.057683,-0.043118,0.051976,57.126955,1.996021,1.796419,6.192207,36368,762,8000000,FWD,False,,8.0,5.894528,0.98289,4.557505,5.894528,5.894528,0.45,True,1.35,lautaro martinez,arg,FWD,lautaro martinez|arg|FWD,lautaro martinez|arg,lautaro martinez|arg,,,,0.5135,,,1.2588,,0.4226,,,1.136,,0.5774,,,1.3451,complete_components,component_weighted_sum,component_base_rebuilt
lionel_messi__arg,Lionel Messi,ARG,Argentina,FWD,8000000,8000000,0.8949,transfermarkt_availability_split_2026_06_01,0.081355,5.094222,5.094222,49442,Argentina,8000000,True,True,name_team_position,1.0,0.097,0.074,0.121,ALG,2026-06-17 03:00,67.06,0.318081,0.144798,0.213143,0.0,0.046335,0.152188,0.06284,-0.0433,0.057388,60.011994,2.102642,2.102642,AUT,2026-06-22 19:00,67.06,0.279266,0.128438,0.210054,0.0,0.046335,0.092164,0.06284,-0.044022,0.057388,60.011994,1.834467,1.742744,JOR,2026-06-28 04:00,67.06,0.292747,0.132732,0.196153,0.0,0.046335,0.083792,0.060745,-0.045407,0.057388,60.011994,1.87552,1.687968,5.812629,23259,762,8000000,FWD,False,,8.0,5.533354,0.98289,4.557505,5.533354,5.533354,0.45,True,1.35,lionel messi,arg,FWD,lionel messi|arg|FWD,lionel messi|arg,lionel messi|arg,,,,0.5135,,,1.2588,,0.4226,,,1.136,,0.5774,,,1.3451,complete_components,component_weighted_sum,component_base_rebuilt
jonathan_david__can,Jonathan David,CAN,Canada,FWD,4500000,4500000,0.9,transfermarkt_availability_split_2026_06_01,0.081818,4.959627,4.959627,49311,Canada,4500000,True,True,name_team_position,1.0,0.139,0.085,0.166,BIH,2026-06-12 21:00,67.366,0.356855,0.136109,0.285908,0.0,0.047091,0.093252,0.079345,-0.05601,0.058,60.6294,2.249151,2.249151,QAT,2026-06-19 00:00,67.366,0.453636,0.164678,0.291514,0.0,0.047091,0.119867,0.081042,-0.054943,0.058,60.6294,2.756967,2.619119,SUI,2026-06-24 21:00,67.366,0.145016,0.067175,0.229848,0.0,0.047091,0.082724,0.070903,-0.063469,0.058,60.6294,1.112504,1.001254,6.118622,41228,1059,4500000,FWD,False,,4.5,5.869524,0.821293,3.847531,5.869524,5.869524,0.45,True,1.35,jonathan david,can,FWD,jonathan david|can|FWD,jonathan david|can,david jonathan|can,,,,0.4226,,,1.136,,0.5774,,,1.3451,,0.25,,,0.903,complete_components,component_weighted_sum,component_base_rebuilt
kerem_akt_rko_lu__tur,Kerem Akturkoglu,TUR,Tyrkiet,MID,4500000,4500000,0.8753,transfermarkt_availability_split_2026_06_01,0.079573,4.959276,4.959276,49386,Tyrkiet,4500000,True,True,name_team_position,1.0,0.166,0.07,0.18,AUS,2026-06-14 06:00,67.445,0.347939,0.091614,0.251253,0.0,0.046581,0.116852,0.045472,-0.0387,0.055036,59.034608,2.397869,2.397869,PAR,2026-06-20 06:00,67.445,0.339406,0.09424,0.295011,0.0,0.046581,0.070102,0.049261,-0.035333,0.055036,59.034608,2.367246,2.248884,USA,2026-06-26 04:00,67.445,0.264291,0.077927,0.283718,0.0,0.046581,0.066313,0.049261,-0.036545,0.055036,59.034608,1.926438,1.733794,6.691553,40602,586,4500000,MID,False,,4.5,6.380547,0.926735,3.222167,6.380547,6.380547,0.45,True,1.35,kerem akturkoglu,tur,MID,kerem akturkoglu|tur|MID,kerem akturkoglu|tur,akturkoglu kerem|tur,,,,0.411,,,1.1204,,0.375,,,1.0718,,0.2766,,,0.9389,complete_components,component_weighted_sum,component_base_rebuilt
cristiano_ronaldo__por,Cristiano Ronaldo,POR,Portugal,FWD,7000000,7000000,0.908,transfermarkt_availability_split_2026_06_01,0.082545,4.895961,4.895961,48970,Portugal,7000000,True,True,name_team_position,1.0,0.102,0.055,0.107,COD,2026-06-17 19:00,67.242,0.345778,0.110156,0.194911,0.0,0.047691,0.163841,0.067455,-0.04471,0.05896,61.055736,2.106346,2.106346,UZB,2026-06-23 19:00,67.242,0.357113,0.115015,0.201131,0.0,0.047691,0.106622,0.068543,-0.043139,0.05896,61.055736,2.117923,2.012027,COL,2026-06-28 01:30,67.242,0.193166,0.067946,0.159661,0.0,0.047691,0.07507,0.060927,-0.051008,0.05896,61.055736,1.232421,1.109179,5.45669,20275,585,7000000,FWD,False,,7.0,5.227552,0.967681,4.490684,5.227552,5.227552,0.45,True,1.35,cristiano ronaldo,por,FWD,cristiano ronaldo|por|FWD,cristiano ronaldo|por,cristiano ronaldo|por,,,,0.5,,,1.2405,,0.5,,,1.2405,,0.3547,,,1.0443,complete_components,component_weighted_sum,component_base_rebuilt
kylian_mbapp__fra,Kylian Mbappe,FRA,Frankrig,FWD,10000000,10000000,0.902,transfermarkt_availability_split_2026_06_01,0.082,4.720084,4.720084,49418,Frankrig,10000000,True,True,name_team_position,1.0,0.085,0.052,0.119,SEN,2026-06-16 21:00,66.887,0.278098,0.101092,0.208745,0.0,0.046388,0.148968,0.066473,-0.045846,0.05824,60.332074,1.80586,1.80586,IRQ,2026-06-22 23:00,66.887,0.295896,0.106814,0.220952,0.0,0.046388,0.106662,0.068537,-0.042994,0.05824,60.332074,1.869035,1.775583,NOR,2026-06-26 21:00,66.887,0.207009,0.077738,0.180668,0.0,0.046388,0.078837,0.061835,-0.049826,0.05824,60.332074,1.344616,1.210154,5.019511,34844,592,10000000,FWD,False,,10.0,4.791597,1.0,4.632679,4.791597,4.791597,0.45,True,1.35,kylian mbappe,fra,FWD,kylian mbappe|fra|FWD,kylian mbappe|fra,kylian mbappe|fra,,,,0.4624,,,1.1897,,0.6627,,,1.45,,0.375,,,1.0718,complete_components,component_weighted_sum,component_base_rebuilt
vinicius_j_nior__bra,Vinicius Junior,BRA,Brasilien,FWD,7500000,7500000,0.7444,transfermarkt_availability_split_2026_06_01,0.067673,4.447745,4.447745,49929,Brasilien,7500000,True,True,name_team_position,1.0,0.094,0.067,0.11,MAR,2026-06-14 00:00,67.422,0.228085,0.099287,0.157508,0.0,0.039377,0.119308,0.050305,-0.035642,0.045502,50.188937,1.507805,1.507805,HAI,2026-06-20 03:00,67.422,0.2743,0.116216,0.172383,0.0,0.039377,0.084163,0.052241,-0.032273,0.045502,50.188937,1.728487,1.642063,SCO,2026-06-25 00:00,67.422,0.220078,0.092973,0.138257,0.0,0.039377,0.059979,0.047403,-0.038317,0.045502,50.188937,1.372678,1.23541,4.60897,36736,764,7500000,FWD,False,,7.5,4.385278,0.975285,4.524094,4.385278,4.385278,0.45,True,1.35,vinicius junior,bra,FWD,vinicius junior|bra|FWD,vinicius junior|bra,junior vinicius|bra,,,,0.4624,,,1.1897,,0.6453,,,1.4367,,0.5,,,1.2405,complete_components,component_weighted_sum,component_base_rebuilt
cody_gakpo__ned,Cody Gakpo,NED,Holland,FWD,6500000,6500000,0.8713,transfermarkt_availability_split_2026_06_01,0.079209,4.34845,4.34845,48964,Holland,6500000,True,True,name_team_position,1.0,0.093,0.054,0.111,JPN,2026-06-14 22:00,67.237,0.211283,0.079383,0.187559,0.0,0.045933,0.095182,0.063818,-0.044431,0.056459,58.583598,1.395935,1.395935,SWE,2026-06-20 19:00,67.237,0.259542,0.093173,0.189473,0.0,0.045933,0.094696,0.063817,-0.043993,0.056459,58.583598,1.632206,1.550596,TUN,2026-06-26 01:00,67.237,0.240273,0.084378,0.162679,0.0,0.045933,0.07514,0.059701,-0.048329,0.056459,58.583598,1.473943,1.326549,4.502084,37009,593,6500000,FWD,False,,6.5,4.27308,0.956274,4.440568,4.27308,4.27308,0.45,True,1.35,cody gakpo,ned,FWD,cody gakpo|ned|FWD,cody gakpo|ned,cody gakpo|ned,,,,0.3373,,,1.021,,0.4226,,,1.136,,0.4624,,,1.1897,complete_components,component_weighted_sum,component_base_rebuilt
harry_kane__eng,Harry Kane,ENG,England,FWD,9500000,9500000,0.8702,transfermarkt_availability_split_2026_06_01,0.079109,4.313901,4.313901,49172,England,9500000,True,True,name_team_position,1.0,0.082,0.042,0.087,CRO,2026-06-17 22:00,66.527,0.213065,0.0678,0.142966,0.0,0.045749,0.118865,0.062887,-0.045066,0.054424,57.891795,1.343987,1.343987,GHA,2026-06-23 22:00,66.527,0.267503,0.083397,0.150591,0.0,0.045749,0.101429,0.064915,-0.042537,0.054424,57.891795,1.603276,1.523112,PAN,2026-06-27 23:00,66.527,0.225814,0.068506,0.12581,0.0,0.045749,0.077087,0.060858,-0.048257,0.054424,57.891795,1.332947,1.199652,4.28021,29643,769,9500000,FWD,False,,9.5,4.066751,0.996198,4.615973,4.066751,4.066751,0.45,True,1.35,harry kane,eng,FWD,harry kane|eng|FWD,harry kane|eng,harry kane|eng,,,,0.4118,,,1.1214,,0.5,,,1.2405,,0.5376,,,1.2913,complete_components,component_weighted_sum,component_base_rebuilt
ra_l_jim_nez__mex,Raul Jimenez,MEX,Mexico,FWD,4500000,4500000,0.7012,transfermarkt_availability_split_2026_06_01,0.063745,4.208758,4.208758,49754,Mexico,4500000,True,True,name_team_position,1.0,0.124,0.06,0.129,RSA,2026-06-11 21:00,67.352,0.321936,0.092403,0.178949,0.0,0.036865,0.126056,0.059873,-0.040159,0.046081,47.227222,1.898888,1.898888,KOR,2026-06-19 03:00,67.352,0.261788,0.078935,0.175109,0.0,0.036865,0.085532,0.058804,-0.040907,0.046081,47.227222,1.571711,1.493125,CZE,2026-06-25 03:00,67.352,0.202549,0.062935,0.149764,0.0,0.036865,0.068426,0.054527,-0.045051,0.046081,47.227222,1.235883,1.112295,4.706482,32272,775,4500000,FWD,False,,4.5,4.504308,0.821293,3.847531,4.504308,4.504308,0.45,True,1.35,raul jimenez,mex,FWD,raul jimenez|mex|FWD,raul jimenez|mex,jimenez raul|mex,,,,0.5376,,,1.2913,,0.4415,,,1.1615,,0.411,,,1.1204,complete_components,component_weighted_sum,component_base_rebuilt
