match_id,home,away,kickoff_dk,home_win_odds,draw_odds,away_win_odds,home_clean_sheet_odds,away_clean_sheet_odds,over_2_5_odds,under_2_5_odds,source,odds_fetched_at,odds_fetched_label,home_team_id,away_team_id,stage,group
41,ARG,AUT,2026-06-22 19:00,1.64,4.00,5.80,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,ARG,AUT,GROUP,J
42,FRA,IRQ,2026-06-22 23:00,1.13,10.50,25.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,FRA,IRQ,GROUP,I
43,NOR,SEN,2026-06-23 02:00,2.18,3.55,3.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,NOR,SEN,GROUP,I
44,JOR,DZA,2026-06-23 05:00,6.25,4.3,1.56,,,,,Unibet,2026-06-20T12:13:47+02:00,20.06 kl. 12:13,JOR,ALG,GROUP,J
45,POR,UZB,2026-06-23 19:00,1.28,6.25,13.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,POR,UZB,GROUP,K
46,ENG,GHA,2026-06-23 22:00,1.36,5.10,10.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,ENG,GHA,GROUP,L
47,PAN,CRO,2026-06-24 01:00,6.75,4.00,1.58,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,PAN,CRO,GROUP,L
48,COL,COD,2026-06-24 04:00,1.49,4.30,8.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,COL,COD,GROUP,K
50,BIH,QAT,2026-06-24 21:00,1.54,4.20,7.00,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,BIH,QAT,GROUP,B
49,SUI,CAN,2026-06-24 21:00,2.20,3.45,3.65,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,SUI,CAN,GROUP,B
52,MAR,HAI,2026-06-25 00:00,1.30,5.75,10.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,MAR,HAI,GROUP,C
51,SCO,BRA,2026-06-25 00:00,7.00,4.90,1.44,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,SCO,BRA,GROUP,C
54,RSA,KOR,2026-06-25 03:00,6.10,4.10,1.58,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,RSA,KOR,GROUP,A
53,CZE,MEX,2026-06-25 03:00,5.00,3.65,1.80,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,CZE,MEX,GROUP,A
55,CUW,CIV,2026-06-25 22:00,21.00,8.50,1.15,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,CUW,CIV,GROUP,E
56,ECU,GER,2026-06-25 22:00,5.00,3.85,1.76,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,ECU,GER,GROUP,E
58,JPN,SWE,2026-06-26 01:00,2.15,3.50,3.75,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,JPN,SWE,GROUP,F
57,TUN,NED,2026-06-26 01:00,9.00,5.00,1.37,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,TUN,NED,GROUP,F
60,PAR,AUS,2026-06-26 04:00,2.23,3.35,3.55,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,PAR,AUS,GROUP,D
59,TUR,USA,2026-06-26 04:00,2.75,3.50,2.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,TUR,USA,GROUP,D
61,NOR,FRA,2026-06-26 21:00,4.40,3.75,1.87,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,NOR,FRA,GROUP,I
62,SEN,IRQ,2026-06-26 21:00,1.44,4.60,8.50,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,SEN,IRQ,GROUP,I
63,CPV,KSA,2026-06-27 02:00,2.45,3.70,2.75,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,CPV,KSA,GROUP,H
64,URU,ESP,2026-06-27 02:00,5.40,3.95,1.65,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,URU,ESP,GROUP,H
66,EGY,IRN,2026-06-27 05:00,2.28,3.15,3.70,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,EGY,IRN,GROUP,G
65,NZL,BEL,2026-06-27 05:00,10.50,5.60,1.30,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,NZL,BEL,GROUP,G
67,CRO,GHA,2026-06-27 23:00,1.67,3.80,5.60,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,CRO,GHA,GROUP,L
68,PAN,ENG,2026-06-27 23:00,11.50,5.80,1.30,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,PAN,ENG,GROUP,L
70,COL,POR,2026-06-28 01:30,3.60,3.35,2.14,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,COL,POR,GROUP,K
69,COD,UZB,2026-06-28 01:30,2.35,3.25,3.20,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,COD,UZB,GROUP,K
71,DZA,AUT,2026-06-28 04:00,3.15,3.1,2.48,,,,,Unibet,2026-06-20T12:13:47+02:00,20.06 kl. 12:13,ALG,AUT,GROUP,J
72,JOR,ARG,2026-06-28 04:00,15.00,7.00,1.21,,,,,Unibet,2026-06-15T20:06:00+02:00,15.06 kl. 20:06,JOR,ARG,GROUP,J
22,ENG,CRO,2026-06-17 22:00,1.74,3.75,5.60,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
23,GHA,PAN,2026-06-18 01:00,2.43,3.25,3.40,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
24,UZB,COL,2026-06-18 04:00,10.00,5.10,1.38,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
25,CZE,RSA,2026-06-18 18:00,1.74,3.90,5.10,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
26,SUI,BIH,2026-06-18 21:00,1.52,4.30,7.50,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
27,CAN,QAT,2026-06-19 00:00,1.27,6.10,13.00,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
28,MEX,KOR,2026-06-19 03:00,2.08,3.45,4.00,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
29,USA,AUS,2026-06-19 21:00,1.63,4.10,5.80,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
30,SCO,MAR,2026-06-20 00:00,6.00,3.75,1.70,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
31,BRA,HAI,2026-06-20 03:00,1.11,11.00,29.00,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
32,TUR,PAR,2026-06-20 06:00,2.02,3.40,4.20,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
33,NED,SWE,2026-06-20 19:00,1.80,3.75,5.10,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
34,GER,CIV,2026-06-20 22:00,1.55,4.40,6.40,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
35,ECU,CUW,2026-06-21 02:00,1.11,12.00,26.00,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
36,TUN,JPN,2026-06-21 06:00,7.50,4.25,1.50,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
37,ESP,KSA,2026-06-21 18:00,1.12,11.00,26.00,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
38,BEL,IRN,2026-06-21 21:00,1.40,4.90,9.00,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
39,URU,CPV,2026-06-22 00:00,1.49,4.35,8.00,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
40,NZL,EGY,2026-06-22 03:00,6.00,4.00,1.66,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
41,ARG,AUT,2026-06-22 19:00,1.57,4.10,6.75,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
42,FRA,IRQ,2026-06-22 23:00,1.10,12.50,29.00,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
43,NOR,SEN,2026-06-23 02:00,2.35,3.55,3.10,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
44,JOR,DZA,2026-06-23 05:00,6.50,4.10,1.58,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,JOR,ALG,GROUP,J
45,POR,UZB,2026-06-23 19:00,1.24,6.50,14.00,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
46,ENG,GHA,2026-06-23 22:00,1.33,5.50,10.50,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
47,PAN,CRO,2026-06-24 01:00,6.75,4.00,1.58,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
48,COL,COD,2026-06-24 04:00,1.49,4.30,8.00,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
50,BIH,QAT,2026-06-24 21:00,1.62,3.85,6.10,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
49,SUI,CAN,2026-06-24 21:00,2.15,3.40,3.55,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
52,MAR,HAI,2026-06-25 00:00,1.32,5.50,10.00,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
51,SCO,BRA,2026-06-25 00:00,7.00,4.80,1.46,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
54,RSA,KOR,2026-06-25 03:00,6.10,4.10,1.58,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
53,CZE,MEX,2026-06-25 03:00,4.60,3.60,1.84,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
55,CUW,CIV,2026-06-25 22:00,20.00,8.00,1.16,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
56,ECU,GER,2026-06-25 22:00,5.00,3.85,1.76,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
58,JPN,SWE,2026-06-26 01:00,2.12,3.45,3.55,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
57,TUN,NED,2026-06-26 01:00,10.00,5.40,1.32,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
60,PAR,AUS,2026-06-26 04:00,2.23,3.35,3.55,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
59,TUR,USA,2026-06-26 04:00,2.85,3.60,2.40,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
61,NOR,FRA,2026-06-26 21:00,4.35,3.80,1.84,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
62,SEN,IRQ,2026-06-26 21:00,1.36,5.00,9.50,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
63,CPV,KSA,2026-06-27 02:00,2.75,3.70,2.48,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
64,URU,ESP,2026-06-27 02:00,6.25,4.25,1.55,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
66,EGY,IRN,2026-06-27 05:00,2.15,3.15,3.85,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
65,NZL,BEL,2026-06-27 05:00,12.50,6.40,1.25,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
67,CRO,GHA,2026-06-27 23:00,1.67,3.80,5.60,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
68,PAN,ENG,2026-06-27 23:00,11.00,5.75,1.29,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
70,COL,POR,2026-06-28 01:30,3.65,3.35,2.14,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
69,COD,UZB,2026-06-28 01:30,2.25,3.35,3.30,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
71,DZA,AUT,2026-06-28 04:00,3.05,3.20,2.48,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,ALG,AUT,GROUP,J
72,JOR,ARG,2026-06-28 04:00,15.00,7.00,1.21,,,,,Unibet,17.06 kl. 20:51,17.06 kl. 20:51,,,,
50,BIH,QAT,2026-06-24 21:00,1.41,5.20,8.00,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
49,SUI,CAN,2026-06-24 21:00,2.35,3.10,3.45,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
52,MAR,HAI,2026-06-25 00:00,1.19,7.50,17.00,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
51,SCO,BRA,2026-06-25 00:00,10.00,5.60,1.33,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
54,RSA,KOR,2026-06-25 03:00,5.60,3.80,1.68,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
53,CZE,MEX,2026-06-25 03:00,3.90,3.90,1.93,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
55,CUW,CIV,2026-06-25 22:00,21.00,10.00,1.14,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
56,ECU,GER,2026-06-25 22:00,4.10,4.00,1.86,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
58,JPN,SWE,2026-06-26 01:00,1.92,3.45,4.50,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
57,TUN,NED,2026-06-26 01:00,23.00,9.00,1.14,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
60,PAR,AUS,2026-06-26 04:00,3.10,2.14,4.10,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
59,TUR,USA,2026-06-26 04:00,4.00,4.20,1.87,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
61,NOR,FRA,2026-06-26 21:00,4.70,4.70,1.65,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
62,SEN,IRQ,2026-06-26 21:00,1.23,7.50,13.00,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
63,CPV,KSA,2026-06-27 02:00,2.43,3.50,3.10,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
64,URU,ESP,2026-06-27 02:00,8.00,4.40,1.47,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
66,EGY,IRN,2026-06-27 05:00,2.40,2.70,4.10,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
65,NZL,BEL,2026-06-27 05:00,18.00,8.00,1.19,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
67,CRO,GHA,2026-06-27 23:00,1.79,3.45,5.80,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
68,PAN,ENG,2026-06-27 23:00,19.00,8.50,1.17,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
70,COL,POR,2026-06-28 01:30,3.95,3.95,1.92,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
69,COD,UZB,2026-06-28 01:30,1.83,4.20,4.30,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
71,DZA,AUT,2026-06-28 04:00,3.90,2.33,2.85,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,ALG,AUT,GROUP,J
72,JOR,ARG,2026-06-28 04:00,17.00,6.75,1.22,,,,,Unibet,2026-06-24T09:37:00+02:00,Unibet 24.06 kl. 09:37,,,,
