player_id,holdet_player_id,player_name,team_name,position,match_method,old_price,old_holdet_price,new_price,diff
nikola_kati__bih,49655,Nikola Katic,Bosnien-Hercegovina,DEF,holdet_player_id,2994000,2994000,3001000,7000
stjepan_radeljic__bih,49865,Stjepan Radeljic,Bosnien-Hercegovina,DEF,holdet_player_id,2495000,2495000,2490000,-5000
tarik_muharemovic__bih,49879,Tarik Muharemovic,Bosnien-Hercegovina,DEF,holdet_player_id,3014000,3014000,3021000,7000
amar_dedi__bih,48816,Amar Dedic,Bosnien-Hercegovina,DEF,holdet_player_id,3014000,3014000,3021000,7000
nikola_vasilj__bih,49657,Nikola Vasilj,Bosnien-Hercegovina,GK,holdet_player_id,3019000,3019000,3031000,12000
mladen_jurkas__bih,50388,Mladen Jurkas,Bosnien-Hercegovina,GK,holdet_player_id,2495000,2495000,2490000,-5000
martin_zlomisli__bih,49518,Martin Zlomislic,Bosnien-Hercegovina,GK,holdet_player_id,2495000,2495000,2490000,-5000
ricardo_goss__rsa,49766,Ricardo Goss,Sydafrika,GK,holdet_player_id,2495000,2495000,2490000,-5000
ronwen_williams__rsa,49794,Ronwen Williams,Sydafrika,GK,holdet_player_id,2993000,2993000,3017000,24000
sipho_chaine__rsa,49855,Sipho Chaine,Sydafrika,GK,holdet_player_id,2495000,2495000,2490000,-5000
jindrich_stanek__cze,50295,Jindrich Stanek,Tjekkiet,GK,holdet_player_id,2495000,2495000,2490000,-5000
matej_kovar__cze,49523,Matej Kovar,Tjekkiet,GK,holdet_player_id,3018000,3018000,3047000,29000
lukas_hornicek__cze,49469,Lukas Hornicek,Tjekkiet,GK,holdet_player_id,2495000,2495000,2490000,-5000
marvin_keller__sui,49520,Marvin Keller,Schweiz,GK,holdet_player_id,2995000,2995000,2990000,-5000
gregor_kobel__sui,49151,Gregor Kobel,Schweiz,GK,holdet_player_id,4029000,4029000,4041000,12000
yvon_mvogo__sui,49987,Yvon Mvogo,Schweiz,GK,holdet_player_id,2995000,2995000,2990000,-5000
denis_zakaria__sui,49008,Denis Zakaria,Schweiz,MID,holdet_player_id,3004000,3004000,2999000,-5000
djibril_sow__sui,49026,Djibril Sow,Schweiz,MID,holdet_player_id,2995000,2995000,2990000,-5000
granit_xhaka__sui,49149,Granit Xhaka,Schweiz,MID,holdet_player_id,4014000,4014000,4021000,7000
noah_okafor__sui,49664,Noah Okafor,Schweiz,MID,holdet_player_id,2995000,2995000,2990000,-5000
remo_freuler__sui,49763,Remo Freuler,Schweiz,MID,holdet_player_id,3522000,3522000,3529000,7000
michel_aebischer__sui,49559,Michel Aebischer,Schweiz,MID,holdet_player_id,2532000,2532000,2539000,7000
johan_manzambi__sui,49301,Johan Manzambi,Schweiz,MID,holdet_player_id,3004000,3004000,2999000,-5000
ardon_jashari__sui,48859,Ardon Jashari,Schweiz,MID,holdet_player_id,2004000,2004000,1999000,-5000
fabian_rieder__sui,49087,Fabian Rieder,Schweiz,MID,holdet_player_id,3004000,3004000,3011000,7000
lukas_cerv__cze,49468,Lukas Cerv,Tjekkiet,MID,holdet_player_id,2995000,2995000,3027000,32000
david_doudera__cze,50291,David Doudera,Tjekkiet,MID,holdet_player_id,1995000,1995000,1990000,-5000
pavel_sulc__cze,49723,Pavel Sulc,Tjekkiet,MID,holdet_player_id,4009000,4009000,4013000,4000
denis_visinsky__cze,49007,Denis Visinsky,Tjekkiet,MID,holdet_player_id,1995000,1995000,1990000,-5000
hugo_sochurek__cze,50293,Hugo Sochurek,Tjekkiet,MID,holdet_player_id,1995000,1995000,1990000,-5000
alexandr_sojka__cze,50290,Alexandr Sojka,Tjekkiet,MID,holdet_player_id,1993000,1993000,2075000,82000
tomas_soucek__cze,49903,Tomas Soucek,Tjekkiet,MID,holdet_player_id,3493000,3493000,3497000,4000
lukas_provod__cze,49471,Lukas Provod,Tjekkiet,MID,holdet_player_id,3009000,3009000,3013000,4000
michal_sadilek__cze,49558,Michal Sadilek,Tjekkiet,MID,holdet_player_id,2503000,2503000,2675000,172000
vladimir_darida__cze,49934,Vladimir Darida,Tjekkiet,MID,holdet_player_id,1995000,1995000,2017000,22000
sphephelo_yaya_sithole__rsa,49860,Sphephelo Yaya Sithole,Sydafrika,MID,holdet_player_id,2941000,2941000,2936000,-5000
teboho_mokoena__rsa,49880,Teboho Mokoena,Sydafrika,MID,holdet_player_id,3463000,3463000,3627000,164000
themba_zwane__rsa,49887,Themba Zwane,Sydafrika,MID,holdet_player_id,2441000,2441000,2436000,-5000
jayden_adams__rsa,49261,Jayden Adams,Sydafrika,MID,holdet_player_id,1991000,1991000,1995000,4000
thalente_mbatha__rsa,49884,Thalente Mbatha,Sydafrika,MID,holdet_player_id,2991000,2991000,2985000,-6000
amir_hadziahmetovic__bih,48823,Amir Hadziahmetovic,Bosnien-Hercegovina,MID,holdet_player_id,1995000,1995000,1990000,-5000
ivan_ba_i__bih,49233,Ivan Basic,Bosnien-Hercegovina,MID,holdet_player_id,2522000,2522000,2517000,-5000
ermin_mahmic__bih,49078,Ermin Mahmic,Bosnien-Hercegovina,MID,holdet_player_id,1995000,1995000,1990000,-5000
amar_memi__bih,48817,Amar Memic,Bosnien-Hercegovina,MID,holdet_player_id,3022000,3022000,3039000,17000
esmir_bajraktarevic__bih,49079,Esmir Bajraktarevic,Bosnien-Hercegovina,MID,holdet_player_id,3022000,3022000,3017000,-5000
d_enis_burni__bih,49040,Dzenis Burnic,Bosnien-Hercegovina,MID,holdet_player_id,2512000,2512000,2507000,-5000
armin_gigovic__bih,48862,Armin Gigovic,Bosnien-Hercegovina,MID,holdet_player_id,3004000,3004000,2999000,-5000
benjamin_tahirovic__bih,48896,Benjamin Tahirovic,Bosnien-Hercegovina,MID,holdet_player_id,3014000,3014000,3021000,7000
kerim_alajbegovi__bih,49387,Kerim Alajbegovic,Bosnien-Hercegovina,MID,holdet_player_id,3504000,3504000,3511000,7000
ivan_unji__bih,49236,Ivan Sunjic,Bosnien-Hercegovina,MID,holdet_player_id,3004000,3004000,3011000,7000
samed_ba_dar__bih,49817,Samed Bazdar,Bosnien-Hercegovina,FWD,holdet_player_id,2004000,2004000,1999000,-5000
edin_dzeko__bih,49043,Edin Dzeko,Bosnien-Hercegovina,FWD,holdet_player_id,4495000,4495000,4502000,7000
haris_tabakovic__bih,49171,Haris Tabakovic,Bosnien-Hercegovina,FWD,holdet_player_id,2995000,2995000,2990000,-5000
jovo_lukic__bih,49343,Jovo Lukic,Bosnien-Hercegovina,FWD,holdet_player_id,2137000,2137000,2132000,-5000
ermedin_demirovic__bih,49077,Ermedin Demirovic,Bosnien-Hercegovina,FWD,holdet_player_id,3004000,3004000,3011000,7000
relebohile_mofokeng__rsa,49762,Relebohile Mofokeng,Sydafrika,FWD,holdet_player_id,2495000,2495000,2527000,32000
thapelo_maseko__rsa,49885,Thapelo Maseko,Sydafrika,FWD,holdet_player_id,1995000,1995000,2009000,14000
lyle_foster__rsa,49472,Lyle Foster,Sydafrika,FWD,holdet_player_id,3491000,3491000,3486000,-5000
evidence_makgopa__rsa,49083,Evidence Makgopa,Sydafrika,FWD,holdet_player_id,2499000,2499000,2541000,42000
tshepang_moremi__rsa,49911,Tshepang Moremi,Sydafrika,FWD,holdet_player_id,2495000,2495000,2490000,-5000
oswin_appollis__rsa,49694,Oswin Appollis,Sydafrika,FWD,holdet_player_id,3499000,3499000,3513000,14000
iqraam_rayners__rsa,50278,Iqraam Rayners,Sydafrika,FWD,holdet_player_id,2483000,2483000,2487000,4000
tomas_chory__cze,49901,Tomas Chory,Tjekkiet,FWD,holdet_player_id,2983000,2983000,2978000,-5000
patrik_schick__cze,49719,Patrik Schick,Tjekkiet,FWD,holdet_player_id,4509000,4509000,4533000,24000
mojmir_chytil__cze,49603,Mojmir Chytil,Tjekkiet,FWD,holdet_player_id,2499000,2499000,2494000,-5000
jan_kuchta__cze,50294,Jan Kuchta,Tjekkiet,FWD,holdet_player_id,2495000,2495000,2490000,-5000
adam_hlozek__cze,50289,Adam Hlozek,Tjekkiet,FWD,holdet_player_id,2493000,2493000,2515000,22000
dan_ndoye__sui,48978,Dan Ndoye,Schweiz,FWD,holdet_player_id,4042000,4042000,4059000,17000
mohamed_zeki_amdouni__sui,49584,Mohamed Zeki Amdouni,Schweiz,FWD,holdet_player_id,3504000,3504000,3499000,-5000
christian_fassnacht__sui,48959,Christian Fassnacht,Schweiz,FWD,holdet_player_id,2995000,2995000,2990000,-5000
ruben_vargas__sui,49801,Ruben Vargas,Schweiz,FWD,holdet_player_id,3532000,3532000,3527000,-5000
cedric_itten__sui,48941,Cedric Itten,Schweiz,FWD,holdet_player_id,1995000,1995000,1990000,-5000
breel_embolo__sui,48913,Breel Embolo,Schweiz,FWD,holdet_player_id,5139000,5139000,5146000,7000
