player_id,player_name,team_id,position,match_no,opponent,start_prob,clean_sheet_prob_used,old_clean_sheet_ev,new_clean_sheet_ev,old_weighted_match_ev,new_weighted_match_ev,repair_status
diogo_dalot__por,Diogo Dalot,POR,DEF,1,COD,0.3742,0.5,0.1871,0.1871,0.697118,0.697118,unchanged_already_consistent
diogo_dalot__por,Diogo Dalot,POR,DEF,2,UZB,0.3742,0.5,0.1871,0.1871,0.622107,0.622107,unchanged_already_consistent
diogo_dalot__por,Diogo Dalot,POR,DEF,3,COL,0.3742,0.3547,0.132729,0.132729,0.398004,0.398004,unchanged_already_consistent
pedro_vite__ecu,Pedro Vite,ECU,MID,1,CIV,0.8218,0.4226,0.0,0,0.652781,0.65278,unchanged_already_consistent
pedro_vite__ecu,Pedro Vite,ECU,MID,2,CUW,0.8218,0.5585,0.0,0,1.119185,1.119185,unchanged_already_consistent
pedro_vite__ecu,Pedro Vite,ECU,MID,3,GER,0.8218,0.1717,0.0,0,0.397562,0.397565,unchanged_already_consistent
david_cabezas__ecu,David Cabezas,ECU,GK,1,CIV,0.6671,0.4226,0.281916,0.281916,0.929384,0.929383,unchanged_already_consistent
david_cabezas__ecu,David Cabezas,ECU,GK,2,CUW,0.6671,0.5585,0.372575,0.372575,1.177268,1.177268,unchanged_already_consistent
david_cabezas__ecu,David Cabezas,ECU,GK,3,GER,0.6671,0.1717,0.114541,0.114541,0.435892,0.435894,unchanged_already_consistent
esmir_bajraktarevic__bih,Esmir Bajraktarevic,BIH,MID,1,CAN,0.7977,0.2337,0.0,0,0.330851,0.330851,unchanged_already_consistent
esmir_bajraktarevic__bih,Esmir Bajraktarevic,BIH,MID,2,SUI,0.7977,0.1883,0.0,0,0.312451,0.312452,unchanged_already_consistent
esmir_bajraktarevic__bih,Esmir Bajraktarevic,BIH,MID,3,QAT,0.7977,0.4624,0.0,0,0.835946,0.835946,unchanged_already_consistent
idrissa_gana_gueye__sen,Idrissa Gana Gueye,SEN,MID,1,FRA,0.6527,0.1573,0.0,0,0.256917,0.256917,unchanged_already_consistent
idrissa_gana_gueye__sen,Idrissa Gana Gueye,SEN,MID,2,NOR,0.6527,0.2337,0.0,0,0.417984,0.417984,unchanged_already_consistent
idrissa_gana_gueye__sen,Idrissa Gana Gueye,SEN,MID,3,IRQ,0.6527,0.5,0.0,0,0.915067,0.915067,unchanged_already_consistent
chancel_mbemba__cod,Chancel Mbemba,COD,DEF,1,POR,0.8936,0.096,0.085786,0.085786,0.246748,0.246749,unchanged_already_consistent
chancel_mbemba__cod,Chancel Mbemba,COD,DEF,2,COL,0.8936,0.1883,0.168265,0.168265,0.493995,0.493994,unchanged_already_consistent
chancel_mbemba__cod,Chancel Mbemba,COD,DEF,3,UZB,0.8936,0.3373,0.301411,0.301411,0.880783,0.880785,unchanged_already_consistent
yvon_mvogo__sui,Yvon Mvogo,SUI,GK,1,QAT,0.4893,0.5585,0.273274,0.273274,0.856375,0.856375,unchanged_already_consistent
yvon_mvogo__sui,Yvon Mvogo,SUI,GK,2,BIH,0.4893,0.4624,0.226252,0.226252,0.67378,0.67378,unchanged_already_consistent
yvon_mvogo__sui,Yvon Mvogo,SUI,GK,3,CAN,0.4893,0.3547,0.173555,0.173555,0.501437,0.501437,unchanged_already_consistent
alessandro_circati__aus,Alessandro Circati,AUS,DEF,1,TUR,0.8526,0.2077,0.177085,0.177085,0.506338,0.506339,unchanged_already_consistent
alessandro_circati__aus,Alessandro Circati,AUS,DEF,2,USA,0.8526,0.2077,0.177085,0.177085,0.491995,0.491995,unchanged_already_consistent
alessandro_circati__aus,Alessandro Circati,AUS,DEF,3,PAR,0.8526,0.2678,0.228326,0.228326,0.599237,0.599237,unchanged_already_consistent
pau_cubars__esp,Pau Cubarsi,ESP,DEF,1,CPV,0.307,0.625,0.191875,0.191875,0.625234,0.625234,unchanged_already_consistent
pau_cubars__esp,Pau Cubarsi,ESP,DEF,2,KSA,0.307,0.6627,0.203449,0.203449,0.790618,0.790618,unchanged_already_consistent
pau_cubars__esp,Pau Cubarsi,ESP,DEF,3,URU,0.307,0.4226,0.129738,0.129738,0.511534,0.511534,unchanged_already_consistent
samuel_moutoussamy__cod,Samuel Moutoussamy,COD,MID,1,POR,0.8883,0.096,0.0,0,0.296285,0.296286,unchanged_already_consistent
samuel_moutoussamy__cod,Samuel Moutoussamy,COD,MID,2,COL,0.8883,0.1883,0.0,0,0.3767,0.3767,unchanged_already_consistent
samuel_moutoussamy__cod,Samuel Moutoussamy,COD,MID,3,UZB,0.8883,0.3373,0.0,0,0.756316,0.756316,unchanged_already_consistent
caleb_yirenkyi__gha,Caleb Yirenkyi,GHA,DEF,1,PAN,0.6441,0.375,0.241538,0.241538,0.709675,0.709675,unchanged_already_consistent
caleb_yirenkyi__gha,Caleb Yirenkyi,GHA,DEF,2,ENG,0.6441,0.1192,0.076777,0.076777,0.284032,0.284032,unchanged_already_consistent
caleb_yirenkyi__gha,Caleb Yirenkyi,GHA,DEF,3,CRO,0.6441,0.217,0.13977,0.13977,0.400028,0.400028,unchanged_already_consistent
j_rgen_strand_larsen__nor,Jørgen Strand Larsen,NOR,FWD,1,IRQ,0.5147,0.5585,0.0,0,0.824925,0.824925,unchanged_already_consistent
j_rgen_strand_larsen__nor,Jørgen Strand Larsen,NOR,FWD,2,SEN,0.5147,0.3373,0.0,0,0.635803,0.635803,unchanged_already_consistent
j_rgen_strand_larsen__nor,Jørgen Strand Larsen,NOR,FWD,3,FRA,0.5147,0.2077,0.0,0,0.358215,0.358217,unchanged_already_consistent
thomas_meunier__bel,Thomas Meunier,BEL,DEF,1,EGY,0.385,0.3923,0.151035,0.151035,0.542871,0.542871,unchanged_already_consistent
thomas_meunier__bel,Thomas Meunier,BEL,DEF,2,IRN,0.385,0.5,0.1925,0.1925,0.58749,0.58749,unchanged_already_consistent
thomas_meunier__bel,Thomas Meunier,BEL,DEF,3,NZL,0.385,0.5135,0.197697,0.197697,0.541436,0.541436,unchanged_already_consistent
yan_valery__tun,Yan Valery,TUN,DEF,1,SWE,0.7876,0.25,0.1969,0.1969,0.539897,0.539895,unchanged_already_consistent
yan_valery__tun,Yan Valery,TUN,DEF,2,JPN,0.7876,0.2337,0.184062,0.184062,0.57556,0.575561,unchanged_already_consistent
yan_valery__tun,Yan Valery,TUN,DEF,3,NED,0.7876,0.1717,0.135231,0.135231,0.428377,0.428378,unchanged_already_consistent
gon_alo_in_cio__por,Goncalo Inacio,POR,DEF,1,COD,0.3694,0.5,0.1847,0.1847,0.661253,0.661253,unchanged_already_consistent
gon_alo_in_cio__por,Goncalo Inacio,POR,DEF,2,UZB,0.3694,0.5,0.1847,0.1847,0.585551,0.585551,unchanged_already_consistent
gon_alo_in_cio__por,Goncalo Inacio,POR,DEF,3,COL,0.3694,0.3547,0.131026,0.131026,0.378497,0.378498,unchanged_already_consistent
joel_waterman__can,Joel Waterman,CAN,DEF,1,BIH,0.5212,0.4226,0.220259,0.220259,0.690153,0.690153,unchanged_already_consistent
joel_waterman__can,Joel Waterman,CAN,DEF,2,QAT,0.5212,0.5774,0.300941,0.300941,0.88433,0.884332,unchanged_already_consistent
joel_waterman__can,Joel Waterman,CAN,DEF,3,SUI,0.5212,0.25,0.1303,0.1303,0.351009,0.35101,unchanged_already_consistent
nathan_ngoy__bel,Nathan Ngoy,BEL,DEF,1,EGY,0.6294,0.3923,0.246914,0.246914,0.738703,0.738703,unchanged_already_consistent
nathan_ngoy__bel,Nathan Ngoy,BEL,DEF,2,IRN,0.6294,0.5,0.3147,0.3147,0.815315,0.815317,unchanged_already_consistent
nathan_ngoy__bel,Nathan Ngoy,BEL,DEF,3,NZL,0.6294,0.5135,0.323197,0.323197,0.774217,0.774216,unchanged_already_consistent
guela_doue__civ,Guela Doue,CIV,DEF,1,ECU,0.6,0.3119,0.18714,0.18714,0.49128,0.49128,unchanged_already_consistent
guela_doue__civ,Guela Doue,CIV,DEF,2,GER,0.6,0.1573,0.09438,0.09438,0.235323,0.235323,unchanged_already_consistent
guela_doue__civ,Guela Doue,CIV,DEF,3,CUW,0.6,0.5135,0.3081,0.3081,0.646103,0.646103,unchanged_already_consistent
hossein_abarghouei__irn,Hossein Abarghouei,IRN,DEF,1,NZL,0.8777,0.411,0.360735,0.360735,1.179026,1.179026,unchanged_already_consistent
hossein_abarghouei__irn,Hossein Abarghouei,IRN,DEF,2,BEL,0.8777,0.1459,0.128056,0.128056,0.389229,0.389229,unchanged_already_consistent
hossein_abarghouei__irn,Hossein Abarghouei,IRN,DEF,3,EGY,0.8777,0.2904,0.254884,0.254884,0.670611,0.670611,unchanged_already_consistent
saeid_ezatolahi__irn,Saeid Ezatolahi,IRN,MID,1,NZL,0.8138,0.411,0.0,0,1.148254,1.148254,unchanged_already_consistent
saeid_ezatolahi__irn,Saeid Ezatolahi,IRN,MID,2,BEL,0.8138,0.1459,0.0,0,0.375678,0.375678,unchanged_already_consistent
saeid_ezatolahi__irn,Saeid Ezatolahi,IRN,MID,3,EGY,0.8138,0.2904,0.0,0,0.50931,0.50931,unchanged_already_consistent
abdoulaye_seck__sen,Abdoulaye Seck,SEN,DEF,1,FRA,0.523,0.1573,0.082268,0.082268,0.217754,0.217754,unchanged_already_consistent
abdoulaye_seck__sen,Abdoulaye Seck,SEN,DEF,2,NOR,0.523,0.2337,0.122225,0.122225,0.372393,0.372393,unchanged_already_consistent
abdoulaye_seck__sen,Abdoulaye Seck,SEN,DEF,3,IRQ,0.523,0.5,0.2615,0.2615,0.778506,0.778506,unchanged_already_consistent
connor_metcalfe__aus,Connor Metcalfe,AUS,MID,1,TUR,0.8821,0.2077,0.0,0,0.478269,0.47827,unchanged_already_consistent
connor_metcalfe__aus,Connor Metcalfe,AUS,MID,2,USA,0.8821,0.2077,0.0,0,0.390395,0.390395,unchanged_already_consistent
connor_metcalfe__aus,Connor Metcalfe,AUS,MID,3,PAR,0.8821,0.2678,0.0,0,0.477026,0.477026,unchanged_already_consistent
john_souttar__sco,John Souttar,SCO,DEF,1,HAI,0.5762,0.4865,0.280321,0.280321,0.981744,0.981744,unchanged_already_consistent
john_souttar__sco,John Souttar,SCO,DEF,2,MAR,0.5762,0.25,0.14405,0.14405,0.486364,0.486364,unchanged_already_consistent
john_souttar__sco,John Souttar,SCO,DEF,3,BRA,0.5762,0.1358,0.078248,0.078248,0.301944,0.301944,unchanged_already_consistent
fernando_muslera__uru,Fernando Muslera,URU,GK,1,KSA,0.3724,0.4865,0.181173,0.181173,0.683271,0.683271,unchanged_already_consistent
fernando_muslera__uru,Fernando Muslera,URU,GK,2,CPV,0.3724,0.5,0.1862,0.1862,0.640356,0.640356,unchanged_already_consistent
fernando_muslera__uru,Fernando Muslera,URU,GK,3,ESP,0.3724,0.1717,0.063941,0.063941,0.274707,0.274708,unchanged_already_consistent
alex_baena__esp,Alex Baena,ESP,MID,1,CPV,0.5193,0.625,0.0,0,0.482501,0.482501,unchanged_already_consistent
alex_baena__esp,Alex Baena,ESP,MID,2,KSA,0.5193,0.6627,0.0,0,0.603504,0.603504,unchanged_already_consistent
alex_baena__esp,Alex Baena,ESP,MID,3,URU,0.5193,0.4226,0.0,0,0.419336,0.419336,unchanged_already_consistent
danley_jean_jacques__hai,Danley Jean Jacques,HAI,MID,1,SCO,0.9122,0.1573,0.0,0,0.509274,0.509274,unchanged_already_consistent
danley_jean_jacques__hai,Danley Jean Jacques,HAI,MID,2,BRA,0.9122,0.0461,0.0,0,0.410011,0.410011,unchanged_already_consistent
danley_jean_jacques__hai,Danley Jean Jacques,HAI,MID,3,MAR,0.9122,0.096,0.0,0,0.404281,0.404281,unchanged_already_consistent
juninho_bacuna__cuw,Juninho Bacuna,CUW,MID,1,GER,0.9345,0.0335,0.0,0,0.314759,0.31476,unchanged_already_consistent
juninho_bacuna__cuw,Juninho Bacuna,CUW,MID,2,ECU,0.9345,0.1192,0.0,0,0.455318,0.455318,unchanged_already_consistent
juninho_bacuna__cuw,Juninho Bacuna,CUW,MID,3,CIV,0.9345,0.1358,0.0,0,0.536545,0.536545,unchanged_already_consistent
alexander_isak__swe,Alexander Isak,SWE,FWD,1,TUN,0.395,0.411,0.0,0,0.701361,0.701361,unchanged_already_consistent
alexander_isak__swe,Alexander Isak,SWE,FWD,2,NED,0.395,0.1883,0.0,0,0.30692,0.30692,unchanged_already_consistent
alexander_isak__swe,Alexander Isak,SWE,FWD,3,JPN,0.395,0.25,0.0,0,0.347306,0.347306,unchanged_already_consistent
christian_pulisic__usa,Christian Pulisic,USA,FWD,1,PAR,0.827,0.411,,0,0.160689,0.160689,unchanged_already_consistent
christian_pulisic__usa,Christian Pulisic,USA,FWD,2,AUS,0.827,0.4226,,0,0.160293,0.160293,unchanged_already_consistent
christian_pulisic__usa,Christian Pulisic,USA,FWD,3,TUR,0.827,0.2766,,0,0.119992,0.119992,unchanged_already_consistent
tyler_bindon__nzl,Tyler Bindon,NZL,DEF,1,IRN,0.8981,0.25,0.224525,0.224525,0.569115,0.569115,unchanged_already_consistent
tyler_bindon__nzl,Tyler Bindon,NZL,DEF,2,EGY,0.8981,0.217,0.194888,0.194888,0.560325,0.560326,unchanged_already_consistent
tyler_bindon__nzl,Tyler Bindon,NZL,DEF,3,BEL,0.8981,0.1063,0.095468,0.095468,0.325132,0.325134,unchanged_already_consistent
luka_vuskovic__cro,Luka Vuskovic,CRO,DEF,1,ENG,0.7872,0.2077,0.163501,0.163501,0.422888,0.422888,unchanged_already_consistent
luka_vuskovic__cro,Luka Vuskovic,CRO,DEF,2,PAN,0.7872,0.4865,0.382973,0.382973,0.918653,0.918653,unchanged_already_consistent
luka_vuskovic__cro,Luka Vuskovic,CRO,DEF,3,GHA,0.7872,0.4415,0.347549,0.347549,0.830808,0.830809,unchanged_already_consistent
amirhossein_hosseinzadeh__irn,Amirhossein Hosseinzadeh,IRN,FWD,1,NZL,0.539,0.411,0.0,0,0.949263,0.949263,unchanged_already_consistent
amirhossein_hosseinzadeh__irn,Amirhossein Hosseinzadeh,IRN,FWD,2,BEL,0.539,0.1459,0.0,0,0.28853,0.28853,unchanged_already_consistent
amirhossein_hosseinzadeh__irn,Amirhossein Hosseinzadeh,IRN,FWD,3,EGY,0.539,0.2904,0.0,0,0.401886,0.401886,unchanged_already_consistent
maximilian_w_ber__aut,Maximilian Wöber,AUT,DEF,1,JOR,0.5612,0.4865,0.273024,0.273024,0.903613,0.903613,unchanged_already_consistent
maximilian_w_ber__aut,Maximilian Wöber,AUT,DEF,2,ARG,0.5612,0.1883,0.105674,0.105674,0.307383,0.307383,unchanged_already_consistent
maximilian_w_ber__aut,Maximilian Wöber,AUT,DEF,3,ALG,0.5612,0.3547,0.199058,0.199058,0.534111,0.534111,unchanged_already_consistent
evan_n_dicka__civ,Evan N'Dicka,CIV,DEF,1,ECU,0.6561,0.3119,0.204638,0.204638,0.551664,0.551664,unchanged_already_consistent
evan_n_dicka__civ,Evan N'Dicka,CIV,DEF,2,GER,0.6561,0.1573,0.103205,0.103205,0.268222,0.268222,unchanged_already_consistent
evan_n_dicka__civ,Evan N'Dicka,CIV,DEF,3,CUW,0.6561,0.5135,0.336907,0.336907,0.716835,0.716835,unchanged_already_consistent
patrik_schick__cze,Patrik Schick,CZE,FWD,1,KOR,0.8543,0.3119,,0,0.11705,0.11705,unchanged_already_consistent
patrik_schick__cze,Patrik Schick,CZE,FWD,2,RSA,0.8543,0.411,,0,0.04989,0.04989,unchanged_already_consistent
patrik_schick__cze,Patrik Schick,CZE,FWD,3,MEX,0.8543,0.217,,0,0.047264,0.047264,unchanged_already_consistent
hussein_ali__irq,Hussein Ali,IRQ,DEF,1,NOR,0.8275,0.096,0.07944,0.07944,0.218517,0.218518,unchanged_already_consistent
hussein_ali__irq,Hussein Ali,IRQ,DEF,2,FRA,0.8275,0.0643,0.053208,0.053208,0.18279,0.182792,unchanged_already_consistent
hussein_ali__irq,Hussein Ali,IRQ,DEF,3,SEN,0.8275,0.1573,0.130166,0.130166,0.335268,0.335268,unchanged_already_consistent
andreas_schjelderup__nor,Andreas Schjelderup,NOR,MID,1,IRQ,0.3333,0.5585,0.0,0,0.901869,0.901869,unchanged_already_consistent
andreas_schjelderup__nor,Andreas Schjelderup,NOR,MID,2,SEN,0.3333,0.3373,0.0,0,0.699478,0.699478,unchanged_already_consistent
andreas_schjelderup__nor,Andreas Schjelderup,NOR,MID,3,FRA,0.3333,0.2077,0.0,0,0.385402,0.385402,unchanged_already_consistent
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,1,MEX,0.652,0.1717,0.111948,0.111948,0.325782,0.325782,unchanged_already_consistent
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,2,CZE,0.652,0.25,0.163,0.163,0.499429,0.499429,unchanged_already_consistent
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,3,KOR,0.652,0.2337,0.152372,0.152372,0.504097,0.504097,unchanged_already_consistent
willer_ditta__col,Willer Ditta,COL,DEF,1,UZB,0.5257,0.5,0.26285,0.26285,0.733388,0.733388,unchanged_already_consistent
willer_ditta__col,Willer Ditta,COL,DEF,2,COD,0.5257,0.5376,0.282616,0.282616,0.704259,0.704259,unchanged_already_consistent
willer_ditta__col,Willer Ditta,COL,DEF,3,POR,0.5257,0.25,0.131425,0.131425,0.356901,0.356901,unchanged_already_consistent
milad_mohammadi__irn,Milad Mohammadi,IRN,DEF,1,NZL,0.6102,0.411,0.250792,0.250792,0.845334,0.845334,unchanged_already_consistent
milad_mohammadi__irn,Milad Mohammadi,IRN,DEF,2,BEL,0.6102,0.1459,0.089028,0.089028,0.282057,0.282057,unchanged_already_consistent
milad_mohammadi__irn,Milad Mohammadi,IRN,DEF,3,EGY,0.6102,0.2904,0.177202,0.177202,0.478425,0.478425,unchanged_already_consistent
sead_kolasinac__bih,Sead Kolasinac,BIH,DEF,1,CAN,0.645,0.2337,0.150736,0.150736,0.423194,0.423194,unchanged_already_consistent
sead_kolasinac__bih,Sead Kolasinac,BIH,DEF,2,SUI,0.645,0.1883,0.121454,0.121454,0.365171,0.365171,unchanged_already_consistent
sead_kolasinac__bih,Sead Kolasinac,BIH,DEF,3,QAT,0.645,0.4624,0.298248,0.298248,0.73406,0.734062,unchanged_already_consistent
tim_payne__nzl,Tim Payne,NZL,DEF,1,IRN,0.853,0.25,0.21325,0.21325,0.54717,0.54717,unchanged_already_consistent
tim_payne__nzl,Tim Payne,NZL,DEF,2,EGY,0.853,0.217,0.185101,0.185101,0.536072,0.536074,unchanged_already_consistent
tim_payne__nzl,Tim Payne,NZL,DEF,3,BEL,0.853,0.1063,0.090674,0.090674,0.312375,0.312376,unchanged_already_consistent
noni_madueke__eng,Noni Madueke,ENG,FWD,1,CRO,0.38,0.4118,0.0,0,0.567172,0.567172,unchanged_already_consistent
noni_madueke__eng,Noni Madueke,ENG,FWD,2,GHA,0.38,0.5,0.0,0,0.640524,0.640524,unchanged_already_consistent
noni_madueke__eng,Noni Madueke,ENG,FWD,3,PAN,0.38,0.5376,0.0,0,0.495287,0.495288,unchanged_already_consistent
ayoub_el_kaabi__mar,Ayoub El Kaabi,MAR,FWD,1,BRA,0.3446,0.1883,0.0,0,0.293339,0.293339,unchanged_already_consistent
ayoub_el_kaabi__mar,Ayoub El Kaabi,MAR,FWD,2,SCO,0.3446,0.411,0.0,0,0.598733,0.598733,unchanged_already_consistent
ayoub_el_kaabi__mar,Ayoub El Kaabi,MAR,FWD,3,HAI,0.3446,0.5585,0.0,0,0.914154,0.914154,unchanged_already_consistent
david_alaba__aut,David Alaba,AUT,DEF,1,JOR,0.4441,0.4865,0.216055,0.216055,0.717777,0.717777,unchanged_already_consistent
david_alaba__aut,David Alaba,AUT,DEF,2,ARG,0.4441,0.1883,0.083624,0.083624,0.31317,0.31317,unchanged_already_consistent
david_alaba__aut,David Alaba,AUT,DEF,3,ALG,0.4441,0.3547,0.157522,0.157522,0.455659,0.455659,unchanged_already_consistent
tae_seok_lee__kor,Tae-Seok Lee,KOR,DEF,1,CZE,0.6257,0.3119,0.195156,0.195156,0.543483,0.543483,unchanged_already_consistent
tae_seok_lee__kor,Tae-Seok Lee,KOR,DEF,2,MEX,0.6257,0.2337,0.146226,0.146226,0.399078,0.399079,unchanged_already_consistent
tae_seok_lee__kor,Tae-Seok Lee,KOR,DEF,3,RSA,0.6257,0.3923,0.245462,0.245462,0.584613,0.584613,unchanged_already_consistent
federico_valverde__uru,Federico Valverde,URU,MID,1,KSA,0.8894,0.4865,,0,0.197133,0.197133,unchanged_already_consistent
federico_valverde__uru,Federico Valverde,URU,MID,2,CPV,0.8894,0.5,,0,0.163081,0.163083,unchanged_already_consistent
federico_valverde__uru,Federico Valverde,URU,MID,3,ESP,0.8894,0.1717,,0,0.128413,0.128414,unchanged_already_consistent
chris_wood__nzl,Chris Wood,NZL,FWD,1,IRN,0.6261,0.25,0.0,0,0.390656,0.390656,unchanged_already_consistent
chris_wood__nzl,Chris Wood,NZL,FWD,2,EGY,0.6261,0.217,0.0,0,0.480638,0.480639,unchanged_already_consistent
chris_wood__nzl,Chris Wood,NZL,FWD,3,BEL,0.6261,0.1063,0.0,0,0.426741,0.426741,unchanged_already_consistent
ryan_christie__sco,Ryan Christie,SCO,MID,1,HAI,0.6346,0.4865,0.0,0,1.056396,1.056396,unchanged_already_consistent
ryan_christie__sco,Ryan Christie,SCO,MID,2,MAR,0.6346,0.25,0.0,0,0.519717,0.519717,unchanged_already_consistent
ryan_christie__sco,Ryan Christie,SCO,MID,3,BRA,0.6346,0.1358,0.0,0,0.40091,0.40091,unchanged_already_consistent
liberato_cacace__nzl,Liberato Cacace,NZL,DEF,1,IRN,0.8505,0.25,0.212625,0.212625,0.531782,0.531782,unchanged_already_consistent
liberato_cacace__nzl,Liberato Cacace,NZL,DEF,2,EGY,0.8505,0.217,0.184559,0.184559,0.521339,0.52134,unchanged_already_consistent
liberato_cacace__nzl,Liberato Cacace,NZL,DEF,3,BEL,0.8505,0.1063,0.090408,0.090408,0.300329,0.30033,unchanged_already_consistent
i_smail_y_ksek__tur,Ismail Yüksek,TUR,MID,1,AUS,0.6176,0.411,0.0,0,0.755371,0.755373,unchanged_already_consistent
i_smail_y_ksek__tur,Ismail Yüksek,TUR,MID,2,PAR,0.6176,0.375,0.0,0,0.693953,0.693953,unchanged_already_consistent
i_smail_y_ksek__tur,Ismail Yüksek,TUR,MID,3,USA,0.6176,0.2766,0.0,0,0.536787,0.536787,unchanged_already_consistent
aubrey_modiba__rsa,Aubrey Modiba,RSA,DEF,1,MEX,0.6023,0.1717,0.103415,0.103415,0.317461,0.317461,unchanged_already_consistent
aubrey_modiba__rsa,Aubrey Modiba,RSA,DEF,2,CZE,0.6023,0.25,0.150575,0.150575,0.478666,0.478667,unchanged_already_consistent
aubrey_modiba__rsa,Aubrey Modiba,RSA,DEF,3,KOR,0.6023,0.2337,0.140758,0.140758,0.493469,0.493469,unchanged_already_consistent
rustam_ashurmatov__uzb,Rustam Ashurmatov,UZB,DEF,1,COL,0.8433,0.1573,0.132651,0.132651,0.372861,0.372861,unchanged_already_consistent
rustam_ashurmatov__uzb,Rustam Ashurmatov,UZB,DEF,2,POR,0.8433,0.096,0.080957,0.080957,0.276345,0.276345,unchanged_already_consistent
rustam_ashurmatov__uzb,Rustam Ashurmatov,UZB,DEF,3,COD,0.8433,0.3119,0.263025,0.263025,0.688496,0.688497,unchanged_already_consistent
abdulelah_al_amri__ksa,Abdulelah Al-Amri,KSA,DEF,1,URU,0.789,0.1573,0.12411,0.12411,0.385965,0.385965,unchanged_already_consistent
abdulelah_al_amri__ksa,Abdulelah Al-Amri,KSA,DEF,2,ESP,0.789,0.0741,0.058465,0.058465,0.240732,0.240732,unchanged_already_consistent
abdulelah_al_amri__ksa,Abdulelah Al-Amri,KSA,DEF,3,CPV,0.789,0.3119,0.246089,0.246089,0.71066,0.71066,unchanged_already_consistent
maxi_araujo__uru,Maxi Araujo,URU,MID,1,KSA,0.9094,0.4865,,0,0.202689,0.202689,unchanged_already_consistent
maxi_araujo__uru,Maxi Araujo,URU,MID,2,CPV,0.9094,0.5,,0,0.167817,0.167817,unchanged_already_consistent
maxi_araujo__uru,Maxi Araujo,URU,MID,3,ESP,0.9094,0.1717,,0,0.132314,0.132314,unchanged_already_consistent
yasser_ibrahim__egy,Yasser Ibrahim,EGY,DEF,1,BEL,0.5221,0.1717,0.089645,0.089645,0.277216,0.277216,unchanged_already_consistent
yasser_ibrahim__egy,Yasser Ibrahim,EGY,DEF,2,NZL,0.5221,0.4624,0.241419,0.241419,0.769531,0.769533,unchanged_already_consistent
yasser_ibrahim__egy,Yasser Ibrahim,EGY,DEF,3,IRN,0.5221,0.411,0.214583,0.214583,0.665117,0.665117,unchanged_already_consistent
michael_amir_murillo__pan,Michael Amir Murillo,PAN,DEF,1,GHA,0.6507,0.25,0.162675,0.162675,0.575525,0.575525,unchanged_already_consistent
michael_amir_murillo__pan,Michael Amir Murillo,PAN,DEF,2,CRO,0.6507,0.1717,0.111725,0.111725,0.487338,0.487338,unchanged_already_consistent
michael_amir_murillo__pan,Michael Amir Murillo,PAN,DEF,3,ENG,0.6507,0.1063,0.069169,0.069169,0.367529,0.367529,unchanged_already_consistent
scott_mckenna__sco,Scott McKenna,SCO,DEF,1,HAI,0.5867,0.4865,0.28543,0.28543,0.88043,0.88043,unchanged_already_consistent
scott_mckenna__sco,Scott McKenna,SCO,DEF,2,MAR,0.5867,0.25,0.146675,0.146675,0.431303,0.431303,unchanged_already_consistent
scott_mckenna__sco,Scott McKenna,SCO,DEF,3,BRA,0.5867,0.1358,0.079674,0.079674,0.254913,0.254913,unchanged_already_consistent
finn_surman__nzl,Finn Surman,NZL,DEF,1,IRN,0.8782,0.25,0.21955,0.21955,0.766974,0.766974,unchanged_already_consistent
finn_surman__nzl,Finn Surman,NZL,DEF,2,EGY,0.8782,0.217,0.190569,0.190569,0.761839,0.761841,unchanged_already_consistent
finn_surman__nzl,Finn Surman,NZL,DEF,3,BEL,0.8782,0.1063,0.093353,0.093353,0.506869,0.50687,unchanged_already_consistent
lee_kang_in__kor,Kang-In Lee,KOR,MID,1,CZE,0.3947,0.3119,0.0,0,0.615594,0.615594,unchanged_already_consistent
lee_kang_in__kor,Kang-In Lee,KOR,MID,2,MEX,0.3947,0.2337,0.0,0,0.344878,0.34488,unchanged_already_consistent
lee_kang_in__kor,Kang-In Lee,KOR,MID,3,RSA,0.3947,0.3923,0.0,0,0.551948,0.551948,unchanged_already_consistent
mat_as_vi_a__uru,Matias Viña,URU,DEF,1,KSA,0.3713,0.4865,0.180637,0.180637,0.595976,0.595976,unchanged_already_consistent
mat_as_vi_a__uru,Matias Viña,URU,DEF,2,CPV,0.3713,0.5,0.18565,0.18565,0.571764,0.571764,unchanged_already_consistent
mat_as_vi_a__uru,Matias Viña,URU,DEF,3,ESP,0.3713,0.1717,0.063752,0.063752,0.220587,0.220587,unchanged_already_consistent
anass_salah_eddine__mar,Anass Salah-Eddine,MAR,DEF,1,BRA,0.5353,0.1883,0.100797,0.100797,0.255259,0.255259,unchanged_already_consistent
anass_salah_eddine__mar,Anass Salah-Eddine,MAR,DEF,2,SCO,0.5353,0.411,0.220008,0.220008,0.591931,0.591932,unchanged_already_consistent
anass_salah_eddine__mar,Anass Salah-Eddine,MAR,DEF,3,HAI,0.5353,0.5585,0.298965,0.298965,0.815807,0.815808,unchanged_already_consistent
ghislain_konan__civ,Ghislain Konan,CIV,DEF,1,ECU,0.6295,0.3119,0.196341,0.196341,0.520515,0.520515,unchanged_already_consistent
ghislain_konan__civ,Ghislain Konan,CIV,DEF,2,GER,0.6295,0.1573,0.09902,0.09902,0.25096,0.25096,unchanged_already_consistent
