kind,method,resource_type,status,url,post_data,content_type
response,,,204,https://ensightenone.danskespil.dk/privacy/v1/b/b.rnc?n=3&c=2305&i=4uc359&p=dli_oddset_prod&s=15597&d=8Hh7InZlcnNpb24iOiIxLjAuMCIsImdhdGV3YXkiOiIyLjMuNzI3IiwiY2xpZW50SWQiOjIzMDUsInB1Ymxpc2hQYXRoIjoiZGxpX29kZHNldF9wcm9kIiwiaW5zdGFuY2VJZCI6IjR1YzM1OSIsInBhY2tldCI6MSwibW9kZSI6ImVuZm9yY2ViAPIub29raWVzIjp7fSwiZW52aXJvbm1lbnQiOiJXZWJBbGwtUFJPRCIsInJlcXVlc3RzIjpbeyJkZXN0aW5hdMIA8xpodHRwczovL2Fzc2V0cy5zYi5kYW5za2VzcGlsLmRrL2Zyb250LWVuZCIA-FQvNjAwOC4wMTkzNTNmZTYxM2FhMTliODQ4NS5idW5kbGUuanM_dj00OS40LjMxLVNOQVBTSE9UIiwidHlwZSI6InNjcmlwdCIsInN0YXJ0IjoxNzgwNDIxNjg2NDE2LCJlbmQUAKA1MjYsInNvdXJjPACyYXBwZW5kQ2hpbGRBAJB0dXMiOiJsb2EQAGByZWFzb27lANRdLCJkYXRhUGF0dGVyEgDAbGlzdCI6W10sImlkYwDfNzg5MDc2NzI1Mzl9LBcBiSA2NN4BAbQABCsBChcBMW11dM8Br09ic2VydmVyQ0weATgvODceATD_CjQ0MDEuZGI4ZTJlZDU4MGZjOWZhN2RjMzM1AjAfOB4BDA81Ajq_ODEyNjg1NzYwNDEXAYsPNQJiBR4BDzUCMv8KODQyOC5kNDIyZGQwNTA3YzQ5YzJhMWEwYzUCMB43NQIvMzBqBEavOTk1MzYzOTYyMjUCMA8XAUgPNQIBCRcBD2oEQgQeAR82iAUx_wozNTI4LmY2NTNkNGFhNDI4NzY0YjIxNTdhNQIwHzk1AgAfMTUCRjA4NzOfBj8yMjQ1AjAPFwFILzY1FwEMDzUCQgQeAS83MB4BMP8JODg3OS4yYWUwMzU0MTdiMTEwYWQwNjJhNQKfnzk4MzI0MzczMBcBjA9qBAIITAMMNQIfQdMIMAQdAS80NTQCiw9SA2MFHgEfNh4BMP8KMzc4Ni4xY2U4ZGI5NDA5NmZhYTZmMzIzMocFLy8yMHAEDA_xCTuPMDI0ODMyMzPxCTIPFwFIDzUCYhQ4HgEfODUCMf8KMTkzNC5lZThhMTBjMWQ5MDcxNzQxNDc4ZjUCMA9EDQAvNDW8B0WvODAyNjcxODQ5NSYMMQ8XAUgfNnIPAAkXAQyHBQ9bDjEFHgEvOTNqBDD_CjgyODQuMDMzOGY5YzQzY2RmMDg3NDM2YjQ1AjAP2ggACR4BD2oEPH85NDAyMjk1PQ0zDxcBRw81AmQCHgE_NjI4NQIw_wozNDc1LmRiY2UyNjMyYTY2OTcyZjg0NTUxNQIwHjOfBg81AkevNzk4MzUyMjcxND0NMg8XAUcPnwYBCRcBDGoED_EJNAEdAR85hwUxDzQCSA9SA2IFOwIfOZYQMf8KNzU1Mi5lNTU5Y2I2ZDAwY2YwZTc3NzRjOVIDMB8yUgMADxcWRq84MjM5Njc2NDM1ngYxDxcBSA9SAwIIFwEMUgMPvAcyBB4BHznxCTL_CTAwMS4xODU2NTA0NWNlNWExYmUxMjIxNzUCMA_iEwAvNTPxCUWvNzkxNjQ0MzY0MZ4GMR8xFwFHHzYXAQ0PNQJBBR4BHzUeATH_CTQ5NDMuMmJmZWRkZWU4YjJhNDM2N2U1N2oEMQ8PCwAfNhcWRnA4MDgxNTI4Hw8P0wgwDxcBSA-fBgEJFwEMNQIPvAcwBB0BLzEzaQQxDx0BSQ9SAwAPHQEKD4cFMgM7Ai8xM54bMf8IMzExLjBmZDk5YmI2ODMwMGRkOWRiYTR3DzEPnRsAAPsTD9IdQ584MDM5ODkwODCOEDIPFgFHD4UFAQkWAQxQAw8zAjMCHQEvMTL-FDH_CDcxMy5mMjQ0MmRiM2NmODM1Zjg1YzZiBSAwHzJmGQAJHQEPdQ86rzc5NDMwNTY5MTEWAYsPMwIeD4MFMAUcAQ8KCzMPMgJGHzZlBA0PTwNBBh0BD58bMf8JNDE2MS4wMjYyNmZkZWVjMzFkZWFmZDFl6x4wLjMxPg0YOGoZD1ADOq84MTYwNTI3NTc2mQYxDxcBSA81AgEJFwEPNQJBBB4BLzgwNQIICoAl8RBkbGkvQnVpbGRBcnRpZmFjdHMvQ29tcG9uZW50cy9ErCXwHFNwaWwvRG9tYWluL0ZlYXR1cmUuTG95YWx0eUNsdWIvSGVscGVycy9BcGmeJc9yPTIzOC1EUy0zNjOYJREvMzhyGQAnODJMDc9pbnNlcnRCZWZvcmWoGzGfMTI2NzA4NjEyGAsHDyYBfx85pxAACSYBD1ICQSM3OSwBDyYgCQ8sAT8HgwJyQnV0dG9uLwcAD18CIw8yFQAJOQEPXwI7AB8KXzUzNjgz-CcJDzMBjA9sAmIFOQEfNMcPCA85AUqUQ29uZmV0dGkvCQAPcAIhLzU4cAIBCBsSAqMq8ABfRE9NQXR0ck1vZGlmaWViKjJzdGFyKlFhbGxvdxMAD3UqHK84MDA3NDg0ODg1sBcID0QBSmFNb2RhbC8GAA8-ASEvMzgVGwAvODQNBkZQODE2OTg-Jx8woQsIDzEBig-sAwIIMQEPGAZBBTcBD0QHWwcYBjJTdWJIA-Bpb25GbG93L05ld3NsZZItUFByb21vgC4PgQIjD-8LAACVAgVUEA8vBjuvNzk2MDE5Nzk1N7IDZQ9KAUYfOQkFAQgVIQ-aAkEFUAEfOAQLP_AORnJhbWV3b3JrL1BsYXllckFjY291bnRNYW5hZ2UaMTAvU2N-MBVzEwt_Q29uc2VudIkCIh83-hMALzg3CgVGrzc5ODUxNDUxODYKBT8POQFbHzmTDgEIOQEPeAJDAz8BD8gDQA8_ARffVGVtcGxhdGVzL1N2Z3YCIR81TwYBABQABf8EAnYFD74IQ58xNzE4MzkzODMCCmU_U3ZnOgElLzM5xw4AAAMFBToBDzkGOzA4MjBcFD80MDXHDloIgwcPLQEpDxwGAAktAQ-kA0EGMwEP4wQID6o2F_8JNjIxLmI5MTU1OGZkMTdjZjY2YzgzMDliXh4vHzPsDwAYOdQJD1UTOzEwNjUdFA9PKDIfNhcBRw9VEwEJFwEMNQIPphYwFDgdAQ83JzIPHQFJD9kYAA8dAQoP9hkzAzsCHziyBQgPUgMW_wk1NjguODcyYzdhZjEyNzJlYjI3YTBlOThRAzAOVg4vNjB6H0cgMjGEDy80NoIqMg8WAUceNjMCChYBD1ADQdAyMTg0ODg0NzI3fV19,,
response,,,204,https://ensightenone.danskespil.dk/privacy/v1/b/b.rnc?n=1&c=2305&i=4uc359&p=dli_oddset_prod&s=15724&d=8Hh7InZlcnNpb24iOiIxLjAuMCIsImdhdGV3YXkiOiIyLjMuNzI3IiwiY2xpZW50SWQiOjIzMDUsInB1Ymxpc2hQYXRoIjoiZGxpX29kZHNldF9wcm9kIiwiaW5zdGFuY2VJZCI6IjR1YzM1OSIsInBhY2tldCI6MSwibW9kZSI6ImVuZm9yY2ViAPIub29raWVzIjp7fSwiZW52aXJvbm1lbnQiOiJXZWJBbGwtUFJPRCIsInJlcXVlc3RzIjpbeyJkZXN0aW5hdMIA8wdodHRwczovL2FwcC52YXJpZnkuaW8vCgDwCmpzIiwidHlwZSI6InNjcmlwdCIsInN0YXKRAMA3ODA0MjE2ODU5NDd_AEZkIjoxFACWNzIsInNvdXJjPADyAV9ET01BdHRyTW9kaWZpZWRMALF0dXMiOiJibG9jaxMAYHJlYXNvbqsA8QkiQmxhY2tsaXN0Il0sImRhdGFQYXR0ZXIdADFdLCIaAHA6WyJGdW5rzgBAZWxsZSoAEmmKAM8xOTc0NDQ3MTg1fSz2AAXxC2RhbnNrZXNwaWwuZGsvQ29tcG9uZW50cy9EGQDxClNwaWwvRG9tYWluL0ZlYXR1cmUuTmF2aWc-AfAZL0dyYXBoaWNzL1Nwcml0ZVNoZWV0cy9MdWNpZGVJY29ucy90cmVhdJMBRi5zdmdMASBpbQ0ADUkBPDg4NUkBRzYxMzZJATFtdXR7AKhPYnNlcnZlckNMRQEwbG9hVQEGQgEPNwEJM10sIikBrzA2NzA4Mjg3MzMpAZUtOTNyAg8pAVkPUgJpn3JlbGF0aXZlc1ICEj85MzNSAmC_NzkxNTM2MDI1ODhSAmcPKQEdHzgpAWkfOXsDaH9jb250YWN0UAIUD3kDY483OTc1NzY0NycBlg9OAmEkODAnAR80dwMIMHMtc0QGEGPxBv8ZLS9tZWRpYS9lODUxNWFhM2VkZDI0NWJiYmQxNTRmZTE3NTI4ODJiMhwCFB85QwNgrzgwMjczNjg5NzX1AGMvNDH1AGofNuoBHP8RNmRiNGZhYjgyYjE3NDVlYmE5NGYyYzgxYzE2MDYyNTTqAYivNzg3Mjk3NDg1NQYECQ_fAgEP9QAzLzQy6gFgBvUAD-oBHfAUY2Y1ZWQxMTYyZjE0NGMzOGJhZGI5NjhmN2IyMWQ0NjIucG6FCgPeCw-SCgQvOTPUA2G_NzgyNzU2MzUyMzLfAhwP9QAzD-oBZAT1AA-wDAkP3wIB_xEyYzUwYWFkYjJiM2Q0NmY0YTgwNWUwYTEzYTRhZWY3YtQDKB83fAxNrzE2NDM5OTc5OTDqARwP9QAzHzQfCwEP9QBXD7MGHf8RMDYyOTkxNTcwZTBiNDM4NWFlMGJmNmI5NTFmNWZmM2HqARMP9QBivzc5OTUzODg5MDQx6gEcD_UANA9bDwEP6gFNBvUAD7MGCQFrEA-EEBoHqRAFhBC2QnJhbmRMb2dvcy_WEG8td2hpdGUXAhQfNOAGAA8iAU2_ODIzMTEwODE0NzcXAggPIgF1D0QCYQYiAQ9NDxbwBWRsaS9zY2FwaS9jb21tb24vZGljIRM3YXJ5CwDxDD9wYXRoPS9UaW1lQ29uc3VtaW5nTm90aWZpY2QSECYFFGZhbnRzPTG6EjJ4aHJyEgkDFD82MTlJBQAnOTQ-BrJYSFJfTUFOQUdFUkEAAvgTW2FsbG93-BMPthITjzI1Njg3MDAzUAQKCTkCDxcBYQ8yAgAvOTUXAVIPcgQWDxcBGq9PbmJvYXJkaW5nHwIZLjIxJg0BFAAFIhYPHwI-nzE0NjE3MDY0Nm8GCQ8fAicPCAHM8QFCdWlsZEFydGlmYWN0cy9T_BcJFhf_CENvcmUvRm9vdGVyLjgzZjRiYmUyMTguMhgSTTYxNDZsBjczMTkYAw_pFkQAgQg_NjgwTA0d_xE5MzhhNjdkYzU3Mzc0Mjg0YWU5MTc4NWQ3NzE3NTNiZmEHES82MXgJAD8zNjP1AE4wNDg3ixUfN0wNHQ_1ADQOAgUP9QBZD2ILHv8QMmUzOGM3NWYyNmM0MzEzYmVlZWMwZmI0ZjE2NTNiZTYPEQ_qAWZ_OTU4MDk0NksJCg9BDgEfMPUAMw_qAWME9QAfOUAKCA_1AAH_ETYwOTBlMTdmNzBiNDRlMWY4ZDUzOWZkODI5YTcyMWM56gGJnzIwMDUyMzQwMBMKCQ_1AEgP6gFiBPUAHzErEB0P_xMxD9QDZAT_Ey83NR8NCQ_qAQIP6RUwD6gHAw-zBk4F9QAfNuoBHQ8VEjE-NjE0CQ8PswZQAgoTPzgxOf8TYQ_qAWQVOPUAD98CHf8QOWRlOTAzYWU4NDI3NDkwMDlkMjFhNjYzNDJlMzRjMPMQEg_qAWWfMDQxODM3MjkxnQgdD_UANA98CwAP1ANOFTj1AA98Cx3_EDg5MGNiNjczYzAyNTRkZWFiZDBmYzIxNWI2NTQ4OTKyGhIP6gFkrzc5MDI0OTYwMjiNDwkPvgUBD_UANA_qAWEG9QAPyQQIpmFzc2V0cy5zYi6sFACRHvYiZnJvbnQtZW5kL2RpZ2l0YWxQb3J0YWwuanM_bm9DYWNoZT0yMDI2MDYwMjE5MzQ0M5oSD6AmBj42Mzd-EB8zoCYcD6gSJhA3sxxfMzU1MzTNBgkNiRALgQ8H8RUHmibwDkZyYW1ld29yay9QbGF5ZXJBY2NvdW50TWFuYWdldiYFuQ-ASGVscGVycy_pEzBlbnRQAb9yPTIzOC1EUy0zNkYBFA9OAgAYNyAWAoIBD-YnCQ9GASiPODUxNDUxODY0BQkPRgEjC-AnxExveWFsdHlDbHViLzcBP0FwaTMBIi44MOcQABQABfcSDzMBSiAxMtknLzYx-Q8JDzMBPgeqAnJCdXR0b24vBwAPQAEjDlYWKDM4MhEPQAFIrzgwODY1MzY4MzNaDgkPQAFJYU1vZGFsLwYADz4BIw-nDQAAYioPfgJRrzgxNjk4NTM2MzAGBggK_AUAiBYP9wQSD7EDCAd-AjJTdWIeAuBpb25GbG93L05ld3NsZUEsUFByb21vERkPVwEjDgMnLzM4CAVWjzYwMTk3OTU3-g8JD5UCSX9TdmcvU3ZnOgEjDk0iKDM49hUCsQEPQgZCrzgyMDQzMDU0MDURGBoLkQIPCRcAgXJlZ2lvbi1vzC-_LjExZDVkZmE3NmQLFxQB9xYiZW6zLgJRLyA2M04bBaYDDwsXQZ83OTYwODQwMTWEDAkPpQkPAiIA8BUvcnVudGltZS41ZjU2MGMwM2M0M2U4NDNiMDJkMy5idW5kbGUwAv8Ddj00OS40LjMxLVNOQVBTSE9UvgkRLjQxBQYBFAAFIQEPNgJJnzE3Njg2NTQ3MngICAIGAQ_NCgkCIgD_DC8yODk5LjA3ODZhNWY5OWVhNWY1YmI4NjVlLiUBLw60ECg0MYAdDyUBSK83OTQ2NTYxNTQzWwMIAgMBDyUBEPABOTE1MS5kYWFiNDYzYTU0N4EBXzQwYzM5JQEwDhEHKDQxjh0PJQFJfzg3MTAxODK-KAoPJQEW_wo2MDA4LjAxOTM1M2ZlNjEzYWExOWI4NDg1JQEwDucLKDQxhDIPJQFKfzkwNzY3MjV0CQkPJQEW_wo4NDI4LmQ0MjJkZDA1MDdjNDljMmExYTBjJQEwDgQILzQxBAhWEDlZCT85NjLZCwgPJQEW_wk0NDAxLmRiOGUyZWQ1ODBmYzlmYTdkYzO5BTEOBS83NDE48BwPSgJIjzgxMjY4NTc2byYKDyUBFv8KODg3OS4yYWUwMzU0MTdiMTEwYWQwNjJhYUoCMA8lAWhgNzk4MzI0ixQP4wwIDyUBFv8JMzUyOC5mNjUzZDRhYTQyODc2NGIyMTU3JQExDjkKGTQvIA9KAkhANzg3M5QEHzIDCDL_CjM3ODYuMWNlOGRiOTQwOTZmYWE2ZjMyMzJKAi8eMm0QEDQUAA8oCVJ_MDI0ODMyM44lCg9KAhb_CTc1NTIuZTU1OWNiNmQwMGNmMGU3Nzc0YwMIMB4yCxQQNBQADyUBUp8yMzk2NzY0MzW5BTH_CjM0NzUuZGJjZTI2MzJhNjY5NzJmODQ1NTFKAjAO6jAvNDLQOxsP6hMowDgzNTIyNzE0OH1dfQ,,
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/8820.d900aa164eb8c846da21.bundle.js,,application/javascript
request,GET,fetch,,https://content.sb.danskespil.dk/content-service/api/v1/q/localisation?brand=sgd-b1&channel=I&groups=openbet-banner%2Copenbet-bet-editor%2Copenbet-bet-type-info%2Copenbet-betslip%2Copenbet-favourites%2Copenbet-filtered-event-list%2Copenbet-grouped-event-list%2Copenbet-hierarchy-menu%2Copenbet-ui-common%2Copenbet-webapp%2Csgd-app-common%2Csgd-app-promotions%2Csgd-app-scaffolding%2Csgd-app-sportsbook%2Csgd-popular-bets%2Csgd-promotions-ui-kit%2Csgd-sportsbook-ui-kit%2Csgd-stream-player%2Csgd-ui-kit&lang=da-DK&locale=da-DK,,
response,,,204,https://ensightenone.danskespil.dk/privacy/v1/c/b.rnc?n=2&c=2305&i=53nk5g&p=dli_oddset_prod&s=418&d=9Cd7InZlcnNpb24iOiIxLjAuMCIsImdhdGV3YXkiOiIyLjMuNzI3IiwiY2xpZW50SWQiOjIzMDUQAPAQTmFtZSI6ImRhbnNrZXNwaWwiLCJwdWJsaXNoUGF0aBsA8AVsaV9vZGRzZXRfcHJvZCIsIm1vZDQAkGJsYWNrbGlzdF0A8CRvb2tpZXMiOnsiREFOU0tFU1BJTF9FTlNJR0hURU5fUFJJVkFDWV9NT0RBTF9MT0FERUSwAPEPIn0sImR0IjoxNzgwNDIxNjg4NDE5LCJzZXR0aW5nUADxKW1vZGFsIjoiZW50ZXJwcmlzZSIsImVudmlyb25tZW50IjoiV2ViQWxsLVBST0QiLCJkZWZhdWx0PQDyG0Z1bmt0aW9uZWxsZSI6MCwiTm9kdmVuZGlnZSI6MSwiU3RhdGlzdGlzax8AUE1hcmtlewCwIjowfX0sImV2ZW5KACJbewsAQSI6ImPrAGBDaGFuZ2UOAQ-_AADwAFZlcnNpb24iOiIyIn1dfQ,,
ws_sent,,websocket,,wss://push.sb.danskespil.dk/websock,C02P0000,
ws_sent,,websocket,,wss://push.sb.danskespil.dk/websock,p1000,
request,GET,fetch,,https://content.sb.danskespil.dk/content-service/api/v1/q/localisation?brand=sgd-b1&channel=I&groups=sgd-app-account%2Csgd-app-casino&lang=da-DK&locale=da-DK,,
ws_received,,websocket,,wss://push.sb.danskespil.dk/websock,g1000,
response,,,200,https://content.sb.danskespil.dk/content-service/api/v1/q/localisation?brand=sgd-b1&channel=I&groups=sgd-app-account%2Csgd-app-casino&lang=da-DK&locale=da-DK,,application/json
response,,,200,https://content.sb.danskespil.dk/content-service/api/v1/q/localisation?brand=sgd-b1&channel=I&groups=openbet-banner%2Copenbet-bet-editor%2Copenbet-bet-type-info%2Copenbet-betslip%2Copenbet-favourites%2Copenbet-filtered-event-list%2Copenbet-grouped-event-list%2Copenbet-hierarchy-menu%2Copenbet-ui-common%2Copenbet-webapp%2Csgd-app-common%2Csgd-app-promotions%2Csgd-app-scaffolding%2Csgd-app-sportsbook%2Csgd-popular-bets%2Csgd-promotions-ui-kit%2Csgd-sportsbook-ui-kit%2Csgd-stream-player%2Csgd-ui-kit&lang=da-DK&locale=da-DK,,application/json
request,GET,xhr,,https://content.sb.danskespil.dk/content-service/api/v1/q/drilldown-tree?drilldownNodeIds=1&eventState=OPEN_EVENT&includeMarketGroupCodeCombis=true&lang=da-DK&channel=I,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~9d2749cb.cea4ebc475ba03e78bfb.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~9378c919.24acac65ef1bf5f8238c.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~8f03cf26.16c946bc7c40d7835570.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~d8c68c60.3e633fc32ba4f08f2a76.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~89c6111d.4dca94fa157539c7f37d.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~4b8a7ba6.d0edca1b4a99b0d60e9b.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~20c5fc72.0b59378f2e35c05c8f2f.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~555db0d3.360df63e15e02ca08186.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~f7ff01f4.6f5c1841dd22d00d58c2.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~4fb78f66.d97a95d29e1258f524f1.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~5cbaf5c9.2c9deb5d30ff1277ab1d.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~c7c52e46.c76da6db1cc692834d23.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~f1aec534.0e8e5e6c053edff8016a.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~b654f491.58435302efd87b01e8f8.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~8275977a.9478b17fb54f9fd485f1.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/betslip-settings.9f511a667a4559bb10bd.bundle.js,,
request,GET,font,,https://assets.sb.danskespil.dk/front-end/assets/fonts/OpenSans-Regular.woff2,,
request,GET,font,,https://assets.sb.danskespil.dk/front-end/assets/fonts/OpenSans-SemiBold.woff2,,
request,GET,font,,https://assets.sb.danskespil.dk/front-end/assets/fonts/OpenSans-Bold.woff2,,
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~9d2749cb.cea4ebc475ba03e78bfb.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~9378c919.24acac65ef1bf5f8238c.bundle.js,,application/javascript
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/5246.7f5b8587760882219347.bundle.js,,
request,GET,fetch,,https://assets.sb.danskespil.dk/cms/assets/app/svg/operator-icons.svg,,
response,,,200,https://content.sb.danskespil.dk/content-service/api/v1/q/drilldown-tree?drilldownNodeIds=1&eventState=OPEN_EVENT&includeMarketGroupCodeCombis=true&lang=da-DK&channel=I,,application/json
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~8f03cf26.16c946bc7c40d7835570.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~d8c68c60.3e633fc32ba4f08f2a76.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~89c6111d.4dca94fa157539c7f37d.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~555db0d3.360df63e15e02ca08186.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~4fb78f66.d97a95d29e1258f524f1.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~20c5fc72.0b59378f2e35c05c8f2f.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~b654f491.58435302efd87b01e8f8.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~4b8a7ba6.d0edca1b4a99b0d60e9b.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~f7ff01f4.6f5c1841dd22d00d58c2.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/betslip-settings.9f511a667a4559bb10bd.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~f1aec534.0e8e5e6c053edff8016a.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~c7c52e46.c76da6db1cc692834d23.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~5cbaf5c9.2c9deb5d30ff1277ab1d.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-betslip~8275977a.9478b17fb54f9fd485f1.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/fonts/OpenSans-Bold.woff2,,font/woff2
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/fonts/OpenSans-SemiBold.woff2,,font/woff2
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/fonts/OpenSans-Regular.woff2,,font/woff2
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/5246.7f5b8587760882219347.bundle.js,,application/javascript
request,GET,fetch,,https://assets.sb.danskespil.dk/front-end/assets/sprite-498e0be1579258f4d8c9.svg,,
response,,,200,https://assets.sb.danskespil.dk/cms/assets/app/svg/operator-icons.svg,,image/svg+xml
request,GET,fetch,,https://content.sb.danskespil.dk/content-service/api/v1/q/cms-content?appRef=sgd-web-app&brand=sgd-b1&channel=I&clientAttributes=anonymous&deviceBrowser=chrome&deviceOs=windows&eventId=9290632&formFactor=desktop&freetext=fodbold&freetext2=verden&freetext3=vm&freetext4=mexico-sydafrika&includeChildMarkets=true&lang=da-DK&language=da&route=Event,,
request,GET,fetch,,https://content.sb.danskespil.dk/content-service/api/v1/q/localisation?brand=sgd-b1&channel=I&groups=betslip-settings%2Copenbet-sports-hierarchy-header&lang=da-DK&locale=da-DK,,
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/sprite-498e0be1579258f4d8c9.svg,,image/svg+xml
response,,,200,https://content.sb.danskespil.dk/content-service/api/v1/q/localisation?brand=sgd-b1&channel=I&groups=betslip-settings%2Copenbet-sports-hierarchy-header&lang=da-DK&locale=da-DK,,application/json
response,,,200,https://content.sb.danskespil.dk/content-service/api/v1/q/cms-content?appRef=sgd-web-app&brand=sgd-b1&channel=I&clientAttributes=anonymous&deviceBrowser=chrome&deviceOs=windows&eventId=9290632&formFactor=desktop&freetext=fodbold&freetext2=verden&freetext3=vm&freetext4=mexico-sydafrika&includeChildMarkets=true&lang=da-DK&language=da&route=Event,,application/json
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/8788.7329105883fcf652496a.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/8926.72d004abd95200aa4ad9.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/3251.9f9d4cc7b0853930aba2.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/7897.d8167db16741fd41dde5.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-grouped-event-list.9a779b7690028c83ad22.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/sgd-search.baec552588248b84723a.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-banner.c7dc40623ddb0561d91d.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/sgd-popular-bets.6b9366b935067bcaef38.bundle.js,,
request,GET,font,,https://assets.sb.danskespil.dk/front-end/assets/fonts/RobotoCondensed-BlackItalic.woff2,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-boosted-bets-list.4d51554a05c6ad5f93c0.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-event-markets~817d5475.6da111e9bb3063ca402c.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-event-markets~96d4916e.da128f1c1e7d4a848748.bundle.js,,
request,GET,script,,https://assets.sb.danskespil.dk/front-end/assets/openbet-event-markets~1534264e.d22bb73694519d4d47d8.bundle.js,,
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/fonts/RobotoCondensed-BlackItalic.woff2,,font/woff2
request,GET,xhr,,https://content.sb.danskespil.dk/content-service/api/v1/q/events-by-ids?eventIds=9290632&includeChildMarkets=false&includeCollections=false&includePriorityCollectionChildMarkets=false&includePriceHistory=false&includeCommentary=true&includeIncidents=true&includeRace=false&includeMedia=true&includePools=false&includeNonFixedOdds=false&lang=da-DK&channel=I,,
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/8788.7329105883fcf652496a.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/openbet-grouped-event-list.9a779b7690028c83ad22.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/8926.72d004abd95200aa4ad9.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/7897.d8167db16741fd41dde5.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/sgd-search.baec552588248b84723a.bundle.js,,application/javascript
response,,,200,https://assets.sb.danskespil.dk/front-end/assets/3251.9f9d4cc7b0853930aba2.bundle.js,,application/javascript
