type,player_name,team,position,pool_price,holdet_price,diff,pool_is_out,holdet_is_out
new_in_holdet,Duje Caleta-Car,Kroatien,DEF,,3.0,,,False
new_in_holdet,Josko Gvardiol,Kroatien,DEF,,3.5,,,False
new_in_holdet,Antonio Rüdiger,Tyskland,DEF,,4.5,,,False
new_in_holdet,Jonathan Tah,Tyskland,DEF,,4.5,,,False
new_in_holdet,Maximilian Mittelstädt,Tyskland,DEF,,3.5,,,True
new_in_holdet,Waldemar Anton,Tyskland,DEF,,3.5,,,False
new_in_holdet,Nico Schlotterbeck,Tyskland,DEF,,4.0,,,False
new_in_holdet,Malick Thiaw,Tyskland,DEF,,3.0,,,False
new_in_holdet,Robin Koch,Tyskland,DEF,,3.5,,,True
new_in_holdet,Nathaniel Brown,Tyskland,DEF,,2.5,,,False
new_in_holdet,David Raum,Tyskland,DEF,,4.5,,,False
new_in_holdet,Malo Gusto,Frankrig,DEF,,4.0,,,False
new_in_holdet,Pierre Kalulu,Frankrig,DEF,,3.0,,,True
new_in_holdet,Maxence Lacroix,Frankrig,DEF,,3.0,,,False
new_in_holdet,Jules Kounde,Frankrig,DEF,,3.5,,,False
new_in_holdet,William Saliba,Frankrig,DEF,,4.5,,,False
new_in_holdet,Dayot Upamecano,Frankrig,DEF,,4.0,,,False
new_in_holdet,Ibrahima Konate,Frankrig,DEF,,3.0,,,False
new_in_holdet,Theo Hernandez,Frankrig,DEF,,4.5,,,False
new_in_holdet,Lucas Hernandez,Frankrig,DEF,,3.0,,,False
new_in_holdet,Lucas Digne,Frankrig,DEF,,3.5,,,False
new_in_holdet,Stefan de Vrij,Holland,DEF,,3.0,,,True
new_in_holdet,Nathan Ake,Holland,DEF,,3.5,,,False
new_in_holdet,Virgil van Dijk,Holland,DEF,,5.0,,,False
new_in_holdet,Lutsharel Geertruida,Holland,DEF,,2.5,,,False
new_in_holdet,Denzel Dumfries,Holland,DEF,,5.0,,,False
new_in_holdet,Jurrien Timber,Holland,DEF,,2.5,,,True
new_in_holdet,Jeremie Frimpong,Holland,DEF,,4.0,,,True
new_in_holdet,Jorrel Hato,Holland,DEF,,2.5,,,False
new_in_holdet,Micky van de Ven,Holland,DEF,,4.0,,,False
new_in_holdet,Jan Paul van Hecke,Holland,DEF,,3.0,,,False
new_in_holdet,Marc Pubill,Spanien,DEF,,3.0,,,False
new_in_holdet,Dean Donny Huijsen,Spanien,DEF,,4.0,,,True
new_in_holdet,Pau Cubarsi,Spanien,DEF,,4.0,,,False
new_in_holdet,Pedro Porro,Spanien,DEF,,4.5,,,False
new_in_holdet,Marc Cucurella,Spanien,DEF,,4.5,,,False
new_in_holdet,Daniel Vivian,Spanien,DEF,,3.5,,,True
new_in_holdet,Eric Garcia,Spanien,DEF,,3.0,,,False
new_in_holdet,Robin Le Normand,Spanien,DEF,,4.5,,,True
new_in_holdet,Alejandro 'Alex' Grimaldo,Spanien,DEF,,4.0,,,False
new_in_holdet,Aymeric Laporte,Spanien,DEF,,4.5,,,False
new_in_holdet,Victor Lindelöf,Sverige,DEF,,3.0,,,False
new_in_holdet,Eric Smith,Sverige,DEF,,2.0,,,False
new_in_holdet,Carl Starfelt,Sverige,DEF,,2.5,,,False
new_in_holdet,Gabriel Gudmundsson,Sverige,DEF,,3.0,,,False
new_in_holdet,Emil Holm,Sverige,DEF,,2.5,,,True
new_in_holdet,Hjalmar Ekdal,Sverige,DEF,,2.0,,,False
new_in_holdet,Daniel Svensson,Sverige,DEF,,3.0,,,False
new_in_holdet,Isak Hien,Sverige,DEF,,2.5,,,False
new_in_holdet,Gustaf Lagerbielke,Sverige,DEF,,3.0,,,False
new_in_holdet,Victor Eriksson,Sverige,DEF,,2.0,,,True
new_in_holdet,Achref Abada,Algeriet,DEF,,2.0,,,False
new_in_holdet,Sohaib Nair,Algeriet,DEF,,2.0,,,True
new_in_holdet,Mohamed Amine Tougai,Algeriet,DEF,,2.0,,,False
new_in_holdet,Youcef Atal,Algeriet,DEF,,2.5,,,True
new_in_holdet,Jaouen Hadjam,Algeriet,DEF,,2.5,,,False
new_in_holdet,Elliot Stroud,Sverige,DEF,,2.0,,,False
new_in_holdet,Rafik Belghali,Algeriet,DEF,,2.5,,,False
new_in_holdet,Samir Chergui,Algeriet,DEF,,2.0,,,False
new_in_holdet,Zineddine Belaid,Algeriet,DEF,,2.5,,,False
new_in_holdet,Mehdi Dorval,Algeriet,DEF,,2.0,,,True
new_in_holdet,Rayan Ait-Nouri,Algeriet,DEF,,3.0,,,False
new_in_holdet,Ramy Bensebaini,Algeriet,DEF,,3.0,,,False
new_in_holdet,Aissa Mandi,Algeriet,DEF,,3.0,,,False
new_in_holdet,Nicolas Otamendi,Argentina,DEF,,4.5,,,False
new_in_holdet,Nicolas Tagliafico,Argentina,DEF,,4.0,,,False
new_in_holdet,Leonardo Balerdi,Argentina,DEF,,4.0,,,True
new_in_holdet,Lisandro Martinez,Argentina,DEF,,3.0,,,False
new_in_holdet,Cristian Romero,Argentina,DEF,,4.0,,,False
new_in_holdet,Julio Soler,Argentina,DEF,,3.0,,,True
new_in_holdet,Facundo Medina,Argentina,DEF,,2.5,,,False
new_in_holdet,Gonzalo Montiel,Argentina,DEF,,3.5,,,False
new_in_holdet,Nahuel Molina,Argentina,DEF,,4.0,,,False
new_in_holdet,Lucas Herrington,Australien,DEF,,2.0,,,False
new_in_holdet,Jason Geria,Australien,DEF,,2.5,,,False
new_in_holdet,Kai Trewin,Australien,DEF,,2.0,,,False
new_in_holdet,Jacob Italiano,Australien,DEF,,2.0,,,False
new_in_holdet,Agustin Giay,Argentina,DEF,,2.5,,,True
new_in_holdet,Jordan Bos,Australien,DEF,,3.0,,,False
new_in_holdet,Alessandro Circati,Australien,DEF,,2.5,,,False
new_in_holdet,Kye Rowles,Australien,DEF,,2.5,,,True
new_in_holdet,Cameron Burgess,Australien,DEF,,3.0,,,False
new_in_holdet,Harry Souttar,Australien,DEF,,2.5,,,False
new_in_holdet,Aziz Behich,Australien,DEF,,2.5,,,False
new_in_holdet,Milos Degenek,Australien,DEF,,2.5,,,False
new_in_holdet,Douglas Santos,Brasilien,DEF,,2.5,,,False
new_in_holdet,Marquinhos,Brasilien,DEF,,5.0,,,False
new_in_holdet,Alex Sandro,Brasilien,DEF,,2.5,,,False
new_in_holdet,Danilo Luiz da Silva,Brasilien,DEF,,2.5,,,False
new_in_holdet,Callum Elder,Australien,DEF,,2.0,,,True
new_in_holdet,Eder Militão,Brasilien,DEF,,3.0,,,True
new_in_holdet,Gabriel Magalhaes,Brasilien,DEF,,4.5,,,False
new_in_holdet,Roger Ibanez,Brasilien,DEF,,2.5,,,False
new_in_holdet,Wesley Franca,Brasilien,DEF,,3.5,,,True
new_in_holdet,Bremer,Brasilien,DEF,,3.0,,,False
new_in_holdet,Leo Pereira,Brasilien,DEF,,3.0,,,False
new_in_holdet,Clement Akpa,Elfenbenskysten,DEF,,2.0,,,True
new_in_holdet,Christopher Operi,Elfenbenskysten,DEF,,2.0,,,False
new_in_holdet,Ghislain Konan,Elfenbenskysten,DEF,,2.5,,,False
new_in_holdet,Guela Doue,Elfenbenskysten,DEF,,3.0,,,False
new_in_holdet,Wilfried Stephane Singo,Elfenbenskysten,DEF,,2.5,,,False
new_in_holdet,Ousmane Diomande,Elfenbenskysten,DEF,,2.5,,,False
new_in_holdet,Emmanuel Agbadou,Elfenbenskysten,DEF,,2.5,,,False
new_in_holdet,Odilon Kossounou,Elfenbenskysten,DEF,,2.5,,,False
new_in_holdet,Evan N'Dicka,Elfenbenskysten,DEF,,2.5,,,False
new_in_holdet,Trent Alexander-Arnold,England,DEF,,3.5,,,True
new_in_holdet,John Stones,England,DEF,,4.0,,,False
new_in_holdet,Dan Burn,England,DEF,,3.5,,,False
new_in_holdet,Harry Maguire,England,DEF,,3.0,,,True
new_in_holdet,Marc Guehi,England,DEF,,4.5,,,False
new_in_holdet,Reece James,England,DEF,,3.5,,,False
new_in_holdet,Ezri Konsa,England,DEF,,4.5,,,False
new_in_holdet,Nico O'Reilly,England,DEF,,4.0,,,False
new_in_holdet,Djed Spence,England,DEF,,2.5,,,False
new_in_holdet,Jarell Quansah,England,DEF,,2.5,,,False
new_in_holdet,Lewis Hall,England,DEF,,3.5,,,True
new_in_holdet,Valentino Livramento,England,DEF,,3.0,,,False
new_in_holdet,Jerome Opoku,Ghana,DEF,,2.5,,,False
new_in_holdet,Patric Pfeiffer,Ghana,DEF,,2.0,,,True
new_in_holdet,Kojo Peprah Oppong,Ghana,DEF,,2.0,,,False
new_in_holdet,Alexander Djiku,Ghana,DEF,,3.0,,,True
new_in_holdet,Alidu Seidu,Ghana,DEF,,2.5,,,False
new_in_holdet,Derrick Köhn,Ghana,DEF,,2.0,,,True
new_in_holdet,Caleb Yirenkyi,Ghana,DEF,,3.0,,,False
new_in_holdet,Gideon Mensah,Ghana,DEF,,3.0,,,False
new_in_holdet,Derrick Luckassen,Ghana,DEF,,2.0,,,False
new_in_holdet,Abdul Rahman Baba,Ghana,DEF,,2.5,,,False
new_in_holdet,Abdul Mumin,Ghana,DEF,,2.0,,,False
new_in_holdet,Jonas Adjetey,Ghana,DEF,,2.5,,,False
new_in_holdet,Marvin Senaya,Ghana,DEF,,2.0,,,False
new_in_holdet,Yuto Nagatomo,Japan,DEF,,2.0,,,False
new_in_holdet,Ko Itakura,Japan,DEF,,2.0,,,False
new_in_holdet,Takehiro Tomiyasu,Japan,DEF,,2.0,,,False
new_in_holdet,Ayumu Seko,Japan,DEF,,2.5,,,False
new_in_holdet,Tomoya Ando,Japan,DEF,,2.0,,,True
new_in_holdet,Henry Mochizuki,Japan,DEF,,2.0,,,True
new_in_holdet,Tsuyoshi Watanabe,Japan,DEF,,3.0,,,False
new_in_holdet,Yukinari Sugawara,Japan,DEF,,3.5,,,False
new_in_holdet,Daiki Hashioka,Japan,DEF,,2.0,,,True
new_in_holdet,Junnosuke Suzuki,Japan,DEF,,2.5,,,False
new_in_holdet,Shogo Taniguchi,Japan,DEF,,3.0,,,False
new_in_holdet,Hiroki Ito,Japan,DEF,,2.5,,,False
new_in_holdet,Min-jae Kim,Sydkorea,DEF,,3.5,,,False
new_in_holdet,Moon-Hwan Kim,Sydkorea,DEF,,2.5,,,False
new_in_holdet,Yu-Min Cho,Sydkorea,DEF,,2.5,,,True
new_in_holdet,Young-woo Seol,Sydkorea,DEF,,3.0,,,False
new_in_holdet,Han-beom Lee,Sydkorea,DEF,,2.0,,,False
new_in_holdet,Tae-Seok Lee,Sydkorea,DEF,,2.5,,,False
new_in_holdet,Tae-Hyeon Kim,Sydkorea,DEF,,2.0,,,False
new_in_holdet,Ju-sung Kim,Sydkorea,DEF,,2.0,,,True
new_in_holdet,Gi-hyuk Lee,Sydkorea,DEF,,2.0,,,False
new_in_holdet,Wi-je Cho,Sydkorea,DEF,,2.0,,,False
new_in_holdet,Jesus Angulo,Mexico,DEF,,2.0,,,True
new_in_holdet,Everardo Lopez,Mexico,DEF,,2.5,,,True
new_in_holdet,Cesar Montes,Mexico,DEF,,3.0,,,False
new_in_holdet,Jesus Gallardo,Mexico,DEF,,3.0,,,False
new_in_holdet,Richard Ledezma,Mexico,DEF,,2.0,,,True
new_in_holdet,Israel Reyes,Mexico,DEF,,3.0,,,False
new_in_holdet,Mateo Chavez,Mexico,DEF,,2.5,,,False
new_in_holdet,Jorge Sanchez,Mexico,DEF,,2.5,,,False
new_in_holdet,Johan Vasquez,Mexico,DEF,,3.0,,,False
new_in_holdet,Liberato Cacace,New Zealand,DEF,,2.5,,,False
new_in_holdet,Finn Surman,New Zealand,DEF,,2.0,,,False
new_in_holdet,Michael Boxall,New Zealand,DEF,,2.0,,,False
new_in_holdet,Lukas Kelly-Heald,New Zealand,DEF,,2.0,,,True
new_in_holdet,James McGarry,New Zealand,DEF,,2.0,,,True
new_in_holdet,Tim Payne,New Zealand,DEF,,2.5,,,False
new_in_holdet,Callan Elliot,New Zealand,DEF,,2.0,,,False
new_in_holdet,Francis de Vries,New Zealand,DEF,,2.5,,,False
new_in_holdet,Tyler Bindon,New Zealand,DEF,,2.5,,,False
new_in_holdet,Tommy Smith,New Zealand,DEF,,2.0,,,False
new_in_holdet,Bill Tuiloma,New Zealand,DEF,,2.0,,,True
new_in_holdet,Nando Pijnaker,New Zealand,DEF,,2.0,,,False
new_in_holdet,Jose Canale,Paraguay,DEF,,2.0,,,False
new_in_holdet,Blas Riveros,Paraguay,DEF,,2.0,,,True
new_in_holdet,Omar Alderete,Paraguay,DEF,,3.5,,,False
new_in_holdet,Junior Alonso,Paraguay,DEF,,3.0,,,False
new_in_holdet,Fabian Balbuena,Paraguay,DEF,,2.5,,,False
new_in_holdet,Alexandro Maidana,Paraguay,DEF,,2.0,,,False
new_in_holdet,Gustavo Gomez,Paraguay,DEF,,3.0,,,False
new_in_holdet,Alexis Duarte,Paraguay,DEF,,2.0,,,True
new_in_holdet,Gustavo Velazquez,Paraguay,DEF,,2.5,,,False
new_in_holdet,Gonzalo Agustin Sandez,Paraguay,DEF,,2.0,,,True
new_in_holdet,Juan Jose Caceres,Paraguay,DEF,,3.0,,,False
new_in_holdet,Alan Benitez,Paraguay,DEF,,2.5,,,True
new_in_holdet,Aubrey Modiba,Sydafrika,DEF,,3.0,,,False
new_in_holdet,Ime Okon,Sydafrika,DEF,,2.0,,,False
new_in_holdet,Khulumani Ndamane,Sydafrika,DEF,,2.0,,,False
new_in_holdet,Khuliso Mudau,Sydafrika,DEF,,3.0,,,False
new_in_holdet,Samukele Kabini,Sydafrika,DEF,,2.0,,,False
new_in_holdet,Mbekezeli Mbokazi,Sydafrika,DEF,,2.5,,,False
new_in_holdet,Nkosinathi Sibisi,Sydafrika,DEF,,2.5,,,False
new_in_holdet,Olwethu Makhanya,Sydafrika,DEF,,2.0,,,False
new_in_holdet,Bradley Cross,Sydafrika,DEF,,2.0,,,False
new_in_holdet,Kamogelo Sebelebele,Sydafrika,DEF,,2.0,,,False
new_in_holdet,Thabang Matuludi,Sydafrika,DEF,,2.0,,,False
new_in_holdet,Mathias Olivera,Uruguay,DEF,,4.0,,,False
new_in_holdet,Jose Maria Gimenez,Uruguay,DEF,,4.5,,,False
new_in_holdet,Martin Caceres,Uruguay,DEF,,3.0,,,True
new_in_holdet,Guillermo Varela,Uruguay,DEF,,3.0,,,False
new_in_holdet,Ronald Araujo,Uruguay,DEF,,4.5,,,False
new_in_holdet,Sebastian Caceres,Uruguay,DEF,,2.5,,,False
new_in_holdet,Jose Luis Rodriguez Bebanz,Uruguay,DEF,,3.0,,,True
new_in_holdet,Santiago Bueno,Uruguay,DEF,,3.5,,,False
new_in_holdet,Matias Viña,Uruguay,DEF,,4.0,,,False
new_in_holdet,Willer Ditta,Colombia,DEF,,2.5,,,False
new_in_holdet,Deiver Machado,Colombia,DEF,,3.0,,,False
new_in_holdet,Yerry Mina,Colombia,DEF,,3.0,,,False
new_in_holdet,Davinson Sanchez,Colombia,DEF,,3.5,,,False
new_in_holdet,Johan Mojica,Colombia,DEF,,3.5,,,False
new_in_holdet,Jhon Lucumi,Colombia,DEF,,3.5,,,False
new_in_holdet,Santiago Arias,Colombia,DEF,,3.5,,,False
new_in_holdet,Juan Cabal,Colombia,DEF,,3.0,,,True
new_in_holdet,Yerson Mosquera,Colombia,DEF,,2.5,,,True
new_in_holdet,Daniel Muñoz,Colombia,DEF,,4.0,,,False
new_in_holdet,Piero Hincapie,Ecuador,DEF,,3.5,,,False
new_in_holdet,Angelo Preciado,Ecuador,DEF,,3.0,,,False
new_in_holdet,Felix 'Feliz' Torres,Ecuador,DEF,,3.0,,,False
new_in_holdet,Jackson Porozo,Ecuador,DEF,,2.0,,,False
new_in_holdet,Joel Ordonez,Ecuador,DEF,,2.5,,,False
new_in_holdet,Willian Pacho,Ecuador,DEF,,3.0,,,False
new_in_holdet,Pervis Estupinan,Ecuador,DEF,,3.5,,,False
new_in_holdet,Jose Hurtado,Ecuador,DEF,,2.5,,,True
new_in_holdet,Nihad Mujakic,Bosnien-Hercegovina,DEF,,2.5,,,False
new_in_holdet,Nidal Celik,Bosnien-Hercegovina,DEF,,2.0,,,False
new_in_holdet,Dennis Hadzikadunic,Bosnien-Hercegovina,DEF,,2.5,,,False
new_in_holdet,Sead Kolasinac,Bosnien-Hercegovina,DEF,,2.5,,,False
new_in_holdet,Amar Dedic,Bosnien-Hercegovina,DEF,,3.0,,,False
new_in_holdet,Nikola Katic,Bosnien-Hercegovina,DEF,,3.0,,,False
new_in_holdet,Stjepan Radeljic,Bosnien-Hercegovina,DEF,,2.5,,,False
new_in_holdet,Tarik Muharemovic,Bosnien-Hercegovina,DEF,,3.0,,,False
new_in_holdet,Ali Nemati,Iran,DEF,,2.5,,,False
new_in_holdet,Hossein Abarghouei,Iran,DEF,,2.0,,,True
new_in_holdet,Danial Esmaeilifar,Iran,DEF,,2.5,,,True
new_in_holdet,Hossein Kanaani,Iran,DEF,,2.5,,,False
new_in_holdet,Saleh Hardani,Iran,DEF,,2.5,,,False
new_in_holdet,Shojae Khalilzadeh,Iran,DEF,,2.5,,,False
new_in_holdet,Abolfazl Jalali,Iran,DEF,,2.0,,,True
new_in_holdet,Milad Mohammadi,Iran,DEF,,2.5,,,False
new_in_holdet,Ramin Rezaeian,Iran,DEF,,2.5,,,False
new_in_holdet,Ehsan Hajsafi,Iran,DEF,,2.0,,,False
new_in_holdet,Daniyal Eiri,Iran,DEF,,2.0,,,False
new_in_holdet,Arya Yousefi,Iran,DEF,,2.0,,,False
new_in_holdet,Nathan Ngoy,Belgien,DEF,,2.0,,,False
new_in_holdet,Thomas Meunier,Belgien,DEF,,3.5,,,False
new_in_holdet,Brandon Mechele,Belgien,DEF,,2.5,,,False
new_in_holdet,Timothy Castagne,Belgien,DEF,,3.5,,,False
new_in_holdet,Maxim De Cuyper,Belgien,DEF,,4.0,,,False
new_in_holdet,Zeno Debast,Belgien,DEF,,3.5,,,False
new_in_holdet,Arthur Theate,Belgien,DEF,,3.0,,,False
new_in_holdet,Koni de Winter,Belgien,DEF,,3.0,,,False
new_in_holdet,Joaquin Seys,Belgien,DEF,,2.5,,,False
new_in_holdet,Hussein Ali,Irak,DEF,,3.0,,,False
new_in_holdet,Frans Dhia Putros,Irak,DEF,,2.0,,,False
new_in_holdet,Zaid Tahseen,Irak,DEF,,2.5,,,False
new_in_holdet,Rebin Sulaka,Irak,DEF,,2.0,,,False
new_in_holdet,Ahmed Hasan Maknzi,Irak,DEF,,2.0,,,True
new_in_holdet,Merchas Doski,Irak,DEF,,2.5,,,False
new_in_holdet,Akam Hashem,Irak,DEF,,2.0,,,False
new_in_holdet,Manaf Younis,Irak,DEF,,2.0,,,False
new_in_holdet,Roderick Miller,Panama,DEF,,2.0,,,False
new_in_holdet,Jorge Gutierrez,Panama,DEF,,2.5,,,False
new_in_holdet,Mustafa Saadoon,Irak,DEF,,2.0,,,False
new_in_holdet,Ahmed Yahya,Irak,DEF,,2.0,,,False
new_in_holdet,Jose Cordoba,Panama,DEF,,2.5,,,False
new_in_holdet,Jiovany Ramos,Panama,DEF,,2.0,,,False
new_in_holdet,Edgardo Farina,Panama,DEF,,2.0,,,False
new_in_holdet,Eric Davis,Panama,DEF,,3.0,,,False
new_in_holdet,Fidel Escobar,Panama,DEF,,2.5,,,False
new_in_holdet,Michael Amir Murillo,Panama,DEF,,2.5,,,False
new_in_holdet,Andres Andrade,Panama,DEF,,2.5,,,False
new_in_holdet,Cesar Blackman,Panama,DEF,,2.5,,,False
new_in_holdet,Martin Krug,Panama,DEF,,2.0,,,True
new_in_holdet,Hossam Abdelmaguid,Egypten,DEF,,2.5,,,False
new_in_holdet,Yasser Ibrahim,Egypten,DEF,,2.5,,,False
new_in_holdet,Khaled Sobhi,Egypten,DEF,,2.0,,,True
new_in_holdet,Mohamed Hany,Egypten,DEF,,2.5,,,False
new_in_holdet,Karim Hafez,Egypten,DEF,,2.0,,,False
new_in_holdet,Mohamed Abdelmonem,Egypten,DEF,,2.5,,,False
new_in_holdet,Rami Rabia,Egypten,DEF,,3.0,,,False
new_in_holdet,Ahmed Fatouh,Egypten,DEF,,2.5,,,False
new_in_holdet,Redouane Halhal,Marokko,DEF,,2.0,,,False
new_in_holdet,Ahmed Nabil Kouka,Egypten,DEF,,2.0,,,True
new_in_holdet,Tarek Alaa,Egypten,DEF,,2.0,,,False
new_in_holdet,Abdelhamid Ait Boudlal,Marokko,DEF,,2.5,,,True
new_in_holdet,Zakaria El Ouahdi,Marokko,DEF,,2.0,,,False
new_in_holdet,Achraf Hakimi,Marokko,DEF,,4.0,,,False
new_in_holdet,Jawad El Yamiq,Marokko,DEF,,2.5,,,True
new_in_holdet,Nayef Aguerd,Marokko,DEF,,3.0,,,False
new_in_holdet,Issa Diop,Marokko,DEF,,2.5,,,False
new_in_holdet,Noussair Mazraoui,Marokko,DEF,,3.5,,,False
new_in_holdet,Chadi Riad,Marokko,DEF,,2.0,,,False
new_in_holdet,Souffian El Karouani,Marokko,DEF,,2.0,,,True
new_in_holdet,Youssef Belammari,Marokko,DEF,,2.0,,,False
new_in_holdet,Anass Salah-Eddine,Marokko,DEF,,2.5,,,False
new_in_holdet,Mamadou Sarr,Senegal,DEF,,2.5,,,False
new_in_holdet,El Hadji Malick Diouf,Senegal,DEF,,3.5,,,False
new_in_holdet,Ilay Camara,Senegal,DEF,,2.0,,,True
new_in_holdet,Antoine Mendy,Senegal,DEF,,2.5,,,False
new_in_holdet,Abdoulaye Seck,Senegal,DEF,,3.0,,,False
new_in_holdet,Moussa Niakhate,Senegal,DEF,,3.0,,,False
new_in_holdet,Youssouf Sabaly,Senegal,DEF,,2.0,,,True
new_in_holdet,Kalidou Koulibaly,Senegal,DEF,,2.5,,,False
new_in_holdet,Pape Abou Cisse,Senegal,DEF,,2.0,,,True
new_in_holdet,Ismail Jakobs,Senegal,DEF,,2.5,,,False
new_in_holdet,Abdou Diallo,Senegal,DEF,,2.0,,,True
new_in_holdet,Raed Chikhaoui,Tunesien,DEF,,2.0,,,False
new_in_holdet,Mohamed Amine Ben Hamida,Tunesien,DEF,,2.5,,,False
new_in_holdet,Adem Arous,Tunesien,DEF,,2.0,,,False
new_in_holdet,Ghaith Zaalouni,Tunesien,DEF,,2.0,,,True
new_in_holdet,Moustapha Mbow,Senegal,DEF,,2.0,,,True
new_in_holdet,Omar Rekik,Tunesien,DEF,,2.0,,,False
new_in_holdet,Ali Maaloul,Tunesien,DEF,,2.0,,,True
new_in_holdet,Dylan Bronn,Tunesien,DEF,,2.5,,,False
new_in_holdet,Yassine Meriah,Tunesien,DEF,,2.5,,,True
new_in_holdet,Yan Valery,Tunesien,DEF,,2.5,,,False
new_in_holdet,Ali Abdi,Tunesien,DEF,,3.0,,,False
new_in_holdet,Montassar Talbi,Tunesien,DEF,,3.0,,,False
new_in_holdet,Alaa Ghram,Tunesien,DEF,,2.0,,,True
new_in_holdet,Moutaz Neffati,Tunesien,DEF,,2.0,,,False
new_in_holdet,Ali Majrashi,Saudi-Arabien,DEF,,2.5,,,False
new_in_holdet,Nawaf Bu Washl,Saudi-Arabien,DEF,,2.5,,,False
new_in_holdet,Moteb Al-Harbi,Saudi-Arabien,DEF,,2.0,,,False
new_in_holdet,Mohammed Sulaiman,Saudi-Arabien,DEF,,2.0,,,True
