player_name,team_id,old_start_prob,new_start_prob,conditional_start_prob,availability_prob,availability_risk,appearance_prob,round_specific_rotation_risk,start_signal_context_note,old_start_prob_source,new_start_prob_source
Nathan Patterson,SCO,0.3091,0.3091,0.3514,0.6557,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Jack Hendry,SCO,0.3608,0.3608,0.3881,0.7994,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Scott McKenna,SCO,0.5867,0.5867,0.6077,0.9012,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Dominic Hyam,SCO,0.2673,0.2673,0.3109,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Ralph Priso,CAN,0.3575,0.3575,0.3772,0.8505,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Alphonso Davies,CAN,0.892,0.892,0.97,0.7703,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Richie Laryea,CAN,0.9347,0.9347,0.9473,0.9621,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Derek Cornelius,CAN,0.4001,0.4001,0.4357,0.7665,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Joel Waterman,CAN,0.5212,0.5212,0.5625,0.7901,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Alistair Johnston,CAN,0.9095,0.9095,0.9683,0.8264,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Kamal Miller,CAN,0.8008,0.8008,0.8598,0.804,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Luc De Fougerolles,CAN,0.096,0.096,0.1065,0.7184,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Abdukodir Khusanov,UZB,0.8477,0.8477,0.9582,0.6703,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Umar Eshmurodov,UZB,0.3831,0.3831,0.4108,0.8079,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Rustam Ashurmatov,UZB,0.8433,0.8433,0.9124,0.7838,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Farrukh Sayfiev,UZB,0.3637,0.3637,0.3992,0.7454,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Khozhiakbar Alizhonov,UZB,0.6488,0.6488,0.6871,0.8405,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Sherzod Nasrullaev,UZB,0.878,0.878,0.9289,0.8432,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Dilshod Komilov,UZB,0.5473,0.5473,0.5775,0.8503,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Jakhongir Urozov,UZB,0.5404,0.5404,0.5981,0.7243,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Mukhammadkodir Khamraliev,UZB,0.2984,0.2984,0.3374,0.6695,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Mukhammadrasul Abdumazhidov,UZB,0.0464,0.0464,0.05,0.7934,unknown,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Husam Abu Dahab,JOR,0.3303,0.3303,0.3549,0.8022,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Ahmad Assaf,JOR,0.8005,0.8005,0.9308,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Yazan Al-Arab,JOR,0.8734,0.8734,0.9682,0.7202,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Abdallah Nasib,JOR,0.9117,0.9117,0.9528,0.8767,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Yousef Abu Al-Jazar,JOR,0.043,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Mohammad Abualnadi,JOR,0.5939,0.5939,0.6819,0.6311,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Saleem Obaid,JOR,0.0796,0.0796,0.0925,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Diney Borges,CPV,0.7912,0.7912,0.868,0.7472,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Roberto Lopes,CPV,0.8954,0.8954,0.97,0.7803,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Wagner Pina,CPV,0.5877,0.5877,0.6084,0.9024,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Steven Moreira,CPV,0.4171,0.4171,0.4704,0.6759,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Sidny Lopes Cabral,CPV,0.5168,0.5168,0.601,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Logan Costa,CPV,0.6542,0.6542,0.6998,0.814,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Joao Paulo,CPV,0.4119,0.4119,0.4414,0.8086,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Stopira,CPV,0.3309,0.3309,0.3847,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Kelvin Pires,CPV,0.2557,0.2557,0.2973,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Henrik Falchener,NOR,0.047,0.047,0.05,0.8288,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Julian Ryerson,NOR,0.6549,0.6549,0.6758,0.9117,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Kristoffer Ajer,NOR,0.9075,0.9075,0.9629,0.8357,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Leo Østigård,NOR,0.4144,0.4144,0.4274,0.9133,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Fredrik Andre Bjørkan,NOR,0.2772,0.2772,0.3161,0.6488,high_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Marcus Holmgren Pedersen,NOR,0.3453,0.3453,0.352,0.945,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Torbjørn Heggem,NOR,0.6376,0.6376,0.6538,0.9294,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Sondre Langås,NOR,0.0472,0.0472,0.05,0.8391,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
David Møller Wolfe,NOR,0.6856,0.6856,0.7138,0.8871,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Roshon van Eijma,CUW,0.4054,0.4054,0.4382,0.7866,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Shurandy Sambo,CUW,0.4342,0.4342,0.4501,0.8992,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Armando Obispo,CUW,0.8574,0.8574,0.97,0.6682,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Deveron Fonville,CUW,0.489,0.489,0.5286,0.7863,unknown,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Livano Comenencia,CUW,0.9477,0.9477,0.97,0.9344,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Jurien Gaari,CUW,0.9151,0.9151,0.9619,0.8611,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Sherel Floranus,CUW,0.9165,0.9165,0.97,0.8424,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Riechedly Bazoer,CUW,0.6173,0.6173,0.6436,0.8832,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Joshua Brenet,CUW,0.3934,0.3934,0.4133,0.8625,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Wilguens Paugain,HAI,0.0448,0.0448,0.05,0.701,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Hannes Delcroix,HAI,0.6132,0.6132,0.6393,0.8832,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Jean-Kevin Duverne,HAI,0.8979,0.8979,0.97,0.7877,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Ricardo Ade,HAI,0.9224,0.9224,0.97,0.8597,low_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Carlens Arcus,HAI,0.9066,0.9066,0.9694,0.815,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Martin Experience,HAI,0.5681,0.5681,0.6386,0.6847,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Duke Lacroix,HAI,0.3646,0.3646,0.3881,0.8265,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Dylan Batubinsika,COD,0.0911,0.0911,0.1031,0.6697,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Rocky Bushiri,COD,0.2758,0.2758,0.3044,0.7318,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Jeremy Ngakia,COD,0.045,0.045,0.05,0.7126,unknown,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Aaron Wan-Bissaka,COD,0.655,0.655,0.6876,0.8645,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Axel Tuanzebe,COD,0.839,0.839,0.9395,0.6943,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Arthur Masuaku,COD,0.8659,0.8659,0.9486,0.7509,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Chancel Mbemba,COD,0.8936,0.8936,0.97,0.7749,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Steve Kapuadi,COD,0.2521,0.2521,0.2767,0.7458,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Joris Kayembe,COD,0.3127,0.3127,0.338,0.786,medium_risk,,,,transfermarkt_availability_split_2026_06_05,transfermarkt_availability_split_2026_06_05
Timothy Fayulu,COD,0.0255,0.0462,0.05,0.7807,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Matthieu Epolo,COD,0.0251,0.0471,0.05,0.8323,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Johny Placide,HAI,0.7694,0.8667,0.97,0.6958,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Alexandre Pierre,HAI,0.2055,0.543,0.5804,0.8158,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Josue Duverger,HAI,0.0251,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Eloy Room,CUW,0.9495,0.9126,0.97,0.8308,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Tyrick Bodak,CUW,0.0251,0.0434,0.05,0.6254,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Trevor Doornbusch,CUW,0.0254,0.048,0.05,0.8867,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Egil Selvik,NOR,0.0253,0.0479,0.05,0.8825,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Sander Tangvik,NOR,0.0251,0.0467,0.05,0.8134,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Ørjan Nyland,NOR,0.9496,0.9225,0.9459,0.9293,low_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
CJ Dos Santos,CPV,0.0251,0.0456,0.05,0.75,unknown,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Marcio Rosa,CPV,0.0464,0.2449,0.267,0.7641,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Vozinha,CPV,0.9285,0.6776,0.7099,0.8701,low_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Abdallah Al-Fakhouri,JOR,0.0251,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Yazeed Abulaila,JOR,0.7633,0.8957,0.9571,0.8167,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Lionel Mpasi Nzau,COD,0.9494,0.8077,0.8724,0.7879,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Abdel Rahman Al-Talalga,JOR,0.2116,0.829,0.9372,0.6702,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Utkir Yusupov,UZB,0.4945,0.4372,0.4597,0.8597,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Abduvokhid Nematov,UZB,0.4804,0.5188,0.5623,0.7791,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Botirali Ergashev,UZB,0.0251,0.0443,0.05,0.6724,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Owen Goodman,CAN,0.0251,0.046,0.05,0.7702,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Dayne St. Clair,CAN,0.2395,0.3332,0.3462,0.893,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Maxime Crepeau,CAN,0.7355,0.5751,0.6057,0.8555,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Angus Gunn,SCO,0.1653,0.4252,0.4684,0.7368,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Craig Gordon,SCO,0.6638,0.8354,0.9011,0.7917,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Liam Kelly,SCO,0.1709,0.4453,0.5,0.6875,unknown,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Mahmoud Abunada,QAT,0.0871,0.3283,0.3384,0.9144,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Shehab Ellethy,QAT,0.0251,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Meshaal Barsham,QAT,0.8878,0.6404,0.6798,0.8344,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Mohammed Al-Rubaie Al-Yami,KSA,0.0256,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Abdulrahman Al-Sanbi,KSA,0.0296,0.0465,0.05,0.8005,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Nawaf Al-Aqidi,KSA,0.9447,0.3823,0.4271,0.7002,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Aymen Dahmen,TUN,0.0734,0.172,0.1829,0.829,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Abdelmouhib Chamakh,TUN,0.8757,0.6294,0.6695,0.8288,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Mory Diaw,SEN,0.2684,0.4626,0.5104,0.7327,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Sabri Ben Hessen,TUN,0.0322,0.2418,0.2812,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Edouard Mendy,SEN,0.67,0.8535,0.97,0.6569,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Yehvann Diouf,SEN,0.0616,0.2416,0.2672,0.727,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
El Mehdi Al Harrar,MAR,0.0187,0.0779,0.0873,0.6909,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Munir El Kajoui,MAR,0.1733,0.4882,0.5457,0.6991,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
El Mahdi Soliman,EGY,0.015,0.0455,0.05,0.7448,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
El Mehdi Benabid,MAR,0.0231,0.2849,0.3313,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Mohamed Alaa,EGY,0.015,0.047,0.05,0.8288,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Mostafa Oufa Shobeir,EGY,0.486,0.7426,0.7813,0.8586,low_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Luis Mejia,PAN,0.1003,0.3014,0.345,0.6394,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Cesar Samudio,PAN,0.0491,0.2284,0.2548,0.7035,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Orlando Mosquera,PAN,0.8506,0.6273,0.6573,0.8696,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Fahad Talib,IRQ,0.0815,0.2666,0.297,0.708,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Kumel Al-Rekabe,IRQ,0.0251,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Ahmed Basil Fadhil,IRQ,0.8934,0.7548,0.8184,0.7781,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Mike Penders,BEL,0.0151,0.0463,0.05,0.7863,unknown,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Senne Lammens,BEL,0.0623,0.2741,0.3048,0.7124,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Thibaut Courtois,BEL,0.8305,0.8706,0.9692,0.7093,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Alireza Beiranvand,IRN,0.9438,0.6644,0.6985,0.8605,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Nikola Vasilj,BIH,0.9143,0.6328,0.6493,0.9275,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Mohammad Khalife,IRN,0.0251,0.04,0.05,0.4299,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Payam Niazmand,IRN,0.0311,0.0623,0.0636,0.9391,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Martin Zlomislic,BIH,0.0606,0.282,0.2995,0.8333,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Osman Hadzikic,BIH,0.0251,0.0489,0.05,0.9378,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Hernan Galindez,ECU,0.2503,0.6165,0.6341,0.9208,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Moises Ramirez,ECU,0.0355,0.2559,0.2708,0.8426,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
David Cabezas,ECU,0.6671,0.8464,0.9667,0.6444,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Gonzalo Valle,ECU,0.0471,0.2927,0.309,0.8492,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Alvaro Montero,COL,0.0888,0.2602,0.2861,0.7412,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
David Ospina,COL,0.1217,0.1435,0.1494,0.8869,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Camilo Vargas,COL,0.7895,0.582,0.6195,0.8272,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Chris Brady,USA,0.0151,0.0437,0.05,0.6371,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Patrick Schulte,USA,0.0153,0.0445,0.05,0.6838,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Matt Freese,USA,0.3695,0.4337,0.4515,0.8872,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Matt Turner,USA,0.6001,0.6208,0.6664,0.8044,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Sergio Rochet,URU,0.5958,0.4355,0.4527,0.891,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Juan Espinola,PAR,0.015,0.0436,0.05,0.6328,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Fernando Muslera,URU,0.3724,0.4101,0.4769,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Ricardo Goss,RSA,0.0547,0.241,0.2687,0.7059,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Ronwen Williams,RSA,0.92,0.6477,0.7277,0.6857,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Sipho Chaine,RSA,0.0252,0.0449,0.05,0.7062,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Santiago Mele,URU,0.0318,0.0618,0.0651,0.8534,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Orlando Gill,PAR,0.4932,0.5957,0.6167,0.9027,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Carlos Miguel Coronel,PAR,0.0246,0.0905,0.0944,0.883,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Michael Woud,NZL,0.0256,0.055,0.0639,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Gaston Olveira,PAR,0.3118,0.4638,0.5,0.7934,unknown,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Alex Paulsen,NZL,0.6271,0.5328,0.5739,0.795,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Max Crocombe,NZL,0.3472,0.3884,0.4166,0.8066,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Raul Rangel,MEX,0.9397,0.835,0.8465,0.961,low_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Carlos Acevedo,MEX,0.0251,0.043,0.05,0.6,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Guillermo Ochoa,MEX,0.0352,0.1374,0.1585,0.6206,high_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
Hyeon-Woo Jo,KOR,0.2722,0.3747,0.3819,0.9463,medium_risk,,,,transfermarkt_availability_split_2026_06_05+gk_hierarchy_normalized,transfermarkt_availability_split_2026_06_05
