player_name,team_id,position,price_m,current_model_pct,tm_pct,diff_pct_point,tm_competition_rows,tm_competition_starts,tm_selection_observations
Irfan Can Kahveci,TUR,MID,2000000,31.7,27.3,-4.4,97,24,76.0
Franco Mastantuono,ARG,MID,3500000,0.0,4.4,4.4,10,1,7.0
Mert Müldür,TUR,DEF,3000000,38.9,34.6,-4.3,89,34,83.0
Raphinha,BRA,FWD,6500000,88.0,92.4,4.3,55,34,46.0
Dostonbek Khamdamov,UZB,MID,2000000,6.7,2.4,-4.3,113,19,113.0
Mohammad Al-Dawoud,JOR,MID,2000000,4.3,0.1,-4.2,147,1,147.0
Marten de Roon,NED,MID,2500000,9.3,5.1,-4.2,109,27,100.0
Utkir Yusupov,UZB,GK,2500000,49.3,45.0,-4.2,89,45,85.0
Maxence Lacroix,FRA,DEF,3000000,25.0,29.2,4.2,4,1,4.0
Saleem Obaid,JOR,DEF,2500000,7.8,3.7,-4.2,94,6,94.0
Guus Til,NED,MID,2500000,4.3,0.2,-4.1,97,1,92.0
Frenkie de Jong,NED,MID,3000000,93.7,97.8,4.1,93,64,70.0
Alisher Odilov,UZB,MID,2000000,0.0,4.0,4.0,10,1,10.0
Cody Gakpo,NED,FWD,6500000,91.0,95.0,4.0,64,43,59.0
Merih Demiral,TUR,DEF,3000000,43.5,47.4,3.9,86,52,73.0
Denil Castillo,ECU,MID,2500000,23.6,27.6,3.9,27,1,25.0
Justin Bijlow,NED,GK,3500000,0.0,3.9,3.9,58,8,38.0
Abduvokhid Nematov,UZB,GK,2500000,48.2,51.9,3.7,68,14,68.0
Salih Özcan,TUR,MID,2000000,31.6,27.8,-3.7,48,15,44.0
Deiver Machado,COL,DEF,3000000,8.6,5.0,-3.6,91,12,77.0
Yunus Akgün,TUR,FWD,2500000,33.0,29.4,-3.6,47,11,39.0
N'Golo Kante,FRA,MID,3000000,38.7,35.1,-3.6,136,59,113.0
Mostafa Ziko,EGY,MID,2000000,46.5,50.0,3.5,2,1,2.0
Azizbek Amanov,UZB,FWD,2000000,4.3,0.8,-3.5,58,3,58.0
David Møller Wolfe,NOR,DEF,3000000,68.6,72.0,3.4,26,19,26.0
Adrien Rabiot,FRA,MID,4000000,60.4,63.7,3.3,121,49,115.0
Ismael Saibari,MAR,MID,3500000,78.9,82.3,3.3,55,19,51.0
Oston Urunov,UZB,MID,2500000,83.0,86.1,3.2,79,26,69.0
Jens Petter Hauge,NOR,MID,2500000,4.3,1.1,-3.2,61,4,61.0
Virgil van Dijk,NED,DEF,5000000,94.4,97.5,3.1,134,91,110.0
Alexander Sørloth,NOR,FWD,4500000,88.0,91.1,3.1,100,48,95.0
Rustam Ashurmatov,UZB,DEF,2500000,84.2,87.2,3.0,104,44,100.0
Aurelien Tchouameni,FRA,MID,3500000,67.3,70.3,3.0,62,40,54.0
Alex Baena,ESP,MID,3500000,52.0,55.0,3.0,38,8,36.0
Mateo Kovacic,CRO,MID,4000000,65.3,68.2,2.9,160,85,141.0
Jan Paul van Hecke,NED,DEF,3000000,57.7,60.6,2.9,20,8,18.0
Baris Alper Yilmaz,TUR,FWD,3000000,35.8,33.0,-2.8,51,19,50.0
Maghnes Akliouche,FRA,FWD,3500000,25.0,27.8,2.8,10,2,10.0
Jaminton Campaz,COL,MID,2500000,4.3,1.5,-2.8,68,2,65.0
Abdukodir Khusanov,UZB,DEF,3000000,84.6,87.3,2.7,42,23,40.0
Dayot Upamecano,FRA,DEF,4000000,65.1,67.8,2.7,79,36,66.0
Ryan Gravenberch,NED,MID,3500000,56.6,59.2,2.6,71,16,65.0
Duje Caleta-Car,CRO,DEF,3000000,35.9,33.3,-2.6,106,32,106.0
Sofyan Amrabat,MAR,MID,2500000,39.2,36.6,-2.6,149,62,142.0
Neil El Aynaoui,MAR,MID,3000000,45.0,42.5,-2.5,24,16,24.0
Josko Gvardiol,CRO,DEF,3500000,91.0,93.6,2.5,65,46,61.0
Ferdi Kadioglu,TUR,DEF,3500000,91.8,94.3,2.5,47,27,32.0
Marco Pasalic,CRO,FWD,3000000,26.8,29.2,2.5,29,4,29.0
Theo Hernandez,FRA,DEF,4500000,66.4,68.9,2.5,62,43,60.0
Jorrel Hato,NED,DEF,2500000,4.9,2.6,-2.4,32,3,32.0
Mohamed Hany,EGY,DEF,2500000,84.5,86.9,2.4,128,40,123.0
Can Uzun,TUR,FWD,3500000,23.2,20.8,-2.4,29,1,27.0
Micky van de Ven,NED,DEF,4000000,58.3,60.7,2.4,35,11,28.0
Omar Marmoush,EGY,FWD,5000000,86.2,88.5,2.3,73,42,69.0
Eldor Shomurodov,UZB,FWD,3000000,92.0,94.4,2.3,121,85,113.0
Yeremy Pino,ESP,MID,3500000,6.0,3.7,-2.3,69,7,59.0
Pablo Gavi,ESP,MID,4000000,40.7,38.5,-2.2,59,24,38.0
Thiago Almada,ARG,MID,5500000,76.5,78.7,2.2,49,10,48.0
Yerson Mosquera,COL,DEF,2500000,0.0,2.2,2.2,36,2,28.0
Haissem Hassan,EGY,MID,2000000,29.5,31.8,2.2,4,1,4.0
Noa Lang,NED,FWD,3000000,4.5,2.3,-2.2,57,5,44.0
Tijjani Reijnders,NED,MID,6000000,67.7,69.7,2.1,35,26,35.0
Vinicius Junior,BRA,FWD,7500000,92.0,89.9,-2.1,76,39,72.0
Azzedine Ounahi,MAR,MID,3000000,39.5,37.4,-2.1,79,41,69.0
Jose Manuel Lopez,ARG,FWD,2500000,4.7,2.6,-2.0,8,1,8.0
Fabinho,BRA,MID,2500000,4.4,2.4,-2.0,143,14,139.0
Donyell Malen,NED,FWD,4500000,79.7,81.7,2.0,83,25,78.0
Noussair Mazraoui,MAR,DEF,3500000,62.7,60.7,-2.0,130,40,103.0
Aymeric Laporte,ESP,DEF,4500000,65.1,67.0,2.0,70,45,67.0
Pedro Porro,ESP,DEF,4500000,57.1,55.0,-2.0,73,15,67.0
Leo Østigård,NOR,DEF,2500000,41.4,39.5,-2.0,51,31,48.0
