player_id,player_name,team_id,position,match_no,opponent,start_prob,appearance_prob_used,old_on_pitch_ev,new_on_pitch_ev,old_result_ev,new_result_ev,old_team_scores_ev,new_team_scores_ev,old_opponent_scores_ev,new_opponent_scores_ev,old_weighted_match_ev,new_weighted_match_ev,repair_reason
lee_kang_in__kor,Kang-In Lee,KOR,MID,3,RSA,0.394,0.8336,0.050032,0.050032,0.063713,4.7396,0.052013,0.08336,-0.044134,-0.066688,0.595986,4.812198,rebuilt_from_match_context_and_appearance_prob
denis_zakaria__sui,Denis Zakaria,SUI,MID,1,QAT,0.5608,0.645,0.0274,0.0274,0.1152,0.1152,0.05547,0.0645,-0.044568,-0.0516,0.576631,0.578629,rebuilt_from_match_context_and_appearance_prob
denis_zakaria__sui,Denis Zakaria,SUI,MID,2,BIH,0.5608,0.645,0.0274,0.0274,0.087165,2.179133,0.059434,0.0645,-0.040883,-0.0516,0.549892,2.531893,rebuilt_from_match_context_and_appearance_prob
denis_zakaria__sui,Denis Zakaria,SUI,MID,3,CAN,0.5608,0.645,0.0274,0.0274,0.083204,2.080125,0.058444,0.0645,-0.041916,-0.0516,0.37598,2.169944,rebuilt_from_match_context_and_appearance_prob
duckens_nazon__hai,Duckens Nazon,HAI,FWD,1,SCO,0.6362,0.8543,0.052516,0.052516,-0.005779,-0.005779,0.059043,0.08543,-0.047192,-0.068344,0.529619,0.534854,rebuilt_from_match_context_and_appearance_prob
duckens_nazon__hai,Duckens Nazon,HAI,FWD,2,BRA,0.6362,0.8543,0.052516,0.052516,0.051515,1.287857,0.050254,0.08543,-0.052896,-0.068344,0.429015,1.622282,rebuilt_from_match_context_and_appearance_prob
duckens_nazon__hai,Duckens Nazon,HAI,FWD,3,MAR,0.6362,0.8543,0.052516,0.052516,0.055279,1.382001,0.051525,0.08543,-0.052272,-0.068344,0.422809,1.632909,rebuilt_from_match_context_and_appearance_prob
deniz_g_l__tur,Deniz Gül,TUR,FWD,1,AUS,0.5224,0.5475,0.0157,0.0157,0.073091,0.073091,0.028447,0.05475,-0.024211,-0.0438,0.881995,0.888709,rebuilt_from_match_context_and_appearance_prob
deniz_g_l__tur,Deniz Gül,TUR,FWD,2,PAR,0.5224,0.5475,0.0157,0.0157,0.043858,3.509475,0.030821,0.05475,-0.022111,-0.0438,0.767635,4.062099,rebuilt_from_match_context_and_appearance_prob
deniz_g_l__tur,Deniz Gül,TUR,FWD,3,USA,0.5224,0.5475,0.0157,0.0157,0.041486,3.319766,0.03082,0.05475,-0.022868,-0.0438,0.554657,3.507807,rebuilt_from_match_context_and_appearance_prob
hussein_ali__irq,Hussein Ali,IRQ,DEF,1,NOR,0.8273,0.833475,0.050017,0.050017,-0.010905,-0.010905,0.05494,0.083347,-0.042374,-0.066678,0.205374,0.209477,rebuilt_from_match_context_and_appearance_prob
hussein_ali__irq,Hussein Ali,IRQ,DEF,2,FRA,0.8273,0.833475,0.050017,0.050017,0.049339,3.302228,0.047097,0.083347,-0.047769,-0.066678,0.17335,3.280069,rebuilt_from_match_context_and_appearance_prob
hussein_ali__irq,Hussein Ali,IRQ,DEF,3,SEN,0.8273,0.833475,0.050017,0.050017,0.053824,3.602362,0.048219,0.083347,-0.046789,-0.066678,0.32556,3.53296,rebuilt_from_match_context_and_appearance_prob
fernando_muslera__uru,Fernando Muslera,URU,GK,1,KSA,0.3731,0.8133,0.047596,0.047596,0.119693,0.119693,0.050262,0.08133,-0.041564,-0.065064,0.684223,0.691791,rebuilt_from_match_context_and_appearance_prob
fernando_muslera__uru,Fernando Muslera,URU,GK,2,CPV,0.3731,0.8133,0.047596,0.047596,0.085631,6.567885,0.05585,0.08133,-0.036372,-0.065064,0.641293,6.796383,rebuilt_from_match_context_and_appearance_prob
fernando_muslera__uru,Fernando Muslera,URU,GK,3,ESP,0.3731,0.8133,0.047596,0.047596,0.067413,5.170555,0.052128,0.08133,-0.040934,-0.065064,0.275016,4.872409,rebuilt_from_match_context_and_appearance_prob
jude_bellingham__eng,Jude Bellingham,ENG,MID,1,CRO,0.3974,0.7236,0.036832,0.036832,0.09884,0.09884,0.059832,0.07236,-0.04288,-0.057888,0.464104,0.461624,rebuilt_from_match_context_and_appearance_prob
jude_bellingham__eng,Jude Bellingham,ENG,MID,2,GHA,0.3974,0.7236,0.036832,0.036832,0.096499,3.377475,0.061765,0.07236,-0.040475,-0.057888,0.549506,3.659956,rebuilt_from_match_context_and_appearance_prob
jude_bellingham__eng,Jude Bellingham,ENG,MID,3,PAN,0.3974,0.7236,0.036832,0.036832,0.073341,2.566971,0.057904,0.07236,-0.045915,-0.057888,0.423563,2.670065,rebuilt_from_match_context_and_appearance_prob
alexander_isak__swe,Alexander Isak,SWE,FWD,1,TUN,0.3944,0.8206,0.048472,0.048472,0.09971,0.09971,0.063087,0.08206,-0.045351,-0.065648,0.777149,0.775825,rebuilt_from_match_context_and_appearance_prob
alexander_isak__swe,Alexander Isak,SWE,FWD,2,NED,0.3944,0.8206,0.048472,0.048472,0.061752,4.867881,0.055569,0.08206,-0.051687,-0.065648,0.271099,4.848825,rebuilt_from_match_context_and_appearance_prob
alexander_isak__swe,Alexander Isak,SWE,FWD,3,JPN,0.3944,0.8206,0.048472,0.048472,0.067263,5.302307,0.057033,0.08206,-0.050613,-0.065648,0.321782,5.042315,rebuilt_from_match_context_and_appearance_prob
jarell_quansah__eng,Jarell Quansah,ENG,DEF,1,CRO,0.4921,0.7493,0.039916,0.039916,0.102351,0.102351,0.061957,0.07493,-0.044403,-0.059944,0.605644,0.603076,rebuilt_from_match_context_and_appearance_prob
jarell_quansah__eng,Jarell Quansah,ENG,DEF,2,GHA,0.4921,0.7493,0.039916,0.039916,0.099926,3.497433,0.063958,0.07493,-0.041912,-0.059944,0.668038,3.888963,rebuilt_from_match_context_and_appearance_prob
jarell_quansah__eng,Jarell Quansah,ENG,DEF,3,PAN,0.4921,0.7493,0.039916,0.039916,0.075946,2.658142,0.059961,0.07493,-0.047546,-0.059944,0.639264,2.965555,rebuilt_from_match_context_and_appearance_prob
tani_oluwaseyi__can,Tani Oluwaseyi,CAN,FWD,1,BIH,0.3452,0.6748,0.030976,0.030976,0.069918,0.069918,0.059502,0.06748,-0.042008,-0.053984,0.935291,0.931293,rebuilt_from_match_context_and_appearance_prob
tani_oluwaseyi__can,Tani Oluwaseyi,CAN,FWD,2,QAT,0.3452,0.6748,0.030976,0.030976,0.089886,7.847047,0.060784,0.06748,-0.041212,-0.053984,1.186949,8.55048,rebuilt_from_match_context_and_appearance_prob
tani_oluwaseyi__can,Tani Oluwaseyi,CAN,FWD,3,SUI,0.3452,0.6748,0.030976,0.030976,0.062041,5.416215,0.053177,0.06748,-0.0476,-0.053984,0.351752,5.177635,rebuilt_from_match_context_and_appearance_prob
thomas_partey__gha,Thomas Partey,GHA,MID,1,PAN,0.8558,0.8558,0.052696,0.052696,0.098171,0.098171,0.075423,0.08558,-0.056574,-0.068464,0.663806,0.662073,rebuilt_from_match_context_and_appearance_prob
thomas_partey__gha,Thomas Partey,GHA,MID,2,ENG,0.8558,0.8558,0.052696,0.052696,0.069626,6.32556,0.065274,0.08558,-0.064268,-0.068464,0.202269,6.160711,rebuilt_from_match_context_and_appearance_prob
thomas_partey__gha,Thomas Partey,GHA,MID,3,CRO,0.8558,0.8558,0.052696,0.052696,0.073969,6.720169,0.06672,0.08558,-0.063421,-0.068464,0.205827,6.199843,rebuilt_from_match_context_and_appearance_prob
danley_jean_jacques__hai,Danley Jean Jacques,HAI,MID,1,SCO,0.9149,0.9149,0.059788,0.059788,-0.006189,-0.006189,0.063231,0.09149,-0.050539,-0.073192,0.405743,0.411349,rebuilt_from_match_context_and_appearance_prob
danley_jean_jacques__hai,Danley Jean Jacques,HAI,MID,2,BRA,0.9149,0.9149,0.059788,0.059788,0.055169,1.379212,0.053819,0.09149,-0.056648,-0.073192,0.335038,1.61295,rebuilt_from_match_context_and_appearance_prob
danley_jean_jacques__hai,Danley Jean Jacques,HAI,MID,3,MAR,0.9149,0.9149,0.059788,0.059788,0.059201,1.480034,0.05518,0.09149,-0.05598,-0.073192,0.331117,1.627055,rebuilt_from_match_context_and_appearance_prob
caglar_soyuncu__tur,Caglar Soyuncu,TUR,DEF,1,AUS,0.6135,0.6135,0.02362,0.02362,0.081902,0.081902,0.031876,0.06135,-0.02713,-0.04908,0.664994,0.672518,rebuilt_from_match_context_and_appearance_prob
caglar_soyuncu__tur,Caglar Soyuncu,TUR,DEF,2,PAR,0.6135,0.6135,0.02362,0.02362,0.049145,3.932535,0.034537,0.06135,-0.024777,-0.04908,0.55923,4.250835,rebuilt_from_match_context_and_appearance_prob
caglar_soyuncu__tur,Caglar Soyuncu,TUR,DEF,3,USA,0.6135,0.6135,0.02362,0.02362,0.046488,3.719957,0.034536,0.06135,-0.025624,-0.04908,0.407112,3.716256,rebuilt_from_match_context_and_appearance_prob
sead_kolasinac__bih,Sead Kolasinac,BIH,DEF,1,CAN,0.6526,0.8213,0.048556,0.048556,0.038047,0.038047,0.056936,0.08213,-0.051964,-0.065704,0.427104,0.438558,rebuilt_from_match_context_and_appearance_prob
sead_kolasinac__bih,Sead Kolasinac,BIH,DEF,2,SUI,0.6526,0.8213,0.048556,0.048556,0.064056,0.710999,0.056939,0.08213,-0.052352,-0.065704,0.368169,0.994012,rebuilt_from_match_context_and_appearance_prob
sead_kolasinac__bih,Sead Kolasinac,BIH,DEF,3,QAT,0.6526,0.8213,0.048556,0.048556,0.092519,1.026954,0.064056,0.08213,-0.045646,-0.065704,0.741025,1.580231,rebuilt_from_match_context_and_appearance_prob
kenan_yildiz__tur,Kenan Yildiz,TUR,MID,1,AUS,0.8953,0.8953,0.057436,0.057436,0.119522,0.119522,0.046518,0.08953,-0.039591,-0.071624,0.183885,0.194864,rebuilt_from_match_context_and_appearance_prob
kenan_yildiz__tur,Kenan Yildiz,TUR,MID,2,PAR,0.8953,0.8953,0.057436,0.057436,0.071719,5.738873,0.0504,0.08953,-0.036157,-0.071624,0.136228,5.523504,rebuilt_from_match_context_and_appearance_prob
kenan_yildiz__tur,Kenan Yildiz,TUR,MID,3,USA,0.8953,0.8953,0.057436,0.057436,0.067841,5.428652,0.050399,0.08953,-0.037395,-0.071624,0.124453,4.953595,rebuilt_from_match_context_and_appearance_prob
roger_ibanez__bra,Roger Ibanez,BRA,DEF,1,MAR,0.497,0.497,0.00964,0.00964,0.074507,0.074507,0.033706,0.0497,-0.023882,-0.03976,0.59956,0.599676,rebuilt_from_match_context_and_appearance_prob
roger_ibanez__bra,Roger Ibanez,BRA,DEF,2,HAI,0.497,0.497,0.00964,0.00964,0.056393,4.506398,0.035007,0.0497,-0.021627,-0.03976,0.745735,4.969971,rebuilt_from_match_context_and_appearance_prob
roger_ibanez__bra,Roger Ibanez,BRA,DEF,3,SCO,0.497,0.497,0.00964,0.00964,0.040189,3.211515,0.031765,0.0497,-0.025676,-0.03976,0.542356,3.400016,rebuilt_from_match_context_and_appearance_prob
juninho_bacuna__cuw,Juninho Bacuna,CUW,MID,3,CIV,0.9344,0.9345,0.06214,0.06214,0.081324,0.081325,0.062673,0.062673,-0.050403,-0.050404,0.443947,0.443947,rebuilt_from_match_context_and_appearance_prob
manuel_neuer__ger,Manuel Neuer,GER,GK,1,CUW,0.2771,0.8454,0.051448,0.051448,0.198018,0.198018,0.071587,0.08454,-0.043929,-0.067632,0.811008,0.800258,rebuilt_from_match_context_and_appearance_prob
manuel_neuer__ger,Manuel Neuer,GER,GK,2,CIV,0.2771,0.8454,0.051448,0.051448,0.102054,8.909332,0.070071,0.08454,-0.047366,-0.067632,0.478888,8.840295,rebuilt_from_match_context_and_appearance_prob
manuel_neuer__ger,Manuel Neuer,GER,GK,3,ECU,0.2771,0.8454,0.051448,0.051448,0.08073,7.047677,0.063978,0.08454,-0.052393,-0.067632,0.416384,6.691427,rebuilt_from_match_context_and_appearance_prob
milad_mohammadi__irn,Milad Mohammadi,IRN,DEF,1,NZL,0.6091,0.7525,0.0403,0.0403,0.10753,0.10753,0.054767,0.07525,-0.036373,-0.0602,0.875471,0.872127,rebuilt_from_match_context_and_appearance_prob
milad_mohammadi__irn,Milad Mohammadi,IRN,DEF,2,BEL,0.6091,0.7525,0.0403,0.0403,0.05135,4.506948,0.046216,0.07525,-0.043531,-0.0602,0.27005,4.514615,rebuilt_from_match_context_and_appearance_prob
milad_mohammadi__irn,Milad Mohammadi,IRN,DEF,3,EGY,0.6091,0.7525,0.0403,0.0403,0.056484,4.95762,0.047927,0.07525,-0.042429,-0.0602,0.471625,4.891244,rebuilt_from_match_context_and_appearance_prob
giorgian_de_arrascaeta__uru,Giorgian De Arrascaeta,URU,MID,1,KSA,0.7878,0.7878,0.044536,0.044536,0.115941,0.115941,0.048686,0.07878,-0.040261,-0.063024,0.168902,0.176233,rebuilt_from_match_context_and_appearance_prob
giorgian_de_arrascaeta__uru,Giorgian De Arrascaeta,URU,MID,2,CPV,0.7878,0.7878,0.044536,0.044536,0.082946,6.361958,0.054099,0.07878,-0.035231,-0.063024,0.139033,6.101137,rebuilt_from_match_context_and_appearance_prob
giorgian_de_arrascaeta__uru,Giorgian De Arrascaeta,URU,MID,3,ESP,0.7878,0.7878,0.044536,0.044536,0.0653,5.008439,0.050494,0.07878,-0.039651,-0.063024,0.108611,4.561858,rebuilt_from_match_context_and_appearance_prob
willer_ditta__col,Willer Ditta,COL,DEF,1,UZB,0.5257,0.6728,0.030736,0.030736,0.114673,0.114673,0.047244,0.06728,-0.037535,-0.053824,0.733388,0.737135,rebuilt_from_match_context_and_appearance_prob
willer_ditta__col,Willer Ditta,COL,DEF,2,COD,0.5257,0.6728,0.030736,0.030736,0.073378,1.979041,0.050262,0.06728,-0.034799,-0.053824,0.704266,2.512739,rebuilt_from_match_context_and_appearance_prob
willer_ditta__col,Willer Ditta,COL,DEF,3,POR,0.5257,0.6728,0.030736,0.030736,0.065338,1.76213,0.048253,0.06728,-0.036896,-0.053824,0.356909,1.885911,rebuilt_from_match_context_and_appearance_prob
luka_vuskovic__cro,Luka Vuskovic,CRO,DEF,1,ENG,0.7872,0.7872,0.044464,0.044464,0.013463,0.013463,0.054335,0.07872,-0.049076,-0.062976,0.422888,0.433373,rebuilt_from_match_context_and_appearance_prob
luka_vuskovic__cro,Luka Vuskovic,CRO,DEF,2,PAN,0.7872,0.7872,0.044464,0.044464,0.070732,1.768287,0.05638,0.07872,-0.047103,-0.062976,0.918663,2.537484,rebuilt_from_match_context_and_appearance_prob
luka_vuskovic__cro,Luka Vuskovic,CRO,DEF,3,GHA,0.7872,0.7872,0.044464,0.044464,0.093285,2.332159,0.062535,0.07872,-0.041762,-0.062976,0.830817,2.841277,rebuilt_from_match_context_and_appearance_prob
david_alaba__aut,David Alaba,AUT,DEF,1,JOR,0.4441,0.9111,0.059332,0.059332,0.15398,0.15398,0.082407,0.09111,-0.053265,-0.072888,0.717775,0.706855,rebuilt_from_match_context_and_appearance_prob
david_alaba__aut,David Alaba,AUT,DEF,2,ARG,0.4441,0.9111,0.059332,0.059332,0.08091,5.170948,0.070424,0.09111,-0.064975,-0.072888,0.313181,5.160851,rebuilt_from_match_context_and_appearance_prob
david_alaba__aut,David Alaba,AUT,DEF,3,ALG,0.4441,0.9111,0.059332,0.059332,0.089892,5.745032,0.073409,0.09111,-0.062891,-0.072888,0.455661,5.552221,rebuilt_from_match_context_and_appearance_prob
gabriel_martinelli__bra,Gabriel Martinelli,BRA,FWD,1,MAR,0.2923,0.6448,0.027376,0.027376,0.096664,0.096664,0.04373,0.06448,-0.030984,-0.051584,0.604582,0.604732,rebuilt_from_match_context_and_appearance_prob
gabriel_martinelli__bra,Gabriel Martinelli,BRA,FWD,2,HAI,0.2923,0.6448,0.027376,0.027376,0.073164,5.846531,0.045418,0.06448,-0.028059,-0.051584,0.667927,6.148386,rebuilt_from_match_context_and_appearance_prob
gabriel_martinelli__bra,Gabriel Martinelli,BRA,FWD,3,SCO,0.2923,0.6448,0.027376,0.027376,0.052141,4.166569,0.041211,0.06448,-0.033312,-0.051584,0.493321,4.200803,rebuilt_from_match_context_and_appearance_prob
mat_as_vi_a__uru,Matias Viña,URU,DEF,1,KSA,0.3723,0.7228,0.036736,0.036736,0.106374,0.106374,0.044669,0.07228,-0.036939,-0.057824,0.620691,0.627417,rebuilt_from_match_context_and_appearance_prob
mat_as_vi_a__uru,Matias Viña,URU,DEF,2,CPV,0.3723,0.7228,0.036736,0.036736,0.076102,5.837044,0.049635,0.07228,-0.032324,-0.057824,0.600733,6.070916,rebuilt_from_match_context_and_appearance_prob
mat_as_vi_a__uru,Matias Viña,URU,DEF,3,ESP,0.3723,0.7228,0.036736,0.036736,0.059912,4.595201,0.046328,0.07228,-0.036379,-0.057824,0.215391,4.301208,rebuilt_from_match_context_and_appearance_prob
liberato_cacace__nzl,Liberato Cacace,NZL,DEF,1,IRN,0.8554,0.8554,0.052648,0.052648,0.009208,0.009208,0.05524,0.08554,-0.052432,-0.068432,0.535134,0.549434,rebuilt_from_match_context_and_appearance_prob
liberato_cacace__nzl,Liberato Cacace,NZL,DEF,2,EGY,0.8554,0.8554,0.052648,0.052648,0.079066,1.976658,0.060654,0.08554,-0.048502,-0.068432,0.524623,2.332043,rebuilt_from_match_context_and_appearance_prob
liberato_cacace__nzl,Liberato Cacace,NZL,DEF,3,BEL,0.8554,0.8554,0.052648,0.052648,0.073657,1.84142,0.059575,0.08554,-0.050007,-0.068432,0.302325,1.900098,rebuilt_from_match_context_and_appearance_prob
tim_payne__nzl,Tim Payne,NZL,DEF,1,IRN,0.853,0.853,0.05236,0.05236,0.009183,0.009183,0.055085,0.0853,-0.052285,-0.06824,0.533371,0.547631,rebuilt_from_match_context_and_appearance_prob
tim_payne__nzl,Tim Payne,NZL,DEF,2,EGY,0.853,0.853,0.05236,0.05236,0.078844,1.971112,0.060484,0.0853,-0.048366,-0.06824,0.519581,2.32193,rebuilt_from_match_context_and_appearance_prob
tim_payne__nzl,Tim Payne,NZL,DEF,3,BEL,0.853,0.853,0.05236,0.05236,0.073451,1.836253,0.059408,0.0853,-0.049866,-0.06824,0.296463,1.889751,rebuilt_from_match_context_and_appearance_prob
tae_seok_lee__kor,Tae-Seok Lee,KOR,DEF,1,CZE,0.6236,0.775,0.043,0.043,0.056856,0.056856,0.05198,0.0775,-0.037696,-0.062,0.542042,0.543258,rebuilt_from_match_context_and_appearance_prob
tae_seok_lee__kor,Tae-Seok Lee,KOR,DEF,2,MEX,0.6236,0.775,0.043,0.043,0.051979,3.866707,0.045935,0.0775,-0.042525,-0.062,0.398056,4.033533,rebuilt_from_match_context_and_appearance_prob
tae_seok_lee__kor,Tae-Seok Lee,KOR,DEF,3,RSA,0.6236,0.775,0.043,0.043,0.059235,4.406417,0.048357,0.0775,-0.041032,-0.062,0.582987,4.502809,rebuilt_from_match_context_and_appearance_prob
yasser_ibrahim__egy,Yasser Ibrahim,EGY,DEF,1,BEL,0.5221,0.686017,0.032322,0.032322,0.008361,0.008361,0.045016,0.068602,-0.042012,-0.054881,0.260676,0.271393,rebuilt_from_match_context_and_appearance_prob
yasser_ibrahim__egy,Yasser Ibrahim,EGY,DEF,2,NZL,0.5221,0.686017,0.032322,0.032322,0.063016,1.575369,0.049023,0.068602,-0.039065,-0.054881,0.815891,2.256201,rebuilt_from_match_context_and_appearance_prob
yasser_ibrahim__egy,Yasser Ibrahim,EGY,DEF,3,IRN,0.5221,0.686017,0.032322,0.032322,0.072012,1.800314,0.051021,0.068602,-0.037067,-0.054881,0.678673,2.233935,rebuilt_from_match_context_and_appearance_prob
leroy_san__ger,Leroy Sane,GER,FWD,1,CUW,0.3805,0.8215,0.04858,0.04858,0.19242,0.19242,0.069563,0.08215,-0.042687,-0.06572,0.592061,0.581615,rebuilt_from_match_context_and_appearance_prob
leroy_san__ger,Leroy Sane,GER,FWD,2,CIV,0.3805,0.8215,0.04858,0.04858,0.099169,8.65746,0.06809,0.08215,-0.046026,-0.06572,0.423229,8.548253,rebuilt_from_match_context_and_appearance_prob
leroy_san__ger,Leroy Sane,GER,FWD,3,ECU,0.3805,0.8215,0.04858,0.04858,0.078447,6.848435,0.062169,0.08215,-0.050912,-0.06572,0.312381,6.410026,rebuilt_from_match_context_and_appearance_prob
anass_salah_eddine__mar,Anass Salah-Eddine,MAR,DEF,1,BRA,0.5353,0.5677,0.018124,0.018124,0.002395,0.002395,0.035636,0.05677,-0.03194,-0.045416,0.243991,0.251649,rebuilt_from_match_context_and_appearance_prob
anass_salah_eddine__mar,Anass Salah-Eddine,MAR,DEF,2,SCO,0.5353,0.5677,0.018124,0.018124,0.045723,3.880968,0.036985,0.05677,-0.030785,-0.045416,0.604976,4.253355,rebuilt_from_match_context_and_appearance_prob
anass_salah_eddine__mar,Anass Salah-Eddine,MAR,DEF,3,HAI,0.5353,0.5677,0.018124,0.018124,0.064545,5.478589,0.041017,0.05677,-0.026134,-0.045416,0.868238,5.737702,rebuilt_from_match_context_and_appearance_prob
nathan_ak__ned,Nathan Ake,NED,DEF,1,JPN,0.3831,0.725,0.037,0.037,0.077785,0.077785,0.052159,0.0725,-0.036316,-0.058,0.445684,0.444341,rebuilt_from_match_context_and_appearance_prob
nathan_ak__ned,Nathan Ake,NED,DEF,2,SWE,0.3831,0.725,0.037,0.037,0.077395,6.837112,0.05216,0.0725,-0.03596,-0.058,0.509592,6.929708,rebuilt_from_match_context_and_appearance_prob
nathan_ak__ned,Nathan Ake,NED,DEF,3,TUN,0.3831,0.725,0.037,0.037,0.061414,5.42532,0.048798,0.0725,-0.039503,-0.058,0.500336,5.332536,rebuilt_from_match_context_and_appearance_prob
lucas_digne__fra,Lucas Digne,FRA,DEF,1,SEN,0.3174,0.6419,0.027028,0.027028,0.106012,0.106012,0.061345,0.06419,-0.04231,-0.051352,0.594541,0.588344,rebuilt_from_match_context_and_appearance_prob
lucas_digne__fra,Lucas Digne,FRA,DEF,2,IRQ,0.3174,0.6419,0.027028,0.027028,0.098435,5.506475,0.063255,0.06419,-0.039685,-0.051352,0.705526,5.832969,rebuilt_from_match_context_and_appearance_prob
lucas_digne__fra,Lucas Digne,FRA,DEF,3,NOR,0.3174,0.6419,0.027028,0.027028,0.072756,4.069967,0.057068,0.06419,-0.045984,-0.051352,0.408136,4.007204,rebuilt_from_match_context_and_appearance_prob
mario_pa_ali__cro,Mario Pasalic,CRO,MID,1,ENG,0.3515,0.7032,0.034384,0.034384,0.012026,0.012026,0.048537,0.07032,-0.043839,-0.056256,0.210872,0.220238,rebuilt_from_match_context_and_appearance_prob
mario_pa_ali__cro,Mario Pasalic,CRO,MID,2,PAN,0.3515,0.7032,0.034384,0.034384,0.063184,1.579598,0.050364,0.07032,-0.042077,-0.056256,0.762061,2.208143,rebuilt_from_match_context_and_appearance_prob
mario_pa_ali__cro,Mario Pasalic,CRO,MID,3,GHA,0.3515,0.7032,0.034384,0.034384,0.083331,2.0833,0.055862,0.07032,-0.037306,-0.056256,0.754772,2.550701,rebuilt_from_match_context_and_appearance_prob
rustam_ashurmatov__uzb,Rustam Ashurmatov,UZB,DEF,1,COL,0.842,0.8433,0.051196,0.051196,-0.011803,-0.011803,0.057749,0.08433,-0.046623,-0.067464,0.35068,0.35642,rebuilt_from_match_context_and_appearance_prob
rustam_ashurmatov__uzb,Rustam Ashurmatov,UZB,DEF,2,POR,0.842,0.8433,0.051196,0.051196,0.053482,4.771054,0.051339,0.08433,-0.051441,-0.067464,0.259922,4.757735,rebuilt_from_match_context_and_appearance_prob
rustam_ashurmatov__uzb,Rustam Ashurmatov,UZB,DEF,3,COD,0.842,0.8433,0.051196,0.051196,0.062028,5.533482,0.053477,0.08433,-0.049487,-0.067464,0.684587,5.620484,rebuilt_from_match_context_and_appearance_prob
hossein_kanaani__irn,Hossein Kanaani,IRN,DEF,1,NZL,0.6257,0.7403,0.038836,0.038836,0.105787,0.105787,0.053879,0.07403,-0.035783,-0.059224,0.728478,0.725188,rebuilt_from_match_context_and_appearance_prob
hossein_kanaani__irn,Hossein Kanaani,IRN,DEF,2,BEL,0.6257,0.7403,0.038836,0.038836,0.050517,4.433879,0.045466,0.07403,-0.042825,-0.059224,0.27819,4.453941,rebuilt_from_match_context_and_appearance_prob
hossein_kanaani__irn,Hossein Kanaani,IRN,DEF,3,EGY,0.6257,0.7403,0.038836,0.038836,0.055568,4.877244,0.04715,0.07403,-0.041741,-0.059224,0.449604,4.797569,rebuilt_from_match_context_and_appearance_prob
ivan_unji__bih,Ivan Sunjic,BIH,MID,1,CAN,0.6652,0.9043,0.058516,0.058516,0.041892,0.041892,0.06269,0.09043,-0.057216,-0.072344,0.249619,0.262231,rebuilt_from_match_context_and_appearance_prob
ivan_unji__bih,Ivan Sunjic,BIH,MID,2,SUI,0.6652,0.9043,0.058516,0.058516,0.07053,0.782853,0.062694,0.09043,-0.057643,-0.072344,0.229648,0.918738,rebuilt_from_match_context_and_appearance_prob
ivan_unji__bih,Ivan Sunjic,BIH,MID,3,QAT,0.6652,0.9043,0.058516,0.058516,0.101869,1.130737,0.070529,0.09043,-0.050259,-0.072344,0.822504,1.746519,rebuilt_from_match_context_and_appearance_prob
mohammed_al_owais__ksa,Mohammed Al-Owais,KSA,GK,1,URU,0.7314,0.7314,0.037768,0.037768,0.004651,0.004651,0.063939,0.07314,-0.049386,-0.058512,0.379109,0.379184,rebuilt_from_match_context_and_appearance_prob
mohammed_al_owais__ksa,Mohammed Al-Owais,KSA,GK,2,ESP,0.7314,0.7314,0.037768,0.037768,0.056606,4.326962,0.054509,0.07314,-0.055586,-0.058512,0.232796,4.304554,rebuilt_from_match_context_and_appearance_prob
mohammed_al_owais__ksa,Mohammed Al-Owais,KSA,GK,3,CPV,0.7314,0.7314,0.037768,0.037768,0.075472,5.769064,0.060799,0.07314,-0.051255,-0.058512,0.685378,5.814186,rebuilt_from_match_context_and_appearance_prob
lucas_hern_ndez__fra,Lucas Hernandez,FRA,DEF,1,SEN,0.3464,0.6898,0.032776,0.032776,0.113923,0.113923,0.065922,0.06898,-0.045467,-0.055184,0.593938,0.587279,rebuilt_from_match_context_and_appearance_prob
lucas_hern_ndez__fra,Lucas Hernandez,FRA,DEF,2,IRQ,0.3464,0.6898,0.032776,0.032776,0.105781,5.91738,0.067975,0.06898,-0.042647,-0.055184,0.71752,6.227583,rebuilt_from_match_context_and_appearance_prob
lucas_hern_ndez__fra,Lucas Hernandez,FRA,DEF,3,NOR,0.3464,0.6898,0.032776,0.032776,0.078185,4.373677,0.061327,0.06898,-0.049415,-0.055184,0.404025,4.271664,rebuilt_from_match_context_and_appearance_prob
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,1,MEX,0.652,0.866092,0.053931,0.053931,-0.002263,-0.002263,0.053925,0.086609,-0.050738,-0.069287,0.309597,0.323732,rebuilt_from_match_context_and_appearance_prob
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,2,CZE,0.652,0.866092,0.053931,0.053931,0.064716,5.238122,0.055015,0.086609,-0.049473,-0.069287,0.485897,5.411824,rebuilt_from_match_context_and_appearance_prob
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,3,KOR,0.652,0.866092,0.053931,0.053931,0.083051,6.72217,0.060408,0.086609,-0.04536,-0.069287,0.493028,6.470281,rebuilt_from_match_context_and_appearance_prob
michael_amir_murillo__pan,Michael Amir Murillo,PAN,DEF,1,GHA,0.654,0.7766,0.043192,0.043192,0.029296,0.029296,0.065919,0.07766,-0.056119,-0.062128,0.558926,0.564658,rebuilt_from_match_context_and_appearance_prob
