holdet_player_id,player_name,team_id,position,price,priority_bucket,suggested_action,approval,note
48901,Bill Tuiloma,NZL,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50277,Bradley Cross,RSA,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
48942,Cedric Zesiger,SUI,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
48951,Charles Vanhoutte,BEL,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
48953,Cheikh Niasse,SEN,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50360,Christopher Operi,CIV,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
48973,Daiki Hashioka,JPN,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50376,Dennis 'Dargahi' Eckert Ayensa,IRN,FWD,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50255,Edgardo Farina,PAN,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49099,Felix Horn Myhre,NOR,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49107,Filip Ugrinic,SUI,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50260,Gessime Yassine,MAR,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49135,Ghaith Zaalouni,TUN,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50417,Gustavo Caballero,PAR,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50408,Hassan Al Tambakti,KSA,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50409,Hassan Kadesh,KSA,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49179,Henry Mochizuki,JPN,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50293,Hugo Sochurek,CZE,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49220,Isaac Schmidt,SUI,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50422,Isidro Pitta,PAR,FWD,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49222,Islam Issa,EGY,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50297,Jacob Shaffelburg,CAN,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49247,James McGarry,NZL,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50410,Jehad Thakri,KSA,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49296,Joel Chima Fujita,JPN,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50279,Kamogelo Sebelebele,RSA,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50046,Keeto Thermoncy,HAI,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49396,Khaled Sobhi,EGY,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49429,Lennon Miller,SCO,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49447,Louey Ben Farhat,TUN,FWD,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49453,Lucas Blondel,SUI,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50285,Luis Chavez,MEX,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49470,Lukas Kelly-Heald,NZL,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50305,Mathew Leckie,AUS,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50420,Mauricio Magalhaes Prado,PAR,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50414,Moteb Al-Harbi,KSA,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50378,Mustafa Saadoon,IRQ,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49623,Nampalys Mendy,SEN,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49625,Nasser Mansy,EGY,FWD,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50357,Nilson Angulo,ECU,FWD,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49678,Odin Bjørtuft,NOR,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50280,Olwethu Makhanya,RSA,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50261,Redouane Halhal,MAR,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49791,Romeo Vermant,BEL,FWD,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50372,Roozbeh Cheshmi,IRN,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49797,Ross McCrorie,SCO,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49808,Ryunosuke Sato,JPN,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50322,Samir Chergui,ALG,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50262,Samir El Mourabet,MAR,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49828,Sayfallah Ltaief,TUN,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49834,Sebastian Nanasi,SWE,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50401,Seydinaissa Laye,QAT,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49854,Simon Sohm,SUI,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50402,Tahsin Jamshid,QAT,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50306,Tete Yengi,AUS,FWD,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50256,Tomas Rodriguez,PAN,FWD,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49906,Tomoya Ando,JPN,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50424,Tyler Fletcher,SCO,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50425,Wi-je Cho,KOR,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49950,Woobens Pacius,HAI,FWD,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49980,Youssouf Sabaly,SEN,DEF,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
49983,Yuki Soma,JPN,MID,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
50403,Yusuf Abdurisag,QAT,FWD,2000000,depth_or_watchlist,add_to_player_pool_review,,no_name_team_match
48855,Antonio Silva,POR,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49235,Ivan Smolcic,CRO,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49541,Maximilian Mittelstädt,GER,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50319,Mohamed Amine Tougai,ALG,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50275,Lisandro Martinez,ARG,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49173,Harry Maguire,ENG,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49344,Ju-sung Kim,KOR,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50264,Youssef Belammari,MAR,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49704,Pape Abou Cisse,SEN,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50412,Mohammed Abu Al-Shamat,KSA,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50391,Saed Al-Rosan,JOR,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49180,Heri Tavares,CPV,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49005,Delentz Pierre,HAI,DEF,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
48922,Bruno Varela,CPV,GK,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49829,Scott Bain,SCO,GK,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50405,Ahmed Al-Kassar,KSA,GK,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50413,Mohammed Al-Owais,KSA,GK,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50377,Jalal Hassan,IRQ,GK,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50404,Seyed Hossein Hosseini,IRN,GK,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
48768,Alejandro 'Alex' Remiro,ESP,GK,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49454,Lucas Chevalier,FRA,GK,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49287,Joao Carvalho,POR,GK,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50291,David Doudera,CZE,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
48766,Aleix Garcia,ESP,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49278,Jesus Rodriguez,ESP,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49181,Herman Johansson,SWE,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50302,Cristian Volpato,AUS,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50301,Cameron Devlin,AUS,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49128,Gabriel Sara,BRA,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49932,Vitinho,BRA,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49405,Koki Saito,JPN,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49197,Hyeok-kyu Kwon,KOR,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50272,Gilberto Mora,MEX,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50373,Mehdi Torabi,IRN,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50380,Ahmed Qasem,IRQ,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50263,Soufiane Rahimi,MAR,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49574,Mohamed Ali Ben Romdhane,TUN,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50384,Sherzod Esanov,UZB,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
48752,Ailson Tavares,CPV,MID,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50383,Azizbek Amanov,UZB,FWD,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50415,Saleh Al-Shehri,KSA,FWD,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
48908,Boulaye Dia,SEN,FWD,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49162,Habib Diallo,SEN,FWD,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
49610,Mostafa Mohamed,EGY,FWD,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
50288,Santiago Gimenez,MEX,FWD,,mismatch_likely_new_player,manual_approve_before_import,,Closest match ligner en anden spiller; behandles som mulig ny spiller efter manuel godkendelse.
