date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
26/01/17,13,away,3816,3439,0:1,,FS,in squad,0,0,0,26/01/17 | FS | club:3816 | opponent:3439 | 0:1 | in squad,False,False,False,,False,juan_quintero__col,Juan Quintero,COL,MID,323838,https://www.transfermarkt.de/juan-quintero/nationalmannschaft/spieler/323838/verein_id/3816
