date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
02/06/26,9,away,3382,3556,2:0,,FS,played,0,0,0,02/06/26 | FS | club:3382 | opponent:3556 | 2:0 | played | 17',False,False,True,17,False,matias_fernandez_pardo__bel,Matias Fernandez-Pardo,BEL,FWD,724129,https://www.transfermarkt.de/matias-fernandez-pardo/nationalmannschaft/spieler/724129/verein_id/3382
