date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
31/05/26,46,away,3499,3505,2:3,7,FS,played,0,0,0,31/05/26 | FS | club:3499 | opponent:3505 | 2:3 | played | 90',False,False,True,90,True,bara_sapoko_ndiaye__sen,Bara Sapoko Ndiaye,SEN,MID,1497653,https://www.transfermarkt.de/bara-sapoko-ndiaye/nationalmannschaft/spieler/1497653/verein_id/3499
