date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
03/06/26,14,away,3614,3379,1:0,,FS,played,0,0,0,03/06/26 | FS | club:3614 | opponent:3379 | 1:0 | played | 27',False,False,True,27,False,ahmed_nadhir_benbouali__alg,Ahmed Nadhir Benbouali,ALG,FWD,840254,https://www.transfermarkt.de/nadhir-benbouali/nationalmannschaft/spieler/840254/verein_id/3614
31/03/26,42,away,3614,3449,0:0,,FS,played,0,0,0,31/03/26 | FS | club:3614 | opponent:3449 | 0:0 | played | 11',False,False,True,11,False,ahmed_nadhir_benbouali__alg,Ahmed Nadhir Benbouali,ALG,FWD,840254,https://www.transfermarkt.de/nadhir-benbouali/nationalmannschaft/spieler/840254/verein_id/3614
27/03/26,41,away,3614,13342,7:0,14,FS,played,1,1,0,27/03/26 | FS | club:3614 | opponent:13342 | 7:0 | played | 29',False,False,True,29,False,ahmed_nadhir_benbouali__alg,Ahmed Nadhir Benbouali,ALG,FWD,840254,https://www.transfermarkt.de/nadhir-benbouali/nationalmannschaft/spieler/840254/verein_id/3614
