date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
31/03/26,3,home,3510,3670,0:0,,FS,in squad,0,0,0,31/03/26 | FS | club:3510 | opponent:3670 | 0:0 | in squad,False,False,False,,False,aribim_pepple__can,Aribim Pepple,CAN,FWD,696502,https://www.transfermarkt.de/aribim-pepple/nationalmannschaft/spieler/696502/verein_id/3510
28/03/26,2,home,3510,3574,2:2,,FS,in squad,0,0,0,28/03/26 | FS | club:3510 | opponent:3574 | 2:2 | in squad,False,False,False,,False,aribim_pepple__can,Aribim Pepple,CAN,FWD,696502,https://www.transfermarkt.de/aribim-pepple/nationalmannschaft/spieler/696502/verein_id/3510
