date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
03/06/26,18,away,14161,9171,4:0,,FS,played,1,0,0,03/06/26 | FS | club:14161 | opponent:9171 | 4:0 | played | 45',False,False,True,45,False,lenny_joseph__hai,Lenny Joseph,HAI,FWD,815359,https://www.transfermarkt.de/lenny-joseph/nationalmannschaft/spieler/815359/verein_id/14161
