player_id,player_name,team_id,position_model,competition_category,competition_category_label,rows,starts,bench,not_in_squad,injury_or_fitness_absences,suspension_absences,not_selected_or_unknown_absences,recency_weight_sum,recent_weighted_starts,recent_weighted_bench,recent_weighted_not_in_squad,start_share,bench_share,not_in_squad_share,recency_weighted_start_share,recency_weighted_bench_share,recency_weighted_not_in_squad_share,competition_weight,weighted_start_signal,recency_competition_weighted_start_signal
rui_silva__por,Rui Silva,POR,GK,ukendt,Ukendt,76,2,0,37,0,0,37,19.0,0.5,0.0,9.25,0.026,0.0,0.487,0.026,0.0,0.487,0.45,0.0117,0.0117
rustam_ashurmatov__uzb,Rustam Ashurmatov,UZB,DEF,ukendt,Ukendt,103,43,0,38,4,0,33,25.75,10.75,0.0,9.5,0.417,0.0,0.369,0.417,0.0,0.369,0.45,0.1876,0.1876
ryan_christie__sco,Ryan Christie,SCO,MID,ukendt,Ukendt,90,45,0,16,7,0,9,22.5,11.25,0.0,4.0,0.5,0.0,0.178,0.5,0.0,0.178,0.45,0.225,0.225
ryan_gravenberch__ned,Ryan Gravenberch,NED,MID,ukendt,Ukendt,70,15,0,24,6,0,18,17.5,3.75,0.0,6.0,0.214,0.0,0.343,0.214,0.0,0.343,0.45,0.0963,0.0963
ryan_thomas__nzl,Ryan Thomas,NZL,MID,ukendt,Ukendt,82,23,0,57,26,0,31,20.5,5.75,0.0,14.25,0.28,0.0,0.695,0.28,0.0,0.695,0.45,0.126,0.126
sabri_ben_hessen__tun,Sabri Ben Hessen,TUN,GK,ukendt,Ukendt,16,1,0,8,0,0,8,4.0,0.25,0.0,2.0,0.062,0.0,0.5,0.062,0.0,0.5,0.45,0.0279,0.0279
sadio_man__sen,Sadio Mane,SEN,FWD,ukendt,Ukendt,165,116,0,36,16,0,19,41.25,29.0,0.0,9.0,0.703,0.0,0.218,0.703,0.0,0.218,0.45,0.3163,0.3163
saleem_obaid__jor,Saleem Obaid,JOR,DEF,ukendt,Ukendt,93,6,0,74,0,0,74,23.25,1.5,0.0,18.5,0.065,0.0,0.796,0.065,0.0,0.796,0.45,0.0292,0.0292
salem_al_dawsari__ksa,Salem Al-Dawsari,KSA,MID,ukendt,Ukendt,184,95,0,75,22,0,50,46.0,23.75,0.0,18.75,0.516,0.0,0.408,0.516,0.0,0.408,0.45,0.2322,0.2322
salih_ozcan__tur,Salih Özcan,TUR,MID,ukendt,Ukendt,47,15,0,10,4,0,6,11.75,3.75,0.0,2.5,0.319,0.0,0.213,0.319,0.0,0.213,0.45,0.1436,0.1436
saman_ghoddos__irn,Saman Ghoddos,IRN,MID,ukendt,Ukendt,99,44,0,27,3,0,19,24.75,11.0,0.0,6.75,0.444,0.0,0.273,0.444,0.0,0.273,0.45,0.1998,0.1998
samed_ba_dar__bih,Samed Bazdar,BIH,FWD,ukendt,Ukendt,15,4,0,0,0,0,0,3.75,1.0,0.0,0.0,0.267,0.0,0.0,0.267,0.0,0.0,0.45,0.1202,0.1202
samet_akaydin__tur,Samet Akaydin,TUR,DEF,ukendt,Ukendt,40,14,0,3,0,0,2,10.0,3.5,0.0,0.75,0.35,0.0,0.075,0.35,0.0,0.075,0.45,0.1575,0.1575
samu_costa__por,Samu Costa,POR,MID,ukendt,Ukendt,16,2,0,11,0,0,11,4.0,0.5,0.0,2.75,0.125,0.0,0.688,0.125,0.0,0.688,0.45,0.0562,0.0562
samuel_aghehowa__esp,Samuel Aghehowa,ESP,FWD,ukendt,Ukendt,12,1,0,3,0,0,3,3.0,0.25,0.0,0.75,0.083,0.0,0.25,0.083,0.0,0.25,0.45,0.0374,0.0374
samuel_moutoussamy__cod,Samuel Moutoussamy,COD,MID,ukendt,Ukendt,82,52,0,21,0,0,21,20.5,13.0,0.0,5.25,0.634,0.0,0.256,0.634,0.0,0.256,0.45,0.2853,0.2853
samukele_kabini__rsa,Samukele Kabini,RSA,DEF,ukendt,Ukendt,18,5,0,4,0,0,4,4.5,1.25,0.0,1.0,0.278,0.0,0.222,0.278,0.0,0.222,0.45,0.1251,0.1251
sander_berge__nor,Sander Berge,NOR,MID,ukendt,Ukendt,91,57,0,23,15,0,8,22.75,14.25,0.0,5.75,0.626,0.0,0.253,0.626,0.0,0.253,0.45,0.2817,0.2817
sander_tangvik__nor,Sander Tangvik,NOR,GK,ukendt,Ukendt,3,0,0,0,0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
santiago_arias__col,Santiago Arias,COL,DEF,ukendt,Ukendt,151,55,0,58,24,0,34,37.75,13.75,0.0,14.5,0.364,0.0,0.384,0.364,0.0,0.384,0.45,0.1638,0.1638
santiago_bueno__uru,Santiago Bueno,URU,DEF,ukendt,Ukendt,38,6,0,19,4,0,15,9.5,1.5,0.0,4.75,0.158,0.0,0.5,0.158,0.0,0.5,0.45,0.0711,0.0711
santiago_mele__uru,Santiago Mele,URU,GK,ukendt,Ukendt,38,7,0,4,0,0,4,9.5,1.75,0.0,1.0,0.184,0.0,0.105,0.184,0.0,0.105,0.45,0.0828,0.0828
sarpreet_singh__nzl,Sarpreet Singh,NZL,MID,ukendt,Ukendt,53,24,0,25,8,0,17,13.25,6.0,0.0,6.25,0.453,0.0,0.472,0.453,0.0,0.472,0.45,0.2038,0.2038
saud_abdulhamid__ksa,Saud Abdulhamid,KSA,DEF,ukendt,Ukendt,94,36,0,24,1,0,23,23.5,9.0,0.0,6.0,0.383,0.0,0.255,0.383,0.0,0.255,0.45,0.1724,0.1724
scott_mckenna__sco,Scott McKenna,SCO,DEF,ukendt,Ukendt,89,34,0,21,12,0,9,22.25,8.5,0.0,5.25,0.382,0.0,0.236,0.382,0.0,0.236,0.45,0.1719,0.1719
scott_mctominay__sco,Scott McTominay,SCO,MID,ukendt,Ukendt,89,60,0,16,9,0,6,22.25,15.0,0.0,4.0,0.674,0.0,0.18,0.674,0.0,0.18,0.45,0.3033,0.3033
sead_kolasinac__bih,Sead Kolasinac,BIH,DEF,ukendt,Ukendt,120,59,0,48,25,0,22,30.0,14.75,0.0,12.0,0.492,0.0,0.4,0.492,0.0,0.4,0.45,0.2214,0.2214
sebastian_berhalter__usa,Sebastian Berhalter,USA,MID,ukendt,Ukendt,17,10,0,2,0,0,2,4.25,2.5,0.0,0.5,0.588,0.0,0.118,0.588,0.0,0.118,0.45,0.2646,0.2646
sebastian_tounekti__tun,Sebastian Tounekti,TUN,MID,ukendt,Ukendt,81,3,0,64,0,0,64,20.25,0.75,0.0,16.0,0.037,0.0,0.79,0.037,0.0,0.79,0.45,0.0166,0.0166
seko_fofana__civ,Seko Fofana,CIV,MID,ukendt,Ukendt,101,26,0,62,4,0,58,25.25,6.5,0.0,15.5,0.257,0.0,0.614,0.257,0.0,0.614,0.45,0.1156,0.1156
senne_lammens__bel,Senne Lammens,BEL,GK,ukendt,Ukendt,13,2,0,4,0,0,4,3.25,0.5,0.0,1.0,0.154,0.0,0.308,0.154,0.0,0.308,0.45,0.0693,0.0693
serge_gnabry__ger,Serge Gnabry,GER,FWD,ukendt,Ukendt,114,48,0,52,28,0,24,28.5,12.0,0.0,13.0,0.421,0.0,0.456,0.421,0.0,0.456,0.45,0.1894,0.1894
sergino_dest__usa,Sergino Dest,USA,DEF,ukendt,Ukendt,101,36,0,59,24,0,35,25.25,9.0,0.0,14.75,0.356,0.0,0.584,0.356,0.0,0.584,0.45,0.1602,0.1602
sergio_rochet__uru,Sergio Rochet,URU,GK,ukendt,Ukendt,65,35,0,12,8,0,4,16.25,8.75,0.0,3.0,0.538,0.0,0.185,0.538,0.0,0.185,0.45,0.2421,0.2421
kim_seung_gyu__kor,Seung-Gyu Kim,KOR,GK,ukendt,Ukendt,178,85,0,39,18,0,20,44.5,21.25,0.0,9.75,0.478,0.0,0.219,0.478,0.0,0.219,0.45,0.2151,0.2151
paik_seung_ho__kor,Seung-Ho Paik,KOR,MID,ukendt,Ukendt,88,18,0,42,4,0,34,22.0,4.5,0.0,10.5,0.205,0.0,0.477,0.205,0.0,0.477,0.45,0.0922,0.0922
shahriar_moghanlou__irn,Shahriar Moghanlou,IRN,FWD,ukendt,Ukendt,43,6,0,18,2,0,16,10.75,1.5,0.0,4.5,0.14,0.0,0.419,0.14,0.0,0.419,0.45,0.063,0.063
shehab_ellethy__qat,Shehab Ellethy,QAT,GK,ukendt,Ukendt,28,1,0,14,0,0,14,7.0,0.25,0.0,3.5,0.036,0.0,0.5,0.036,0.0,0.5,0.45,0.0162,0.0162
sherel_floranus__cuw,Sherel Floranus,CUW,DEF,ukendt,Ukendt,32,26,0,6,1,0,5,8.0,6.5,0.0,1.5,0.812,0.0,0.188,0.812,0.0,0.188,0.45,0.3654,0.3654
sherzod_nasrullayev__uzb,Sherzod Nasrullaev,UZB,DEF,ukendt,Ukendt,53,30,0,10,3,0,7,13.25,7.5,0.0,2.5,0.566,0.0,0.189,0.566,0.0,0.189,0.45,0.2547,0.2547
shogo_taniguchi__jpn,Shogo Taniguchi,JPN,DEF,ukendt,Ukendt,147,30,0,89,6,0,83,36.75,7.5,0.0,22.25,0.204,0.0,0.605,0.204,0.0,0.605,0.45,0.0918,0.0918
shurandy_sambo__cuw,Shurandy Sambo,CUW,DEF,ukendt,Ukendt,9,7,0,0,0,0,0,2.25,1.75,0.0,0.0,0.778,0.0,0.0,0.778,0.0,0.0,0.45,0.3501,0.3501
sidny_lopes_cabral__cpv,Sidny Lopes Cabral,CPV,DEF,ukendt,Ukendt,33,5,0,21,0,0,21,8.25,1.25,0.0,5.25,0.152,0.0,0.636,0.152,0.0,0.636,0.45,0.0684,0.0684
silvan_widmer__sui,Silvan Widmer,SUI,DEF,ukendt,Ukendt,136,44,0,54,11,0,42,34.0,11.0,0.0,13.5,0.324,0.0,0.397,0.324,0.0,0.397,0.45,0.1458,0.1458
simon_adingra__civ,Simon Adingra,CIV,FWD,ukendt,Ukendt,43,16,0,11,3,0,8,10.75,4.0,0.0,2.75,0.372,0.0,0.256,0.372,0.0,0.256,0.45,0.1674,0.1674
simon_banza__cod,Simon Banza,COD,FWD,ukendt,Ukendt,43,8,0,14,0,0,14,10.75,2.0,0.0,3.5,0.186,0.0,0.326,0.186,0.0,0.326,0.45,0.0837,0.0837
sipho_chaine__rsa,Sipho Chaine,RSA,GK,ukendt,Ukendt,26,2,0,7,0,0,7,6.5,0.5,0.0,1.75,0.077,0.0,0.269,0.077,0.0,0.269,0.45,0.0346,0.0346
sofyan_amrabat__mar,Sofyan Amrabat,MAR,MID,ukendt,Ukendt,148,62,0,58,7,0,50,37.0,15.5,0.0,14.5,0.419,0.0,0.392,0.419,0.0,0.392,0.45,0.1886,0.1886
sohaib_nair__alg,Sohaib Nair,ALG,DEF,ukendt,Ukendt,4,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
sondre_langas__nor,Sondre Langås,NOR,DEF,ukendt,Ukendt,19,0,0,9,8,0,1,4.75,0.0,0.0,2.25,0.0,0.0,0.474,0.0,0.0,0.474,0.45,0.0,0.0
sontje_hansen__cuw,Sontje Hansen,CUW,FWD,ukendt,Ukendt,7,4,0,0,0,0,0,1.75,1.0,0.0,0.0,0.571,0.0,0.0,0.571,0.0,0.0,0.45,0.257,0.257
souffian_el_karouani__mar,Souffian El Karouani,MAR,DEF,ukendt,Ukendt,86,3,0,74,0,0,74,21.5,0.75,0.0,18.5,0.035,0.0,0.86,0.035,0.0,0.86,0.45,0.0158,0.0158
stefan_posch__aut,Stefan Posch,AUT,DEF,ukendt,Ukendt,81,36,0,15,7,0,7,20.25,9.0,0.0,3.75,0.444,0.0,0.185,0.444,0.0,0.185,0.45,0.1998,0.1998
stefan_de_vrij__ned,Stefan de Vrij,NED,DEF,ukendt,Ukendt,161,68,0,51,30,0,21,40.25,17.0,0.0,12.75,0.422,0.0,0.317,0.422,0.0,0.317,0.45,0.1899,0.1899
stepan_chaloupek__cze,Stepan Chaloupek,CZE,DEF,ukendt,Ukendt,6,4,0,0,0,0,0,1.5,1.0,0.0,0.0,0.667,0.0,0.0,0.667,0.0,0.0,0.45,0.3002,0.3002
steve_kapuadi__cod,Steve Kapuadi,COD,DEF,ukendt,Ukendt,20,2,0,5,0,0,5,5.0,0.5,0.0,1.25,0.1,0.0,0.25,0.1,0.0,0.25,0.45,0.045,0.045
steven_moreira__cpv,Steven Moreira,CPV,DEF,ukendt,Ukendt,33,17,0,13,2,0,11,8.25,4.25,0.0,3.25,0.515,0.0,0.394,0.515,0.0,0.394,0.45,0.2318,0.2318
stjepan_radeljic__bih,Stjepan Radeljic,BIH,DEF,ukendt,Ukendt,21,5,0,11,0,0,11,5.25,1.25,0.0,2.75,0.238,0.0,0.524,0.238,0.0,0.524,0.45,0.1071,0.1071
stopira__cpv,Stopira,CPV,DEF,ukendt,Ukendt,136,52,0,60,6,0,54,34.0,13.0,0.0,15.0,0.382,0.0,0.441,0.382,0.0,0.441,0.45,0.1719,0.1719
sultan_al_brake__qat,Sultan Al-Brake,QAT,DEF,ukendt,Ukendt,126,8,0,80,3,0,77,31.5,2.0,0.0,20.0,0.063,0.0,0.635,0.063,0.0,0.635,0.45,0.0284,0.0284
tae_hyeon_kim__kor,Tae-Hyeon Kim,KOR,DEF,ukendt,Ukendt,13,5,0,2,0,0,2,3.25,1.25,0.0,0.5,0.385,0.0,0.154,0.385,0.0,0.154,0.45,0.1733,0.1733
tae_seok_lee__kor,Tae-Seok Lee,KOR,DEF,ukendt,Ukendt,19,11,0,1,0,0,1,4.75,2.75,0.0,0.25,0.579,0.0,0.053,0.579,0.0,0.053,0.45,0.2606,0.2606
taha_abdi_ali__swe,Taha Abdi Ali,SWE,MID,ukendt,Ukendt,25,1,0,20,0,0,20,6.25,0.25,0.0,5.0,0.04,0.0,0.8,0.04,0.0,0.8,0.45,0.018,0.018
tahith_chong__cuw,Tahith Chong,CUW,MID,ukendt,Ukendt,9,3,0,4,4,0,0,2.25,0.75,0.0,1.0,0.333,0.0,0.444,0.333,0.0,0.444,0.45,0.1498,0.1498
tajon_buchanan__can,Tajon Buchanan,CAN,MID,ukendt,Ukendt,75,44,0,16,7,0,9,18.75,11.0,0.0,4.0,0.587,0.0,0.213,0.587,0.0,0.213,0.45,0.2642,0.2642
takefusa_kubo__jpn,Takefusa Kubo,JPN,MID,ukendt,Ukendt,89,31,0,27,6,0,21,22.25,7.75,0.0,6.75,0.348,0.0,0.303,0.348,0.0,0.303,0.45,0.1566,0.1566
takehiro_tomiyasu__jpn,Takehiro Tomiyasu,JPN,DEF,ukendt,Ukendt,104,38,0,54,28,0,25,26.0,9.5,0.0,13.5,0.365,0.0,0.519,0.365,0.0,0.519,0.45,0.1642,0.1642
takumi_minamino__jpn,Takumi Minamino,JPN,MID,ukendt,Ukendt,137,53,0,57,5,0,52,34.25,13.25,0.0,14.25,0.387,0.0,0.416,0.387,0.0,0.416,0.45,0.1742,0.1742
tani_oluwaseyi__can,Tani Oluwaseyi,CAN,FWD,ukendt,Ukendt,31,12,0,1,0,0,1,7.75,3.0,0.0,0.25,0.387,0.0,0.032,0.387,0.0,0.032,0.45,0.1742,0.1742
tanner_tessmann__usa,Tanner Tessmann,USA,MID,ukendt,Ukendt,90,6,0,75,0,0,75,22.5,1.5,0.0,18.75,0.067,0.0,0.833,0.067,0.0,0.833,0.45,0.0302,0.0302
tarek_alaa__egy,Tarek Alaa,EGY,DEF,ukendt,Ukendt,8,2,0,0,0,0,0,2.0,0.5,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.45,0.1125,0.1125
tarek_salman__qat,Tarek Salman,QAT,DEF,ukendt,Ukendt,129,77,0,11,0,0,10,32.25,19.25,0.0,2.75,0.597,0.0,0.085,0.597,0.0,0.085,0.45,0.2686,0.2686
tarik_muharemovic__bih,Tarik Muharemovic,BIH,DEF,ukendt,Ukendt,21,9,0,5,0,0,5,5.25,2.25,0.0,1.25,0.429,0.0,0.238,0.429,0.0,0.238,0.45,0.193,0.193
teboho_mokoena__rsa,Teboho Mokoena,RSA,MID,ukendt,Ukendt,82,47,0,23,0,0,23,20.5,11.75,0.0,5.75,0.573,0.0,0.28,0.573,0.0,0.28,0.45,0.2578,0.2578
telmo_arcanjo__cpv,Telmo Arcanjo,CPV,MID,ukendt,Ukendt,57,9,0,36,17,0,19,14.25,2.25,0.0,9.0,0.158,0.0,0.632,0.158,0.0,0.632,0.45,0.0711,0.0711
teun_koopmeiners__ned,Teun Koopmeiners,NED,MID,ukendt,Ukendt,74,12,0,30,15,0,14,18.5,3.0,0.0,7.5,0.162,0.0,0.405,0.162,0.0,0.405,0.45,0.0729,0.0729
thabang_matuludi__rsa,Thabang Matuludi,RSA,DEF,ukendt,Ukendt,10,1,0,0,0,0,0,2.5,0.25,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.45,0.045,0.045
thalente_mbatha__rsa,Thalente Mbatha,RSA,MID,ukendt,Ukendt,26,6,0,7,0,0,7,6.5,1.5,0.0,1.75,0.231,0.0,0.269,0.231,0.0,0.269,0.45,0.104,0.104
thapelo_maseko__rsa,Thapelo Maseko,RSA,FWD,ukendt,Ukendt,38,1,0,29,6,0,23,9.5,0.25,0.0,7.25,0.026,0.0,0.763,0.026,0.0,0.763,0.45,0.0117,0.0117
thapelo_morena__rsa,Thapelo Morena,RSA,FWD,ukendt,Ukendt,110,24,0,73,4,0,69,27.5,6.0,0.0,18.25,0.218,0.0,0.664,0.218,0.0,0.664,0.45,0.0981,0.0981
thelo_aasgaard__nor,Thelo Aasgaard,NOR,MID,ukendt,Ukendt,13,2,0,3,0,0,3,3.25,0.5,0.0,0.75,0.154,0.0,0.231,0.154,0.0,0.231,0.45,0.0693,0.0693
themba_zwane__rsa,Themba Zwane,RSA,MID,ukendt,Ukendt,126,45,0,59,7,0,52,31.5,11.25,0.0,14.75,0.357,0.0,0.468,0.357,0.0,0.468,0.45,0.1606,0.1606
theo_bongonda__cod,Theo Bongonda,COD,MID,ukendt,Ukendt,60,27,0,17,7,0,10,15.0,6.75,0.0,4.25,0.45,0.0,0.283,0.45,0.0,0.283,0.45,0.2025,0.2025
theo_hern_ndez__fra,Theo Hernandez,FRA,DEF,ukendt,Ukendt,61,42,0,2,2,0,0,15.25,10.5,0.0,0.5,0.689,0.0,0.033,0.689,0.0,0.033,0.45,0.31,0.31
thiago_almada__arg,Thiago Almada,ARG,MID,ukendt,Ukendt,48,9,0,24,1,0,21,12.0,2.25,0.0,6.0,0.188,0.0,0.5,0.188,0.0,0.5,0.45,0.0846,0.0846
thibaut_courtois__bel,Thibaut Courtois,BEL,GK,ukendt,Ukendt,176,108,0,53,28,0,25,44.0,27.0,0.0,13.25,0.614,0.0,0.301,0.614,0.0,0.301,0.45,0.2763,0.2763
thomas_meunier__bel,Thomas Meunier,BEL,DEF,ukendt,Ukendt,151,64,0,61,25,0,34,37.75,16.0,0.0,15.25,0.424,0.0,0.404,0.424,0.0,0.404,0.45,0.1908,0.1908
thomas_partey__gha,Thomas Partey,GHA,MID,ukendt,Ukendt,102,55,0,39,16,0,23,25.5,13.75,0.0,9.75,0.539,0.0,0.382,0.539,0.0,0.382,0.45,0.2426,0.2426
tijjani_reijnders__ned,Tijjani Reijnders,NED,MID,ukendt,Ukendt,35,26,0,1,0,0,0,8.75,6.5,0.0,0.25,0.743,0.0,0.029,0.743,0.0,0.029,0.45,0.3344,0.3344
tim_payne__nzl,Tim Payne,NZL,DEF,ukendt,Ukendt,101,37,0,44,11,0,33,25.25,9.25,0.0,11.0,0.366,0.0,0.436,0.366,0.0,0.436,0.45,0.1647,0.1647
tim_ream__usa,Tim Ream,USA,DEF,ukendt,Ukendt,252,70,0,137,2,0,135,63.0,17.5,0.0,34.25,0.278,0.0,0.544,0.278,0.0,0.544,0.45,0.1251,0.1251
timothy_castagne__bel,Timothy Castagne,BEL,DEF,ukendt,Ukendt,90,54,0,14,11,0,2,22.5,13.5,0.0,3.5,0.6,0.0,0.156,0.6,0.0,0.156,0.45,0.27,0.27
timothy_fayulu__cod,Timothy Fayulu,COD,GK,ukendt,Ukendt,33,2,0,6,0,0,6,8.25,0.5,0.0,1.5,0.061,0.0,0.182,0.061,0.0,0.182,0.45,0.0274,0.0274
timothy_weah__usa,Timothy Weah,USA,FWD,ukendt,Ukendt,123,43,0,68,16,0,50,30.75,10.75,0.0,17.0,0.35,0.0,0.553,0.35,0.0,0.553,0.45,0.1575,0.1575
tom_s_ara_jo__por,Tomas Araujo,POR,DEF,ukendt,Ukendt,14,2,0,10,2,0,8,3.5,0.5,0.0,2.5,0.143,0.0,0.714,0.143,0.0,0.714,0.45,0.0643,0.0643
tomas_chory__cze,Tomas Chory,CZE,FWD,ukendt,Ukendt,29,11,0,3,0,0,0,7.25,2.75,0.0,0.75,0.379,0.0,0.103,0.379,0.0,0.103,0.45,0.1706,0.1706
tomas_holes__cze,Tomas Holes,CZE,DEF,ukendt,Ukendt,71,34,0,23,14,0,9,17.75,8.5,0.0,5.75,0.479,0.0,0.324,0.479,0.0,0.324,0.45,0.2156,0.2156
tomas_soucek__cze,Tomas Soucek,CZE,MID,ukendt,Ukendt,103,83,0,7,2,0,3,25.75,20.75,0.0,1.75,0.806,0.0,0.068,0.806,0.0,0.068,0.45,0.3627,0.3627
tommy_smith__nzl,Tommy Smith,NZL,DEF,ukendt,Ukendt,3,1,0,1,0,0,1,0.75,0.25,0.0,0.25,0.333,0.0,0.333,0.333,0.0,0.333,0.45,0.1498,0.1498
tomoki_hayakawa__jpn,Tomoki Hayakawa,JPN,GK,ukendt,Ukendt,12,3,0,0,0,0,0,3.0,0.75,0.0,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.45,0.1125,0.1125
toni_fruk__cro,Toni Fruk,CRO,MID,ukendt,Ukendt,13,2,0,1,0,0,1,3.25,0.5,0.0,0.25,0.154,0.0,0.077,0.154,0.0,0.077,0.45,0.0693,0.0693
torbjorn_heggem__nor,Torbjørn Heggem,NOR,DEF,ukendt,Ukendt,17,10,0,0,0,0,0,4.25,2.5,0.0,0.0,0.588,0.0,0.0,0.588,0.0,0.0,0.45,0.2646,0.2646
trent_alexander_arnold__eng,Trent Alexander-Arnold,ENG,DEF,ukendt,Ukendt,95,26,0,33,25,0,8,23.75,6.5,0.0,8.25,0.274,0.0,0.347,0.274,0.0,0.347,0.45,0.1233,0.1233
trevor_doornbusch__cuw,Trevor Doornbusch,CUW,GK,ukendt,Ukendt,32,6,0,3,0,0,3,8.0,1.5,0.0,0.75,0.188,0.0,0.094,0.188,0.0,0.094,0.45,0.0846,0.0846
tshepang_moremi__rsa,Tshepang Moremi,RSA,FWD,ukendt,Ukendt,18,7,0,6,0,0,6,4.5,1.75,0.0,1.5,0.389,0.0,0.333,0.389,0.0,0.333,0.45,0.175,0.175
tsuyoshi_watanabe__jpn,Tsuyoshi Watanabe,JPN,DEF,ukendt,Ukendt,79,8,0,60,0,0,60,19.75,2.0,0.0,15.0,0.101,0.0,0.759,0.101,0.0,0.759,0.45,0.0455,0.0455
tyler_adams__usa,Tyler Adams,USA,MID,ukendt,Ukendt,125,46,0,70,24,0,46,31.25,11.5,0.0,17.5,0.368,0.0,0.56,0.368,0.0,0.56,0.45,0.1656,0.1656
tyler_bindon__nzl,Tyler Bindon,NZL,DEF,ukendt,Ukendt,29,19,0,2,1,0,1,7.25,4.75,0.0,0.5,0.655,0.0,0.069,0.655,0.0,0.069,0.45,0.2948,0.2948
tyrese_noslin__cuw,Tyrese Noslin,CUW,MID,ukendt,Ukendt,9,0,0,0,0,0,0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
tyrick_bodak__cuw,Tyrick Bodak,CUW,GK,ukendt,Ukendt,45,4,0,14,0,0,14,11.25,1.0,0.0,3.5,0.089,0.0,0.311,0.089,0.0,0.311,0.45,0.04,0.04
ugurcan_cakir__tur,Ugurcan Cakir,TUR,GK,ukendt,Ukendt,84,38,0,5,1,0,4,21.0,9.5,0.0,1.25,0.452,0.0,0.06,0.452,0.0,0.06,0.45,0.2034,0.2034
umar_eshmurodov__uzb,Umar Eshmurodov,UZB,DEF,ukendt,Ukendt,68,36,0,17,0,0,17,17.0,9.0,0.0,4.25,0.529,0.0,0.25,0.529,0.0,0.25,0.45,0.238,0.238
umarali_rakhmonaliyev__uzb,Umarali Rakhmonaliyev,UZB,MID,ukendt,Ukendt,3,0,0,1,0,0,1,0.75,0.0,0.0,0.25,0.0,0.0,0.333,0.0,0.0,0.333,0.45,0.0,0.0
unai_sim_n__esp,Unai Simon,ESP,GK,ukendt,Ukendt,80,57,0,10,7,0,3,20.0,14.25,0.0,2.5,0.712,0.0,0.125,0.712,0.0,0.125,0.45,0.3204,0.3204
utkir_yusupov__uzb,Utkir Yusupov,UZB,GK,ukendt,Ukendt,88,44,0,28,4,0,24,22.0,11.0,0.0,7.0,0.5,0.0,0.318,0.5,0.0,0.318,0.45,0.225,0.225
valentino_livramento__eng,Valentino Livramento,ENG,DEF,ukendt,Ukendt,18,3,0,7,4,0,3,4.5,0.75,0.0,1.75,0.167,0.0,0.389,0.167,0.0,0.389,0.45,0.0752,0.0752
victor_lindel_f__swe,Victor Lindelöf,SWE,DEF,ukendt,Ukendt,126,73,0,38,4,0,34,31.5,18.25,0.0,9.5,0.579,0.0,0.302,0.579,0.0,0.302,0.45,0.2606,0.2606
victor_munoz__esp,Victor Munoz,ESP,FWD,ukendt,Ukendt,4,0,0,2,0,0,2,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.45,0.0,0.0
viktor_gyokeres__swe,Viktor Gyökeres,SWE,FWD,ukendt,Ukendt,85,24,0,49,4,0,45,21.25,6.0,0.0,12.25,0.282,0.0,0.576,0.282,0.0,0.576,0.45,0.1269,0.1269
viktor_johansson__swe,Viktor Johansson,SWE,GK,ukendt,Ukendt,35,11,0,4,2,0,2,8.75,2.75,0.0,1.0,0.314,0.0,0.114,0.314,0.0,0.114,0.45,0.1413,0.1413
vinicius_j_nior__bra,Vinicius Junior,BRA,FWD,ukendt,Ukendt,75,38,0,16,4,0,9,18.75,9.5,0.0,4.0,0.507,0.0,0.213,0.507,0.0,0.213,0.45,0.2282,0.2282
virgil_van_dijk__ned,Virgil van Dijk,NED,DEF,ukendt,Ukendt,133,90,0,34,24,0,9,33.25,22.5,0.0,8.5,0.677,0.0,0.256,0.677,0.0,0.256,0.45,0.3047,0.3047
vitinha__por,Vitinha,POR,MID,ukendt,Ukendt,52,23,0,4,3,0,1,13.0,5.75,0.0,1.0,0.442,0.0,0.077,0.442,0.0,0.077,0.45,0.1989,0.1989
vladimir_coufal__cze,Vladimir Coufal,CZE,DEF,ukendt,Ukendt,94,62,0,17,7,0,9,23.5,15.5,0.0,4.25,0.66,0.0,0.181,0.66,0.0,0.181,0.45,0.297,0.297
vladimir_darida__cze,Vladimir Darida,CZE,MID,ukendt,Ukendt,155,65,0,71,15,0,55,38.75,16.25,0.0,17.75,0.419,0.0,0.458,0.419,0.0,0.458,0.45,0.1886,0.1886
vozinha__cpv,Vozinha,CPV,GK,ukendt,Ukendt,115,87,0,15,1,0,14,28.75,21.75,0.0,3.75,0.757,0.0,0.13,0.757,0.0,0.13,0.45,0.3406,0.3406
wagner_pina__cpv,Wagner Pina,CPV,DEF,ukendt,Ukendt,23,9,0,3,2,0,1,5.75,2.25,0.0,0.75,0.391,0.0,0.13,0.391,0.0,0.13,0.45,0.176,0.176
waldemar_anton__ger,Waldemar Anton,GER,DEF,ukendt,Ukendt,28,4,0,4,2,0,2,7.0,1.0,0.0,1.0,0.143,0.0,0.143,0.143,0.0,0.143,0.45,0.0643,0.0643
