player_id,player_name,team_id,position_model,competition_category,competition_category_label,rows,starts,bench,not_in_squad,injury_or_fitness_absences,suspension_absences,not_selected_or_unknown_absences,recency_weight_sum,recent_weighted_starts,recent_weighted_bench,recent_weighted_not_in_squad,start_share,bench_share,not_in_squad_share,recency_weighted_start_share,recency_weighted_bench_share,recency_weighted_not_in_squad_share,competition_weight,weighted_start_signal,recency_competition_weighted_start_signal
mehdi_taremi__irn,Mehdi Taremi,IRN,FWD,ukendt,Ukendt,123,91,0,14,3,0,9,30.75,22.75,0.0,3.5,0.74,0.0,0.114,0.74,0.0,0.114,0.45,0.333,0.333
melker_ellborg__swe,Melker Ellborg,SWE,GK,ukendt,Ukendt,2,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
memphis_depay__ned,Memphis Depay,NED,FWD,ukendt,Ukendt,148,92,0,24,12,0,12,37.0,23.0,0.0,6.0,0.622,0.0,0.162,0.622,0.0,0.162,0.45,0.2799,0.2799
merchas_doski__irq,Merchas Doski,IRQ,DEF,ukendt,Ukendt,52,27,0,21,0,0,20,13.0,6.75,0.0,5.25,0.519,0.0,0.404,0.519,0.0,0.404,0.45,0.2336,0.2336
merih_demiral__tur,Merih Demiral,TUR,DEF,ukendt,Ukendt,85,52,0,17,13,0,2,21.25,13.0,0.0,4.25,0.612,0.0,0.2,0.612,0.0,0.2,0.45,0.2754,0.2754
mert_gunok__tur,Mert Günok,TUR,GK,ukendt,Ukendt,170,35,0,84,13,0,71,42.5,8.75,0.0,21.0,0.206,0.0,0.494,0.206,0.0,0.494,0.45,0.0927,0.0927
mert_m_ld_r__tur,Mert Müldür,TUR,DEF,ukendt,Ukendt,88,34,0,28,6,0,21,22.0,8.5,0.0,7.0,0.386,0.0,0.318,0.386,0.0,0.318,0.45,0.1737,0.1737
meschak_elia__cod,Meschack Elia,COD,MID,ukendt,Ukendt,121,37,0,52,1,0,51,30.25,9.25,0.0,13.0,0.306,0.0,0.43,0.306,0.0,0.43,0.45,0.1377,0.1377
meshaal_barsham__qat,Meshaal Barsham,QAT,GK,ukendt,Ukendt,97,53,0,19,0,0,17,24.25,13.25,0.0,4.75,0.546,0.0,0.196,0.546,0.0,0.196,0.45,0.2457,0.2457
michael_amir_murillo__pan,Michael Amir Murillo,PAN,DEF,ukendt,Ukendt,155,84,0,49,13,0,36,38.75,21.0,0.0,12.25,0.542,0.0,0.316,0.542,0.0,0.316,0.45,0.2439,0.2439
michael_boxall__nzl,Michael Boxall,NZL,DEF,ukendt,Ukendt,105,52,0,27,2,0,25,26.25,13.0,0.0,6.75,0.495,0.0,0.257,0.495,0.0,0.257,0.45,0.2228,0.2228
michael_gregoritsch__aut,Michael Gregoritsch,AUT,FWD,ukendt,Ukendt,105,36,0,17,9,0,8,26.25,9.0,0.0,4.25,0.343,0.0,0.162,0.343,0.0,0.162,0.45,0.1544,0.1544
michael_olise__fra,Michael Olise,FRA,FWD,ukendt,Ukendt,19,12,0,0,0,0,0,4.75,3.0,0.0,0.0,0.632,0.0,0.0,0.632,0.0,0.0,0.45,0.2844,0.2844
michael_woud__nzl,Michael Woud,NZL,GK,ukendt,Ukendt,56,6,0,37,0,0,37,14.0,1.5,0.0,9.25,0.107,0.0,0.661,0.107,0.0,0.661,0.45,0.0482,0.0482
michal_sadilek__cze,Michal Sadilek,CZE,MID,ukendt,Ukendt,63,22,0,21,14,0,7,15.75,5.5,0.0,5.25,0.349,0.0,0.333,0.349,0.0,0.333,0.45,0.157,0.157
michel_aebischer__sui,Michel Aebischer,SUI,MID,ukendt,Ukendt,78,18,0,23,6,0,17,19.5,4.5,0.0,5.75,0.231,0.0,0.295,0.231,0.0,0.295,0.45,0.104,0.104
micky_van_de_ven__ned,Micky van de Ven,NED,DEF,ukendt,Ukendt,34,10,0,10,7,0,3,8.5,2.5,0.0,2.5,0.294,0.0,0.294,0.294,0.0,0.294,0.45,0.1323,0.1323
miguel_almir_n__par,Miguel Almiron,PAR,MID,ukendt,Ukendt,105,68,0,27,5,0,22,26.25,17.0,0.0,6.75,0.648,0.0,0.257,0.648,0.0,0.257,0.45,0.2916,0.2916
mike_maignan__fra,Mike Maignan,FRA,GK,ukendt,Ukendt,87,38,0,10,10,0,0,21.75,9.5,0.0,2.5,0.437,0.0,0.115,0.437,0.0,0.115,0.45,0.1966,0.1966
mike_penders__bel,Mike Penders,BEL,GK,ukendt,Ukendt,2,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
mikel_merino__esp,Mikel Merino,ESP,MID,ukendt,Ukendt,80,21,0,32,5,0,27,20.0,5.25,0.0,8.0,0.262,0.0,0.4,0.262,0.0,0.4,0.45,0.1179,0.1179
mikel_oyarzabal__esp,Mikel Oyarzabal,ESP,FWD,ukendt,Ukendt,127,26,0,70,18,0,52,31.75,6.5,0.0,17.5,0.205,0.0,0.551,0.205,0.0,0.551,0.45,0.0922,0.0922
milad_mohammadi__irn,Milad Mohammadi,IRN,DEF,ukendt,Ukendt,123,59,0,20,3,0,16,30.75,14.75,0.0,5.0,0.48,0.0,0.163,0.48,0.0,0.163,0.45,0.216,0.216
miles_robinson__usa,Miles Robinson,USA,DEF,ukendt,Ukendt,101,34,0,37,22,0,15,25.25,8.5,0.0,9.25,0.337,0.0,0.366,0.337,0.0,0.366,0.45,0.1516,0.1516
milo_degenek__aus,Milos Degenek,AUS,DEF,ukendt,Ukendt,102,44,0,24,11,0,13,25.5,11.0,0.0,6.0,0.431,0.0,0.235,0.431,0.0,0.235,0.45,0.194,0.194
kim_min_jae__kor,Min-jae Kim,KOR,DEF,ukendt,Ukendt,122,73,0,40,18,0,18,30.5,18.25,0.0,10.0,0.598,0.0,0.328,0.598,0.0,0.328,0.45,0.2691,0.2691
miro_muheim__sui,Miro Muheim,SUI,DEF,ukendt,Ukendt,15,2,0,0,0,0,0,3.75,0.5,0.0,0.0,0.133,0.0,0.0,0.133,0.0,0.0,0.45,0.0599,0.0599
mohamed_abdelmonem__egy,Mohamed Abdelmonem,EGY,DEF,ukendt,Ukendt,68,31,0,27,19,0,8,17.0,7.75,0.0,6.75,0.456,0.0,0.397,0.456,0.0,0.397,0.45,0.2052,0.2052
mohamed_al_mannai__qat,Mohamed Al-Mannai,QAT,MID,ukendt,Ukendt,10,5,0,0,0,0,0,2.5,1.25,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.45,0.225,0.225
mohamed_alaa__egy,Mohamed Alaa,EGY,GK,ukendt,Ukendt,3,0,0,0,0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
mohamed_amine_ben_hamida__tun,Mohamed Amine Ben Hamida,TUN,DEF,ukendt,Ukendt,71,9,0,53,2,0,51,17.75,2.25,0.0,13.25,0.127,0.0,0.746,0.127,0.0,0.746,0.45,0.0572,0.0572
mohamed_amoura__alg,Mohamed Amoura,ALG,FWD,ukendt,Ukendt,82,21,0,30,6,0,23,20.5,5.25,0.0,7.5,0.256,0.0,0.366,0.256,0.0,0.366,0.45,0.1152,0.1152
mohamed_hany__egy,Mohamed Hany,EGY,DEF,ukendt,Ukendt,127,39,0,77,5,0,69,31.75,9.75,0.0,19.25,0.307,0.0,0.606,0.307,0.0,0.606,0.45,0.1382,0.1382
mohamed_kanno__ksa,Mohamed Kanno,KSA,MID,ukendt,Ukendt,123,57,0,42,2,0,38,30.75,14.25,0.0,10.5,0.463,0.0,0.341,0.463,0.0,0.341,0.45,0.2084,0.2084
mohamed_kone__civ,Mohamed Kone,CIV,GK,ukendt,Ukendt,34,0,0,2,2,0,0,8.5,0.0,0.0,0.5,0.0,0.0,0.059,0.0,0.0,0.059,0.45,0.0,0.0
mohamed_rabie_hrimat__mar,Mohamed Rabie Hrimat,MAR,MID,ukendt,Ukendt,28,14,0,13,0,0,13,7.0,3.5,0.0,3.25,0.5,0.0,0.464,0.5,0.0,0.464,0.45,0.225,0.225
mohamed_salah__egy,Mohamed Salah,EGY,FWD,ukendt,Ukendt,178,109,0,60,14,0,45,44.5,27.25,0.0,15.0,0.612,0.0,0.337,0.612,0.0,0.337,0.45,0.2754,0.2754
mohamed_toure__aus,Mohamed Toure,AUS,FWD,ukendt,Ukendt,33,5,0,23,2,0,21,8.25,1.25,0.0,5.75,0.152,0.0,0.697,0.152,0.0,0.697,0.45,0.0684,0.0684
mohamed_zeki_amdouni__sui,Mohamed Zeki Amdouni,SUI,FWD,ukendt,Ukendt,46,13,0,16,9,0,7,11.5,3.25,0.0,4.0,0.283,0.0,0.348,0.283,0.0,0.348,0.45,0.1274,0.1274
mohammad_abu_shararh_zrayq__jor,Mohammad Abu 'Shararh' Zrayq,JOR,MID,ukendt,Ukendt,91,11,0,37,14,0,23,22.75,2.75,0.0,9.25,0.121,0.0,0.407,0.121,0.0,0.407,0.45,0.0544,0.0544
mohammad_abu_hasheesh__jor,Mohammad Abu Hasheesh,JOR,MID,ukendt,Ukendt,65,31,0,5,0,0,5,16.25,7.75,0.0,1.25,0.477,0.0,0.077,0.477,0.0,0.077,0.45,0.2146,0.2146
mohammad_abualnadi__jor,Mohammad Abualnadi,JOR,DEF,ukendt,Ukendt,25,12,0,8,0,0,8,6.25,3.0,0.0,2.0,0.48,0.0,0.32,0.48,0.0,0.32,0.45,0.216,0.216
mohammad_al_dawoud__jor,Mohammad Al-Dawoud,JOR,MID,ukendt,Ukendt,146,1,0,135,0,0,135,36.5,0.25,0.0,33.75,0.007,0.0,0.925,0.007,0.0,0.925,0.45,0.0032,0.0032
mohammed_ghorbani__irn,Mohammad Ghorbani,IRN,MID,ukendt,Ukendt,27,7,0,3,0,0,3,6.75,1.75,0.0,0.75,0.259,0.0,0.111,0.259,0.0,0.111,0.45,0.1166,0.1166
mohammad_khalife__irn,Mohammad Khalife,IRN,GK,ukendt,Ukendt,7,0,0,5,0,0,5,1.75,0.0,0.0,1.25,0.0,0.0,0.714,0.0,0.0,0.714,0.45,0.0,0.0
mohammad_mohebi__irn,Mohammad Mohebi,IRN,FWD,ukendt,Ukendt,71,28,0,35,5,0,29,17.75,7.0,0.0,8.75,0.394,0.0,0.493,0.394,0.0,0.493,0.45,0.1773,0.1773
mohammed_al_rubaie_al_yami__ksa,Mohammed Al-Rubaie Al-Yami,KSA,GK,ukendt,Ukendt,107,6,0,44,0,0,44,26.75,1.5,0.0,11.0,0.056,0.0,0.411,0.056,0.0,0.411,0.45,0.0252,0.0252
mohammed_muntari__qat,Mohammed Muntari,QAT,FWD,ukendt,Ukendt,166,26,0,86,13,0,73,41.5,6.5,0.0,21.5,0.157,0.0,0.518,0.157,0.0,0.518,0.45,0.0706,0.0706
mohammed_sulaiman__ksa,Mohammed Sulaiman,KSA,DEF,ukendt,Ukendt,16,4,0,1,0,0,1,4.0,1.0,0.0,0.25,0.25,0.0,0.062,0.25,0.0,0.062,0.45,0.1125,0.1125
mohammed_waad__qat,Mohammed Waad,QAT,MID,ukendt,Ukendt,109,35,0,37,5,0,32,27.25,8.75,0.0,9.25,0.321,0.0,0.339,0.321,0.0,0.339,0.45,0.1444,0.1444
mohanad_ali__irq,Mohanad Ali,IRQ,FWD,ukendt,Ukendt,113,38,0,35,13,0,22,28.25,9.5,0.0,8.75,0.336,0.0,0.31,0.336,0.0,0.31,0.45,0.1512,0.1512
mohanad_lasheen__egy,Mohanad Lasheen,EGY,MID,ukendt,Ukendt,73,8,0,38,1,0,36,18.25,2.0,0.0,9.5,0.11,0.0,0.521,0.11,0.0,0.521,0.45,0.0495,0.0495
mohannad_abu_taha__jor,Mohannad Abu Taha,JOR,MID,ukendt,Ukendt,41,19,0,13,0,0,13,10.25,4.75,0.0,3.25,0.463,0.0,0.317,0.463,0.0,0.317,0.45,0.2084,0.2084
mohau_nkota__rsa,Mohau Nkota,RSA,FWD,ukendt,Ukendt,15,5,0,4,0,0,4,3.75,1.25,0.0,1.0,0.333,0.0,0.267,0.333,0.0,0.267,0.45,0.1498,0.1498
mois_s_caicedo__ecu,Moises Caicedo,ECU,MID,ukendt,Ukendt,73,58,0,12,0,0,9,18.25,14.5,0.0,3.0,0.795,0.0,0.164,0.795,0.0,0.164,0.45,0.3578,0.3578
moises_ramirez__ecu,Moises Ramirez,ECU,GK,ukendt,Ukendt,61,7,0,10,0,0,10,15.25,1.75,0.0,2.5,0.115,0.0,0.164,0.115,0.0,0.164,0.45,0.0518,0.0518
mojmir_chytil__cze,Mojmir Chytil,CZE,FWD,ukendt,Ukendt,39,9,0,15,0,0,12,9.75,2.25,0.0,3.75,0.231,0.0,0.385,0.231,0.0,0.385,0.45,0.104,0.104
montassar_talbi__tun,Montassar Talbi,TUN,DEF,ukendt,Ukendt,86,60,0,14,3,0,11,21.5,15.0,0.0,3.5,0.698,0.0,0.163,0.698,0.0,0.163,0.45,0.3141,0.3141
moon_hwan_kim__kor,Moon-Hwan Kim,KOR,DEF,ukendt,Ukendt,101,27,0,47,6,0,40,25.25,6.75,0.0,11.75,0.267,0.0,0.465,0.267,0.0,0.465,0.45,0.1202,0.1202
morgan_rogers__eng,Morgan Rogers,ENG,MID,ukendt,Ukendt,14,7,0,1,0,0,1,3.5,1.75,0.0,0.25,0.5,0.0,0.071,0.5,0.0,0.071,0.45,0.225,0.225
mortadha_ben_ouanes__tun,Mortadha Ben Ouanes,TUN,MID,ukendt,Ukendt,91,9,0,62,8,0,54,22.75,2.25,0.0,15.5,0.099,0.0,0.681,0.099,0.0,0.681,0.45,0.0446,0.0446
morten_thorsby__nor,Morten Thorsby,NOR,MID,ukendt,Ukendt,84,19,0,36,3,0,33,21.0,4.75,0.0,9.0,0.226,0.0,0.429,0.226,0.0,0.429,0.45,0.1017,0.1017
mory_diaw__sen,Mory Diaw,SEN,GK,ukendt,Ukendt,61,5,0,20,0,0,20,15.25,1.25,0.0,5.0,0.082,0.0,0.328,0.082,0.0,0.328,0.45,0.0369,0.0369
oufa_shobeir__egy,Mostafa Oufa Shobeir,EGY,GK,ukendt,Ukendt,30,6,0,3,0,0,2,7.5,1.5,0.0,0.75,0.2,0.0,0.1,0.2,0.0,0.1,0.45,0.09,0.09
mostafa_ziko__egy,Mostafa Ziko,EGY,MID,ukendt,Ukendt,1,0,0,0,0,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
mousa_tamari__jor,Mousa Tamari,JOR,MID,ukendt,Ukendt,126,63,0,46,3,0,42,31.5,15.75,0.0,11.5,0.5,0.0,0.365,0.5,0.0,0.365,0.45,0.225,0.225
moussa_niakhate__sen,Moussa Niakhate,SEN,DEF,ukendt,Ukendt,61,28,0,23,11,0,9,15.25,7.0,0.0,5.75,0.459,0.0,0.377,0.459,0.0,0.377,0.45,0.2066,0.2066
moustapha_mbow__sen,Moustapha Mbow,SEN,DEF,ukendt,Ukendt,5,0,0,1,0,0,1,1.25,0.0,0.0,0.25,0.0,0.0,0.2,0.0,0.0,0.2,0.45,0.0,0.0
moutaz_neffati__tun,Moutaz Neffati,TUN,DEF,ukendt,Ukendt,18,2,0,9,0,0,9,4.5,0.5,0.0,2.25,0.111,0.0,0.5,0.111,0.0,0.5,0.45,0.05,0.05
muhammed_sengezer__tur,Muhammed Sengezer,TUR,GK,ukendt,Ukendt,12,0,0,2,0,0,2,3.0,0.0,0.0,0.5,0.0,0.0,0.167,0.0,0.0,0.167,0.45,0.0,0.0
mukhammadkodir_khamraliev__uzb,Mukhammadkodir Khamraliev,UZB,DEF,ukendt,Ukendt,30,6,0,10,0,0,10,7.5,1.5,0.0,2.5,0.2,0.0,0.333,0.2,0.0,0.333,0.45,0.09,0.09
mukhammadrasul_abdumazhidov__uzb,Mukhammadrasul Abdumazhidov,UZB,DEF,ukendt,Ukendt,2,0,0,0,0,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
munir_el_kajoui__mar,Munir El Kajoui,MAR,GK,ukendt,Ukendt,177,49,0,52,3,0,47,44.25,12.25,0.0,13.0,0.277,0.0,0.294,0.277,0.0,0.294,0.45,0.1246,0.1246
musab_al_juwayr__ksa,Musab Al-Juwayr,KSA,MID,ukendt,Ukendt,52,26,0,18,0,0,18,13.0,6.5,0.0,4.5,0.5,0.0,0.346,0.5,0.0,0.346,0.45,0.225,0.225
mustafa_eskihella__tur,Mustafa Eskihellac,TUR,DEF,ukendt,Ukendt,11,0,0,8,1,0,7,2.75,0.0,0.0,2.0,0.0,0.0,0.727,0.0,0.0,0.727,0.45,0.0,0.0
n_golo_kant__fra,N'Golo Kante,FRA,MID,ukendt,Ukendt,135,59,0,53,23,0,29,33.75,14.75,0.0,13.25,0.437,0.0,0.393,0.437,0.0,0.393,0.45,0.1966,0.1966
nabil_dunga_emad__egy,Nabil 'Dunga' Emad,EGY,MID,ukendt,Ukendt,90,5,0,71,6,0,65,22.5,1.25,0.0,17.75,0.056,0.0,0.789,0.056,0.0,0.789,0.45,0.0252,0.0252
nadiem_amiri__ger,Nadiem Amiri,GER,MID,ukendt,Ukendt,79,2,0,64,6,0,58,19.75,0.5,0.0,16.0,0.025,0.0,0.81,0.025,0.0,0.81,0.45,0.0113,0.0113
nahuel_molina__arg,Nahuel Molina,ARG,DEF,ukendt,Ukendt,70,47,0,8,2,0,6,17.5,11.75,0.0,2.0,0.671,0.0,0.114,0.671,0.0,0.114,0.45,0.302,0.302
nando_pijnaker__nzl,Nando Pijnaker,NZL,DEF,ukendt,Ukendt,48,19,0,14,8,0,6,12.0,4.75,0.0,3.5,0.396,0.0,0.292,0.396,0.0,0.292,0.45,0.1782,0.1782
nasser_al_dawsari__ksa,Nasser Al-Dawsari,KSA,MID,ukendt,Ukendt,81,28,0,30,2,0,26,20.25,7.0,0.0,7.5,0.346,0.0,0.37,0.346,0.0,0.37,0.45,0.1557,0.1557
nathan_ak__ned,Nathan Ake,NED,DEF,ukendt,Ukendt,105,44,0,20,7,0,13,26.25,11.0,0.0,5.0,0.419,0.0,0.19,0.419,0.0,0.19,0.45,0.1886,0.1886
nathan_ngoy__bel,Nathan Ngoy,BEL,DEF,ukendt,Ukendt,3,2,0,0,0,0,0,0.75,0.5,0.0,0.0,0.667,0.0,0.0,0.667,0.0,0.0,0.45,0.3002,0.3002
nathan_patterson__sco,Nathan Patterson,SCO,DEF,ukendt,Ukendt,57,13,0,28,16,0,12,14.25,3.25,0.0,7.0,0.228,0.0,0.491,0.228,0.0,0.491,0.45,0.1026,0.1026
nathan_saliba__can,Nathan Saliba,CAN,MID,ukendt,Ukendt,23,7,0,5,0,0,5,5.75,1.75,0.0,1.25,0.304,0.0,0.217,0.304,0.0,0.217,0.45,0.1368,0.1368
nathanael_mbuku__cod,Nathanael Mbuku,COD,MID,ukendt,Ukendt,26,9,0,7,0,0,7,6.5,2.25,0.0,1.75,0.346,0.0,0.269,0.346,0.0,0.269,0.45,0.1557,0.1557
nathaniel_brown__ger,Nathaniel Brown,GER,DEF,ukendt,Ukendt,7,2,0,0,0,0,0,1.75,0.5,0.0,0.0,0.286,0.0,0.0,0.286,0.0,0.0,0.45,0.1287,0.1287
nawaf_al_aqidi__ksa,Nawaf Al-Aqidi,KSA,GK,ukendt,Ukendt,66,22,0,23,1,0,19,16.5,5.5,0.0,5.75,0.333,0.0,0.348,0.333,0.0,0.348,0.45,0.1498,0.1498
nawaf_al_boushal__ksa,Nawaf Al-Boushal,KSA,DEF,ukendt,Ukendt,70,21,0,41,0,0,41,17.5,5.25,0.0,10.25,0.3,0.0,0.586,0.3,0.0,0.586,0.45,0.135,0.135
nayef_aguerd__mar,Nayef Aguerd,MAR,DEF,ukendt,Ukendt,159,62,0,85,9,0,74,39.75,15.5,0.0,21.25,0.39,0.0,0.535,0.39,0.0,0.535,0.45,0.1755,0.1755
neil_el_aynaoui__mar,Neil El Aynaoui,MAR,MID,ukendt,Ukendt,23,15,0,8,0,0,8,5.75,3.75,0.0,2.0,0.652,0.0,0.348,0.652,0.0,0.348,0.45,0.2934,0.2934
n_lson_semedo__por,Nelson Semedo,POR,DEF,ukendt,Ukendt,137,26,0,65,15,0,50,34.25,6.5,0.0,16.25,0.19,0.0,0.474,0.19,0.0,0.474,0.45,0.0855,0.0855
nestory_irankunda__aus,Nestory Irankunda,AUS,FWD,ukendt,Ukendt,23,6,0,6,0,0,6,5.75,1.5,0.0,1.5,0.261,0.0,0.261,0.261,0.0,0.261,0.45,0.1175,0.1175
ngal_ayel_mukau__cod,Ngal'ayel Mukau,COD,MID,ukendt,Ukendt,24,8,0,9,0,0,9,6.0,2.0,0.0,2.25,0.333,0.0,0.375,0.333,0.0,0.375,0.45,0.1498,0.1498
nick_woltemade__ger,Nick Woltemade,GER,FWD,ukendt,Ukendt,11,9,0,0,0,0,0,2.75,2.25,0.0,0.0,0.818,0.0,0.0,0.818,0.0,0.0,0.45,0.3681,0.3681
nico_elvedi__sui,Nico Elvedi,SUI,DEF,ukendt,Ukendt,120,62,0,16,6,0,8,30.0,15.5,0.0,4.0,0.517,0.0,0.133,0.517,0.0,0.133,0.45,0.2327,0.2327
nico_gonzalez__arg,Nico Gonzalez,ARG,FWD,ukendt,Ukendt,30,6,0,17,3,0,14,7.5,1.5,0.0,4.25,0.2,0.0,0.567,0.2,0.0,0.567,0.45,0.09,0.09
nico_o_reilly__eng,Nico O'Reilly,ENG,DEF,ukendt,Ukendt,6,3,0,1,0,0,1,1.5,0.75,0.0,0.25,0.5,0.0,0.167,0.5,0.0,0.167,0.45,0.225,0.225
nico_paz__arg,Nico Paz,ARG,MID,ukendt,Ukendt,16,3,0,1,0,0,1,4.0,0.75,0.0,0.25,0.188,0.0,0.062,0.188,0.0,0.062,0.45,0.0846,0.0846
nico_schlotterbeck__ger,Nico Schlotterbeck,GER,DEF,ukendt,Ukendt,56,21,0,14,5,0,6,14.0,5.25,0.0,3.5,0.375,0.0,0.25,0.375,0.0,0.25,0.45,0.1688,0.1688
nico_williams__esp,Nico Williams,ESP,FWD,ukendt,Ukendt,48,20,0,14,9,0,5,12.0,5.0,0.0,3.5,0.417,0.0,0.292,0.417,0.0,0.292,0.45,0.1876,0.1876
nicolas_fonseca__uru,Nicolas Fonseca,URU,MID,ukendt,Ukendt,28,2,0,13,0,0,13,7.0,0.5,0.0,3.25,0.071,0.0,0.464,0.071,0.0,0.464,0.45,0.032,0.032
nicolas_jackson__sen,Nicolas Jackson,SEN,FWD,ukendt,Ukendt,61,21,0,19,9,0,10,15.25,5.25,0.0,4.75,0.344,0.0,0.311,0.344,0.0,0.311,0.45,0.1548,0.1548
nicol_s_otamendi__arg,Nicolas Otamendi,ARG,DEF,ukendt,Ukendt,225,124,0,79,5,0,70,56.25,31.0,0.0,19.75,0.551,0.0,0.351,0.551,0.0,0.351,0.45,0.248,0.248
nicolas_pepe__civ,Nicolas Pepe,CIV,FWD,ukendt,Ukendt,111,38,0,40,4,0,36,27.75,9.5,0.0,10.0,0.342,0.0,0.36,0.342,0.0,0.36,0.45,0.1539,0.1539
nicolas_raskin__bel,Nicolas Raskin,BEL,MID,ukendt,Ukendt,13,9,0,0,0,0,0,3.25,2.25,0.0,0.0,0.692,0.0,0.0,0.692,0.0,0.0,0.45,0.3114,0.3114
nicolas_seiwald__aut,Nicolas Seiwald,AUT,MID,ukendt,Ukendt,49,45,0,1,0,0,1,12.25,11.25,0.0,0.25,0.918,0.0,0.02,0.918,0.0,0.02,0.45,0.4131,0.4131
nicol_s_tagliafico__arg,Nicolas Tagliafico,ARG,DEF,ukendt,Ukendt,110,65,0,15,2,0,12,27.5,16.25,0.0,3.75,0.591,0.0,0.136,0.591,0.0,0.136,0.45,0.266,0.266
nicolas_de_la_cruz__uru,Nicolas de la Cruz,URU,MID,ukendt,Ukendt,69,23,0,29,16,0,12,17.25,5.75,0.0,7.25,0.333,0.0,0.42,0.333,0.0,0.42,0.45,0.1498,0.1498
nidal_celik__bih,Nidal Celik,BIH,DEF,ukendt,Ukendt,5,0,0,0,0,0,0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0
nihad_mujaki__bih,Nihad Mujakic,BIH,DEF,ukendt,Ukendt,24,8,0,3,0,0,3,6.0,2.0,0.0,0.75,0.333,0.0,0.125,0.333,0.0,0.125,0.45,0.1498,0.1498
niko_sigur__can,Niko Sigur,CAN,MID,ukendt,Ukendt,23,14,0,1,0,0,1,5.75,3.5,0.0,0.25,0.609,0.0,0.043,0.609,0.0,0.043,0.45,0.274,0.274
nikola_kati__bih,Nikola Katic,BIH,DEF,ukendt,Ukendt,21,13,0,3,0,0,2,5.25,3.25,0.0,0.75,0.619,0.0,0.143,0.619,0.0,0.143,0.45,0.2786,0.2786
nikola_moro__cro,Nikola Moro,CRO,MID,ukendt,Ukendt,55,4,0,28,0,0,28,13.75,1.0,0.0,7.0,0.073,0.0,0.509,0.073,0.0,0.509,0.45,0.0328,0.0328
nikola_vasilj__bih,Nikola Vasilj,BIH,GK,ukendt,Ukendt,53,24,0,2,0,0,2,13.25,6.0,0.0,0.5,0.453,0.0,0.038,0.453,0.0,0.038,0.45,0.2038,0.2038
nikola_vla_i__cro,Nikola Vlasic,CRO,MID,ukendt,Ukendt,111,28,0,36,4,0,32,27.75,7.0,0.0,9.0,0.252,0.0,0.324,0.252,0.0,0.324,0.45,0.1134,0.1134
nikolas_polster__aut,Nikolas Polster,AUT,GK,ukendt,Ukendt,7,0,0,2,2,0,0,1.75,0.0,0.0,0.5,0.0,0.0,0.286,0.0,0.0,0.286,0.45,0.0,0.0
nishan_velupillay__aus,Nishan Velupillay,AUS,FWD,ukendt,Ukendt,17,2,0,9,7,0,2,4.25,0.5,0.0,2.25,0.118,0.0,0.529,0.118,0.0,0.529,0.45,0.0531,0.0531
nizar_al_rashdan__jor,Nizar Al-Rashdan,JOR,MID,ukendt,Ukendt,65,34,0,21,0,0,20,16.25,8.5,0.0,5.25,0.523,0.0,0.323,0.523,0.0,0.323,0.45,0.2354,0.2354
nkosinathi_sibisi__rsa,Nkosinathi Sibisi,RSA,DEF,ukendt,Ukendt,60,15,0,16,0,0,16,15.0,3.75,0.0,4.0,0.25,0.0,0.267,0.25,0.0,0.267,0.45,0.1125,0.1125
noa_lang__ned,Noa Lang,NED,FWD,ukendt,Ukendt,56,5,0,26,13,0,13,14.0,1.25,0.0,6.5,0.089,0.0,0.464,0.089,0.0,0.464,0.45,0.04,0.04
noah_okafor__sui,Noah Okafor,SUI,MID,ukendt,Ukendt,84,10,0,51,18,0,33,21.0,2.5,0.0,12.75,0.119,0.0,0.607,0.119,0.0,0.607,0.45,0.0536,0.0536
noah_sadiki__cod,Noah Sadiki,COD,MID,ukendt,Ukendt,28,12,0,7,0,0,7,7.0,3.0,0.0,1.75,0.429,0.0,0.25,0.429,0.0,0.25,0.45,0.193,0.193
noel_tornqvist__swe,Noel Törnqvist,SWE,GK,ukendt,Ukendt,6,0,0,1,0,0,1,1.5,0.0,0.0,0.25,0.0,0.0,0.167,0.0,0.0,0.167,0.45,0.0,0.0
noni_madueke__eng,Noni Madueke,ENG,FWD,ukendt,Ukendt,18,6,0,7,6,0,1,4.5,1.5,0.0,1.75,0.333,0.0,0.389,0.333,0.0,0.389,0.45,0.1498,0.1498
noor_al_rawabdeh__jor,Noor Al-Rawabdeh,JOR,MID,ukendt,Ukendt,90,49,0,25,7,0,18,22.5,12.25,0.0,6.25,0.544,0.0,0.278,0.544,0.0,0.278,0.45,0.2448,0.2448
