player_id,player_name,team_id,position,price_m,transfermarkt_player_id,transfermarkt_profile_url,transfermarkt_national_url,transfermarkt_caps_goals_link_found,transfermarkt_table_source,tm_caps,tm_goals,tm_rows_total,tm_appeared_or_started_rows,tm_started_estimate_total,tm_on_bench_total,tm_not_in_squad_total,recent_20_started_estimate,recent_20_on_bench,recent_20_not_in_squad,recent_20_start_share,recent_10_start_share,last_national_row_date,national_team_usage_score,scraped_at
umarali_rakhmonaliyev__uzb,Umarali Rakhmonaliyev,UZB,MID,2.0,837432,https://www.transfermarkt.com/umarali-rakhmonaliev/profil/spieler/837432,https://www.transfermarkt.de/umarali-rakhmonaliev/nationalmannschaft/spieler/837432/verein_id/3563,True,ceapi_performance_game,1.0,0.0,3,2,0,0,1,0,0,1,0.0,0.0,2026-06-02,0.004,2026-06-05T10:06:22
o_uz_ayd_n__tur,Oguz Aydin,TUR,MID,2.0,563749,https://www.transfermarkt.com.tr/oguz-aydin/profil/spieler/563749,https://www.transfermarkt.de/oguz-aydin/nationalmannschaft/spieler/563749/verein_id/3381,False,ceapi_performance_game,,,28,15,7,0,13,6,0,8,0.3,0.3,2026-06-01,0.24,2026-06-05T10:06:31
nabil_dunga_emad__egy,Nabil 'Dunga' Emad,EGY,MID,2.0,479683,https://www.transfermarkt.com/nabil-dunga/profil/spieler/479683,https://www.transfermarkt.de/nabil-dunga/nationalmannschaft/spieler/479683/verein_id/3672,True,ceapi_performance_game,12.0,0.0,90,19,5,0,71,1,0,15,0.05,0.0,2026-05-28,0.0755,2026-06-05T10:06:40
lenny_joseph__hai,Lenny Joseph,HAI,FWD,2.0,815359,https://www.transfermarkt.com/lenny-joseph/profil/spieler/815359,https://www.transfermarkt.de/lenny-joseph/nationalmannschaft/spieler/815359/verein_id/14161,True,ceapi_performance_game,1.0,1.0,1,1,0,0,0,0,0,0,0.0,0.0,2026-06-03,0.004,2026-06-05T10:06:49
kevin_lenini__cpv,Kevin Lenini Pina,CPV,MID,2.0,544586,https://www.transfermarkt.com/kevin-lenini/profil/spieler/544586,https://www.transfermarkt.de/kevin-lenini/nationalmannschaft/spieler/544586/verein_id/4311,True,ceapi_performance_game,31.0,3.0,46,34,28,0,12,16,0,3,0.8,0.8,2026-05-31,0.764,2026-06-05T10:06:59
dominique_simon__hai,Dominique Simon,HAI,MID,2.0,988188,https://www.transfermarkt.com/dominique-simon/profil/spieler/988188,https://www.transfermarkt.de/dominique-simon/nationalmannschaft/spieler/988188/verein_id/14161,True,ceapi_performance_game,1.0,0.0,1,1,1,0,0,1,0,0,1.0,1.0,2026-06-03,0.804,2026-06-05T10:07:08
bara_sapoko_ndiaye__sen,Bara Sapoko Ndiaye,SEN,MID,2.0,1497653,https://www.transfermarkt.com/bara-sapoko-ndiaye/profil/spieler/1497653,https://www.transfermarkt.de/bara-sapoko-ndiaye/nationalmannschaft/spieler/1497653/verein_id/3499,True,ceapi_performance_game,1.0,0.0,1,1,1,0,0,1,0,0,1.0,1.0,2026-05-31,0.804,2026-06-05T10:07:17
alexander_alex_robertson__aus,Alexander 'Alex' Robertson,AUS,MID,2.0,609887,https://www.transfermarkt.com/alex-robertson/profil/spieler/609887,https://www.transfermarkt.de/alex-robertson/nationalmannschaft/spieler/609887/verein_id/3433,True,ceapi_performance_game,3.0,0.0,36,5,0,0,31,0,0,18,0.0,0.0,2026-03-31,0.012,2026-06-05T10:07:28
vinicius_j_nior__bra,Vinicius Junior,BRA,FWD,7.5,371998,https://www.transfermarkt.com/vinicius-junior/profil/spieler/371998,https://www.transfermarkt.de/vinicius-junior/nationalmannschaft/spieler/371998/verein_id/3439,True,ceapi_performance_game,48.0,9.0,75,59,38,0,16,15,0,5,0.75,0.8,2026-05-31,0.8045,2026-06-05T10:07:43
mikel_oyarzabal__esp,Mikel Oyarzabal,ESP,FWD,7.5,351478,https://www.transfermarkt.com/mikel-oyarzabal/profil/spieler/351478,https://www.transfermarkt.de/mikel-oyarzabal/nationalmannschaft/spieler/351478/verein_id/3375,True,ceapi_performance_game,52.0,24.0,127,57,26,0,70,13,0,4,0.65,0.7,2026-06-04,0.7325,2026-06-05T10:07:59
mike_maignan__fra,Mike Maignan,FRA,GK,5.0,182906,https://www.transfermarkt.com/mike-maignan/profil/spieler/182906,https://www.transfermarkt.de/mike-maignan/nationalmannschaft/spieler/182906/verein_id/3377,True,ceapi_performance_game,39.0,0.0,87,77,38,0,10,18,0,0,0.9,0.8,2026-06-04,0.851,2026-06-05T10:09:22
nico_williams__esp,Nico Williams,ESP,FWD,4.5,709187,https://www.transfermarkt.com/nico-williams/profil/spieler/709187,https://www.transfermarkt.de/nico-williams/nationalmannschaft/spieler/709187/verein_id/3375,True,ceapi_performance_game,30.0,6.0,48,34,20,0,14,9,0,10,0.45,0.2,2026-06-04,0.4175,2026-06-05T10:09:37
casemiro__bra,Casemiro,BRA,MID,4.5,16306,https://www.transfermarkt.com/casemiro/profil/spieler/16306,https://www.transfermarkt.de/casemiro/nationalmannschaft/spieler/16306/verein_id/3439,True,ceapi_performance_game,85.0,9.0,191,97,76,0,94,10,0,10,0.5,0.9,2026-05-31,0.7,2026-06-05T10:09:53
renato_veiga__por,Renato Veiga,POR,DEF,3.5,805714,https://www.transfermarkt.com/renato-veiga/profil/spieler/805714,https://www.transfermarkt.de/renato-veiga/nationalmannschaft/spieler/805714/verein_id/3300,True,ceapi_performance_game,11.0,1.0,18,17,7,0,1,7,0,1,0.389,0.3,2026-03-31,0.333,2026-06-05T10:10:09
