player_id,player_name,team_id,position,price_m,transfermarkt_player_id,transfermarkt_profile_url,transfermarkt_national_url,transfermarkt_caps_goals_link_found,transfermarkt_table_source,tm_caps,tm_goals,tm_rows_total,tm_appeared_or_started_rows,tm_started_estimate_total,tm_on_bench_total,tm_not_in_squad_total,recent_20_started_estimate,recent_20_on_bench,recent_20_not_in_squad,recent_20_start_share,recent_10_start_share,last_national_row_date,national_team_usage_score,scraped_at
jhon_lucum__col,Jhon Lucumi,COL,DEF,3.5,413565,https://www.transfermarkt.com/jhon-lucumi/profil/spieler/413565,https://www.transfermarkt.de/jhon-lucumi/nationalmannschaft/spieler/413565/verein_id/3816,True,ceapi_performance_game,36.0,1.0,90,60,31,0,30,14,0,0,0.7,0.6,2026-06-01,0.679,2026-06-05T11:20:27
jean_philippe_mateta__fra,Jean-Philippe Mateta,FRA,FWD,3.5,420002,https://www.transfermarkt.com/jean-philippe-mateta/profil/spieler/420002,https://www.transfermarkt.de/jean-philippe-mateta/nationalmannschaft/spieler/420002/verein_id/3377,True,ceapi_performance_game,4.0,2.0,7,5,2,0,2,2,0,2,0.286,0.286,2026-06-04,0.2448,2026-06-05T11:20:42
jacob_widell_zetterstrom__swe,Jacob Widell Zetterström,SWE,GK,3.5,549440,https://www.transfermarkt.com/jacob-widell-zetterstrom/profil/spieler/549440,https://www.transfermarkt.de/jacob-widell-zetterstrom/nationalmannschaft/spieler/549440/verein_id/3557,True,ceapi_performance_game,3.0,0.0,37,14,3,0,23,2,0,10,0.1,0.2,2026-06-04,0.117,2026-06-05T11:20:59
ivan_toney__eng,Ivan Toney,ENG,FWD,3.5,251664,https://www.transfermarkt.com/ivan-toney/profil/spieler/251664,https://www.transfermarkt.de/ivan-toney/nationalmannschaft/spieler/251664/verein_id/3299,True,ceapi_performance_game,7.0,1.0,45,16,1,0,29,0,0,16,0.0,0.0,2026-03-31,0.028,2026-06-05T11:21:17
ismaila_sarr__sen,Ismaila Sarr,SEN,MID,3.5,410225,https://www.transfermarkt.com/ismaila-sarr/profil/spieler/410225,https://www.transfermarkt.de/ismaila-sarr/nationalmannschaft/spieler/410225/verein_id/3499,True,ceapi_performance_game,82.0,19.0,127,94,67,0,33,8,0,7,0.4,0.5,2026-05-31,0.545,2026-06-05T11:21:33
ismael_saibari__mar,Ismael Saibari,MAR,MID,3.5,702869,https://www.transfermarkt.com/ismael-saibari/profil/spieler/702869,https://www.transfermarkt.de/ismael-saibari/nationalmannschaft/spieler/702869/verein_id/3575,True,ceapi_performance_game,29.0,9.0,54,35,18,0,19,12,0,7,0.6,0.9,2026-06-02,0.671,2026-06-05T11:21:50
jo_hyeon_woo__kor,Hyeon-Woo Jo,KOR,GK,3.5,260171,https://www.transfermarkt.com/hyeon-woo-jo/profil/spieler/260171,https://www.transfermarkt.de/hyeon-woo-jo/nationalmannschaft/spieler/260171/verein_id/3589,True,ceapi_performance_game,48.0,0.0,125,112,48,0,13,12,0,0,0.6,0.4,2026-06-04,0.622,2026-06-05T11:22:08
oh_hyeon_gyu__kor,Hyeon-Gyu Oh,KOR,FWD,3.5,639246,https://www.transfermarkt.com/hyeon-gyu-oh/profil/spieler/639246,https://www.transfermarkt.de/hyeon-gyu-oh/nationalmannschaft/spieler/639246/verein_id/3589,True,ceapi_performance_game,27.0,6.0,49,35,6,0,14,4,0,4,0.2,0.3,2026-06-04,0.293,2026-06-05T11:22:23
hern_n_gal_ndez__ecu,Hernan Galindez,ECU,GK,3.5,77127,https://www.transfermarkt.com/hernan-galindez/profil/spieler/77127,https://www.transfermarkt.de/hernan-galindez/nationalmannschaft/spieler/77127/verein_id/5750,True,ceapi_performance_game,34.0,0.0,73,67,34,0,6,15,0,1,0.75,0.7,2026-05-31,0.7235,2026-06-05T11:22:39
hazem_mastouri__tun,Hazem Mastouri,TUN,FWD,3.5,953150,https://www.transfermarkt.com/hazem-mastouri/profil/spieler/953150,https://www.transfermarkt.de/hazem-mastouri/nationalmannschaft/spieler/953150/verein_id/3670,True,ceapi_performance_game,18.0,4.0,25,19,14,0,6,10,0,6,0.5,0.5,2026-06-01,0.472,2026-06-05T11:22:54
gonzalo_plata__ecu,Gonzalo Plata,ECU,MID,3.5,592735,https://www.transfermarkt.com/gonzalo-plata/profil/spieler/592735,https://www.transfermarkt.de/gonzalo-plata/nationalmannschaft/spieler/592735/verein_id/5750,True,ceapi_performance_game,49.0,8.0,78,52,29,0,26,10,0,8,0.5,0.4,2026-05-31,0.571,2026-06-05T11:23:09
franco_mastantuono__arg,Franco Mastantuono,ARG,MID,3.5,1057316,https://www.transfermarkt.com/franco-mastantuono/profil/spieler/1057316,https://www.transfermarkt.de/franco-mastantuono/nationalmannschaft/spieler/1057316/verein_id/3437,True,ceapi_performance_game,4.0,0.0,10,6,1,0,4,1,0,4,0.1,0.1,2026-03-31,0.096,2026-06-05T11:23:25
firas_al_buraikan__ksa,Firas Al-Buraikan,KSA,FWD,3.5,631922,https://www.transfermarkt.com/firas-al-buraikan/profil/spieler/631922,https://www.transfermarkt.de/firas-al-buraikan/nationalmannschaft/spieler/631922/verein_id/3807,True,ceapi_performance_game,70.0,15.0,106,77,54,0,29,17,0,0,0.85,0.8,2026-05-31,0.8675,2026-06-05T11:23:40
ferdi_kadioglu__tur,Ferdi Kadioglu,TUR,DEF,3.5,369316,https://www.transfermarkt.com/ferdi-kadioglu/profil/spieler/369316,https://www.transfermarkt.de/ferdi-kadioglu/nationalmannschaft/spieler/369316/verein_id/3381,True,ceapi_performance_game,30.0,2.0,46,31,27,0,15,8,0,9,0.4,0.5,2026-06-01,0.465,2026-06-05T11:23:56
facundo_torres__uru,Facundo Torres,URU,FWD,3.5,465822,https://www.transfermarkt.com/facundo-torres/profil/spieler/465822,https://www.transfermarkt.de/facundo-torres/nationalmannschaft/spieler/465822/verein_id/3449,True,ceapi_performance_game,22.0,2.0,65,41,6,0,24,2,0,8,0.1,0.2,2026-03-31,0.193,2026-06-05T11:24:12
facundo_pellistri__uru,Facundo Pellistri,URU,FWD,3.5,676318,https://www.transfermarkt.com/facundo-pellistri/profil/spieler/676318,https://www.transfermarkt.de/facundo-pellistri/nationalmannschaft/spieler/676318/verein_id/3449,True,ceapi_performance_game,39.0,2.0,50,41,32,0,9,10,0,6,0.5,0.3,2026-03-31,0.506,2026-06-05T11:24:27
exequiel_palacios__arg,Exequiel Palacios,ARG,MID,3.5,401578,https://www.transfermarkt.com/exequiel-palacios/profil/spieler/401578,https://www.transfermarkt.de/exequiel-palacios/nationalmannschaft/spieler/401578/verein_id/3437,True,ceapi_performance_game,38.0,0.0,95,63,9,0,32,1,0,6,0.05,0.1,2026-03-31,0.2045,2026-06-05T11:24:42
elias_achouri__tun,Elias Achouri,TUN,MID,3.5,645589,https://www.transfermarkt.com/elias-achouri/profil/spieler/645589,https://www.transfermarkt.de/elias-achouri/nationalmannschaft/spieler/645589/verein_id/3670,True,ceapi_performance_game,29.0,5.0,58,31,22,0,27,8,0,9,0.4,0.5,2026-06-01,0.461,2026-06-05T11:24:58
el_hadji_malick_diouf__sen,El Hadji Malick Diouf,SEN,DEF,3.5,1111589,https://www.transfermarkt.com/el-hadji-malick-diouf/profil/spieler/1111589,https://www.transfermarkt.de/el-hadji-malick-diouf/nationalmannschaft/spieler/1111589/verein_id/3499,True,ceapi_performance_game,19.0,1.0,32,23,14,0,9,10,0,5,0.5,0.5,2026-05-31,0.476,2026-06-05T11:25:13
egil_selvik__nor,Egil Selvik,NOR,GK,3.5,380744,https://www.transfermarkt.com/egil-selvik/profil/spieler/380744,https://www.transfermarkt.de/egil-selvik/nationalmannschaft/spieler/380744/verein_id/3440,True,ceapi_performance_game,6.0,0.0,35,33,4,0,2,3,0,2,0.15,0.1,2026-06-01,0.1315,2026-06-05T11:25:29
edouard_mendy__sen,Edouard Mendy,SEN,GK,3.5,442531,https://www.transfermarkt.com/edouard-mendy/profil/spieler/442531,https://www.transfermarkt.de/edouard-mendy/nationalmannschaft/spieler/442531/verein_id/3499,True,ceapi_performance_game,56.0,0.0,102,66,56,0,36,12,0,8,0.6,0.7,2026-05-31,0.705,2026-06-05T11:25:45
duckens_nazon__hai,Duckens Nazon,HAI,FWD,3.5,345763,https://www.transfermarkt.com/duckens-nazon/profil/spieler/345763,https://www.transfermarkt.de/duckens-nazon/nationalmannschaft/spieler/345763/verein_id/14161,True,ceapi_performance_game,77.0,44.0,98,81,60,0,17,14,0,0,0.7,0.5,2026-06-03,0.71,2026-06-05T11:26:02
dodi_lukebakio__bel,Dodi Lukebakio,BEL,FWD,3.5,303259,https://www.transfermarkt.com/dodi-lukebakio/profil/spieler/303259,https://www.transfermarkt.de/dodi-lukebakio/nationalmannschaft/spieler/303259/verein_id/3382,True,ceapi_performance_game,29.0,5.0,72,45,11,0,27,4,0,2,0.2,0.1,2026-06-02,0.251,2026-06-05T11:26:20
deniz_undav__ger,Deniz Undav,GER,FWD,3.5,339314,https://www.transfermarkt.com/deniz-undav/profil/spieler/339314,https://www.transfermarkt.de/deniz-undav/nationalmannschaft/spieler/339314/verein_id/3262,True,ceapi_performance_game,8.0,6.0,28,20,3,0,8,3,0,8,0.15,0.1,2026-05-31,0.1395,2026-06-05T11:26:37
dayne_st_clair__can,Dayne St. Clair,CAN,GK,3.5,439750,https://www.transfermarkt.com/dayne-st-clair/profil/spieler/439750,https://www.transfermarkt.de/dayne-st-clair/nationalmannschaft/spieler/439750/verein_id/3510,True,ceapi_performance_game,20.0,0.0,77,68,19,0,9,12,0,1,0.6,0.4,2026-06-02,0.51,2026-06-05T11:26:54
davinson_s_nchez__col,Davinson Sanchez,COL,DEF,3.5,341429,https://www.transfermarkt.com/davinson-sanchez/profil/spieler/341429,https://www.transfermarkt.de/davinson-sanchez/nationalmannschaft/spieler/341429/verein_id/3816,True,ceapi_performance_game,78.0,4.0,114,96,75,0,18,14,0,3,0.7,0.8,2026-06-01,0.785,2026-06-05T11:27:11
david_ospina__col,David Ospina,COL,GK,3.5,73396,https://www.transfermarkt.com/david-ospina/profil/spieler/73396,https://www.transfermarkt.de/david-ospina/nationalmannschaft/spieler/73396/verein_id/3816,True,ceapi_performance_game,131.0,0.0,231,168,128,0,63,1,0,4,0.05,0.1,2026-06-01,0.2525,2026-06-05T11:27:28
daniel_vivian__esp,Daniel Vivian,ESP,DEF,3.5,524000,https://www.transfermarkt.com/dani-vivian/profil/spieler/524000,https://www.transfermarkt.de/dani-vivian/nationalmannschaft/spieler/524000/verein_id/3375,True,ceapi_performance_game,10.0,0.0,27,22,7,0,5,4,0,5,0.2,0.0,2025-11-18,0.15,2026-06-05T11:27:43
dan_burn__eng,Dan Burn,ENG,DEF,3.5,134270,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,https://www.transfermarkt.de/dan-burn/nationalmannschaft/spieler/134270/verein_id/3299,True,ceapi_performance_game,6.0,0.0,12,11,4,0,1,4,0,1,0.333,0.3,2026-03-31,0.2822,2026-06-05T11:27:58
daichi_kamada__jpn,Daichi Kamada,JPN,MID,3.5,356141,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141,https://www.transfermarkt.de/daichi-kamada/nationalmannschaft/spieler/356141/verein_id/3435,True,ceapi_performance_game,49.0,12.0,92,59,33,0,33,9,0,4,0.45,0.4,2026-05-31,0.5435,2026-06-05T11:28:14
christoph_baumgartner__aut,Christoph Baumgartner,AUT,MID,3.5,324278,https://www.transfermarkt.com/christoph-baumgartner/profil/spieler/324278,https://www.transfermarkt.de/christoph-baumgartner/nationalmannschaft/spieler/324278/verein_id/3383,True,ceapi_performance_game,58.0,19.0,71,62,50,0,9,16,0,2,0.8,0.8,2026-06-01,0.84,2026-06-05T11:28:29
chris_wood__nzl,Chris Wood,NZL,FWD,3.5,108725,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,https://www.transfermarkt.de/chris-wood/nationalmannschaft/spieler/108725/verein_id/9171,True,ceapi_performance_game,89.0,45.0,123,94,68,0,29,11,0,5,0.55,0.4,2026-06-03,0.6025,2026-06-05T11:28:45
c_dric_bakambu__cod,Cedric Bakambu,COD,FWD,3.5,127048,https://www.transfermarkt.com/cedric-bakambu/profil/spieler/127048,https://www.transfermarkt.de/cedric-bakambu/nationalmannschaft/spieler/127048/verein_id/3854,True,ceapi_performance_game,68.0,21.0,129,74,57,0,55,11,0,7,0.55,0.8,2026-06-03,0.7025,2026-06-05T11:29:03
carlos_acevedo__mex,Carlos Acevedo,MEX,GK,3.5,356042,https://www.transfermarkt.com/carlos-acevedo/profil/spieler/356042,https://www.transfermarkt.de/carlos-acevedo/nationalmannschaft/spieler/356042/verein_id/6303,True,ceapi_performance_game,7.0,0.0,78,28,6,0,50,0,0,8,0.0,0.0,2026-06-05,0.028,2026-06-05T11:29:19
brian_rodr_guez__uru,Brian Rodriguez,URU,FWD,3.5,465818,https://www.transfermarkt.com/brian-rodriguez/profil/spieler/465818,https://www.transfermarkt.de/brian-rodriguez/nationalmannschaft/spieler/465818/verein_id/3449,True,ceapi_performance_game,33.0,4.0,75,50,22,0,25,5,0,5,0.25,0.3,2026-03-31,0.3445,2026-06-05T11:29:35
borja_iglesias__esp,Borja Iglesias,ESP,FWD,3.5,278359,https://www.transfermarkt.com/borja-iglesias/profil/spieler/278359,https://www.transfermarkt.de/borja-iglesias/nationalmannschaft/spieler/278359/verein_id/3375,True,ceapi_performance_game,7.0,0.0,48,10,1,0,38,1,0,13,0.05,0.1,2026-06-04,0.0805,2026-06-05T11:29:51
ayoub_el_kaabi__mar,Ayoub El Kaabi,MAR,FWD,3.5,521127,https://www.transfermarkt.com/ayoub-el-kaabi/profil/spieler/521127,https://www.transfermarkt.de/ayoub-el-kaabi/nationalmannschaft/spieler/521127/verein_id/3575,True,ceapi_performance_game,70.0,35.0,137,79,43,0,58,8,0,6,0.4,0.7,2026-06-02,0.595,2026-06-05T11:30:06
aymen_hussein__irq,Aymen Hussein,IRQ,FWD,3.5,401054,https://www.transfermarkt.com/aymen-hussein/profil/spieler/401054,https://www.transfermarkt.de/aymen-hussein/nationalmannschaft/spieler/401054/verein_id/3560,True,ceapi_performance_game,90.0,32.0,141,101,57,0,40,11,0,6,0.55,0.3,2026-06-04,0.5775,2026-06-05T11:30:21
aur_lien_tchouam_ni__fra,Aurelien Tchouameni,FRA,MID,3.5,413112,https://www.transfermarkt.com/aurelien-tchouameni/profil/spieler/413112,https://www.transfermarkt.de/aurelien-tchouameni/nationalmannschaft/spieler/413112/verein_id/3377,True,ceapi_performance_game,45.0,3.0,61,51,39,0,10,10,0,8,0.5,0.5,2026-06-04,0.58,2026-06-05T11:30:37
antonio_nusa__nor,Antonio Nusa,NOR,MID,3.5,894914,https://www.transfermarkt.com/antonio-nusa/profil/spieler/894914,https://www.transfermarkt.de/antonio-nusa/nationalmannschaft/spieler/894914/verein_id/3440,True,ceapi_performance_game,23.0,8.0,29,25,16,0,4,14,0,2,0.7,0.7,2026-06-01,0.652,2026-06-05T11:30:52
anthony_elanga__swe,Anthony Elanga,SWE,FWD,3.5,583189,https://www.transfermarkt.com/anthony-elanga/profil/spieler/583189,https://www.transfermarkt.de/anthony-elanga/nationalmannschaft/spieler/583189/verein_id/3557,True,ceapi_performance_game,30.0,6.0,47,36,14,0,11,9,0,4,0.45,0.6,2026-06-04,0.5175,2026-06-05T11:31:07
ante_budimir__cro,Ante Budimir,CRO,FWD,3.5,46413,https://www.transfermarkt.com/ante-budimir/profil/spieler/46413,https://www.transfermarkt.de/ante-budimir/nationalmannschaft/spieler/46413/verein_id/3556,True,ceapi_performance_game,37.0,6.0,76,55,19,0,21,7,0,3,0.35,0.4,2026-06-02,0.4405,2026-06-05T11:31:22
angus_gunn__sco,Angus Gunn,SCO,GK,3.5,201574,https://www.transfermarkt.com/angus-gunn/profil/spieler/201574,https://www.transfermarkt.de/angus-gunn/nationalmannschaft/spieler/201574/verein_id/3380,True,ceapi_performance_game,21.0,0.0,36,25,21,0,11,9,0,9,0.45,0.5,2026-05-30,0.4565,2026-06-05T11:31:35
andreas_schjelderup__nor,Andreas Schjelderup,NOR,MID,3.5,670103,https://www.transfermarkt.com/andreas-schjelderup/profil/spieler/670103,https://www.transfermarkt.de/andreas-schjelderup/nationalmannschaft/spieler/670103/verein_id/3440,True,ceapi_performance_game,11.0,1.0,21,15,5,0,6,5,0,6,0.25,0.3,2026-06-01,0.2565,2026-06-05T11:31:49
amad_diallo__civ,Amad Diallo,CIV,FWD,3.5,536835,https://www.transfermarkt.com/amad-diallo/profil/spieler/536835,https://www.transfermarkt.de/amad-diallo/nationalmannschaft/spieler/536835/verein_id/3591,True,ceapi_performance_game,19.0,6.0,69,22,10,0,47,8,0,6,0.4,0.5,2026-06-04,0.421,2026-06-05T11:32:03
alexander_schlager__aut,Alexander Schlager,AUT,GK,3.5,186374,https://www.transfermarkt.com/alexander-schlager/profil/spieler/186374,https://www.transfermarkt.de/alexander-schlager/nationalmannschaft/spieler/186374/verein_id/3383,True,ceapi_performance_game,26.0,0.0,77,56,26,0,21,11,0,3,0.55,0.7,2026-06-01,0.5815,2026-06-05T11:32:17
aleksandar_pavlovic__ger,Aleksandar Pavlovic,GER,MID,3.5,792380,https://www.transfermarkt.com/aleksandar-pavlovic/profil/spieler/792380,https://www.transfermarkt.de/aleksandar-pavlovic/nationalmannschaft/spieler/792380/verein_id/3262,True,ceapi_performance_game,10.0,1.0,26,13,7,0,13,7,0,9,0.35,0.5,2026-05-31,0.3575,2026-06-05T11:32:30
akram_afif__qat,Akram Afif,QAT,FWD,3.5,336646,https://www.transfermarkt.com/akram-afif/profil/spieler/336646,https://www.transfermarkt.de/akram-afif/nationalmannschaft/spieler/336646/verein_id/14162,True,ceapi_performance_game,127.0,40.0,156,129,106,0,27,19,0,1,0.95,0.9,2026-05-28,0.9475,2026-06-05T11:32:45
yvon_mvogo__sui,Yvon Mvogo,SUI,GK,3.0,147051,https://www.transfermarkt.com/yvon-mvogo/profil/spieler/147051,https://www.transfermarkt.de/yvon-mvogo/nationalmannschaft/spieler/147051/verein_id/3384,True,ceapi_performance_game,13.0,0.0,111,87,12,0,24,4,0,2,0.2,0.2,2026-05-31,0.212,2026-06-05T11:32:59
seol_young_woo__kor,Young-woo Seol,KOR,DEF,3.0,639414,https://www.transfermarkt.com/young-woo-seol/profil/spieler/639414,https://www.transfermarkt.de/young-woo-seol/nationalmannschaft/spieler/639414/verein_id/3589,True,ceapi_performance_game,34.0,0.0,43,38,30,0,5,13,0,3,0.65,0.6,2026-06-04,0.6435,2026-06-05T11:33:14
yerry_mina__col,Yerry Mina,COL,DEF,3.0,289446,https://www.transfermarkt.com/yerry-mina/profil/spieler/289446,https://www.transfermarkt.de/yerry-mina/nationalmannschaft/spieler/289446/verein_id/3816,True,ceapi_performance_game,53.0,8.0,120,77,46,0,43,3,0,5,0.15,0.2,2026-06-01,0.3325,2026-06-05T11:33:33
yehvann_diouf__sen,Yehvann Diouf,SEN,GK,3.0,448632,https://www.transfermarkt.com/yehvann-diouf/profil/spieler/448632,https://www.transfermarkt.de/yehvann-diouf/nationalmannschaft/spieler/448632/verein_id/3499,True,ceapi_performance_game,2.0,0.0,26,19,2,0,7,1,0,5,0.05,0.1,2026-05-31,0.0605,2026-06-05T11:33:46
yan_diomande__civ,Yan Diomande,CIV,FWD,3.0,1390649,https://www.transfermarkt.com/yan-diomande/profil/spieler/1390649,https://www.transfermarkt.de/yan-diomande/nationalmannschaft/spieler/1390649/verein_id/3591,True,ceapi_performance_game,10.0,3.0,12,10,8,0,2,8,0,2,0.667,0.6,2026-06-04,0.5569,2026-06-05T11:34:03
yahia_fofana__civ,Yahia Fofana,CIV,GK,3.0,418651,https://www.transfermarkt.com/yahia-fofana/profil/spieler/418651,https://www.transfermarkt.de/yahia-fofana/nationalmannschaft/spieler/418651/verein_id/3591,True,ceapi_performance_game,34.0,0.0,40,40,34,0,0,14,0,0,0.7,0.7,2026-06-04,0.696,2026-06-05T11:34:16
wout_weghorst__ned,Wout Weghorst,NED,FWD,3.0,228645,https://www.transfermarkt.com/wout-weghorst/profil/spieler/228645,https://www.transfermarkt.de/wout-weghorst/nationalmannschaft/spieler/228645/verein_id/3379,True,ceapi_performance_game,52.0,14.0,96,65,13,0,31,2,0,6,0.1,0.1,2026-06-03,0.28,2026-06-05T11:34:31
wilson_isidor__hai,Wilson Isidor,HAI,FWD,3.0,494237,https://www.transfermarkt.com/wilson-isidor/profil/spieler/494237,https://www.transfermarkt.de/wilson-isidor/nationalmannschaft/spieler/494237/verein_id/14161,True,ceapi_performance_game,3.0,1.0,3,3,2,0,0,2,0,0,0.667,0.667,2026-06-03,0.5456,2026-06-05T11:34:44
willian_pacho__ecu,Willian Pacho,ECU,DEF,3.0,661171,https://www.transfermarkt.com/willian-pacho/profil/spieler/661171,https://www.transfermarkt.de/willian-pacho/nationalmannschaft/spieler/661171/verein_id/5750,True,ceapi_performance_game,34.0,2.0,44,42,34,0,2,19,0,1,0.95,0.9,2026-05-31,0.8835,2026-06-05T11:34:59
warren_za_re_emery__fra,Warren Zaire-Emery,FRA,MID,3.0,810092,https://www.transfermarkt.com/warren-zaire-emery/profil/spieler/810092,https://www.transfermarkt.de/warren-zaire-emery/nationalmannschaft/spieler/810092/verein_id/3377,True,ceapi_performance_game,11.0,1.0,31,25,5,0,6,3,0,5,0.15,0.2,2026-06-04,0.1765,2026-06-05T11:35:13
vladimir_coufal__cze,Vladimir Coufal,CZE,DEF,3.0,157672,https://www.transfermarkt.com/vladimir-coufal/profil/spieler/157672,https://www.transfermarkt.de/vladimir-coufal/nationalmannschaft/spieler/157672/verein_id/3445,True,ceapi_performance_game,62.0,2.0,94,77,62,0,17,17,0,3,0.85,0.7,2026-06-05,0.8425,2026-06-05T11:35:26
victor_munoz__esp,Victor Munoz,ESP,FWD,3.0,935231,https://www.transfermarkt.com/victor-munoz/profil/spieler/935231,https://www.transfermarkt.de/victor-munoz/nationalmannschaft/spieler/935231/verein_id/3375,True,ceapi_performance_game,2.0,1.0,4,2,0,0,2,0,0,2,0.0,0.0,2026-06-04,0.008,2026-06-05T11:35:42
victor_lindel_f__swe,Victor Lindelöf,SWE,DEF,3.0,184573,https://www.transfermarkt.com/victor-lindelof/profil/spieler/184573,https://www.transfermarkt.de/victor-lindelof/nationalmannschaft/spieler/184573/verein_id/3557,True,ceapi_performance_game,76.0,3.0,126,88,73,0,38,6,0,9,0.3,0.4,2026-06-04,0.465,2026-06-05T11:35:56
valentino_livramento__eng,Valentino Livramento,ENG,DEF,3.0,503981,https://www.transfermarkt.com/tino-livramento/profil/spieler/503981,https://www.transfermarkt.de/tino-livramento/nationalmannschaft/spieler/503981/verein_id/3299,True,ceapi_performance_game,5.0,0.0,18,11,3,0,7,3,0,7,0.167,0.2,2026-03-31,0.1619,2026-06-05T11:36:10
tyler_adams__usa,Tyler Adams,USA,MID,3.0,332705,https://www.transfermarkt.com/tyler-adams/profil/spieler/332705,https://www.transfermarkt.de/tyler-adams/nationalmannschaft/spieler/332705/verein_id/3505,True,ceapi_performance_game,53.0,2.0,125,55,46,0,70,9,0,9,0.45,0.4,2026-05-31,0.5475,2026-06-05T11:36:26
tsuyoshi_watanabe__jpn,Tsuyoshi Watanabe,JPN,DEF,3.0,598791,https://www.transfermarkt.com/tsuyoshi-watanabe/profil/spieler/598791,https://www.transfermarkt.de/tsuyoshi-watanabe/nationalmannschaft/spieler/598791/verein_id/3435,True,ceapi_performance_game,11.0,0.0,79,19,8,0,60,7,0,10,0.35,0.6,2026-05-31,0.3865,2026-06-05T11:36:39
toni_fruk__cro,Toni Fruk,CRO,MID,3.0,432758,https://www.transfermarkt.com/toni-fruk/profil/spieler/432758,https://www.transfermarkt.de/toni-fruk/nationalmannschaft/spieler/432758/verein_id/3556,True,ceapi_performance_game,7.0,1.0,13,12,2,0,1,2,0,1,0.154,0.2,2026-06-02,0.1627,2026-06-05T11:36:54
tomas_chory__cze,Tomas Chory,CZE,FWD,3.0,198614,https://www.transfermarkt.com/tomas-chory/profil/spieler/198614,https://www.transfermarkt.de/tomas-chory/nationalmannschaft/spieler/198614/verein_id/3445,True,ceapi_performance_game,22.0,7.0,29,26,11,0,3,9,0,3,0.45,0.4,2026-06-05,0.4355,2026-06-05T11:37:09
timothy_weah__usa,Timothy Weah,USA,FWD,3.0,370846,https://www.transfermarkt.com/timothy-weah/profil/spieler/370846,https://www.transfermarkt.de/timothy-weah/nationalmannschaft/spieler/370846/verein_id/3505,True,ceapi_performance_game,50.0,7.0,123,55,43,0,68,7,0,11,0.35,0.5,2026-05-31,0.5175,2026-06-05T11:37:22
thomas_partey__gha,Thomas Partey,GHA,MID,3.0,230784,https://www.transfermarkt.com/thomas-partey/profil/spieler/230784,https://www.transfermarkt.de/thomas-partey/nationalmannschaft/spieler/230784/verein_id/3441,True,ceapi_performance_game,57.0,15.0,102,63,55,0,39,10,0,9,0.5,0.6,2026-06-02,0.625,2026-06-05T11:37:36
theo_bongonda__cod,Theo Bongonda,COD,MID,3.0,280701,https://www.transfermarkt.com/theo-bongonda/profil/spieler/280701,https://www.transfermarkt.de/theo-bongonda/nationalmannschaft/spieler/280701/verein_id/3854,True,ceapi_performance_game,37.0,7.0,60,43,27,0,17,8,0,7,0.4,0.6,2026-06-03,0.518,2026-06-05T11:37:50
thapelo_morena__rsa,Thapelo Morena,RSA,FWD,3.0,297509,https://www.transfermarkt.com/thapelo-morena/profil/spieler/297509,https://www.transfermarkt.de/thapelo-morena/nationalmannschaft/spieler/297509/verein_id/3806,True,ceapi_performance_game,33.0,3.0,110,37,24,0,73,3,0,16,0.15,0.1,2026-03-31,0.2395,2026-06-05T11:38:03
thalente_mbatha__rsa,Thalente Mbatha,RSA,MID,3.0,735697,https://www.transfermarkt.com/thalente-mbatha/profil/spieler/735697,https://www.transfermarkt.de/thalente-mbatha/nationalmannschaft/spieler/735697/verein_id/3806,True,ceapi_performance_game,15.0,3.0,26,19,6,0,7,6,0,5,0.3,0.3,2026-05-29,0.3,2026-06-05T11:38:21
tarik_muharemovic__bih,Tarik Muharemovic,BIH,DEF,3.0,679423,https://www.transfermarkt.com/tarik-muharemovic/profil/spieler/679423,https://www.transfermarkt.de/tarik-muharemovic/nationalmannschaft/spieler/679423/verein_id/3446,True,ceapi_performance_game,13.0,1.0,21,16,9,0,5,9,0,5,0.45,0.7,2026-05-29,0.4745,2026-06-05T11:38:36
stefan_de_vrij__ned,Stefan de Vrij,NED,DEF,3.0,111196,https://www.transfermarkt.com/stefan-de-vrij/profil/spieler/111196,https://www.transfermarkt.de/stefan-de-vrij/nationalmannschaft/spieler/111196/verein_id/3379,True,ceapi_performance_game,79.0,4.0,161,110,68,0,51,8,0,6,0.4,0.3,2026-03-31,0.495,2026-06-05T11:38:49
stefan_posch__aut,Stefan Posch,AUT,DEF,3.0,223974,https://www.transfermarkt.com/stefan-posch/profil/spieler/223974,https://www.transfermarkt.de/stefan-posch/nationalmannschaft/spieler/223974/verein_id/3383,True,ceapi_performance_game,52.0,5.0,81,66,36,0,15,13,0,3,0.65,0.6,2026-06-01,0.7075,2026-06-05T11:39:04
silvan_widmer__sui,Silvan Widmer,SUI,DEF,3.0,168989,https://www.transfermarkt.com/silvan-widmer/profil/spieler/168989,https://www.transfermarkt.de/silvan-widmer/nationalmannschaft/spieler/168989/verein_id/3384,True,ceapi_performance_game,59.0,5.0,136,82,44,0,54,10,0,5,0.5,0.7,2026-05-31,0.65,2026-06-05T11:39:21
