date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
31/03/26,32,home,3433,32364,5:1,,FS,in squad,0,0,0,31/03/26 | FS | club:3433 | opponent:32364 | 5:1 | in squad,False,False,False,,False,ante_suto__aus,Ante Suto,AUS,FWD,697511,https://www.transfermarkt.de/ante-suto/nationalmannschaft/spieler/697511/verein_id/3433
27/03/26,17,home,3433,3434,1:0,,FS,in squad,0,0,0,27/03/26 | FS | club:3433 | opponent:3434 | 1:0 | in squad,False,False,False,,False,ante_suto__aus,Ante Suto,AUS,FWD,697511,https://www.transfermarkt.de/ante-suto/nationalmannschaft/spieler/697511/verein_id/3433
