player_id,player_name,team_id,position_model,tm_competition_rows,tm_competition_starts,tm_weighted_start_signal_sum,tm_recency_competition_weighted_start_signal_sum,tm_competition_weight_sum,tm_weighted_competitive_start_score,tm_recency_weighted_competitive_start_score
cristiano_ronaldo__por,Cristiano Ronaldo,POR,FWD,289,210,0.3272,0.3272,0.45,0.7271,0.7271
crysencio_summerville__ned,Crysencio Summerville,NED,MID,1,1,0.45,0.45,0.45,1.0,1.0
cyle_christopher_larin__can,Cyle Christopher Larin,CAN,FWD,131,64,0.22,0.22,0.45,0.4889,0.4889
d_enis_burni__bih,Dzenis Burnic,BIH,MID,21,9,0.193,0.193,0.45,0.4289,0.4289
d_sir_dou__fra,Desire Doue,FRA,FWD,13,3,0.104,0.104,0.45,0.2311,0.2311
daichi_kamada__jpn,Daichi Kamada,JPN,MID,92,33,0.1616,0.1616,0.45,0.3591,0.3591
dailon_livramento__cpv,Dailon Livramento,CPV,FWD,23,12,0.2349,0.2349,0.45,0.522,0.522
daizen_maeda__jpn,Daizen Maeda,JPN,FWD,88,11,0.0562,0.0562,0.45,0.1249,0.1249
dami_n_bobadilla__par,Damian Bobadilla,PAR,MID,27,13,0.2164,0.2164,0.45,0.4809,0.4809
dan_burn__eng,Dan Burn,ENG,DEF,12,4,0.1498,0.1498,0.45,0.3329,0.3329
dan_ndoye__sui,Dan Ndoye,SUI,FWD,46,24,0.2349,0.2349,0.45,0.522,0.522
dani_olmo__esp,Dani Olmo,ESP,MID,82,32,0.1755,0.1755,0.45,0.39,0.39
danial_esmaeilifar__irn,Danial Esmaeilifar,IRN,DEF,63,3,0.0216,0.0216,0.45,0.048,0.048
daniel_jebbison__can,Daniel Jebbison,CAN,FWD,17,1,0.0266,0.0266,0.45,0.0591,0.0591
daniel_mu_oz__col,Daniel Muñoz,COL,DEF,70,41,0.2637,0.2637,0.45,0.586,0.586
daniel_nana_agyei__gha,Daniel Nana Agyei,GHA,FWD,62,2,0.0144,0.0144,0.45,0.032,0.032
daniel_svensson__swe,Daniel Svensson,SWE,DEF,20,9,0.2025,0.2025,0.45,0.45,0.45
daniel_vivian__esp,Daniel Vivian,ESP,DEF,27,7,0.1166,0.1166,0.45,0.2591,0.2591
danilo_luiz_da_silva__bra,Danilo Luiz da Silva,BRA,DEF,192,63,0.1476,0.1476,0.45,0.328,0.328
danley_jean_jacques__hai,Danley Jean Jacques,HAI,MID,34,26,0.3442,0.3442,0.45,0.7649,0.7649
darwin_nunez__uru,Darwin Nunez,URU,FWD,75,28,0.1678,0.1678,0.45,0.3729,0.3729
david_alaba__aut,David Alaba,AUT,DEF,166,100,0.2709,0.2709,0.45,0.602,0.602
david_cabezas__ecu,David Cabezas,ECU,GK,15,8,0.2398,0.2398,0.45,0.5329,0.5329
david_jurasek__cze,David Jurasek,CZE,DEF,37,14,0.1701,0.1701,0.45,0.378,0.378
david_m_ller_wolfe__nor,David Møller Wolfe,NOR,DEF,25,18,0.324,0.324,0.45,0.72,0.72
david_ospina__col,David Ospina,COL,GK,231,128,0.2493,0.2493,0.45,0.554,0.554
david_raum__ger,David Raum,GER,DEF,58,28,0.2174,0.2174,0.45,0.4831,0.4831
david_raya__esp,David Raya,ESP,GK,54,11,0.0918,0.0918,0.45,0.204,0.204
davinson_s_nchez__col,Davinson Sanchez,COL,DEF,114,75,0.2961,0.2961,0.45,0.658,0.658
dayne_st_clair__can,Dayne St. Clair,CAN,GK,77,19,0.1112,0.1112,0.45,0.2471,0.2471
dayot_upamecano__fra,Dayot Upamecano,FRA,DEF,78,35,0.202,0.202,0.45,0.4489,0.4489
dean_donny_huijsen__esp,Dean Donny Huijsen,ESP,DEF,13,6,0.2079,0.2079,0.45,0.462,0.462
dean_henderson__eng,Dean Henderson,ENG,GK,83,3,0.0162,0.0162,0.45,0.036,0.036
declan_rice__eng,Declan Rice,ENG,MID,89,67,0.3388,0.3388,0.45,0.7529,0.7529
deiver_machado__col,Deiver Machado,COL,DEF,90,12,0.0599,0.0599,0.45,0.1331,0.1331
deni_juric__aus,Deni Juric,AUS,FWD,3,2,0.3002,0.3002,0.45,0.6671,0.6671
denis_visinsky__cze,Denis Visinsky,CZE,MID,4,0,0.0,0.0,0.45,0.0,0.0
denis_zakaria__sui,Denis Zakaria,SUI,MID,119,38,0.1436,0.1436,0.45,0.3191,0.3191
deniz_g_l__tur,Deniz Gül,TUR,FWD,13,2,0.0693,0.0693,0.45,0.154,0.154
deniz_undav__ger,Deniz Undav,GER,FWD,28,3,0.0482,0.0482,0.45,0.1071,0.1071
dennis_hadzikadunic__bih,Dennis Hadzikadunic,BIH,DEF,59,24,0.1831,0.1831,0.45,0.4069,0.4069
denzel_dumfries__ned,Denzel Dumfries,NED,DEF,90,64,0.32,0.32,0.45,0.7111,0.7111
denzell_garcia__mex,Denzell Garcia,MEX,MID,32,0,0.0,0.0,0.45,0.0,0.0
der_milit_o__bra,Eder Militão,BRA,DEF,88,33,0.1688,0.1688,0.45,0.3751,0.3751
derek_cornelius__can,Derek Cornelius,CAN,DEF,93,38,0.184,0.184,0.45,0.4089,0.4089
deroy_duarte__cpv,Deroy Duarte,CPV,MID,45,23,0.23,0.23,0.45,0.5111,0.5111
derrick_etienne__hai,Derrick Etienne Jr.,HAI,FWD,76,30,0.1778,0.1778,0.45,0.3951,0.3951
derrick_kohn__gha,Derrick Köhn,GHA,DEF,4,3,0.3375,0.3375,0.45,0.75,0.75
derrick_luckassen__gha,Derrick Luckassen,GHA,DEF,4,0,0.0,0.0,0.45,0.0,0.0
deveron_fonville__cuw,Deveron Fonville,CUW,DEF,2,1,0.225,0.225,0.45,0.5,0.5
diego_g_mez__par,Diego Gomez,PAR,MID,37,19,0.2313,0.2313,0.45,0.514,0.514
diego_moreira__bel,Diego Moreira,BEL,MID,10,0,0.0,0.0,0.45,0.0,0.0
dilshod_komilov__uzb,Dilshod Komilov,UZB,DEF,6,2,0.1498,0.1498,0.45,0.3329,0.3329
diney_borges__cpv,Diney Borges,CPV,DEF,74,22,0.1336,0.1336,0.45,0.2969,0.2969
diogo_costa__por,Diogo Costa,POR,GK,59,42,0.3204,0.3204,0.45,0.712,0.712
diogo_dalot__por,Diogo Dalot,POR,DEF,62,28,0.2034,0.2034,0.45,0.452,0.452
djed_spence__eng,Djed Spence,ENG,DEF,8,3,0.1688,0.1688,0.45,0.3751,0.3751
djibril_sow__sui,Djibril Sow,SUI,MID,93,24,0.1161,0.1161,0.45,0.258,0.258
dodi_lukebakio__bel,Dodi Lukebakio,BEL,FWD,72,11,0.0688,0.0688,0.45,0.1529,0.1529
dominic_hyam__sco,Dominic Hyam,SCO,DEF,36,1,0.0126,0.0126,0.45,0.028,0.028
dominik_kotarski__cro,Dominik Kotarski,CRO,GK,26,2,0.0346,0.0346,0.45,0.0769,0.0769
dominik_livakovi__cro,Dominik Livakovic,CRO,GK,116,74,0.2871,0.2871,0.45,0.638,0.638
dominique_simon__hai,Dominique Simon,HAI,MID,1,1,0.45,0.45,0.45,1.0,1.0
don_deedson_louicius__hai,Don Deedson Louicius,HAI,FWD,53,19,0.1611,0.1611,0.45,0.358,0.358
dong_gyeong_lee__kor,Dong-gyeong Lee,KOR,MID,85,10,0.0531,0.0531,0.45,0.118,0.118
donyell_malen__ned,Donyell Malen,NED,FWD,82,24,0.1318,0.1318,0.45,0.2929,0.2929
dostonbek_khamdamov__uzb,Dostonbek Khamdamov,UZB,MID,112,19,0.0765,0.0765,0.45,0.17,0.17
douglas_santos__bra,Douglas Santos,BRA,DEF,130,5,0.0171,0.0171,0.45,0.038,0.038
duckens_nazon__hai,Duckens Nazon,HAI,FWD,98,60,0.2754,0.2754,0.45,0.612,0.612
duje_aleta_car__cro,Duje Caleta-Car,CRO,DEF,105,32,0.1372,0.1372,0.45,0.3049,0.3049
duke_lacroix__hai,Duke Lacroix,HAI,DEF,32,13,0.1827,0.1827,0.45,0.406,0.406
dylan_batubinsika__cod,Dylan Batubinsika,COD,DEF,47,13,0.1246,0.1246,0.45,0.2769,0.2769
dylan_bronn__tun,Dylan Bronn,TUN,DEF,125,51,0.1836,0.1836,0.45,0.408,0.408
eberechi_eze__eng,Eberechi Eze,ENG,MID,37,4,0.0486,0.0486,0.45,0.108,0.108
ederson_moraes__bra,Ederson Moraes,BRA,GK,110,31,0.1269,0.1269,0.45,0.282,0.282
edin_dzeko__bih,Edin Dzeko,BIH,FWD,185,136,0.3308,0.3308,0.45,0.7351,0.7351
edmilson_junior__qat,Edmilson Junior,QAT,FWD,21,10,0.2142,0.2142,0.45,0.476,0.476
edo_kayembe__cod,Edo Kayembe,COD,MID,82,22,0.1206,0.1206,0.45,0.268,0.268
edouard_mendy__sen,Edouard Mendy,SEN,GK,102,56,0.247,0.247,0.45,0.5489,0.5489
edson_alvarez__mex,Edson Alvarez,MEX,MID,164,86,0.2358,0.2358,0.45,0.524,0.524
eduardo_camavinga__fra,Eduardo Camavinga,FRA,MID,77,14,0.0819,0.0819,0.45,0.182,0.182
egil_selvik__nor,Egil Selvik,NOR,GK,35,4,0.0513,0.0513,0.45,0.114,0.114
ehsan_hajsafi__irn,Ehsan Hajsafi,IRN,DEF,230,118,0.2308,0.2308,0.45,0.5129,0.5129
el_hadji_malick_diouf__sen,El Hadji Malick Diouf,SEN,DEF,32,14,0.1971,0.1971,0.45,0.438,0.438
el_mahdi_soliman__egy,El Mahdi Soliman,EGY,GK,13,0,0.0,0.0,0.45,0.0,0.0
el_mehdi_al_harrar__mar,El Mehdi Al Harrar,MAR,GK,30,7,0.1049,0.1049,0.45,0.2331,0.2331
el_mehdi_benabid__mar,El Mehdi Benabid,MAR,GK,55,5,0.041,0.041,0.45,0.0911,0.0911
eldor_shomurodov__uzb,Eldor Shomurodov,UZB,FWD,120,84,0.315,0.315,0.45,0.7,0.7
elias_achouri__tun,Elias Achouri,TUN,MID,58,22,0.1706,0.1706,0.45,0.3791,0.3791
elias_saad__tun,Elias Saad,TUN,MID,43,10,0.1049,0.1049,0.45,0.2331,0.2331
eliesse_ben_seghir__mar,Eliesse Ben Seghir,MAR,MID,39,13,0.1498,0.1498,0.45,0.3329,0.3329
elijah_just__nzl,Elijah Just,NZL,MID,49,29,0.2664,0.2664,0.45,0.592,0.592
elisha_owusu__gha,Elisha Owusu,GHA,MID,52,10,0.0864,0.0864,0.45,0.192,0.192
elliot_anderson__eng,Elliot Anderson,ENG,MID,8,6,0.3375,0.3375,0.45,0.75,0.75
elliot_stroud__swe,Elliot Stroud,SWE,DEF,3,0,0.0,0.0,0.45,0.0,0.0
ellyes_skhiri__tun,Ellyes Skhiri,TUN,MID,118,79,0.3011,0.3011,0.45,0.6691,0.6691
eloy_room__cuw,Eloy Room,CUW,GK,83,68,0.3686,0.3686,0.45,0.8191,0.8191
elye_wahi__civ,Elye Wahi,CIV,FWD,3,2,0.3002,0.3002,0.45,0.6671,0.6671
emam_ashour__egy,Emam Ashour,EGY,MID,70,19,0.122,0.122,0.45,0.2711,0.2711
emil_holm__swe,Emil Holm,SWE,DEF,34,6,0.0792,0.0792,0.45,0.176,0.176
emiliano_mart_nez__arg,Emiliano Martinez,ARG,GK,79,59,0.3362,0.3362,0.45,0.7471,0.7471
emiliano_martinez_toranza__uru,Emiliano Martinez Toranza,URU,MID,36,4,0.05,0.05,0.45,0.1111,0.1111
emmanuel_agbadou__civ,Emmanuel Agbadou,CIV,DEF,66,14,0.0954,0.0954,0.45,0.212,0.212
endrick__bra,Endrick,BRA,FWD,29,2,0.0311,0.0311,0.45,0.0691,0.0691
enner_valencia__ecu,Enner Valencia,ECU,FWD,156,89,0.257,0.257,0.45,0.5711,0.5711
enzo_fern_ndez__arg,Enzo Fernandez,ARG,MID,48,33,0.3096,0.3096,0.45,0.688,0.688
eray_c_mert__sui,Eray Cömert,SUI,DEF,82,13,0.0716,0.0716,0.45,0.1591,0.1591
eric_garcia__esp,Eric Garcia,ESP,DEF,80,16,0.09,0.09,0.45,0.2,0.2
eric_smith__swe,Eric Smith,SWE,DEF,4,1,0.1125,0.1125,0.45,0.25,0.25
erick_davis__pan,Eric Davis,PAN,DEF,246,88,0.1611,0.1611,0.45,0.358,0.358
erick_sanchez__mex,Erick Sanchez,MEX,MID,91,17,0.0842,0.0842,0.45,0.1871,0.1871
erik_lira__mex,Erik Lira,MEX,MID,81,16,0.0891,0.0891,0.45,0.198,0.198
erling_haaland__nor,Erling Haaland,NOR,FWD,68,47,0.311,0.311,0.45,0.6911,0.6911
ermedin_demirovic__bih,Ermedin Demirovic,BIH,FWD,58,32,0.2484,0.2484,0.45,0.552,0.552
ermin_mahmic__bih,Ermin Mahmic,BIH,MID,1,0,0.0,0.0,0.45,0.0,0.0
esmir_bajraktarevic__bih,Esmir Bajraktarevic,BIH,MID,19,7,0.1656,0.1656,0.45,0.368,0.368
evan_n_dicka__civ,Evan N'Dicka,CIV,DEF,40,27,0.3038,0.3038,0.45,0.6751,0.6751
evann_guessand__civ,Evann Guessand,CIV,FWD,25,13,0.234,0.234,0.45,0.52,0.52
everardo_lopez__mex,Everardo Lopez,MEX,DEF,30,10,0.1498,0.1498,0.45,0.3329,0.3329
evidence_makgopa__rsa,Evidence Makgopa,RSA,FWD,60,15,0.1125,0.1125,0.45,0.25,0.25
evren_eren_elmali__tur,Evren Eren Elmali,TUR,DEF,45,13,0.13,0.13,0.45,0.2889,0.2889
exequiel_palacios__arg,Exequiel Palacios,ARG,MID,95,9,0.0428,0.0428,0.45,0.0951,0.0951
ezri_konsa__eng,Ezri Konsa,ENG,DEF,31,14,0.2034,0.2034,0.45,0.452,0.452
fabian_rieder__sui,Fabian Rieder,SUI,MID,43,14,0.1467,0.1467,0.45,0.326,0.326
fabian_ruiz__esp,Fabian Ruiz,ESP,MID,88,32,0.1638,0.1638,0.45,0.364,0.364
facundo_pellistri__uru,Facundo Pellistri,URU,FWD,50,32,0.288,0.288,0.45,0.64,0.64
facundo_torres__uru,Facundo Torres,URU,FWD,65,6,0.0414,0.0414,0.45,0.092,0.092
fahad_talib__irq,Fahad Talib,IRQ,GK,131,20,0.0688,0.0688,0.45,0.1529,0.1529
fares_cha_bi__alg,Fares Chaibi,ALG,MID,52,19,0.1642,0.1642,0.45,0.3649,0.3649
fares_ghedjemis__alg,Fares Ghedjemis,ALG,FWD,3,0,0.0,0.0,0.45,0.0,0.0
farrukh_sayfiev__uzb,Farrukh Sayfiev,UZB,DEF,138,50,0.1629,0.1629,0.45,0.362,0.362
federico_valverde__uru,Federico Valverde,URU,MID,101,64,0.2853,0.2853,0.45,0.634,0.634
federico_vi_as__uru,Federico Vinas,URU,FWD,30,5,0.0752,0.0752,0.45,0.1671,0.1671
felix_nmecha__ger,Felix Nmecha,GER,MID,39,2,0.0229,0.0229,0.45,0.0509,0.0509
ferdi_kadioglu__tur,Ferdi Kadioglu,TUR,DEF,46,27,0.2642,0.2642,0.45,0.5871,0.5871
ferjani_sassi__tun,Ferjani Sassi,TUN,MID,172,81,0.212,0.212,0.45,0.4711,0.4711
fermin_lopez__esp,Fermin Lopez,ESP,MID,28,1,0.0162,0.0162,0.45,0.036,0.036
fernando_muslera__uru,Fernando Muslera,URU,GK,204,133,0.2934,0.2934,0.45,0.652,0.652
ferr_n_torres__esp,Ferran Torres,ESP,FWD,80,34,0.1912,0.1912,0.45,0.4249,0.4249
fidel_escobar__pan,Fidel Escobar,PAN,DEF,180,89,0.2223,0.2223,0.45,0.494,0.494
findlay_curtis__sco,Findlay Curtis,SCO,FWD,3,0,0.0,0.0,0.45,0.0,0.0
finn_dahmen__ger,Finn Dahmen,GER,GK,8,0,0.0,0.0,0.45,0.0,0.0
finn_surman__nzl,Finn Surman,NZL,DEF,29,16,0.2484,0.2484,0.45,0.552,0.552
firas_al_buraikan__ksa,Firas Al-Buraikan,KSA,FWD,106,54,0.229,0.229,0.45,0.5089,0.5089
firas_chaouat__tun,Firas Chaouat,TUN,FWD,108,11,0.0459,0.0459,0.45,0.102,0.102
fiston_mayele__cod,Fiston Mayele,COD,FWD,74,9,0.0549,0.0549,0.45,0.122,0.122
florian_grillitsch__aut,Florian Grillitsch,AUT,MID,99,36,0.1638,0.1638,0.45,0.364,0.364
florian_wirtz__ger,Florian Wirtz,GER,MID,67,32,0.2151,0.2151,0.45,0.478,0.478
folarin_balogun__usa,Folarin Balogun,USA,FWD,48,19,0.1782,0.1782,0.45,0.396,0.396
francis_de_vries__nzl,Francis de Vries,NZL,DEF,45,13,0.13,0.13,0.45,0.2889,0.2889
francisco_concei_o__por,Francisco Conceicao,POR,FWD,28,6,0.0963,0.0963,0.45,0.214,0.214
francisco_trinc_o__por,Francisco Trincao,POR,FWD,76,4,0.0238,0.0238,0.45,0.0529,0.0529
franck_kessie__civ,Franck Kessie,CIV,MID,146,95,0.293,0.293,0.45,0.6511,0.6511
franco_mastantuono__arg,Franco Mastantuono,ARG,MID,10,1,0.045,0.045,0.45,0.1,0.1
frans_dhia_putros__irq,Frans Dhia Putros,IRQ,DEF,106,15,0.0639,0.0639,0.45,0.142,0.142
frantzdy_pierrot__hai,Frantzdy Pierrot,HAI,FWD,70,45,0.2894,0.2894,0.45,0.6431,0.6431
fredrik_andr_bj_rkan__nor,Fredrik Andre Bjørkan,NOR,DEF,51,10,0.0882,0.0882,0.45,0.196,0.196
fredrik_aursnes__nor,Fredrik Aursnes,NOR,MID,52,14,0.121,0.121,0.45,0.2689,0.2689
frenkie_de_jong__ned,Frenkie de Jong,NED,MID,92,63,0.3083,0.3083,0.45,0.6851,0.6851
gabriel_avalos__par,Gabriel Avalos,PAR,FWD,58,11,0.0855,0.0855,0.45,0.19,0.19
gabriel_gudmundsson__swe,Gabriel Gudmundsson,SWE,DEF,45,19,0.1899,0.1899,0.45,0.422,0.422
gabriel_magalh_es__bra,Gabriel Magalhaes,BRA,DEF,37,16,0.1944,0.1944,0.45,0.432,0.432
gabriel_martinelli__bra,Gabriel Martinelli,BRA,FWD,47,8,0.0765,0.0765,0.45,0.17,0.17
gael_kakuta__cod,Gaël Kakuta,COD,MID,102,25,0.1102,0.1102,0.45,0.2449,0.2449
garry_mendes_rodrigues__cpv,Garry Mendes Rodrigues,CPV,FWD,104,39,0.1688,0.1688,0.45,0.3751,0.3751
gaston_olveira__par,Gaston Olveira,PAR,GK,2,1,0.225,0.225,0.45,0.5,0.5
george_hirst__sco,George Hirst,SCO,FWD,13,4,0.1386,0.1386,0.45,0.308,0.308
ger_nimo_rulli__arg,Geronimo Rulli,ARG,GK,118,7,0.0266,0.0266,0.45,0.0591,0.0591
german_berterame__mex,German Berterame,MEX,FWD,24,3,0.0562,0.0562,0.45,0.1249,0.1249
gervane_kastaneer__cuw,Gervane Kastaneer,CUW,FWD,62,10,0.0724,0.0724,0.45,0.1609,0.1609
ghislain_konan__civ,Ghislain Konan,CIV,DEF,103,46,0.2012,0.2012,0.45,0.4471,0.4471
gi_hyuk_lee__kor,Gi-hyuk Lee,KOR,DEF,54,3,0.0252,0.0252,0.45,0.056,0.056
gideon_mensah__gha,Gideon Mensah,GHA,DEF,72,37,0.2313,0.2313,0.45,0.514,0.514
gilson_benchimol_tavares__cpv,Gilson Benchimol Tavares,CPV,FWD,62,7,0.0508,0.0508,0.45,0.1129,0.1129
giorgian_de_arrascaeta__uru,Giorgian De Arrascaeta,URU,MID,135,36,0.1202,0.1202,0.45,0.2671,0.2671
giovani_lo_celso__arg,Giovani Lo Celso,ARG,MID,104,47,0.2034,0.2034,0.45,0.452,0.452
giovanni_reyna__usa,Giovanni Reyna,USA,MID,94,27,0.1291,0.1291,0.45,0.2869,0.2869
giuliano_simeone__arg,Giuliano Simeone,ARG,FWD,17,4,0.1058,0.1058,0.45,0.2351,0.2351
godfried_roemeratoe__cuw,Godfried Roemeratoe,CUW,MID,32,10,0.1404,0.1404,0.45,0.312,0.312
gon_alo_in_cio__por,Goncalo Inacio,POR,DEF,38,16,0.1894,0.1894,0.45,0.4209,0.4209
gon_alo_ramos__por,Goncalo Ramos,POR,FWD,46,10,0.0976,0.0976,0.45,0.2169,0.2169
goncalo_guedes__por,Goncalo Guedes,POR,FWD,135,16,0.0536,0.0536,0.45,0.1191,0.1191
gonzalo_agustin_sandez__par,Gonzalo Agustin Sandez,PAR,DEF,14,4,0.1287,0.1287,0.45,0.286,0.286
gonzalo_montiel__arg,Gonzalo Montiel,ARG,DEF,89,26,0.1314,0.1314,0.45,0.292,0.292
gonzalo_plata__ecu,Gonzalo Plata,ECU,MID,78,29,0.1674,0.1674,0.45,0.372,0.372
gonzalo_valle__ecu,Gonzalo Valle,ECU,GK,18,3,0.0752,0.0752,0.45,0.1671,0.1671
grady_diangana__cod,Grady Diangana,COD,MID,23,2,0.0392,0.0392,0.45,0.0871,0.0871
granit_xhaka__sui,Granit Xhaka,SUI,MID,168,140,0.3748,0.3748,0.45,0.8329,0.8329
grant_hanley__sco,Grant Hanley,SCO,DEF,148,61,0.1854,0.1854,0.45,0.412,0.412
gregor_kobel__sui,Gregor Kobel,SUI,GK,69,20,0.1305,0.1305,0.45,0.29,0.29
guela_doue__civ,Guela Doue,CIV,DEF,28,11,0.1768,0.1768,0.45,0.3929,0.3929
guillermo_martinez__mex,Guillermo Martínez,MEX,FWD,38,3,0.0356,0.0356,0.45,0.0791,0.0791
guillermo_ochoa__mex,Guillermo Ochoa,MEX,GK,368,148,0.1809,0.1809,0.45,0.402,0.402
guillermo_varela__uru,Guillermo Varela,URU,DEF,99,19,0.0864,0.0864,0.45,0.192,0.192
gustaf_lagerbielke__swe,Gustaf Lagerbielke,SWE,DEF,37,9,0.1094,0.1094,0.45,0.2431,0.2431
gustaf_nilsson__swe,Gustaf Nilsson,SWE,FWD,102,4,0.0176,0.0176,0.45,0.0391,0.0391
gustavo_g_mez__par,Gustavo Gomez,PAR,DEF,129,85,0.2966,0.2966,0.45,0.6591,0.6591
gustavo_puerta__col,Gustavo Puerta,COL,MID,25,2,0.036,0.036,0.45,0.08,0.08
gustavo_vel_squez__par,Gustavo Velazquez,PAR,DEF,25,9,0.162,0.162,0.45,0.36,0.36
h_lio_varela__cpv,Helio Varela,CPV,FWD,33,5,0.0684,0.0684,0.45,0.152,0.152
habib_diarra__sen,Habib Diarra,SEN,MID,36,14,0.175,0.175,0.45,0.3889,0.3889
haissem_hassan__egy,Haissem Hassan,EGY,MID,3,0,0.0,0.0,0.45,0.0,0.0
hakan_calhanoglu__tur,Hakan Calhanoglu,TUR,MID,144,95,0.297,0.297,0.45,0.66,0.66
hakim_ziyech__mar,Hakim Ziyech,MAR,MID,134,56,0.1881,0.1881,0.45,0.418,0.418
hamdy_fathy__egy,Hamdy Fathy,EGY,MID,82,44,0.2417,0.2417,0.45,0.5371,0.5371
hamza_abdelkarim__egy,Hamza Abdelkarim,EGY,FWD,1,0,0.0,0.0,0.45,0.0,0.0
han_beom_lee__kor,Han-beom Lee,KOR,DEF,15,7,0.2102,0.2102,0.45,0.4671,0.4671
hannes_delcroix__hai,Hannes Delcroix,HAI,DEF,7,4,0.257,0.257,0.45,0.5711,0.5711
hannibal_mejbri__tun,Hannibal Mejbri,TUN,MID,80,31,0.1746,0.1746,0.45,0.388,0.388
hans_vanaken__bel,Hans Vanaken,BEL,MID,90,20,0.0999,0.0999,0.45,0.222,0.222
haris_tabakovic__bih,Haris Tabakovic,BIH,FWD,24,3,0.0562,0.0562,0.45,0.1249,0.1249
harry_kane__eng,Harry Kane,ENG,FWD,140,99,0.3182,0.3182,0.45,0.7071,0.7071
hasan_abdulkareem__irq,Hasan Abdulkareem,IRQ,MID,60,7,0.0526,0.0526,0.45,0.1169,0.1169
hazem_mastouri__tun,Hazem Mastouri,TUN,FWD,25,14,0.252,0.252,0.45,0.56,0.56
henrik_falchener__nor,Henrik Falchener,NOR,DEF,3,0,0.0,0.0,0.45,0.0,0.0
hern_n_gal_ndez__ecu,Hernan Galindez,ECU,GK,73,34,0.2097,0.2097,0.45,0.466,0.466
hicham_boudaoui__alg,Hicham Boudaoui,ALG,MID,112,21,0.0846,0.0846,0.45,0.188,0.188
himad_abdelli__alg,Himad Abdelli,ALG,MID,47,4,0.0383,0.0383,0.45,0.0851,0.0851
hiroki_ito__jpn,Hiroki Ito,JPN,DEF,56,21,0.1688,0.1688,0.45,0.3751,0.3751
hjalmar_ekdal__swe,Hjalmar Ekdal,SWE,DEF,45,10,0.0999,0.0999,0.45,0.222,0.222
homam_al_amin__qat,Homam Al-Amin,QAT,DEF,91,55,0.2718,0.2718,0.45,0.604,0.604
hossam_abdelmaguid__egy,Hossam Abdelmaguid,EGY,DEF,43,6,0.063,0.063,0.45,0.14,0.14
hossein_abarghouei__irn,Hossein Abarghouei,IRN,DEF,1,1,0.45,0.45,0.45,1.0,1.0
hossein_kanaani__irn,Hossein Kanaani,IRN,DEF,123,57,0.2084,0.2084,0.45,0.4631,0.4631
houssem_aouar__alg,Houssem Aouar,ALG,MID,50,14,0.126,0.126,0.45,0.28,0.28
hugo_cuenca__par,Hugo Cuenca,PAR,MID,14,1,0.032,0.032,0.45,0.0711,0.0711
hugo_ekitike__fra,Hugo Ekitike,FRA,FWD,8,3,0.1688,0.1688,0.45,0.3751,0.3751
husam_abu_dahab__jor,Husam Abu Dahab,JOR,DEF,25,8,0.144,0.144,0.45,0.32,0.32
hussein_ali__irq,Hussein Ali,IRQ,DEF,41,23,0.2524,0.2524,0.45,0.5609,0.5609
hwang_hee_chan__kor,Hee-Chan Hwang,KOR,MID,132,54,0.184,0.184,0.45,0.4089,0.4089
hyun_jun_yang__kor,Hyun-Jun Yang,KOR,MID,51,0,0.0,0.0,0.45,0.0,0.0
i_aki_williams__gha,Iñaki Williams,GHA,FWD,46,16,0.1566,0.1566,0.45,0.348,0.348
i_smail_y_ksek__tur,Ismail Yüksek,TUR,MID,42,19,0.2034,0.2034,0.45,0.452,0.452
ibrahim_adel__egy,Ibrahim Adel,EGY,MID,73,6,0.0369,0.0369,0.45,0.082,0.082
ibrahim_bayesh__irq,Ibrahim Bayesh,IRQ,MID,113,63,0.2511,0.2511,0.45,0.558,0.558
ibrahim_maza__alg,Ibrahim Maza,ALG,MID,32,8,0.1125,0.1125,0.45,0.25,0.25
ibrahim_mbaye__sen,Ibrahim Mbaye,SEN,MID,12,2,0.0752,0.0752,0.45,0.1671,0.1671
ibrahim_sa_deh__jor,Ibrahim Saadeh,JOR,MID,75,20,0.1202,0.1202,0.45,0.2671,0.2671
ibrahim_sabra__jor,Ibrahim Sabra,JOR,FWD,23,2,0.0392,0.0392,0.45,0.0871,0.0871
ibrahim_sangare__civ,Ibrahim Sangare,CIV,MID,139,43,0.139,0.139,0.45,0.3089,0.3089
ibrahim_sulemana__gha,Ibrahim Sulemana,GHA,MID,21,5,0.1071,0.1071,0.45,0.238,0.238
ibrahima_konat__fra,Ibrahima Konate,FRA,DEF,51,25,0.2205,0.2205,0.45,0.49,0.49
ibrokhim_ibrokhimov__uzb,Ibrokhim Ibrokhimov,UZB,MID,2,0,0.0,0.0,0.45,0.0,0.0
idrissa_gana_gueye__sen,Idrissa Gana Gueye,SEN,MID,170,114,0.302,0.302,0.45,0.6711,0.6711
igor_matanovic__cro,Igor Matanovic,CRO,FWD,19,6,0.1422,0.1422,0.45,0.316,0.316
igor_sergeev__uzb,Igor Sergeev,UZB,FWD,146,45,0.1386,0.1386,0.45,0.308,0.308
igor_thiago__bra,Igor Thiago,BRA,FWD,3,0,0.0,0.0,0.45,0.0,0.0
ilay_camara__sen,Ilay Camara,SEN,DEF,26,2,0.0346,0.0346,0.45,0.0769,0.0769
iliman_ndiaye__sen,Iliman Ndiaye,SEN,MID,63,27,0.193,0.193,0.45,0.4289,0.4289
ime_okon__rsa,Ime Okon,RSA,DEF,3,3,0.45,0.45,0.45,1.0,1.0
