holdet_player_id,holdet_person_id,player_name,holdet_team_id,team_name,holdet_position_id,position_raw,position,start_price,price,points,popularity,is_out,person_raw_keys,team_raw_keys,position_raw_keys,_key
50292,40387,David Zima,584,Tjekkiet,293,defense,DEF,2000000,2000000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,david zima__tjekkiet__DEF
50390,34229,Caglar Soyuncu,586,Tyrkiet,293,defense,DEF,2500000,2500000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,caglar soyuncu__tyrkiet__DEF
50312,45594,David Affengruber,587,Østrig,293,defense,DEF,2500000,2500000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,david affengruber__østrig__DEF
50314,41086,Michael Svoboda,587,Østrig,293,defense,DEF,2500000,2500000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,michael svoboda__østrig__DEF
50319,50918,Mohamed Amine Tougai,761,Algeriet,293,defense,DEF,2000000,2000000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,mohamed amine tougai__algeriet__DEF
50317,46292,Jaouen Hadjam,761,Algeriet,293,defense,DEF,2500000,2500000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,jaouen hadjam__algeriet__DEF
50322,49700,Samir Chergui,761,Algeriet,293,defense,DEF,2000000,2000000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,samir chergui__algeriet__DEF
50275,39005,Lisandro Martinez,762,Argentina,293,defense,DEF,3000000,3000000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,lisandro martinez__argentina__DEF
50273,43192,Facundo Medina,762,Argentina,293,defense,DEF,2500000,2500000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,facundo medina__argentina__DEF
50303,35974,Harry Souttar,763,Australien,293,defense,DEF,2500000,2500000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,harry souttar__australien__DEF
50360,49728,Christopher Operi,767,Elfenbenskysten,293,defense,DEF,2000000,2000000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,christopher operi__elfenbenskysten__DEF
50366,43288,Alidu Seidu,770,Ghana,293,defense,DEF,2500000,2500000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,alidu seidu__ghana__DEF
50364,30097,Abdul Rahman Baba,770,Ghana,293,defense,DEF,2500000,2500000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,abdul rahman baba__ghana__DEF
50365,34702,Abdul Mumin,770,Ghana,293,defense,DEF,2000000,2000000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,abdul mumin__ghana__DEF
50363,49753,Jonas Adjetey,770,Ghana,293,defense,DEF,2500000,2500000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,jonas adjetey__ghana__DEF
50425,52373,Wi-je Cho,774,Sydkorea,293,defense,DEF,2000000,2000000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,wi je cho__sydkorea__DEF
50287,49568,Mateo Chavez,775,Mexico,293,defense,DEF,2500000,2500000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,mateo chavez__mexico__DEF
50419,52368,Jose Canale,778,Paraguay,293,defense,DEF,2000000,2000000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,jose canale__paraguay__DEF
50418,36755,Fabian Balbuena,778,Paraguay,293,defense,DEF,2500000,2500000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,fabian balbuena__paraguay__DEF
50423,52372,Alexandro Maidana,778,Paraguay,293,defense,DEF,2000000,2000000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,alexandro maidana__paraguay__DEF
50280,52332,Olwethu Makhanya,782,Sydafrika,293,defense,DEF,2000000,2000000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,olwethu makhanya__sydafrika__DEF
50277,52333,Bradley Cross,782,Sydafrika,293,defense,DEF,2000000,2000000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,bradley cross__sydafrika__DEF
50279,52334,Kamogelo Sebelebele,782,Sydafrika,293,defense,DEF,2000000,2000000,0,,False,appearance|firstName|id|lastName,abbreviation|externalId|id|imageUrl|isActive|name|providerId|slug,abbreviation|avatar|id|maximumStartPrice|minimumStartPrice|name|order|providerPositionId|rulesetId|title,kamogelo sebelebele__sydafrika__DEF
