player_id,player_name,team_id,position,price_m,tm_player_id,tm_profile_url,tm_national_url,status,error,last_attempt
ederson_moraes__bra,Ederson Moraes,BRA,GK,5.0,238223,https://www.transfermarkt.com/ederson/profil/spieler/238223,https://www.transfermarkt.de/ederson/nationalmannschaft/spieler/238223/verein_id/3439,ok_manual_url,,2026-06-05T10:03:37
bento_krepski__bra,Bento Krepski,BRA,GK,5.0,691906,https://www.transfermarkt.com/bento/profil/spieler/691906,https://www.transfermarkt.de/bento/nationalmannschaft/spieler/691906/verein_id/3439,ok_manual_url,,2026-06-05T10:03:50
luis_suarez_charris__col,Luis Suarez Charris,COL,FWD,4.5,424784,https://www.transfermarkt.com/luis-suarez/profil/spieler/424784,https://www.transfermarkt.de/luis-suarez/nationalmannschaft/spieler/424784/verein_id/3816,ok_manual_url,,2026-06-05T10:04:00
pablo_gavi__esp,Pablo Gavi,ESP,MID,4.0,646740,https://www.transfermarkt.com/gavi/profil/spieler/646740,https://www.transfermarkt.de/gavi/nationalmannschaft/spieler/646740/verein_id/3375,ok_manual_url,,2026-06-05T10:04:10
juan_cucho_hernandez__col,Juan 'Cucho' Hernandez,COL,FWD,4.0,459463,https://www.transfermarkt.com/cucho-hernandez/profil/spieler/459463,https://www.transfermarkt.de/cucho-hernandez/nationalmannschaft/spieler/459463/verein_id/3816,ok_manual_url,,2026-06-05T10:04:22
marc_pubill__esp,Marc Pubill,ESP,DEF,3.0,844637,https://www.transfermarkt.com/marc-pubill/profil/spieler/844637,https://www.transfermarkt.de/marc-pubill/nationalmannschaft/spieler/844637/verein_id/3375,ok_manual_url,,2026-06-05T10:04:31
oufa_shobeir__egy,Mostafa Oufa Shobeir,EGY,GK,2.5,661455,https://www.transfermarkt.com/oufa-shobeir/profil/spieler/661455,https://www.transfermarkt.de/oufa-shobeir/nationalmannschaft/spieler/661455/verein_id/3672,ok_manual_url,,2026-06-05T10:04:45
mohammad_abu_shararh_zrayq__jor,Mohammad Abu 'Shararh' Zrayq,JOR,MID,2.5,677986,https://www.transfermarkt.com/shararh/profil/spieler/677986,https://www.transfermarkt.de/shararh/nationalmannschaft/spieler/677986/verein_id/15737,ok_manual_url,,2026-06-05T10:04:55
matias_fernandez_pardo__bel,Matias Fernandez-Pardo,BEL,FWD,2.5,724129,https://www.transfermarkt.com/matias-fernandez-pardo/profil/spieler/724129,https://www.transfermarkt.de/matias-fernandez-pardo/nationalmannschaft/spieler/724129/verein_id/3382,ok_manual_url,,2026-06-05T10:05:04
lionel_mpasi_nzau__cod,Lionel Mpasi Nzau,COD,GK,2.5,164915,https://www.transfermarkt.com/lionel-mpasi-nzau/profil/spieler/164915,https://www.transfermarkt.de/lionel-mpasi-nzau/nationalmannschaft/spieler/164915/verein_id/3854,ok_manual_url,,2026-06-05T10:05:16
joao_paulo__cpv,Joao Paulo,CPV,DEF,2.5,623965,https://www.transfermarkt.com/joao-paulo/profil/spieler/623965,https://www.transfermarkt.de/joao-paulo/nationalmannschaft/spieler/623965/verein_id/4311,ok_manual_url,,2026-06-05T10:05:26
carlos_rodriguez__mex,Carlos Rodriguez,MEX,MID,2.5,534620,https://www.transfermarkt.com/carlos-rodriguez/profil/spieler/534620,https://www.transfermarkt.de/carlos-rodriguez/nationalmannschaft/spieler/534620/verein_id/6303,ok_manual_url,,2026-06-05T10:05:35
cj_dos_santos__cpv,CJ Dos Santos,CPV,GK,2.5,532096,https://www.transfermarkt.com/cj-dos-santos/profil/spieler/532096,https://www.transfermarkt.de/cj-dos-santos/nationalmannschaft/spieler/532096/verein_id/4311,ok_manual_url,,2026-06-05T10:05:44
ange_yoan_bonny__civ,Ange-Yoan Bonny,CIV,FWD,2.5,827734,https://www.transfermarkt.com/ange-yoan-bonny/profil/spieler/827734,https://www.transfermarkt.de/ange-yoan-bonny/nationalmannschaft/spieler/827734/verein_id/3591,ok_manual_url,,2026-06-05T10:05:53
abdulaziz_hatim_mohammed__qat,Abdulaziz Hatim Mohammed,QAT,MID,2.5,113915,https://www.transfermarkt.com/abdulaziz-hatim/profil/spieler/113915,https://www.transfermarkt.de/abdulaziz-hatim/nationalmannschaft/spieler/113915/verein_id/14162,ok_manual_url,,2026-06-05T10:06:03
umarali_rakhmonaliyev__uzb,Umarali Rakhmonaliyev,UZB,MID,2.0,837432,https://www.transfermarkt.com/umarali-rakhmonaliev/profil/spieler/837432,https://www.transfermarkt.de/umarali-rakhmonaliev/nationalmannschaft/spieler/837432/verein_id/3563,ok_manual_url,,2026-06-05T10:06:12
o_uz_ayd_n__tur,Oguz Aydin,TUR,MID,2.0,563749,https://www.transfermarkt.com.tr/oguz-aydin/profil/spieler/563749,https://www.transfermarkt.de/oguz-aydin/nationalmannschaft/spieler/563749/verein_id/3381,ok_manual_url,,2026-06-05T10:06:22
nabil_dunga_emad__egy,Nabil 'Dunga' Emad,EGY,MID,2.0,479683,https://www.transfermarkt.com/nabil-dunga/profil/spieler/479683,https://www.transfermarkt.de/nabil-dunga/nationalmannschaft/spieler/479683/verein_id/3672,ok_manual_url,,2026-06-05T10:06:31
lenny_joseph__hai,Lenny Joseph,HAI,FWD,2.0,815359,https://www.transfermarkt.com/lenny-joseph/profil/spieler/815359,https://www.transfermarkt.de/lenny-joseph/nationalmannschaft/spieler/815359/verein_id/14161,ok_manual_url,,2026-06-05T10:06:40
kevin_lenini__cpv,Kevin Lenini Pina,CPV,MID,2.0,544586,https://www.transfermarkt.com/kevin-lenini/profil/spieler/544586,https://www.transfermarkt.de/kevin-lenini/nationalmannschaft/spieler/544586/verein_id/4311,ok_manual_url,,2026-06-05T10:06:49
dominique_simon__hai,Dominique Simon,HAI,MID,2.0,988188,https://www.transfermarkt.com/dominique-simon/profil/spieler/988188,https://www.transfermarkt.de/dominique-simon/nationalmannschaft/spieler/988188/verein_id/14161,ok_manual_url,,2026-06-05T10:06:59
bara_sapoko_ndiaye__sen,Bara Sapoko Ndiaye,SEN,MID,2.0,1497653,https://www.transfermarkt.com/bara-sapoko-ndiaye/profil/spieler/1497653,https://www.transfermarkt.de/bara-sapoko-ndiaye/nationalmannschaft/spieler/1497653/verein_id/3499,ok_manual_url,,2026-06-05T10:07:08
alexander_alex_robertson__aus,Alexander 'Alex' Robertson,AUS,MID,2.0,609887,https://www.transfermarkt.com/alex-robertson/profil/spieler/609887,https://www.transfermarkt.de/alex-robertson/nationalmannschaft/spieler/609887/verein_id/3433,ok_manual_url,,2026-06-05T10:07:17
vinicius_j_nior__bra,Vinicius Junior,BRA,FWD,7.5,371998,https://www.transfermarkt.com/x/profil/spieler/371998,https://www.transfermarkt.de/vinicius-junior/nationalmannschaft/spieler/371998/verein_id/3439,ok,,2026-06-05T10:07:28
mikel_oyarzabal__esp,Mikel Oyarzabal,ESP,FWD,7.5,351478,https://www.transfermarkt.com/x/profil/spieler/351478,https://www.transfermarkt.de/mikel-oyarzabal/nationalmannschaft/spieler/351478/verein_id/3375,ok,,2026-06-05T10:07:43
mike_maignan__fra,Mike Maignan,FRA,GK,5.0,182906,https://www.transfermarkt.com/x/profil/spieler/182906,https://www.transfermarkt.de/mike-maignan/nationalmannschaft/spieler/182906/verein_id/3377,ok,,2026-06-05T10:07:59
nico_williams__esp,Nico Williams,ESP,FWD,4.5,709187,https://www.transfermarkt.com/x/profil/spieler/709187,https://www.transfermarkt.de/nico-williams/nationalmannschaft/spieler/709187/verein_id/3375,ok,,2026-06-05T10:09:22
