date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
05/06/26,7,home,3510,3509,1:1,,FS,in squad,0,0,0,05/06/26 | FS | club:3510 | opponent:3509 | 1:1 | in squad,False,False,False,,False,owen_goodman__can,Owen Goodman,CAN,GK,814848,https://www.transfermarkt.de/owen-goodman/nationalmannschaft/spieler/814848/verein_id/3510
02/06/26,6,away,3510,3563,2:0,,FS,in squad,0,0,0,02/06/26 | FS | club:3510 | opponent:3563 | 2:0 | in squad,False,False,False,,False,owen_goodman__can,Owen Goodman,CAN,GK,814848,https://www.transfermarkt.de/owen-goodman/nationalmannschaft/spieler/814848/verein_id/3510
31/03/26,3,home,3510,3670,0:0,,FS,in squad,0,0,0,31/03/26 | FS | club:3510 | opponent:3670 | 0:0 | in squad,False,False,False,,False,owen_goodman__can,Owen Goodman,CAN,GK,814848,https://www.transfermarkt.de/owen-goodman/nationalmannschaft/spieler/814848/verein_id/3510
28/03/26,2,home,3510,3574,2:2,,FS,in squad,0,0,0,28/03/26 | FS | club:3510 | opponent:3574 | 2:2 | in squad,False,False,False,,False,owen_goodman__can,Owen Goodman,CAN,GK,814848,https://www.transfermarkt.de/owen-goodman/nationalmannschaft/spieler/814848/verein_id/3510
18/01/26,33,away,3510,13342,1:0,,FS,not in squad,0,0,0,18/01/26 | FS | club:3510 | opponent:13342 | 1:0 | not in squad,True,False,False,,False,owen_goodman__can,Owen Goodman,CAN,GK,814848,https://www.transfermarkt.de/owen-goodman/nationalmannschaft/spieler/814848/verein_id/3510
19/11/25,6,away,3510,3504,2:0,,FS,in squad,0,0,0,19/11/25 | FS | club:3510 | opponent:3504 | 2:0 | in squad,False,False,False,,False,owen_goodman__can,Owen Goodman,CAN,GK,814848,https://www.transfermarkt.de/owen-goodman/nationalmannschaft/spieler/814848/verein_id/3510
14/11/25,5,home,3510,5750,0:0,,FS,in squad,0,0,0,14/11/25 | FS | club:3510 | opponent:5750 | 0:0 | in squad,False,False,False,,False,owen_goodman__can,Owen Goodman,CAN,GK,814848,https://www.transfermarkt.de/owen-goodman/nationalmannschaft/spieler/814848/verein_id/3510
