date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
31/03/26,13,away,3672,3375,0:0,,FS,in squad,0,0,0,31/03/26 | FS | club:3672 | opponent:3375 | 0:0 | in squad,False,False,False,,False,nasser_mansy__egy,Nasser Mansy,EGY,FWD,537192,https://www.transfermarkt.de/nasser-mansy/nationalmannschaft/spieler/537192/verein_id/3672
27/03/26,42,away,3672,3807,4:0,,FS,in squad,0,0,0,27/03/26 | FS | club:3672 | opponent:3807 | 4:0 | in squad,False,False,False,,False,nasser_mansy__egy,Nasser Mansy,EGY,FWD,537192,https://www.transfermarkt.de/nasser-mansy/nationalmannschaft/spieler/537192/verein_id/3672
