player_id,player_name,team_id,position_model,competition_category,competition_category_label,rows,starts,bench,not_in_squad,injury_or_fitness_absences,suspension_absences,not_selected_or_unknown_absences,unused_in_squad,selection_observations,recency_weight_sum,recency_selection_weight_sum,recency_start_numerator,recent_weighted_starts,recent_weighted_bench,recent_weighted_not_in_squad,start_share,bench_share,not_in_squad_share,recency_weighted_start_share,recency_weighted_bench_share,recency_weighted_not_in_squad_share,competition_weight,weighted_start_signal,recency_competition_weighted_start_signal
kaan_ayhan__tur,Kaan Ayhan,TUR,MID,venskabskamp,Venskabskamp,34,17,0,6,0,0,6,5,34.0,8.14,4.2328,1.7784000000000002,3.42,0.0,1.02,0.5,0.0,0.176,0.42,0.0,0.125,0.52,0.26,0.2184
kadir_barria__pan,Kadir Barria,PAN,FWD,venskabskamp,Venskabskamp,7,3,0,0,0,0,0,2,7.0,6.54,3.4008000000000003,1.3624,2.62,0.0,0.0,0.429,0.0,0.0,0.401,0.0,0.0,0.52,0.2231,0.2085
kai_havertz__ger,Kai Havertz,GER,FWD,slutrunde,Slutrunde,12,10,0,0,0,0,0,1,12.0,3.8,3.8,3.4,3.4,0.0,0.0,0.833,0.0,0.0,0.895,0.0,0.0,1.0,0.833,0.895
kai_havertz__ger,Kai Havertz,GER,FWD,nations_league_finals,Nations League-slutrunde,4,0,0,2,2,0,2,0,2.0,2.12,1.1019999999999999,0.0,0.0,0.0,1.1600000000000001,0.0,0.0,0.5,0.0,0.0,0.547,0.95,0.0,0.0
kai_havertz__ger,Kai Havertz,GER,FWD,kvalifikation,Kvalifikation,24,7,0,1,9,0,0,3,15.0,6.58,1.8900000000000001,0.9000000000000001,1.0,0.0,0.2,0.467,0.0,0.042,0.476,0.0,0.03,0.9,0.4203,0.4284
kai_havertz__ger,Kai Havertz,GER,FWD,nations_league,Nations League,22,7,0,1,6,0,1,4,16.0,5.08,2.9016,1.6692,2.14,0.0,0.1,0.438,0.0,0.045,0.575,0.0,0.02,0.78,0.3416,0.4485
kai_havertz__ger,Kai Havertz,GER,FWD,venskabskamp,Venskabskamp,30,21,0,2,2,0,0,1,28.0,10.06,5.075200000000001,3.7856000000000005,7.28,0.0,1.1,0.75,0.0,0.067,0.746,0.0,0.109,0.52,0.39,0.3879
kai_trewin__aus,Kai Trewin,AUS,DEF,kvalifikation,Kvalifikation,4,0,0,0,0,0,0,4,4.0,2.12,1.9080000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
kai_trewin__aus,Kai Trewin,AUS,DEF,venskabskamp,Venskabskamp,6,4,0,0,0,0,0,0,6.0,5.2,2.704,1.7056,3.2800000000000002,0.0,0.0,0.667,0.0,0.0,0.631,0.0,0.0,0.52,0.3468,0.3281
kaishu_sano__jpn,Kaishu Sano,JPN,MID,slutrunde,Slutrunde,8,0,0,3,0,0,3,3,8.0,3.64,3.64,0.0,0.0,0.0,2.04,0.0,0.0,0.375,0.0,0.0,0.56,1.0,0.0,0.0
kaishu_sano__jpn,Kaishu Sano,JPN,MID,kvalifikation,Kvalifikation,16,2,0,12,0,0,12,1,16.0,7.24,6.516,1.044,1.1600000000000001,0.0,5.4399999999999995,0.125,0.0,0.75,0.16,0.0,0.751,0.9,0.1125,0.144
kaishu_sano__jpn,Kaishu Sano,JPN,MID,venskabskamp,Venskabskamp,10,6,0,0,0,0,0,2,10.0,7.24,3.7648,2.0592,3.9600000000000004,0.0,0.0,0.6,0.0,0.0,0.547,0.0,0.0,0.52,0.312,0.2844
kalidou_koulibaly__sen,Kalidou Koulibaly,SEN,DEF,slutrunde,Slutrunde,48,30,0,15,2,0,13,1,46.0,16.11,15.71,8.53,8.53,0.0,7.08,0.652,0.0,0.312,0.543,0.0,0.439,1.0,0.652,0.543
kalidou_koulibaly__sen,Kalidou Koulibaly,SEN,DEF,kvalifikation,Kvalifikation,56,49,0,5,0,0,4,2,56.0,13.8,12.420000000000002,11.394,12.66,0.0,0.72,0.875,0.0,0.089,0.917,0.0,0.052,0.9,0.7875,0.8253
kalidou_koulibaly__sen,Kalidou Koulibaly,SEN,DEF,venskabskamp,Venskabskamp,33,22,0,5,1,0,5,4,32.0,9.56,4.4512,2.6624000000000003,5.12,0.0,2.3600000000000003,0.688,0.0,0.152,0.598,0.0,0.247,0.52,0.3578,0.311
kamal_miller__can,Kamal Miller,CAN,DEF,slutrunde,Slutrunde,26,13,0,0,0,0,0,9,26.0,8.88,8.88,3.56,3.56,0.0,0.0,0.5,0.0,0.0,0.401,0.0,0.0,1.0,0.5,0.401
kamal_miller__can,Kamal Miller,CAN,DEF,nations_league_finals,Nations League-slutrunde,9,6,0,2,0,0,2,1,9.0,3.52,3.344,1.976,2.08,0.0,0.96,0.667,0.0,0.222,0.591,0.0,0.273,0.95,0.6337,0.5614
kamal_miller__can,Kamal Miller,CAN,DEF,kvalifikation,Kvalifikation,20,10,0,4,0,0,4,3,20.0,3.8000000000000003,3.4200000000000004,1.7100000000000002,1.9000000000000001,0.0,0.8,0.5,0.0,0.2,0.5,0.0,0.211,0.9,0.45,0.45
kamal_miller__can,Kamal Miller,CAN,DEF,nations_league,Nations League,9,4,0,2,0,0,2,3,9.0,1.3,1.0140000000000002,0.4680000000000001,0.6000000000000001,0.0,0.4,0.444,0.0,0.222,0.462,0.0,0.308,0.78,0.3463,0.3604
kamal_miller__can,Kamal Miller,CAN,DEF,venskabskamp,Venskabskamp,24,11,0,5,0,0,4,6,24.0,11.950000000000001,6.214,2.4388,4.69,0.0,3.2,0.458,0.0,0.208,0.392,0.0,0.268,0.52,0.2382,0.2038
kamaldeen_sulemana__gha,Kamaldeen Sulemana,GHA,FWD,slutrunde,Slutrunde,12,3,0,3,3,0,3,1,9.0,2.7600000000000002,1.8,0.6000000000000001,0.6000000000000001,0.0,0.6000000000000001,0.333,0.0,0.25,0.333,0.0,0.217,1.0,0.333,0.333
kamaldeen_sulemana__gha,Kamaldeen Sulemana,GHA,FWD,kvalifikation,Kvalifikation,34,9,0,10,6,0,10,4,28.0,11.6,8.352,1.9800000000000002,2.2,0.0,2.52,0.321,0.0,0.294,0.237,0.0,0.217,0.9,0.2889,0.2133
kamaldeen_sulemana__gha,Kamaldeen Sulemana,GHA,FWD,venskabskamp,Venskabskamp,24,4,0,14,1,0,14,0,23.0,9.88,4.9712000000000005,1.3312000000000002,2.56,0.0,4.76,0.174,0.0,0.583,0.268,0.0,0.482,0.52,0.0905,0.1394
lee_kang_in__kor,Kang-In Lee,KOR,MID,slutrunde,Slutrunde,19,7,0,6,3,0,6,0,16.0,5.66,5.36,2.12,2.12,0.0,2.64,0.438,0.0,0.316,0.396,0.0,0.466,1.0,0.438,0.396
lee_kang_in__kor,Kang-In Lee,KOR,MID,kvalifikation,Kvalifikation,33,14,0,13,1,0,10,2,32.0,10.14,8.694,5.454,6.06,0.0,2.5,0.438,0.0,0.394,0.627,0.0,0.247,0.9,0.3942,0.5643
lee_kang_in__kor,Kang-In Lee,KOR,MID,venskabskamp,Venskabskamp,35,12,0,8,2,0,8,5,33.0,13.06,6.4584,2.7664000000000004,5.32,0.0,2.4,0.364,0.0,0.229,0.428,0.0,0.184,0.52,0.1893,0.2226
kaoru_mitoma__jpn,Kaoru Mitoma,JPN,MID,slutrunde,Slutrunde,15,0,0,6,3,0,6,0,12.0,5.04,4.08,0.0,0.0,0.0,2.64,0.0,0.0,0.4,0.0,0.0,0.524,1.0,0.0,0.0
kaoru_mitoma__jpn,Kaoru Mitoma,JPN,MID,kvalifikation,Kvalifikation,22,7,0,3,8,0,3,1,14.0,8.44,5.22,2.772,3.08,0.0,1.6400000000000001,0.5,0.0,0.136,0.531,0.0,0.194,0.9,0.45,0.4779
kaoru_mitoma__jpn,Kaoru Mitoma,JPN,MID,venskabskamp,Venskabskamp,24,10,0,3,5,0,3,1,19.0,9.96,3.5984000000000003,1.8512000000000002,3.56,0.0,0.8400000000000001,0.526,0.0,0.125,0.514,0.0,0.084,0.52,0.2735,0.2673
karim_boudiaf__qat,Karim Boudiaf,QAT,MID,slutrunde,Slutrunde,64,33,0,21,0,0,21,3,64.0,13.67,13.67,4.4,4.4,0.0,7.97,0.516,0.0,0.328,0.322,0.0,0.583,1.0,0.516,0.322
karim_boudiaf__qat,Karim Boudiaf,QAT,MID,kvalifikation,Kvalifikation,45,20,0,17,0,0,17,2,45.0,11.4,10.260000000000002,3.2760000000000002,3.64,0.0,6.58,0.444,0.0,0.378,0.319,0.0,0.577,0.9,0.3996,0.2871
karim_boudiaf__qat,Karim Boudiaf,QAT,MID,venskabskamp,Venskabskamp,75,40,0,17,0,0,17,2,75.0,13.520000000000001,7.0304,3.224,6.2,0.0,3.04,0.533,0.0,0.227,0.459,0.0,0.225,0.52,0.2772,0.2387
karim_hafez__egy,Karim Hafez,EGY,DEF,slutrunde,Slutrunde,40,1,0,34,0,0,34,5,40.0,13.51,13.51,0.1,0.1,0.0,12.91,0.025,0.0,0.85,0.007,0.0,0.956,1.0,0.025,0.007
karim_hafez__egy,Karim Hafez,EGY,DEF,kvalifikation,Kvalifikation,55,2,0,46,3,0,46,4,52.0,13.700000000000001,11.88,0.18000000000000002,0.2,0.0,12.4,0.038,0.0,0.836,0.015,0.0,0.905,0.9,0.0342,0.0135
karim_hafez__egy,Karim Hafez,EGY,DEF,venskabskamp,Venskabskamp,39,4,0,28,3,0,28,2,36.0,11.290000000000001,5.7148,0.676,1.3,0.0,8.290000000000001,0.111,0.0,0.718,0.118,0.0,0.734,0.52,0.0577,0.0614
kees_smit__ned,Kees Smit,NED,MID,venskabskamp,Venskabskamp,2,1,0,0,0,0,0,1,2.0,1.84,0.9568000000000001,0.47840000000000005,0.92,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.52,0.26,0.26
keisuke_goto__jpn,Keisuke Goto,JPN,FWD,venskabskamp,Venskabskamp,5,1,0,0,0,0,0,1,5.0,4.2,2.184,0.47840000000000005,0.92,0.0,0.0,0.2,0.0,0.0,0.219,0.0,0.0,0.52,0.104,0.1139
keisuke_sako__jpn,Keisuke Osako,JPN,GK,slutrunde,Slutrunde,21,4,0,4,5,0,4,8,16.0,5.640000000000001,4.04,1.08,1.08,0.0,0.8,0.25,0.0,0.19,0.267,0.0,0.142,1.0,0.25,0.267
keisuke_sako__jpn,Keisuke Osako,JPN,GK,kvalifikation,Kvalifikation,34,3,0,19,0,0,18,12,34.0,10.24,9.216000000000001,1.332,1.48,0.0,3.3200000000000003,0.088,0.0,0.559,0.145,0.0,0.324,0.9,0.0792,0.1305
keisuke_sako__jpn,Keisuke Osako,JPN,GK,venskabskamp,Venskabskamp,35,4,0,16,1,0,15,14,34.0,12.06,6.104800000000001,0.8528000000000001,1.6400000000000001,0.0,3.4600000000000004,0.118,0.0,0.457,0.14,0.0,0.287,0.52,0.0614,0.0728
keito_nakamura__jpn,Keito Nakamura,JPN,MID,slutrunde,Slutrunde,8,3,0,3,0,0,3,2,8.0,3.64,3.64,0.96,0.96,0.0,2.04,0.375,0.0,0.375,0.264,0.0,0.56,1.0,0.375,0.264
keito_nakamura__jpn,Keito Nakamura,JPN,MID,kvalifikation,Kvalifikation,16,4,0,2,1,0,2,3,15.0,7.24,6.228,1.728,1.92,0.0,0.64,0.267,0.0,0.125,0.277,0.0,0.088,0.9,0.2403,0.2493
keito_nakamura__jpn,Keito Nakamura,JPN,MID,venskabskamp,Venskabskamp,18,7,0,2,0,0,2,4,18.0,9.56,4.9712000000000005,2.3920000000000003,4.6000000000000005,0.0,1.36,0.389,0.0,0.111,0.481,0.0,0.142,0.52,0.2023,0.2501
kelvin_pires__cpv,Kelvin Pires,CPV,DEF,slutrunde,Slutrunde,9,0,0,9,0,0,9,0,9.0,2.4,2.4,0.0,0.0,0.0,2.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
kelvin_pires__cpv,Kelvin Pires,CPV,DEF,kvalifikation,Kvalifikation,29,1,0,19,0,0,19,9,29.0,10.9,9.81,0.18000000000000002,0.2,0.0,6.84,0.034,0.0,0.655,0.018,0.0,0.628,0.9,0.0306,0.0162
kelvin_pires__cpv,Kelvin Pires,CPV,DEF,venskabskamp,Venskabskamp,18,3,0,8,0,0,8,6,18.0,8.280000000000001,4.3056,0.936,1.8,0.0,2.96,0.167,0.0,0.444,0.217,0.0,0.357,0.52,0.0868,0.1128
ken_sema__swe,Ken Sema,SWE,MID,slutrunde,Slutrunde,9,0,0,5,0,0,5,4,9.0,1.3,1.3,0.0,0.0,0.0,0.5,0.0,0.0,0.556,0.0,0.0,0.385,1.0,0.0,0.0
ken_sema__swe,Ken Sema,SWE,MID,kvalifikation,Kvalifikation,44,6,0,14,2,0,14,20,42.0,11.84,10.296000000000001,2.1780000000000004,2.42,0.0,3.56,0.143,0.0,0.318,0.212,0.0,0.301,0.9,0.1287,0.1908
ken_sema__swe,Ken Sema,SWE,MID,nations_league,Nations League,22,5,0,9,0,0,9,6,22.0,5.08,3.9624000000000006,1.872,2.4,0.0,1.5,0.227,0.0,0.409,0.472,0.0,0.295,0.78,0.1771,0.3682
ken_sema__swe,Ken Sema,SWE,MID,venskabskamp,Venskabskamp,39,9,0,17,0,0,17,4,39.0,9.98,5.1896,1.3208,2.54,0.0,3.54,0.231,0.0,0.436,0.255,0.0,0.355,0.52,0.1201,0.1326
kendry_p_ez__ecu,Kendry Paez,ECU,MID,slutrunde,Slutrunde,4,4,0,0,0,0,0,0,4.0,1.92,1.92,1.92,1.92,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
kendry_p_ez__ecu,Kendry Paez,ECU,MID,kvalifikation,Kvalifikation,18,8,0,0,0,0,0,6,18.0,8.28,7.452000000000001,2.9160000000000004,3.24,0.0,0.0,0.444,0.0,0.0,0.391,0.0,0.0,0.9,0.3996,0.3519
kendry_p_ez__ecu,Kendry Paez,ECU,MID,venskabskamp,Venskabskamp,12,4,0,0,0,0,0,3,12.0,7.640000000000001,3.9728000000000003,1.2064,2.3200000000000003,0.0,0.0,0.333,0.0,0.0,0.304,0.0,0.0,0.52,0.1732,0.1581
kenji_gorr__cuw,Kenji Gorre,CUW,FWD,slutrunde,Slutrunde,7,4,0,0,0,0,0,2,7.0,2.4400000000000004,2.4400000000000004,2.14,2.14,0.0,0.0,0.571,0.0,0.0,0.877,0.0,0.0,1.0,0.571,0.877
kenji_gorr__cuw,Kenji Gorre,CUW,FWD,kvalifikation,Kvalifikation,17,8,0,3,2,0,3,2,15.0,7.62,5.634,4.104,4.5600000000000005,0.0,0.52,0.533,0.0,0.176,0.728,0.0,0.068,0.9,0.4797,0.6552
kenji_gorr__cuw,Kenji Gorre,CUW,FWD,nations_league,Nations League,18,10,0,2,0,0,2,2,18.0,5.36,4.1808000000000005,2.73,3.5,0.0,0.96,0.556,0.0,0.111,0.653,0.0,0.179,0.78,0.4337,0.5093
kenji_gorr__cuw,Kenji Gorre,CUW,FWD,venskabskamp,Venskabskamp,15,7,0,5,0,0,5,3,15.0,5.6000000000000005,2.9120000000000004,1.2272,2.3600000000000003,0.0,1.12,0.467,0.0,0.333,0.421,0.0,0.2,0.52,0.2428,0.2189
kenny_mclean__sco,Kenny McLean,SCO,MID,slutrunde,Slutrunde,6,0,0,0,3,0,0,0,3.0,2.04,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kenny_mclean__sco,Kenny McLean,SCO,MID,kvalifikation,Kvalifikation,47,9,0,16,0,0,16,7,47.0,10.5,9.450000000000001,2.1420000000000003,2.3800000000000003,0.0,1.8,0.191,0.0,0.34,0.227,0.0,0.171,0.9,0.1719,0.2043
kenny_mclean__sco,Kenny McLean,SCO,MID,nations_league,Nations League,24,12,0,7,0,0,7,1,24.0,6.04,4.711200000000001,3.3852,4.34,0.0,1.0,0.5,0.0,0.292,0.719,0.0,0.166,0.78,0.39,0.5608
kenny_mclean__sco,Kenny McLean,SCO,MID,venskabskamp,Venskabskamp,29,8,0,10,2,0,10,3,27.0,9.38,4.7216000000000005,1.5392000000000001,2.96,0.0,2.3600000000000003,0.296,0.0,0.345,0.326,0.0,0.252,0.52,0.1539,0.1695
kento_shiogai__jpn,Kento Shiogai,JPN,FWD,venskabskamp,Venskabskamp,3,0,0,0,0,0,0,1,3.0,2.84,1.4768000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.0
kerem_akt_rko_lu__tur,Kerem Akturkoglu,TUR,MID,slutrunde,Slutrunde,8,1,0,2,0,0,2,1,8.0,3.0,3.0,0.48,0.48,0.0,0.4,0.125,0.0,0.25,0.16,0.0,0.133,1.0,0.125,0.16
kerem_akt_rko_lu__tur,Kerem Akturkoglu,TUR,MID,kvalifikation,Kvalifikation,24,20,0,0,1,0,0,0,23.0,9.84,8.244000000000002,7.704000000000001,8.56,0.0,0.0,0.87,0.0,0.0,0.934,0.0,0.0,0.9,0.783,0.8406
kerem_akt_rko_lu__tur,Kerem Akturkoglu,TUR,MID,nations_league,Nations League,14,11,0,0,0,0,0,0,14.0,5.04,3.9312000000000005,3.2448,4.16,0.0,0.0,0.786,0.0,0.0,0.825,0.0,0.0,0.78,0.6131,0.6435
kerem_akt_rko_lu__tur,Kerem Akturkoglu,TUR,MID,venskabskamp,Venskabskamp,16,5,0,0,2,0,0,4,14.0,6.34,2.6104000000000003,1.2272,2.3600000000000003,0.0,0.0,0.357,0.0,0.0,0.47,0.0,0.0,0.52,0.1856,0.2444
kerim_alajbegovi__bih,Kerim Alajbegovic,BIH,MID,kvalifikation,Kvalifikation,7,3,0,0,0,0,0,0,7.0,5.24,4.716000000000001,2.0520000000000005,2.2800000000000002,0.0,0.0,0.429,0.0,0.0,0.435,0.0,0.0,0.9,0.3861,0.3915
kerim_alajbegovi__bih,Kerim Alajbegovic,BIH,MID,venskabskamp,Venskabskamp,3,2,0,0,0,0,0,0,3.0,2.68,1.3936000000000002,1.04,2.0,0.0,0.0,0.667,0.0,0.0,0.746,0.0,0.0,0.52,0.3468,0.3879
kevin_casta_o__col,Kevin Castano,COL,MID,slutrunde,Slutrunde,6,0,0,0,0,0,0,2,6.0,2.88,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kevin_casta_o__col,Kevin Castano,COL,MID,kvalifikation,Kvalifikation,18,7,0,3,0,0,3,6,18.0,8.48,7.632000000000001,3.1320000000000006,3.48,0.0,1.32,0.389,0.0,0.167,0.41,0.0,0.156,0.9,0.3501,0.369
kevin_casta_o__col,Kevin Castano,COL,MID,venskabskamp,Venskabskamp,18,4,0,2,0,0,2,4,18.0,9.040000000000001,4.7008,0.7280000000000001,1.4000000000000001,0.0,0.64,0.222,0.0,0.111,0.155,0.0,0.071,0.52,0.1154,0.0806
kevin_danso__aut,Kevin Danso,AUT,DEF,slutrunde,Slutrunde,8,2,0,4,0,0,4,1,8.0,2.7199999999999998,2.7199999999999998,0.96,0.96,0.0,0.8,0.25,0.0,0.5,0.353,0.0,0.294,1.0,0.25,0.353
kevin_danso__aut,Kevin Danso,AUT,DEF,kvalifikation,Kvalifikation,42,10,0,18,3,0,18,8,39.0,11.16,8.964,2.8440000000000003,3.16,0.0,2.3000000000000003,0.256,0.0,0.429,0.317,0.0,0.206,0.9,0.2304,0.2853
kevin_danso__aut,Kevin Danso,AUT,DEF,nations_league,Nations League,24,4,0,9,8,0,8,1,16.0,6.04,2.3088,0.8424,1.08,0.0,1.0,0.25,0.0,0.375,0.365,0.0,0.166,0.78,0.195,0.2847
kevin_danso__aut,Kevin Danso,AUT,DEF,venskabskamp,Venskabskamp,24,6,0,7,3,0,7,4,21.0,6.82,3.3384000000000005,1.1960000000000002,2.3000000000000003,0.0,0.9,0.286,0.0,0.292,0.358,0.0,0.132,0.52,0.1487,0.1862
kevin_de_bruyne__bel,Kevin De Bruyne,BEL,MID,slutrunde,Slutrunde,29,25,0,0,1,0,0,2,28.0,5.22,5.0200000000000005,4.62,4.62,0.0,0.0,0.893,0.0,0.0,0.92,0.0,0.0,1.0,0.893,0.92
kevin_de_bruyne__bel,Kevin De Bruyne,BEL,MID,nations_league_finals,Nations League-slutrunde,2,1,0,0,0,0,0,0,2.0,0.4,0.38,0.19,0.2,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.95,0.475,0.475
kevin_de_bruyne__bel,Kevin De Bruyne,BEL,MID,kvalifikation,Kvalifikation,74,41,0,11,18,0,11,1,56.0,14.180000000000001,8.838000000000001,7.092000000000001,7.880000000000001,0.0,1.54,0.732,0.0,0.149,0.802,0.0,0.109,0.9,0.6588,0.7218
kevin_de_bruyne__bel,Kevin De Bruyne,BEL,MID,nations_league,Nations League,24,13,0,4,7,0,4,0,17.0,6.04,3.5724000000000005,2.5896000000000003,3.32,0.0,1.26,0.765,0.0,0.167,0.725,0.0,0.209,0.78,0.5967,0.5655
kevin_de_bruyne__bel,Kevin De Bruyne,BEL,MID,venskabskamp,Venskabskamp,59,31,0,10,11,0,10,4,48.0,11.26,5.1168000000000005,3.9000000000000004,7.5,0.0,1.6400000000000001,0.646,0.0,0.169,0.762,0.0,0.146,0.52,0.3359,0.3962
kevin_felida__cuw,Kevin Felida,CUW,MID,slutrunde,Slutrunde,3,0,0,0,0,0,0,3,3.0,2.04,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
kevin_felida__cuw,Kevin Felida,CUW,MID,kvalifikation,Kvalifikation,15,1,0,0,0,0,0,9,15.0,7.420000000000001,6.678000000000001,0.18000000000000002,0.2,0.0,0.0,0.067,0.0,0.0,0.027,0.0,0.0,0.9,0.0603,0.0243
kevin_felida__cuw,Kevin Felida,CUW,MID,nations_league,Nations League,14,3,0,3,0,0,3,5,14.0,4.96,3.8688000000000002,0.7488,0.96,0.0,0.6000000000000001,0.214,0.0,0.214,0.194,0.0,0.121,0.78,0.1669,0.1513
kevin_felida__cuw,Kevin Felida,CUW,MID,venskabskamp,Venskabskamp,15,2,0,6,0,0,6,2,15.0,5.6000000000000005,2.9120000000000004,0.33280000000000004,0.64,0.0,1.2000000000000002,0.133,0.0,0.4,0.114,0.0,0.214,0.52,0.0692,0.0593
kevin_lenini__cpv,Kevin Lenini Pina,CPV,MID,slutrunde,Slutrunde,5,5,0,0,0,0,0,0,5.0,1.6,1.6,1.6,1.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
kevin_lenini__cpv,Kevin Lenini Pina,CPV,MID,kvalifikation,Kvalifikation,24,15,0,5,0,0,5,3,24.0,10.0,9.0,6.804,7.5600000000000005,0.0,1.52,0.625,0.0,0.208,0.756,0.0,0.152,0.9,0.5625,0.6804
kevin_lenini__cpv,Kevin Lenini Pina,CPV,MID,venskabskamp,Venskabskamp,17,8,0,6,1,0,6,0,16.0,8.08,4.035200000000001,2.3088,4.44,0.0,2.2,0.5,0.0,0.353,0.572,0.0,0.272,0.52,0.26,0.2974
kevin_rodr_guez__ecu,Kevin Rodriguez,ECU,FWD,slutrunde,Slutrunde,7,2,0,0,0,0,0,1,7.0,2.52,2.52,0.96,0.96,0.0,0.0,0.286,0.0,0.0,0.381,0.0,0.0,1.0,0.286,0.381
kevin_rodr_guez__ecu,Kevin Rodriguez,ECU,FWD,kvalifikation,Kvalifikation,18,5,0,0,1,0,0,1,17.0,8.28,7.0200000000000005,1.9080000000000001,2.12,0.0,0.0,0.294,0.0,0.0,0.272,0.0,0.0,0.9,0.2646,0.2448
kevin_rodr_guez__ecu,Kevin Rodriguez,ECU,FWD,venskabskamp,Venskabskamp,17,2,0,3,3,0,3,2,14.0,8.88,4.035200000000001,0.4576,0.8800000000000001,0.0,1.56,0.143,0.0,0.176,0.113,0.0,0.176,0.52,0.0744,0.0588
kevin_schade__ger,Kevin Schade,GER,MID,slutrunde,Slutrunde,5,0,0,5,0,0,5,0,5.0,2.4,2.4,0.0,0.0,0.0,2.4,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
kevin_schade__ger,Kevin Schade,GER,MID,nations_league_finals,Nations League-slutrunde,4,0,0,4,0,0,4,0,4.0,2.12,2.014,0.0,0.0,0.0,2.12,0.0,0.0,1.0,0.0,0.0,1.0,0.95,0.0,0.0
kevin_schade__ger,Kevin Schade,GER,MID,kvalifikation,Kvalifikation,6,0,0,4,0,0,4,1,6.0,4.08,3.6720000000000006,0.0,0.0,0.0,2.72,0.0,0.0,0.667,0.0,0.0,0.667,0.9,0.0,0.0
kevin_schade__ger,Kevin Schade,GER,MID,nations_league,Nations League,6,0,0,4,0,0,4,1,6.0,2.88,2.2464,0.0,0.0,0.0,1.92,0.0,0.0,0.667,0.0,0.0,0.667,0.78,0.0,0.0
kevin_schade__ger,Kevin Schade,GER,MID,venskabskamp,Venskabskamp,17,0,0,5,6,0,5,3,11.0,6.5600000000000005,2.4128000000000003,0.0,0.0,0.0,1.76,0.0,0.0,0.294,0.0,0.0,0.268,0.52,0.0,0.0
kevin_yakob__irq,Kevin Yakob,IRQ,MID,slutrunde,Slutrunde,11,0,0,7,4,0,7,0,7.0,5.95,4.67,0.0,0.0,0.0,4.67,0.0,0.0,0.636,0.0,0.0,0.785,1.0,0.0,0.0
kevin_yakob__irq,Kevin Yakob,IRQ,MID,kvalifikation,Kvalifikation,21,2,0,10,6,0,10,2,15.0,10.88,7.776000000000001,1.2240000000000002,1.36,0.0,5.0,0.133,0.0,0.476,0.157,0.0,0.46,0.9,0.1197,0.1413
kevin_yakob__irq,Kevin Yakob,IRQ,MID,venskabskamp,Venskabskamp,10,2,0,0,5,0,0,0,5.0,5.28,1.9136000000000002,0.52,1.0,0.0,0.0,0.4,0.0,0.0,0.272,0.0,0.0,0.52,0.208,0.1414
khalil_ayari__tun,Khalil Ayari,TUN,MID,venskabskamp,Venskabskamp,5,2,0,0,0,0,0,1,5.0,4.32,2.2464,0.9984000000000001,1.92,0.0,0.0,0.4,0.0,0.0,0.444,0.0,0.0,0.52,0.208,0.2309
khozhiakbar_alizhonov__uzb,Khozhiakbar Alizhonov,UZB,DEF,slutrunde,Slutrunde,13,6,0,0,3,0,0,1,10.0,5.6000000000000005,4.640000000000001,3.0,3.0,0.0,0.0,0.6,0.0,0.0,0.647,0.0,0.0,1.0,0.6,0.647
khozhiakbar_alizhonov__uzb,Khozhiakbar Alizhonov,UZB,DEF,kvalifikation,Kvalifikation,27,18,0,0,4,0,0,2,23.0,8.94,6.606,5.292,5.88,0.0,0.0,0.783,0.0,0.0,0.801,0.0,0.0,0.9,0.7047,0.7209
khozhiakbar_alizhonov__uzb,Khozhiakbar Alizhonov,UZB,DEF,venskabskamp,Venskabskamp,39,18,0,12,0,0,12,5,39.0,11.16,5.8032,2.9744,5.720000000000001,0.0,3.2,0.462,0.0,0.308,0.513,0.0,0.287,0.52,0.2402,0.2668
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,slutrunde,Slutrunde,15,11,0,4,0,0,4,0,15.0,8.36,8.36,5.64,5.64,0.0,2.72,0.733,0.0,0.267,0.675,0.0,0.325,1.0,0.733,0.675
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,kvalifikation,Kvalifikation,20,14,0,6,0,0,6,0,20.0,9.08,8.172,5.868,6.52,0.0,2.56,0.7,0.0,0.3,0.718,0.0,0.282,0.9,0.63,0.6462
khuliso_mudau__rsa,Khuliso Mudau,RSA,DEF,venskabskamp,Venskabskamp,18,6,0,8,0,0,8,3,18.0,8.0,4.16,1.6848,3.24,0.0,3.04,0.333,0.0,0.444,0.405,0.0,0.38,0.52,0.1732,0.2106
