player_id,player_name,team_id,position_model,competition_category,competition_category_label,rows,starts,bench,not_in_squad,injury_or_fitness_absences,suspension_absences,not_selected_or_unknown_absences,unused_in_squad,selection_observations,recency_weight_sum,recency_selection_weight_sum,recency_start_numerator,recent_weighted_starts,recent_weighted_bench,recent_weighted_not_in_squad,start_share,bench_share,not_in_squad_share,recency_weighted_start_share,recency_weighted_bench_share,recency_weighted_not_in_squad_share,competition_weight,weighted_start_signal,recency_competition_weighted_start_signal
carlos_harvey__pan,Carlos Harvey,PAN,MID,kvalifikation,Kvalifikation,30,5,0,18,2,0,18,3,28.0,10.200000000000001,7.956000000000001,2.6280000000000006,2.9200000000000004,0.0,3.4000000000000004,0.179,0.0,0.6,0.33,0.0,0.333,0.9,0.1611,0.297
carlos_harvey__pan,Carlos Harvey,PAN,MID,nations_league,Nations League,12,0,0,11,0,0,11,1,12.0,2.48,1.9344000000000001,0.0,0.0,0.0,2.38,0.0,0.0,0.917,0.0,0.0,0.96,0.78,0.0,0.0
carlos_harvey__pan,Carlos Harvey,PAN,MID,venskabskamp,Venskabskamp,34,8,0,23,0,0,23,0,34.0,12.2,6.344,2.7664,5.32,0.0,5.3,0.235,0.0,0.676,0.436,0.0,0.434,0.52,0.1222,0.2267
carlos_miguel_coronel__par,Carlos Miguel Coronel,PAR,GK,slutrunde,Slutrunde,3,0,0,0,0,0,0,3,3.0,1.44,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
carlos_miguel_coronel__par,Carlos Miguel Coronel,PAR,GK,kvalifikation,Kvalifikation,18,6,0,1,0,0,1,11,18.0,8.28,7.452000000000001,1.7280000000000002,1.92,0.0,0.68,0.333,0.0,0.056,0.232,0.0,0.082,0.9,0.2997,0.2088
carlos_miguel_coronel__par,Carlos Miguel Coronel,PAR,GK,venskabskamp,Venskabskamp,3,3,0,0,0,0,0,0,3.0,1.44,0.7487999999999999,0.7487999999999999,1.44,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.52,0.52,0.52
carlos_rodriguez__mex,Carlos Rodriguez,MEX,MID,slutrunde,Slutrunde,30,4,0,7,0,0,7,6,30.0,9.84,9.84,1.0,1.0,0.0,1.8800000000000001,0.133,0.0,0.233,0.102,0.0,0.191,1.0,0.133,0.102
carlos_rodriguez__mex,Carlos Rodriguez,MEX,MID,nations_league_finals,Nations League-slutrunde,12,3,0,2,0,0,2,6,12.0,4.14,3.933,1.1019999999999999,1.16,0.0,0.64,0.25,0.0,0.167,0.28,0.0,0.155,0.95,0.2375,0.266
carlos_rodriguez__mex,Carlos Rodriguez,MEX,MID,kvalifikation,Kvalifikation,14,9,0,0,0,0,0,2,14.0,2.8000000000000003,2.5200000000000005,1.62,1.8,0.0,0.0,0.643,0.0,0.0,0.643,0.0,0.0,0.9,0.5787,0.5787
carlos_rodriguez__mex,Carlos Rodriguez,MEX,MID,nations_league,Nations League,8,4,0,2,0,0,2,2,8.0,1.2000000000000002,0.9360000000000002,0.39000000000000007,0.5,0.0,0.4,0.5,0.0,0.25,0.417,0.0,0.333,0.78,0.39,0.3253
carlos_rodriguez__mex,Carlos Rodriguez,MEX,MID,venskabskamp,Venskabskamp,56,19,0,14,4,0,14,7,52.0,19.29,9.6148,2.47,4.75,0.0,3.74,0.365,0.0,0.25,0.257,0.0,0.194,0.52,0.1898,0.1336
casemiro__bra,Casemiro,BRA,MID,slutrunde,Slutrunde,46,20,0,19,0,0,16,6,46.0,7.32,7.32,2.9000000000000004,2.9000000000000004,0.0,3.42,0.435,0.0,0.413,0.396,0.0,0.467,1.0,0.435,0.396
casemiro__bra,Casemiro,BRA,MID,kvalifikation,Kvalifikation,53,23,0,16,11,0,16,3,42.0,12.98,10.026000000000002,4.788,5.32,0.0,5.32,0.548,0.0,0.302,0.478,0.0,0.41,0.9,0.4932,0.4302
casemiro__bra,Casemiro,BRA,MID,venskabskamp,Venskabskamp,93,34,0,44,4,0,44,3,89.0,17.2,8.736,5.137600000000001,9.88,0.0,5.6000000000000005,0.382,0.0,0.473,0.588,0.0,0.326,0.52,0.1986,0.3058
cecilio_waterman__pan,Cecilio Waterman,PAN,FWD,slutrunde,Slutrunde,64,3,0,44,8,0,44,2,56.0,11.860000000000001,7.220000000000001,0.52,0.52,0.0,4.7,0.054,0.0,0.688,0.072,0.0,0.396,1.0,0.054,0.072
cecilio_waterman__pan,Cecilio Waterman,PAN,FWD,nations_league_finals,Nations League-slutrunde,10,3,0,2,0,0,2,0,10.0,3.84,3.6479999999999997,1.064,1.12,0.0,0.96,0.3,0.0,0.2,0.292,0.0,0.25,0.95,0.285,0.2774
cecilio_waterman__pan,Cecilio Waterman,PAN,FWD,kvalifikation,Kvalifikation,67,9,0,38,8,0,38,3,59.0,13.9,10.926000000000002,3.5100000000000007,3.9000000000000004,0.0,4.5,0.153,0.0,0.567,0.321,0.0,0.324,0.9,0.1377,0.2889
cecilio_waterman__pan,Cecilio Waterman,PAN,FWD,nations_league,Nations League,12,4,0,5,0,0,5,0,12.0,2.48,1.9344000000000001,0.7176000000000001,0.92,0.0,0.8200000000000001,0.333,0.0,0.417,0.371,0.0,0.331,0.78,0.2597,0.2894
cecilio_waterman__pan,Cecilio Waterman,PAN,FWD,venskabskamp,Venskabskamp,94,6,0,77,4,0,77,1,90.0,18.2,8.6632,1.872,3.6,0.0,10.32,0.067,0.0,0.819,0.216,0.0,0.567,0.52,0.0348,0.1123
c_dric_bakambu__cod,Cedric Bakambu,COD,FWD,slutrunde,Slutrunde,36,13,0,17,0,0,17,3,36.0,10.76,10.76,4.65,4.65,0.0,4.32,0.361,0.0,0.472,0.432,0.0,0.401,1.0,0.361,0.432
c_dric_bakambu__cod,Cedric Bakambu,COD,FWD,kvalifikation,Kvalifikation,59,33,0,14,5,0,14,1,54.0,16.080000000000002,12.654000000000002,7.8660000000000005,8.74,0.0,3.92,0.611,0.0,0.237,0.622,0.0,0.244,0.9,0.5499,0.5598
c_dric_bakambu__cod,Cedric Bakambu,COD,FWD,venskabskamp,Venskabskamp,34,11,0,17,2,0,17,2,32.0,8.65,4.394,1.6588,3.19,0.0,3.8200000000000003,0.344,0.0,0.5,0.378,0.0,0.442,0.52,0.1789,0.1966
cedric_itten__sui,Cedric Itten,SUI,FWD,slutrunde,Slutrunde,14,0,0,14,0,0,10,0,14.0,4.2,4.2,0.0,0.0,0.0,4.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
cedric_itten__sui,Cedric Itten,SUI,FWD,kvalifikation,Kvalifikation,26,5,0,8,2,0,8,5,24.0,8.64,7.200000000000001,1.026,1.1400000000000001,0.0,2.24,0.208,0.0,0.308,0.142,0.0,0.259,0.9,0.1872,0.1278
cedric_itten__sui,Cedric Itten,SUI,FWD,nations_league,Nations League,18,0,0,14,0,0,14,3,18.0,4.68,3.6504000000000003,0.0,0.0,0.0,4.08,0.0,0.0,0.778,0.0,0.0,0.872,0.78,0.0,0.0
cedric_itten__sui,Cedric Itten,SUI,FWD,venskabskamp,Venskabskamp,21,0,0,16,2,0,15,0,19.0,8.9,4.42,0.0,0.0,0.0,6.4,0.0,0.0,0.762,0.0,0.0,0.719,0.52,0.0,0.0
c_sar_blackman__pan,Cesar Blackman,PAN,DEF,slutrunde,Slutrunde,21,5,0,4,6,0,4,5,15.0,7.5600000000000005,6.0,2.44,2.44,0.0,0.4,0.333,0.0,0.19,0.407,0.0,0.053,1.0,0.333,0.407
c_sar_blackman__pan,Cesar Blackman,PAN,DEF,nations_league_finals,Nations League-slutrunde,10,7,0,0,0,0,0,1,10.0,3.84,3.6479999999999997,2.7359999999999998,2.88,0.0,0.0,0.7,0.0,0.0,0.75,0.0,0.0,0.95,0.665,0.7125
c_sar_blackman__pan,Cesar Blackman,PAN,DEF,kvalifikation,Kvalifikation,30,4,0,0,4,0,0,17,26.0,10.200000000000001,8.46,1.9260000000000004,2.14,0.0,0.0,0.154,0.0,0.0,0.228,0.0,0.0,0.9,0.1386,0.2052
c_sar_blackman__pan,Cesar Blackman,PAN,DEF,nations_league,Nations League,12,4,0,2,0,0,2,5,12.0,2.48,1.9344000000000001,0.8112000000000001,1.04,0.0,0.2,0.333,0.0,0.167,0.419,0.0,0.081,0.78,0.2597,0.3268
c_sar_blackman__pan,Cesar Blackman,PAN,DEF,venskabskamp,Venskabskamp,33,6,0,18,3,0,18,1,30.0,12.1,6.0840000000000005,2.0384,3.92,0.0,4.7,0.2,0.0,0.545,0.335,0.0,0.388,0.52,0.104,0.1742
c_sar_montes__mex,Cesar Montes,MEX,DEF,slutrunde,Slutrunde,41,16,0,16,0,0,16,7,41.0,10.940000000000001,10.940000000000001,6.6000000000000005,6.6000000000000005,0.0,3.4400000000000004,0.39,0.0,0.39,0.603,0.0,0.314,1.0,0.39,0.603
c_sar_montes__mex,Cesar Montes,MEX,DEF,nations_league_finals,Nations League-slutrunde,12,8,0,4,0,0,3,0,12.0,4.14,3.933,2.888,3.04,0.0,1.1,0.667,0.0,0.333,0.734,0.0,0.266,0.95,0.6337,0.6973
c_sar_montes__mex,Cesar Montes,MEX,DEF,kvalifikation,Kvalifikation,18,10,0,6,0,0,6,0,18.0,3.2,2.8800000000000003,1.8000000000000003,2.0,0.0,1.0,0.556,0.0,0.333,0.625,0.0,0.312,0.9,0.5004,0.5625
c_sar_montes__mex,Cesar Montes,MEX,DEF,nations_league,Nations League,8,2,0,4,1,0,4,1,7.0,1.2000000000000002,0.8580000000000001,0.23400000000000004,0.30000000000000004,0.0,0.7000000000000001,0.286,0.0,0.5,0.273,0.0,0.583,0.78,0.2231,0.2129
c_sar_montes__mex,Cesar Montes,MEX,DEF,venskabskamp,Venskabskamp,75,24,0,28,5,0,28,14,70.0,23.89,12.1628,5.3664000000000005,10.32,0.0,8.31,0.343,0.0,0.373,0.441,0.0,0.348,0.52,0.1784,0.2293
cesar_samudio__pan,Cesar Samudio,PAN,GK,slutrunde,Slutrunde,14,0,0,4,0,0,4,10,14.0,6.5600000000000005,6.5600000000000005,0.0,0.0,0.0,2.72,0.0,0.0,0.286,0.0,0.0,0.415,1.0,0.0,0.0
cesar_samudio__pan,Cesar Samudio,PAN,GK,nations_league_finals,Nations League-slutrunde,10,0,0,0,0,0,0,10,10.0,3.84,3.6479999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
cesar_samudio__pan,Cesar Samudio,PAN,GK,kvalifikation,Kvalifikation,16,0,0,7,0,0,7,9,16.0,7.6000000000000005,6.840000000000001,0.0,0.0,0.0,2.3600000000000003,0.0,0.0,0.438,0.0,0.0,0.311,0.9,0.0,0.0
cesar_samudio__pan,Cesar Samudio,PAN,GK,nations_league,Nations League,8,1,0,0,0,0,0,6,8.0,2.08,1.6224000000000003,0.24960000000000002,0.32,0.0,0.0,0.125,0.0,0.0,0.154,0.0,0.0,0.78,0.0975,0.1201
cesar_samudio__pan,Cesar Samudio,PAN,GK,venskabskamp,Venskabskamp,22,2,0,10,0,0,10,9,22.0,10.9,5.668,0.624,1.2,0.0,3.7,0.091,0.0,0.455,0.11,0.0,0.339,0.52,0.0473,0.0572
c_sar_yanis__pan,Cesar Yanis,PAN,MID,slutrunde,Slutrunde,17,2,0,0,0,0,0,7,17.0,7.16,7.16,0.4,0.4,0.0,0.0,0.118,0.0,0.0,0.056,0.0,0.0,1.0,0.118,0.056
c_sar_yanis__pan,Cesar Yanis,PAN,MID,nations_league_finals,Nations League-slutrunde,10,0,0,4,0,0,4,3,10.0,3.84,3.6479999999999997,0.0,0.0,0.0,1.6,0.0,0.0,0.4,0.0,0.0,0.417,0.95,0.0,0.0
c_sar_yanis__pan,Cesar Yanis,PAN,MID,kvalifikation,Kvalifikation,30,6,0,4,0,0,4,6,30.0,10.200000000000001,9.180000000000001,1.8540000000000003,2.06,0.0,2.72,0.2,0.0,0.133,0.202,0.0,0.267,0.9,0.18,0.1818
c_sar_yanis__pan,Cesar Yanis,PAN,MID,nations_league,Nations League,8,1,0,0,0,0,0,4,8.0,2.08,1.6224000000000003,0.15600000000000003,0.2,0.0,0.0,0.125,0.0,0.0,0.096,0.0,0.0,0.78,0.0975,0.0749
c_sar_yanis__pan,Cesar Yanis,PAN,MID,venskabskamp,Venskabskamp,30,10,0,9,0,0,9,4,30.0,11.8,6.136,1.8824,3.62,0.0,3.78,0.333,0.0,0.3,0.307,0.0,0.32,0.52,0.1732,0.1596
chadi_riad__mar,Chadi Riad,MAR,DEF,slutrunde,Slutrunde,24,0,0,3,18,0,2,3,6.0,16.92,2.98,0.0,0.0,0.0,2.02,0.0,0.0,0.125,0.0,0.0,0.119,1.0,0.0,0.0
chadi_riad__mar,Chadi Riad,MAR,DEF,kvalifikation,Kvalifikation,13,1,0,0,11,0,0,1,2.0,6.84,0.864,0.432,0.48,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.9,0.45,0.45
chadi_riad__mar,Chadi Riad,MAR,DEF,venskabskamp,Venskabskamp,14,3,0,1,5,0,1,4,9.0,8.6,2.704,0.8112000000000001,1.56,0.0,1.0,0.333,0.0,0.071,0.3,0.0,0.116,0.52,0.1732,0.156
chancel_mbemba__cod,Chancel Mbemba,COD,DEF,slutrunde,Slutrunde,49,24,0,19,2,0,19,4,47.0,12.06,11.860000000000001,6.94,6.94,0.0,4.5200000000000005,0.511,0.0,0.388,0.585,0.0,0.375,1.0,0.511,0.585
chancel_mbemba__cod,Chancel Mbemba,COD,DEF,kvalifikation,Kvalifikation,74,61,0,6,3,0,6,3,71.0,17.580000000000002,15.552000000000001,14.13,15.700000000000001,0.0,0.8,0.859,0.0,0.081,0.909,0.0,0.046,0.9,0.7731,0.8181
chancel_mbemba__cod,Chancel Mbemba,COD,DEF,venskabskamp,Venskabskamp,38,19,0,16,0,0,16,2,38.0,9.05,4.706,2.8028,5.39,0.0,2.92,0.5,0.0,0.421,0.596,0.0,0.323,0.52,0.26,0.3099
charles_de_ketelaere__bel,Charles De Ketelaere,BEL,FWD,slutrunde,Slutrunde,12,0,0,5,0,0,5,5,12.0,3.52,3.52,0.0,0.0,0.0,1.0,0.0,0.0,0.417,0.0,0.0,0.284,1.0,0.0,0.0
charles_de_ketelaere__bel,Charles De Ketelaere,BEL,FWD,nations_league_finals,Nations League-slutrunde,2,0,0,0,0,0,0,1,2.0,0.4,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0
charles_de_ketelaere__bel,Charles De Ketelaere,BEL,FWD,kvalifikation,Kvalifikation,24,6,0,7,2,0,7,6,22.0,9.18,7.362000000000001,2.9160000000000004,3.24,0.0,1.34,0.273,0.0,0.292,0.396,0.0,0.146,0.9,0.2457,0.3564
charles_de_ketelaere__bel,Charles De Ketelaere,BEL,FWD,nations_league,Nations League,16,3,0,3,2,0,3,2,14.0,5.24,3.3384,1.1232,1.44,0.0,0.4,0.214,0.0,0.188,0.336,0.0,0.076,0.78,0.1669,0.2621
charles_de_ketelaere__bel,Charles De Ketelaere,BEL,FWD,venskabskamp,Venskabskamp,16,5,0,3,3,0,3,1,13.0,6.96,3.12,1.7264000000000002,3.3200000000000003,0.0,0.78,0.385,0.0,0.188,0.553,0.0,0.112,0.52,0.2002,0.2876
charles_pickel__cod,Charles Pickel,COD,MID,slutrunde,Slutrunde,15,7,0,4,0,0,4,3,15.0,8.36,8.36,2.77,2.77,0.0,2.72,0.467,0.0,0.267,0.331,0.0,0.325,1.0,0.467,0.331
charles_pickel__cod,Charles Pickel,COD,MID,kvalifikation,Kvalifikation,20,13,0,0,0,0,0,2,20.0,10.76,9.684000000000001,5.5440000000000005,6.16,0.0,0.0,0.65,0.0,0.0,0.572,0.0,0.0,0.9,0.585,0.5148
charles_pickel__cod,Charles Pickel,COD,MID,venskabskamp,Venskabskamp,10,5,0,2,0,0,2,0,10.0,5.53,2.8756000000000004,1.2948000000000002,2.49,0.0,1.24,0.5,0.0,0.2,0.45,0.0,0.224,0.52,0.26,0.234
che_adams__sco,Che Adams,SCO,FWD,slutrunde,Slutrunde,6,5,0,0,0,0,0,0,6.0,2.04,2.04,1.8399999999999999,1.8399999999999999,0.0,0.0,0.833,0.0,0.0,0.902,0.0,0.0,1.0,0.833,0.902
che_adams__sco,Che Adams,SCO,FWD,kvalifikation,Kvalifikation,25,15,0,6,0,0,6,0,25.0,8.3,7.470000000000001,4.788,5.32,0.0,1.6800000000000002,0.6,0.0,0.24,0.641,0.0,0.202,0.9,0.54,0.5769
che_adams__sco,Che Adams,SCO,FWD,nations_league,Nations League,14,8,0,2,2,0,2,0,12.0,5.04,3.1824000000000003,1.9032000000000002,2.44,0.0,0.96,0.667,0.0,0.143,0.598,0.0,0.19,0.78,0.5203,0.4664
che_adams__sco,Che Adams,SCO,FWD,venskabskamp,Venskabskamp,17,8,0,2,1,0,2,2,16.0,8.18,4.2016,1.9968000000000001,3.8400000000000003,0.0,1.2,0.5,0.0,0.118,0.475,0.0,0.147,0.52,0.26,0.247
chemsdine_talbi__mar,Chemsdine Talbi,MAR,FWD,slutrunde,Slutrunde,13,0,0,6,0,0,4,6,13.0,10.879999999999999,10.879999999999999,0.0,0.0,0.0,4.93,0.0,0.0,0.462,0.0,0.0,0.453,1.0,0.0,0.0
chemsdine_talbi__mar,Chemsdine Talbi,MAR,FWD,kvalifikation,Kvalifikation,3,0,0,0,0,0,0,2,3.0,2.04,1.8360000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
chemsdine_talbi__mar,Chemsdine Talbi,MAR,FWD,venskabskamp,Venskabskamp,7,1,0,0,2,0,0,2,5.0,5.88,2.0176000000000003,0.47840000000000005,0.92,0.0,0.0,0.2,0.0,0.0,0.237,0.0,0.0,0.52,0.104,0.1232
chris_brady__usa,Chris Brady,USA,GK,slutrunde,Slutrunde,6,0,0,4,0,0,4,2,6.0,4.08,4.08,0.0,0.0,0.0,2.72,0.0,0.0,0.667,0.0,0.0,0.667,1.0,0.0,0.0
chris_brady__usa,Chris Brady,USA,GK,venskabskamp,Venskabskamp,10,0,0,2,0,0,2,7,10.0,7.92,4.1184,0.0,0.0,0.0,1.36,0.0,0.0,0.2,0.0,0.0,0.172,0.52,0.0,0.0
chris_richards__usa,Chris Richards,USA,DEF,slutrunde,Slutrunde,24,9,0,15,0,0,15,0,24.0,9.120000000000001,9.120000000000001,5.5200000000000005,5.5200000000000005,0.0,3.6,0.375,0.0,0.625,0.605,0.0,0.395,1.0,0.375,0.605
chris_richards__usa,Chris Richards,USA,DEF,nations_league_finals,Nations League-slutrunde,12,5,0,0,2,0,0,5,10.0,4.14,3.6479999999999997,1.672,1.76,0.0,0.0,0.5,0.0,0.0,0.458,0.0,0.0,0.95,0.475,0.4351
chris_richards__usa,Chris Richards,USA,DEF,kvalifikation,Kvalifikation,14,4,0,4,3,0,4,2,11.0,2.8000000000000003,1.9800000000000002,0.7200000000000001,0.8,0.0,0.8,0.364,0.0,0.286,0.364,0.0,0.286,0.9,0.3276,0.3276
chris_richards__usa,Chris Richards,USA,DEF,nations_league,Nations League,4,0,0,2,2,0,2,0,2.0,0.8,0.31200000000000006,0.0,0.0,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.5,0.78,0.0,0.0
chris_richards__usa,Chris Richards,USA,DEF,venskabskamp,Venskabskamp,41,13,0,13,9,0,13,2,32.0,17.22,7.404800000000001,3.5568,6.84,0.0,5.640000000000001,0.406,0.0,0.317,0.48,0.0,0.328,0.52,0.2111,0.2496
chris_wood__nzl,Chris Wood,NZL,FWD,slutrunde,Slutrunde,13,3,0,4,0,0,4,2,13.0,2.82,2.82,0.30000000000000004,0.30000000000000004,0.0,1.92,0.231,0.0,0.308,0.106,0.0,0.681,1.0,0.231,0.106
chris_wood__nzl,Chris Wood,NZL,FWD,kvalifikation,Kvalifikation,39,24,0,6,0,0,5,2,39.0,6.4,5.760000000000001,4.23,4.7,0.0,0.7000000000000001,0.615,0.0,0.154,0.734,0.0,0.109,0.9,0.5535,0.6606
chris_wood__nzl,Chris Wood,NZL,FWD,oevrig_turnering,Øvrig turnering,3,0,0,3,0,0,3,0,3.0,0.30000000000000004,0.186,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,1.0,0.0,0.0,1.0,0.62,0.0,0.0
chris_wood__nzl,Chris Wood,NZL,FWD,venskabskamp,Venskabskamp,69,42,0,12,4,0,12,1,65.0,18.880000000000003,8.777600000000001,5.2416,10.08,0.0,3.48,0.646,0.0,0.174,0.597,0.0,0.184,0.52,0.3359,0.3104
christ_inao_oulai__civ,Christ Inao Oulaï,CIV,MID,slutrunde,Slutrunde,5,3,0,0,0,0,0,1,5.0,4.25,4.25,2.55,2.55,0.0,0.0,0.6,0.0,0.0,0.6,0.0,0.0,1.0,0.6,0.6
christ_inao_oulai__civ,Christ Inao Oulaï,CIV,MID,venskabskamp,Venskabskamp,5,2,0,0,0,0,0,0,5.0,4.2,2.184,0.8320000000000001,1.6,0.0,0.0,0.4,0.0,0.0,0.381,0.0,0.0,0.52,0.208,0.1981
christian_fassnacht__sui,Christian Fassnacht,SUI,FWD,slutrunde,Slutrunde,14,0,0,5,0,0,5,6,14.0,4.2,4.2,0.0,0.0,0.0,2.4,0.0,0.0,0.357,0.0,0.0,0.571,1.0,0.0,0.0
christian_fassnacht__sui,Christian Fassnacht,SUI,FWD,nations_league_finals,Nations League-slutrunde,2,0,0,2,0,0,2,0,2.0,0.2,0.19,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.95,0.0,0.0
christian_fassnacht__sui,Christian Fassnacht,SUI,FWD,kvalifikation,Kvalifikation,32,2,0,14,2,0,14,6,30.0,9.24,7.956000000000001,0.27,0.30000000000000004,0.0,5.48,0.067,0.0,0.438,0.034,0.0,0.593,0.9,0.0603,0.0306
christian_fassnacht__sui,Christian Fassnacht,SUI,FWD,nations_league,Nations League,21,0,0,8,6,0,8,5,15.0,4.98,2.0748,0.0,0.0,0.0,1.96,0.0,0.0,0.381,0.0,0.0,0.394,0.78,0.0,0.0
christian_fassnacht__sui,Christian Fassnacht,SUI,FWD,venskabskamp,Venskabskamp,22,1,0,11,2,0,11,1,20.0,9.0,4.472,0.052000000000000005,0.1,0.0,5.7,0.05,0.0,0.5,0.012,0.0,0.633,0.52,0.026,0.0062
christian_pulisic__usa,Christian Pulisic,USA,FWD,slutrunde,Slutrunde,42,12,0,23,0,0,23,3,42.0,10.92,10.92,2.74,2.74,0.0,7.48,0.286,0.0,0.548,0.251,0.0,0.685,1.0,0.286,0.251
christian_pulisic__usa,Christian Pulisic,USA,FWD,nations_league_finals,Nations League-slutrunde,12,10,0,1,1,0,1,0,11.0,4.14,3.629,3.3249999999999997,3.5,0.0,0.32,0.909,0.0,0.083,0.916,0.0,0.077,0.95,0.8636,0.8702
christian_pulisic__usa,Christian Pulisic,USA,FWD,kvalifikation,Kvalifikation,27,18,0,1,3,0,1,0,24.0,4.1000000000000005,3.1500000000000004,2.2500000000000004,2.5,0.0,0.2,0.75,0.0,0.037,0.714,0.0,0.049,0.9,0.675,0.6426
christian_pulisic__usa,Christian Pulisic,USA,FWD,nations_league,Nations League,8,5,0,1,2,0,1,0,6.0,1.2000000000000002,0.7800000000000001,0.6240000000000001,0.8,0.0,0.2,0.833,0.0,0.125,0.8,0.0,0.167,0.78,0.6497,0.624
christian_pulisic__usa,Christian Pulisic,USA,FWD,venskabskamp,Venskabskamp,71,28,0,29,9,0,29,1,62.0,20.220000000000002,9.7448,5.5536,10.68,0.0,6.5,0.452,0.0,0.408,0.57,0.0,0.321,0.52,0.235,0.2964
christoph_baumgartner__aut,Christoph Baumgartner,AUT,MID,slutrunde,Slutrunde,8,7,0,0,0,0,0,0,8.0,2.7199999999999998,2.7199999999999998,2.24,2.24,0.0,0.0,0.875,0.0,0.0,0.824,0.0,0.0,1.0,0.875,0.824
christoph_baumgartner__aut,Christoph Baumgartner,AUT,MID,kvalifikation,Kvalifikation,27,20,0,1,3,0,1,2,24.0,9.66,8.154000000000002,6.786000000000001,7.54,0.0,0.2,0.833,0.0,0.037,0.832,0.0,0.021,0.9,0.7497,0.7488
christoph_baumgartner__aut,Christoph Baumgartner,AUT,MID,nations_league,Nations League,20,12,0,1,2,0,1,2,18.0,5.64,3.9468000000000005,2.8704,3.6799999999999997,0.0,0.1,0.667,0.0,0.05,0.727,0.0,0.018,0.78,0.5203,0.5671
christoph_baumgartner__aut,Christoph Baumgartner,AUT,MID,venskabskamp,Venskabskamp,16,11,0,1,1,0,1,0,15.0,6.0200000000000005,3.0784000000000002,2.236,4.3,0.0,1.0,0.733,0.0,0.062,0.726,0.0,0.166,0.52,0.3812,0.3775
christopher_bonsu_baah__gha,Christopher Bonsu Baah,GHA,FWD,kvalifikation,Kvalifikation,6,0,0,0,0,0,0,4,6.0,3.68,3.3120000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
christopher_bonsu_baah__gha,Christopher Bonsu Baah,GHA,FWD,venskabskamp,Venskabskamp,8,3,0,1,0,0,1,0,8.0,6.16,3.2032000000000003,0.8528,1.6400000000000001,0.0,1.0,0.375,0.0,0.125,0.266,0.0,0.162,0.52,0.195,0.1383
clement_akpa__civ,Clement Akpa,CIV,DEF,slutrunde,Slutrunde,5,0,0,3,2,0,3,0,3.0,4.25,2.55,0.0,0.0,0.0,2.55,0.0,0.0,0.6,0.0,0.0,0.6,1.0,0.0,0.0
clement_akpa__civ,Clement Akpa,CIV,DEF,kvalifikation,Kvalifikation,6,0,0,2,0,0,2,2,6.0,3.68,3.3120000000000003,0.0,0.0,0.0,1.36,0.0,0.0,0.333,0.0,0.0,0.37,0.9,0.0,0.0
clement_akpa__civ,Clement Akpa,CIV,DEF,venskabskamp,Venskabskamp,6,3,0,0,0,0,0,3,6.0,4.5600000000000005,2.3712,1.1856,2.2800000000000002,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.52,0.26,0.26
cody_gakpo__ned,Cody Gakpo,NED,FWD,slutrunde,Slutrunde,15,11,0,1,0,0,1,2,15.0,4.68,4.68,3.88,3.88,0.0,0.2,0.733,0.0,0.067,0.829,0.0,0.043,1.0,0.733,0.829
cody_gakpo__ned,Cody Gakpo,NED,FWD,nations_league_finals,Nations League-slutrunde,4,4,0,0,0,0,0,0,4.0,1.6,1.52,1.52,1.6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.95,0.95,0.95
cody_gakpo__ned,Cody Gakpo,NED,FWD,kvalifikation,Kvalifikation,23,14,0,2,5,0,2,0,18.0,9.16,7.344000000000001,6.300000000000001,7.0,0.0,0.64,0.778,0.0,0.087,0.858,0.0,0.07,0.9,0.7002,0.7722
cody_gakpo__ned,Cody Gakpo,NED,FWD,nations_league,Nations League,12,8,0,0,0,0,0,1,12.0,4.08,3.1824000000000003,2.3400000000000003,3.0,0.0,0.0,0.667,0.0,0.0,0.735,0.0,0.0,0.78,0.5203,0.5733
cody_gakpo__ned,Cody Gakpo,NED,FWD,venskabskamp,Venskabskamp,9,5,0,2,0,0,2,1,9.0,4.84,2.5168,1.8928,3.64,0.0,0.4,0.556,0.0,0.222,0.752,0.0,0.083,0.52,0.2891,0.391
cole_palmer__eng,Cole Palmer,ENG,MID,slutrunde,Slutrunde,7,0,0,0,0,0,0,2,7.0,3.36,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
