date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
07/06/26,13,home,3556,3588,2:1,,FS,in squad,0,0,0,07/06/26 | FS | club:3556 | opponent:3588 | 2:1 | in squad,False,False,False,,False,ivor_pandur__cro,Ivor Pandur,CRO,GK,371013,https://www.transfermarkt.de/ivor-pandur/nationalmannschaft/spieler/371013/verein_id/3556
02/06/26,9,home,3556,3382,0:2,,FS,in squad,0,0,0,02/06/26 | FS | club:3556 | opponent:3382 | 0:2 | in squad,False,False,False,,False,ivor_pandur__cro,Ivor Pandur,CRO,GK,371013,https://www.transfermarkt.de/ivor-pandur/nationalmannschaft/spieler/371013/verein_id/3556
01/04/26,16,away,3556,3439,1:3,,FS,in squad,0,0,0,01/04/26 | FS | club:3556 | opponent:3439 | 1:3 | in squad,False,False,False,,False,ivor_pandur__cro,Ivor Pandur,CRO,GK,371013,https://www.transfermarkt.de/ivor-pandur/nationalmannschaft/spieler/371013/verein_id/3556
26/03/26,14,away,3556,3816,2:1,,FS,in squad,0,0,0,26/03/26 | FS | club:3556 | opponent:3816 | 2:1 | in squad,False,False,False,,False,ivor_pandur__cro,Ivor Pandur,CRO,GK,371013,https://www.transfermarkt.de/ivor-pandur/nationalmannschaft/spieler/371013/verein_id/3556
17/11/25,10,away,3556,11953,3:2,,WMQ6,in squad,0,0,0,17/11/25 | WMQ6 | club:3556 | opponent:11953 | 3:2 | in squad,False,False,False,,False,ivor_pandur__cro,Ivor Pandur,CRO,GK,371013,https://www.transfermarkt.de/ivor-pandur/nationalmannschaft/spieler/371013/verein_id/3556
14/11/25,9,home,3556,9173,3:1,,WMQ6,in squad,0,0,0,14/11/25 | WMQ6 | club:3556 | opponent:9173 | 3:1 | in squad,False,False,False,,False,ivor_pandur__cro,Ivor Pandur,CRO,GK,371013,https://www.transfermarkt.de/ivor-pandur/nationalmannschaft/spieler/371013/verein_id/3556
