date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
06/06/26,6,away,3672,3439,1:2,10,FS,played,1,0,0,06/06/26 | FS | club:3672 | opponent:3439 | 1:2 | played | 76',False,False,True,76,True,mostafa_ziko__egy,Mostafa Ziko,EGY,MID,896616,https://www.transfermarkt.de/mostafa-ziko/nationalmannschaft/spieler/896616/verein_id/3672
28/05/26,10,home,3672,3448,1:0,11,FS,played,1,0,0,28/05/26 | FS | club:3672 | opponent:3448 | 1:0 | played | 56',False,False,True,56,False,mostafa_ziko__egy,Mostafa Ziko,EGY,MID,896616,https://www.transfermarkt.de/mostafa-ziko/nationalmannschaft/spieler/896616/verein_id/3672
