date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
05/06/26,42,away,3807,17759,3:0,,FS,played,0,0,0,05/06/26 | FS | club:3807 | opponent:17759 | 3:0 | played | 25',False,False,True,25,False,alaa_hejji__ksa,Alaa Hejji,KSA,MID,443937,https://www.transfermarkt.de/alaa-hejji/nationalmannschaft/spieler/443937/verein_id/3807
31/05/26,42,neutral,3807,5750,1:2,,FS,played,0,1,0,31/05/26 | FS | club:3807 | opponent:5750 | 1:2 | played | 17',False,False,True,17,False,alaa_hejji__ksa,Alaa Hejji,KSA,MID,443937,https://www.transfermarkt.de/alaa-hejji/nationalmannschaft/spieler/443937/verein_id/3807
