date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
08/06/26,19,home,3377,5674,3:1,,FS,in squad,0,0,0,08/06/26 | FS | club:3377 | opponent:5674 | 3:1 | in squad,False,False,False,,False,robin_risser__fra,Robin Risser,FRA,GK,743515,https://www.transfermarkt.de/robin-risser/nationalmannschaft/spieler/743515/verein_id/3377
04/06/26,6,home,3377,3591,1:2,,FS,in squad,0,0,0,04/06/26 | FS | club:3377 | opponent:3591 | 1:2 | in squad,False,False,False,,False,robin_risser__fra,Robin Risser,FRA,GK,743515,https://www.transfermarkt.de/robin-risser/nationalmannschaft/spieler/743515/verein_id/3377
