date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
05/06/26,6,away,3445,13342,3:1,9,FS,played,0,0,0,05/06/26 | FS | club:3445 | opponent:13342 | 3:1 | played | 28',False,False,True,28,False,alexandr_sojka__cze,Alexandr Sojka,CZE,MID,826103,https://www.transfermarkt.de/alexandr-sojka/nationalmannschaft/spieler/826103/verein_id/3445
31/05/26,9,home,3445,53982,2:1,9,FS,played,0,0,0,31/05/26 | FS | club:3445 | opponent:53982 | 2:1 | played | 90',False,False,True,90,True,alexandr_sojka__cze,Alexandr Sojka,CZE,MID,826103,https://www.transfermarkt.de/alexandr-sojka/nationalmannschaft/spieler/826103/verein_id/3445
