date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
29/05/26,5,home,3806,15351,0:0,,FS,played,0,0,0,29/05/26 | FS | club:3806 | opponent:15351 | 0:0 | played | 23',False,False,True,23.0,False,bradley_cross__rsa,Bradley Cross,RSA,DEF,555209,https://www.transfermarkt.de/bradley-cross/nationalmannschaft/spieler/555209/verein_id/3806
21/11/23,2,away,3806,3855,0:2,,WMQ2,in squad,0,0,0,21/11/23 | WMQ2 | club:3806 | opponent:3855 | 0:2 | in squad,False,False,False,,False,bradley_cross__rsa,Bradley Cross,RSA,DEF,555209,https://www.transfermarkt.de/bradley-cross/nationalmannschaft/spieler/555209/verein_id/3806
18/11/23,1,home,3806,3955,2:1,,WMQ2,in squad,0,0,0,18/11/23 | WMQ2 | club:3806 | opponent:3955 | 2:1 | in squad,False,False,False,,False,bradley_cross__rsa,Bradley Cross,RSA,DEF,555209,https://www.transfermarkt.de/bradley-cross/nationalmannschaft/spieler/555209/verein_id/3806
