date,matchday,venue,for_team,opponent,result,position,competition,participation_state,goals,assists,yellow_cards,row_text,was_not_in_squad,was_on_bench,has_position,minutes_estimate,started_estimate,player_id,player_name,team_id,position_model,transfermarkt_player_id,source_url
18/05/71,1,home,3299,3864,0:0,,FS,played,0,0,0,18/05/71 | FS | club:3299 | opponent:3864 | 0:0 | played | 90',False,False,True,90.0,True,tommy_smith__nzl,Tommy Smith,NZL,DEF,176056,https://www.transfermarkt.de/tommy-smith/nationalmannschaft/spieler/176056/verein_id/3299
14/05/71,1,away,3299,5674,1:0,,FS,not in squad,0,0,0,14/05/71 | FS | club:3299 | opponent:5674 | 1:0 | not in squad,True,False,False,,False,tommy_smith__nzl,Tommy Smith,NZL,DEF,176056,https://www.transfermarkt.de/tommy-smith/nationalmannschaft/spieler/176056/verein_id/3299
11/05/71,6,home,3299,3587,5:0,,EMQ,in squad,0,0,0,11/05/71 | EMQ | club:3299 | opponent:3587 | 5:0 | in squad,False,False,False,,False,tommy_smith__nzl,Tommy Smith,NZL,DEF,176056,https://www.transfermarkt.de/tommy-smith/nationalmannschaft/spieler/176056/verein_id/3299
